gene_id,10_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,13_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,13_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,14_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,14_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,15_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,16_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,19_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,20_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,5_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,5_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
g35639,1,0,0,0,0,1,1,0,1,0,1
g5979,0,0,0,0,0,0,1,0,0,0,0
g5978,0,0,0,0,0,0,0,0,0,1,0
g37215,200,328,332,368,368,203,150,138,145,327,341
g40228,0,0,0,0,0,0,0,0,0,0,0
g50142,0,0,0,0,0,0,0,0,0,0,0
g50140,0,0,0,0,0,0,0,0,0,0,0
g50147,0,0,0,0,0,0,0,0,0,0,0
g50146,1,0,0,0,0,0,0,1,1,0,0
g50145,1,0,0,0,0,0,0,0,0,0,0
g50144,1,0,0,4,0,0,0,0,0,0,0
g50149,0,0,0,0,10,0,0,0,0,0,0
g49651,139,366,355,395,386,130,164,133,195,546,550
adi2mcaRNA30791_R0,33,69,67,137,139,30,45,39,45,123,120
g4372,392,1782,1796,1361,1442,98,341,259,121,467,466
g4373,0,0,0,0,0,0,0,0,1,0,0
g4375,0,0,0,0,0,0,0,0,0,0,0
g49657,2,2,2,0,0,1,0,0,0,2,1
g4377,1,0,0,0,0,0,0,1,0,0,0
g49659,0,36,38,0,0,20,46,5,8,70,70
g4379,46,49,44,135,133,3,25,58,11,9,10
g45141,0,0,0,4,4,0,1,5,0,0,1
g45140,0,0,0,0,0,1,0,0,0,0,0
g45143,10,26,27,21,21,8,7,7,18,34,37
adi2mcaRNA8064_R9,2,4,3,4,3,1,3,2,1,1,1
g45145,125,337,335,310,309,77,141,104,133,349,353
g45144,466,1122,1094,1231,1208,413,437,421,451,967,952
g14268,0,0,0,0,0,0,0,0,0,0,0
g63540,0,0,0,0,0,0,0,0,0,0,0
g14266,3,3,3,9,11,0,0,5,2,0,3
g14267,0,1,1,2,1,1,1,1,2,0,0
g14264,2,2,2,0,0,0,1,0,0,0,0
g14265,48,90,92,63,58,0,27,21,3,3,0
g14262,132,274,263,534,513,73,127,125,82,364,369
g14263,7,10,7,54,35,0,14,11,13,34,36
adi2mcaRNA22596_R8,1,1,1,4,3,0,1,1,1,1,0
g14261,0,0,0,0,0,0,0,0,0,0,0
g54648,0,0,0,0,0,0,0,0,0,0,0
g52404,1,0,0,0,0,0,0,0,0,0,0
g35633,0,0,0,0,0,0,0,0,0,0,0
g57437,88,65,65,74,76,47,54,21,44,57,61
g39595,2,2,2,0,0,2,1,1,2,4,4
g54642,0,0,0,0,0,0,0,0,0,0,0
g54643,0,0,0,0,0,0,0,0,0,0,0
g54645,3,7,6,9,8,0,2,2,1,2,2
g54646,1,2,2,4,4,0,2,2,0,1,1
adi2mcaRNA18925_R1,0,35,36,5,0,0,0,0,25,75,79
g52407,0,0,0,0,0,0,0,0,0,0,0
g23248,1,2,2,1,1,1,1,0,1,2,2
g20529,150,355,336,368,350,114,109,107,127,416,409
g52400,0,0,0,0,0,0,0,0,0,0,0
g35637,0,0,0,0,0,0,0,0,0,0,0
g52401,0,0,0,2,1,0,0,0,0,0,0
g16603,0,0,0,0,0,0,0,0,0,0,0
g52403,0,0,0,0,0,0,0,0,0,0,1
adi2mcaRNA28302_R3,0,3,0,0,0,0,0,0,0,0,0
g5395,24,38,35,16,16,28,25,25,32,37,36
g5394,483,1101,1074,1707,1664,374,830,602,268,967,957
g5397,29,36,38,30,31,18,14,12,25,45,44
g11169,0,0,0,0,0,0,0,0,0,0,0
g5391,1672,4309,4241,4456,4465,907,1854,1694,1401,3179,3875
g5390,2,4,5,4,4,1,2,3,0,2,3
g5393,0,0,0,5,4,0,1,0,0,0,3
g5392,55,115,106,195,187,44,75,62,51,185,167
g11162,0,0,0,0,0,0,0,0,0,0,0
g11163,0,0,0,0,0,0,0,0,0,0,0
g11161,0,0,0,0,0,0,0,0,0,0,0
g11166,0,0,0,0,0,0,0,0,0,0,0
g11167,0,0,0,0,0,0,0,0,0,0,0
g11164,1,0,0,0,0,0,1,1,0,0,0
g11165,0,0,0,0,0,0,0,0,0,0,0
g57955,0,0,0,0,0,0,0,0,0,0,0
g1627,467,1084,1092,1878,1840,424,539,429,369,1005,1028
adi2mcaRNA3324_R1,62,145,152,99,99,34,65,54,56,179,179
adi2mcaRNA25240_R0,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA15359_R3,0,0,0,0,0,0,0,0,0,0,0
g4269,6,11,11,13,11,5,6,4,8,15,15
g144,1,0,0,0,0,0,0,1,0,0,0
g1628,0,0,0,0,0,0,0,0,0,2,3
g20604,5,12,9,5,6,7,8,6,7,18,17
g51175,5,0,0,21,21,6,5,0,8,35,34
g45496,133,291,297,347,346,105,154,123,133,454,456
g57952,193,452,462,543,531,173,228,192,196,667,694
g45495,3,1,1,2,2,1,0,0,0,2,2
g16926,1,0,0,0,0,0,0,1,0,2,2
g5021,0,0,0,0,0,0,0,0,0,0,0
g26178,0,0,0,0,0,0,0,0,0,0,1
g5027,0,0,0,0,0,0,0,0,0,0,0
g5026,1,0,0,0,0,0,0,0,0,0,0
g5025,0,0,0,0,0,0,0,0,0,0,0
g5024,0,0,0,0,0,0,0,0,0,0,0
g45493,16,52,57,82,84,15,26,23,12,47,48
g51170,50,181,175,199,203,38,72,73,46,153,157
adi2mcaRNA31145_R0,45,48,52,66,69,26,39,24,37,57,60
adi2mcaRNA21236_R3,0,0,0,0,0,0,0,0,0,0,0
g43429,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA21236_R1,0,2,0,0,0,0,0,0,0,0,0
g43424,109,223,228,175,175,64,71,47,107,232,246
g43425,583,1501,1540,1455,1460,425,618,544,556,1735,1774
g43426,10,43,45,42,49,8,16,14,18,41,59
g6850,0,0,0,0,0,0,0,0,0,0,0
g43420,0,0,0,5,5,6,0,0,15,53,52
g43422,6,10,12,15,15,0,0,6,0,8,11
g43423,58,175,169,131,119,48,61,45,70,154,158
g39818,0,0,0,0,0,0,0,0,0,0,0
g39819,0,0,0,0,0,0,0,0,0,0,0
g42569,3,4,5,2,2,2,0,2,1,2,0
g24460,0,0,0,0,0,0,0,0,0,0,0
g39810,7,6,6,5,6,0,0,0,0,6,7
g39811,3,7,5,19,18,4,9,6,0,13,12
g39812,0,0,0,0,0,0,0,0,0,0,0
g39813,1,1,0,2,0,1,1,1,0,0,0
g39814,1,0,0,0,0,0,0,0,1,0,0
g39816,0,2,2,0,0,0,0,0,0,0,0
g39817,0,3,0,6,8,0,0,4,0,7,0
g19276,62,247,254,198,200,47,75,75,71,150,157
adi2mcaRNA27138_R6,39,81,83,38,33,10,29,23,17,51,57
g2602,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA23087_R0,114,256,257,450,440,79,166,157,62,249,250
g13505,18,57,55,46,46,15,22,23,22,59,52
g6611,1,0,0,1,0,1,1,0,1,0,1
g6610,0,0,0,0,0,0,0,0,0,0,0
g6613,1,0,0,0,0,0,0,1,0,0,0
g22656,0,0,0,0,0,0,0,0,0,0,0
g6615,0,0,0,1,0,0,0,0,0,1,0
g6614,0,0,0,0,0,0,0,0,0,0,0
g6617,0,0,0,0,0,0,1,0,0,0,0
g6616,0,0,0,0,0,0,0,0,0,0,0
g6619,1,0,0,0,0,0,0,0,0,0,0
g6618,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA27138_R5,3,5,5,18,14,4,7,7,4,15,17
g36508,0,0,0,0,0,0,0,0,0,0,0
g5796,1,0,0,0,0,0,0,0,0,0,0
g54681,0,0,0,0,0,0,0,0,0,6,33
g5799,1,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA7776_R1,32,27,27,35,37,21,18,16,26,34,35
g221,0,0,1,0,0,0,1,1,0,0,0
g220,0,0,0,0,0,0,1,1,0,0,0
g223,0,1,0,4,3,0,2,1,0,0,0
g222,2,0,0,15,15,1,11,6,1,1,0
adi2mcaRNA32846_R2,0,0,0,0,0,0,1,0,0,0,0
g224,0,0,0,2,2,0,1,0,0,0,0
g227,12,59,63,134,128,0,33,22,0,29,31
g226,0,0,0,0,0,0,0,0,0,0,0
g229,1,0,0,0,0,0,1,1,0,0,0
g228,4,15,13,76,79,0,16,14,0,9,0
g55588,0,11,9,16,17,0,8,0,0,0,0
adi2mcaRNA965_R1,17,31,29,31,29,8,18,15,8,4,5
g35759,11,18,17,17,20,8,10,10,11,15,15
g35758,0,0,0,0,0,0,0,0,2,4,8
g35757,4,7,8,0,0,2,0,0,3,13,14
g35756,1,5,4,2,2,0,0,0,0,2,2
g35755,0,0,0,0,0,0,0,0,0,0,0
g35754,0,0,4,0,0,1,0,0,0,0,4
g35753,0,0,0,0,2,0,0,0,1,0,0
g35752,1,0,0,0,0,0,0,0,0,0,0
g35751,1,1,2,0,0,0,1,0,0,0,0
g35750,1,3,2,13,10,12,13,14,13,34,37
g68568,0,0,0,2,2,0,0,0,0,0,0
g68569,0,6,6,0,0,0,0,0,0,0,0
g68563,0,0,0,0,0,0,0,0,0,0,0
g68566,0,0,0,0,0,0,0,0,0,0,0
g68567,0,0,0,0,0,0,0,0,0,0,0
g68564,0,2,2,0,0,0,0,2,0,0,0
g68565,3,5,4,0,0,0,2,1,1,0,0
g32907,4,0,3,14,13,2,4,2,5,26,23
g32906,0,0,0,0,0,0,0,0,2,3,3
g32905,0,0,0,0,0,1,0,0,0,0,0
g32904,1,0,0,0,0,1,0,0,1,0,0
g32903,0,0,0,0,0,0,0,0,0,0,0
g32902,14,28,31,8,11,5,8,8,18,44,44
g46945,141,234,239,311,308,108,132,93,194,372,376
g14766,0,0,0,0,0,0,0,0,0,0,0
g7180,81,112,122,217,225,54,89,99,57,136,133
g32908,0,0,2,14,14,0,3,0,4,3,4
g39106,0,0,0,0,0,0,0,0,0,0,0
g39107,0,4,3,12,13,4,0,0,8,26,14
g39104,2,0,0,0,0,0,0,0,0,0,0
g39105,0,0,0,0,0,0,0,0,0,0,2
g39102,0,0,0,2,2,2,2,1,2,7,8
g39103,0,0,0,0,0,0,0,0,0,0,0
g39100,0,0,0,0,0,1,0,0,0,0,0
g39101,0,0,0,1,2,0,1,1,2,3,5
g7186,0,0,0,2,0,0,1,1,1,8,8
g26802,93,294,294,322,315,3,103,131,2,14,14
g39108,0,0,0,6,11,0,4,6,18,28,28
g39109,2,0,0,0,0,0,2,0,2,6,5
g17645,0,0,0,0,0,0,0,0,0,1,1
g50808,0,0,0,0,0,0,0,0,0,0,0
g7185,26,34,33,114,110,1,64,48,0,0,0
g52170,1,0,0,0,0,1,0,0,0,0,0
g50806,0,0,0,0,0,0,1,1,0,0,0
adi2mcaRNA31432_R8,0,0,0,0,0,0,0,0,0,0,0
g52173,1,0,2,2,2,0,0,1,0,0,0
adi2mcaRNA2139_R0,58,140,132,181,189,33,68,64,62,217,227
adi2mcaRNA31432_R6,1,0,0,8,11,2,4,4,4,4,5
g7188,153,392,400,358,368,120,111,107,120,388,406
adi2mcaRNA31432_R5,1,0,0,14,15,2,4,4,4,5,6
g45962,0,0,0,0,0,0,0,0,0,0,0
g45961,0,0,0,0,0,0,0,0,0,0,0
g45960,1,0,0,0,1,1,0,0,0,0,0
g45967,218,577,573,566,569,197,274,217,226,640,667
g45966,0,3,3,3,3,3,1,2,1,6,7
g45965,2,0,0,0,0,0,0,0,0,0,0
g45964,2,0,2,1,0,1,1,1,0,1,1
g23104,103,221,220,167,167,71,76,50,93,268,268
g45968,18,47,47,80,74,10,33,25,18,22,21
g1424,1,0,0,7,5,2,1,1,1,2,2
g30228,0,0,0,0,1,1,1,1,0,0,0
g40309,132,261,267,301,293,83,104,157,131,286,287
g3471,0,0,0,0,16,0,0,0,13,52,70
g30224,1,0,0,0,0,0,0,0,0,0,0
g30225,0,0,0,0,0,0,1,0,0,0,0
g30226,0,0,0,0,0,0,0,1,0,0,1
g30227,3,8,9,1,1,5,0,0,6,10,11
g40300,43,74,75,72,71,32,37,28,49,94,104
g30221,0,0,0,0,0,0,1,0,0,0,0
g40302,34,34,36,74,74,12,24,28,16,25,26
g30223,0,0,0,0,0,0,0,0,0,1,1
g28969,6,5,5,3,3,4,5,3,5,14,12
g45868,2,3,3,3,3,1,1,1,2,3,5
g29669,3,5,5,5,4,1,1,1,1,2,2
g38057,0,0,0,0,0,0,0,0,0,0,0
g38056,0,0,0,0,0,0,0,0,0,0,0
g38055,0,0,0,0,0,0,0,0,0,0,0
g38054,0,0,0,2,0,0,0,0,0,0,0
adi2mcaRNA3939_R0,35,85,81,103,96,20,35,22,29,72,76
adi2mcaRNA3939_R1,167,238,229,370,363,140,141,109,153,262,260
adi2mcaRNA3939_R2,27,37,40,57,57,13,24,15,26,38,42
adi2mcaRNA5717_R7,10,13,8,15,9,6,7,4,7,16,15
g26926,0,0,0,0,0,0,0,0,0,0,0
g19113,191,510,522,623,611,121,234,213,155,450,435
g19112,313,986,992,1325,1260,286,508,489,311,1144,1117
g19111,51,115,114,115,110,15,56,59,16,39,27
adi2mcaRNA5717_R3,0,0,0,0,0,0,0,0,0,0,0
g19119,0,0,0,0,0,0,0,0,0,0,0
g19118,1,0,0,0,0,0,0,0,0,0,0
g16329,1,0,0,0,0,0,0,0,0,0,1
g16328,0,0,0,0,0,0,0,0,0,0,0
g16321,0,0,0,0,0,0,1,1,0,0,0
g22051,0,0,0,0,0,0,0,0,0,0,0
g16323,0,0,0,0,0,0,0,0,0,0,0
g22053,1,1,1,1,1,1,1,1,1,0,0
g16325,0,0,0,1,1,1,1,0,1,0,0
g22055,0,0,0,3,2,1,1,0,1,0,0
g16327,0,0,0,0,0,0,0,0,0,0,0
g16326,1,2,1,2,3,2,1,1,1,1,1
g45866,46,87,86,95,93,22,46,34,42,88,92
adi2mcaRNA30800_R0,70,103,111,56,59,27,43,19,51,126,122
adi2mcaRNA30800_R1,42,46,51,85,85,26,50,24,50,81,84
g29752,83,221,218,247,234,67,92,85,92,180,177
g29753,0,0,0,0,0,0,0,0,1,0,0
g29750,26,50,53,55,52,18,37,18,28,63,65
g40095,8,23,21,86,85,20,45,44,38,90,81
g29757,0,0,0,0,0,0,1,0,1,0,0
g29754,18,59,57,58,54,15,19,14,27,57,57
g29755,3,9,6,14,19,7,5,5,7,7,7
g29758,0,0,0,0,0,0,0,0,1,0,0
g29759,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA14099_R2,3,2,4,22,19,1,13,9,0,0,0
adi2mcaRNA33372_R8,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA33372_R1,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA33372_R2,0,0,0,0,0,0,0,0,0,0,0
g14006,0,0,0,0,0,0,0,0,0,0,0
g37629,0,0,0,0,0,0,0,0,0,0,0
g37628,1,0,0,0,0,0,0,0,1,1,1
g11079,46,101,98,192,193,28,81,68,23,99,86
g37625,4,0,0,20,25,3,12,10,8,20,21
g37624,56,93,110,213,211,57,77,71,76,311,316
g37627,1,0,0,0,0,1,1,1,0,0,0
g37626,0,0,0,0,0,0,0,0,0,0,0
g37621,0,0,0,0,0,0,0,0,0,0,0
g37620,0,0,0,0,0,0,0,0,1,0,0
g37623,0,0,0,0,0,0,0,2,36,4,5
g37622,1,5,5,8,8,3,3,5,4,18,15
g33759,8,15,13,3,4,3,4,2,5,10,15
g33758,17,30,38,14,13,6,12,8,5,13,13
g33755,100,145,148,294,307,82,133,64,105,214,221
g33757,53,206,197,245,250,65,77,67,54,200,216
g33756,77,116,115,168,168,72,82,59,126,150,155
g33751,6,20,20,8,9,2,3,3,5,4,5
g33750,7,13,13,5,5,2,0,0,3,0,0
g33753,78,144,142,126,137,55,61,56,63,98,100
g33752,84,212,221,197,197,63,104,78,96,236,241
g54428,51,189,193,166,173,39,57,45,170,204,211
g40878,1,1,0,0,0,0,0,0,0,1,0
g40879,1,0,0,0,0,0,1,1,1,0,0
g37993,0,0,0,0,0,0,0,0,0,0,0
g37992,6,5,7,9,8,8,8,5,13,9,18
g37991,16,51,49,65,61,18,20,21,22,79,75
adi2mcaRNA18450_R0,420,822,886,1739,1791,286,593,550,267,815,839
g40872,0,0,0,0,0,0,0,0,0,0,0
g40873,2,1,0,0,1,1,0,0,1,0,0
g40870,0,0,0,0,0,1,0,1,1,0,0
g40871,1,1,0,0,0,0,1,1,1,0,0
g40876,9,17,15,118,114,9,46,46,17,39,40
g40877,1,2,1,0,0,1,1,1,0,0,0
g37999,0,0,0,0,0,0,0,0,1,0,0
g40875,1,2,1,0,3,0,0,0,0,0,0
g15676,72,217,197,125,120,34,84,70,46,129,123
g15677,51,176,185,224,239,45,65,61,43,129,124
g33285,88,98,87,131,133,63,71,48,51,85,83
g33284,4,6,4,3,0,2,3,4,1,4,3
g15672,7,11,15,28,29,7,10,10,6,26,28
g33282,1,0,0,2,2,0,0,0,0,0,0
g15670,3,2,3,2,2,1,2,1,1,10,9
g15671,3,2,3,5,5,2,4,2,4,8,9
g62929,0,0,0,0,0,1,0,0,0,0,2
g15678,18,36,36,34,33,8,13,11,13,46,46
g33288,123,294,296,182,182,81,94,76,134,376,374
g22423,113,155,148,167,162,381,98,85,387,1250,1243
g22422,20,49,48,46,45,12,23,13,27,42,46
g35858,3,11,10,0,0,0,0,0,0,5,5
g66977,4,12,14,9,10,1,3,3,0,3,0
g66976,11,23,19,19,16,1,8,9,3,4,2
g66975,13,5,12,2,2,2,6,6,2,0,0
g66974,10,27,25,0,0,0,0,3,3,6,7
g66973,1,0,0,0,0,0,0,1,0,0,0
g66972,0,4,4,0,0,0,0,0,0,0,0
g66971,0,0,0,0,0,0,2,0,0,0,0
g66970,3,14,14,37,37,0,5,4,0,0,0
adi2mcaRNA4861_R2,4,0,0,18,14,4,10,9,12,0,0
g23013,10,16,16,20,21,0,6,5,3,12,12
g23017,22,62,63,78,82,22,34,26,22,71,72
g23016,0,0,0,3,4,0,0,0,0,6,6
g23015,65,142,142,173,166,38,61,54,52,158,158
g18799,26,56,60,68,62,14,22,23,25,46,48
g45860,0,0,0,0,0,1,0,0,0,0,0
g18797,51,81,85,85,85,35,43,26,43,51,51
g18794,475,994,977,1247,1221,315,513,395,326,887,883
g18795,33,104,114,158,160,41,53,43,36,72,79
g18792,0,0,0,73,77,4,23,16,11,28,30
g18793,2,5,4,4,4,3,2,2,4,4,6
g18790,0,0,0,0,0,0,0,0,0,0,0
g18791,2,0,0,98,97,5,37,24,5,12,10
g66472,0,0,0,0,0,0,0,0,0,2,2
g46098,0,0,0,0,0,0,0,0,0,0,0
g46099,0,0,1,0,0,0,0,0,0,0,0
adi2mcaRNA14092_R2,0,0,0,2,2,1,1,0,1,0,0
g46092,1,1,0,1,1,0,0,0,0,1,1
g46093,1,0,0,0,0,0,0,1,0,0,0
g46090,51,129,130,126,126,26,60,57,43,88,85
g46091,0,0,0,0,0,0,0,0,0,0,0
g46097,0,0,0,0,0,0,0,0,0,0,0
g46094,1,6,6,7,7,2,1,1,2,14,13
g46095,0,0,0,0,0,0,0,0,0,0,0
g31666,0,0,0,0,0,0,0,0,0,0,0
g32488,107,214,220,15,18,142,8,7,107,555,536
adi2mcaRNA31729_R4,0,5,5,0,5,2,5,0,9,13,16
g31663,0,0,0,0,0,0,0,0,0,0,0
g31662,0,0,0,0,0,0,0,0,0,0,0
g31661,0,0,0,0,0,0,0,0,0,0,0
g32482,32,61,64,48,52,17,29,23,28,86,96
g32480,428,1250,1258,1175,1178,341,488,507,389,975,992
g32481,310,327,321,439,434,189,212,123,185,340,344
g32486,1502,3490,3437,4504,4476,1409,1548,1603,1442,3809,3859
g31669,0,0,0,0,0,0,0,0,0,0,0
g31668,1,0,0,0,0,0,1,1,0,0,0
adi2mcaRNA29753_R5,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA29753_R4,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA29753_R6,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA29753_R8,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA3380_R0,81,172,193,224,222,60,92,69,79,282,303
g46325,378,901,920,1276,1317,59,334,299,38,129,129
g46326,0,0,0,0,0,0,0,0,0,0,0
g46327,0,0,0,0,0,0,0,0,0,0,0
g49512,25,86,105,79,97,13,22,23,15,75,103
g46321,96,148,144,289,291,79,112,86,80,156,155
g49510,0,0,0,0,0,0,0,0,0,0,0
g46323,0,0,0,0,0,1,0,0,0,0,0
g19005,1,0,0,0,0,0,0,0,0,0,0
g46328,0,0,0,0,0,0,1,1,1,0,0
g46329,616,945,911,1334,1312,359,608,493,390,1224,1214
g49518,623,2478,2625,3163,3365,687,675,947,901,4634,4992
g42434,362,559,571,1005,1006,297,403,353,230,805,806
g42435,97,216,219,244,244,73,119,106,94,285,291
g32156,57,128,136,163,168,43,71,55,84,115,113
g42437,88,219,212,168,162,69,99,67,67,203,207
g42430,39,72,66,49,49,21,34,37,19,73,76
g32151,2039,3912,3843,4985,4917,1644,1841,1558,1584,3843,3836
g42432,127,230,238,279,280,63,126,106,144,238,234
g42433,519,751,747,1042,1041,427,469,272,486,1003,1014
g32158,157,350,361,412,414,113,168,127,155,452,474
g42439,1840,2139,2783,9489,8703,1723,3043,2680,1486,5205,5227
g31591,0,0,0,0,0,0,0,0,1,0,1
g31590,0,0,0,0,0,0,0,0,0,0,0
g31592,0,0,0,1,0,0,0,1,0,0,0
g31595,0,0,0,0,0,0,0,0,0,0,0
g31594,0,0,0,0,0,0,0,0,0,0,0
g31597,0,0,0,0,0,0,0,0,0,0,0
g31596,0,0,0,0,0,0,0,0,0,0,0
g60012,0,0,0,0,0,1,0,0,0,0,0
g43234,41,117,121,133,139,31,57,46,42,119,131
adi2mcaRNA14091_R6,0,0,0,0,0,2,0,0,0,5,5
adi2mcaRNA14091_R7,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA14091_R2,0,1,1,0,0,0,0,0,0,0,1
g28839,0,0,0,0,0,0,0,0,0,1,1
adi2mcaRNA14091_R1,0,0,0,0,0,0,0,0,0,0,0
g28834,33,81,80,207,216,23,70,60,37,102,105
g28836,0,0,0,0,0,0,0,0,1,0,0
g28837,0,0,0,0,0,0,0,0,0,0,0
g28830,0,0,0,1,1,1,0,1,0,2,0
g28831,0,0,0,2,2,1,2,0,2,2,3
adi2mcaRNA14091_R8,0,0,0,0,0,0,0,0,0,0,0
g28833,2,4,3,3,3,1,2,1,2,0,0
adi2mcaRNA22990_R0,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA16404_R0,0,0,0,0,0,0,0,0,0,0,0
g70042,26,20,22,35,35,0,14,33,38,10,0
adi2mcaRNA28701_R3,3,2,2,6,5,3,4,2,3,0,1
adi2mcaRNA28701_R2,3,3,2,6,5,3,4,2,3,2,2
adi2mcaRNA38904_R0,22,46,44,31,33,0,12,5,23,45,43
g33789,85,193,201,140,138,46,84,66,61,210,211
adi2mcaRNA10691_R9,60,103,106,68,69,49,29,22,92,220,225
g69735,0,0,0,0,0,0,0,0,0,0,0
g67124,1,0,0,0,0,0,1,1,1,0,0
g55149,0,0,30,16,31,0,0,0,0,5,0
g69736,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA12_R4,0,5,7,0,0,3,0,0,8,12,13
g69737,1,0,0,3,2,1,1,1,1,0,0
g3910,2,2,2,24,22,1,13,9,0,0,0
g47055,2,4,2,8,7,1,3,2,4,13,10
g47054,2,3,0,3,3,0,0,0,0,2,0
g19947,0,0,0,0,0,1,0,0,0,0,0
g47053,0,0,0,0,0,0,0,0,1,0,0
g3912,2,3,0,0,0,2,2,0,4,7,4
g47059,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA14910_R0,101,228,219,250,244,52,90,94,97,296,268
g43745,1,0,0,1,1,0,1,1,0,0,0
g43744,1,0,0,0,0,0,1,1,0,0,0
g43747,1,0,0,0,0,1,0,0,0,0,0
g43746,0,0,0,0,0,0,0,0,0,0,0
g43741,160,273,266,305,305,115,121,94,216,337,345
g43743,0,0,0,0,0,0,0,0,0,0,0
g43742,128,188,186,261,266,73,111,76,122,270,274
g43749,0,0,0,0,0,0,0,0,0,0,0
g43748,1,0,0,0,0,0,0,0,0,0,1
g21560,1,2,2,4,4,3,2,1,2,3,2
g21563,0,1,1,0,0,0,0,0,0,0,0
g21562,1,0,0,1,1,1,1,1,1,1,1
g21565,0,13,14,39,35,11,12,9,7,24,22
g21564,20,54,55,51,52,34,18,25,25,147,151
adi2mcaRNA3155_R8,0,0,0,0,0,0,0,0,1,0,0
adi2mcaRNA3155_R9,0,0,0,0,0,0,0,0,1,0,0
g23931,0,0,1,0,0,0,0,1,1,0,0
g21568,0,0,0,2,2,0,0,0,0,0,0
adi2mcaRNA3155_R1,1,5,3,2,1,0,0,1,1,2,2
g25411,5735,11083,10793,13415,13096,3651,5573,4917,3385,10801,10586
g25410,269,708,705,914,906,217,342,290,258,704,723
g25414,221,633,645,649,670,166,298,306,239,767,796
g25416,5,16,14,42,30,4,10,7,3,12,9
g25419,114,230,235,249,257,83,126,94,84,145,144
g36424,143,344,330,325,313,104,143,111,175,355,353
adi2mcaRNA6074_R1,111,217,211,288,290,73,114,108,84,181,189
adi2mcaRNA15965_R0,60,124,125,164,162,31,60,68,40,148,163
adi2mcaRNA6074_R0,111,218,210,289,290,73,114,108,84,182,189
g58742,0,0,0,0,0,0,0,0,0,0,0
g36425,56,140,144,138,141,32,58,57,46,183,189
g28168,0,0,0,0,0,0,0,0,0,0,0
g28169,0,0,0,0,0,0,0,0,0,0,0
g58158,145,223,227,251,249,80,119,97,86,180,190
g58159,1064,4031,4024,892,891,1552,368,586,1455,4515,4600
g58154,61,192,188,175,178,46,72,63,46,225,221
g58155,5,5,6,48,51,0,15,0,0,0,0
g58156,59,142,137,90,94,34,43,33,40,140,142
g58157,9,13,12,4,4,3,1,4,4,8,9
g28166,0,0,0,1,0,0,0,0,0,0,1
g58151,8,9,9,7,8,1,4,3,2,2,2
g58152,32,68,76,110,108,34,42,33,53,122,120
g58153,0,0,0,0,0,0,0,0,0,0,0
g6399,36,81,85,58,58,21,28,21,27,55,53
g43537,0,0,0,0,0,0,0,0,0,0,0
g23100,0,4,4,3,4,0,0,0,2,3,4
g64609,152,402,393,303,303,63,145,99,62,180,181
g64608,88,180,179,117,119,39,66,45,50,117,126
g64607,405,983,1017,1493,1515,379,594,453,355,1307,1350
g64606,0,0,0,0,0,0,0,0,0,0,0
g64605,43,33,36,196,186,35,67,94,65,111,108
g64604,88,79,81,269,270,65,101,73,102,198,197
g64603,84,168,167,224,220,72,83,63,81,143,150
g64602,19,35,26,97,105,21,54,29,25,21,21
g64600,24,34,40,110,105,25,52,34,35,64,75
g64834,0,0,0,0,0,0,1,0,0,0,0
g7723,0,0,0,0,0,0,0,1,1,2,1
g35647,0,0,1,0,0,0,0,0,0,0,0
adi2mcaRNA23879_R0,215,494,491,460,472,162,231,106,235,555,550
adi2mcaRNA32413_R4,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA32413_R7,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA32413_R0,0,0,0,2,2,3,0,0,6,8,8
adi2mcaRNA32413_R1,0,0,0,2,2,3,0,0,6,8,8
