Orthogroup	Acerv_assembly_v1.0.protein	GCF_002042975.1_ofav_dov_v1_protein	Mcavernosa.maker.proteins	Pocillopora_acuta_HIv1.genes.pep	plut2v1.1.proteins
OG0032784			Mcavernosa09523-RA		
OG0032785			Mcavernosa09528-RA		
OG0032786			Mcavernosa09530-RA		
OG0032787			Mcavernosa09535-RA		
OG0032788			Mcavernosa09529-RA		
OG0032789			Mcavernosa09531-RA		
OG0032790			Mcavernosa09550-RA		
OG0032791			Mcavernosa09560-RA		
OG0032792			Mcavernosa09569-RA		
OG0032793			Mcavernosa09580-RA		
OG0032794			Mcavernosa09581-RA		
OG0032795			Mcavernosa09587-RA		
OG0032796			Mcavernosa09591-RA		
OG0032797			Mcavernosa09600-RA		
OG0032798			Mcavernosa09607-RA		
OG0032799			Mcavernosa09620-RA		
OG0032800			Mcavernosa09627-RA		
OG0032801			Mcavernosa09650-RA		
OG0032802			Mcavernosa09663-RA		
OG0032803			Mcavernosa09657-RA		
OG0032804			Mcavernosa09669-RA		
OG0032805			Mcavernosa09704-RA		
OG0032806			Mcavernosa09708-RA		
OG0032807			Mcavernosa09715-RA		
OG0032808			Mcavernosa09714-RA		
OG0032809			Mcavernosa09713-RA		
OG0032810			Mcavernosa09735-RA		
OG0032811			Mcavernosa09850-RA		
OG0032812			Mcavernosa09865-RA		
OG0032813			Mcavernosa09873-RA		
OG0032814			Mcavernosa09874-RA		
OG0032815			Mcavernosa09883-RA		
OG0032816			Mcavernosa09892-RA		
OG0032817			Mcavernosa09900-RA		
OG0032818			Mcavernosa09904-RA		
OG0032819			Mcavernosa09913-RA		
OG0032820			Mcavernosa09908-RA		
OG0032821			Mcavernosa09937-RA		
OG0032822			Mcavernosa09966-RA		
OG0032823			Mcavernosa09964-RA		
OG0032824			Mcavernosa09968-RA		
OG0032825			Mcavernosa09967-RA		
OG0032826			Mcavernosa09971-RA		
OG0032827			Mcavernosa09973-RA		
OG0032828			Mcavernosa09978-RA		
OG0032829			Mcavernosa09991-RA		
OG0032830			Mcavernosa10000-RA		
OG0032831			Mcavernosa09995-RA		
OG0032832			Mcavernosa09997-RA		
OG0032833			Mcavernosa09999-RA		
OG0032834			Mcavernosa10007-RA		
OG0032835			Mcavernosa10009-RA		
OG0032836			Mcavernosa10013-RA		
OG0032837			Mcavernosa10015-RA		
OG0032838			Mcavernosa10023-RA		
OG0032839			Mcavernosa10030-RA		
OG0032840			Mcavernosa10045-RA		
OG0032841			Mcavernosa10043-RA		
OG0032842			Mcavernosa10053-RA		
OG0032843			Mcavernosa10060-RA		
OG0032844			Mcavernosa10078-RA		
OG0032845			Mcavernosa10079-RA		
OG0032846			Mcavernosa10084-RA		
OG0032847			Mcavernosa10108-RA		
OG0032848			Mcavernosa10111-RA		
OG0032849			Mcavernosa10110-RA		
OG0032850			Mcavernosa10113-RA		
OG0032851			Mcavernosa10158-RA		
OG0032852			Mcavernosa10151-RA		
OG0032853			Mcavernosa10161-RA		
OG0032854			Mcavernosa10169-RA		
OG0032855			Mcavernosa10173-RA		
OG0032856			Mcavernosa10176-RA		
OG0032857			Mcavernosa10179-RA		
OG0032858			Mcavernosa10180-RA		
OG0032859			Mcavernosa10190-RA		
OG0032860			Mcavernosa10199-RA		
OG0032861			Mcavernosa10204-RA		
OG0032862			Mcavernosa10230-RA		
OG0032863			Mcavernosa10229-RA		
OG0032864			Mcavernosa10220-RA		
OG0032865			Mcavernosa10219-RA		
OG0032866			Mcavernosa20978-RA		
OG0032867			Mcavernosa20992-RA		
OG0032868			Mcavernosa20997-RA		
OG0032869			Mcavernosa21022-RA		
OG0032870			Mcavernosa21024-RA		
OG0032871			Mcavernosa21023-RA		
OG0032872			Mcavernosa21030-RA		
OG0032873			Mcavernosa21026-RA		
OG0032874			Mcavernosa21038-RA		
OG0032875			Mcavernosa21041-RA		
OG0032876			Mcavernosa21040-RA		
OG0032877			Mcavernosa21036-RA		
OG0032878			Mcavernosa21062-RA		
OG0032879			Mcavernosa21082-RA		
OG0032880			Mcavernosa21096-RA		
OG0032881			Mcavernosa21093-RA		
OG0032882			Mcavernosa21094-RA		
OG0032883			Mcavernosa21106-RA		
OG0032884			Mcavernosa21111-RA		
OG0032885			Mcavernosa21110-RA		
OG0032886			Mcavernosa21128-RA		
OG0032887			Mcavernosa21126-RA		
OG0032888			Mcavernosa21127-RA		
OG0032889			Mcavernosa21165-RA		
OG0032890			Mcavernosa21166-RA		
OG0032891			Mcavernosa21173-RA		
OG0032892			Mcavernosa21178-RA		
OG0032893			Mcavernosa21203-RA		
OG0032894			Mcavernosa21195-RA		
OG0032895			Mcavernosa21210-RA		
OG0032896			Mcavernosa21219-RA		
OG0032897			Mcavernosa21226-RA		
OG0032898			Mcavernosa21231-RA		
OG0032899			Mcavernosa21236-RA		
OG0032900			Mcavernosa21237-RA		
OG0032901			Mcavernosa21242-RA		
OG0032902			Mcavernosa21245-RA		
OG0032903			Mcavernosa21243-RA		
OG0032904			Mcavernosa21296-RA		
OG0032905			Mcavernosa21299-RA		
OG0032906			Mcavernosa21321-RA		
OG0032907			Mcavernosa21322-RA		
OG0032908			Mcavernosa21327-RA		
OG0032909			Mcavernosa21338-RA		
OG0032910			Mcavernosa21335-RA		
OG0032911			Mcavernosa21347-RA		
OG0032912			Mcavernosa21344-RA		
OG0032913			Mcavernosa21350-RA		
OG0032914			Mcavernosa21357-RA		
OG0032915			Mcavernosa21360-RA		
OG0032916			Mcavernosa21391-RA		
OG0032917			Mcavernosa21390-RA		
OG0032918			Mcavernosa21398-RA		
OG0032919			Mcavernosa21394-RA		
OG0032920			Mcavernosa21401-RA		
OG0032921			Mcavernosa21397-RA		
OG0032922			Mcavernosa21405-RA		
OG0032923			Mcavernosa21408-RA		
OG0032924			Mcavernosa21415-RA		
OG0032925			Mcavernosa21420-RA		
OG0032926			Mcavernosa21442-RA		
OG0032927			Mcavernosa21427-RA		
OG0032928			Mcavernosa21438-RA		
OG0032929			Mcavernosa21448-RA		
OG0032930			Mcavernosa21463-RA		
OG0032931			Mcavernosa21468-RA		
OG0032932			Mcavernosa21486-RA		
OG0032933			Mcavernosa21491-RA		
OG0032934			Mcavernosa21507-RA		
OG0032935			Mcavernosa21520-RA		
OG0032936			Mcavernosa21545-RA		
OG0032937			Mcavernosa21546-RA		
OG0032938			Mcavernosa21547-RA		
OG0032939			Mcavernosa21552-RA		
OG0032940			Mcavernosa21566-RA		
OG0032941			Mcavernosa21579-RA		
OG0032942			Mcavernosa21578-RA		
OG0032943			Mcavernosa21615-RA		
OG0032944			Mcavernosa21630-RA		
OG0032945			Mcavernosa21658-RA		
OG0032946			Mcavernosa21679-RA		
OG0032947			Mcavernosa21702-RA		
OG0032948			Mcavernosa21722-RA		
OG0032949			Mcavernosa21733-RA		
OG0032950			Mcavernosa21732-RA		
OG0032951			Mcavernosa21753-RA		
OG0032952			Mcavernosa21755-RA		
OG0032953			Mcavernosa21771-RA		
OG0032954			Mcavernosa21780-RA		
OG0032955			Mcavernosa21791-RA		
OG0032956			Mcavernosa21795-RA		
OG0032957			Mcavernosa21819-RA		
OG0032958			Mcavernosa21834-RA		
OG0032959			Mcavernosa26248-RA		
OG0032960			Mcavernosa26249-RA		
OG0032961			Mcavernosa26265-RA		
OG0032962			Mcavernosa26266-RA		
OG0032963			Mcavernosa26280-RA		
OG0032964			Mcavernosa26279-RA		
OG0032965			Mcavernosa26305-RA		
OG0032966			Mcavernosa26308-RA		
OG0032967			Mcavernosa26323-RA		
OG0032968			Mcavernosa26341-RA		
OG0032969			Mcavernosa26335-RA		
OG0032970			Mcavernosa26338-RA		
OG0032971			Mcavernosa26349-RA		
OG0032972			Mcavernosa26356-RA		
OG0032973			Mcavernosa26361-RA		
OG0032974			Mcavernosa26369-RA		
OG0032975			Mcavernosa26362-RA		
OG0032976			Mcavernosa26365-RA		
OG0032977			Mcavernosa26395-RA		
OG0032978			Mcavernosa26411-RA		
OG0032979			Mcavernosa26428-RA		
OG0032980			Mcavernosa26427-RA		
OG0032981			Mcavernosa26429-RA		
OG0032982			Mcavernosa26423-RA		
OG0032983			Mcavernosa26444-RA		
OG0032984			Mcavernosa26455-RA		
OG0032985			Mcavernosa26468-RA		
OG0032986			Mcavernosa26467-RA		
OG0032987			Mcavernosa26501-RA		
OG0032988			Mcavernosa26504-RA		
OG0032989			Mcavernosa26525-RA		
OG0032990			Mcavernosa26524-RA		
OG0032991			Mcavernosa26537-RA		
OG0032992			Mcavernosa26540-RA		
OG0032993			Mcavernosa26550-RA		
OG0032994			Mcavernosa26552-RA		
OG0032995			Mcavernosa26559-RA		
OG0032996			Mcavernosa26563-RA		
OG0032997			Mcavernosa26561-RA		
OG0032998			Mcavernosa26570-RA		
OG0032999			Mcavernosa26575-RA		
OG0033000			Mcavernosa26590-RA		
OG0033001			Mcavernosa26587-RA		
OG0033002			Mcavernosa26615-RA		
OG0033003			Mcavernosa26620-RA		
OG0033004			Mcavernosa26617-RA		
OG0033005			Mcavernosa26622-RA		
OG0033006			Mcavernosa26623-RA		
OG0033007			Mcavernosa26624-RA		
OG0033008			Mcavernosa26626-RA		
OG0033009			Mcavernosa26629-RA		
OG0033010			Mcavernosa26633-RA		
OG0033011			Mcavernosa26638-RA		
OG0033012			Mcavernosa26642-RA		
OG0033013			Mcavernosa26643-RA		
OG0033014			Mcavernosa26640-RA		
OG0033015			Mcavernosa26647-RA		
OG0033016			Mcavernosa26649-RA		
OG0033017			Mcavernosa26673-RA		
OG0033018			Mcavernosa26671-RA		
OG0033019			Mcavernosa26677-RA		
OG0033020			Mcavernosa26721-RA		
OG0033021			Mcavernosa26746-RA		
OG0033022			Mcavernosa26760-RA		
OG0033023			Mcavernosa26757-RA		
OG0033024			Mcavernosa26774-RA		
OG0033025			Mcavernosa26769-RA		
OG0033026			Mcavernosa26793-RA		
OG0033027			Mcavernosa26811-RA		
OG0033028			Mcavernosa26809-RA		
OG0033029			Mcavernosa26808-RA		
OG0033030			Mcavernosa26810-RA		
OG0033031			Mcavernosa26825-RA		
OG0033032			Mcavernosa26824-RA		
OG0033033			Mcavernosa26827-RA		
OG0033034			Mcavernosa26887-RA		
OG0033035			Mcavernosa26883-RA		
OG0033036			Mcavernosa26886-RA		
OG0033037			Mcavernosa26882-RA		
OG0033038			Mcavernosa26948-RA		
OG0033039			Mcavernosa26974-RA		
OG0033040			Mcavernosa26983-RA		
OG0033041			Mcavernosa27000-RA		
OG0033042			Mcavernosa27009-RA		
OG0033043			Mcavernosa27013-RA		
OG0033044			Mcavernosa27023-RA		
OG0033045			Mcavernosa27015-RA		
OG0033046			Mcavernosa27022-RA		
OG0033047			Mcavernosa27025-RA		
OG0033048			Mcavernosa27034-RA		
OG0033049			Mcavernosa27032-RA		
OG0033050			Mcavernosa27035-RA		
OG0033051			Mcavernosa27037-RA		
OG0033052			Mcavernosa27060-RA		
OG0033053			Mcavernosa27069-RA		
OG0033054			Mcavernosa27078-RA		
OG0033055			Mcavernosa27096-RA		
OG0033056			Mcavernosa27099-RA		
OG0033057			Mcavernosa27117-RA		
OG0033058			Mcavernosa27126-RA		
OG0033059			Mcavernosa20072-RA		
OG0033060			Mcavernosa20081-RA		
OG0033061			Mcavernosa20094-RA		
OG0033062			Mcavernosa20111-RA		
OG0033063			Mcavernosa20105-RA		
OG0033064			Mcavernosa20129-RA		
OG0033065			Mcavernosa20123-RA		
OG0033066			Mcavernosa20127-RA		
OG0033067			Mcavernosa20124-RA		
OG0033068			Mcavernosa20158-RA		
OG0033069			Mcavernosa20166-RA		
OG0033070			Mcavernosa20167-RA		
OG0033071			Mcavernosa20185-RA		
OG0033072			Mcavernosa20186-RA		
OG0033073			Mcavernosa20187-RA		
OG0033074			Mcavernosa20193-RA		
OG0033075			Mcavernosa20213-RA		
OG0033076			Mcavernosa20222-RA		
OG0033077			Mcavernosa20220-RA		
OG0033078			Mcavernosa20221-RA		
OG0033079			Mcavernosa20239-RA		
OG0033080			Mcavernosa20240-RA		
OG0033081			Mcavernosa20247-RA		
OG0033082			Mcavernosa20262-RA		
OG0033083			Mcavernosa20270-RA		
OG0033084			Mcavernosa20280-RA		
OG0033085			Mcavernosa20307-RA		
OG0033086			Mcavernosa20317-RA		
OG0033087			Mcavernosa20322-RA		
OG0033088			Mcavernosa20316-RA		
OG0033089			Mcavernosa20335-RA		
OG0033090			Mcavernosa20328-RA		
OG0033091			Mcavernosa20350-RA		
OG0033092			Mcavernosa20349-RA		
OG0033093			Mcavernosa20352-RA		
OG0033094			Mcavernosa20358-RA		
OG0033095			Mcavernosa20379-RA		
OG0033096			Mcavernosa20388-RA		
OG0033097			Mcavernosa20386-RA		
OG0033098			Mcavernosa20384-RA		
OG0033099			Mcavernosa20406-RA		
OG0033100			Mcavernosa20404-RA		
OG0033101			Mcavernosa20421-RA		
OG0033102			Mcavernosa20425-RA		
OG0033103			Mcavernosa20448-RA		
OG0033104			Mcavernosa20450-RA		
OG0033105			Mcavernosa20466-RA		
OG0033106			Mcavernosa20456-RA		
OG0033107			Mcavernosa20460-RA		
OG0033108			Mcavernosa20476-RA		
OG0033109			Mcavernosa20481-RA		
OG0033110			Mcavernosa20478-RA		
OG0033111			Mcavernosa20475-RA		
OG0033112			Mcavernosa20488-RA		
OG0033113			Mcavernosa20503-RA		
OG0033114			Mcavernosa20508-RA		
OG0033115			Mcavernosa20509-RA		
OG0033116			Mcavernosa20526-RA		
OG0033117			Mcavernosa20525-RA		
OG0033118			Mcavernosa20536-RA		
OG0033119			Mcavernosa20535-RA		
OG0033120			Mcavernosa20550-RA		
OG0033121			Mcavernosa20574-RA		
OG0033122			Mcavernosa20585-RA		
OG0033123			Mcavernosa20597-RA		
OG0033124			Mcavernosa20605-RA		
OG0033125			Mcavernosa20611-RA		
OG0033126			Mcavernosa20609-RA		
OG0033127			Mcavernosa20607-RA		
OG0033128			Mcavernosa20620-RA		
OG0033129			Mcavernosa20629-RA		
OG0033130			Mcavernosa20638-RA		
OG0033131			Mcavernosa20642-RA		
OG0033132			Mcavernosa20652-RA		
OG0033133			Mcavernosa20655-RA		
OG0033134			Mcavernosa20668-RA		
OG0033135			Mcavernosa20702-RA		
OG0033136			Mcavernosa20700-RA		
OG0033137			Mcavernosa20705-RA		
OG0033138			Mcavernosa20706-RA		
OG0033139			Mcavernosa20708-RA		
OG0033140			Mcavernosa20707-RA		
OG0033141			Mcavernosa20715-RA		
OG0033142			Mcavernosa20758-RA		
OG0033143			Mcavernosa20788-RA		
OG0033144			Mcavernosa20797-RA		
OG0033145			Mcavernosa20799-RA		
OG0033146			Mcavernosa20813-RA		
OG0033147			Mcavernosa20814-RA		
OG0033148			Mcavernosa20826-RA		
OG0033149			Mcavernosa20847-RA		
OG0033150			Mcavernosa20861-RA		
OG0033151			Mcavernosa20855-RA		
OG0033152			Mcavernosa20880-RA		
OG0033153			Mcavernosa20881-RA		
OG0033154			Mcavernosa20893-RA		
OG0033155			Mcavernosa17347-RA		
OG0033156			Mcavernosa17348-RA		
OG0033157			Mcavernosa17369-RA		
OG0033158			Mcavernosa17376-RA		
OG0033159			Mcavernosa17371-RA		
OG0033160			Mcavernosa17375-RA		
OG0033161			Mcavernosa17397-RA		
OG0033162			Mcavernosa17389-RA		
OG0033163			Mcavernosa17391-RA		
OG0033164			Mcavernosa17407-RA		
OG0033165			Mcavernosa17405-RA		
OG0033166			Mcavernosa17418-RA		
OG0033167			Mcavernosa17420-RA		
OG0033168			Mcavernosa17424-RA		
OG0033169			Mcavernosa17429-RA		
OG0033170			Mcavernosa17441-RA		
OG0033171			Mcavernosa17456-RA		
OG0033172			Mcavernosa17454-RA		
OG0033173			Mcavernosa17455-RA		
OG0033174			Mcavernosa17461-RA		
OG0033175			Mcavernosa17467-RA		
OG0033176			Mcavernosa17473-RA		
OG0033177			Mcavernosa17470-RA		
OG0033178			Mcavernosa17469-RA		
OG0033179			Mcavernosa17493-RA		
OG0033180			Mcavernosa17501-RA		
OG0033181			Mcavernosa17510-RA		
OG0033182			Mcavernosa17569-RA		
OG0033183			Mcavernosa17578-RA		
OG0033184			Mcavernosa17591-RA		
OG0033185			Mcavernosa17593-RA		
OG0033186			Mcavernosa17592-RA		
OG0033187			Mcavernosa17604-RA		
OG0033188			Mcavernosa17605-RA		
OG0033189			Mcavernosa17623-RA		
OG0033190			Mcavernosa17634-RA		
OG0033191			Mcavernosa17651-RA		
OG0033192			Mcavernosa17688-RA		
OG0033193			Mcavernosa17701-RA		
OG0033194			Mcavernosa17703-RA		
OG0033195			Mcavernosa17707-RA		
OG0033196			Mcavernosa17704-RA		
OG0033197			Mcavernosa17715-RA		
OG0033198			Mcavernosa17718-RA		
OG0033199			Mcavernosa17717-RA		
OG0033200			Mcavernosa17743-RA		
OG0033201			Mcavernosa17749-RA		
OG0033202			Mcavernosa17762-RA		
OG0033203			Mcavernosa17759-RA		
OG0033204			Mcavernosa17758-RA		
OG0033205			Mcavernosa17763-RA		
OG0033206			Mcavernosa17760-RA		
OG0033207			Mcavernosa17756-RA		
OG0033208			Mcavernosa17771-RA		
OG0033209			Mcavernosa17769-RA		
OG0033210			Mcavernosa17770-RA		
OG0033211			Mcavernosa17806-RA		
OG0033212			Mcavernosa17815-RA		
OG0033213			Mcavernosa17831-RA		
OG0033214			Mcavernosa17844-RA		
OG0033215			Mcavernosa17856-RA		
OG0033216			Mcavernosa17862-RA		
OG0033217			Mcavernosa17861-RA		
OG0033218			Mcavernosa17859-RA		
OG0033219			Mcavernosa17865-RA		
OG0033220			Mcavernosa17874-RA		
OG0033221			Mcavernosa17872-RA		
OG0033222			Mcavernosa17877-RA		
OG0033223			Mcavernosa17882-RA		
OG0033224			Mcavernosa17900-RA		
OG0033225			Mcavernosa17913-RA		
OG0033226			Mcavernosa17918-RA		
OG0033227			Mcavernosa17931-RA		
OG0033228			Mcavernosa17956-RA		
OG0033229			Mcavernosa17963-RA		
OG0033230			Mcavernosa17967-RA		
OG0033231			Mcavernosa17979-RA		
OG0033232			Mcavernosa17993-RA		
OG0033233			Mcavernosa18021-RA		
OG0033234			Mcavernosa18024-RA		
OG0033235			Mcavernosa18027-RA		
OG0033236			Mcavernosa18033-RA		
OG0033237			Mcavernosa18060-RA		
OG0033238			Mcavernosa18085-RA		
OG0033239			Mcavernosa18094-RA		
OG0033240			Mcavernosa18093-RA		
OG0033241			Mcavernosa18146-RA		
OG0033242			Mcavernosa18144-RA		
OG0033243			Mcavernosa18147-RA		
OG0033244			Mcavernosa18152-RA		
OG0033245			Mcavernosa18162-RA		
OG0033246			Mcavernosa18160-RA		
OG0033247			Mcavernosa18168-RA		
OG0033248			Mcavernosa22793-RA		
OG0033249			Mcavernosa22840-RA		
OG0033250			Mcavernosa22839-RA		
OG0033251			Mcavernosa22846-RA		
OG0033252			Mcavernosa22863-RA		
OG0033253			Mcavernosa22862-RA		
OG0033254			Mcavernosa22880-RA		
OG0033255			Mcavernosa22885-RA		
OG0033256			Mcavernosa22907-RA		
OG0033257			Mcavernosa22906-RA		
OG0033258			Mcavernosa22921-RA		
OG0033259			Mcavernosa22953-RA		
OG0033260			Mcavernosa22991-RA		
OG0033261			Mcavernosa22992-RA		
OG0033262			Mcavernosa23002-RA		
OG0033263			Mcavernosa23015-RA		
OG0033264			Mcavernosa23034-RA		
OG0033265			Mcavernosa23024-RA		
OG0033266			Mcavernosa23039-RA		
OG0033267			Mcavernosa23053-RA		
OG0033268			Mcavernosa23058-RA		
OG0033269			Mcavernosa23059-RA		
OG0033270			Mcavernosa23089-RA		
OG0033271			Mcavernosa23107-RA		
OG0033272			Mcavernosa23105-RA		
OG0033273			Mcavernosa23117-RA		
OG0033274			Mcavernosa23123-RA		
OG0033275			Mcavernosa23141-RA		
OG0033276			Mcavernosa23189-RA		
OG0033277			Mcavernosa23190-RA		
OG0033278			Mcavernosa23201-RA		
OG0033279			Mcavernosa23204-RA		
OG0033280			Mcavernosa23205-RA		
OG0033281			Mcavernosa23207-RA		
OG0033282			Mcavernosa23236-RA		
OG0033283			Mcavernosa23245-RA		
OG0033284			Mcavernosa23249-RA		
OG0033285			Mcavernosa23248-RA		
OG0033286			Mcavernosa23254-RA		
OG0033287			Mcavernosa23256-RA		
OG0033288			Mcavernosa23255-RA		
OG0033289			Mcavernosa23252-RA		
OG0033290			Mcavernosa23253-RA		
OG0033291			Mcavernosa23282-RA		
OG0033292			Mcavernosa23295-RA		
OG0033293			Mcavernosa23309-RA		
OG0033294			Mcavernosa23310-RA		
OG0033295			Mcavernosa23323-RA		
OG0033296			Mcavernosa23350-RA		
OG0033297			Mcavernosa23349-RA		
OG0033298			Mcavernosa23372-RA		
OG0033299			Mcavernosa23376-RA		
OG0033300			Mcavernosa23408-RA		
OG0033301			Mcavernosa23409-RA		
OG0033302			Mcavernosa23435-RA		
OG0033303			Mcavernosa23451-RA		
OG0033304			Mcavernosa23459-RA		
OG0033305			Mcavernosa23460-RA		
OG0033306			Mcavernosa23469-RA		
OG0033307			Mcavernosa23473-RA		
OG0033308			Mcavernosa23481-RA		
OG0033309			Mcavernosa23483-RA		
OG0033310			Mcavernosa23507-RA		
OG0033311			Mcavernosa23505-RA		
OG0033312			Mcavernosa23525-RA		
OG0033313			Mcavernosa23547-RA		
OG0033314			Mcavernosa23548-RA		
OG0033315			Mcavernosa23544-RA		
OG0033316			Mcavernosa23553-RA		
OG0033317			Mcavernosa23549-RA		
OG0033318			Mcavernosa23565-RA		
OG0033319			Mcavernosa23604-RA		
OG0033320			Mcavernosa00020-RA		
OG0033321			Mcavernosa00033-RA		
OG0033322			Mcavernosa00034-RA		
OG0033323			Mcavernosa00061-RA		
OG0033324			Mcavernosa00082-RA		
OG0033325			Mcavernosa00079-RA		
OG0033326			Mcavernosa00076-RA		
OG0033327			Mcavernosa00096-RA		
OG0033328			Mcavernosa00126-RA		
OG0033329			Mcavernosa00131-RA		
OG0033330			Mcavernosa00123-RA		
OG0033331			Mcavernosa00139-RA		
OG0033332			Mcavernosa00138-RA		
OG0033333			Mcavernosa00155-RA		
OG0033334			Mcavernosa00166-RA		
OG0033335			Mcavernosa00153-RA		
OG0033336			Mcavernosa00154-RA		
OG0033337			Mcavernosa00172-RA		
OG0033338			Mcavernosa00178-RA		
OG0033339			Mcavernosa00193-RA		
OG0033340			Mcavernosa00182-RA		
OG0033341			Mcavernosa00194-RA		
OG0033342			Mcavernosa00205-RA		
OG0033343			Mcavernosa00224-RA		
OG0033344			Mcavernosa00233-RA		
OG0033345			Mcavernosa00211-RA		
OG0033346			Mcavernosa00247-RA		
OG0033347			Mcavernosa00257-RA		
OG0033348			Mcavernosa00252-RA		
OG0033349			Mcavernosa00254-RA		
OG0033350			Mcavernosa00262-RA		
OG0033351			Mcavernosa00272-RA		
OG0033352			Mcavernosa00271-RA		
OG0033353			Mcavernosa00284-RA		
OG0033354			Mcavernosa00299-RA		
OG0033355			Mcavernosa00305-RA		
OG0033356			Mcavernosa00301-RA		
OG0033357			Mcavernosa00319-RA		
OG0033358			Mcavernosa00320-RA		
OG0033359			Mcavernosa00329-RA		
OG0033360			Mcavernosa00325-RA		
OG0033361			Mcavernosa00338-RA		
OG0033362			Mcavernosa00337-RA		
OG0033363			Mcavernosa00351-RA		
OG0033364			Mcavernosa00355-RA		
OG0033365			Mcavernosa00357-RA		
OG0033366			Mcavernosa00362-RA		
OG0033367			Mcavernosa00373-RA		
OG0033368			Mcavernosa00369-RA		
OG0033369			Mcavernosa00380-RA		
OG0033370			Mcavernosa00392-RA		
OG0033371			Mcavernosa00402-RA		
OG0033372			Mcavernosa00411-RA		
OG0033373			Mcavernosa00416-RA		
OG0033374			Mcavernosa00423-RA		
OG0033375			Mcavernosa00426-RA		
OG0033376			Mcavernosa00432-RA		
OG0033377			Mcavernosa00443-RA		
OG0033378			Mcavernosa00493-RA		
OG0033379			Mcavernosa00492-RA		
OG0033380			Mcavernosa00491-RA		
OG0033381			Mcavernosa00518-RA		
OG0033382			Mcavernosa00545-RA		
OG0033383			Mcavernosa00544-RA		
OG0033384			Mcavernosa00543-RA		
OG0033385			Mcavernosa00552-RA		
OG0033386			Mcavernosa00577-RA		
OG0033387			Mcavernosa00570-RA		
OG0033388			Mcavernosa00573-RA		
OG0033389			Mcavernosa00579-RA		
OG0033390			Mcavernosa00578-RA		
OG0033391			Mcavernosa00585-RA		
OG0033392			Mcavernosa00623-RA		
OG0033393			Mcavernosa00621-RA		
OG0033394			Mcavernosa00622-RA		
OG0033395			Mcavernosa00640-RA		
OG0033396			Mcavernosa00650-RA		
OG0033397			Mcavernosa00667-RA		
OG0033398			Mcavernosa00685-RA		
OG0033399			Mcavernosa00688-RA		
OG0033400			Mcavernosa00698-RA		
OG0033401			Mcavernosa00714-RA		
OG0033402			Mcavernosa00704-RA		
OG0033403			Mcavernosa00731-RA		
OG0033404			Mcavernosa00718-RA		
OG0033405			Mcavernosa00730-RA		
OG0033406			Mcavernosa00752-RA		
OG0033407			Mcavernosa00751-RA		
OG0033408			Mcavernosa00756-RA		
OG0033409			Mcavernosa00777-RA		
OG0033410			Mcavernosa00793-RA		
OG0033411			Mcavernosa00803-RA		
OG0033412			Mcavernosa00814-RA		
OG0033413			Mcavernosa00815-RA		
OG0033414			Mcavernosa00821-RA		
OG0033415			Mcavernosa00818-RA		
OG0033416			Mcavernosa00892-RA		
OG0033417			Mcavernosa00895-RA		
OG0033418			Mcavernosa00919-RA		
OG0033419			Mcavernosa00929-RA		
OG0033420			Mcavernosa00942-RA		
OG0033421			Mcavernosa00936-RA		
OG0033422			Mcavernosa00946-RA		
OG0033423			Mcavernosa00948-RA		
OG0033424			Mcavernosa00964-RA		
OG0033425			Mcavernosa00980-RA		
OG0033426			Mcavernosa00976-RA		
OG0033427			Mcavernosa00984-RA		
OG0033428			Mcavernosa00990-RA		
OG0033429			Mcavernosa01005-RA		
OG0033430			Mcavernosa01020-RA		
OG0033431			Mcavernosa01040-RA		
OG0033432			Mcavernosa01042-RA		
OG0033433			Mcavernosa01044-RA		
OG0033434			Mcavernosa01062-RA		
OG0033435			Mcavernosa01056-RA		
OG0033436			Mcavernosa01060-RA		
OG0033437			Mcavernosa01071-RA		
OG0033438			Mcavernosa01080-RA		
OG0033439			Mcavernosa01078-RA		
OG0033440			Mcavernosa01091-RA		
OG0033441			Mcavernosa01103-RA		
OG0033442			Mcavernosa01130-RA		
OG0033443			Mcavernosa01138-RA		
OG0033444			Mcavernosa01137-RA		
OG0033445			Mcavernosa29441-RA		
OG0033446			Mcavernosa29447-RA		
OG0033447			Mcavernosa29452-RA		
OG0033448			Mcavernosa29450-RA		
OG0033449			Mcavernosa29474-RA		
OG0033450			Mcavernosa29473-RA		
OG0033451			Mcavernosa29476-RA		
OG0033452			Mcavernosa29485-RA		
OG0033453			Mcavernosa29488-RA		
OG0033454			Mcavernosa29498-RA		
OG0033455			Mcavernosa29499-RA		
OG0033456			Mcavernosa29522-RA		
OG0033457			Mcavernosa29523-RA		
OG0033458			Mcavernosa29529-RA		
OG0033459			Mcavernosa29609-RA		
OG0033460			Mcavernosa29603-RA		
OG0033461			Mcavernosa29601-RA		
OG0033462			Mcavernosa29623-RA		
OG0033463			Mcavernosa29625-RA		
OG0033464			Mcavernosa29672-RA		
OG0033465			Mcavernosa29681-RA		
OG0033466			Mcavernosa29680-RA		
OG0033467			Mcavernosa29694-RA		
OG0033468			Mcavernosa29703-RA		
OG0033469			Mcavernosa29724-RA		
OG0033470			Mcavernosa29731-RA		
OG0033471			Mcavernosa29730-RA		
OG0033472			Mcavernosa29750-RA		
OG0033473			Mcavernosa29755-RA		
OG0033474			Mcavernosa29758-RA		
OG0033475			Mcavernosa29760-RA		
OG0033476			Mcavernosa29767-RA		
OG0033477			Mcavernosa29768-RA		
OG0033478			Mcavernosa29810-RA		
