Orthogroup	Mcavernosa.maker.proteins	GCF_002042975.1_ofav_dov_v1_protein
OG0007124	Mcavernosa10414-RA	XP_020608368.1
OG0007125	Mcavernosa23118-RA	XP_020621787.1, XP_020621786.1
OG0007126	Mcavernosa10413-RA	XP_020608450.1, XP_020608454.1
OG0007127	Mcavernosa07720-RA, Mcavernosa34947-RA	XP_020613424.1
OG0007128	Mcavernosa13640-RA	XP_020618789.1
OG0007129	Mcavernosa13643-RA	XP_020618792.1
OG0007130	Mcavernosa13649-RA	XP_020618787.1
OG0007131	Mcavernosa13645-RA	XP_020618784.1
OG0007132	Mcavernosa30059-RA	XP_020616712.1
OG0007133	Mcavernosa04794-RA, Mcavernosa04793-RA	XP_020615048.1
OG0007134	Mcavernosa02266-RA	XP_020604983.1
OG0007136	Mcavernosa24379-RA	XP_020621148.1, XP_020621149.1
OG0007137	Mcavernosa24378-RA	XP_020621154.1, XP_020621153.1
OG0007138	Mcavernosa15738-RA	XP_020608907.1
OG0007139	Mcavernosa01614-RA	XP_020607402.1, XP_020607403.1
OG0007141	Mcavernosa14138-RA	XP_020609245.1, XP_020632302.1
OG0007142	Mcavernosa14143-RA	XP_020609224.1
OG0007143	Mcavernosa03025-RA	XP_020607140.1
OG0007144	Mcavernosa00832-RA	XP_020601292.1, XP_020601299.1
OG0007145	Mcavernosa12345-RA	XP_020602037.1
OG0007146	Mcavernosa12343-RA	XP_020602034.1
OG0007147	Mcavernosa01076-RA	XP_020622492.1, XP_020622491.1
OG0007148	Mcavernosa31676-RA, Mcavernosa31675-RA	XP_020622376.1
OG0007149	Mcavernosa01088-RA	XP_020622454.1
OG0007150	Mcavernosa17033-RA	XP_020614027.1
OG0007151	Mcavernosa17034-RA	XP_020614062.1
OG0007152	Mcavernosa23219-RA	XP_020629668.1
OG0007153	Mcavernosa23214-RA	XP_020629595.1, XP_020629594.1
OG0007154	Mcavernosa25443-RA	XP_020602735.1, XP_020602734.1
OG0007156	Mcavernosa25440-RA, Mcavernosa33554-RA	XP_020602772.1
OG0007157	Mcavernosa25438-RA	XP_020602770.1, XP_020602771.1
OG0007158	Mcavernosa24449-RA	XP_020627687.1
OG0007159	Mcavernosa24450-RA	XP_020627682.1
OG0007160	Mcavernosa00044-RA	XP_020603454.1
OG0007161	Mcavernosa00045-RA	XP_020603455.1
OG0007162	Mcavernosa17971-RA	XP_020612680.1
OG0007163	Mcavernosa17690-RA	XP_020601640.1
OG0007164	Mcavernosa18104-RA	XP_020631580.1
OG0007165	Mcavernosa03250-RA	XP_020607426.1, XP_020607432.1
OG0007167	Mcavernosa03254-RA	XP_020607609.1
OG0007168	Mcavernosa23930-RA	XP_020624108.1
OG0007170	Mcavernosa00547-RA	XP_020608202.1, XP_020608201.1
OG0007171	Mcavernosa00542-RA	XP_020608211.1, XP_020608209.1
OG0007172	Mcavernosa24900-RA	XP_020632241.1, XP_020632240.1
OG0007173	Mcavernosa24901-RA	XP_020632220.1
OG0007174	Mcavernosa24916-RA	XP_020632222.1
OG0007175	Mcavernosa24876-RA	XP_020632128.1, XP_020632127.1
OG0007176	Mcavernosa24896-RA	XP_020632054.1, XP_020632078.1
OG0007177	Mcavernosa31396-RA	XP_020621219.1
OG0007178	Mcavernosa13200-RA	XP_020602998.1, XP_020602999.1
OG0007179	Mcavernosa05940-RA	XP_020626316.1
OG0007180	Mcavernosa32909-RA	XP_020614232.1
OG0007181	Mcavernosa26192-RA	XP_020630503.1
OG0007182	Mcavernosa26193-RA	XP_020630486.1
OG0007183	Mcavernosa05958-RA	XP_020626375.1
OG0007184	Mcavernosa15804-RA	XP_020607446.1, XP_020607445.1
OG0007185	Mcavernosa21395-RA	XP_020622566.1
OG0007186	Mcavernosa21393-RA	XP_020608031.1
OG0007187	Mcavernosa15799-RA	XP_020607542.1
OG0007189	Mcavernosa30787-RA	XP_020625335.1
OG0007190	Mcavernosa30784-RA	XP_020625337.1, XP_020625341.1
OG0007192	Mcavernosa28837-RA	XP_020625395.1
OG0007193	Mcavernosa16310-RA	XP_020628376.1
OG0007194	Mcavernosa32149-RA	XP_020624211.1
OG0007195	Mcavernosa32165-RA	XP_020629428.1, XP_020629427.1
OG0007196	Mcavernosa32104-RA	XP_020608891.1
OG0007197	Mcavernosa05854-RA	XP_020606357.1
OG0007198	Mcavernosa05853-RA	XP_020606349.1
OG0007199	Mcavernosa13601-RA, Mcavernosa13603-RA	XP_020627440.1
OG0007200	Mcavernosa15668-RA	XP_020628609.1
OG0007201	Mcavernosa26817-RA	XP_020627821.1, XP_020627820.1
OG0007202	Mcavernosa00865-RA	XP_020603259.1
OG0007203	Mcavernosa00866-RA	XP_020603260.1
OG0007204	Mcavernosa00881-RA	XP_020603252.1
OG0007205	Mcavernosa00869-RA	XP_020603303.1
OG0007206	Mcavernosa18451-RA, Mcavernosa18450-RA	XP_020603230.1
OG0007207	Mcavernosa18455-RA	XP_020603231.1
OG0007208	Mcavernosa00882-RA	XP_020603251.1
OG0007209	Mcavernosa21682-RA	XP_020609811.1, XP_020609812.1
OG0007210	Mcavernosa11699-RA	XP_020630403.1
OG0007211	Mcavernosa11694-RA	XP_020630483.1
OG0007212	Mcavernosa32640-RA, Mcavernosa14012-RA	XP_020632912.1
OG0007213	Mcavernosa08161-RA	XP_020605637.1, XP_020605563.1
OG0007214	Mcavernosa14027-RA	XP_020632900.1, XP_020632903.1
OG0007215	Mcavernosa05583-RA	XP_020622674.1
OG0007216	Mcavernosa27722-RA	XP_020622669.1
OG0007217	Mcavernosa05581-RA	XP_020622672.1
OG0007218	Mcavernosa30796-RA	XP_020603399.1
OG0007219	Mcavernosa16078-RA	XP_020617642.1
OG0007220	Mcavernosa16084-RA	XP_020617636.1
OG0007222	Mcavernosa16096-RA	XP_020616871.1
OG0007223	Mcavernosa10692-RA	XP_020609841.1
OG0007224	Mcavernosa10688-RA	XP_020609921.1
OG0007225	Mcavernosa24381-RA	XP_020621143.1
OG0007226	Mcavernosa24380-RA	XP_020621122.1, XP_020621121.1
OG0007228	Mcavernosa22975-RA	XP_020613855.1
OG0007229	Mcavernosa26891-RA	XP_020629177.1
OG0007230	Mcavernosa20614-RA	XP_020632679.1
OG0007231	Mcavernosa23886-RA	XP_020610081.1
OG0007232	Mcavernosa08224-RA, Mcavernosa08223-RA	XP_020610036.1
OG0007233	Mcavernosa28267-RA	XP_020602791.1
OG0007234	Mcavernosa23888-RA	XP_020610080.1, XP_020610079.1
OG0007235	Mcavernosa08237-RA	XP_020610065.1
OG0007236	Mcavernosa31166-RA	XP_020607244.1
OG0007237	Mcavernosa31223-RA	XP_020625547.1
OG0007238	Mcavernosa28045-RA	XP_020603404.1, XP_020603586.1
OG0007239	Mcavernosa02767-RA	XP_020612291.1
OG0007240	Mcavernosa11917-RA	XP_020606525.1
OG0007241	Mcavernosa11919-RA	XP_020606527.1, XP_020606526.1
OG0007242	Mcavernosa32085-RA	XP_020620204.1
OG0007243	Mcavernosa26180-RA	XP_020625588.1, XP_020625587.1
OG0007244	Mcavernosa34706-RA	XP_020617159.1
OG0007245	Mcavernosa00695-RA	XP_020601658.1, XP_020601657.1
OG0007246	Mcavernosa13731-RA	XP_020610854.1
OG0007247	Mcavernosa08616-RA	XP_020625523.1
OG0007248	Mcavernosa13739-RA	XP_020622226.1
OG0007249	Mcavernosa13740-RA, Mcavernosa13741-RA	XP_020622224.1
OG0007250	Mcavernosa27268-RA	XP_020610875.1
OG0007251	Mcavernosa13720-RA	XP_020610804.1
OG0007252	Mcavernosa13719-RA, Mcavernosa30640-RA	XP_020610862.1
OG0007253	Mcavernosa13711-RA	XP_020610846.1
OG0007254	Mcavernosa04544-RA	XP_020607827.1
OG0007255	Mcavernosa15705-RA	XP_020607816.1
OG0007256	Mcavernosa22480-RA	XP_020608939.1
OG0007257	Mcavernosa04807-RA	XP_020609085.1, XP_020609086.1
OG0007258	Mcavernosa22577-RA	XP_020607171.1, XP_020607172.1
OG0007259	Mcavernosa16014-RA	XP_020616607.1
OG0007260	Mcavernosa19589-RA	XP_020625241.1, XP_020625240.1
OG0007261	Mcavernosa00231-RA	XP_020611466.1, XP_020623734.1
OG0007263	Mcavernosa23961-RA	XP_020625670.1
OG0007264	Mcavernosa08376-RA	XP_020608124.1, XP_020608125.1
OG0007265	Mcavernosa08378-RA	XP_020608080.1
OG0007266	Mcavernosa26610-RA	XP_020621090.1
OG0007266	Mcavernosa03348-RA	XP_020609715.1
OG0007267	Mcavernosa22342-RA	XP_020621296.1
OG0007268	Mcavernosa22904-RA	XP_020631147.1, XP_020631146.1
OG0007269	Mcavernosa08174-RA	XP_020612913.1, XP_020612921.1
OG0007270	Mcavernosa08175-RA, Mcavernosa08173-RA	XP_020612932.1
OG0007271	Mcavernosa08177-RA	XP_020613372.1
OG0007272	Mcavernosa08192-RA	XP_020612955.1, XP_020612963.1
OG0007273	Mcavernosa08191-RA, Mcavernosa29265-RA	XP_020612942.1
OG0007274	Mcavernosa04188-RA	XP_020616916.1
OG0007275	Mcavernosa17152-RA	XP_020608948.1
OG0007277	Mcavernosa17149-RA	XP_020608986.1, XP_020609119.1
OG0007278	Mcavernosa29619-RA	XP_020609079.1, XP_020609080.1
OG0007279	Mcavernosa17148-RA	XP_020609013.1, XP_020609012.1
OG0007280	Mcavernosa04185-RA	XP_020616891.1
OG0007281	Mcavernosa00973-RA	XP_020620020.1
OG0007282	Mcavernosa00972-RA	XP_020620021.1
OG0007283	Mcavernosa00982-RA	XP_020620050.1, XP_020620051.1
OG0007284	Mcavernosa00930-RA	XP_020625121.1
OG0007285	Mcavernosa00931-RA	XP_020625132.1
OG0007286	Mcavernosa00932-RA	XP_020625131.1
OG0007287	Mcavernosa00934-RA	XP_020625101.1
OG0007288	Mcavernosa00938-RA	XP_020625139.1
OG0007289	Mcavernosa33770-RA, Mcavernosa00971-RA	XP_020620024.1
OG0007290	Mcavernosa28433-RA	XP_020610135.1
OG0007291	Mcavernosa25654-RA	XP_020610146.1, XP_020610145.1
OG0007293	Mcavernosa14069-RA	XP_020614255.1
OG0007294	Mcavernosa15772-RA	XP_020602161.1, XP_020602160.1
OG0007295	Mcavernosa10671-RA	XP_020602174.1
OG0007296	Mcavernosa03213-RA	XP_020620295.1
OG0007298	Mcavernosa19703-RA	XP_020602222.1
OG0007299	Mcavernosa19705-RA	XP_020602192.1, XP_020602193.1
OG0007300	Mcavernosa03807-RA	XP_020630156.1, XP_020630157.1
OG0007301	Mcavernosa03810-RA	XP_020630163.1
OG0007302	Mcavernosa09126-RA	XP_020629877.1, XP_020629878.1
OG0007303	Mcavernosa15896-RA	XP_020613492.1
OG0007304	Mcavernosa15890-RA	XP_020613511.1
OG0007305	Mcavernosa15891-RA	XP_020613510.1, XP_020613481.1
OG0007306	Mcavernosa26259-RA	XP_020612271.1
OG0007307	Mcavernosa26526-RA	XP_020604940.1
OG0007308	Mcavernosa23764-RA, Mcavernosa32745-RA	XP_020607771.1
OG0007309	Mcavernosa23761-RA	XP_020607760.1
OG0007310	Mcavernosa13300-RA, Mcavernosa13297-RA	XP_020604797.1
OG0007312	Mcavernosa06517-RA	XP_020629843.1, XP_020629842.1
OG0007313	Mcavernosa01406-RA	XP_020609779.1
OG0007314	Mcavernosa05453-RA	XP_020609910.1
OG0007316	Mcavernosa08854-RA	XP_020616492.1
OG0007318	Mcavernosa20757-RA	XP_020614935.1, XP_020614942.1
OG0007319	Mcavernosa13474-RA	XP_020625269.1, XP_020625295.1
OG0007320	Mcavernosa17238-RA	XP_020630823.1, XP_020630822.1
OG0007321	Mcavernosa00249-RA, Mcavernosa00253-RA	XP_020611470.1
OG0007322	Mcavernosa00251-RA	XP_020611435.1
OG0007324	Mcavernosa00947-RA	XP_020625039.1
OG0007325	Mcavernosa00945-RA	XP_020625037.1, XP_020625038.1
OG0007326	Mcavernosa30805-RA	XP_020605156.1, XP_020605157.1
OG0007327	Mcavernosa11732-RA, Mcavernosa27666-RA	XP_020608681.1
OG0007328	Mcavernosa26242-RA	XP_020614973.1
OG0007329	Mcavernosa08531-RA	XP_020616450.1
OG0007330	Mcavernosa05866-RA	XP_020628363.1, XP_020628362.1
OG0007331	Mcavernosa27890-RA	XP_020623807.1
OG0007332	Mcavernosa27886-RA	XP_020623761.1
OG0007333	Mcavernosa27885-RA	XP_020623762.1
OG0007334	Mcavernosa27882-RA	XP_020623793.1
OG0007335	Mcavernosa27892-RA	XP_020623874.1
OG0007336	Mcavernosa27900-RA	XP_020623737.1, XP_020623738.1
OG0007337	Mcavernosa24931-RA	XP_020632196.1, XP_020632197.1
OG0007338	Mcavernosa32890-RA	XP_020632045.1
OG0007339	Mcavernosa01327-RA	XP_020609083.1, XP_020609082.1
OG0007340	Mcavernosa01330-RA	XP_020609022.1
OG0007341	Mcavernosa26060-RA	XP_020609064.1
OG0007342	Mcavernosa21611-RA	XP_020632520.1
OG0007343	Mcavernosa05420-RA	XP_020601870.1
OG0007344	Mcavernosa24772-RA	XP_020601333.1
OG0007345	Mcavernosa24019-RA	XP_020631284.1
OG0007346	Mcavernosa27600-RA	XP_020605382.1
OG0007347	Mcavernosa25496-RA	XP_020614157.1
OG0007349	Mcavernosa29298-RA	XP_020622087.1
OG0007350	Mcavernosa30099-RA	XP_020628960.1
OG0007351	Mcavernosa06148-RA	XP_020624866.1, XP_020624867.1
OG0007352	Mcavernosa02285-RA	XP_020604978.1
OG0007353	Mcavernosa21098-RA	XP_020601090.1
OG0007354	Mcavernosa00469-RA	XP_020631537.1, XP_020631463.1
OG0007355	Mcavernosa06128-RA	XP_020624875.1, XP_020624874.1
OG0007357	Mcavernosa08545-RA	XP_020614468.1, XP_020614467.1
OG0007358	Mcavernosa08544-RA	XP_020614460.1
OG0007359	Mcavernosa08548-RA	XP_020614459.1
OG0007360	Mcavernosa08540-RA	XP_020614433.1
OG0007361	Mcavernosa08383-RA	XP_020608102.1, XP_020608103.1
OG0007362	Mcavernosa06108-RA	XP_020614720.1
OG0007363	Mcavernosa06111-RA	XP_020614764.1
OG0007365	Mcavernosa02731-RA	XP_020630149.1, XP_020630141.1
OG0007366	Mcavernosa02728-RA	XP_020630172.1
OG0007367	Mcavernosa11191-RA	XP_020622681.1
OG0007368	Mcavernosa09461-RA, Mcavernosa09462-RA	XP_020606390.1
OG0007369	Mcavernosa14084-RA	XP_020604530.1
OG0007370	Mcavernosa12261-RA	XP_020612087.1
OG0007371	Mcavernosa28077-RA	XP_020629164.1
OG0007372	Mcavernosa28059-RA	XP_020629178.1
OG0007373	Mcavernosa05699-RA	XP_020611377.1
OG0007374	Mcavernosa15479-RA, Mcavernosa01956-RA	XP_020619735.1
OG0007375	Mcavernosa01961-RA, Mcavernosa01960-RA	XP_020609260.1, XP_020609259.1
OG0007376	Mcavernosa15928-RA	XP_020617837.1
OG0007377	Mcavernosa17584-RA	XP_020621080.1
OG0007378	Mcavernosa04152-RA	XP_020606497.1
OG0007379	Mcavernosa33217-RA, Mcavernosa32965-RA	XP_020616815.1
OG0007380	Mcavernosa12419-RA	XP_020616822.1, XP_020616824.1, XP_020616823.1
OG0007381	Mcavernosa19586-RA	XP_020625239.1, XP_020625238.1
OG0007382	Mcavernosa01637-RA	XP_020618274.1
OG0007384	Mcavernosa20096-RA	XP_020623363.1
OG0007385	Mcavernosa03691-RA	XP_020623368.1
OG0007386	Mcavernosa03689-RA	XP_020623335.1
OG0007387	Mcavernosa04022-RA	XP_020630615.1
OG0007388	Mcavernosa06095-RA	XP_020614683.1, XP_020614682.1
OG0007389	Mcavernosa06087-RA	XP_020614669.1, XP_020614668.1
OG0007391	Mcavernosa21757-RA, Mcavernosa21759-RA	XP_020626474.1
OG0007392	Mcavernosa26965-RA	XP_020616645.1
OG0007393	Mcavernosa26973-RA	XP_020616658.1
OG0007394	Mcavernosa26970-RA	XP_020616646.1
OG0007395	Mcavernosa23808-RA	XP_020607908.1
OG0007396	Mcavernosa15142-RA	XP_020632351.1
OG0007397	Mcavernosa01482-RA	XP_020610694.1
OG0007398	Mcavernosa31317-RA	XP_020626642.1, XP_020626643.1
OG0007399	Mcavernosa31324-RA, Mcavernosa31323-RA	XP_020626501.1
OG0007402	Mcavernosa05499-RA	XP_020629040.1, XP_020629039.1
OG0007403	Mcavernosa24662-RA, Mcavernosa24663-RA	XP_020609666.1
OG0007404	Mcavernosa14273-RA	XP_020615489.1
OG0007405	Mcavernosa24671-RA	XP_020609683.1
OG0007406	Mcavernosa06780-RA	XP_020615523.1
OG0007409	Mcavernosa14647-RA	XP_020615067.1
OG0007410	Mcavernosa14646-RA	XP_020615119.1
OG0007411	Mcavernosa14637-RA	XP_020615118.1
OG0007413	Mcavernosa27939-RA	XP_020613864.1
OG0007414	Mcavernosa22926-RA	XP_020613800.1
OG0007415	Mcavernosa13879-RA, Mcavernosa22340-RA	XP_020608897.1
OG0007417	Mcavernosa00561-RA	XP_020613880.1
OG0007418	Mcavernosa25715-RA	XP_020615888.1, XP_020615911.1
OG0007420	Mcavernosa32769-RA	XP_020626699.1
OG0007421	Mcavernosa22283-RA	XP_020626718.1
OG0007422	Mcavernosa32770-RA	XP_020626695.1
OG0007423	Mcavernosa13749-RA	XP_020610824.1, XP_020610821.1
OG0007424	Mcavernosa14572-RA	XP_020605576.1, XP_020605575.1
OG0007425	Mcavernosa14573-RA	XP_020605624.1
OG0007426	Mcavernosa21807-RA	XP_020622235.1
OG0007427	Mcavernosa21815-RA	XP_020620619.1
OG0007428	Mcavernosa21817-RA, Mcavernosa21816-RA	XP_020620629.1
OG0007429	Mcavernosa21903-RA, Mcavernosa21902-RA	XP_020622522.1
OG0007430	Mcavernosa31584-RA	XP_020606825.1, XP_020606749.1
OG0007431	Mcavernosa08372-RA	XP_020606724.1
OG0007433	Mcavernosa11057-RA	XP_020614525.1
OG0007434	Mcavernosa11331-RA	XP_020610784.1, XP_020610792.1
OG0007435	Mcavernosa13765-RA	XP_020618722.1
OG0007436	Mcavernosa13768-RA	XP_020618770.1
OG0007437	Mcavernosa13767-RA	XP_020618723.1
OG0007438	Mcavernosa13794-RA, Mcavernosa13796-RA	XP_020618908.1
OG0007439	Mcavernosa13792-RA	XP_020619066.1
OG0007440	Mcavernosa13781-RA	XP_020618816.1
OG0007441	Mcavernosa13766-RA	XP_020618725.1
OG0007442	Mcavernosa13814-RA	XP_020618736.1
OG0007443	Mcavernosa13813-RA	XP_020618731.1, XP_020618730.1
OG0007444	Mcavernosa08331-RA	XP_020617227.1
OG0007445	Mcavernosa08332-RA	XP_020617226.1
OG0007447	Mcavernosa08337-RA	XP_020617211.1
OG0007448	Mcavernosa10214-RA	XP_020607170.1
OG0007449	Mcavernosa11426-RA, Mcavernosa10223-RA	XP_020611024.1
OG0007450	Mcavernosa00920-RA	XP_020625106.1
OG0007451	Mcavernosa00918-RA	XP_020625130.1
OG0007452	Mcavernosa31896-RA	XP_020610259.1
OG0007453	Mcavernosa00921-RA	XP_020625107.1
OG0007454	Mcavernosa06923-RA	XP_020622883.1
OG0007455	Mcavernosa06922-RA	XP_020622773.1, XP_020622884.1
OG0007456	Mcavernosa12542-RA	XP_020603924.1
OG0007458	Mcavernosa32056-RA	XP_020603841.1, XP_020603842.1
OG0007459	Mcavernosa32058-RA	XP_020603920.1
OG0007461	Mcavernosa02543-RA	XP_020631973.1
OG0007462	Mcavernosa10680-RA	XP_020631974.1, XP_020631975.1
OG0007463	Mcavernosa22659-RA	XP_020615145.1
OG0007464	Mcavernosa13204-RA	XP_020603071.1, XP_020603078.1
OG0007465	Mcavernosa13205-RA	XP_020603000.1
OG0007466	Mcavernosa18982-RA	XP_020602975.1
OG0007468	Mcavernosa32170-RA	XP_020601673.1
OG0007470	Mcavernosa12193-RA	XP_020624049.1
OG0007471	Mcavernosa00696-RA	XP_020617115.1
OG0007472	Mcavernosa02520-RA	XP_020601356.1, XP_020601357.1
OG0007473	Mcavernosa09662-RA	XP_020608091.1, XP_020608090.1
OG0007474	Mcavernosa12082-RA	XP_020605041.1
OG0007475	Mcavernosa12075-RA, Mcavernosa12074-RA	XP_020605056.1
OG0007476	Mcavernosa12553-RA	XP_020603761.1
OG0007477	Mcavernosa12555-RA	XP_020603760.1
OG0007478	Mcavernosa11388-RA	XP_020613796.1, XP_020613804.1
OG0007479	Mcavernosa19628-RA	XP_020618346.1
OG0007480	Mcavernosa19630-RA	XP_020618186.1, XP_020618249.1
OG0007481	Mcavernosa20636-RA	XP_020601788.1
OG0007483	Mcavernosa26325-RA	XP_020600811.1, XP_020600810.1
OG0007484	Mcavernosa14666-RA, Mcavernosa14664-RA	XP_020632603.1
OG0007485	Mcavernosa14668-RA	XP_020632606.1
OG0007487	Mcavernosa08055-RA	XP_020631689.1
OG0007488	Mcavernosa00451-RA	XP_020631635.1, XP_020631636.1
OG0007489	Mcavernosa00455-RA	XP_020631408.1, XP_020631409.1
OG0007490	Mcavernosa00330-RA	XP_020624703.1, XP_020624704.1
OG0007491	Mcavernosa27940-RA	XP_020613524.1, XP_020613525.1
OG0007493	Mcavernosa18756-RA	XP_020626184.1
OG0007494	Mcavernosa18757-RA	XP_020626077.1
OG0007495	Mcavernosa03240-RA, Mcavernosa03239-RA	XP_020606771.1
OG0007496	Mcavernosa03506-RA	XP_020629523.1
OG0007497	Mcavernosa03524-RA	XP_020629706.1, XP_020629705.1
OG0007498	Mcavernosa03521-RA	XP_020629723.1
OG0007499	Mcavernosa03512-RA	XP_020629567.1
OG0007500	Mcavernosa04156-RA	XP_020617339.1, XP_020617340.1
OG0007501	Mcavernosa04161-RA	XP_020617346.1
OG0007502	Mcavernosa04162-RA	XP_020617353.1
OG0007503	Mcavernosa04163-RA	XP_020617365.1
OG0007504	Mcavernosa10357-RA	XP_020623984.1
OG0007505	Mcavernosa05300-RA	XP_020619768.1
OG0007506	Mcavernosa05309-RA	XP_020619777.1
OG0007508	Mcavernosa20471-RA, Mcavernosa25602-RA	XP_020602430.1
OG0007509	Mcavernosa22026-RA	XP_020611296.1
OG0007511	Mcavernosa17009-RA	XP_020632007.1
OG0007512	Mcavernosa17025-RA	XP_020614059.1
OG0007514	Mcavernosa01842-RA	XP_020621643.1, XP_020621644.1
OG0007515	Mcavernosa18965-RA	XP_020603011.1, XP_020603012.1
OG0007516	Mcavernosa20468-RA	XP_020602426.1, XP_020602427.1
OG0007518	Mcavernosa04986-RA	XP_020628833.1
OG0007519	Mcavernosa11334-RA	XP_020629436.1
OG0007520	Mcavernosa01144-RA	XP_020629381.1
OG0007521	Mcavernosa01131-RA	XP_020629666.1, XP_020628546.1
OG0007522	Mcavernosa11336-RA	XP_020629414.1
OG0007523	Mcavernosa25672-RA	XP_020628427.1
OG0007524	Mcavernosa25675-RA	XP_020629472.1
OG0007525	Mcavernosa28659-RA	XP_020630931.1
OG0007527	Mcavernosa21341-RA, Mcavernosa21340-RA	XP_020603305.1
OG0007528	Mcavernosa01426-RA	XP_020609912.1
OG0007529	Mcavernosa21089-RA	XP_020617692.1
OG0007530	Mcavernosa27430-RA	XP_020602652.1
OG0007531	Mcavernosa27432-RA	XP_020602688.1
OG0007532	Mcavernosa08442-RA	XP_020617062.1, XP_020617061.1
OG0007533	Mcavernosa08526-RA	XP_020616473.1, XP_020616472.1
OG0007534	Mcavernosa31684-RA	XP_020622929.1
OG0007535	Mcavernosa08439-RA	XP_020617067.1
OG0007537	Mcavernosa06632-RA	XP_020629965.1
OG0007538	Mcavernosa35131-RA, Mcavernosa06633-RA	XP_020629977.1
OG0007539	Mcavernosa24743-RA	XP_020609130.1, XP_020609129.1
OG0007540	Mcavernosa22756-RA	XP_020621439.1, XP_020621438.1
OG0007541	Mcavernosa22749-RA	XP_020621415.1
OG0007542	Mcavernosa27086-RA	XP_020606623.1
OG0007543	Mcavernosa27087-RA	XP_020606622.1
OG0007545	Mcavernosa22296-RA	XP_020602697.1
OG0007546	Mcavernosa21045-RA	XP_020618431.1
OG0007548	Mcavernosa12835-RA, Mcavernosa12834-RA	XP_020622578.1
OG0007549	Mcavernosa05263-RA	XP_020617010.1, XP_020617025.1
OG0007550	Mcavernosa05248-RA	XP_020616996.1, XP_020617028.1
OG0007551	Mcavernosa05245-RA	XP_020617030.1
OG0007552	Mcavernosa11714-RA	XP_020608686.1
OG0007553	Mcavernosa17304-RA	XP_020620303.1
OG0007554	Mcavernosa30012-RA	XP_020621178.1
OG0007555	Mcavernosa30018-RA	XP_020621175.1
OG0007556	Mcavernosa28507-RA	XP_020609577.1
OG0007558	Mcavernosa19018-RA	XP_020608624.1
OG0007559	Mcavernosa12782-RA	XP_020616062.1
OG0007560	Mcavernosa34851-RA, Mcavernosa23900-RA, Mcavernosa05393-RA, Mcavernosa25854-RA	XP_020621684.1
OG0007561	Mcavernosa00790-RA	XP_020600962.1
OG0007561	Mcavernosa00796-RA	XP_020601555.1
OG0007562	Mcavernosa00109-RA	XP_020605937.1
OG0007563	Mcavernosa30930-RA	XP_020627478.1
OG0007564	Mcavernosa16697-RA	XP_020600861.1
OG0007565	Mcavernosa14059-RA	XP_020614267.1
OG0007566	Mcavernosa29147-RA, Mcavernosa08020-RA	XP_020614672.1
OG0007567	Mcavernosa06116-RA, Mcavernosa29148-RA	XP_020632868.1
OG0007568	Mcavernosa01009-RA	XP_020622448.1, XP_020622269.1
OG0007569	Mcavernosa05806-RA	XP_020608670.1
OG0007570	Mcavernosa05811-RA	XP_020613612.1, XP_020613611.1
OG0007571	Mcavernosa05814-RA	XP_020613635.1, XP_020613634.1
OG0007572	Mcavernosa05647-RA	XP_020628195.1, XP_020628203.1
OG0007573	Mcavernosa05645-RA	XP_020628959.1
OG0007574	Mcavernosa05642-RA	XP_020628969.1
OG0007575	Mcavernosa17316-RA	XP_020603104.1, XP_020603103.1
OG0007576	Mcavernosa06391-RA	XP_020631529.1
OG0007577	Mcavernosa25781-RA	XP_020625718.1
OG0007578	Mcavernosa18917-RA	XP_020625700.1
OG0007579	Mcavernosa02896-RA	XP_020600643.1
OG0007580	Mcavernosa11971-RA	XP_020604747.1
OG0007581	Mcavernosa20117-RA	XP_020608566.1
OG0007582	Mcavernosa20115-RA, Mcavernosa20113-RA	XP_020608611.1
OG0007583	Mcavernosa04838-RA	XP_020616035.1, XP_020616034.1
OG0007584	Mcavernosa14719-RA	XP_020626624.1, XP_020626623.1
OG0007585	Mcavernosa02657-RA	XP_020622805.1
OG0007586	Mcavernosa02658-RA	XP_020622899.1
OG0007587	Mcavernosa32320-RA	XP_020603609.1
OG0007588	Mcavernosa24714-RA	XP_020629471.1
OG0007589	Mcavernosa24698-RA	XP_020629480.1, XP_020629479.1
OG0007590	Mcavernosa24707-RA	XP_020605967.1, XP_020629499.1
OG0007591	Mcavernosa04661-RA	XP_020617129.1, XP_020617133.1
OG0007592	Mcavernosa08013-RA	XP_020630659.1, XP_020630658.1
OG0007593	Mcavernosa08011-RA	XP_020630600.1
OG0007594	Mcavernosa19467-RA	XP_020625799.1
OG0007595	Mcavernosa19460-RA	XP_020625811.1
OG0007596	Mcavernosa09739-RA	XP_020607492.1, XP_020607512.1
OG0007598	Mcavernosa09733-RA	XP_020607458.1, XP_020607457.1
OG0007599	Mcavernosa09730-RA	XP_020607465.1, XP_020607464.1
OG0007600	Mcavernosa19470-RA	XP_020625798.1
OG0007601	Mcavernosa09705-RA	XP_020620451.1, XP_020620452.1
OG0007602	Mcavernosa20947-RA	XP_020620541.1
OG0007603	Mcavernosa09706-RA	XP_020620454.1, XP_020620453.1
OG0007604	Mcavernosa09340-RA	XP_020604306.1
OG0007605	Mcavernosa09695-RA	XP_020620493.1
OG0007606	Mcavernosa23484-RA	XP_020617879.1
OG0007607	Mcavernosa23498-RA	XP_020617862.1
OG0007608	Mcavernosa23499-RA	XP_020617861.1
OG0007609	Mcavernosa23496-RA	XP_020617756.1
