Orthogroup	Mcavernosa.maker.proteins	Acerv_assembly_v1.0.protein
OG0004744	Mcavernosa24605-RA, Mcavernosa24607-RA	Acerv_evm.model.Segkk894_pilon.10
OG0004745	Mcavernosa23334-RA	Acerv_evm.model.Segkk2170_pilon.1, Acerv_evm.model.Segkk894_pilon.13, Acerv_evm.model.Segkk4033_pilon.2
OG0004746	Mcavernosa24609-RA	Acerv_evm.model.Segkk894_pilon.8
OG0004747	Mcavernosa24613-RA	Acerv_evm.model.Segkk894_pilon.2, Acerv_evm.model.Segkk894_pilon.1
OG0004748	Mcavernosa02040-RA	Acerv_evm.model.Segkk895_pilon.10
OG0004749	Mcavernosa02019-RA, Mcavernosa02017-RA, Mcavernosa02018-RA	Acerv_evm.model.Segkk895_pilon.27
OG0004750	Mcavernosa02022-RA, Mcavernosa02023-RA	Acerv_evm.model.Segkk895_pilon.26
OG0004751	Mcavernosa02043-RA	Acerv_evm.model.Segkk895_pilon.7
OG0004752	Mcavernosa11177-RA, Mcavernosa10827-RA	Acerv_evm.model.Segkk896_pilon.9
OG0004753	Mcavernosa17068-RA	Acerv_evm.model.Segkk898_pilon.6
OG0004754	Mcavernosa06281-RA	Acerv_evm.model.Segkk899_pilon.6
OG0004757	Mcavernosa10542-RA	Acerv_evm.model.Segkk2420_pilon.6, Acerv_evm.model.Segkk906_pilon.1
OG0004759	Mcavernosa20733-RA	Acerv_evm.model.Segkk906_pilon.13
OG0004760	Mcavernosa17975-RA	Acerv_evm.model.Segkk911_pilon.5
OG0004761	Mcavernosa15525-RA, Mcavernosa01390-RA	Acerv_evm.model.Segkk915_pilon.2
OG0004762	Mcavernosa26865-RA	Acerv_evm.model.Segkk919_pilon.1
OG0004763	Mcavernosa06552-RA	Acerv_evm.model.Segkk922_pilon.5, Acerv_evm.model.Segkk922_pilon.4
OG0004764	Mcavernosa01200-RA, Mcavernosa01202-RA	Acerv_evm.model.Segkk925_pilon.39
OG0004765	Mcavernosa31526-RA, Mcavernosa29876-RA	Acerv_evm.model.Segkk925_pilon.12
OG0004766	Mcavernosa06470-RA, Mcavernosa06471-RA	Acerv_evm.model.Segkk925_pilon.43
OG0004767	Mcavernosa06473-RA	Acerv_evm.model.Segkk925_pilon.45
OG0004768	Mcavernosa06475-RA	Acerv_evm.model.Segkk925_pilon.47
OG0004769	Mcavernosa01183-RA, Mcavernosa01184-RA	Acerv_evm.model.Segkk925_pilon.23
OG0004770	Mcavernosa08623-RA, Mcavernosa08620-RA	Acerv_evm.model.Segkk929_pilon.1
OG0004771	Mcavernosa21789-RA, Mcavernosa21788-RA	Acerv_evm.model.Segkk936_pilon.2
OG0004772	Mcavernosa15320-RA	Acerv_evm.model.Segkk937_pilon.13, Acerv_evm.model.Segkk937_pilon.14
OG0004773	Mcavernosa15303-RA	Acerv_evm.model.Segkk937_pilon.1
OG0004773	Mcavernosa15305-RA	Acerv_evm.model.Segkk2329_pilon.7
OG0004774	Mcavernosa15315-RA, Mcavernosa34038-RA	Acerv_evm.model.Segkk937_pilon.9
OG0004775	Mcavernosa03116-RA	Acerv_evm.model.Segkk938_pilon.12
OG0004776	Mcavernosa08269-RA	Acerv_evm.model.Segkk939_pilon.3
OG0004777	Mcavernosa01029-RA, Mcavernosa01030-RA	Acerv_evm.model.Segkk940_pilon.8
OG0004778	Mcavernosa04003-RA	Acerv_evm.model.Segkk943_pilon.1, Acerv_evm.model.Segkk4062_pilon.1
OG0004779	Mcavernosa20543-RA	Acerv_evm.model.Segkk944_pilon.1
OG0004780	Mcavernosa25490-RA	Acerv_evm.model.Segkk946_pilon.2
OG0004781	Mcavernosa12402-RA	Acerv_evm.model.Segkk951_pilon.10
OG0004782	Mcavernosa12398-RA	Acerv_evm.model.Segkk951_pilon.13
OG0004785	Mcavernosa09376-RA	Acerv_evm.model.Segkk956_pilon.9
OG0004785	Mcavernosa09378-RA	Acerv_evm.model.Segkk956_pilon.10
OG0004786	Mcavernosa13901-RA, Mcavernosa13903-RA	Acerv_evm.model.Segkk956_pilon.16
OG0004787	Mcavernosa23358-RA	Acerv_evm.model.Segkk962_pilon.13
OG0004788	Mcavernosa30744-RA	Acerv_evm.model.Segkk3994_pilon.1, Acerv_evm.model.Segkk964_pilon.1
OG0004789	Mcavernosa30747-RA, Mcavernosa30745-RA	Acerv_evm.model.Segkk964_pilon.3
OG0004790	Mcavernosa02650-RA	Acerv_evm.model.Segkk968_pilon.46, Acerv_evm.model.Segkk968_pilon.45
OG0004791	Mcavernosa02651-RA	Acerv_evm.model.Segkk968_pilon.47
OG0004792	Mcavernosa17402-RA	Acerv_evm.model.Segkk968_pilon.40
OG0004793	Mcavernosa02644-RA	Acerv_evm.model.Segkk968_pilon.23
OG0004794	Mcavernosa16160-RA	Acerv_evm.model.Segkk4037_pilon.8, Acerv_evm.model.Segkk968_pilon.2
OG0004796	Mcavernosa04621-RA, Mcavernosa19325-RA	Acerv_evm.model.Segkk1279_pilon.22
OG0004796	Mcavernosa27150-RA	Acerv_evm.model.Segkk971_pilon.17
OG0004797	Mcavernosa00294-RA, Mcavernosa33482-RA	Acerv_evm.model.Segkk971_pilon.65
OG0004799	Mcavernosa26512-RA	Acerv_evm.model.Segkk984_pilon.8
OG0004800	Mcavernosa05311-RA	Acerv_evm.model.Segkk985_pilon.3
OG0004802	Mcavernosa19983-RA	Acerv_evm.model.Segkk991_pilon.4
OG0004803	Mcavernosa20390-RA	Acerv_evm.model.Segkk3141_pilon.5, Acerv_evm.model.Segkk998_pilon.4
OG0004807	Mcavernosa27610-RA	Acerv_evm.model.Segkk1011_pilon.36
OG0004808	Mcavernosa08971-RA	Acerv_evm.model.Segkk1011_pilon.5
OG0004809	Mcavernosa18816-RA	Acerv_evm.model.Segkk1011_pilon.46
OG0004811	Mcavernosa12699-RA	Acerv_evm.model.Segkk1024_pilon.7
OG0004812	Mcavernosa18529-RA	Acerv_evm.model.Segkk1026_pilon.2
OG0004813	Mcavernosa03734-RA	Acerv_evm.model.Segkk1031_pilon.2
OG0004814	Mcavernosa03729-RA	Acerv_evm.model.Segkk1031_pilon.7
OG0004815	Mcavernosa20405-RA	Acerv_evm.model.Segkk3581_pilon.1
OG0004816	Mcavernosa18998-RA	Acerv_evm.model.Segkk1044_pilon.4
OG0004817	Mcavernosa31000-RA	Acerv_evm.model.Segkk1046_pilon.19
OG0004818	Mcavernosa14235-RA	Acerv_evm.model.Segkk1046_pilon.12
OG0004821	Mcavernosa08026-RA	Acerv_evm.model.Segkk1047_pilon.9
OG0004822	Mcavernosa22233-RA, Mcavernosa22232-RA	Acerv_evm.model.Segkk1048_pilon.5, Acerv_evm.model.Segkk1048_pilon.4
OG0004823	Mcavernosa21280-RA	Acerv_evm.model.Segkk1048_pilon.12
OG0004824	Mcavernosa02675-RA	Acerv_evm.model.Segkk1048_pilon.26
OG0004825	Mcavernosa02669-RA	Acerv_evm.model.Segkk1048_pilon.28
OG0004826	Mcavernosa23490-RA, Mcavernosa23487-RA, Mcavernosa23489-RA	Acerv_evm.model.Segkk1049_pilon.4
OG0004828	Mcavernosa16911-RA	Acerv_evm.model.Segkk1050_pilon.11, Acerv_evm.model.Segkk1050_pilon.10
OG0004829	Mcavernosa16915-RA	Acerv_evm.model.Segkk1050_pilon.12
OG0004830	Mcavernosa16914-RA	Acerv_evm.model.Segkk1050_pilon.19
OG0004831	Mcavernosa16909-RA	Acerv_evm.model.Segkk1050_pilon.8
OG0004832	Mcavernosa04733-RA	Acerv_evm.model.Segkk1050_pilon.4
OG0004834	Mcavernosa01732-RA	Acerv_evm.model.Segkk2122_pilon.14
OG0004838	Mcavernosa03577-RA, Mcavernosa03575-RA	Acerv_evm.model.Segkk1070_pilon.3
OG0004839	Mcavernosa03574-RA	Acerv_evm.model.Segkk1070_pilon.2
OG0004840	Mcavernosa03569-RA	Acerv_evm.model.Segkk1070_pilon.1
OG0004840	Mcavernosa03570-RA	Acerv_evm.model.Segkk2390_pilon.34
OG0004841	Mcavernosa03750-RA, Mcavernosa03755-RA	Acerv_evm.model.Segkk1070_pilon.19
OG0004842	Mcavernosa03758-RA	Acerv_evm.model.Segkk1070_pilon.15
OG0004843	Mcavernosa09611-RA	Acerv_evm.model.Segkk1071_pilon.2
OG0004844	Mcavernosa09622-RA	Acerv_evm.model.Segkk1071_pilon.10, Acerv_evm.model.Segkk3152_pilon.4
OG0004848	Mcavernosa30971-RA	Acerv_evm.model.Segkk1073_pilon.7
OG0004849	Mcavernosa25732-RA, Mcavernosa25733-RA	Acerv_evm.model.Segkk1075_pilon.9
OG0004850	Mcavernosa22111-RA, Mcavernosa22114-RA	Acerv_evm.model.Segkk1076_pilon.4
OG0004851	Mcavernosa22106-RA	Acerv_evm.model.Segkk1076_pilon.11
OG0004852	Mcavernosa08683-RA, Mcavernosa12576-RA	Acerv_evm.model.Segkk1077_pilon.13
OG0004853	Mcavernosa20412-RA, Mcavernosa20411-RA	Acerv_evm.model.Segkk1077_pilon.7
OG0004854	Mcavernosa25186-RA	Acerv_evm.model.Segkk1078_pilon.17
OG0004855	Mcavernosa30297-RA, Mcavernosa20753-RA	Acerv_evm.model.Segkk1078_pilon.77
OG0004857	Mcavernosa15292-RA	Acerv_evm.model.Segkk1081_pilon.10
OG0004858	Mcavernosa08965-RA	Acerv_evm.model.Segkk1092_pilon.6, Acerv_evm.model.Segkk1092_pilon.7
OG0004859	Mcavernosa08963-RA	Acerv_evm.model.Segkk1092_pilon.4
OG0004860	Mcavernosa23261-RA	Acerv_evm.model.Segkk1093_pilon.4
OG0004861	Mcavernosa28016-RA	Acerv_evm.model.Segkk1102_pilon.3
OG0004862	Mcavernosa00953-RA	Acerv_evm.model.Segkk1310_pilon.5, Acerv_evm.model.Segkk1113_pilon.3
OG0004863	Mcavernosa19878-RA	Acerv_evm.model.Segkk1125_pilon.1
OG0004866	Mcavernosa17110-RA	Acerv_evm.model.Segkk1130_pilon.6
OG0004867	Mcavernosa17109-RA	Acerv_evm.model.Segkk1130_pilon.7
OG0004868	Mcavernosa03538-RA, Mcavernosa30334-RA	Acerv_evm.model.Segkk1140_pilon.15
OG0004869	Mcavernosa18264-RA	Acerv_evm.model.Segkk1140_pilon.20
OG0004871	Mcavernosa12182-RA, Mcavernosa12186-RA	Acerv_evm.model.Segkk1151_pilon.3
OG0004872	Mcavernosa02923-RA, Mcavernosa02919-RA	Acerv_evm.model.Segkk1151_pilon.5
OG0004873	Mcavernosa16436-RA	Acerv_evm.model.Segkk1152_pilon.3
OG0004874	Mcavernosa16438-RA	Acerv_evm.model.Segkk1152_pilon.1
OG0004875	Mcavernosa27982-RA, Mcavernosa27983-RA	Acerv_evm.model.Segkk1158_pilon.29
OG0004877	Mcavernosa21372-RA	Acerv_evm.model.Segkk1165_pilon.5, Acerv_evm.model.Segkk2868_pilon.1
OG0004878	Mcavernosa33548-RA	Acerv_evm.model.Segkk1169_pilon.11
OG0004878	Mcavernosa26430-RA	Acerv_evm.model.Segkk1169_pilon.12
OG0004879	Mcavernosa18400-RA	Acerv_evm.model.Segkk1178_pilon.5, Acerv_evm.model.Segkk3638_pilon.7
OG0004880	Mcavernosa18398-RA, Mcavernosa18392-RA	Acerv_evm.model.Segkk1178_pilon.2
OG0004882	Mcavernosa12962-RA	Acerv_evm.model.Segkk1185_pilon.3
OG0004883	Mcavernosa19334-RA	Acerv_evm.model.Segkk1190_pilon.3
OG0004884	Mcavernosa22856-RA, Mcavernosa33988-RA	Acerv_evm.model.Segkk1194_pilon.7
OG0004885	Mcavernosa23170-RA	Acerv_evm.model.Segkk1197_pilon.3, Acerv_evm.model.Segkk3425_pilon.5, Acerv_evm.model.Segkk4159_pilon.19, Acerv_evm.model.Segkk4308_pilon.25, Acerv_evm.model.Segkk3190_pilon.6, Acerv_evm.model.Segkk2853_pilon.18
OG0004888	Mcavernosa20336-RA	Acerv_evm.model.Segkk1209_pilon.6
OG0004889	Mcavernosa20341-RA	Acerv_evm.model.Segkk1209_pilon.8
OG0004891	Mcavernosa29860-RA	Acerv_evm.model.Segkk1211_pilon.11
OG0004892	Mcavernosa04556-RA	Acerv_evm.model.Segkk2919_pilon.2, Acerv_evm.model.Segkk1215_pilon.3
OG0004893	Mcavernosa27782-RA, Mcavernosa10976-RA	Acerv_evm.model.Segkk1221_pilon.11
OG0004894	Mcavernosa24892-RA	Acerv_evm.model.Segkk1221_pilon.4
OG0004895	Mcavernosa02771-RA	Acerv_evm.model.Segkk1223_pilon.1, Acerv_evm.model.Segkk1229_pilon.7
OG0004896	Mcavernosa08010-RA	Acerv_evm.model.Segkk2237_pilon.9, Acerv_evm.model.Segkk1226_pilon.5
OG0004897	Mcavernosa04631-RA	Acerv_evm.model.Segkk1227_pilon.7
OG0004898	Mcavernosa16354-RA	Acerv_evm.model.Segkk4326_pilon.1, Acerv_evm.model.Segkk1235_pilon.1, Acerv_evm.model.Segkk1235_pilon.2
OG0004899	Mcavernosa12092-RA	Acerv_evm.model.Segkk1241_pilon.8
OG0004900	Mcavernosa09336-RA	Acerv_evm.model.Segkk3832_pilon.7, Acerv_evm.model.Segkk1244_pilon.10
OG0004901	Mcavernosa24464-RA	Acerv_evm.model.Segkk1248_pilon.1
OG0004902	Mcavernosa24468-RA	Acerv_evm.model.Segkk1248_pilon.6
OG0004903	Mcavernosa23872-RA	Acerv_evm.model.Segkk1470_pilon.1, Acerv_evm.model.Segkk1251_pilon.2
OG0004904	Mcavernosa33951-RA	Acerv_evm.model.Segkk1509_pilon.1
OG0004904	Mcavernosa29851-RA	Acerv_evm.model.Segkk1252_pilon.14
OG0004905	Mcavernosa09975-RA	Acerv_evm.model.Segkk1252_pilon.6
OG0004907	Mcavernosa18384-RA	Acerv_evm.model.Segkk1261_pilon.6
OG0004907	Mcavernosa18383-RA	Acerv_evm.model.Segkk1261_pilon.9
OG0004908	Mcavernosa05548-RA	Acerv_evm.model.Segkk1263_pilon.21
OG0004909	Mcavernosa02375-RA	Acerv_evm.model.Segkk1263_pilon.14
OG0004910	Mcavernosa05546-RA	Acerv_evm.model.Segkk1263_pilon.19
OG0004911	Mcavernosa05534-RA	Acerv_evm.model.Segkk1263_pilon.37
OG0004912	Mcavernosa05513-RA	Acerv_evm.model.Segkk1263_pilon.53
OG0004913	Mcavernosa20524-RA, Mcavernosa20513-RA	Acerv_evm.model.Segkk4023_pilon.5
OG0004914	Mcavernosa21355-RA, Mcavernosa21353-RA	Acerv_evm.model.Segkk1274_pilon.1
OG0004915	Mcavernosa28508-RA, Mcavernosa28510-RA	Acerv_evm.model.Segkk1275_pilon.3
OG0004916	Mcavernosa12096-RA	Acerv_evm.model.Segkk2481_pilon.65, Acerv_evm.model.Segkk4338_pilon.15, Acerv_evm.model.Segkk1932_pilon.10, Acerv_evm.model.Segkk1275_pilon.4
OG0004917	Mcavernosa30251-RA, Mcavernosa02811-RA	Acerv_evm.model.Segkk1276_pilon.4
OG0004919	Mcavernosa04829-RA	Acerv_evm.model.Segkk1279_pilon.5
OG0004922	Mcavernosa14689-RA, Mcavernosa14688-RA	Acerv_evm.model.Segkk1282_pilon.6
OG0004923	Mcavernosa06185-RA	Acerv_evm.model.Segkk1285_pilon.2
OG0004926	Mcavernosa08585-RA	Acerv_evm.model.Segkk1290_pilon.3
OG0004926	Mcavernosa08584-RA	Acerv_evm.model.Segkk1290_pilon.4
OG0004928	Mcavernosa31506-RA	Acerv_evm.model.Segkk1295_pilon.4
OG0004929	Mcavernosa03957-RA	Acerv_evm.model.Segkk1299_pilon.7, Acerv_evm.model.Segkk1299_pilon.6
OG0004930	Mcavernosa13590-RA	Acerv_evm.model.Segkk3610_pilon.1
OG0004931	Mcavernosa00378-RA	Acerv_evm.model.Segkk1303_pilon.7, Acerv_evm.model.Segkk4011_pilon.8
OG0004932	Mcavernosa00386-RA	Acerv_evm.model.Segkk1303_pilon.5
OG0004933	Mcavernosa13532-RA	Acerv_evm.model.Segkk1304_pilon.3
OG0004934	Mcavernosa13534-RA	Acerv_evm.model.Segkk1304_pilon.5
OG0004935	Mcavernosa13533-RA	Acerv_evm.model.Segkk1304_pilon.4
OG0004936	Mcavernosa13535-RA	Acerv_evm.model.Segkk1304_pilon.6
OG0004937	Mcavernosa13993-RA	Acerv_evm.model.Segkk1304_pilon.24, Acerv_evm.model.Segkk1304_pilon.27
OG0004939	Mcavernosa10313-RA, Mcavernosa02473-RA, Mcavernosa02471-RA	Acerv_evm.model.Segkk1317_pilon.1
OG0004940	Mcavernosa33670-RA	Acerv_evm.model.Segkk1318_pilon.4
OG0004943	Mcavernosa16926-RA	Acerv_evm.model.Segkk1328_pilon.4
OG0004944	Mcavernosa28709-RA	Acerv_evm.model.Segkk1332_pilon.9
OG0004946	Mcavernosa13863-RA	Acerv_evm.model.Segkk1343_pilon.15
OG0004947	Mcavernosa03026-RA	Acerv_evm.model.Segkk1732_pilon.3, Acerv_evm.model.Segkk1348_pilon.10
OG0004948	Mcavernosa13582-RA	Acerv_evm.model.Segkk2483_pilon.4, Acerv_evm.model.Segkk1349_pilon.1
OG0004949	Mcavernosa26848-RA	Acerv_evm.model.Segkk1368_pilon.3
OG0004950	Mcavernosa01630-RA	Acerv_evm.model.Segkk1371_pilon.1, Acerv_evm.model.Segkk1927_pilon.5
OG0004951	Mcavernosa01625-RA	Acerv_evm.model.Segkk1371_pilon.2, Acerv_evm.model.Segkk1927_pilon.6
OG0004952	Mcavernosa12633-RA	Acerv_evm.model.Segkk1375_pilon.22
OG0004953	Mcavernosa00489-RA, Mcavernosa00488-RA	Acerv_evm.model.Segkk1380_pilon.21
OG0004954	Mcavernosa00478-RA	Acerv_evm.model.Segkk1380_pilon.8
OG0004956	Mcavernosa00603-RA	Acerv_evm.model.Segkk4107_pilon.1, Acerv_evm.model.Segkk1386_pilon.10
OG0004957	Mcavernosa28296-RA	Acerv_evm.model.Segkk1386_pilon.4
OG0004958	Mcavernosa08391-RA	Acerv_evm.model.Segkk1388_pilon.12
OG0004960	Mcavernosa24437-RA	Acerv_evm.model.Segkk1392_pilon.7
OG0004961	Mcavernosa23556-RA	Acerv_evm.model.Segkk1397_pilon.3
OG0004962	Mcavernosa00421-RA	Acerv_evm.model.Segkk1403_pilon.1, Acerv_evm.model.Segkk1546_pilon.10
OG0004963	Mcavernosa00422-RA	Acerv_evm.model.Segkk1403_pilon.2, Acerv_evm.model.Segkk1546_pilon.9
OG0004964	Mcavernosa22735-RA	Acerv_evm.model.Segkk1412_pilon.7
OG0004965	Mcavernosa22732-RA, Mcavernosa22729-RA	Acerv_evm.model.Segkk1412_pilon.14
OG0004966	Mcavernosa09091-RA, Mcavernosa09092-RA	Acerv_evm.model.Segkk1424_pilon.6
OG0004967	Mcavernosa00176-RA	Acerv_evm.model.Segkk1429_pilon.1
OG0004968	Mcavernosa14315-RA	Acerv_evm.model.Segkk1430_pilon.10
OG0004969	Mcavernosa28467-RA	Acerv_evm.model.Segkk1438_pilon.9, Acerv_evm.model.Segkk2013_pilon.7
OG0004970	Mcavernosa28466-RA	Acerv_evm.model.Segkk2013_pilon.5, Acerv_evm.model.Segkk1438_pilon.5
OG0004971	Mcavernosa29862-RA, Mcavernosa32803-RA	Acerv_evm.model.Segkk1438_pilon.18
OG0004972	Mcavernosa26770-RA	Acerv_evm.model.Segkk1440_pilon.11
OG0004973	Mcavernosa21774-RA	Acerv_evm.model.Segkk1440_pilon.2
OG0004974	Mcavernosa26763-RA	Acerv_evm.model.Segkk1440_pilon.15
OG0004975	Mcavernosa21071-RA	Acerv_evm.model.Segkk2087_pilon.3, Acerv_evm.model.Segkk1443_pilon.2
OG0004976	Mcavernosa28517-RA	Acerv_evm.model.Segkk1444_pilon.3, Acerv_evm.model.Segkk3455_pilon.5
OG0004979	Mcavernosa13335-RA, Mcavernosa23511-RA	Acerv_evm.model.Segkk3518_pilon.51, Acerv_evm.model.Segkk3935_pilon.53, Acerv_evm.model.Segkk1456_pilon.3
OG0004979	Mcavernosa11877-RA	Acerv_evm.model.Segkk2195_pilon.27
OG0004980	Mcavernosa18941-RA	Acerv_evm.model.Segkk1465_pilon.2
OG0004981	Mcavernosa02213-RA	Acerv_evm.model.Segkk1466_pilon.10, Acerv_evm.model.Segkk1492_pilon.1
OG0004982	Mcavernosa02209-RA	Acerv_evm.model.Segkk1492_pilon.5, Acerv_evm.model.Segkk1466_pilon.6
OG0004983	Mcavernosa02207-RA	Acerv_evm.model.Segkk1466_pilon.3, Acerv_evm.model.Segkk1492_pilon.7
OG0004984	Mcavernosa08904-RA, Mcavernosa18067-RA	Acerv_evm.model.Segkk1469_pilon.11
OG0004985	Mcavernosa16392-RA, Mcavernosa16396-RA	Acerv_evm.model.Segkk1481_pilon.8
OG0004986	Mcavernosa23519-RA	Acerv_evm.model.Segkk1486_pilon.6
OG0004987	Mcavernosa19834-RA	Acerv_evm.model.Segkk1488_pilon.5
OG0004988	Mcavernosa22661-RA	Acerv_evm.model.Segkk1488_pilon.22
OG0004989	Mcavernosa19827-RA, Mcavernosa19828-RA	Acerv_evm.model.Segkk1488_pilon.1
OG0004990	Mcavernosa04495-RA	Acerv_evm.model.Segkk1489_pilon.3
OG0004991	Mcavernosa04485-RA, Mcavernosa04488-RA	Acerv_evm.model.Segkk1489_pilon.10
OG0004992	Mcavernosa06149-RA	Acerv_evm.model.Segkk2327_pilon.1, Acerv_evm.model.Segkk1494_pilon.1
OG0004993	Mcavernosa02639-RA	Acerv_evm.model.Segkk1495_pilon.1
OG0004995	Mcavernosa20608-RA	Acerv_evm.model.Segkk1500_pilon.5
OG0004996	Mcavernosa10775-RA	Acerv_evm.model.Segkk1500_pilon.1
OG0004997	Mcavernosa31630-RA, Mcavernosa31634-RA	Acerv_evm.model.Segkk1501_pilon.4
OG0004998	Mcavernosa29855-RA	Acerv_evm.model.Segkk1509_pilon.4
OG0004999	Mcavernosa31131-RA	Acerv_evm.model.Segkk1511_pilon.10
OG0005001	Mcavernosa31136-RA	Acerv_evm.model.Segkk1511_pilon.7
OG0005003	Mcavernosa19367-RA	Acerv_evm.model.Segkk1535_pilon.3
OG0005004	Mcavernosa19366-RA	Acerv_evm.model.Segkk1535_pilon.4
OG0005005	Mcavernosa32616-RA	Acerv_evm.model.Segkk1546_pilon.3
OG0005006	Mcavernosa00412-RA, Mcavernosa00415-RA	Acerv_evm.model.Segkk1546_pilon.4
OG0005007	Mcavernosa04863-RA	Acerv_evm.model.Segkk1548_pilon.1
OG0005007	Mcavernosa04862-RA	Acerv_evm.model.Segkk3101_pilon.2
OG0005008	Mcavernosa04866-RA	Acerv_evm.model.Segkk1548_pilon.4
OG0005009	Mcavernosa01453-RA	Acerv_evm.model.Segkk1551_pilon.5
OG0005011	Mcavernosa28527-RA	Acerv_evm.model.Segkk1560_pilon.4
OG0005012	Mcavernosa10410-RA	Acerv_evm.model.Segkk1561_pilon.1
OG0005013	Mcavernosa13635-RA	Acerv_evm.model.Segkk1564_pilon.3, Acerv_evm.model.Segkk1564_pilon.1
OG0005014	Mcavernosa13644-RA	Acerv_evm.model.Segkk1564_pilon.9
OG0005016	Mcavernosa13647-RA	Acerv_evm.model.Segkk1564_pilon.12
OG0005017	Mcavernosa31406-RA	Acerv_evm.model.Segkk1566_pilon.2, Acerv_evm.model.Segkk2490_pilon.2, Acerv_evm.model.Segkk3667_pilon.1
OG0005018	Mcavernosa26451-RA	Acerv_evm.model.Segkk1570_pilon.2
OG0005019	Mcavernosa02265-RA	Acerv_evm.model.Segkk2110_pilon.3, Acerv_evm.model.Segkk1570_pilon.7
OG0005020	Mcavernosa12844-RA	Acerv_evm.model.Segkk1572_pilon.3, Acerv_evm.model.Segkk1572_pilon.9
OG0005022	Mcavernosa30712-RA, Mcavernosa27329-RA, Mcavernosa25719-RA	Acerv_evm.model.Segkk1580_pilon.5
OG0005023	Mcavernosa14145-RA	Acerv_evm.model.Segkk1580_pilon.2
OG0005024	Mcavernosa00828-RA	Acerv_evm.model.Segkk1584_pilon.2
OG0005025	Mcavernosa27234-RA, Mcavernosa06674-RA, Mcavernosa02822-RA	Acerv_evm.model.Segkk1585_pilon.1
OG0005026	Mcavernosa12336-RA	Acerv_evm.model.Segkk1587_pilon.13, Acerv_evm.model.Segkk2511_pilon.1
OG0005028	Mcavernosa15437-RA	Acerv_evm.model.Segkk1588_pilon.3
OG0005029	Mcavernosa01073-RA	Acerv_evm.model.Segkk1591_pilon.3
OG0005030	Mcavernosa01070-RA	Acerv_evm.model.Segkk1591_pilon.2
OG0005031	Mcavernosa01082-RA	Acerv_evm.model.Segkk1591_pilon.11
OG0005032	Mcavernosa17037-RA	Acerv_evm.model.Segkk1593_pilon.2, Acerv_evm.model.Segkk1593_pilon.4
OG0005034	Mcavernosa21389-RA, Mcavernosa32694-RA	Acerv_evm.model.Segkk1596_pilon.3
OG0005035	Mcavernosa33557-RA	Acerv_evm.model.Segkk1596_pilon.7
OG0005035	Mcavernosa25431-RA	Acerv_evm.model.Segkk1596_pilon.6
OG0005036	Mcavernosa24451-RA	Acerv_evm.model.Segkk1597_pilon.6
OG0005037	Mcavernosa17973-RA	Acerv_evm.model.Segkk1600_pilon.20
OG0005038	Mcavernosa03251-RA	Acerv_evm.model.Segkk1602_pilon.3
OG0005039	Mcavernosa11304-RA	Acerv_evm.model.Segkk1603_pilon.2
OG0005040	Mcavernosa16820-RA	Acerv_evm.model.Segkk1605_pilon.5
OG0005041	Mcavernosa24917-RA	Acerv_evm.model.Segkk1613_pilon.1
OG0005043	Mcavernosa09318-RA	Acerv_evm.model.Segkk1629_pilon.2
OG0005044	Mcavernosa15808-RA	Acerv_evm.model.Segkk1632_pilon.2
OG0005045	Mcavernosa15812-RA	Acerv_evm.model.Segkk1632_pilon.1
OG0005047	Mcavernosa15802-RA	Acerv_evm.model.Segkk1632_pilon.10
OG0005049	Mcavernosa07468-RA	Acerv_evm.model.Segkk1641_pilon.13
OG0005050	Mcavernosa07477-RA, Mcavernosa07475-RA	Acerv_evm.model.Segkk1641_pilon.20
OG0005051	Mcavernosa07472-RA	Acerv_evm.model.Segkk1641_pilon.19
OG0005052	Mcavernosa12796-RA	Acerv_evm.model.Segkk1642_pilon.2
OG0005054	Mcavernosa30715-RA	Acerv_evm.model.Segkk1650_pilon.5
OG0005055	Mcavernosa11432-RA	Acerv_evm.model.Segkk1650_pilon.20
OG0005056	Mcavernosa09158-RA	Acerv_evm.model.Segkk3939_pilon.3
OG0005056	Mcavernosa09159-RA	Acerv_evm.model.Segkk1656_pilon.5
OG0005058	Mcavernosa32344-RA, Mcavernosa18459-RA, Mcavernosa34494-RA	Acerv_evm.model.Segkk1657_pilon.7
OG0005059	Mcavernosa22446-RA	Acerv_evm.model.Segkk1661_pilon.2
OG0005061	Mcavernosa11696-RA	Acerv_evm.model.Segkk1672_pilon.4
OG0005062	Mcavernosa14019-RA	Acerv_evm.model.Segkk1675_pilon.12
OG0005063	Mcavernosa14015-RA	Acerv_evm.model.Segkk1675_pilon.11
OG0005064	Mcavernosa05582-RA	Acerv_evm.model.Segkk1676_pilon.4
OG0005065	Mcavernosa16079-RA	Acerv_evm.model.Segkk1680_pilon.22
OG0005067	Mcavernosa11905-RA	Acerv_evm.model.Segkk1680_pilon.9
OG0005068	Mcavernosa00283-RA, Mcavernosa16094-RA	Acerv_evm.model.Segkk1680_pilon.14
OG0005070	Mcavernosa01750-RA	Acerv_evm.model.Segkk1692_pilon.2
OG0005071	Mcavernosa33817-RA, Mcavernosa12238-RA, Mcavernosa21460-RA	Acerv_evm.model.Segkk1692_pilon.4
OG0005072	Mcavernosa12230-RA	Acerv_evm.model.Segkk1692_pilon.10
OG0005073	Mcavernosa08631-RA, Mcavernosa34724-RA, Mcavernosa34725-RA	Acerv_evm.model.Segkk1703_pilon.1
