Orthogroup	Acerv_assembly_v1.0.protein	Mcavernosa.maker.proteins
OG0005023	Acerv_evm.model.Segkk1580_pilon.2	Mcavernosa14145-RA
OG0005024	Acerv_evm.model.Segkk1584_pilon.2	Mcavernosa00828-RA
OG0005025	Acerv_evm.model.Segkk1585_pilon.1	Mcavernosa27234-RA, Mcavernosa06674-RA, Mcavernosa02822-RA
OG0005026	Acerv_evm.model.Segkk1587_pilon.13, Acerv_evm.model.Segkk2511_pilon.1	Mcavernosa12336-RA
OG0005028	Acerv_evm.model.Segkk1588_pilon.3	Mcavernosa15437-RA
OG0005029	Acerv_evm.model.Segkk1591_pilon.3	Mcavernosa01073-RA
OG0005030	Acerv_evm.model.Segkk1591_pilon.2	Mcavernosa01070-RA
OG0005031	Acerv_evm.model.Segkk1591_pilon.11	Mcavernosa01082-RA
OG0005032	Acerv_evm.model.Segkk1593_pilon.2, Acerv_evm.model.Segkk1593_pilon.4	Mcavernosa17037-RA
OG0005034	Acerv_evm.model.Segkk1596_pilon.3	Mcavernosa21389-RA, Mcavernosa32694-RA
OG0005035	Acerv_evm.model.Segkk1596_pilon.7	Mcavernosa33557-RA
OG0005035	Acerv_evm.model.Segkk1596_pilon.6	Mcavernosa25431-RA
OG0005036	Acerv_evm.model.Segkk1597_pilon.6	Mcavernosa24451-RA
OG0005037	Acerv_evm.model.Segkk1600_pilon.20	Mcavernosa17973-RA
OG0005038	Acerv_evm.model.Segkk1602_pilon.3	Mcavernosa03251-RA
OG0005039	Acerv_evm.model.Segkk1603_pilon.2	Mcavernosa11304-RA
OG0005040	Acerv_evm.model.Segkk1605_pilon.5	Mcavernosa16820-RA
OG0005041	Acerv_evm.model.Segkk1613_pilon.1	Mcavernosa24917-RA
OG0005043	Acerv_evm.model.Segkk1629_pilon.2	Mcavernosa09318-RA
OG0005044	Acerv_evm.model.Segkk1632_pilon.2	Mcavernosa15808-RA
OG0005045	Acerv_evm.model.Segkk1632_pilon.1	Mcavernosa15812-RA
OG0005047	Acerv_evm.model.Segkk1632_pilon.10	Mcavernosa15802-RA
OG0005049	Acerv_evm.model.Segkk1641_pilon.13	Mcavernosa07468-RA
OG0005050	Acerv_evm.model.Segkk1641_pilon.20	Mcavernosa07477-RA, Mcavernosa07475-RA
OG0005051	Acerv_evm.model.Segkk1641_pilon.19	Mcavernosa07472-RA
OG0005052	Acerv_evm.model.Segkk1642_pilon.2	Mcavernosa12796-RA
OG0005054	Acerv_evm.model.Segkk1650_pilon.5	Mcavernosa30715-RA
OG0005055	Acerv_evm.model.Segkk1650_pilon.20	Mcavernosa11432-RA
OG0005056	Acerv_evm.model.Segkk3939_pilon.3	Mcavernosa09158-RA
OG0005056	Acerv_evm.model.Segkk1656_pilon.5	Mcavernosa09159-RA
OG0005058	Acerv_evm.model.Segkk1657_pilon.7	Mcavernosa32344-RA, Mcavernosa18459-RA, Mcavernosa34494-RA
OG0005059	Acerv_evm.model.Segkk1661_pilon.2	Mcavernosa22446-RA
OG0005061	Acerv_evm.model.Segkk1672_pilon.4	Mcavernosa11696-RA
OG0005062	Acerv_evm.model.Segkk1675_pilon.12	Mcavernosa14019-RA
OG0005063	Acerv_evm.model.Segkk1675_pilon.11	Mcavernosa14015-RA
OG0005064	Acerv_evm.model.Segkk1676_pilon.4	Mcavernosa05582-RA
OG0005065	Acerv_evm.model.Segkk1680_pilon.22	Mcavernosa16079-RA
OG0005067	Acerv_evm.model.Segkk1680_pilon.9	Mcavernosa11905-RA
OG0005068	Acerv_evm.model.Segkk1680_pilon.14	Mcavernosa00283-RA, Mcavernosa16094-RA
OG0005070	Acerv_evm.model.Segkk1692_pilon.2	Mcavernosa01750-RA
OG0005071	Acerv_evm.model.Segkk1692_pilon.4	Mcavernosa33817-RA, Mcavernosa12238-RA, Mcavernosa21460-RA
OG0005072	Acerv_evm.model.Segkk1692_pilon.10	Mcavernosa12230-RA
OG0005073	Acerv_evm.model.Segkk1703_pilon.1	Mcavernosa08631-RA, Mcavernosa34724-RA, Mcavernosa34725-RA
OG0005074	Acerv_evm.model.Segkk1705_pilon.5	Mcavernosa21877-RA, Mcavernosa34876-RA
OG0005075	Acerv_evm.model.Segkk1707_pilon.18	Mcavernosa23885-RA
OG0005076	Acerv_evm.model.Segkk1707_pilon.14	Mcavernosa23881-RA
OG0005077	Acerv_evm.model.Segkk1707_pilon.26	Mcavernosa08233-RA
OG0005078	Acerv_evm.model.Segkk1707_pilon.1	Mcavernosa04253-RA
OG0005079	Acerv_evm.model.Segkk1727_pilon.25	Mcavernosa20218-RA
OG0005080	Acerv_evm.model.Segkk1727_pilon.10	Mcavernosa00692-RA
OG0005080	Acerv_evm.model.Segkk1727_pilon.11	Mcavernosa00689-RA
OG0005081	Acerv_evm.model.Segkk1732_pilon.45	Mcavernosa21831-RA
OG0005082	Acerv_evm.model.Segkk1732_pilon.10	Mcavernosa29608-RA
OG0005083	Acerv_evm.model.Segkk1732_pilon.11	Mcavernosa13726-RA
OG0005084	Acerv_evm.model.Segkk1733_pilon.4	Mcavernosa04542-RA
OG0005085	Acerv_evm.model.Segkk1749_pilon.16	Mcavernosa04811-RA
OG0005086	Acerv_evm.model.Segkk1749_pilon.8	Mcavernosa22567-RA, Mcavernosa22570-RA
OG0005087	Acerv_evm.model.Segkk1749_pilon.7, Acerv_evm.model.Segkk1749_pilon.6	Mcavernosa22576-RA
OG0005088	Acerv_evm.model.Segkk1755_pilon.2	Mcavernosa19593-RA
OG0005090	Acerv_evm.model.Segkk1771_pilon.13, Acerv_evm.model.Segkk2001_pilon.3	Mcavernosa07156-RA
OG0005091	Acerv_evm.model.Segkk1773_pilon.1	Mcavernosa00795-RA
OG0005092	Acerv_evm.model.Segkk1776_pilon.5	Mcavernosa08159-RA
OG0005093	Acerv_evm.model.Segkk1776_pilon.12	Mcavernosa08181-RA
OG0005094	Acerv_evm.model.Segkk1777_pilon.32	Mcavernosa13444-RA
OG0005095	Acerv_evm.model.Segkk1777_pilon.16	Mcavernosa17153-RA
OG0005096	Acerv_evm.model.Segkk1778_pilon.4	Mcavernosa00928-RA
OG0005098	Acerv_evm.model.Segkk1782_pilon.16	Mcavernosa25663-RA, Mcavernosa25662-RA
OG0005099	Acerv_evm.model.Segkk1786_pilon.18	Mcavernosa17633-RA
OG0005100	Acerv_evm.model.Segkk1796_pilon.12	Mcavernosa10676-RA
OG0005101	Acerv_evm.model.Segkk1797_pilon.4	Mcavernosa16855-RA
OG0005102	Acerv_evm.model.Segkk1797_pilon.8	Mcavernosa33583-RA, Mcavernosa16860-RA
OG0005103	Acerv_evm.model.Segkk1799_pilon.5	Mcavernosa30484-RA
OG0005104	Acerv_evm.model.Segkk1799_pilon.12	Mcavernosa03811-RA
OG0005105	Acerv_evm.model.Segkk1800_pilon.6	Mcavernosa01384-RA, Mcavernosa01386-RA
OG0005106	Acerv_evm.model.Segkk1801_pilon.1	Mcavernosa15902-RA
OG0005107	Acerv_evm.model.Segkk1802_pilon.3	Mcavernosa26255-RA, Mcavernosa26253-RA, Mcavernosa26250-RA
OG0005108	Acerv_evm.model.Segkk1802_pilon.17	Mcavernosa32744-RA, Mcavernosa23758-RA
OG0005109	Acerv_evm.model.Segkk1802_pilon.11	Mcavernosa24584-RA, Mcavernosa24585-RA
OG0005110	Acerv_evm.model.Segkk1819_pilon.12, Acerv_evm.model.Segkk4265_pilon.2	Mcavernosa05455-RA
OG0005111	Acerv_evm.model.Segkk1825_pilon.3	Mcavernosa20383-RA
OG0005112	Acerv_evm.model.Segkk1830_pilon.1, Acerv_evm.model.Segkk3546_pilon.1	Mcavernosa14502-RA
OG0005113	Acerv_evm.model.Segkk3431_pilon.21, Acerv_evm.model.Segkk1835_pilon.10, Acerv_evm.model.Segkk2310_pilon.14	Mcavernosa33597-RA, Mcavernosa08618-RA
OG0005114	Acerv_evm.model.Segkk1839_pilon.2	Mcavernosa20756-RA
OG0005117	Acerv_evm.model.Segkk1982_pilon.10, Acerv_evm.model.Segkk1851_pilon.4	Mcavernosa30683-RA, Mcavernosa11741-RA
OG0005118	Acerv_evm.model.Segkk1858_pilon.2	Mcavernosa05867-RA
OG0005119	Acerv_evm.model.Segkk1861_pilon.11	Mcavernosa33356-RA
OG0005120	Acerv_evm.model.Segkk1861_pilon.16	Mcavernosa27884-RA
OG0005121	Acerv_evm.model.Segkk1862_pilon.7	Mcavernosa24929-RA
OG0005122	Acerv_evm.model.Segkk1863_pilon.16	Mcavernosa01328-RA
OG0005123	Acerv_evm.model.Segkk1863_pilon.26	Mcavernosa01348-RA
OG0005123	Acerv_evm.model.Segkk1981_pilon.1	Mcavernosa01349-RA
OG0005124	Acerv_evm.model.Segkk1863_pilon.22	Mcavernosa01336-RA
OG0005125	Acerv_evm.model.Segkk1865_pilon.7	Mcavernosa05423-RA
OG0005126	Acerv_evm.model.Segkk2391_pilon.1, Acerv_evm.model.Segkk1867_pilon.12	Mcavernosa07660-RA
OG0005127	Acerv_evm.model.Segkk1870_pilon.15	Mcavernosa16958-RA, Mcavernosa16955-RA
OG0005128	Acerv_evm.model.Segkk1871_pilon.8	Mcavernosa29821-RA
OG0005129	Acerv_evm.model.Segkk1871_pilon.12	Mcavernosa23719-RA
OG0005131	Acerv_evm.model.Segkk1877_pilon.14, Acerv_evm.model.Segkk3679_pilon.1	Mcavernosa23028-RA
OG0005132	Acerv_evm.model.Segkk1877_pilon.5	Mcavernosa27382-RA
OG0005132	Acerv_evm.model.Segkk1877_pilon.7	Mcavernosa00514-RA
OG0005133	Acerv_evm.model.Segkk1883_pilon.24	Mcavernosa06127-RA
OG0005134	Acerv_evm.model.Segkk1884_pilon.13	Mcavernosa32087-RA
OG0005135	Acerv_evm.model.Segkk1885_pilon.6	Mcavernosa30358-RA, Mcavernosa20487-RA
OG0005136	Acerv_evm.model.Segkk1885_pilon.4	Mcavernosa08384-RA
OG0005137	Acerv_evm.model.Segkk2437_pilon.2, Acerv_evm.model.Segkk1885_pilon.2	Mcavernosa08382-RA
OG0005138	Acerv_evm.model.Segkk1885_pilon.1, Acerv_evm.model.Segkk4263_pilon.11	Mcavernosa05915-RA
OG0005139	Acerv_evm.model.Segkk4310_pilon.7, Acerv_evm.model.Segkk1887_pilon.5	Mcavernosa13611-RA
OG0005140	Acerv_evm.model.Segkk1892_pilon.3	Mcavernosa20315-RA, Mcavernosa20318-RA, Mcavernosa29726-RA
OG0005141	Acerv_evm.model.Segkk1893_pilon.1	Mcavernosa00506-RA, Mcavernosa00507-RA
OG0005142	Acerv_evm.model.Segkk1899_pilon.4	Mcavernosa28074-RA
OG0005143	Acerv_evm.model.Segkk1899_pilon.13	Mcavernosa28064-RA
OG0005144	Acerv_evm.model.Segkk1907_pilon.2	Mcavernosa24421-RA, Mcavernosa24424-RA
OG0005145	Acerv_evm.model.Segkk1907_pilon.4	Mcavernosa01959-RA
OG0005146	Acerv_evm.model.Segkk1908_pilon.2	Mcavernosa35017-RA, Mcavernosa35015-RA
OG0005147	Acerv_evm.model.Segkk1909_pilon.13	Mcavernosa23501-RA
OG0005148	Acerv_evm.model.Segkk1909_pilon.14	Mcavernosa23502-RA
OG0005149	Acerv_evm.model.Segkk1909_pilon.15	Mcavernosa23503-RA
OG0005150	Acerv_evm.model.Segkk1909_pilon.16	Mcavernosa23504-RA
OG0005151	Acerv_evm.model.Segkk1911_pilon.3	Mcavernosa26614-RA, Mcavernosa04154-RA
OG0005152	Acerv_evm.model.Segkk1916_pilon.1, Acerv_evm.model.Segkk3918_pilon.2	Mcavernosa24404-RA
OG0005153	Acerv_evm.model.Segkk1947_pilon.5	Mcavernosa15136-RA
OG0005154	Acerv_evm.model.Segkk1947_pilon.7	Mcavernosa15139-RA
OG0005155	Acerv_evm.model.Segkk1947_pilon.1, Acerv_evm.model.Segkk1947_pilon.3, Acerv_evm.model.Segkk1947_pilon.2	Mcavernosa15134-RA
OG0005156	Acerv_evm.model.Segkk1949_pilon.2	Mcavernosa03288-RA
OG0005157	Acerv_evm.model.Segkk4039_pilon.11	Mcavernosa19074-RA
OG0005158	Acerv_evm.model.Segkk1960_pilon.3	Mcavernosa08724-RA
OG0005159	Acerv_evm.model.Segkk1964_pilon.1	Mcavernosa11701-RA
OG0005160	Acerv_evm.model.Segkk3491_pilon.1, Acerv_evm.model.Segkk1966_pilon.1	Mcavernosa25660-RA
OG0005161	Acerv_evm.model.Segkk1975_pilon.3	Mcavernosa05498-RA, Mcavernosa05495-RA
OG0005162	Acerv_evm.model.Segkk1975_pilon.4	Mcavernosa05494-RA
OG0005163	Acerv_evm.model.Segkk1976_pilon.21	Mcavernosa14278-RA
OG0005164	Acerv_evm.model.Segkk1976_pilon.11	Mcavernosa18063-RA
OG0005165	Acerv_evm.model.Segkk1979_pilon.6	Mcavernosa14636-RA, Mcavernosa14633-RA
OG0005166	Acerv_evm.model.Segkk1982_pilon.4	Mcavernosa22927-RA
OG0005167	Acerv_evm.model.Segkk1984_pilon.5	Mcavernosa17600-RA
OG0005169	Acerv_evm.model.Segkk1984_pilon.9	Mcavernosa17603-RA
OG0005170	Acerv_evm.model.Segkk1987_pilon.1	Mcavernosa03604-RA, Mcavernosa21617-RA
OG0005171	Acerv_evm.model.Segkk1988_pilon.14	Mcavernosa16323-RA
OG0005172	Acerv_evm.model.Segkk1991_pilon.24	Mcavernosa13751-RA
OG0005173	Acerv_evm.model.Segkk1991_pilon.2	Mcavernosa14567-RA
OG0005175	Acerv_evm.model.Segkk1991_pilon.17	Mcavernosa21812-RA
OG0005176	Acerv_evm.model.Segkk1991_pilon.32, Acerv_evm.model.Segkk1991_pilon.33	Mcavernosa13742-RA
OG0005177	Acerv_evm.model.Segkk1993_pilon.3	Mcavernosa14000-RA, Mcavernosa26304-RA
OG0005178	Acerv_evm.model.Segkk1996_pilon.12	Mcavernosa31395-RA
OG0005179	Acerv_evm.model.Segkk1996_pilon.7	Mcavernosa31394-RA
OG0005180	Acerv_evm.model.Segkk1997_pilon.4	Mcavernosa11054-RA
OG0005182	Acerv_evm.model.Segkk2001_pilon.29	Mcavernosa13769-RA
OG0005184	Acerv_evm.model.Segkk2001_pilon.20	Mcavernosa13785-RA
OG0005185	Acerv_evm.model.Segkk2545_pilon.3, Acerv_evm.model.Segkk2006_pilon.1	Mcavernosa16705-RA
OG0005186	Acerv_evm.model.Segkk2009_pilon.1	Mcavernosa22624-RA
OG0005187	Acerv_evm.model.Segkk2011_pilon.11	Mcavernosa00923-RA
OG0005188	Acerv_evm.model.Segkk2015_pilon.5	Mcavernosa06938-RA
OG0005189	Acerv_evm.model.Segkk2018_pilon.22	Mcavernosa12543-RA
OG0005190	Acerv_evm.model.Segkk2018_pilon.32	Mcavernosa12548-RA
OG0005191	Acerv_evm.model.Segkk2051_pilon.11	Mcavernosa08842-RA
OG0005192	Acerv_evm.model.Segkk2056_pilon.24, Acerv_evm.model.Segkk2481_pilon.55, Acerv_evm.model.Segkk4109_pilon.17	Mcavernosa21058-RA
OG0005193	Acerv_evm.model.Segkk2066_pilon.1, Acerv_evm.model.Segkk3060_pilon.1	Mcavernosa31388-RA
OG0005194	Acerv_evm.model.Segkk2069_pilon.17	Mcavernosa12071-RA
OG0005196	Acerv_evm.model.Segkk2071_pilon.9	Mcavernosa19632-RA
OG0005197	Acerv_evm.model.Segkk2073_pilon.4	Mcavernosa24004-RA
OG0005198	Acerv_evm.model.Segkk2079_pilon.13	Mcavernosa28157-RA
OG0005199	Acerv_evm.model.Segkk2102_pilon.7	Mcavernosa32531-RA
OG0005200	Acerv_evm.model.Segkk2102_pilon.17, Acerv_evm.model.Segkk2102_pilon.16	Mcavernosa00446-RA, Mcavernosa00448-RA
OG0005201	Acerv_evm.model.Segkk2102_pilon.14	Mcavernosa00442-RA
OG0005202	Acerv_evm.model.Segkk2107_pilon.2, Acerv_evm.model.Segkk2107_pilon.1	Mcavernosa24877-RA
OG0005203	Acerv_evm.model.Segkk2107_pilon.6	Mcavernosa18753-RA
OG0005204	Acerv_evm.model.Segkk2109_pilon.41	Mcavernosa03498-RA
OG0005205	Acerv_evm.model.Segkk2112_pilon.39	Mcavernosa04160-RA
OG0005206	Acerv_evm.model.Segkk2112_pilon.34	Mcavernosa04158-RA
OG0005207	Acerv_evm.model.Segkk2113_pilon.6	Mcavernosa11958-RA, Mcavernosa11954-RA
OG0005208	Acerv_evm.model.Segkk2113_pilon.5	Mcavernosa08858-RA
OG0005209	Acerv_evm.model.Segkk2114_pilon.4	Mcavernosa05302-RA
OG0005210	Acerv_evm.model.Segkk2114_pilon.6	Mcavernosa05296-RA
OG0005211	Acerv_evm.model.Segkk2115_pilon.2	Mcavernosa05358-RA
OG0005212	Acerv_evm.model.Segkk3501_pilon.9, Acerv_evm.model.Segkk2117_pilon.18	Mcavernosa16226-RA, Mcavernosa30414-RA, Mcavernosa16223-RA
OG0005213	Acerv_evm.model.Segkk2118_pilon.11	Mcavernosa04984-RA
OG0005214	Acerv_evm.model.Segkk2118_pilon.17	Mcavernosa01143-RA
OG0005215	Acerv_evm.model.Segkk2118_pilon.16	Mcavernosa01142-RA
OG0005216	Acerv_evm.model.Segkk2118_pilon.26	Mcavernosa25677-RA
OG0005218	Acerv_evm.model.Segkk2122_pilon.16, Acerv_evm.model.Segkk2206_pilon.1	Mcavernosa01736-RA
OG0005219	Acerv_evm.model.Segkk2140_pilon.2	Mcavernosa04264-RA
OG0005220	Acerv_evm.model.Segkk2147_pilon.5	Mcavernosa06725-RA
OG0005222	Acerv_evm.model.Segkk2163_pilon.22	Mcavernosa08443-RA
OG0005223	Acerv_evm.model.Segkk2163_pilon.18	Mcavernosa08438-RA
OG0005224	Acerv_evm.model.Segkk3736_pilon.3, Acerv_evm.model.Segkk2278_pilon.5, Acerv_evm.model.Segkk2164_pilon.13	Mcavernosa20795-RA
OG0005226	Acerv_evm.model.Segkk2165_pilon.35	Mcavernosa32799-RA
OG0005227	Acerv_evm.model.Segkk2165_pilon.16	Mcavernosa14211-RA, Mcavernosa06624-RA
OG0005229	Acerv_evm.model.Segkk2182_pilon.2	Mcavernosa27082-RA, Mcavernosa27080-RA
OG0005230	Acerv_evm.model.Segkk2189_pilon.3	Mcavernosa34447-RA
OG0005230	Acerv_evm.model.Segkk2189_pilon.2	Mcavernosa26264-RA
OG0005231	Acerv_evm.model.Segkk2193_pilon.4	Mcavernosa03784-RA, Mcavernosa33229-RA
OG0005232	Acerv_evm.model.Segkk2194_pilon.24	Mcavernosa05259-RA
OG0005233	Acerv_evm.model.Segkk2194_pilon.6	Mcavernosa05237-RA
OG0005235	Acerv_evm.model.Segkk2878_pilon.7, Acerv_evm.model.Segkk2195_pilon.32, Acerv_evm.model.Segkk2578_pilon.49	Mcavernosa28727-RA
OG0005236	Acerv_evm.model.Segkk2198_pilon.15, Acerv_evm.model.Segkk2198_pilon.13	Mcavernosa30010-RA
OG0005237	Acerv_evm.model.Segkk2198_pilon.14	Mcavernosa17287-RA
OG0005238	Acerv_evm.model.Segkk2198_pilon.16	Mcavernosa17289-RA, Mcavernosa17290-RA
OG0005239	Acerv_evm.model.Segkk2199_pilon.15	Mcavernosa35233-RA
OG0005240	Acerv_evm.model.Segkk2201_pilon.41	Mcavernosa19009-RA
OG0005241	Acerv_evm.model.Segkk2201_pilon.32	Mcavernosa13327-RA
OG0005243	Acerv_evm.model.Segkk2217_pilon.3, Acerv_evm.model.Segkk2217_pilon.6	Mcavernosa14058-RA
OG0005245	Acerv_evm.model.Segkk2219_pilon.38	Mcavernosa01006-RA
OG0005246	Acerv_evm.model.Segkk2219_pilon.8	Mcavernosa30164-RA
OG0005248	Acerv_evm.model.Segkk2222_pilon.4	Mcavernosa06395-RA
OG0005249	Acerv_evm.model.Segkk2222_pilon.8	Mcavernosa25780-RA
OG0005251	Acerv_evm.model.Segkk2223_pilon.5	Mcavernosa02908-RA
OG0005252	Acerv_evm.model.Segkk2233_pilon.23	Mcavernosa30076-RA, Mcavernosa30079-RA, Mcavernosa23085-RA
OG0005253	Acerv_evm.model.Segkk2581_pilon.7, Acerv_evm.model.Segkk2233_pilon.35	Mcavernosa26605-RA, Mcavernosa26286-RA, Mcavernosa15965-RA, Mcavernosa25570-RA
OG0005254	Acerv_evm.model.Segkk2240_pilon.16	Mcavernosa19459-RA, Mcavernosa34484-RA
OG0005255	Acerv_evm.model.Segkk2240_pilon.22	Mcavernosa09734-RA
OG0005256	Acerv_evm.model.Segkk2240_pilon.27	Mcavernosa09729-RA
OG0005257	Acerv_evm.model.Segkk2240_pilon.19	Mcavernosa15820-RA, Mcavernosa32987-RA
OG0005258	Acerv_evm.model.Segkk2240_pilon.14	Mcavernosa19462-RA
OG0005259	Acerv_evm.model.Segkk2240_pilon.6	Mcavernosa27494-RA, Mcavernosa27724-RA
OG0005260	Acerv_evm.model.Segkk2242_pilon.6	Mcavernosa18430-RA
OG0005261	Acerv_evm.model.Segkk2243_pilon.2, Acerv_evm.model.Segkk2243_pilon.3	Mcavernosa02776-RA
OG0005262	Acerv_evm.model.Segkk4048_pilon.9, Acerv_evm.model.Segkk2441_pilon.14, Acerv_evm.model.Segkk2245_pilon.1, Acerv_evm.model.Segkk3224_pilon.2	Mcavernosa33083-RA
OG0005263	Acerv_evm.model.Segkk2246_pilon.5	Mcavernosa20942-RA
OG0005265	Acerv_evm.model.Segkk2255_pilon.8	Mcavernosa28483-RA
OG0005266	Acerv_evm.model.Segkk2556_pilon.2, Acerv_evm.model.Segkk2255_pilon.2, Acerv_evm.model.Segkk2255_pilon.1	Mcavernosa13349-RA
OG0005267	Acerv_evm.model.Segkk2261_pilon.12	Mcavernosa14360-RA, Mcavernosa14364-RA, Mcavernosa14369-RA
OG0005268	Acerv_evm.model.Segkk2264_pilon.39	Mcavernosa02350-RA
OG0005269	Acerv_evm.model.Segkk2279_pilon.3	Mcavernosa22210-RA, Mcavernosa22209-RA, Mcavernosa22208-RA
OG0005270	Acerv_evm.model.Segkk2283_pilon.2, Acerv_evm.model.Segkk3417_pilon.35	Mcavernosa05344-RA
OG0005271	Acerv_evm.model.Segkk2286_pilon.2	Mcavernosa19546-RA, Mcavernosa19545-RA
OG0005272	Acerv_evm.model.Segkk2288_pilon.4	Mcavernosa19665-RA, Mcavernosa19668-RA
OG0005273	Acerv_evm.model.Segkk2289_pilon.1, Acerv_evm.model.Segkk3062_pilon.2, Acerv_evm.model.Segkk3233_pilon.53	Mcavernosa23276-RA
OG0005274	Acerv_evm.model.Segkk2292_pilon.6	Mcavernosa20355-RA
OG0005275	Acerv_evm.model.Segkk2292_pilon.9	Mcavernosa20359-RA
OG0005276	Acerv_evm.model.Segkk2292_pilon.14	Mcavernosa23394-RA, Mcavernosa15473-RA
OG0005278	Acerv_evm.model.Segkk2300_pilon.21	Mcavernosa05078-RA
OG0005280	Acerv_evm.model.Segkk2303_pilon.10	Mcavernosa00890-RA
OG0005281	Acerv_evm.model.Segkk2306_pilon.33	Mcavernosa00686-RA, Mcavernosa00684-RA
OG0005282	Acerv_evm.model.Segkk2307_pilon.8	Mcavernosa26343-RA, Mcavernosa26345-RA
OG0005283	Acerv_evm.model.Segkk2307_pilon.13	Mcavernosa31918-RA, Mcavernosa31917-RA
OG0005284	Acerv_evm.model.Segkk2307_pilon.15, Acerv_evm.model.Segkk2307_pilon.16	Mcavernosa31923-RA, Mcavernosa31924-RA
OG0005285	Acerv_evm.model.Segkk2311_pilon.6	Mcavernosa16836-RA
OG0005287	Acerv_evm.model.Segkk2322_pilon.31	Mcavernosa08827-RA
OG0005287	Acerv_evm.model.Segkk2322_pilon.32	Mcavernosa08830-RA
OG0005288	Acerv_evm.model.Segkk2322_pilon.9	Mcavernosa30441-RA, Mcavernosa19081-RA, Mcavernosa33385-RA, Mcavernosa27530-RA, Mcavernosa35041-RA
OG0005289	Acerv_evm.model.Segkk2322_pilon.25	Mcavernosa16061-RA
OG0005290	Acerv_evm.model.Segkk2322_pilon.15	Mcavernosa16053-RA
OG0005291	Acerv_evm.model.Segkk2325_pilon.16	Mcavernosa11927-RA
OG0005292	Acerv_evm.model.Segkk4255_pilon.21, Acerv_evm.model.Segkk3257_pilon.4, Acerv_evm.model.Segkk2325_pilon.7	Mcavernosa06198-RA
OG0005293	Acerv_evm.model.Segkk2335_pilon.31	Mcavernosa15286-RA
OG0005293	Acerv_evm.model.Segkk2335_pilon.30	Mcavernosa15285-RA
OG0005294	Acerv_evm.model.Segkk2339_pilon.3	Mcavernosa21189-RA, Mcavernosa21188-RA
OG0005296	Acerv_evm.model.Segkk2343_pilon.5	Mcavernosa14496-RA, Mcavernosa14495-RA
OG0005297	Acerv_evm.model.Segkk2343_pilon.4	Mcavernosa22622-RA
OG0005298	Acerv_evm.model.Segkk2343_pilon.3	Mcavernosa14500-RA
OG0005299	Acerv_evm.model.Segkk2343_pilon.11	Mcavernosa22619-RA
OG0005299	Acerv_evm.model.Segkk2427_pilon.2	Mcavernosa22617-RA
OG0005300	Acerv_evm.model.Segkk2349_pilon.3	Mcavernosa16522-RA
OG0005301	Acerv_evm.model.Segkk2349_pilon.4	Mcavernosa16539-RA
OG0005301	Acerv_evm.model.Segkk2817_pilon.2	Mcavernosa16533-RA
OG0005302	Acerv_evm.model.Segkk2358_pilon.4	Mcavernosa24817-RA, Mcavernosa24811-RA
OG0005303	Acerv_evm.model.Segkk2362_pilon.2	Mcavernosa05930-RA
OG0005305	Acerv_evm.model.Segkk4043_pilon.19, Acerv_evm.model.Segkk2366_pilon.1	Mcavernosa25603-RA
OG0005306	Acerv_evm.model.Segkk2375_pilon.12	Mcavernosa28376-RA
OG0005307	Acerv_evm.model.Segkk2375_pilon.19	Mcavernosa28368-RA
OG0005308	Acerv_evm.model.Segkk2375_pilon.4	Mcavernosa28391-RA
OG0005309	Acerv_evm.model.Segkk2380_pilon.3, Acerv_evm.model.Segkk3250_pilon.5, Acerv_evm.model.Segkk4060_pilon.1	Mcavernosa34253-RA
OG0005310	Acerv_evm.model.Segkk2671_pilon.3, Acerv_evm.model.Segkk2384_pilon.3	Mcavernosa12098-RA
OG0005311	Acerv_evm.model.Segkk2386_pilon.12	Mcavernosa19486-RA
OG0005312	Acerv_evm.model.Segkk2390_pilon.19	Mcavernosa13922-RA
OG0005313	Acerv_evm.model.Segkk2390_pilon.14	Mcavernosa03554-RA
OG0005314	Acerv_evm.model.Segkk2390_pilon.26	Mcavernosa35164-RA, Mcavernosa03563-RA
OG0005315	Acerv_evm.model.Segkk2401_pilon.5	Mcavernosa22291-RA, Mcavernosa01884-RA
OG0005316	Acerv_evm.model.Segkk2410_pilon.17	Mcavernosa12376-RA
OG0005317	Acerv_evm.model.Segkk2410_pilon.14	Mcavernosa17549-RA
OG0005319	Acerv_evm.model.Segkk2425_pilon.4	Mcavernosa16788-RA
OG0005320	Acerv_evm.model.Segkk2431_pilon.3	Mcavernosa19536-RA
OG0005321	Acerv_evm.model.Segkk2433_pilon.13	Mcavernosa01725-RA
OG0005323	Acerv_evm.model.Segkk2433_pilon.21	Mcavernosa04401-RA
OG0005324	Acerv_evm.model.Segkk2433_pilon.22	Mcavernosa04400-RA
OG0005325	Acerv_evm.model.Segkk2433_pilon.18	Mcavernosa04402-RA
OG0005326	Acerv_evm.model.Segkk2433_pilon.37, Acerv_evm.model.Segkk4153_pilon.7	Mcavernosa01899-RA
OG0005327	Acerv_evm.model.Segkk2445_pilon.15	Mcavernosa17225-RA
OG0005328	Acerv_evm.model.Segkk3320_pilon.21, Acerv_evm.model.Segkk2452_pilon.1, Acerv_evm.model.Segkk3320_pilon.22	Mcavernosa01691-RA
OG0005329	Acerv_evm.model.Segkk2459_pilon.4	Mcavernosa00287-RA
OG0005331	Acerv_evm.model.Segkk2462_pilon.18	Mcavernosa05294-RA
