"","gene_id","scaffold","gene.start","gene.stop","length","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Treatment_Compare"
"1277","Mcavernosa30729","Sc0000086",51688,60721,9033,"GO:0004635",0.00344892307337557,1,1,1,"phosphoribosyl-AMP cyclohydrolase activity","MF","CvsT1"
"1278","Mcavernosa30729","Sc0000086",51688,60721,9033,"GO:0004635",0.00344892307337557,1,1,1,"phosphoribosyl-AMP cyclohydrolase activity","MF","CvsT3"
"1283","Mcavernosa30729","Sc0000086",51688,60721,9033,"GO:0004399",0.00344892307337557,1,1,1,"histidinol dehydrogenase activity","MF","CvsT1"
"1284","Mcavernosa30729","Sc0000086",51688,60721,9033,"GO:0004399",0.00344892307337557,1,1,1,"histidinol dehydrogenase activity","MF","CvsT3"
"1295","Mcavernosa30960","Sc0000089",360982,361408,426,"GO:0051920",0.0242976782160325,0.99976535025577,1,5,"peroxiredoxin activity","MF","CvsT4"
"1296","Mcavernosa30960","Sc0000089",360982,361408,426,"GO:0051920",0.0242976782160325,0.99976535025577,1,5,"peroxiredoxin activity","MF","CvsT3"
"1315","Mcavernosa31205","Sc0000093",163952,169391,5439,"GO:0031683",0.0428436947539198,0.999184161915961,1,9,"G-protein beta/gamma-subunit complex binding","MF",NA
"1316","Mcavernosa31205","Sc0000093",163952,169391,5439,"GO:0019001",0.0428436947539198,0.999184161915961,1,9,"guanyl nucleotide binding","MF",NA
"1317","Mcavernosa31206","Sc0000093",176415,180381,3966,"GO:0019001",0.0428436947539198,0.999184161915961,1,9,"guanyl nucleotide binding","MF",NA
"1318","Mcavernosa31206","Sc0000093",176415,180381,3966,"GO:0031683",0.0428436947539198,0.999184161915961,1,9,"G-protein beta/gamma-subunit complex binding","MF",NA
"1319","Mcavernosa31207","Sc0000093",189780,196877,7097,"GO:0019001",0.0428436947539198,0.999184161915961,1,9,"guanyl nucleotide binding","MF",NA
"1320","Mcavernosa31207","Sc0000093",189780,196877,7097,"GO:0031683",0.0428436947539198,0.999184161915961,1,9,"G-protein beta/gamma-subunit complex binding","MF",NA
"1353","Mcavernosa31950","Sc0000274",143251,147990,4739,"GO:0008137",0.0408253794783819,0.999271220090235,1,8,"NADH dehydrogenase (ubiquinone) activity","MF",NA
"1358","Mcavernosa32138","Sc0000281",175619,194699,19080,"GO:0016849",0.028737996393536,0.999634927480844,1,9,"phosphorus-oxygen lyase activity","MF",NA
"1361","Mcavernosa32138","Sc0000281",175619,194699,19080,"GO:0004383",0.021014032896548,0.999812282293317,1,7,"guanylate cyclase activity","MF",NA
"1364","Mcavernosa32140","Sc0000281",205083,219310,14227,"GO:0016849",0.028737996393536,0.999634927480844,1,9,"phosphorus-oxygen lyase activity","MF",NA
"1365","Mcavernosa32140","Sc0000281",205083,219310,14227,"GO:0004383",0.021014032896548,0.999812282293317,1,7,"guanylate cyclase activity","MF",NA
"1377","Mcavernosa32303","Sc0000286",322295,327125,4830,"GO:0008137",0.0408253794783819,0.999271220090235,1,8,"NADH dehydrogenase (ubiquinone) activity","MF",NA
