"","prot","Predict","GO_term"
"20713","Mcavernosa14523-RA","Gene3D","GO:0003676"
"20714","Mcavernosa14523-RA","SMART","GO:0003676"
"20715","Mcavernosa14523-RA","SUPERFAMILY","GO:0003676"
"20716","Mcavernosa26201-RA","PIRSF","GO:0000245,GO:0000387,GO:0005681"
"20717","Mcavernosa26201-RA","PIRSF","GO:0000245,GO:0000387,GO:0005681"
"20718","Mcavernosa08747-RA","Pfam","GO:0016021"
"20719","Mcavernosa08747-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"20720","Mcavernosa08747-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"20721","Mcavernosa08747-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"20722","Mcavernosa08747-RA","ProSiteProfiles","GO:0016021"
"20723","Mcavernosa08563-RA","SUPERFAMILY","GO:0005515"
"20724","Mcavernosa08563-RA","TIGRFAM","GO:0016020,GO:0055085"
"20725","Mcavernosa08563-RA","Pfam","GO:0005515"
"20726","Mcavernosa08563-RA","ProSiteProfiles","GO:0005515"
"20727","Mcavernosa08563-RA","Pfam","GO:0016020,GO:0055085"
"20728","Mcavernosa29622-RA","Pfam","GO:0042626"
"20729","Mcavernosa29622-RA","Pfam","GO:0005524"
"20730","Mcavernosa07826-RA","Pfam","GO:0003712,GO:0006357,GO:0016592"
"20731","Mcavernosa11765-RA","SMART","GO:0006355,GO:0008270,GO:0043565"
"20732","Mcavernosa11765-RA","ProSiteProfiles","GO:0006355,GO:0008270,GO:0043565"
"20733","Mcavernosa11765-RA","Pfam","GO:0006355,GO:0008270,GO:0043565"
"20734","Mcavernosa11765-RA","Gene3D","GO:0006355,GO:0008270"
"20735","Mcavernosa22114-RA","Pfam","GO:0006629"
"20736","Mcavernosa17868-RA","ProSiteProfiles","GO:0005515"
"20737","Mcavernosa17868-RA","SMART","GO:0005515"
"20738","Mcavernosa17868-RA","SMART","GO:0005515"
"20739","Mcavernosa17868-RA","SMART","GO:0005515"
"20740","Mcavernosa17868-RA","SMART","GO:0005515"
"20741","Mcavernosa17868-RA","SMART","GO:0005515"
"20742","Mcavernosa17868-RA","SMART","GO:0005515"
"20743","Mcavernosa17868-RA","SMART","GO:0005515"
"20744","Mcavernosa17868-RA","Gene3D","GO:0005515"
"20745","Mcavernosa17868-RA","ProSiteProfiles","GO:0005515"
"20746","Mcavernosa17868-RA","Gene3D","GO:0005515"
"20747","Mcavernosa17868-RA","SUPERFAMILY","GO:0005515"
"20748","Mcavernosa17868-RA","Pfam","GO:0005515"
"20749","Mcavernosa09132-RA","Pfam","GO:0006811,GO:0015075,GO:0016020,GO:0055085"
"20750","Mcavernosa09132-RA","Pfam","GO:0006811,GO:0015075,GO:0016020,GO:0055085"
"20751","Mcavernosa11942-RA","ProSiteProfiles","GO:0016020"
"20752","Mcavernosa11942-RA","SMART","GO:0016020"
"20753","Mcavernosa11942-RA","CDD","GO:0016020"
"20754","Mcavernosa11942-RA","Pfam","GO:0016020"
"20755","Mcavernosa01249-RA","Gene3D","GO:0008237"
"20756","Mcavernosa16833-RA","SUPERFAMILY","GO:0006801,GO:0046872"
"20757","Mcavernosa16833-RA","Gene3D","GO:0006801,GO:0046872"
"20758","Mcavernosa16833-RA","ProSitePatterns","GO:0004784,GO:0055114"
"20759","Mcavernosa16833-RA","Pfam","GO:0006801,GO:0046872"
"20760","Mcavernosa16833-RA","PRINTS","GO:0006801,GO:0046872"
"20761","Mcavernosa16833-RA","PRINTS","GO:0006801,GO:0046872"
"20762","Mcavernosa16833-RA","PRINTS","GO:0006801,GO:0046872"
"20763","Mcavernosa08339-RA","Pfam","GO:0016021"
"20764","Mcavernosa08339-RA","ProSitePatterns","GO:0004930,GO:0007186,GO:0016021"
"20765","Mcavernosa08339-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"20766","Mcavernosa08339-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"20767","Mcavernosa08339-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"20768","Mcavernosa08339-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"20769","Mcavernosa08339-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"20770","Mcavernosa08339-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"20771","Mcavernosa08339-RA","ProSiteProfiles","GO:0016021"
"20772","Mcavernosa08339-RA","PRINTS","GO:0007186,GO:0016021,GO:0016500"
"20773","Mcavernosa08339-RA","PRINTS","GO:0007186,GO:0016021,GO:0016500"
"20774","Mcavernosa08339-RA","PRINTS","GO:0007186,GO:0016021,GO:0016500"
"20775","Mcavernosa08339-RA","PRINTS","GO:0007186,GO:0016021,GO:0016500"
"20776","Mcavernosa08339-RA","PRINTS","GO:0007186,GO:0016021,GO:0016500"
"20777","Mcavernosa08339-RA","PRINTS","GO:0007186,GO:0016021,GO:0016500"
"20778","Mcavernosa08339-RA","PRINTS","GO:0007186,GO:0016021,GO:0016500"
"20779","Mcavernosa08339-RA","PRINTS","GO:0007186,GO:0016021,GO:0016500"
"20780","Mcavernosa32623-RA","SUPERFAMILY","GO:0005524,GO:0016021"
"20781","Mcavernosa04014-RA","SMART","GO:0005515"
"20782","Mcavernosa04014-RA","SMART","GO:0005515"
"20783","Mcavernosa04014-RA","Pfam","GO:0005515"
"20784","Mcavernosa04014-RA","Pfam","GO:0005515"
"20785","Mcavernosa04014-RA","ProSiteProfiles","GO:0005515"
"20786","Mcavernosa04014-RA","ProSiteProfiles","GO:0005515"
"20787","Mcavernosa21561-RA","SUPERFAMILY","GO:0005515"
"20788","Mcavernosa21561-RA","ProSiteProfiles","GO:0005515"
"20789","Mcavernosa21561-RA","CDD","GO:0005515"
"20790","Mcavernosa21561-RA","CDD","GO:0005515"
"20791","Mcavernosa21561-RA","ProSiteProfiles","GO:0005515"
"20792","Mcavernosa21561-RA","CDD","GO:0005515"
"20793","Mcavernosa21561-RA","SUPERFAMILY","GO:0005515"
"20794","Mcavernosa21561-RA","SMART","GO:0005515"
"20795","Mcavernosa21561-RA","SMART","GO:0005515"
"20796","Mcavernosa21561-RA","Pfam","GO:0005515"
"20797","Mcavernosa21561-RA","Pfam","GO:0005515"
"20798","Mcavernosa04219-RA","ProSitePatterns","GO:0016705,GO:0055114"
"20799","Mcavernosa04219-RA","Pfam","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"20800","Mcavernosa04219-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"20801","Mcavernosa04219-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"20802","Mcavernosa04219-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"20803","Mcavernosa04219-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"20804","Mcavernosa04219-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"20805","Mcavernosa04219-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"20806","Mcavernosa04219-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"20807","Mcavernosa04219-RA","SUPERFAMILY","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"20808","Mcavernosa04219-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"20809","Mcavernosa04219-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"20810","Mcavernosa04219-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"20811","Mcavernosa04219-RA","PRINTS","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"20812","Mcavernosa04219-RA","Gene3D","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"20813","Mcavernosa04634-RA","Gene3D","GO:0000166"
"20814","Mcavernosa04634-RA","SUPERFAMILY","GO:0000166"
"20815","Mcavernosa04634-RA","Gene3D","GO:0000166"
"20816","Mcavernosa05217-RA","ProSiteProfiles","GO:0005515"
"20817","Mcavernosa05217-RA","Pfam","GO:0005515"
"20818","Mcavernosa05514-RA","SUPERFAMILY","GO:0005515"
"20819","Mcavernosa05514-RA","ProSiteProfiles","GO:0005515"
"20820","Mcavernosa05514-RA","ProSiteProfiles","GO:0005515"
"20821","Mcavernosa05514-RA","ProSiteProfiles","GO:0005515"
"20822","Mcavernosa05514-RA","Gene3D","GO:0005515"
"20823","Mcavernosa05514-RA","Gene3D","GO:0005515"
"20824","Mcavernosa05514-RA","SMART","GO:0005515"
"20825","Mcavernosa05514-RA","SMART","GO:0005515"
"20826","Mcavernosa05514-RA","SMART","GO:0005515"
"20827","Mcavernosa05514-RA","SMART","GO:0005515"
"20828","Mcavernosa05514-RA","SMART","GO:0005515"
"20829","Mcavernosa05514-RA","SUPERFAMILY","GO:0005515"
"20830","Mcavernosa05514-RA","ProSiteProfiles","GO:0005515"
"20831","Mcavernosa05514-RA","ProSiteProfiles","GO:0005515"
"20832","Mcavernosa05514-RA","ProSiteProfiles","GO:0005515"
"20833","Mcavernosa05514-RA","ProSiteProfiles","GO:0005515"
"20834","Mcavernosa24279-RA","ProSitePatterns","GO:0016491"
"20835","Mcavernosa24279-RA","Pfam","GO:0016491"
"20836","Mcavernosa24279-RA","PRINTS","GO:0016491"
"20837","Mcavernosa24279-RA","PRINTS","GO:0016491"
"20838","Mcavernosa24279-RA","PRINTS","GO:0016491"
"20839","Mcavernosa24279-RA","PRINTS","GO:0016491"
"20840","Mcavernosa03688-RA","Pfam","GO:0015986,GO:0046933"
"20841","Mcavernosa03688-RA","Pfam","GO:0015986,GO:0046933"
"20842","Mcavernosa03688-RA","ProSitePatterns","GO:0015986,GO:0016020,GO:0046933"
"20843","Mcavernosa31809-RA","Pfam","GO:0051087"
"20844","Mcavernosa31809-RA","SMART","GO:0051087"
"20845","Mcavernosa31809-RA","ProSiteProfiles","GO:0051087"
"20846","Mcavernosa31809-RA","Gene3D","GO:0051087"
"20847","Mcavernosa31809-RA","SUPERFAMILY","GO:0051087"
"20848","Mcavernosa33609-RA","Pfam","GO:0005436,GO:0016020,GO:0044341"
"20849","Mcavernosa01031-RA","Pfam","GO:0045145"
"20850","Mcavernosa01031-RA","Pfam","GO:0045145"
"20851","Mcavernosa01031-RA","Pfam","GO:0045145"
"20852","Mcavernosa29868-RA","Pfam","GO:0004672,GO:0006468"
"20853","Mcavernosa29868-RA","Pfam","GO:0004672,GO:0006468"
"20854","Mcavernosa29868-RA","SUPERFAMILY","GO:0005515"
"20855","Mcavernosa29868-RA","ProSiteProfiles","GO:0004672,GO:0005524,GO:0006468"
"20856","Mcavernosa29868-RA","ProSiteProfiles","GO:0005515"
"20857","Mcavernosa29868-RA","Pfam","GO:0005515"
"20858","Mcavernosa29868-RA","CDD","GO:0005515"
"20859","Mcavernosa29868-RA","SMART","GO:0005515"
"20860","Mcavernosa29868-RA","SMART","GO:0004713,GO:0006468"
"20861","Mcavernosa34776-RA","SUPERFAMILY","GO:0003677,GO:0006355"
"20862","Mcavernosa34776-RA","Pfam","GO:0003677,GO:0006355"
"20863","Mcavernosa24113-RA","Pfam","GO:0003676"
"20864","Mcavernosa24113-RA","ProSiteProfiles","GO:0003676"
"20865","Mcavernosa24113-RA","SMART","GO:0003676"
"20866","Mcavernosa10219-RA","Gene3D","GO:0005515"
"20867","Mcavernosa10219-RA","Gene3D","GO:0005515"
"20868","Mcavernosa02744-RA","Pfam","GO:0004252,GO:0006508"
"20869","Mcavernosa02744-RA","ProSiteProfiles","GO:0004252,GO:0006508"
"20870","Mcavernosa02744-RA","CDD","GO:0004252,GO:0006508"
"20871","Mcavernosa02744-RA","SMART","GO:0004252,GO:0006508"
"20872","Mcavernosa07502-RA","SUPERFAMILY","GO:0005515"
"20873","Mcavernosa07502-RA","Gene3D","GO:0005515"
"20874","Mcavernosa32834-RA","SUPERFAMILY","GO:0005509,GO:0005544"
"20875","Mcavernosa32834-RA","Gene3D","GO:0005509,GO:0005544"
"20876","Mcavernosa32834-RA","SMART","GO:0005509,GO:0005544"
"20877","Mcavernosa32834-RA","ProSiteProfiles","GO:0005509,GO:0005544"
"20878","Mcavernosa32834-RA","Gene3D","GO:0005509,GO:0005544"
"20879","Mcavernosa32834-RA","ProSiteProfiles","GO:0005509,GO:0005544"
"20880","Mcavernosa32834-RA","PRINTS","GO:0005509,GO:0005544"
"20881","Mcavernosa32834-RA","PRINTS","GO:0005509,GO:0005544"
"20882","Mcavernosa32834-RA","PRINTS","GO:0005509,GO:0005544"
"20883","Mcavernosa32834-RA","Pfam","GO:0005509,GO:0005544"
"20884","Mcavernosa32834-RA","Pfam","GO:0005509,GO:0005544"
"20885","Mcavernosa32834-RA","Pfam","GO:0005509,GO:0005544"
"20886","Mcavernosa32834-RA","ProSitePatterns","GO:0005509,GO:0005544"
"20887","Mcavernosa32834-RA","SUPERFAMILY","GO:0005509,GO:0005544"
"20888","Mcavernosa32834-RA","Gene3D","GO:0005509,GO:0005544"
"20889","Mcavernosa32834-RA","ProSiteProfiles","GO:0005509,GO:0005544"
"20890","Mcavernosa32637-RA","ProSiteProfiles","GO:0005515"
"20891","Mcavernosa32637-RA","Pfam","GO:0005515"
"20892","Mcavernosa32637-RA","SMART","GO:0005515"
"20893","Mcavernosa15093-RA","Gene3D","GO:0005515"
"20894","Mcavernosa15093-RA","ProSiteProfiles","GO:0005515"
"20895","Mcavernosa15093-RA","ProSiteProfiles","GO:0005515"
"20896","Mcavernosa15093-RA","Pfam","GO:0005515"
"20897","Mcavernosa15093-RA","ProSiteProfiles","GO:0005515"
"20898","Mcavernosa15093-RA","Gene3D","GO:0005515"
"20899","Mcavernosa15093-RA","SMART","GO:0005515"
"20900","Mcavernosa15093-RA","SMART","GO:0005515"
"20901","Mcavernosa15093-RA","SMART","GO:0005515"
"20902","Mcavernosa15093-RA","SMART","GO:0005515"
"20903","Mcavernosa15093-RA","SUPERFAMILY","GO:0005515"
"20904","Mcavernosa14994-RA","CDD","GO:0000811,GO:0006260"
"20905","Mcavernosa23836-RA","ProSitePatterns","GO:0005524"
"20906","Mcavernosa23836-RA","ProSiteProfiles","GO:0004672,GO:0005524,GO:0006468"
"20907","Mcavernosa23836-RA","Pfam","GO:0004672,GO:0005524,GO:0006468"
"20908","Mcavernosa23836-RA","ProSitePatterns","GO:0004672,GO:0006468"
"20909","Mcavernosa23836-RA","SMART","GO:0004672,GO:0005524,GO:0006468"
"20910","Mcavernosa15875-RA","Pfam","GO:0004061,GO:0019441"
"20911","Mcavernosa15875-RA","Pfam","GO:0004061,GO:0019441"
"20912","Mcavernosa15875-RA","SUPERFAMILY","GO:0004061,GO:0019441"
"20913","Mcavernosa15875-RA","Gene3D","GO:0004061,GO:0019441"
"20914","Mcavernosa15875-RA","Gene3D","GO:0004061,GO:0019441"
"20915","Mcavernosa15875-RA","SUPERFAMILY","GO:0004061,GO:0019441"
"20916","Mcavernosa20077-RA","Pfam","GO:0004930,GO:0007186,GO:0016021"
"20917","Mcavernosa07786-RA","SUPERFAMILY","GO:0006904,GO:0016192"
"20918","Mcavernosa07786-RA","Pfam","GO:0006904,GO:0016192"
"20919","Mcavernosa07786-RA","Pfam","GO:0006904,GO:0016192"
"20920","Mcavernosa07786-RA","PIRSF","GO:0006904,GO:0016192"
"20921","Mcavernosa07786-RA","PIRSF","GO:0006904,GO:0016192"
"20922","Mcavernosa07786-RA","PIRSF","GO:0006904,GO:0016192"
"20923","Mcavernosa04272-RA","PRINTS","GO:0004252,GO:0006508"
"20924","Mcavernosa04272-RA","PRINTS","GO:0004252,GO:0006508"
"20925","Mcavernosa04272-RA","PRINTS","GO:0004252,GO:0006508"
"20926","Mcavernosa04272-RA","ProSiteProfiles","GO:0005515"
"20927","Mcavernosa04272-RA","Pfam","GO:0005515"
"20928","Mcavernosa04272-RA","Pfam","GO:0005515"
"20929","Mcavernosa04272-RA","Pfam","GO:0004252,GO:0006508"
"20930","Mcavernosa04272-RA","ProSiteProfiles","GO:0005515"
"20931","Mcavernosa04272-RA","ProSitePatterns","GO:0004252,GO:0006508"
"20932","Mcavernosa04272-RA","ProSiteProfiles","GO:0005515"
"20933","Mcavernosa04272-RA","ProSiteProfiles","GO:0004252,GO:0006508"
"20934","Mcavernosa04272-RA","ProSiteProfiles","GO:0005515"
"20935","Mcavernosa04272-RA","ProSiteProfiles","GO:0005515"
"20936","Mcavernosa04272-RA","ProSiteProfiles","GO:0005515"
"20937","Mcavernosa04272-RA","CDD","GO:0004252,GO:0006508"
"20938","Mcavernosa04272-RA","ProSiteProfiles","GO:0005515"
"20939","Mcavernosa04272-RA","SMART","GO:0004252,GO:0006508"
"20940","Mcavernosa04272-RA","ProSiteProfiles","GO:0005515"
"20941","Mcavernosa17861-RA","ProSiteProfiles","GO:0005515"
"20942","Mcavernosa17861-RA","SMART","GO:0005515"
"20943","Mcavernosa17861-RA","Gene3D","GO:0005515"
"20944","Mcavernosa17861-RA","Pfam","GO:0005515"
"20945","Mcavernosa17861-RA","SUPERFAMILY","GO:0005515"
"20946","Mcavernosa17861-RA","ProSiteProfiles","GO:0004674,GO:0005524,GO:0006468"
"20947","Mcavernosa02587-RA","ProSiteProfiles","GO:0016702,GO:0046872,GO:0055114"
"20948","Mcavernosa02587-RA","SUPERFAMILY","GO:0005515"
"20949","Mcavernosa02587-RA","SUPERFAMILY","GO:0020037,GO:0055114"
"20950","Mcavernosa02587-RA","Pfam","GO:0005515"
"20951","Mcavernosa02587-RA","ProSiteProfiles","GO:0005515"
"20952","Mcavernosa02587-RA","SMART","GO:0005515"
"20953","Mcavernosa02587-RA","PRINTS","GO:0005506,GO:0016702,GO:0055114"
"20954","Mcavernosa02587-RA","PRINTS","GO:0005506,GO:0016702,GO:0055114"
"20955","Mcavernosa02587-RA","PRINTS","GO:0005506,GO:0016702,GO:0055114"
"20956","Mcavernosa02587-RA","PRINTS","GO:0005506,GO:0016702,GO:0055114"
"20957","Mcavernosa02587-RA","PRINTS","GO:0005506,GO:0016702,GO:0055114"
"20958","Mcavernosa02587-RA","Gene3D","GO:0004096,GO:0020037,GO:0055114"
"20959","Mcavernosa02587-RA","Pfam","GO:0016702,GO:0046872,GO:0055114"
"20960","Mcavernosa02587-RA","PRINTS","GO:0016702,GO:0046872,GO:0055114"
"20961","Mcavernosa02587-RA","PRINTS","GO:0016702,GO:0046872,GO:0055114"
"20962","Mcavernosa02587-RA","PRINTS","GO:0016702,GO:0046872,GO:0055114"
"20963","Mcavernosa02587-RA","ProSitePatterns","GO:0016702,GO:0046872,GO:0055114"
"20964","Mcavernosa04524-RA","Pfam","GO:0005267"
"20965","Mcavernosa04524-RA","Pfam","GO:0005267"
"20966","Mcavernosa25205-RA","ProSiteProfiles","GO:0005044,GO:0016020"
"20967","Mcavernosa25205-RA","ProSiteProfiles","GO:0005044,GO:0016020"
"20968","Mcavernosa25205-RA","Gene3D","GO:0016020"
"20969","Mcavernosa25205-RA","Gene3D","GO:0016020"
"20970","Mcavernosa25205-RA","SMART","GO:0016020"
"20971","Mcavernosa25205-RA","SMART","GO:0016020"
"20972","Mcavernosa25205-RA","SUPERFAMILY","GO:0016020"
"20973","Mcavernosa25205-RA","SUPERFAMILY","GO:0016020"
"20974","Mcavernosa25205-RA","ProSitePatterns","GO:0005044,GO:0016020"
"20975","Mcavernosa25205-RA","PRINTS","GO:0005044,GO:0016020"
"20976","Mcavernosa25205-RA","PRINTS","GO:0005044,GO:0016020"
"20977","Mcavernosa25205-RA","PRINTS","GO:0005044,GO:0016020"
"20978","Mcavernosa25205-RA","PRINTS","GO:0005044,GO:0016020"
"20979","Mcavernosa25205-RA","Pfam","GO:0005044,GO:0016020"
"20980","Mcavernosa25205-RA","Pfam","GO:0005044,GO:0016020"
"20981","Mcavernosa31715-RA","Pfam","GO:0015889,GO:0031419"
"20982","Mcavernosa16317-RA","Gene3D","GO:0016021"
"20983","Mcavernosa16317-RA","ProSitePatterns","GO:0016021"
"20984","Mcavernosa16317-RA","SUPERFAMILY","GO:0016021"
"20985","Mcavernosa16317-RA","PIRSF","GO:0016021"
"20986","Mcavernosa16317-RA","PIRSF","GO:0016021"
"20987","Mcavernosa16317-RA","Pfam","GO:0016021"
"20988","Mcavernosa16317-RA","PRINTS","GO:0016021"
"20989","Mcavernosa16317-RA","PRINTS","GO:0016021"
"20990","Mcavernosa16317-RA","PRINTS","GO:0016021"
"20991","Mcavernosa14991-RA","Pfam","GO:0000030,GO:0006493,GO:0016020"
"20992","Mcavernosa14991-RA","Pfam","GO:0000030,GO:0006493,GO:0016020"
"20993","Mcavernosa26925-RA","CDD","GO:0004844,GO:0006281,GO:0006284"
"20994","Mcavernosa21749-RA","ProSiteProfiles","GO:0016021"
"20995","Mcavernosa21749-RA","Pfam","GO:0016021"
"20996","Mcavernosa21749-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"20997","Mcavernosa21749-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"20998","Mcavernosa21749-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"20999","Mcavernosa21749-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"21000","Mcavernosa21749-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"21001","Mcavernosa21749-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"21002","Mcavernosa21749-RA","ProSitePatterns","GO:0004930,GO:0007186,GO:0016021"
"21003","Mcavernosa12742-RA","Pfam","GO:0005515"
"21004","Mcavernosa12742-RA","PRINTS","GO:0004364,GO:0005737"
"21005","Mcavernosa12742-RA","PRINTS","GO:0004364,GO:0005737"
"21006","Mcavernosa12742-RA","ProSiteProfiles","GO:0005515"
"21007","Mcavernosa01978-RA","Pfam","GO:0004181,GO:0006508,GO:0008270"
"21008","Mcavernosa07304-RA","Pfam","GO:0003924,GO:0005525"
"21009","Mcavernosa24064-RA","Pfam","GO:0004672,GO:0006468"
"21010","Mcavernosa24064-RA","ProSiteProfiles","GO:0004672,GO:0005524,GO:0006468"
"21011","Mcavernosa02567-RA","SMART","GO:0005509"
"21012","Mcavernosa02567-RA","SMART","GO:0005509"
"21013","Mcavernosa02567-RA","SMART","GO:0005509"
"21014","Mcavernosa02567-RA","Pfam","GO:0005509"
"21015","Mcavernosa02567-RA","Pfam","GO:0005509"
"21016","Mcavernosa02567-RA","Pfam","GO:0005509"
"21017","Mcavernosa02567-RA","ProSitePatterns","GO:0005509"
"21018","Mcavernosa02567-RA","ProSitePatterns","GO:0005509"
"21019","Mcavernosa23964-RA","SMART","GO:0004672,GO:0005524,GO:0006468"
"21020","Mcavernosa23964-RA","Pfam","GO:0004672,GO:0005524,GO:0006468"
"21021","Mcavernosa23964-RA","ProSitePatterns","GO:0004672,GO:0006468"
"21022","Mcavernosa23964-RA","ProSiteProfiles","GO:0004672,GO:0005524,GO:0006468"
"21023","Mcavernosa01760-RA","Pfam","GO:0016670,GO:0030328,GO:0055114"
"21024","Mcavernosa17773-RA","Pfam","GO:0015276,GO:0016020"
"21025","Mcavernosa17773-RA","SMART","GO:0015276,GO:0016020"
"21026","Mcavernosa03677-RA","ProSiteProfiles","GO:0005515"
"21027","Mcavernosa03677-RA","ProSiteProfiles","GO:0005515"
"21028","Mcavernosa03677-RA","ProSiteProfiles","GO:0005515"
"21029","Mcavernosa03677-RA","SMART","GO:0005515"
"21030","Mcavernosa03677-RA","SMART","GO:0005515"
"21031","Mcavernosa03677-RA","SMART","GO:0005515"
"21032","Mcavernosa03677-RA","SMART","GO:0005515"
"21033","Mcavernosa03677-RA","SMART","GO:0005515"
"21034","Mcavernosa03677-RA","ProSiteProfiles","GO:0005515"
"21035","Mcavernosa22432-RA","Pfam","GO:0016787"
"21036","Mcavernosa18410-RA","Pfam","GO:0005524"
"21037","Mcavernosa15735-RA","PRINTS","GO:0016020"
"21038","Mcavernosa15735-RA","PRINTS","GO:0016020"
"21039","Mcavernosa15735-RA","PRINTS","GO:0016020"
"21040","Mcavernosa05260-RA","Pfam","GO:0016021,GO:0022857,GO:0055085"
"21041","Mcavernosa05260-RA","Pfam","GO:0016021,GO:0022857,GO:0055085"
"21042","Mcavernosa18179-RA","Pfam","GO:0003677,GO:0006306,GO:0008170"
"21043","Mcavernosa31169-RA","CDD","GO:0004674"
"21044","Mcavernosa31169-RA","ProSiteProfiles","GO:0004672,GO:0005524,GO:0006468"
"21045","Mcavernosa31169-RA","ProSitePatterns","GO:0005524"
"21046","Mcavernosa31169-RA","Pfam","GO:0004672,GO:0005524,GO:0006468"
"21047","Mcavernosa31169-RA","Pfam","GO:0004672,GO:0005524,GO:0006468"
"21048","Mcavernosa22779-RA","Pfam","GO:0008430"
"21049","Mcavernosa22779-RA","Gene3D","GO:0005515"
"21050","Mcavernosa05692-RA","SUPERFAMILY","GO:0005515"
"21051","Mcavernosa05692-RA","ProSiteProfiles","GO:0005515"
"21052","Mcavernosa05692-RA","SMART","GO:0005515"
"21053","Mcavernosa05692-RA","CDD","GO:0005515"
"21054","Mcavernosa05692-RA","Pfam","GO:0005515"
"21055","Mcavernosa15494-RA","Pfam","GO:0003777,GO:0005524,GO:0007018,GO:0008017"
"21056","Mcavernosa15494-RA","PRINTS","GO:0003777,GO:0005524,GO:0007018,GO:0008017"
"21057","Mcavernosa15494-RA","PRINTS","GO:0003777,GO:0005524,GO:0007018,GO:0008017"
"21058","Mcavernosa15494-RA","PRINTS","GO:0003777,GO:0005524,GO:0007018,GO:0008017"
"21059","Mcavernosa15494-RA","PRINTS","GO:0003777,GO:0005524,GO:0007018,GO:0008017"
"21060","Mcavernosa15494-RA","ProSiteProfiles","GO:0003777,GO:0005524,GO:0007018,GO:0008017"
"21061","Mcavernosa15494-RA","SMART","GO:0003777,GO:0005524,GO:0007018,GO:0008017"
"21062","Mcavernosa15494-RA","ProSitePatterns","GO:0003777,GO:0005524,GO:0007018"
"21063","Mcavernosa32770-RA","SMART","GO:0004672,GO:0005524,GO:0006468"
"21064","Mcavernosa32770-RA","ProSiteProfiles","GO:0004672,GO:0005524,GO:0006468"
"21065","Mcavernosa32770-RA","ProSitePatterns","GO:0005524"
"21066","Mcavernosa32770-RA","ProSitePatterns","GO:0004672,GO:0006468"
"21067","Mcavernosa32770-RA","Pfam","GO:0004672,GO:0005524,GO:0006468"
"21068","Mcavernosa08420-RA","ProSitePatterns","GO:0005509"
"21069","Mcavernosa08420-RA","ProSitePatterns","GO:0005509"
"21070","Mcavernosa08420-RA","SMART","GO:0005509"
"21071","Mcavernosa08420-RA","SMART","GO:0005509"
"21072","Mcavernosa08420-RA","SMART","GO:0005509"
"21073","Mcavernosa08420-RA","SMART","GO:0005509"
"21074","Mcavernosa08420-RA","SMART","GO:0005509"
"21075","Mcavernosa08420-RA","SMART","GO:0005509"
"21076","Mcavernosa08420-RA","SMART","GO:0005509"
"21077","Mcavernosa08420-RA","Pfam","GO:0005509"
"21078","Mcavernosa08420-RA","Pfam","GO:0005509"
"21079","Mcavernosa08420-RA","Pfam","GO:0005509"
"21080","Mcavernosa08420-RA","Pfam","GO:0005509"
"21081","Mcavernosa08420-RA","Pfam","GO:0005509"
"21082","Mcavernosa08420-RA","Pfam","GO:0005509"
"21083","Mcavernosa08420-RA","ProSitePatterns","GO:0005509"
"21084","Mcavernosa17267-RA","ProSiteProfiles","GO:0016021"
"21085","Mcavernosa17267-RA","Pfam","GO:0016021"
"21086","Mcavernosa17267-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"21087","Mcavernosa17267-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"21088","Mcavernosa17267-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"21089","Mcavernosa17267-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
