"","category","gene","25_ctl1_Ac_GF_1","27_ctl2_Ac_YG_1","41_ctl3_Ac_RN_1","37_T13_Ac_ML","52_T11_Ac_II","31_T22_Ac_UV","38_T23_Ac_IN","53_T21_Ac_NH","19_T33_Ac_WK","47_T31_Ac_JB","57_T32_Ac_NM","35_T43_Ac_MT","54_T42_Ac_JQ","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"285","GO:0005525","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.79245474525451,0.440053925555708,2,121,"GTP binding","MF"
"286","GO:0005525","Acerv_evm.TU.Segkk2795_pilon.15",230,339,387,185,179,197,528,232,214,137,103,481,445,0.79245474525451,0.440053925555708,2,121,"GTP binding","MF"
"287","GO:0005525","Acerv_evm.TU.Segkk2795_pilon.15",230,339,387,185,179,197,528,232,214,137,103,481,445,0.79245474525451,0.440053925555708,2,121,"GTP binding","MF"
"288","GO:0005525","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.79245474525451,0.440053925555708,2,121,"GTP binding","MF"
"289","GO:0005525","Acerv_evm.TU.Segkk2795_pilon.15",230,339,387,185,179,197,528,232,214,137,103,481,445,0.79245474525451,0.440053925555708,2,121,"GTP binding","MF"
"290","GO:0005525","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.79245474525451,0.440053925555708,2,121,"GTP binding","MF"
"291","GO:0005525","Acerv_evm.TU.Segkk2795_pilon.15",230,339,387,185,179,197,528,232,214,137,103,481,445,0.79245474525451,0.440053925555708,2,121,"GTP binding","MF"
"292","GO:0005525","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.79245474525451,0.440053925555708,2,121,"GTP binding","MF"
"293","GO:0005576","Acerv_evm.TU.Segkk1945_pilon.2",8,12,0,17,19,16,18,7,34,12,12,18,24,0.383552455642363,0.853553447187126,2,62,"extracellular region","CC"
"294","GO:0005576","Acerv_evm.TU.Segkk4113_pilon.15",306,367,131,93,47,298,276,139,227,73,54,464,248,0.383552455642363,0.853553447187126,2,62,"extracellular region","CC"
"295","GO:0005576","Acerv_evm.TU.Segkk1945_pilon.2",8,12,0,17,19,16,18,7,34,12,12,18,24,0.383552455642363,0.853553447187126,2,62,"extracellular region","CC"
"296","GO:0005576","Acerv_evm.TU.Segkk1945_pilon.2",8,12,0,17,19,16,18,7,34,12,12,18,24,0.383552455642363,0.853553447187126,2,62,"extracellular region","CC"
"297","GO:0005576","Acerv_evm.TU.Segkk1945_pilon.2",8,12,0,17,19,16,18,7,34,12,12,18,24,0.383552455642363,0.853553447187126,2,62,"extracellular region","CC"
"298","GO:0005576","Acerv_evm.TU.Segkk4113_pilon.15",306,367,131,93,47,298,276,139,227,73,54,464,248,0.383552455642363,0.853553447187126,2,62,"extracellular region","CC"
"299","GO:0005576","Acerv_evm.TU.Segkk4113_pilon.15",306,367,131,93,47,298,276,139,227,73,54,464,248,0.383552455642363,0.853553447187126,2,62,"extracellular region","CC"
"300","GO:0005576","Acerv_evm.TU.Segkk4113_pilon.15",306,367,131,93,47,298,276,139,227,73,54,464,248,0.383552455642363,0.853553447187126,2,62,"extracellular region","CC"
"301","GO:0005634","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.908866762671767,0.313173445480114,1,105,"nucleus","CC"
"302","GO:0005634","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.908866762671767,0.313173445480114,1,105,"nucleus","CC"
"303","GO:0005634","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.908866762671767,0.313173445480114,1,105,"nucleus","CC"
"304","GO:0005634","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.908866762671767,0.313173445480114,1,105,"nucleus","CC"
"305","GO:0005634","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.908866762671767,0.313173445480114,1,105,"nucleus","CC"
"306","GO:0005634","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.908866762671767,0.313173445480114,1,105,"nucleus","CC"
"307","GO:0005856","Acerv_evm.TU.Segkk2772_pilon.8",1009,1072,812,397,270,498,628,402,626,309,207,922,837,0.316301781933212,0.946815624403781,1,17,"cytoskeleton","CC"
"308","GO:0005874","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.26641662730175,0.963969514915144,1,12,"microtubule","CC"
"309","GO:0005874","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.26641662730175,0.963969514915144,1,12,"microtubule","CC"
"310","GO:0005874","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.26641662730175,0.963969514915144,1,12,"microtubule","CC"
"311","GO:0005874","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.26641662730175,0.963969514915144,1,12,"microtubule","CC"
"312","GO:0005874","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.26641662730175,0.963969514915144,1,12,"microtubule","CC"
"313","GO:0005975","Acerv_evm.TU.Segkk1822_pilon.2",406,368,250,404,224,522,1163,739,386,96,352,938,1588,0.157657808095619,0.951983436956729,3,58,"carbohydrate metabolic process","BP"
"314","GO:0005975","Acerv_evm.TU.Segkk169_pilon.1",39,6,10,24,13,71,30,27,44,15,15,105,71,0.157657808095619,0.951983436956729,3,58,"carbohydrate metabolic process","BP"
"315","GO:0005975","Acerv_evm.TU.Segkk169_pilon.1",39,6,10,24,13,71,30,27,44,15,15,105,71,0.157657808095619,0.951983436956729,3,58,"carbohydrate metabolic process","BP"
"316","GO:0005975","Acerv_evm.TU.Segkk1777_pilon.32",259,135,145,64,100,40,25,26,92,40,35,82,93,0.157657808095619,0.951983436956729,3,58,"carbohydrate metabolic process","BP"
"317","GO:0005975","Acerv_evm.TU.Segkk1777_pilon.32",259,135,145,64,100,40,25,26,92,40,35,82,93,0.157657808095619,0.951983436956729,3,58,"carbohydrate metabolic process","BP"
"318","GO:0005975","Acerv_evm.TU.Segkk169_pilon.1",39,6,10,24,13,71,30,27,44,15,15,105,71,0.157657808095619,0.951983436956729,3,58,"carbohydrate metabolic process","BP"
"319","GO:0005975","Acerv_evm.TU.Segkk169_pilon.1",39,6,10,24,13,71,30,27,44,15,15,105,71,0.157657808095619,0.951983436956729,3,58,"carbohydrate metabolic process","BP"
"320","GO:0006013","Acerv_evm.TU.Segkk169_pilon.1",39,6,10,24,13,71,30,27,44,15,15,105,71,0.0355391360499109,0.999679994423401,1,2,"mannose metabolic process","BP"
"321","GO:0006013","Acerv_evm.TU.Segkk169_pilon.1",39,6,10,24,13,71,30,27,44,15,15,105,71,0.0355391360499109,0.999679994423401,1,2,"mannose metabolic process","BP"
"322","GO:0006013","Acerv_evm.TU.Segkk169_pilon.1",39,6,10,24,13,71,30,27,44,15,15,105,71,0.0355391360499109,0.999679994423401,1,2,"mannose metabolic process","BP"
"323","GO:0006013","Acerv_evm.TU.Segkk169_pilon.1",39,6,10,24,13,71,30,27,44,15,15,105,71,0.0355391360499109,0.999679994423401,1,2,"mannose metabolic process","BP"
"324","GO:0006281","Acerv_evm.TU.Segkk4345_pilon.12",73,65,34,50,75,46,49,27,64,19,30,62,83,0.490152739907652,0.857994984323748,1,28,"DNA repair","BP"
"325","GO:0006281","Acerv_evm.TU.Segkk4345_pilon.12",73,65,34,50,75,46,49,27,64,19,30,62,83,0.490152739907652,0.857994984323748,1,28,"DNA repair","BP"
"326","GO:0006281","Acerv_evm.TU.Segkk4345_pilon.12",73,65,34,50,75,46,49,27,64,19,30,62,83,0.490152739907652,0.857994984323748,1,28,"DNA repair","BP"
"327","GO:0006355","Acerv_evm.TU.Segkk671_pilon.1",633,725,555,322,352,190,122,100,370,180,240,368,347,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"328","GO:0006355","Acerv_evm.TU.Segkk30_pilon.11",210,290,281,70,69,59,70,37,136,93,56,98,82,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"329","GO:0006355","Acerv_evm.TU.Segkk30_pilon.11",210,290,281,70,69,59,70,37,136,93,56,98,82,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"330","GO:0006355","Acerv_evm.TU.Segkk1466_pilon.9",43,73,43,53,21,47,139,62,44,29,26,120,175,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"331","GO:0006355","Acerv_evm.TU.Segkk1466_pilon.9",43,73,43,53,21,47,139,62,44,29,26,120,175,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"332","GO:0006355","Acerv_evm.TU.Segkk3655_pilon.19",231,118,188,78,154,50,28,19,104,41,58,65,101,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"333","GO:0006355","Acerv_evm.TU.Segkk671_pilon.1",633,725,555,322,352,190,122,100,370,180,240,368,347,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"334","GO:0006355","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"335","GO:0006355","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"336","GO:0006355","Acerv_evm.TU.Segkk671_pilon.1",633,725,555,322,352,190,122,100,370,180,240,368,347,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"337","GO:0006355","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"338","GO:0006355","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"339","GO:0006355","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"340","GO:0006355","Acerv_evm.TU.Segkk925_pilon.1",922,797,795,318,384,258,282,166,482,268,231,411,436,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"341","GO:0006355","Acerv_evm.TU.Segkk3655_pilon.19",231,118,188,78,154,50,28,19,104,41,58,65,101,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"342","GO:0006355","Acerv_evm.TU.Segkk19_pilon.21",231,118,188,78,154,50,28,19,104,41,58,65,101,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"343","GO:0006355","Acerv_evm.TU.Segkk19_pilon.21",231,118,188,78,154,50,28,19,104,41,58,65,101,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"344","GO:0006355","Acerv_evm.TU.Segkk3655_pilon.19",231,118,188,78,154,50,28,19,104,41,58,65,101,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"345","GO:0006355","Acerv_evm.TU.Segkk925_pilon.1",922,797,795,318,384,258,282,166,482,268,231,411,436,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"346","GO:0006355","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"347","GO:0006355","Acerv_evm.TU.Segkk19_pilon.21",231,118,188,78,154,50,28,19,104,41,58,65,101,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"348","GO:0006355","Acerv_evm.TU.Segkk925_pilon.1",922,797,795,318,384,258,282,166,482,268,231,411,436,0.0797918878437354,0.966776181046237,7,153,"regulation of transcription, DNA-templated","BP"
"349","GO:0006413","Acerv_evm.TU.Segkk2834_pilon.11",179,165,116,91,104,100,67,70,163,72,60,211,226,0.21904961683081,0.976324212308208,1,11,"translational initiation","BP"
"350","GO:0006413","Acerv_evm.TU.Segkk2834_pilon.11",179,165,116,91,104,100,67,70,163,72,60,211,226,0.21904961683081,0.976324212308208,1,11,"translational initiation","BP"
"351","GO:0006413","Acerv_evm.TU.Segkk2834_pilon.11",179,165,116,91,104,100,67,70,163,72,60,211,226,0.21904961683081,0.976324212308208,1,11,"translational initiation","BP"
"352","GO:0006418","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.202854773887184,0.980024085307609,1,10,"tRNA aminoacylation for protein translation","BP"
"353","GO:0006418","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.202854773887184,0.980024085307609,1,10,"tRNA aminoacylation for protein translation","BP"
"354","GO:0006418","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.202854773887184,0.980024085307609,1,10,"tRNA aminoacylation for protein translation","BP"
"355","GO:0006418","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.202854773887184,0.980024085307609,1,10,"tRNA aminoacylation for protein translation","BP"
"356","GO:0006418","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.202854773887184,0.980024085307609,1,10,"tRNA aminoacylation for protein translation","BP"
"357","GO:0006427","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.0245280469951749,1,1,1,"histidyl-tRNA aminoacylation","BP"
"358","GO:0006427","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.0245280469951749,1,1,1,"histidyl-tRNA aminoacylation","BP"
"359","GO:0006427","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.0245280469951749,1,1,1,"histidyl-tRNA aminoacylation","BP"
"360","GO:0006427","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.0245280469951749,1,1,1,"histidyl-tRNA aminoacylation","BP"
"361","GO:0006427","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.0245280469951749,1,1,1,"histidyl-tRNA aminoacylation","BP"
"362","GO:0006457","Acerv_evm.TU.Segkk2518_pilon.2",59,78,54,78,98,114,48,97,46,18,46,151,163,0.456491950686519,0.87942310094108,1,25,"protein folding","BP"
"363","GO:0006457","Acerv_evm.TU.Segkk2518_pilon.2",59,78,54,78,98,114,48,97,46,18,46,151,163,0.456491950686519,0.87942310094108,1,25,"protein folding","BP"
"364","GO:0006468","Acerv_evm.TU.Segkk2335_pilon.20",43,64,46,44,76,35,45,24,57,40,33,62,70,0.853680920944346,0.303670747921099,3,220,"protein phosphorylation","BP"
"365","GO:0006468","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.853680920944346,0.303670747921099,3,220,"protein phosphorylation","BP"
"366","GO:0006468","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.853680920944346,0.303670747921099,3,220,"protein phosphorylation","BP"
"367","GO:0006468","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.853680920944346,0.303670747921099,3,220,"protein phosphorylation","BP"
"368","GO:0006468","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.853680920944346,0.303670747921099,3,220,"protein phosphorylation","BP"
"369","GO:0006468","Acerv_evm.TU.Segkk2335_pilon.20",43,64,46,44,76,35,45,24,57,40,33,62,70,0.853680920944346,0.303670747921099,3,220,"protein phosphorylation","BP"
"370","GO:0006468","Acerv_evm.TU.Segkk1579_pilon.3",378,318,197,264,169,304,715,331,235,96,199,403,561,0.853680920944346,0.303670747921099,3,220,"protein phosphorylation","BP"
"371","GO:0006468","Acerv_evm.TU.Segkk2335_pilon.20",43,64,46,44,76,35,45,24,57,40,33,62,70,0.853680920944346,0.303670747921099,3,220,"protein phosphorylation","BP"
"372","GO:0006468","Acerv_evm.TU.Segkk2335_pilon.20",43,64,46,44,76,35,45,24,57,40,33,62,70,0.853680920944346,0.303670747921099,3,220,"protein phosphorylation","BP"
"373","GO:0006468","Acerv_evm.TU.Segkk1579_pilon.3",378,318,197,264,169,304,715,331,235,96,199,403,561,0.853680920944346,0.303670747921099,3,220,"protein phosphorylation","BP"
"374","GO:0006468","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.853680920944346,0.303670747921099,3,220,"protein phosphorylation","BP"
"375","GO:0006468","Acerv_evm.TU.Segkk1579_pilon.3",378,318,197,264,169,304,715,331,235,96,199,403,561,0.853680920944346,0.303670747921099,3,220,"protein phosphorylation","BP"
"376","GO:0006486","Acerv_evm.TU.Segkk673_pilon.1",14,13,15,18,15,20,17,12,26,6,7,40,25,0.177813022614516,0.959748235251733,2,31,"protein glycosylation","BP"
"377","GO:0006486","Acerv_evm.TU.Segkk3158_pilon.3",13,15,12,17,17,21,18,11,14,16,11,33,29,0.177813022614516,0.959748235251733,2,31,"protein glycosylation","BP"
"378","GO:0006486","Acerv_evm.TU.Segkk3158_pilon.3",13,15,12,17,17,21,18,11,14,16,11,33,29,0.177813022614516,0.959748235251733,2,31,"protein glycosylation","BP"
"379","GO:0006486","Acerv_evm.TU.Segkk673_pilon.1",14,13,15,18,15,20,17,12,26,6,7,40,25,0.177813022614516,0.959748235251733,2,31,"protein glycosylation","BP"
"380","GO:0006486","Acerv_evm.TU.Segkk3158_pilon.3",13,15,12,17,17,21,18,11,14,16,11,33,29,0.177813022614516,0.959748235251733,2,31,"protein glycosylation","BP"
"381","GO:0006486","Acerv_evm.TU.Segkk673_pilon.1",14,13,15,18,15,20,17,12,26,6,7,40,25,0.177813022614516,0.959748235251733,2,31,"protein glycosylation","BP"
"382","GO:0006508","Acerv_evm.TU.Segkk1613_pilon.8",271,137,129,110,73,159,136,98,167,116,73,272,240,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"383","GO:0006508","Acerv_evm.TU.Segkk2634_pilon.14",1497,705,709,566,1115,364,138,160,645,193,308,394,558,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"384","GO:0006508","Acerv_evm.TU.Segkk2634_pilon.14",1497,705,709,566,1115,364,138,160,645,193,308,394,558,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"385","GO:0006508","Acerv_evm.TU.Segkk1613_pilon.8",271,137,129,110,73,159,136,98,167,116,73,272,240,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"386","GO:0006508","Acerv_evm.TU.Segkk2634_pilon.20",192,159,77,134,246,98,43,62,153,40,70,120,144,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"387","GO:0006508","Acerv_evm.TU.Segkk3159_pilon.11",2575,921,1144,1069,1765,673,231,174,1161,274,540,675,918,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"388","GO:0006508","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"389","GO:0006508","Acerv_evm.TU.Segkk2634_pilon.14",1497,705,709,566,1115,364,138,160,645,193,308,394,558,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"390","GO:0006508","Acerv_evm.TU.Segkk2634_pilon.20",192,159,77,134,246,98,43,62,153,40,70,120,144,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"391","GO:0006508","Acerv_evm.TU.Segkk3159_pilon.11",2575,921,1144,1069,1765,673,231,174,1161,274,540,675,918,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"392","GO:0006508","Acerv_evm.TU.Segkk3159_pilon.11",2575,921,1144,1069,1765,673,231,174,1161,274,540,675,918,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"393","GO:0006508","Acerv_evm.TU.Segkk2634_pilon.20",192,159,77,134,246,98,43,62,153,40,70,120,144,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"394","GO:0006508","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"395","GO:0006508","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"396","GO:0006508","Acerv_evm.TU.Segkk4302_pilon.1",269,168,351,104,169,63,47,27,110,100,71,76,114,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"397","GO:0006508","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"398","GO:0006508","Acerv_evm.TU.Segkk4302_pilon.1",269,168,351,104,169,63,47,27,110,100,71,76,114,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"399","GO:0006508","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"400","GO:0006508","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"401","GO:0006508","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.170772258731092,0.919412125543272,6,170,"proteolysis","BP"
"402","GO:0006751","Acerv_evm.TU.Segkk3940_pilon.21",140,150,130,104,86,101,102,90,190,63,56,172,152,0.129250438698223,0.992695548226275,1,6,"glutathione catabolic process","BP"
"403","GO:0006751","Acerv_evm.TU.Segkk3940_pilon.21",140,150,130,104,86,101,102,90,190,63,56,172,152,0.129250438698223,0.992695548226275,1,6,"glutathione catabolic process","BP"
"404","GO:0006811","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.63336931075418,0.640406207441448,2,91,"ion transport","BP"
"405","GO:0006811","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.63336931075418,0.640406207441448,2,91,"ion transport","BP"
"406","GO:0006811","Acerv_evm.TU.Segkk1883_pilon.14",21,24,28,24,37,22,27,13,27,16,24,41,28,0.63336931075418,0.640406207441448,2,91,"ion transport","BP"
"407","GO:0006811","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.63336931075418,0.640406207441448,2,91,"ion transport","BP"
"408","GO:0006811","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.63336931075418,0.640406207441448,2,91,"ion transport","BP"
"409","GO:0006811","Acerv_evm.TU.Segkk1883_pilon.14",21,24,28,24,37,22,27,13,27,16,24,41,28,0.63336931075418,0.640406207441448,2,91,"ion transport","BP"
"410","GO:0006811","Acerv_evm.TU.Segkk1883_pilon.14",21,24,28,24,37,22,27,13,27,16,24,41,28,0.63336931075418,0.640406207441448,2,91,"ion transport","BP"
"411","GO:0006811","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.63336931075418,0.640406207441448,2,91,"ion transport","BP"
"412","GO:0006915","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.138470388127423,0.991582856428154,1,6,"apoptotic process","BP"
"413","GO:0006915","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.138470388127423,0.991582856428154,1,6,"apoptotic process","BP"
"414","GO:0006915","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.138470388127423,0.991582856428154,1,6,"apoptotic process","BP"
"415","GO:0006915","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.138470388127423,0.991582856428154,1,6,"apoptotic process","BP"
"416","GO:0006915","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.138470388127423,0.991582856428154,1,6,"apoptotic process","BP"
"417","GO:0006915","Acerv_evm.TU.Segkk978_pilon.3",71,114,128,45,30,48,34,34,55,28,25,170,183,0.138470388127423,0.991582856428154,1,6,"apoptotic process","BP"
"418","GO:0006979","Acerv_evm.TU.Segkk1079_pilon.5",7611,6411,2576,2828,2614,4724,5159,4117,4548,1067,1405,6933,10827,0.251413783067591,0.968125935284623,1,12,"response to oxidative stress","BP"
"419","GO:0006979","Acerv_evm.TU.Segkk1079_pilon.5",7611,6411,2576,2828,2614,4724,5159,4117,4548,1067,1405,6933,10827,0.251413783067591,0.968125935284623,1,12,"response to oxidative stress","BP"
"420","GO:0006979","Acerv_evm.TU.Segkk1079_pilon.5",7611,6411,2576,2828,2614,4724,5159,4117,4548,1067,1405,6933,10827,0.251413783067591,0.968125935284623,1,12,"response to oxidative stress","BP"
"421","GO:0006979","Acerv_evm.TU.Segkk1079_pilon.5",7611,6411,2576,2828,2614,4724,5159,4117,4548,1067,1405,6933,10827,0.251413783067591,0.968125935284623,1,12,"response to oxidative stress","BP"
"422","GO:0007017","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.293178482636877,0.955560186056948,1,13,"microtubule-based process","BP"
"423","GO:0007017","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.293178482636877,0.955560186056948,1,13,"microtubule-based process","BP"
"424","GO:0007017","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.293178482636877,0.955560186056948,1,13,"microtubule-based process","BP"
"425","GO:0007017","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.293178482636877,0.955560186056948,1,13,"microtubule-based process","BP"
"426","GO:0007017","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.293178482636877,0.955560186056948,1,13,"microtubule-based process","BP"
"427","GO:0007165","Acerv_evm.TU.Segkk2795_pilon.15",230,339,387,185,179,197,528,232,214,137,103,481,445,0.980646709856739,0.097283434612794,1,174,"signal transduction","BP"
"428","GO:0007165","Acerv_evm.TU.Segkk2795_pilon.15",230,339,387,185,179,197,528,232,214,137,103,481,445,0.980646709856739,0.097283434612794,1,174,"signal transduction","BP"
"429","GO:0007165","Acerv_evm.TU.Segkk2795_pilon.15",230,339,387,185,179,197,528,232,214,137,103,481,445,0.980646709856739,0.097283434612794,1,174,"signal transduction","BP"
