Orthogroup	GCF_002042975.1_ofav_dov_v1_protein	Pocillopora_acuta_HIv1.genes.pep
OG0005364	XP_020624417.1, XP_020624608.1	Pocillopora_acuta_HIv1_PredGene_g13850.t2, Pocillopora_acuta_HIv1_PredGene_g13850.t1
OG0005365	XP_020616769.1	Pocillopora_acuta_HIv1_PredGene_g14118.t1, Pocillopora_acuta_HIv1_PredGene_g14118.t2, Pocillopora_acuta_HIv1_PredGene_9079_t
OG0005366	XP_020622107.1	Pocillopora_acuta_HIv1_PredGene_g18658.t1
OG0005367	XP_020626674.1	Pocillopora_acuta_HIv1_PredGene_g1744.t1
OG0005370	XP_020616103.1	Pocillopora_acuta_HIv1_PredGene_g33131.t1
OG0005370	XP_020619276.1	Pocillopora_acuta_HIv1_PredGene_g32897.t1
OG0005371	XP_020616145.1, XP_020616144.1, XP_020616146.1	Pocillopora_acuta_HIv1_PredGene_g33123.t1
OG0005372	XP_020616137.1, XP_020616136.1, XP_020616119.1	Pocillopora_acuta_HIv1_PredGene_g33121.t1
OG0005373	XP_020612055.1, XP_020612011.1, XP_020612010.1	Pocillopora_acuta_HIv1_PredGene_g11795.t1
OG0005374	XP_020605145.1, XP_020605143.1, XP_020605144.1	Pocillopora_acuta_HIv1_PredGene_g8195.t1
OG0005375	XP_020603565.1, XP_020603567.1	Pocillopora_acuta_HIv1_PredGene_g8284.t1
OG0005376	XP_020614654.1, XP_020614699.1	Pocillopora_acuta_HIv1_PredGene_g9648.t1, Pocillopora_acuta_HIv1_PredGene_g27430.t1
OG0005378	XP_020601126.1	Pocillopora_acuta_HIv1_PredGene_g27644.t1
OG0005380	XP_020604689.1, XP_020604687.1, XP_020604688.1	Pocillopora_acuta_HIv1_PredGene_g19064.t1
OG0005381	XP_020619730.1, XP_020619731.1	Pocillopora_acuta_HIv1_PredGene_g19927.t1, Pocillopora_acuta_HIv1_PredGene_g19926.t1
OG0005382	XP_020604847.1, XP_020604846.1	Pocillopora_acuta_HIv1_PredGene_g19060.t1, Pocillopora_acuta_HIv1_PredGene_19147_t
OG0005383	XP_020624256.1	Pocillopora_acuta_HIv1_PredGene_g5308.t1
OG0005384	XP_020629700.1	Pocillopora_acuta_HIv1_PredGene_g19713.t1, Pocillopora_acuta_HIv1_PredGene_29566_t
OG0005385	XP_020607376.1	Pocillopora_acuta_HIv1_PredGene_g2495.t1
OG0005386	XP_020603065.1	Pocillopora_acuta_HIv1_PredGene_g31517.t1
OG0005387	XP_020602995.1	Pocillopora_acuta_HIv1_PredGene_g27489.t1
OG0005388	XP_020623927.1, XP_020623944.1	Pocillopora_acuta_HIv1_PredGene_g25983.t1, Pocillopora_acuta_HIv1_PredGene_g25984.t1
OG0005389	XP_020617761.1, XP_020617812.1	Pocillopora_acuta_HIv1_PredGene_g25098.t1, Pocillopora_acuta_HIv1_PredGene_g25098.t2
OG0005390	XP_020628958.1	Pocillopora_acuta_HIv1_PredGene_g780.t2, Pocillopora_acuta_HIv1_PredGene_g780.t1
OG0005391	XP_020611660.1, XP_020611661.1	Pocillopora_acuta_HIv1_PredGene_g30198.t1
OG0005392	XP_020611676.1, XP_020611675.1, XP_020611662.1	Pocillopora_acuta_HIv1_PredGene_g30199.t1
OG0005393	XP_020604456.1	Pocillopora_acuta_HIv1_PredGene_g12945.t1
OG0005394	XP_020610038.1, XP_020609970.1, XP_020610111.1, XP_020610173.1	Pocillopora_acuta_HIv1_PredGene_g12580.t1
OG0005395	XP_020626433.1, XP_020626239.1, XP_020626230.1	Pocillopora_acuta_HIv1_PredGene_g19629.t1
OG0005396	XP_020631852.1, XP_020631851.1, XP_020631853.1	Pocillopora_acuta_HIv1_PredGene_g2090.t1
OG0005397	XP_020622785.1, XP_020622786.1	Pocillopora_acuta_HIv1_PredGene_g30909.t1, Pocillopora_acuta_HIv1_PredGene_g30909.t2, Pocillopora_acuta_HIv1_PredGene_14397_t
OG0005398	XP_020622808.1	Pocillopora_acuta_HIv1_PredGene_g3880.t1
OG0005399	XP_020609801.1	Pocillopora_acuta_HIv1_PredGene_g17009.t1
OG0005400	XP_020610213.1	Pocillopora_acuta_HIv1_PredGene_g28635.t1
OG0005401	XP_020603644.1, XP_020603747.1, XP_020603748.1	Pocillopora_acuta_HIv1_PredGene_g15792.t1
OG0005402	XP_020616610.1	Pocillopora_acuta_HIv1_PredGene_g23666.t1
OG0005403	XP_020617871.1, XP_020617870.1	Pocillopora_acuta_HIv1_PredGene_g706.t1
OG0005407	XP_020628496.1	Pocillopora_acuta_HIv1_PredGene_g6417.t1
OG0005408	XP_020625046.1	Pocillopora_acuta_HIv1_PredGene_15107_t, Pocillopora_acuta_HIv1_PredGene_g9863.t1
OG0005409	XP_020625082.1	Pocillopora_acuta_HIv1_PredGene_g9859.t1
OG0005410	XP_020611599.1, XP_020626723.1	Pocillopora_acuta_HIv1_PredGene_8784_t, Pocillopora_acuta_HIv1_PredGene_g11803.t1
OG0005411	XP_020611313.1	Pocillopora_acuta_HIv1_PredGene_g28093.t2, Pocillopora_acuta_HIv1_PredGene_g28093.t1, Pocillopora_acuta_HIv1_PredGene_12847_t
OG0005412	XP_020611292.1, XP_020611291.1, XP_020611266.1	Pocillopora_acuta_HIv1_PredGene_g27766.t1
OG0005413	XP_020611333.1, XP_020611335.1, XP_020611332.1	Pocillopora_acuta_HIv1_PredGene_g27760.t1
OG0005414	XP_020609629.1	Pocillopora_acuta_HIv1_PredGene_g33361.t1, Pocillopora_acuta_HIv1_PredGene_g24540.t1, Pocillopora_acuta_HIv1_PredGene_29658_t
OG0005416	XP_020616108.1	Pocillopora_acuta_HIv1_PredGene_g33141.t1, Pocillopora_acuta_HIv1_PredGene_g33142.t1
OG0005417	XP_020629671.1, XP_020629672.1	Pocillopora_acuta_HIv1_PredGene_g5388.t1, Pocillopora_acuta_HIv1_PredGene_g5388.t2
OG0005418	XP_020621454.1, XP_020621455.1	Pocillopora_acuta_HIv1_PredGene_g28623.t1, Pocillopora_acuta_HIv1_PredGene_g6335.t1
OG0005419	XP_020603420.1, XP_020603421.1	Pocillopora_acuta_HIv1_PredGene_g8246.t2, Pocillopora_acuta_HIv1_PredGene_g8246.t1
OG0005420	XP_020603491.1	Pocillopora_acuta_HIv1_PredGene_g8299.t1
OG0005420	XP_020603490.1	Pocillopora_acuta_HIv1_PredGene_g8299.t2
OG0005421	XP_020612640.1	Pocillopora_acuta_HIv1_PredGene_g13813.t1, Pocillopora_acuta_HIv1_PredGene_g29454.t1
OG0005422	XP_020628340.1, XP_020628341.1, XP_020628342.1	Pocillopora_acuta_HIv1_PredGene_g27227.t1
OG0005423	XP_020606263.1	Pocillopora_acuta_HIv1_PredGene_g21822.t1
OG0005424	XP_020631105.1, XP_020631060.1	Pocillopora_acuta_HIv1_PredGene_g3209.t1
OG0005425	XP_020612651.1	Pocillopora_acuta_HIv1_PredGene_g684.t1, Pocillopora_acuta_HIv1_PredGene_g3154.t1
OG0005426	XP_020630961.1, XP_020630964.1	Pocillopora_acuta_HIv1_PredGene_g2274.t1, Pocillopora_acuta_HIv1_PredGene_g27001.t1
OG0005427	XP_020631003.1	Pocillopora_acuta_HIv1_PredGene_4517_t, Pocillopora_acuta_HIv1_PredGene_g2265.t1, Pocillopora_acuta_HIv1_PredGene_g26992.t1
OG0005428	XP_020610200.1	Pocillopora_acuta_HIv1_PredGene_g28633.t1
OG0005429	XP_020607993.1	Pocillopora_acuta_HIv1_PredGene_g33231.t2, Pocillopora_acuta_HIv1_PredGene_g33231.t1, Pocillopora_acuta_HIv1_PredGene_g33231.t3
OG0005430	XP_020616032.1	Pocillopora_acuta_HIv1_PredGene_g24719.t1
OG0005431	XP_020616018.1, XP_020616030.1	Pocillopora_acuta_HIv1_PredGene_g24713.t2, Pocillopora_acuta_HIv1_PredGene_g24713.t1
OG0005432	XP_020616236.1	Pocillopora_acuta_HIv1_PredGene_g33149.t2, Pocillopora_acuta_HIv1_PredGene_g33149.t1
OG0005434	XP_020609510.1, XP_020609509.1	Pocillopora_acuta_HIv1_PredGene_g24165.t1, Pocillopora_acuta_HIv1_PredGene_g24165.t2
OG0005435	XP_020610673.1	Pocillopora_acuta_HIv1_PredGene_4081_t, Pocillopora_acuta_HIv1_PredGene_g18622.t1
OG0005436	XP_020602367.1, XP_020602305.1, XP_020602475.1	Pocillopora_acuta_HIv1_PredGene_g18616.t1
OG0005437	XP_020610677.1, XP_020610676.1	Pocillopora_acuta_HIv1_PredGene_g18625.t1, Pocillopora_acuta_HIv1_PredGene_4084_t
OG0005438	XP_020631894.1	Pocillopora_acuta_HIv1_PredGene_4037_t, Pocillopora_acuta_HIv1_PredGene_g18573.t1
OG0005439	XP_020601683.1	Pocillopora_acuta_HIv1_PredGene_g18566.t1
OG0005440	XP_020600899.1	Pocillopora_acuta_HIv1_PredGene_g19497.t1, Pocillopora_acuta_HIv1_PredGene_g19497.t2, Pocillopora_acuta_HIv1_PredGene_g18531.t1
OG0005441	XP_020626945.1	Pocillopora_acuta_HIv1_PredGene_6767_t, Pocillopora_acuta_HIv1_PredGene_g26839.t1
OG0005442	XP_020614789.1	Pocillopora_acuta_HIv1_PredGene_g26354.t1
OG0005443	XP_020621198.1	Pocillopora_acuta_HIv1_PredGene_27235_t, Pocillopora_acuta_HIv1_PredGene_g28150.t1, Pocillopora_acuta_HIv1_PredGene_g23837.t1
OG0005444	XP_020621210.1	Pocillopora_acuta_HIv1_PredGene_g23838.t1, Pocillopora_acuta_HIv1_PredGene_g28149.t1
OG0005445	XP_020604161.1, XP_020604110.1	Pocillopora_acuta_HIv1_PredGene_g8584.t1, Pocillopora_acuta_HIv1_PredGene_g13347.t1
OG0005446	XP_020626594.1	Pocillopora_acuta_HIv1_PredGene_g27783.t1, Pocillopora_acuta_HIv1_PredGene_g10326.t1, Pocillopora_acuta_HIv1_PredGene_g10319.t1, Pocillopora_acuta_HIv1_PredGene_g10322.t1
OG0005447	XP_020624663.1	Pocillopora_acuta_HIv1_PredGene_g18925.t1, Pocillopora_acuta_HIv1_PredGene_g1914.t1
OG0005448	XP_020624643.1, XP_020624648.1	Pocillopora_acuta_HIv1_PredGene_g10980.t1
OG0005449	XP_020624644.1, XP_020624788.1	Pocillopora_acuta_HIv1_PredGene_5890_t, Pocillopora_acuta_HIv1_PredGene_g10982.t1
OG0005450	XP_020608775.1, XP_020608776.1	Pocillopora_acuta_HIv1_PredGene_g22710.t1, Pocillopora_acuta_HIv1_PredGene_g22710.t2
OG0005451	XP_020607226.1, XP_020607225.1	Pocillopora_acuta_HIv1_PredGene_g22586.t1, Pocillopora_acuta_HIv1_PredGene_26563_t
OG0005452	XP_020607174.1	Pocillopora_acuta_HIv1_PredGene_g15286.t1, Pocillopora_acuta_HIv1_PredGene_g22588.t1
OG0005453	XP_020609123.1	Pocillopora_acuta_HIv1_PredGene_g7128.t1
OG0005454	XP_020617330.1, XP_020617328.1	Pocillopora_acuta_HIv1_PredGene_g7125.t1
OG0005455	XP_020624962.1, XP_020624964.1, XP_020624963.1	Pocillopora_acuta_HIv1_PredGene_g3168.t1
OG0005456	XP_020620006.1	Pocillopora_acuta_HIv1_PredGene_g15917.t1, Pocillopora_acuta_HIv1_PredGene_g26198.t1
OG0005457	XP_020631102.1	Pocillopora_acuta_HIv1_PredGene_g3179.t1
OG0005458	XP_020619123.1, XP_020619124.1	Pocillopora_acuta_HIv1_PredGene_g2327.t1, Pocillopora_acuta_HIv1_PredGene_g21.t1
OG0005459	XP_020631198.1, XP_020631197.1	Pocillopora_acuta_HIv1_PredGene_g24913.t1, Pocillopora_acuta_HIv1_PredGene_g11458.t1
OG0005460	XP_020628495.1, XP_020628439.1, XP_020628435.1	Pocillopora_acuta_HIv1_PredGene_g6422.t1
OG0005461	XP_020628478.1, XP_020628479.1	Pocillopora_acuta_HIv1_PredGene_g6421.t2, Pocillopora_acuta_HIv1_PredGene_g6421.t1
OG0005462	XP_020615973.1, XP_020615974.1	Pocillopora_acuta_HIv1_PredGene_g19662.t1, Pocillopora_acuta_HIv1_PredGene_g19662.t2
OG0005463	XP_020624177.1, XP_020624122.1, XP_020624176.1	Pocillopora_acuta_HIv1_PredGene_g2444.t1
OG0005464	XP_020626563.1	Pocillopora_acuta_HIv1_PredGene_g29554.t1, Pocillopora_acuta_HIv1_PredGene_g19689.t1
OG0005465	XP_020626653.1	Pocillopora_acuta_HIv1_PredGene_29014_t, Pocillopora_acuta_HIv1_PredGene_g19690.t1, Pocillopora_acuta_HIv1_PredGene_g29553.t1
OG0005466	XP_020627988.1	Pocillopora_acuta_HIv1_PredGene_26203_t, Pocillopora_acuta_HIv1_PredGene_g9933.t1, Pocillopora_acuta_HIv1_PredGene_g30025.t1
OG0005467	XP_020625553.1	Pocillopora_acuta_HIv1_PredGene_g18614.t1
OG0005468	XP_020620333.1	Pocillopora_acuta_HIv1_PredGene_g15599.t1, Pocillopora_acuta_HIv1_PredGene_g16108.t1
OG0005469	XP_020607886.1	Pocillopora_acuta_HIv1_PredGene_g16113.t1, Pocillopora_acuta_HIv1_PredGene_g15592.t1, Pocillopora_acuta_HIv1_PredGene_g15594.t1
OG0005470	XP_020621691.1	Pocillopora_acuta_HIv1_PredGene_g8902.t1, Pocillopora_acuta_HIv1_PredGene_g22823.t1, Pocillopora_acuta_HIv1_PredGene_6440_t
OG0005471	XP_020609134.1	Pocillopora_acuta_HIv1_PredGene_g16084.t1, Pocillopora_acuta_HIv1_PredGene_g15630.t1
OG0005472	XP_020608386.1	Pocillopora_acuta_HIv1_PredGene_g16083.t1, Pocillopora_acuta_HIv1_PredGene_g15631.t1
OG0005474	XP_020628123.1, XP_020628124.1	Pocillopora_acuta_HIv1_PredGene_g32294.t1, Pocillopora_acuta_HIv1_PredGene_g32294.t2
OG0005475	XP_020608388.1	Pocillopora_acuta_HIv1_PredGene_g640.t1, Pocillopora_acuta_HIv1_PredGene_g30493.t1, Pocillopora_acuta_HIv1_PredGene_23389_t
OG0005476	XP_020608392.1, XP_020608393.1	Pocillopora_acuta_HIv1_PredGene_27686_t
OG0005477	XP_020601506.1	Pocillopora_acuta_HIv1_PredGene_g16826.t1
OG0005477	XP_020601498.1	Pocillopora_acuta_HIv1_PredGene_g16826.t2
OG0005478	XP_020628107.1, XP_020628105.1	Pocillopora_acuta_HIv1_PredGene_g1513.t1
OG0005479	XP_020601241.1, XP_020601232.1	Pocillopora_acuta_HIv1_PredGene_26906_t, Pocillopora_acuta_HIv1_PredGene_g6110.t1
OG0005480	XP_020623224.1	Pocillopora_acuta_HIv1_PredGene_g32511.t1, Pocillopora_acuta_HIv1_PredGene_g5015.t1
OG0005481	XP_020623238.1, XP_020623236.1, XP_020623237.1	Pocillopora_acuta_HIv1_PredGene_g32505.t1
OG0005482	XP_020623232.1	Pocillopora_acuta_HIv1_PredGene_g5024.t1, Pocillopora_acuta_HIv1_PredGene_g32502.t1, Pocillopora_acuta_HIv1_PredGene_g6072.t1
OG0005483	XP_020617167.1, XP_020617228.1	Pocillopora_acuta_HIv1_PredGene_g27545.t1, Pocillopora_acuta_HIv1_PredGene_g27993.t1
OG0005484	XP_020627238.1	Pocillopora_acuta_HIv1_PredGene_g20286.t2, Pocillopora_acuta_HIv1_PredGene_g30772.t1, Pocillopora_acuta_HIv1_PredGene_g20286.t1
OG0005485	XP_020612007.1, XP_020612006.1, XP_020612009.1	Pocillopora_acuta_HIv1_PredGene_g13275.t1
OG0005486	XP_020604143.1	Pocillopora_acuta_HIv1_PredGene_g13335.t1, Pocillopora_acuta_HIv1_PredGene_g8572.t2, Pocillopora_acuta_HIv1_PredGene_g8572.t1
OG0005487	XP_020611998.1	Pocillopora_acuta_HIv1_PredGene_g13271.t1
OG0005488	XP_020626406.1	Pocillopora_acuta_HIv1_PredGene_g29469.t1, Pocillopora_acuta_HIv1_PredGene_g19570.t1
OG0005489	XP_020626352.1, XP_020626351.1, XP_020626275.1	Pocillopora_acuta_HIv1_PredGene_g19574.t1
OG0005492	XP_020623329.1, XP_020623325.1, XP_020623330.1	Pocillopora_acuta_HIv1_PredGene_g21716.t1
OG0005493	XP_020602108.1	Pocillopora_acuta_HIv1_PredGene_g31851.t1, Pocillopora_acuta_HIv1_PredGene_g23017.t1
OG0005494	XP_020602064.1, XP_020602063.1	Pocillopora_acuta_HIv1_PredGene_g31850.t1, Pocillopora_acuta_HIv1_PredGene_g31850.t2
OG0005495	XP_020608060.1	Pocillopora_acuta_HIv1_PredGene_g11952.t1, Pocillopora_acuta_HIv1_PredGene_g11952.t2
OG0005496	XP_020610852.1, XP_020610844.1	Pocillopora_acuta_HIv1_PredGene_g3961.t1
OG0005497	XP_020630814.1, XP_020630783.1	Pocillopora_acuta_HIv1_PredGene_g18319.t1
OG0005498	XP_020606453.1	Pocillopora_acuta_HIv1_PredGene_g10563.t2, Pocillopora_acuta_HIv1_PredGene_g10563.t1
OG0005499	XP_020601843.1	Pocillopora_acuta_HIv1_PredGene_g11374.t1
OG0005500	XP_020616341.1, XP_020616340.1	Pocillopora_acuta_HIv1_PredGene_g11363.t1
OG0005501	XP_020611255.1	Pocillopora_acuta_HIv1_PredGene_g2518.t1
OG0005502	XP_020613225.1, XP_020613224.1	Pocillopora_acuta_HIv1_PredGene_g11111.t1, Pocillopora_acuta_HIv1_PredGene_28355_t
OG0005503	XP_020628168.1, XP_020628169.1, XP_020628170.1	Pocillopora_acuta_HIv1_PredGene_g1188.t1
OG0005504	XP_020604429.1, XP_020604430.1	Pocillopora_acuta_HIv1_PredGene_g12946.t1, Pocillopora_acuta_HIv1_PredGene_25022_t
OG0005505	XP_020607240.1	Pocillopora_acuta_HIv1_PredGene_26555_t, Pocillopora_acuta_HIv1_PredGene_g22577.t1
OG0005507	XP_020623768.1	Pocillopora_acuta_HIv1_PredGene_g32278.t2, Pocillopora_acuta_HIv1_PredGene_g32278.t1, Pocillopora_acuta_HIv1_PredGene_g32279.t1
OG0005508	XP_020623784.1, XP_020623785.1, XP_020623786.1	Pocillopora_acuta_HIv1_PredGene_g32281.t1
OG0005510	XP_020625642.1	Pocillopora_acuta_HIv1_PredGene_g17742.t1
OG0005511	XP_020606260.1, XP_020606261.1, XP_020606262.1	Pocillopora_acuta_HIv1_PredGene_g8951.t1
OG0005512	XP_020606225.1	Pocillopora_acuta_HIv1_PredGene_g8950.t1
OG0005513	XP_020616118.1	Pocillopora_acuta_HIv1_PredGene_g33101.t2, Pocillopora_acuta_HIv1_PredGene_g33101.t1
OG0005514	XP_020616079.1	Pocillopora_acuta_HIv1_PredGene_g33110.t1
OG0005515	XP_020615183.1, XP_020615184.1	Pocillopora_acuta_HIv1_PredGene_g22389.t1
OG0005516	XP_020630990.1, XP_020630992.1	Pocillopora_acuta_HIv1_PredGene_g26980.t1, Pocillopora_acuta_HIv1_PredGene_g2256.t1
OG0005517	XP_020617489.1	Pocillopora_acuta_HIv1_PredGene_g20541.t1
OG0005518	XP_020617416.1	Pocillopora_acuta_HIv1_PredGene_g14222.t1, Pocillopora_acuta_HIv1_PredGene_g20548.t1
OG0005519	XP_020617471.1	Pocillopora_acuta_HIv1_PredGene_g20550.t1, Pocillopora_acuta_HIv1_PredGene_g14220.t1
OG0005520	XP_020620574.1	Pocillopora_acuta_HIv1_PredGene_g1628.t2, Pocillopora_acuta_HIv1_PredGene_g1628.t1
OG0005521	XP_020605018.1	Pocillopora_acuta_HIv1_PredGene_g29427.t1, Pocillopora_acuta_HIv1_PredGene_18007_t
OG0005522	XP_020628801.1	Pocillopora_acuta_HIv1_PredGene_g28088.t1
OG0005523	XP_020624736.1, XP_020624735.1	Pocillopora_acuta_HIv1_PredGene_g1906.t1, Pocillopora_acuta_HIv1_PredGene_g18933.t1
OG0005524	XP_020607472.1	Pocillopora_acuta_HIv1_PredGene_g26478.t1, Pocillopora_acuta_HIv1_PredGene_g28390.t1, Pocillopora_acuta_HIv1_PredGene_g28390.t2
OG0005525	XP_020631595.1, XP_020631477.1	Pocillopora_acuta_HIv1_PredGene_g3116.t1
OG0005526	XP_020616104.1, XP_020616105.1	Pocillopora_acuta_HIv1_PredGene_g7900.t1
OG0005527	XP_020617702.1, XP_020617701.1	Pocillopora_acuta_HIv1_PredGene_g13099.t1, Pocillopora_acuta_HIv1_PredGene_g13099.t2
OG0005528	XP_020611799.1, XP_020611798.1	Pocillopora_acuta_HIv1_PredGene_g3630.t1, Pocillopora_acuta_HIv1_PredGene_21568_t
OG0005529	XP_020607719.1, XP_020607720.1	Pocillopora_acuta_HIv1_PredGene_g6103.t1, Pocillopora_acuta_HIv1_PredGene_g5057.t1
OG0005530	XP_020600744.1	Pocillopora_acuta_HIv1_PredGene_g6108.t1, Pocillopora_acuta_HIv1_PredGene_g6108.t2
OG0005531	XP_020602670.1	Pocillopora_acuta_HIv1_PredGene_g1445.t1, Pocillopora_acuta_HIv1_PredGene_g23173.t1
OG0005532	XP_020604021.1	Pocillopora_acuta_HIv1_PredGene_g3022.t1, Pocillopora_acuta_HIv1_PredGene_g3022.t2, Pocillopora_acuta_HIv1_PredGene_g21625.t1
OG0005533	XP_020629058.1, XP_020629056.1, XP_020629059.1	Pocillopora_acuta_HIv1_PredGene_g14616.t1
OG0005534	XP_020623068.1, XP_020623067.1	Pocillopora_acuta_HIv1_PredGene_g17851.t1
OG0005535	XP_020621104.1	Pocillopora_acuta_HIv1_PredGene_3770_t, Pocillopora_acuta_HIv1_PredGene_g611.t1, Pocillopora_acuta_HIv1_PredGene_g14764.t1
OG0005537	XP_020611246.1, XP_020611247.1	Pocillopora_acuta_HIv1_PredGene_g2512.t2, Pocillopora_acuta_HIv1_PredGene_g2512.t1
OG0005538	XP_020630738.1	Pocillopora_acuta_HIv1_PredGene_g29832.t1, Pocillopora_acuta_HIv1_PredGene_10052_t, Pocillopora_acuta_HIv1_PredGene_g29834.t1
OG0005539	XP_020623518.1	Pocillopora_acuta_HIv1_PredGene_g7360.t1
OG0005540	XP_020623414.1, XP_020623415.1	Pocillopora_acuta_HIv1_PredGene_g28009.t1
OG0005541	XP_020619277.1	Pocillopora_acuta_HIv1_PredGene_g10059.t1
OG0005542	XP_020623532.1	Pocillopora_acuta_HIv1_PredGene_613_t, Pocillopora_acuta_HIv1_PredGene_g7637.t1, Pocillopora_acuta_HIv1_PredGene_g5194.t1
OG0005543	XP_020613867.1	Pocillopora_acuta_HIv1_PredGene_g7618.t1
OG0005544	XP_020632147.1, XP_020632213.1	Pocillopora_acuta_HIv1_PredGene_g31463.t1, Pocillopora_acuta_HIv1_PredGene_g32073.t1
OG0005545	XP_020629310.1, XP_020629311.1	Pocillopora_acuta_HIv1_PredGene_g26954.t2, Pocillopora_acuta_HIv1_PredGene_g26954.t1
OG0005546	XP_020629313.1, XP_020629312.1	Pocillopora_acuta_HIv1_PredGene_g26955.t1
OG0005547	XP_020632123.1	Pocillopora_acuta_HIv1_PredGene_g31449.t1
OG0005548	XP_020622921.1	Pocillopora_acuta_HIv1_PredGene_g14110.t2, Pocillopora_acuta_HIv1_PredGene_g14110.t1, Pocillopora_acuta_HIv1_PredGene_g14110.t3
OG0005549	XP_020612867.1, XP_020612865.1, XP_020612866.1	Pocillopora_acuta_HIv1_PredGene_g22760.t1
OG0005550	XP_020612499.1	Pocillopora_acuta_HIv1_PredGene_2888_t, Pocillopora_acuta_HIv1_PredGene_g10727.t1, Pocillopora_acuta_HIv1_PredGene_g22778.t1
OG0005551	XP_020614861.1, XP_020614863.1, XP_020614862.1	Pocillopora_acuta_HIv1_PredGene_g24516.t1
OG0005552	XP_020619069.1	Pocillopora_acuta_HIv1_PredGene_g1667.t1, Pocillopora_acuta_HIv1_PredGene_g18480.t1
OG0005553	XP_020616821.1	Pocillopora_acuta_HIv1_PredGene_8905_t, Pocillopora_acuta_HIv1_PredGene_g4655.t2, Pocillopora_acuta_HIv1_PredGene_g4655.t1
OG0005554	XP_020612678.1	Pocillopora_acuta_HIv1_PredGene_g20181.t1, Pocillopora_acuta_HIv1_PredGene_g28253.t1, Pocillopora_acuta_HIv1_PredGene_19706_t
OG0005555	XP_020613095.1	Pocillopora_acuta_HIv1_PredGene_19704_t, Pocillopora_acuta_HIv1_PredGene_g28251.t1
OG0005556	XP_020603297.1	Pocillopora_acuta_HIv1_PredGene_g11475.t1, Pocillopora_acuta_HIv1_PredGene_g14508.t1, Pocillopora_acuta_HIv1_PredGene_g14508.t2
OG0005557	XP_020621292.1	Pocillopora_acuta_HIv1_PredGene_g9913.t1, Pocillopora_acuta_HIv1_PredGene_26185_t
OG0005558	XP_020625983.1	Pocillopora_acuta_HIv1_PredGene_g14446.t1
OG0005559	XP_020612497.1, XP_020612496.1	Pocillopora_acuta_HIv1_PredGene_g22202.t1, Pocillopora_acuta_HIv1_PredGene_g27247.t1
OG0005560	XP_020610405.1	Pocillopora_acuta_HIv1_PredGene_g553.t1, Pocillopora_acuta_HIv1_PredGene_g2662.t1, Pocillopora_acuta_HIv1_PredGene_15925_t, Pocillopora_acuta_HIv1_PredGene_3713_t
OG0005561	XP_020610660.1	Pocillopora_acuta_HIv1_PredGene_19229_t, Pocillopora_acuta_HIv1_PredGene_g23792.t1
OG0005562	XP_020626354.1	Pocillopora_acuta_HIv1_PredGene_g17613.t1, Pocillopora_acuta_HIv1_PredGene_1834_t
OG0005563	XP_020625910.1	Pocillopora_acuta_HIv1_PredGene_g10292.t1
OG0005564	XP_020614559.1, XP_020614560.1	Pocillopora_acuta_HIv1_PredGene_3219_t, Pocillopora_acuta_HIv1_PredGene_g9042.t1
OG0005565	XP_020624026.1	Pocillopora_acuta_HIv1_PredGene_7389_t, Pocillopora_acuta_HIv1_PredGene_g25541.t1, Pocillopora_acuta_HIv1_PredGene_g25541.t2
OG0005566	XP_020613280.1, XP_020613281.1	Pocillopora_acuta_HIv1_PredGene_g23817.t1
OG0005567	XP_020613803.1, XP_020613805.1	Pocillopora_acuta_HIv1_PredGene_g7580.t1, Pocillopora_acuta_HIv1_PredGene_g7580.t2
OG0005568	XP_020613793.1	Pocillopora_acuta_HIv1_PredGene_g7560.t1, Pocillopora_acuta_HIv1_PredGene_544_t
OG0005569	XP_020621637.1, XP_020621759.1	Pocillopora_acuta_HIv1_PredGene_g13003.t1
OG0005570	XP_020630555.1, XP_020630553.1	Pocillopora_acuta_HIv1_PredGene_g4484.t1, Pocillopora_acuta_HIv1_PredGene_g25774.t1
OG0005571	XP_020630552.1	Pocillopora_acuta_HIv1_PredGene_g25776.t1, Pocillopora_acuta_HIv1_PredGene_4695_t, Pocillopora_acuta_HIv1_PredGene_g4486.t1
OG0005573	XP_020612318.1	Pocillopora_acuta_HIv1_PredGene_g7810.t1
OG0005574	XP_020603393.1, XP_020603394.1	Pocillopora_acuta_HIv1_PredGene_g15779.t1, Pocillopora_acuta_HIv1_PredGene_g15779.t2
OG0005575	XP_020603659.1, XP_020603657.1, XP_020603658.1	Pocillopora_acuta_HIv1_PredGene_g15782.t1
OG0005576	XP_020626840.1	Pocillopora_acuta_HIv1_PredGene_g26645.t1, Pocillopora_acuta_HIv1_PredGene_g1712.t1
OG0005577	XP_020627989.1, XP_020628116.1	Pocillopora_acuta_HIv1_PredGene_g25014.t1
OG0005578	XP_020622217.1	Pocillopora_acuta_HIv1_PredGene_g23551.t1, Pocillopora_acuta_HIv1_PredGene_g16876.t1
OG0005579	XP_020632022.1	Pocillopora_acuta_HIv1_PredGene_g23903.t1, Pocillopora_acuta_HIv1_PredGene_g23902.t1
OG0005580	XP_020615093.1	Pocillopora_acuta_HIv1_PredGene_g28339.t1, Pocillopora_acuta_HIv1_PredGene_g26136.t1, Pocillopora_acuta_HIv1_PredGene_21921_t
OG0005582	XP_020614728.1	Pocillopora_acuta_HIv1_PredGene_g27419.t1, Pocillopora_acuta_HIv1_PredGene_g31111.t1
