Orthogroup	Mcavernosa.maker.proteins	GCF_002042975.1_ofav_dov_v1_protein
OG0006180	Mcavernosa27082-RA, Mcavernosa27080-RA	XP_020606585.1
OG0006181	Mcavernosa22296-RA	XP_020602697.1
OG0006182	Mcavernosa09718-RA	XP_020607456.1
OG0006183	Mcavernosa03784-RA	XP_020614934.1
OG0006184	Mcavernosa05259-RA	XP_020617027.1
OG0006185	Mcavernosa05260-RA	XP_020617026.1
OG0006186	Mcavernosa05237-RA	XP_020617041.1, XP_020617040.1
OG0006187	Mcavernosa28507-RA	XP_020609577.1
OG0006188	Mcavernosa19009-RA	XP_020608550.1
OG0006190	Mcavernosa14058-RA	XP_020614178.1
OG0006191	Mcavernosa30557-RA	XP_020614261.1
OG0006191	Mcavernosa30558-RA	XP_020614264.1
OG0006193	Mcavernosa01006-RA	XP_020622296.1
OG0006194	Mcavernosa30164-RA	XP_020608642.1, XP_020608641.1
OG0006195	Mcavernosa06395-RA	XP_020631527.1, XP_020631528.1
OG0006196	Mcavernosa25780-RA	XP_020625669.1, XP_020625717.1
OG0006197	Mcavernosa02915-RA	XP_020609384.1
OG0006198	Mcavernosa02908-RA	XP_020600732.1, XP_020600733.1
OG0006199	Mcavernosa20115-RA, Mcavernosa20113-RA	XP_020608611.1
OG0006200	Mcavernosa30079-RA, Mcavernosa23085-RA, Mcavernosa30076-RA	XP_020608968.1
OG0006201	Mcavernosa09734-RA	XP_020607515.1
OG0006202	Mcavernosa09729-RA	XP_020607462.1
OG0006203	Mcavernosa19462-RA	XP_020625810.1
OG0006204	Mcavernosa27494-RA, Mcavernosa27724-RA	XP_020625800.1, XP_020625801.1
OG0006205	Mcavernosa18430-RA	XP_020609072.1
OG0006206	Mcavernosa20942-RA	XP_020620544.1
OG0006207	Mcavernosa28483-RA	XP_020622924.1, XP_020622926.1, XP_020622925.1
OG0006208	Mcavernosa14360-RA, Mcavernosa14364-RA, Mcavernosa14369-RA	XP_020605190.1
OG0006209	Mcavernosa02350-RA	XP_020623249.1, XP_020627558.1
OG0006210	Mcavernosa25159-RA	XP_020621883.1
OG0006211	Mcavernosa22209-RA, Mcavernosa22208-RA, Mcavernosa22210-RA	XP_020602928.1
OG0006212	Mcavernosa05344-RA	XP_020632266.1
OG0006213	Mcavernosa19546-RA, Mcavernosa19545-RA	XP_020602308.1, XP_020602307.1
OG0006215	Mcavernosa20355-RA	XP_020607526.1, XP_020607528.1
OG0006216	Mcavernosa20359-RA	XP_020607494.1, XP_020607493.1
OG0006217	Mcavernosa23394-RA, Mcavernosa15473-RA	XP_020606636.1
OG0006219	Mcavernosa05078-RA	XP_020628056.1
OG0006220	Mcavernosa24068-RA	XP_020628081.1
OG0006221	Mcavernosa03610-RA	XP_020628029.1
OG0006222	Mcavernosa00890-RA	XP_020619529.1, XP_020619531.1, XP_020619530.1
OG0006224	Mcavernosa00686-RA	XP_020623959.1
OG0006224	Mcavernosa00684-RA	XP_020623957.1
OG0006225	Mcavernosa26343-RA, Mcavernosa26345-RA	XP_020602502.1, XP_020602501.1
OG0006226	Mcavernosa31918-RA, Mcavernosa31917-RA	XP_020602528.1, XP_020602527.1
OG0006227	Mcavernosa31924-RA, Mcavernosa31923-RA	XP_020602563.1
OG0006228	Mcavernosa16836-RA	XP_020600538.1, XP_020600539.1, XP_020600540.1
OG0006229	Mcavernosa02187-RA	XP_020619822.1
OG0006230	Mcavernosa13430-RA	XP_020614886.1
OG0006231	Mcavernosa08830-RA, Mcavernosa08827-RA	XP_020613402.1
OG0006232	Mcavernosa16061-RA	XP_020618532.1, XP_020618534.1, XP_020618533.1
OG0006233	Mcavernosa16053-RA	XP_020618545.1, XP_020618546.1
OG0006234	Mcavernosa11927-RA	XP_020606516.1, XP_020606517.1
OG0006235	Mcavernosa21493-RA	XP_020615397.1
OG0006236	Mcavernosa15285-RA	XP_020606175.1
OG0006237	Mcavernosa21189-RA	XP_020610658.1, XP_020610657.1
OG0006238	Mcavernosa14500-RA	XP_020623743.1, XP_020623744.1
OG0006239	Mcavernosa18681-RA	XP_020624895.1
OG0006242	Mcavernosa10005-RA	XP_020610355.1
OG0006243	Mcavernosa24817-RA, Mcavernosa24811-RA	XP_020610332.1
OG0006244	Mcavernosa28376-RA	XP_020617375.1, XP_020617369.1, XP_020617370.1
OG0006245	Mcavernosa28368-RA	XP_020617357.1, XP_020617358.1, XP_020617359.1
OG0006246	Mcavernosa28391-RA	XP_020602393.1, XP_020602394.1
OG0006247	Mcavernosa34253-RA	XP_020611433.1
OG0006248	Mcavernosa19486-RA	XP_020630086.1, XP_020630087.1
OG0006249	Mcavernosa13922-RA	XP_020631708.1, XP_020631709.1, XP_020631710.1
OG0006250	Mcavernosa13915-RA	XP_020631703.1
OG0006252	Mcavernosa35164-RA, Mcavernosa03563-RA	XP_020606774.1
OG0006253	Mcavernosa01884-RA, Mcavernosa22291-RA	XP_020602479.1
OG0006254	Mcavernosa17549-RA	XP_020609723.1
OG0006255	Mcavernosa01259-RA	XP_020601247.1, XP_020601246.1
OG0006256	Mcavernosa10543-RA	XP_020609335.1
OG0006257	Mcavernosa29733-RA	XP_020600778.1
OG0006258	Mcavernosa16788-RA	XP_020601561.1, XP_020601559.1
OG0006260	Mcavernosa19536-RA	XP_020613116.1, XP_020613115.1
OG0006261	Mcavernosa04401-RA	XP_020626678.1
OG0006262	Mcavernosa04400-RA	XP_020626679.1
OG0006263	Mcavernosa04402-RA	XP_020605532.1, XP_020605531.1
OG0006264	Mcavernosa01899-RA	XP_020602070.1
OG0006265	Mcavernosa17225-RA	XP_020622607.1, XP_020622606.1
OG0006266	Mcavernosa15912-RA	XP_020607086.1
OG0006267	Mcavernosa01691-RA	XP_020618205.1
OG0006268	Mcavernosa00287-RA	XP_020624925.1, XP_020624915.1
OG0006269	Mcavernosa05294-RA	XP_020619782.1, XP_020619783.1
OG0006270	Mcavernosa14334-RA	XP_020619795.1, XP_020619766.1
OG0006271	Mcavernosa29891-RA	XP_020622853.1
OG0006272	Mcavernosa06758-RA	XP_020605601.1
OG0006274	Mcavernosa03334-RA, Mcavernosa03332-RA	XP_020618474.1, XP_020618475.1
OG0006275	Mcavernosa03312-RA, Mcavernosa03310-RA	XP_020618437.1
OG0006276	Mcavernosa05145-RA	XP_020607950.1, XP_020607958.1
OG0006277	Mcavernosa12114-RA	XP_020618682.1
OG0006278	Mcavernosa33006-RA	XP_020618555.1
OG0006279	Mcavernosa20803-RA	XP_020618571.1
OG0006280	Mcavernosa31100-RA, Mcavernosa31098-RA	XP_020602106.1
OG0006281	Mcavernosa27106-RA	XP_020628223.1
OG0006282	Mcavernosa30996-RA	XP_020625443.1
OG0006283	Mcavernosa02834-RA	XP_020614695.1, XP_020614533.1
OG0006284	Mcavernosa20870-RA	XP_020632496.1
OG0006286	Mcavernosa07358-RA	XP_020630948.1, XP_020630947.1
OG0006287	Mcavernosa30893-RA	XP_020602768.1, XP_020602767.1
OG0006288	Mcavernosa30897-RA	XP_020602761.1, XP_020602762.1
OG0006289	Mcavernosa20076-RA	XP_020611771.1, XP_020611769.1, XP_020611770.1
OG0006290	Mcavernosa06861-RA	XP_020601039.1
OG0006291	Mcavernosa24460-RA	XP_020604050.1
OG0006292	Mcavernosa12211-RA	XP_020612095.1, XP_020612094.1
OG0006293	Mcavernosa16802-RA	XP_020617470.1
OG0006294	Mcavernosa05564-RA	XP_020632941.1, XP_020632940.1
OG0006295	Mcavernosa16800-RA	XP_020617456.1
OG0006296	Mcavernosa06902-RA, Mcavernosa06909-RA, Mcavernosa06904-RA	XP_020622818.1
OG0006297	Mcavernosa16130-RA	XP_020606306.1
OG0006298	Mcavernosa24989-RA	XP_020626962.1
OG0006299	Mcavernosa29652-RA	XP_020602338.1, XP_020602387.1
OG0006300	Mcavernosa15836-RA	XP_020625913.1
OG0006301	Mcavernosa31816-RA	XP_020621985.1
OG0006303	Mcavernosa20860-RA	XP_020608237.1
OG0006305	Mcavernosa24523-RA	XP_020623859.1, XP_020623724.1
OG0006306	Mcavernosa20565-RA	XP_020623862.1
OG0006307	Mcavernosa06257-RA	XP_020625664.1, XP_020624819.1
OG0006308	Mcavernosa06255-RA	XP_020624417.1
OG0006309	Mcavernosa13480-RA	XP_020616769.1
OG0006311	Mcavernosa21059-RA	XP_020617986.1, XP_020617985.1
OG0006311	Mcavernosa21060-RA	XP_020617989.1
OG0006312	Mcavernosa24849-RA	XP_020622103.1
OG0006312	Mcavernosa24284-RA	XP_020622107.1
OG0006313	Mcavernosa10731-RA	XP_020614908.1, XP_020614909.1
OG0006314	Mcavernosa28649-RA	XP_020616103.1
OG0006315	Mcavernosa10377-RA	XP_020616145.1, XP_020616144.1, XP_020616146.1
OG0006316	Mcavernosa00092-RA, Mcavernosa00091-RA	XP_020603574.1
OG0006317	Mcavernosa21259-RA, Mcavernosa21263-RA	XP_020603567.1, XP_020603565.1
OG0006318	Mcavernosa00077-RA	XP_020603522.1
OG0006319	Mcavernosa13248-RA	XP_020614654.1, XP_020614699.1
OG0006321	Mcavernosa34300-RA	XP_020601126.1
OG0006322	Mcavernosa16979-RA	XP_020604687.1, XP_020604688.1, XP_020604689.1
OG0006323	Mcavernosa07127-RA	XP_020624303.1
OG0006324	Mcavernosa24001-RA	XP_020629700.1
OG0006327	Mcavernosa07802-RA, Mcavernosa07801-RA	XP_020604404.1
OG0006328	Mcavernosa24642-RA	XP_020603065.1
OG0006329	Mcavernosa13187-RA	XP_020603004.1
OG0006330	Mcavernosa10368-RA	XP_020623927.1, XP_020623944.1
OG0006331	Mcavernosa20827-RA	XP_020628958.1
OG0006332	Mcavernosa01984-RA	XP_020611660.1, XP_020611661.1
OG0006333	Mcavernosa01983-RA	XP_020611676.1, XP_020611675.1, XP_020611662.1
OG0006335	Mcavernosa00845-RA	XP_020620316.1, XP_020601564.1
OG0006336	Mcavernosa34741-RA, Mcavernosa00851-RA	XP_020601562.1, XP_020601563.1
OG0006337	Mcavernosa31036-RA, Mcavernosa31032-RA	XP_020604456.1
OG0006338	Mcavernosa19455-RA	XP_020625481.1
OG0006340	Mcavernosa23054-RA	XP_020626433.1, XP_020626239.1, XP_020626230.1
OG0006342	Mcavernosa10620-RA	XP_020622808.1
OG0006343	Mcavernosa15015-RA	XP_020609801.1
OG0006344	Mcavernosa07278-RA	XP_020610213.1
OG0006348	Mcavernosa09905-RA	XP_020603644.1, XP_020603747.1, XP_020603748.1
OG0006349	Mcavernosa13068-RA	XP_020616610.1
OG0006350	Mcavernosa06536-RA	XP_020629808.1
OG0006351	Mcavernosa31214-RA	XP_020625576.1
OG0006352	Mcavernosa19892-RA	XP_020616142.1
OG0006353	Mcavernosa02069-RA, Mcavernosa02064-RA	XP_020628496.1
OG0006354	Mcavernosa00174-RA, Mcavernosa00173-RA	XP_020625046.1
OG0006356	Mcavernosa06248-RA	XP_020625763.1
OG0006357	Mcavernosa00021-RA	XP_020611313.1
OG0006358	Mcavernosa05675-RA	XP_020611292.1, XP_020611291.1, XP_020611266.1
OG0006359	Mcavernosa05669-RA	XP_020611333.1, XP_020611335.1, XP_020611332.1
OG0006360	Mcavernosa33027-RA	XP_020609629.1
OG0006362	Mcavernosa06296-RA	XP_020621699.1
OG0006363	Mcavernosa15221-RA, Mcavernosa15225-RA	XP_020616108.1
OG0006364	Mcavernosa13272-RA	XP_020629671.1, XP_020629672.1
OG0006365	Mcavernosa20578-RA	XP_020621454.1, XP_020621455.1
OG0006366	Mcavernosa00032-RA	XP_020603420.1, XP_020603421.1
OG0006367	Mcavernosa21276-RA	XP_020603491.1
OG0006368	Mcavernosa13284-RA, Mcavernosa14250-RA, Mcavernosa13286-RA	XP_020615977.1
OG0006369	Mcavernosa33875-RA, Mcavernosa13009-RA, Mcavernosa32581-RA	XP_020606263.1
OG0006370	Mcavernosa14918-RA	XP_020631105.1, XP_020631060.1
OG0006371	Mcavernosa14971-RA, Mcavernosa14972-RA	XP_020612651.1
OG0006372	Mcavernosa09201-RA	XP_020630961.1, XP_020630964.1
OG0006373	Mcavernosa09207-RA	XP_020631003.1
OG0006374	Mcavernosa17885-RA	XP_020618428.1, XP_020607556.1
OG0006375	Mcavernosa07275-RA	XP_020610200.1
OG0006376	Mcavernosa09546-RA	XP_020607993.1
OG0006377	Mcavernosa04840-RA	XP_020616032.1
OG0006378	Mcavernosa12780-RA	XP_020616018.1, XP_020616030.1
OG0006379	Mcavernosa15210-RA, Mcavernosa15211-RA	XP_020616236.1
OG0006380	Mcavernosa15218-RA	XP_020616219.1
OG0006381	Mcavernosa28742-RA	XP_020609509.1, XP_020609510.1
OG0006382	Mcavernosa34261-RA	XP_020609557.1
OG0006385	Mcavernosa25427-RA, Mcavernosa25420-RA	XP_020610673.1
OG0006386	Mcavernosa25413-RA	XP_020602305.1, XP_020602367.1, XP_020602475.1
OG0006387	Mcavernosa25425-RA	XP_020610677.1, XP_020610676.1
OG0006388	Mcavernosa01502-RA	XP_020631894.1
OG0006389	Mcavernosa01507-RA	XP_020601683.1
OG0006390	Mcavernosa07779-RA	XP_020600899.1
OG0006391	Mcavernosa26884-RA	XP_020626945.1
OG0006392	Mcavernosa09359-RA	XP_020614789.1
OG0006393	Mcavernosa15387-RA	XP_020621210.1
OG0006394	Mcavernosa21285-RA, Mcavernosa18082-RA	XP_020632595.1
OG0006394	Mcavernosa18081-RA	XP_020632593.1
OG0006395	Mcavernosa20805-RA	XP_020604161.1
OG0006395	Mcavernosa20806-RA	XP_020604110.1
OG0006397	Mcavernosa00407-RA, Mcavernosa00406-RA	XP_020624663.1
OG0006399	Mcavernosa00349-RA	XP_020624644.1, XP_020624788.1
OG0006400	Mcavernosa19870-RA	XP_020616212.1
OG0006401	Mcavernosa26491-RA	XP_020608775.1, XP_020608776.1
OG0006402	Mcavernosa22558-RA	XP_020607225.1, XP_020607226.1
OG0006403	Mcavernosa09493-RA, Mcavernosa09494-RA	XP_020617330.1, XP_020617328.1
OG0006404	Mcavernosa15988-RA	XP_020620006.1
OG0006405	Mcavernosa13096-RA, Mcavernosa13100-RA	XP_020631102.1
OG0006406	Mcavernosa16568-RA	XP_020619123.1, XP_020619124.1
OG0006407	Mcavernosa22594-RA	XP_020631198.1, XP_020631197.1
OG0006408	Mcavernosa02061-RA	XP_020628478.1, XP_020628479.1
OG0006409	Mcavernosa14132-RA	XP_020627928.1
OG0006410	Mcavernosa19369-RA, Mcavernosa31329-RA	XP_020626563.1
OG0006411	Mcavernosa31328-RA	XP_020626653.1
OG0006412	Mcavernosa11614-RA	XP_020627988.1
OG0006413	Mcavernosa27668-RA	XP_020608694.1
OG0006414	Mcavernosa02874-RA, Mcavernosa02876-RA	XP_020627702.1
OG0006415	Mcavernosa09240-RA	XP_020620333.1
OG0006416	Mcavernosa19029-RA	XP_020620023.1, XP_020620013.1
OG0006418	Mcavernosa09237-RA	XP_020607886.1
OG0006419	Mcavernosa18353-RA, Mcavernosa26056-RA	XP_020609134.1
OG0006420	Mcavernosa18350-RA	XP_020608386.1
OG0006421	Mcavernosa08994-RA	XP_020624131.1, XP_020624129.1, XP_020624123.1, XP_020624124.1
OG0006422	Mcavernosa22278-RA, Mcavernosa30630-RA	XP_020617397.1
OG0006423	Mcavernosa22271-RA	XP_020617405.1
OG0006425	Mcavernosa21960-RA	XP_020601295.1, XP_020601296.1
OG0006426	Mcavernosa12925-RA	XP_020608388.1
OG0006427	Mcavernosa12928-RA	XP_020608393.1, XP_020608392.1
OG0006428	Mcavernosa31500-RA	XP_020601498.1
OG0006429	Mcavernosa21375-RA	XP_020628107.1, XP_020628105.1
OG0006430	Mcavernosa10520-RA	XP_020601241.1, XP_020601232.1
OG0006431	Mcavernosa16339-RA	XP_020623224.1
OG0006432	Mcavernosa16329-RA	XP_020623232.1
OG0006433	Mcavernosa24241-RA	XP_020609869.1
OG0006434	Mcavernosa27319-RA	XP_020617228.1, XP_020617167.1
OG0006435	Mcavernosa06175-RA	XP_020627238.1
OG0006436	Mcavernosa05001-RA	XP_020619955.1
OG0006436	Mcavernosa04996-RA, Mcavernosa04995-RA	XP_020619956.1, XP_020619954.1
OG0006437	Mcavernosa12310-RA	XP_020612007.1, XP_020612006.1, XP_020612009.1
OG0006438	Mcavernosa12687-RA	XP_020604143.1
OG0006439	Mcavernosa12304-RA	XP_020611998.1
OG0006440	Mcavernosa24803-RA	XP_020626352.1, XP_020626275.1, XP_020626351.1
OG0006441	Mcavernosa27803-RA	XP_020601733.1
OG0006442	Mcavernosa18009-RA, Mcavernosa18010-RA, Mcavernosa18012-RA	XP_020619931.1
OG0006443	Mcavernosa30198-RA	XP_020623329.1, XP_020623325.1, XP_020623330.1
OG0006444	Mcavernosa16313-RA, Mcavernosa16314-RA	XP_020602108.1
OG0006445	Mcavernosa17596-RA	XP_020608060.1
OG0006446	Mcavernosa04962-RA, Mcavernosa04959-RA	XP_020606453.1
OG0006447	Mcavernosa31355-RA, Mcavernosa31354-RA	XP_020601843.1
OG0006448	Mcavernosa31359-RA, Mcavernosa31358-RA	XP_020616341.1, XP_020616340.1
OG0006449	Mcavernosa07235-RA	XP_020613225.1, XP_020613224.1
OG0006450	Mcavernosa16757-RA	XP_020628168.1, XP_020628169.1, XP_020628170.1
OG0006451	Mcavernosa22565-RA, Mcavernosa22564-RA	XP_020607240.1
OG0006452	Mcavernosa09414-RA	XP_020623768.1
OG0006453	Mcavernosa09418-RA	XP_020623785.1, XP_020623784.1, XP_020623786.1
OG0006454	Mcavernosa30693-RA	XP_020625642.1
OG0006455	Mcavernosa19450-RA	XP_020606260.1, XP_020606261.1, XP_020606262.1
OG0006456	Mcavernosa09864-RA, Mcavernosa19449-RA	XP_020606225.1
OG0006457	Mcavernosa10400-RA	XP_020616118.1
OG0006458	Mcavernosa10395-RA	XP_020616079.1
OG0006459	Mcavernosa29031-RA	XP_020615183.1, XP_020615184.1
OG0006460	Mcavernosa09217-RA	XP_020630990.1, XP_020630992.1
OG0006461	Mcavernosa26558-RA, Mcavernosa26560-RA	XP_020629309.1
OG0006462	Mcavernosa10264-RA	XP_020610590.1
OG0006463	Mcavernosa06686-RA	XP_020627308.1
OG0006464	Mcavernosa33144-RA, Mcavernosa17695-RA	XP_020617416.1
OG0006465	Mcavernosa34285-RA, Mcavernosa16804-RA	XP_020617471.1
OG0006466	Mcavernosa28418-RA	XP_020620574.1
OG0006467	Mcavernosa27580-RA	XP_020605018.1
OG0006468	Mcavernosa22323-RA	XP_020628801.1
OG0006469	Mcavernosa09322-RA	XP_020624736.1, XP_020624735.1
OG0006470	Mcavernosa15816-RA	XP_020607472.1
OG0006471	Mcavernosa08065-RA	XP_020631477.1, XP_020631595.1
OG0006472	Mcavernosa19897-RA	XP_020616104.1, XP_020616105.1
OG0006473	Mcavernosa16681-RA	XP_020617702.1, XP_020617701.1
OG0006474	Mcavernosa17374-RA	XP_020611798.1
OG0006476	Mcavernosa10205-RA	XP_020615314.1, XP_020615331.1
OG0006477	Mcavernosa10529-RA	XP_020607720.1, XP_020607719.1
OG0006479	Mcavernosa24482-RA	XP_020604021.1
OG0006480	Mcavernosa24483-RA	XP_020604026.1
OG0006482	Mcavernosa03945-RA	XP_020623067.1, XP_020623068.1
OG0006483	Mcavernosa33000-RA	XP_020621104.1
OG0006484	Mcavernosa12869-RA	XP_020627599.1, XP_020627595.1
OG0006485	Mcavernosa01800-RA	XP_020611246.1, XP_020611247.1
OG0006486	Mcavernosa16873-RA	XP_020630738.1
OG0006487	Mcavernosa34001-RA, Mcavernosa06807-RA, Mcavernosa06814-RA	XP_020623518.1
OG0006488	Mcavernosa32473-RA	XP_020623415.1, XP_020623414.1
OG0006489	Mcavernosa32503-RA	XP_020623532.1
OG0006490	Mcavernosa22534-RA	XP_020613867.1
OG0006490	Mcavernosa22538-RA	XP_020613546.1
OG0006491	Mcavernosa11041-RA	XP_020614671.1
OG0006492	Mcavernosa16360-RA	XP_020629310.1, XP_020629311.1
OG0006493	Mcavernosa16365-RA	XP_020629313.1, XP_020629312.1
OG0006494	Mcavernosa24891-RA	XP_020632123.1
OG0006495	Mcavernosa13486-RA	XP_020622921.1
OG0006496	Mcavernosa01756-RA	XP_020612867.1, XP_020612865.1, XP_020612866.1
OG0006498	Mcavernosa15601-RA	XP_020612499.1
OG0006500	Mcavernosa13425-RA	XP_020614861.1, XP_020614863.1, XP_020614862.1
OG0006501	Mcavernosa13779-RA	XP_020618960.1, XP_020619069.1
OG0006503	Mcavernosa11123-RA	XP_020616821.1
OG0006504	Mcavernosa15246-RA	XP_020606691.1, XP_020606690.1
OG0006505	Mcavernosa02143-RA	XP_020619943.1
OG0006506	Mcavernosa02233-RA	XP_020612678.1
OG0006507	Mcavernosa18595-RA	XP_020603297.1
OG0006508	Mcavernosa12682-RA	XP_020607946.1
OG0006509	Mcavernosa21713-RA	XP_020621292.1
OG0006510	Mcavernosa11863-RA	XP_020612497.1, XP_020612496.1
OG0006512	Mcavernosa02271-RA	XP_020610660.1
OG0006513	Mcavernosa13835-RA	XP_020604535.1
OG0006514	Mcavernosa28243-RA	XP_020621800.1
OG0006515	Mcavernosa18500-RA, Mcavernosa18498-RA	XP_020632366.1
OG0006516	Mcavernosa05901-RA	XP_020626354.1
OG0006517	Mcavernosa20784-RA	XP_020612570.1
OG0006518	Mcavernosa19701-RA	XP_020626020.1
OG0006519	Mcavernosa04868-RA	XP_020625910.1
OG0006520	Mcavernosa06080-RA	XP_020614646.1, XP_020614647.1, XP_020614648.1, XP_020614645.1
OG0006521	Mcavernosa11949-RA	XP_020630245.1
OG0006522	Mcavernosa16020-RA	XP_020613706.1
OG0006523	Mcavernosa29771-RA	XP_020613710.1, XP_020613709.1
OG0006524	Mcavernosa29774-RA	XP_020613803.1, XP_020613805.1
OG0006525	Mcavernosa31719-RA	XP_020613793.1
OG0006526	Mcavernosa28656-RA	XP_020621759.1
OG0006526	Mcavernosa28655-RA	XP_020621637.1
OG0006528	Mcavernosa25088-RA	XP_020613409.1
OG0006529	Mcavernosa30559-RA, Mcavernosa14063-RA	XP_020614321.1
OG0006530	Mcavernosa12667-RA	XP_020630555.1, XP_020630553.1
OG0006531	Mcavernosa12664-RA	XP_020630552.1
OG0006532	Mcavernosa09666-RA, Mcavernosa09671-RA, Mcavernosa09667-RA	XP_020627860.1
OG0006533	Mcavernosa16413-RA, Mcavernosa16414-RA	XP_020612318.1
OG0006534	Mcavernosa09573-RA	XP_020603393.1, XP_020603394.1
OG0006535	Mcavernosa09571-RA	XP_020603659.1, XP_020603657.1, XP_020603658.1
OG0006536	Mcavernosa07066-RA	XP_020627989.1
OG0006537	Mcavernosa30254-RA	XP_020615093.1
OG0006539	Mcavernosa00189-RA	XP_020611507.1
OG0006540	Mcavernosa12299-RA	XP_020617943.1, XP_020617942.1, XP_020617944.1
OG0006541	Mcavernosa01069-RA	XP_020622288.1
OG0006542	Mcavernosa16546-RA	XP_020618398.1
OG0006543	Mcavernosa10899-RA	XP_020612038.1
OG0006545	Mcavernosa09628-RA	XP_020629202.1
OG0006546	Mcavernosa09629-RA	XP_020629204.1
OG0006547	Mcavernosa09630-RA	XP_020629201.1
OG0006548	Mcavernosa05780-RA	XP_020626863.1
OG0006549	Mcavernosa26729-RA	XP_020606942.1
OG0006550	Mcavernosa14808-RA, Mcavernosa14805-RA	XP_020606892.1
OG0006551	Mcavernosa28770-RA	XP_020609545.1
OG0006552	Mcavernosa28753-RA	XP_020609528.1, XP_020609527.1
OG0006553	Mcavernosa10838-RA, Mcavernosa10837-RA	XP_020622638.1
OG0006554	Mcavernosa10840-RA	XP_020622673.1
OG0006556	Mcavernosa06863-RA	XP_020601052.1
OG0006557	Mcavernosa17939-RA	XP_020603749.1
OG0006557	Mcavernosa17951-RA	XP_020603676.1
OG0006558	Mcavernosa02870-RA, Mcavernosa02869-RA	XP_020627841.1
OG0006559	Mcavernosa02138-RA	XP_020618074.1
OG0006560	Mcavernosa15617-RA	XP_020605356.1, XP_020605357.1
OG0006561	Mcavernosa32644-RA, Mcavernosa17984-RA	XP_020605438.1, XP_020605439.1
OG0006562	Mcavernosa29508-RA	XP_020618206.1
OG0006563	Mcavernosa26877-RA, Mcavernosa16531-RA	XP_020610018.1, XP_020610020.1
OG0006564	Mcavernosa23603-RA	XP_020616629.1, XP_020616630.1, XP_020616628.1
OG0006565	Mcavernosa05111-RA, Mcavernosa29329-RA	XP_020604498.1
OG0006566	Mcavernosa05114-RA	XP_020604563.1, XP_020604564.1
OG0006567	Mcavernosa17353-RA	XP_020607014.1
OG0006568	Mcavernosa15179-RA	XP_020606930.1, XP_020606932.1
OG0006569	Mcavernosa32282-RA	XP_020630938.1
OG0006571	Mcavernosa06872-RA, Mcavernosa06875-RA	XP_020601208.1
OG0006572	Mcavernosa30952-RA	XP_020600995.1
OG0006574	Mcavernosa06053-RA, Mcavernosa06063-RA	XP_020622020.1
OG0006575	Mcavernosa14624-RA	XP_020612799.1
OG0006577	Mcavernosa03363-RA	XP_020608040.1
OG0006578	Mcavernosa03361-RA	XP_020608041.1, XP_020608044.1, XP_020608043.1
OG0006580	Mcavernosa11523-RA, Mcavernosa11522-RA	XP_020610952.1, XP_020610951.1
OG0006581	Mcavernosa11524-RA	XP_020610944.1, XP_020610945.1
OG0006582	Mcavernosa24162-RA	XP_020629836.1
OG0006583	Mcavernosa08396-RA	XP_020614427.1, XP_020629915.1
OG0006584	Mcavernosa24159-RA	XP_020629792.1, XP_020629791.1
OG0006585	Mcavernosa01525-RA	XP_020629216.1, XP_020629215.1, XP_020629214.1
OG0006586	Mcavernosa18778-RA	XP_020614538.1
OG0006587	Mcavernosa12427-RA	XP_020600747.1, XP_020600746.1
OG0006589	Mcavernosa25843-RA, Mcavernosa25845-RA, Mcavernosa25840-RA	XP_020610617.1
OG0006590	Mcavernosa26070-RA	XP_020625911.1, XP_020623657.1, XP_020623656.1
OG0006591	Mcavernosa15258-RA	XP_020606693.1
OG0006592	Mcavernosa07590-RA	XP_020626727.1, XP_020605823.1
OG0006594	Mcavernosa25941-RA	XP_020600846.1
OG0006595	Mcavernosa10112-RA, Mcavernosa10111-RA	XP_020609853.1
OG0006596	Mcavernosa32041-RA	XP_020624120.1
OG0006597	Mcavernosa11659-RA	XP_020630456.1
OG0006598	Mcavernosa11661-RA	XP_020630496.1, XP_020630497.1, XP_020630498.1
OG0006599	Mcavernosa06419-RA, Mcavernosa32585-RA	XP_020625701.1
OG0006600	Mcavernosa25884-RA, Mcavernosa25879-RA	XP_020613319.1
OG0006602	Mcavernosa32373-RA	XP_020614920.1, XP_020614911.1
OG0006603	Mcavernosa22555-RA	XP_020607251.1, XP_020607209.1
OG0006604	Mcavernosa32002-RA	XP_020609405.1
OG0006605	Mcavernosa23227-RA	XP_020629664.1, XP_020629518.1, XP_020629519.1, XP_020629663.1
OG0006606	Mcavernosa17503-RA, Mcavernosa17504-RA	XP_020615753.1
OG0006607	Mcavernosa18751-RA	XP_020626192.1, XP_020626191.1
OG0006608	Mcavernosa21445-RA	XP_020627958.1, XP_020627959.1
OG0006609	Mcavernosa15636-RA	XP_020607747.1
OG0006610	Mcavernosa15638-RA	XP_020607752.1
OG0006612	Mcavernosa18910-RA	XP_020625672.1, XP_020625673.1
OG0006613	Mcavernosa05566-RA	XP_020622631.1
OG0006614	Mcavernosa23013-RA, Mcavernosa23019-RA	XP_020627916.1
OG0006615	Mcavernosa14032-RA	XP_020615991.1, XP_020615992.1, XP_020615972.1
OG0006616	Mcavernosa34323-RA, Mcavernosa06939-RA	XP_020622740.1
OG0006617	Mcavernosa12804-RA	XP_020631361.1
OG0006617	Mcavernosa12805-RA	XP_020631360.1
OG0006618	Mcavernosa12792-RA	XP_020626801.1
OG0006619	Mcavernosa21505-RA	XP_020624926.1, XP_020624927.1
