Orthogroup	plut2v1.1.proteins	Montipora_capitata_HIv2.genes.pep
OG0002536	plut2.m8.17783.m1	Montipora_capitata_PredGene_g67822.t1
OG0002536	plut2.m8.29282.m1	Montipora_capitata_PredGene_g47026.t1
OG0002537	plut2.m8.1581.m1	Montipora_capitata_PredGene_g64731.t1
OG0002537	plut2.m8.3289.m1	Montipora_capitata_PredGene_g64733.t1
OG0002538	plut2.m8.1440.m1	Montipora_capitata_PredGene_g54910.t1, Montipora_capitata_PredGene_g54909.t1
OG0002539	plut2.m8.14134.m1, plut2.m8.14262.m1	Montipora_capitata_PredGene_g2224.t1, Montipora_capitata_PredGene_adi2mcaRNA29787_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA29787_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA29787_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA29787_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA29787_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA29787_R6.t1
OG0002540	plut2.m8.1193.m1	Montipora_capitata_PredGene_g64820.t1, Montipora_capitata_PredGene_g13802.t1, Montipora_capitata_PredGene_g64837.t1, Montipora_capitata_PredGene_g21560.t1, Montipora_capitata_PredGene_g51778.t1, Montipora_capitata_PredGene_g166.t1, Montipora_capitata_PredGene_g13288.t1, Montipora_capitata_PredGene_g31365.t1
OG0002541	plut2.m8.6137.m1	Montipora_capitata_PredGene_adi2mcaRNA16590_R0.t1
OG0002543	plut2.m8.26931.m1	Montipora_capitata_PredGene_g45338.t1
OG0002544	plut2.m8.5237.m1, plut2.m8.18123.m1, plut2.m8.18133.m1	Montipora_capitata_PredGene_g27862.t1
OG0002545	plut2.m8.23924.m1, plut2.m8.22433.m1	Montipora_capitata_PredGene_adi2mcaRNA29460_R0.t1
OG0002545	plut2.m8.23923.m1	Montipora_capitata_PredGene_adi2mcaRNA16471_R0.t1
OG0002546	jamg1.model.Sc0000470.13	Montipora_capitata_PredGene_g61755.t1
OG0002547	plut2.m8.6674.m1	Montipora_capitata_PredGene_g32976.t1
OG0002548	plut2.m8.32383.m1	Montipora_capitata_PredGene_g60346.t1
OG0002549	plut2.m8.24556.m1	Montipora_capitata_PredGene_adi2mcaRNA41270_R9.t1, Montipora_capitata_PredGene_g54149.t1, Montipora_capitata_PredGene_g24591.t1, Montipora_capitata_PredGene_g41801.t1
OG0002550	plut2.m8.4061.m1	Montipora_capitata_PredGene_g66993.t1, Montipora_capitata_PredGene_g15948.t1, Montipora_capitata_PredGene_g50068.t1, Montipora_capitata_PredGene_g50077.t1, Montipora_capitata_PredGene_g66983.t1, Montipora_capitata_PredGene_g50091.t1
OG0002551	plut2.m8.7672.m1	Montipora_capitata_PredGene_g23185.t1, Montipora_capitata_PredGene_g71491.t1, Montipora_capitata_PredGene_adi2mcaRNA30971_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA30971_R7.t1
OG0002553	plut2.m8.12252.m1	Montipora_capitata_PredGene_g39613.t1
OG0002553	plut2.m8.18488.m1	Montipora_capitata_PredGene_g35103.t1
OG0002554	plut2.m8.14628.m1, plut2.m8.14629.m1	Montipora_capitata_PredGene_g50768.t1
OG0002555	plut2.m8.315.m1	Montipora_capitata_PredGene_g28065.t1
OG0002556	jamg1.model.Sc0000035.9	Montipora_capitata_PredGene_g32334.t1
OG0002557	plut2.m8.799.m1	Montipora_capitata_PredGene_g67245.t1
OG0002558	plut2.m8.11658.m1	Montipora_capitata_PredGene_adi2mcaRNA27212_R2.t1
OG0002559	jamg1.model.Sc0000258.20, jamg1.model.Sc0000728.9, jamg1.model.xfSc0000206.3	Montipora_capitata_PredGene_g25570.t1, Montipora_capitata_PredGene_g90.t1, Montipora_capitata_PredGene_g31920.t1, Montipora_capitata_PredGene_g26518.t1, Montipora_capitata_PredGene_g49356.t1, Montipora_capitata_PredGene_g13191.t1
OG0002560	jamg1.model.Sc0000064.40	Montipora_capitata_PredGene_g28547.t1
OG0002561	plut2.m8.8977.m1, plut2.m8.9194.m1	Montipora_capitata_PredGene_g43807.t1
OG0002562	plut2.m8.17257.m1	Montipora_capitata_PredGene_g32112.t1
OG0002563	plut2.m8.15459.m1, plut2.m8.15463.m1	Montipora_capitata_PredGene_g48536.t1
OG0002564	plut2.m8.6502.m1	Montipora_capitata_PredGene_g34503.t1
OG0002565	plut2.m8.8501.m1	Montipora_capitata_PredGene_g24069.t1, Montipora_capitata_PredGene_g24066.t1
OG0002567	plut2.m8.6049.m1	Montipora_capitata_PredGene_g36118.t1, Montipora_capitata_PredGene_g36116.t1, Montipora_capitata_PredGene_g36123.t1
OG0002568	plut2.m8.7418.m1	Montipora_capitata_PredGene_adi2mcaRNA708_R0.t1
OG0002568	plut2.m8.1664.m1	Montipora_capitata_PredGene_g52662.t1, Montipora_capitata_PredGene_g52665.t1
OG0002569	plut2.m8.5775.m1	Montipora_capitata_PredGene_adi2mcaRNA8092_R3.t1, Montipora_capitata_PredGene_g8388.t1, Montipora_capitata_PredGene_g31061.t1, Montipora_capitata_PredGene_adi2mcaRNA8091_R4.t1, Montipora_capitata_PredGene_g22036.t1, Montipora_capitata_PredGene_g22035.t1
OG0002570	plut2.m8.9809.m1	Montipora_capitata_PredGene_adi2mcaRNA33649_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA33647_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA33647_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA33647_R2.t1
OG0002571	plut2.m8.26610.m1	Montipora_capitata_PredGene_g69584.t1, Montipora_capitata_PredGene_adi2mcaRNA8204_R0.t1
OG0002572	plut2.m8.7280.m1, plut2.m8.7274.m1, plut2.m8.7275.m1, plut2.m8.7272.m1	Montipora_capitata_PredGene_g35116.t1
OG0002574	plut2.m8.4932.m1	Montipora_capitata_PredGene_g35182.t1
OG0002575	plut2.m8.19444.m1	Montipora_capitata_PredGene_g32250.t1, Montipora_capitata_PredGene_g31904.t1
OG0002576	plut2.m8.13090.m1	Montipora_capitata_PredGene_g56462.t1
OG0002577	plut2.m8.9391.m1	Montipora_capitata_PredGene_g56473.t1
OG0002577	plut2.m8.9390.m1	Montipora_capitata_PredGene_adi2mcaRNA35163_R0.t1
OG0002578	plut2.m8.11549.m1	Montipora_capitata_PredGene_adi2mcaRNA16940_R0.t1
OG0002579	plut2.m8.11274.m1, plut2.m8.11280.m1	Montipora_capitata_PredGene_g28873.t1, Montipora_capitata_PredGene_g34379.t1, Montipora_capitata_PredGene_g60976.t1, Montipora_capitata_PredGene_g33560.t1, Montipora_capitata_PredGene_g31510.t1, Montipora_capitata_PredGene_adi2mcaRNA13569_R8.t1, Montipora_capitata_PredGene_g52440.t1, Montipora_capitata_PredGene_g10700.t1
OG0002580	jamg1.model.Sc0000053.149	Montipora_capitata_PredGene_g39705.t1
OG0002582	jamg1.model.Sc0000064.97, jamg1.model.xpSc0007081.11	Montipora_capitata_PredGene_g61087.t1, Montipora_capitata_PredGene_g55255.t1, Montipora_capitata_PredGene_g47555.t1
OG0002584	plut2.m8.18589.m1, plut2.m8.18584.m1	Montipora_capitata_PredGene_adi2mcaRNA27105_R0.t1
OG0002585	plut2.m8.11887.m1	Montipora_capitata_PredGene_g7109.t1, Montipora_capitata_PredGene_g8618.t1, Montipora_capitata_PredGene_g505.t1
OG0002586	plut2.m8.13301.m1	Montipora_capitata_PredGene_g7545.t1
OG0002587	plut2.m8.26417.m1	Montipora_capitata_PredGene_g7357.t1, Montipora_capitata_PredGene_g58728.t1, Montipora_capitata_PredGene_g20285.t1, Montipora_capitata_PredGene_g20632.t1, Montipora_capitata_PredGene_g18356.t1, Montipora_capitata_PredGene_g6640.t1
OG0002591	plut2.m8.24165.m1	Montipora_capitata_PredGene_adi2mcaRNA26927_R0.t1, Montipora_capitata_PredGene_g50411.t1, Montipora_capitata_PredGene_g50412.t1
OG0002592	plut2.m8.20590.m1	Montipora_capitata_PredGene_g25202.t1
OG0002593	plut2.m8.470.m1	Montipora_capitata_PredGene_g6786.t1
OG0002594	plut2.m8.20945.m1, plut2.m8.16508.m1	Montipora_capitata_PredGene_g44052.t1, Montipora_capitata_PredGene_adi2mcaRNA1448_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA24050_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA24050_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA24050_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA24050_R1.t1
OG0002595	plut2.m8.30519.m1	Montipora_capitata_PredGene_g24360.t1
OG0002596	plut2.m8.12496.m1	Montipora_capitata_PredGene_adi2mcaRNA27714_R1.t1
OG0002597	plut2.m8.17274.m1	Montipora_capitata_PredGene_adi2mcaRNA23838_R0.t1
OG0002598	plut2.m8.25666.m1	Montipora_capitata_PredGene_g25562.t1
OG0002598	plut2.m8.3343.m1	Montipora_capitata_PredGene_adi2mcaRNA18418_R5.t1
OG0002599	plut2.m8.4867.m1, plut2.m8.16142.m1	Montipora_capitata_PredGene_adi2mcaRNA10446_R0.t1, Montipora_capitata_PredGene_g58584.t1
OG0002600	plut2.m8.22726.m1, plut2.m8.22724.m1	Montipora_capitata_PredGene_g32923.t1
OG0002601	plut2.m8.29174.m1	Montipora_capitata_PredGene_g67450.t1
OG0002602	plut2.m8.7765.m1	Montipora_capitata_PredGene_g71158.t1
OG0002603	plut2.m8.4093.m1	Montipora_capitata_PredGene_adi2mcaRNA25445_R0.t1
OG0002604	plut2.m8.8278.m1, plut2.m8.8274.m1	Montipora_capitata_PredGene_g28862.t1, Montipora_capitata_PredGene_g28858.t1, Montipora_capitata_PredGene_adi2mcaRNA35152_R0.t1, Montipora_capitata_PredGene_g28860.t1, Montipora_capitata_PredGene_g28864.t1
OG0002605	plut2.m8.4957.m1	Montipora_capitata_PredGene_g42179.t1, Montipora_capitata_PredGene_g10144.t1, Montipora_capitata_PredGene_g66586.t1
OG0002606	plut2.m8.921.m1	Montipora_capitata_PredGene_adi2mcaRNA24176_R0.t1, Montipora_capitata_PredGene_g30435.t1
OG0002607	plut2.m8.18681.m1	Montipora_capitata_PredGene_g50751.t1
OG0002609	plut2.m8.2658.m1	Montipora_capitata_PredGene_g24012.t1
OG0002609	jamg1.model.Sc0000010.95	Montipora_capitata_PredGene_g55186.t1, Montipora_capitata_PredGene_g55036.t1, Montipora_capitata_PredGene_g58154.t1, Montipora_capitata_PredGene_g58152.t1, Montipora_capitata_PredGene_g58156.t1
OG0002610	plut2.m8.24729.m1	Montipora_capitata_PredGene_g3448.t1
OG0002611	plut2.m8.7614.m1, plut2.m8.33071.m1	Montipora_capitata_PredGene_g41200.t1, Montipora_capitata_PredGene_g41202.t1
OG0002612	plut2.m8.7930.m1	Montipora_capitata_PredGene_adi2mcaRNA34896_R1.t1
OG0002613	plut2.m8.26450.m1	Montipora_capitata_PredGene_g61546.t1, Montipora_capitata_PredGene_g30801.t1
OG0002614	plut2.m8.8585.m1, plut2.m8.31303.m1, plut2.m8.8587.m1, plut2.m8.8584.m1, plut2.m8.31301.m1	Montipora_capitata_PredGene_g32270.t1
OG0002615	plut2.m8.8845.m1, plut2.m8.8846.m1, plut2.m8.8847.m1	Montipora_capitata_PredGene_g35938.t1
OG0002616	plut2.m8.22332.m1	Montipora_capitata_PredGene_adi2mcaRNA12573_R0.t1
OG0002617	plut2.m8.1197.m1	Montipora_capitata_PredGene_g57164.t1
OG0002618	plut2.m8.15485.m1	Montipora_capitata_PredGene_adi2mcaRNA36800_R0.t1
OG0002620	plut2.m8.6803.m1	Montipora_capitata_PredGene_g27149.t1
OG0002621	plut2.m8.18333.m1	Montipora_capitata_PredGene_adi2mcaRNA34569_R0.t1
OG0002622	plut2.m8.70.m1	Montipora_capitata_PredGene_g9133.t1
OG0002623	plut2.m8.11655.m1	Montipora_capitata_PredGene_g8186.t1
OG0002625	plut2.m8.31872.m1	Montipora_capitata_PredGene_g37488.t1
OG0002626	plut2.m8.16237.m1	Montipora_capitata_PredGene_g22457.t1, Montipora_capitata_PredGene_g22436.t1
OG0002627	plut2.m8.12867.m1	Montipora_capitata_PredGene_g22424.t1
OG0002627	plut2.m8.12868.m1	Montipora_capitata_PredGene_g22423.t1
OG0002628	plut2.m8.26031.m1, plut2.m8.15170.m1	Montipora_capitata_PredGene_g1629.t1, Montipora_capitata_PredGene_g2809.t1, Montipora_capitata_PredGene_g38553.t1
OG0002628	plut2.m8.20493.m1	Montipora_capitata_PredGene_g44059.t1, Montipora_capitata_PredGene_g51551.t1
OG0002629	plut2.m8.21125.m1	Montipora_capitata_PredGene_g478.t1
OG0002629	plut2.m8.21126.m1	Montipora_capitata_PredGene_g479.t1
OG0002630	plut2.m8.17044.m1, plut2.m8.17042.m1	Montipora_capitata_PredGene_g28810.t1
OG0002631	plut2.m8.1816.m1, plut2.m8.1819.m1	Montipora_capitata_PredGene_g33782.t1
OG0002632	plut2.m8.1390.m1	Montipora_capitata_PredGene_g46464.t1, Montipora_capitata_PredGene_g46465.t1
OG0002633	plut2.m8.15449.m1	Montipora_capitata_PredGene_g18687.t1
OG0002634	plut2.m8.7202.m1, plut2.m8.7205.m1	Montipora_capitata_PredGene_g55399.t1
OG0002635	plut2.m8.3728.m1, plut2.m8.3729.m1	Montipora_capitata_PredGene_adi2mcaRNA2497_R0.t1
OG0002636	plut2.m8.29262.m1	Montipora_capitata_PredGene_g10240.t1, Montipora_capitata_PredGene_g59364.t1, Montipora_capitata_PredGene_g64442.t1, Montipora_capitata_PredGene_g25591.t1, Montipora_capitata_PredGene_g20847.t1, Montipora_capitata_PredGene_g55654.t1, Montipora_capitata_PredGene_g58572.t1, Montipora_capitata_PredGene_g12712.t1, Montipora_capitata_PredGene_g31431.t1
OG0002637	plut2.m8.31085.m1	Montipora_capitata_PredGene_g22117.t1, Montipora_capitata_PredGene_g61817.t1, Montipora_capitata_PredGene_adi2mcaRNA31827_R1.t1, Montipora_capitata_PredGene_g51314.t1, Montipora_capitata_PredGene_g40450.t1, Montipora_capitata_PredGene_adi2mcaRNA25223_R8.t1, Montipora_capitata_PredGene_g11972.t1, Montipora_capitata_PredGene_g44368.t1, Montipora_capitata_PredGene_g58110.t1
OG0002639	plut2.m8.27277.m1	Montipora_capitata_PredGene_g62268.t1
OG0002640	plut2.m8.33185.m1, plut2.m8.476.m1	Montipora_capitata_PredGene_adi2mcaRNA5951_R0.t1, Montipora_capitata_PredGene_g51944.t1, Montipora_capitata_PredGene_g2274.t1
OG0002642	plut2.m8.23118.m1	Montipora_capitata_PredGene_g47101.t1, Montipora_capitata_PredGene_g26409.t1, Montipora_capitata_PredGene_adi2mcaRNA2401_R0.t1, Montipora_capitata_PredGene_g26406.t1
OG0002643	plut2.m8.18424.m1	Montipora_capitata_PredGene_g60907.t1
OG0002644	plut2.m8.1395.m1	Montipora_capitata_PredGene_g62083.t1, Montipora_capitata_PredGene_adi2mcaRNA32551_R1.t1
OG0002645	plut2.m8.14766.m1, plut2.m8.29614.m1	Montipora_capitata_PredGene_g409.t1
OG0002646	plut2.m8.7441.m1	Montipora_capitata_PredGene_g54234.t1, Montipora_capitata_PredGene_g54235.t1
OG0002647	plut2.m8.9163.m1	Montipora_capitata_PredGene_adi2mcaRNA17343_R0.t1
OG0002648	plut2.m8.5856.m1	Montipora_capitata_PredGene_g63258.t1
OG0002649	jamg1.model.xfSc0002945.1	Montipora_capitata_PredGene_g63247.t1, Montipora_capitata_PredGene_g11876.t1, Montipora_capitata_PredGene_g11871.t1, Montipora_capitata_PredGene_g11875.t1
OG0002650	plut2.m8.24040.m1	Montipora_capitata_PredGene_g35161.t1
OG0002651	plut2.m8.1879.m1	Montipora_capitata_PredGene_g33543.t1, Montipora_capitata_PredGene_adi2mcaRNA19662_R0.t1, Montipora_capitata_PredGene_g70829.t1
OG0002653	plut2.m8.29574.m1	Montipora_capitata_PredGene_adi2mcaRNA36173_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA20792_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA20792_R0.t1
OG0002654	plut2.m8.17126.m1, plut2.m8.16586.m1	Montipora_capitata_PredGene_g39782.t1, Montipora_capitata_PredGene_g39788.t1
OG0002655	plut2.m8.16634.m1	Montipora_capitata_PredGene_g54493.t1, Montipora_capitata_PredGene_g54492.t1
OG0002656	plut2.m8.8285.m1	Montipora_capitata_PredGene_g70587.t1, Montipora_capitata_PredGene_g19816.t1, Montipora_capitata_PredGene_g16352.t1
OG0002657	plut2.m8.8956.m1	Montipora_capitata_PredGene_g31475.t1
OG0002658	plut2.m8.11186.m1	Montipora_capitata_PredGene_g52530.t1
OG0002659	plut2.m8.24859.m1, jamg1.model.Sc0000106.1	Montipora_capitata_PredGene_g13165.t1, Montipora_capitata_PredGene_g11808.t1
OG0002661	plut2.m8.6037.m1	Montipora_capitata_PredGene_adi2mcaRNA30108_R0.t1
OG0002662	plut2.m8.23075.m1	Montipora_capitata_PredGene_adi2mcaRNA34164_R5.t1
OG0002664	plut2.m8.13946.m1	Montipora_capitata_PredGene_g22570.t1, Montipora_capitata_PredGene_g22569.t1
OG0002666	plut2.m8.21174.m1, plut2.m8.21178.m1	Montipora_capitata_PredGene_g59501.t1
OG0002667	plut2.m8.4428.m1, plut2.m8.31671.m1, plut2.m8.4420.m1	Montipora_capitata_PredGene_g50128.t1
OG0002667	plut2.m8.4422.m1	Montipora_capitata_PredGene_g50129.t1
OG0002668	jamg1.model.Sc0000015.107	Montipora_capitata_PredGene_g5373.t1
OG0002669	plut2.m8.14712.m1	Montipora_capitata_PredGene_g14597.t1
OG0002670	plut2.m8.26474.m1	Montipora_capitata_PredGene_g24908.t1
OG0002671	plut2.m8.13131.m1	Montipora_capitata_PredGene_adi2mcaRNA8962_R0.t1
OG0002672	plut2.m8.20712.m1	Montipora_capitata_PredGene_g58045.t1
OG0002673	plut2.m8.23006.m1	Montipora_capitata_PredGene_g17323.t1
OG0002674	plut2.m8.8078.m1	Montipora_capitata_PredGene_adi2mcaRNA10193_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA38788_R2.t1, Montipora_capitata_PredGene_g61645.t1
OG0002675	plut2.m8.696.m1	Montipora_capitata_PredGene_adi2mcaRNA7057_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA7057_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA7057_R1.t1
OG0002675	plut2.m8.697.m1	Montipora_capitata_PredGene_g5575.t1
OG0002676	plut2.m8.32519.m1	Montipora_capitata_PredGene_g11517.t1
OG0002676	plut2.m8.32518.m1	Montipora_capitata_PredGene_g27636.t1
OG0002677	plut2.m8.371.m1	Montipora_capitata_PredGene_g46198.t1
OG0002678	plut2.m8.8848.m1, plut2.m8.8844.m1	Montipora_capitata_PredGene_g7733.t1, Montipora_capitata_PredGene_g35914.t1, Montipora_capitata_PredGene_g35913.t1
OG0002679	plut2.m8.4462.m1, plut2.m8.4461.m1	Montipora_capitata_PredGene_adi2mcaRNA18307_R0.t1
OG0002681	plut2.m8.16399.m1	Montipora_capitata_PredGene_g51662.t1, Montipora_capitata_PredGene_g51661.t1
OG0002682	jamg1.model.Sc0000063.15, plut2.m8.6556.m1, plut2.m8.31859.m1, plut2.m8.13085.m1, plut2.m8.30972.m1	Montipora_capitata_PredGene_g29309.t1, Montipora_capitata_PredGene_g29308.t1, Montipora_capitata_PredGene_adi2mcaRNA37837_R1.t1
OG0002683	plut2.m8.427.m1	Montipora_capitata_PredGene_g6775.t1, Montipora_capitata_PredGene_g6771.t1
OG0002684	plut2.m8.423.m1, plut2.m8.428.m1	Montipora_capitata_PredGene_g6777.t1
OG0002685	plut2.m8.13199.m1	Montipora_capitata_PredGene_g51103.t1
OG0002685	plut2.m8.13197.m1	Montipora_capitata_PredGene_g51101.t1
OG0002686	plut2.m8.2025.m1	Montipora_capitata_PredGene_g5375.t1
OG0002687	plut2.m8.32601.m1	Montipora_capitata_PredGene_adi2mcaRNA18655_R0.t1
OG0002688	plut2.m8.21674.m1	Montipora_capitata_PredGene_g37102.t1
OG0002689	plut2.m8.2326.m1	Montipora_capitata_PredGene_g9260.t1
OG0002690	plut2.m8.23807.m1, plut2.m8.23817.m1	Montipora_capitata_PredGene_g62731.t1, Montipora_capitata_PredGene_g62730.t1
OG0002692	plut2.m8.24636.m1	Montipora_capitata_PredGene_adi2mcaRNA20096_R1.t1
OG0002693	plut2.m8.10477.m1	Montipora_capitata_PredGene_g61708.t1, Montipora_capitata_PredGene_g61706.t1
OG0002694	plut2.m8.28582.m1	Montipora_capitata_PredGene_g61691.t1
OG0002694	plut2.m8.28576.m1	Montipora_capitata_PredGene_g61688.t1
OG0002695	plut2.m8.28422.m1	Montipora_capitata_PredGene_g27159.t1
OG0002697	plut2.m8.24102.m1	Montipora_capitata_PredGene_g1830.t1
OG0002698	plut2.m8.8648.m1	Montipora_capitata_PredGene_g10918.t1
OG0002698	plut2.m8.8649.m1	Montipora_capitata_PredGene_g17291.t1
OG0002699	jamg1.model.Sc0000472.15	Montipora_capitata_PredGene_g51829.t1, Montipora_capitata_PredGene_g51828.t1
OG0002700	jamg1.model.xfSc0000058.18	Montipora_capitata_PredGene_g41174.t1, Montipora_capitata_PredGene_g41184.t1, Montipora_capitata_PredGene_g41185.t1, Montipora_capitata_PredGene_g41163.t1, Montipora_capitata_PredGene_g41164.t1
OG0002701	plut2.m8.15594.m1, plut2.m8.15596.m1, plut2.m8.25509.m1	Montipora_capitata_PredGene_g66323.t1
OG0002702	plut2.m8.11870.m1	Montipora_capitata_PredGene_g32007.t1
OG0002702	plut2.m8.11868.m1	Montipora_capitata_PredGene_g32002.t1
OG0002703	plut2.m8.5501.m1, plut2.m8.5497.m1	Montipora_capitata_PredGene_g23513.t1
OG0002704	plut2.m8.20922.m1	Montipora_capitata_PredGene_g18755.t1
OG0002705	plut2.m8.2703.m1	Montipora_capitata_PredGene_g41114.t1
OG0002706	plut2.m8.23282.m1	Montipora_capitata_PredGene_g21558.t1, Montipora_capitata_PredGene_adi2mcaRNA12716_R2.t1, Montipora_capitata_PredGene_g21573.t1
OG0002707	plut2.m8.5903.m1	Montipora_capitata_PredGene_adi2mcaRNA27980_R0.t1
OG0002708	plut2.m8.19506.m1	Montipora_capitata_PredGene_g52458.t1
OG0002709	plut2.m8.4141.m1	Montipora_capitata_PredGene_g54037.t1
OG0002711	plut2.m8.21287.m1, plut2.m8.21288.m1	Montipora_capitata_PredGene_g36701.t1, Montipora_capitata_PredGene_g36700.t1, Montipora_capitata_PredGene_g27755.t1
OG0002712	plut2.m8.4284.m1	Montipora_capitata_PredGene_g57213.t1
OG0002713	plut2.m8.19676.m1	Montipora_capitata_PredGene_g4467.t1
OG0002714	plut2.m8.3236.m1	Montipora_capitata_PredGene_g16424.t1, Montipora_capitata_PredGene_g16428.t1
OG0002715	plut2.m8.27707.m1, plut2.m8.22474.m1	Montipora_capitata_PredGene_g36743.t1, Montipora_capitata_PredGene_g13994.t1, Montipora_capitata_PredGene_g8016.t1, Montipora_capitata_PredGene_g8190.t1, Montipora_capitata_PredGene_g42778.t1, Montipora_capitata_PredGene_g4982.t1, Montipora_capitata_PredGene_g48909.t1, Montipora_capitata_PredGene_g22646.t1, Montipora_capitata_PredGene_g56387.t1
OG0002716	plut2.m8.29188.m1	Montipora_capitata_PredGene_g70348.t1
OG0002716	plut2.m8.11337.m1	Montipora_capitata_PredGene_g70351.t1, Montipora_capitata_PredGene_g70349.t1
OG0002717	plut2.m8.23263.m1	Montipora_capitata_PredGene_adi2mcaRNA6122_R0.t1
OG0002718	plut2.m8.22155.m1	Montipora_capitata_PredGene_g4438.t1
OG0002719	plut2.m8.25194.m1	Montipora_capitata_PredGene_g51634.t1
OG0002720	plut2.m8.2565.m1	Montipora_capitata_PredGene_g62781.t1
OG0002720	plut2.m8.25293.m1	Montipora_capitata_PredGene_g65533.t1
OG0002722	plut2.m8.11226.m1, plut2.m8.27351.m1	Montipora_capitata_PredGene_adi2mcaRNA34095_R0.t1
OG0002723	plut2.m8.25943.m1, plut2.m8.24994.m1, plut2.m8.31858.m1	Montipora_capitata_PredGene_g45472.t1, Montipora_capitata_PredGene_g12387.t1
OG0002725	plut2.m8.19165.m1	Montipora_capitata_PredGene_adi2mcaRNA18850_R0.t1
OG0002726	plut2.m8.19155.m1	Montipora_capitata_PredGene_g26490.t1
OG0002727	plut2.m8.11460.m1	Montipora_capitata_PredGene_g65056.t1
OG0002728	plut2.m8.11531.m1, plut2.m8.11524.m1	Montipora_capitata_PredGene_adi2mcaRNA16923_R1.t1
OG0002729	jamg1.model.xfSc0000024.10	Montipora_capitata_PredGene_g25746.t1, Montipora_capitata_PredGene_g10266.t1, Montipora_capitata_PredGene_g24661.t1, Montipora_capitata_PredGene_g10043.t1, Montipora_capitata_PredGene_g4889.t1, Montipora_capitata_PredGene_g69894.t1, Montipora_capitata_PredGene_g17142.t1, Montipora_capitata_PredGene_g5104.t1, Montipora_capitata_PredGene_g30038.t1
OG0002730	plut2.m8.20639.m1	Montipora_capitata_PredGene_g28267.t1, Montipora_capitata_PredGene_g29177.t1
OG0002731	plut2.m8.18987.m1	Montipora_capitata_PredGene_g25868.t1, Montipora_capitata_PredGene_g57967.t1, Montipora_capitata_PredGene_g22921.t1, Montipora_capitata_PredGene_g45593.t1, Montipora_capitata_PredGene_g65214.t1, Montipora_capitata_PredGene_g65633.t1
OG0002732	plut2.m8.3819.m1, plut2.m8.33012.m1	Montipora_capitata_PredGene_g43706.t1, Montipora_capitata_PredGene_adi2mcaRNA3780_R1.t1
OG0002733	plut2.m8.24156.m1	Montipora_capitata_PredGene_adi2mcaRNA26073_R0.t1
OG0002734	plut2.m8.33.m1	Montipora_capitata_PredGene_g68212.t1, Montipora_capitata_PredGene_g19639.t1, Montipora_capitata_PredGene_g4805.t1, Montipora_capitata_PredGene_g68220.t1, Montipora_capitata_PredGene_g42623.t1, Montipora_capitata_PredGene_adi2mcaRNA14414_R7.t1
OG0002735	plut2.m8.21897.m1, plut2.m8.18726.m1	Montipora_capitata_PredGene_adi2mcaRNA25459_R0.t1, Montipora_capitata_PredGene_g40150.t1
OG0002736	plut2.m8.17669.m1	Montipora_capitata_PredGene_g21700.t1
OG0002737	plut2.m8.1859.m1	Montipora_capitata_PredGene_g33512.t1, Montipora_capitata_PredGene_g546.t1
OG0002737	plut2.m8.1863.m1	Montipora_capitata_PredGene_g547.t1
OG0002738	plut2.m8.18702.m1	Montipora_capitata_PredGene_g26527.t1
OG0002738	plut2.m8.18698.m1	Montipora_capitata_PredGene_g26516.t1
OG0002739	plut2.m8.11496.m1	Montipora_capitata_PredGene_g10140.t1
OG0002740	plut2.m8.23048.m1	Montipora_capitata_PredGene_g53575.t1
OG0002741	plut2.m8.11449.m1	Montipora_capitata_PredGene_g53588.t1
OG0002742	plut2.m8.2285.m1	Montipora_capitata_PredGene_g39287.t1, Montipora_capitata_PredGene_g39288.t1, Montipora_capitata_PredGene_g39289.t1
OG0002743	jamg1.model.Sc0000019.1, plut2.m8.2408.m1	Montipora_capitata_PredGene_adi2mcaRNA24379_R3.t1, Montipora_capitata_PredGene_g6225.t1
OG0002744	plut2.m8.3920.m1, plut2.m8.3922.m1	Montipora_capitata_PredGene_g36533.t1
OG0002745	plut2.m8.11568.m1	Montipora_capitata_PredGene_g21642.t1
OG0002746	plut2.m8.24026.m1	Montipora_capitata_PredGene_g64594.t1
OG0002747	plut2.m8.1353.m1	Montipora_capitata_PredGene_adi2mcaRNA23330_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA23330_R0.t1, Montipora_capitata_PredGene_g23770.t1
