Orthogroup	GCF_002042975.1_ofav_dov_v1_protein	Acerv_assembly_v1.0.protein
OG0004189	XP_020605153.1	Acerv_evm.model.Segkk126_pilon.8
OG0004190	XP_020600596.1	Acerv_evm.model.Segkk137_pilon.1
OG0004192	XP_020622229.1, XP_020622230.1, XP_020622231.1	Acerv_evm.model.Segkk157_pilon.2, Acerv_evm.model.Segkk2760_pilon.15
OG0004194	XP_020620033.1, XP_020620035.1	Acerv_evm.model.Segkk190_pilon.10
OG0004195	XP_020621761.1, XP_020621762.1, XP_020621763.1, XP_020621764.1, XP_020621765.1, XP_020621760.1	Acerv_evm.model.Segkk207_pilon.3
OG0004196	XP_020601695.1	Acerv_evm.model.Segkk210_pilon.21, Acerv_evm.model.Segkk429_pilon.8, Acerv_evm.model.Segkk429_pilon.4
OG0004197	XP_020601750.1, XP_020601739.1	Acerv_evm.model.Segkk210_pilon.11
OG0004198	XP_020614154.1, XP_020614155.1	Acerv_evm.model.Segkk372_pilon.5, Acerv_evm.model.Segkk211_pilon.1
OG0004199	XP_020620231.1, XP_020620212.1, XP_020620211.1	Acerv_evm.model.Segkk228_pilon.7
OG0004200	XP_020620230.1	Acerv_evm.model.Segkk228_pilon.5, Acerv_evm.model.Segkk1451_pilon.22
OG0004204	XP_020616408.1	Acerv_evm.model.Segkk230_pilon.18
OG0004205	XP_020605974.1, XP_020605973.1, XP_020605972.1	Acerv_evm.model.Segkk231_pilon.7
OG0004207	XP_020620794.1	Acerv_evm.model.Segkk233_pilon.7
OG0004210	XP_020622244.1, XP_020622174.1, XP_020622227.1	Acerv_evm.model.Segkk236_pilon.41
OG0004212	XP_020626530.1, XP_020626531.1	Acerv_evm.model.Segkk252_pilon.4, Acerv_evm.model.Segkk1171_pilon.1
OG0004213	XP_020619532.1	Acerv_evm.model.Segkk253_pilon.14
OG0004214	XP_020619533.1	Acerv_evm.model.Segkk253_pilon.15
OG0004215	XP_020601988.1, XP_020601990.1, XP_020601989.1	Acerv_evm.model.Segkk255_pilon.18
OG0004216	XP_020610205.1	Acerv_evm.model.Segkk257_pilon.11
OG0004217	XP_020602996.1	Acerv_evm.model.Segkk1504_pilon.5, Acerv_evm.model.Segkk258_pilon.1
OG0004218	XP_020632713.1, XP_020632712.1	Acerv_evm.model.Segkk262_pilon.7, Acerv_evm.model.Segkk851_pilon.1
OG0004219	XP_020623146.1, XP_020623148.1, XP_020623149.1, XP_020623147.1	Acerv_evm.model.Segkk268_pilon.9
OG0004220	XP_020622739.1	Acerv_evm.model.Segkk269_pilon.5
OG0004221	XP_020622685.1	Acerv_evm.model.Segkk280_pilon.6
OG0004222	XP_020624712.1, XP_020624713.1, XP_020624711.1, XP_020624714.1	Acerv_evm.model.Segkk287_pilon.10
OG0004223	XP_020603353.1, XP_020603354.1	Acerv_evm.model.Segkk939_pilon.6, Acerv_evm.model.Segkk292_pilon.1
OG0004224	XP_020626628.1, XP_020626630.1, XP_020626651.1, XP_020626650.1	Acerv_evm.model.Segkk295_pilon.9
OG0004225	XP_020626505.1, XP_020626514.1	Acerv_evm.model.Segkk295_pilon.15
OG0004226	XP_020631777.1, XP_020631775.1, XP_020631774.1	Acerv_evm.model.Segkk296_pilon.5
OG0004227	XP_020601019.1	Acerv_evm.model.Segkk1654_pilon.1, Acerv_evm.model.Segkk296_pilon.8
OG0004228	XP_020628557.1, XP_020628556.1	Acerv_evm.model.Segkk301_pilon.14
OG0004229	XP_020628554.1, XP_020628555.1, XP_020628552.1	Acerv_evm.model.Segkk301_pilon.13
OG0004230	XP_020628578.1, XP_020628579.1, XP_020628577.1	Acerv_evm.model.Segkk301_pilon.5
OG0004231	XP_020604168.1	Acerv_evm.model.Segkk302_pilon.1
OG0004232	XP_020609409.1, XP_020609408.1, XP_020609410.1	Acerv_evm.model.Segkk304_pilon.1
OG0004233	XP_020605781.1, XP_020605745.1	Acerv_evm.model.Segkk1661_pilon.4, Acerv_evm.model.Segkk1661_pilon.3, Acerv_evm.model.Segkk305_pilon.4
OG0004234	XP_020605202.1	Acerv_evm.model.Segkk306_pilon.27
OG0004234	XP_020616377.1, XP_020616376.1	Acerv_evm.model.Segkk306_pilon.26
OG0004235	XP_020618128.1	Acerv_evm.model.Segkk308_pilon.3
OG0004236	XP_020625944.1, XP_020625943.1	Acerv_evm.model.Segkk309_pilon.9
OG0004237	XP_020613287.1, XP_020613288.1, XP_020613291.1, XP_020613290.1	Acerv_evm.model.Segkk311_pilon.1
OG0004239	XP_020625617.1, XP_020625620.1	Acerv_evm.model.Segkk2390_pilon.2, Acerv_evm.model.Segkk333_pilon.8
OG0004240	XP_020625605.1	Acerv_evm.model.Segkk1526_pilon.4, Acerv_evm.model.Segkk1526_pilon.3, Acerv_evm.model.Segkk2390_pilon.5, Acerv_evm.model.Segkk333_pilon.2, Acerv_evm.model.Segkk333_pilon.5
OG0004241	XP_020625616.1, XP_020604635.1	Acerv_evm.model.Segkk333_pilon.7, Acerv_evm.model.Segkk1526_pilon.1, Acerv_evm.model.Segkk2390_pilon.3
OG0004242	XP_020625619.1	Acerv_evm.model.Segkk333_pilon.13, Acerv_evm.model.Segkk333_pilon.15
OG0004243	XP_020625769.1	Acerv_evm.model.Segkk335_pilon.3
OG0004244	XP_020627301.1, XP_020627300.1	Acerv_evm.model.Segkk343_pilon.2
OG0004246	XP_020613676.1, XP_020613677.1, XP_020613675.1, XP_020613678.1	Acerv_evm.model.Segkk347_pilon.2
OG0004247	XP_020631826.1, XP_020631828.1, XP_020631827.1	Acerv_evm.model.Segkk348_pilon.2
OG0004248	XP_020621318.1	Acerv_evm.model.Segkk355_pilon.14
OG0004249	XP_020631872.1, XP_020631880.1	Acerv_evm.model.Segkk355_pilon.6
OG0004250	XP_020604237.1	Acerv_evm.model.Segkk3949_pilon.7
OG0004250	XP_020604239.1	Acerv_evm.model.Segkk361_pilon.4
OG0004251	XP_020631131.1, XP_020631130.1	Acerv_evm.model.Segkk368_pilon.3
OG0004252	XP_020605119.1	Acerv_evm.model.Segkk957_pilon.2, Acerv_evm.model.Segkk2473_pilon.1, Acerv_evm.model.Segkk383_pilon.20
OG0004253	XP_020605121.1	Acerv_evm.model.Segkk383_pilon.22, Acerv_evm.model.Segkk4130_pilon.1
OG0004254	XP_020610416.1, XP_020610415.1	Acerv_evm.model.Segkk384_pilon.4
OG0004255	XP_020610414.1	Acerv_evm.model.Segkk384_pilon.7, Acerv_evm.model.Segkk384_pilon.6
OG0004256	XP_020610426.1, XP_020610425.1	Acerv_evm.model.Segkk384_pilon.20
OG0004257	XP_020624523.1	Acerv_evm.model.Segkk386_pilon.5
OG0004261	XP_020626241.1	Acerv_evm.model.Segkk396_pilon.3
OG0004262	XP_020616040.1, XP_020616041.1	Acerv_evm.model.Segkk400_pilon.3
OG0004263	XP_020614011.1	Acerv_evm.model.Segkk407_pilon.10
OG0004265	XP_020625167.1, XP_020625163.1, XP_020625162.1, XP_020625164.1, XP_020625219.1, XP_020625165.1, XP_020625166.1	Acerv_evm.model.Segkk424_pilon.4
OG0004266	XP_020608900.1, XP_020608898.1, XP_020608899.1	Acerv_evm.model.Segkk434_pilon.1
OG0004267	XP_020604176.1, XP_020604177.1, XP_020604178.1	Acerv_evm.model.Segkk435_pilon.28
OG0004268	XP_020630647.1, XP_020630648.1, XP_020630646.1	Acerv_evm.model.Segkk435_pilon.30
OG0004269	XP_020612546.1, XP_020612578.1, XP_020612545.1	Acerv_evm.model.Segkk435_pilon.39
OG0004270	XP_020604282.1, XP_020604280.1	Acerv_evm.model.Segkk435_pilon.4
OG0004271	XP_020604283.1	Acerv_evm.model.Segkk435_pilon.5
OG0004272	XP_020604194.1, XP_020604375.1	Acerv_evm.model.Segkk435_pilon.21
OG0004273	XP_020604373.1	Acerv_evm.model.Segkk435_pilon.15
OG0004274	XP_020632135.1	Acerv_evm.model.Segkk438_pilon.19, Acerv_evm.model.Segkk438_pilon.18
OG0004275	XP_020632131.1, XP_020632129.1, XP_020632130.1	Acerv_evm.model.Segkk438_pilon.16
OG0004280	XP_020626816.1, XP_020626868.1, XP_020626815.1, XP_020626814.1	Acerv_evm.model.Segkk464_pilon.38
OG0004281	XP_020626849.1	Acerv_evm.model.Segkk470_pilon.7
OG0004282	XP_020626800.1	Acerv_evm.model.Segkk470_pilon.19
OG0004283	XP_020626913.1	Acerv_evm.model.Segkk470_pilon.34
OG0004284	XP_020626922.1	Acerv_evm.model.Segkk470_pilon.36
OG0004285	XP_020601514.1	Acerv_evm.model.Segkk471_pilon.9
OG0004286	XP_020619122.1, XP_020619129.1, XP_020619113.1, XP_020619104.1	Acerv_evm.model.Segkk487_pilon.5
OG0004287	XP_020618733.1, XP_020618724.1	Acerv_evm.model.Segkk487_pilon.13
OG0004288	XP_020623795.1	Acerv_evm.model.Segkk488_pilon.1, Acerv_evm.model.Segkk3812_pilon.1
OG0004289	XP_020630414.1	Acerv_evm.model.Segkk3551_pilon.4, Acerv_evm.model.Segkk499_pilon.1, Acerv_evm.model.Segkk499_pilon.3
OG0004290	XP_020616883.1, XP_020616899.1, XP_020616892.1	Acerv_evm.model.Segkk515_pilon.16
OG0004291	XP_020620199.1	Acerv_evm.model.Segkk524_pilon.30
OG0004291	XP_020605864.1, XP_020605874.1	Acerv_evm.model.Segkk524_pilon.29
OG0004292	XP_020605290.1	Acerv_evm.model.Segkk524_pilon.78
OG0004293	XP_020616337.1, XP_020616336.1	Acerv_evm.model.Segkk995_pilon.1, Acerv_evm.model.Segkk531_pilon.1, Acerv_evm.model.Segkk2591_pilon.2
OG0004294	XP_020610294.1	Acerv_evm.model.Segkk4305_pilon.8, Acerv_evm.model.Segkk540_pilon.3
OG0004296	XP_020617808.1, XP_020617779.1	Acerv_evm.model.Segkk549_pilon.9
OG0004297	XP_020613749.1, XP_020613923.1	Acerv_evm.model.Segkk4120_pilon.7, Acerv_evm.model.Segkk552_pilon.27
OG0004298	XP_020605322.1, XP_020605321.1, XP_020605319.1	Acerv_evm.model.Segkk552_pilon.14, Acerv_evm.model.Segkk552_pilon.3
OG0004299	XP_020617494.1, XP_020617510.1, XP_020617503.1	Acerv_evm.model.Segkk555_pilon.44
OG0004300	XP_020617499.1	Acerv_evm.model.Segkk555_pilon.16
OG0004301	XP_020617466.1	Acerv_evm.model.Segkk555_pilon.10
OG0004303	XP_020611590.1	Acerv_evm.model.Segkk571_pilon.2
OG0004305	XP_020615567.1	Acerv_evm.model.Segkk1599_pilon.5
OG0004305	XP_020624035.1, XP_020623971.1, XP_020610089.1	Acerv_evm.model.Segkk1599_pilon.6
OG0004306	XP_020619019.1, XP_020619020.1, XP_020619018.1	Acerv_evm.model.Segkk577_pilon.2
OG0004307	XP_020610397.1, XP_020610395.1, XP_020610396.1	Acerv_evm.model.Segkk579_pilon.3
OG0004308	XP_020605903.1, XP_020605902.1	Acerv_evm.model.Segkk580_pilon.27
OG0004309	XP_020605887.1	Acerv_evm.model.Segkk580_pilon.22
OG0004310	XP_020612135.1, XP_020612157.1	Acerv_evm.model.Segkk580_pilon.9
OG0004311	XP_020605918.1, XP_020605917.1	Acerv_evm.model.Segkk580_pilon.29
OG0004312	XP_020623542.1, XP_020623569.1	Acerv_evm.model.Segkk580_pilon.17
OG0004313	XP_020623544.1, XP_020623545.1, XP_020623546.1	Acerv_evm.model.Segkk580_pilon.16
OG0004314	XP_020617695.1, XP_020617694.1, XP_020617696.1	Acerv_evm.model.Segkk582_pilon.1
OG0004315	XP_020616176.1, XP_020616179.1, XP_020616178.1, XP_020616177.1	Acerv_evm.model.Segkk583_pilon.11
OG0004316	XP_020616967.1, XP_020616966.1, XP_020616968.1	Acerv_evm.model.Segkk604_pilon.4
OG0004317	XP_020627886.1, XP_020627885.1	Acerv_evm.model.Segkk3655_pilon.37
OG0004317	XP_020605960.1	Acerv_evm.model.Segkk604_pilon.1
OG0004318	XP_020631224.1	Acerv_evm.model.Segkk611_pilon.7
OG0004319	XP_020631261.1	Acerv_evm.model.Segkk611_pilon.3
OG0004320	XP_020613303.1	Acerv_evm.model.Segkk620_pilon.1
OG0004322	XP_020623833.1	Acerv_evm.model.Segkk634_pilon.5
OG0004323	XP_020632817.1, XP_020632819.1	Acerv_evm.model.Segkk634_pilon.4
OG0004324	XP_020612294.1, XP_020612293.1	Acerv_evm.model.Segkk641_pilon.9, Acerv_evm.model.Segkk641_pilon.10
OG0004325	XP_020617439.1	Acerv_evm.model.Segkk641_pilon.46
OG0004326	XP_020632781.1	Acerv_evm.model.Segkk2328_pilon.3, Acerv_evm.model.Segkk2748_pilon.1, Acerv_evm.model.Segkk642_pilon.43, Acerv_evm.model.Segkk642_pilon.44
OG0004327	XP_020628899.1, XP_020628831.1	Acerv_evm.model.Segkk642_pilon.8
OG0004328	XP_020618191.1, XP_020618192.1	Acerv_evm.model.Segkk645_pilon.8
OG0004329	XP_020615391.1, XP_020615390.1	Acerv_evm.model.Segkk647_pilon.6
OG0004330	XP_020632645.1	Acerv_evm.model.Segkk648_pilon.7
OG0004331	XP_020616955.1, XP_020616946.1	Acerv_evm.model.Segkk662_pilon.4
OG0004332	XP_020605688.1	Acerv_evm.model.Segkk670_pilon.20
OG0004333	XP_020610269.1	Acerv_evm.model.Segkk671_pilon.5
OG0004335	XP_020606305.1, XP_020606220.1	Acerv_evm.model.Segkk677_pilon.15
OG0004338	XP_020619041.1	Acerv_evm.model.Segkk689_pilon.4
OG0004339	XP_020615243.1	Acerv_evm.model.Segkk1330_pilon.8, Acerv_evm.model.Segkk698_pilon.5, Acerv_evm.model.Segkk698_pilon.6
OG0004340	XP_020622004.1, XP_020622021.1	Acerv_evm.model.Segkk707_pilon.1
OG0004341	XP_020628707.1	Acerv_evm.model.Segkk708_pilon.22
OG0004343	XP_020620509.1	Acerv_evm.model.Segkk711_pilon.31
OG0004344	XP_020623093.1, XP_020623092.1, XP_020623091.1	Acerv_evm.model.Segkk713_pilon.12
OG0004345	XP_020623107.1	Acerv_evm.model.Segkk713_pilon.20
OG0004346	XP_020625654.1, XP_020625652.1	Acerv_evm.model.Segkk723_pilon.22
OG0004348	XP_020625930.1, XP_020625955.1, XP_020625956.1	Acerv_evm.model.Segkk735_pilon.23
OG0004349	XP_020615175.1, XP_020615174.1	Acerv_evm.model.Segkk736_pilon.1
OG0004350	XP_020627977.1	Acerv_evm.model.Segkk740_pilon.8
OG0004351	XP_020632213.1	Acerv_evm.model.Segkk3103_pilon.1
OG0004351	XP_020632147.1	Acerv_evm.model.Segkk745_pilon.8
OG0004353	XP_020609487.1	Acerv_evm.model.Segkk758_pilon.7
OG0004353	XP_020609475.1	Acerv_evm.model.Segkk3025_pilon.3
OG0004355	XP_020610099.1, XP_020610097.1, XP_020610098.1	Acerv_evm.model.Segkk767_pilon.5
OG0004356	XP_020610114.1, XP_020610113.1	Acerv_evm.model.Segkk767_pilon.18
OG0004357	XP_020607339.1, XP_020607338.1	Acerv_evm.model.Segkk782_pilon.15
OG0004358	XP_020600839.1, XP_020600840.1	Acerv_evm.model.Segkk782_pilon.21
OG0004360	XP_020631719.1	Acerv_evm.model.Segkk786_pilon.10
OG0004361	XP_020614846.1	Acerv_evm.model.Segkk786_pilon.3, Acerv_evm.model.Segkk2318_pilon.5
OG0004362	XP_020615700.1	Acerv_evm.model.Segkk789_pilon.51
OG0004363	XP_020607605.1, XP_020607673.1	Acerv_evm.model.Segkk789_pilon.32
OG0004364	XP_020607638.1, XP_020607639.1, XP_020607640.1	Acerv_evm.model.Segkk789_pilon.37
OG0004365	XP_020614187.1	Acerv_evm.model.Segkk789_pilon.15
OG0004366	XP_020619319.1, XP_020619310.1	Acerv_evm.model.Segkk795_pilon.4
OG0004368	XP_020603985.1	Acerv_evm.model.Segkk812_pilon.1
OG0004369	XP_020620129.1, XP_020620130.1	Acerv_evm.model.Segkk820_pilon.23
OG0004370	XP_020600449.1	Acerv_evm.model.Segkk826_pilon.1
OG0004371	XP_020622310.1	Acerv_evm.model.Segkk837_pilon.15
OG0004372	XP_020624696.1, XP_020624630.1	Acerv_evm.model.Segkk837_pilon.21
OG0004373	XP_020628630.1	Acerv_evm.model.Segkk845_pilon.1, Acerv_evm.model.Segkk2587_pilon.13
OG0004374	XP_020616080.1	Acerv_evm.model.Segkk847_pilon.1
OG0004375	XP_020621784.1	Acerv_evm.model.Segkk3165_pilon.12, Acerv_evm.model.Segkk848_pilon.2
OG0004376	XP_020604083.1, XP_020604084.1	Acerv_evm.model.Segkk862_pilon.1, Acerv_evm.model.Segkk862_pilon.3
OG0004377	XP_020616920.1	Acerv_evm.model.Segkk865_pilon.2
OG0004378	XP_020630292.1, XP_020630291.1	Acerv_evm.model.Segkk865_pilon.6
OG0004379	XP_020631208.1, XP_020631209.1, XP_020631211.1, XP_020631210.1	Acerv_evm.model.Segkk866_pilon.1
OG0004380	XP_020611513.1, XP_020611514.1	Acerv_evm.model.Segkk2984_pilon.3, Acerv_evm.model.Segkk870_pilon.4
OG0004381	XP_020629613.1, XP_020629607.1, XP_020629599.1	Acerv_evm.model.Segkk894_pilon.4
OG0004382	XP_020628865.1, XP_020628883.1, XP_020628891.1, XP_020628874.1	Acerv_evm.model.Segkk894_pilon.3
OG0004384	XP_020619300.1	Acerv_evm.model.Segkk903_pilon.5
OG0004386	XP_020601511.1, XP_020601513.1, XP_020601510.1, XP_020601512.1	Acerv_evm.model.Segkk906_pilon.11
OG0004387	XP_020609322.1	Acerv_evm.model.Segkk906_pilon.18
OG0004388	XP_020610730.1	Acerv_evm.model.Segkk908_pilon.9
OG0004389	XP_020610663.1	Acerv_evm.model.Segkk908_pilon.8
OG0004391	XP_020600858.1	Acerv_evm.model.Segkk2093_pilon.3
OG0004392	XP_020631097.1	Acerv_evm.model.Segkk917_pilon.2
OG0004393	XP_020617716.1, XP_020617715.1	Acerv_evm.model.Segkk921_pilon.6
OG0004394	XP_020609707.1	Acerv_evm.model.Segkk925_pilon.29
OG0004394	XP_020624662.1	Acerv_evm.model.Segkk925_pilon.30
OG0004395	XP_020631892.1, XP_020631891.1	Acerv_evm.model.Segkk925_pilon.33
OG0004396	XP_020631926.1, XP_020601755.1, XP_020601757.1, XP_020601756.1	Acerv_evm.model.Segkk925_pilon.2
OG0004397	XP_020631876.1, XP_020631877.1, XP_020631927.1	Acerv_evm.model.Segkk925_pilon.5
OG0004398	XP_020629782.1, XP_020629780.1	Acerv_evm.model.Segkk929_pilon.3
OG0004401	XP_020627018.1	Acerv_evm.model.Segkk935_pilon.1
OG0004402	XP_020628467.1, XP_020628458.1	Acerv_evm.model.Segkk936_pilon.3
OG0004403	XP_020618942.1, XP_020618943.1	Acerv_evm.model.Segkk937_pilon.13, Acerv_evm.model.Segkk937_pilon.14
OG0004404	XP_020618948.1	Acerv_evm.model.Segkk937_pilon.9
OG0004405	XP_020612557.1	Acerv_evm.model.Segkk938_pilon.12
OG0004406	XP_020612761.1, XP_020612762.1, XP_020612764.1, XP_020612760.1, XP_020612759.1	Acerv_evm.model.Segkk944_pilon.2
OG0004407	XP_020610493.1, XP_020610463.1	Acerv_evm.model.Segkk2431_pilon.10, Acerv_evm.model.Segkk945_pilon.4, Acerv_evm.model.Segkk945_pilon.1
OG0004408	XP_020627454.1	Acerv_evm.model.Segkk946_pilon.6
OG0004409	XP_020606908.1	Acerv_evm.model.Segkk946_pilon.3
OG0004410	XP_020621074.1	Acerv_evm.model.Segkk951_pilon.9
OG0004410	XP_020632755.1	Acerv_evm.model.Segkk2445_pilon.2
OG0004411	XP_020619534.1	Acerv_evm.model.Segkk952_pilon.3, Acerv_evm.model.Segkk3801_pilon.5
OG0004413	XP_020620965.1	Acerv_evm.model.Segkk968_pilon.11
OG0004414	XP_020623969.1, XP_020622463.1	Acerv_evm.model.Segkk4037_pilon.9, Acerv_evm.model.Segkk968_pilon.1
OG0004415	XP_020615343.1, XP_020615359.1, XP_020615352.1	Acerv_evm.model.Segkk968_pilon.36
OG0004416	XP_020615371.1	Acerv_evm.model.Segkk1587_pilon.2, Acerv_evm.model.Segkk968_pilon.39
OG0004419	XP_020630406.1	Acerv_evm.model.Segkk974_pilon.4
OG0004421	XP_020631913.1, XP_020631914.1, XP_020631915.1	Acerv_evm.model.Segkk983_pilon.3
OG0004422	XP_020625334.1, XP_020625332.1	Acerv_evm.model.Segkk988_pilon.3
OG0004423	XP_020625329.1, XP_020625327.1, XP_020625328.1	Acerv_evm.model.Segkk988_pilon.1
OG0004424	XP_020614902.1, XP_020614903.1, XP_020614904.1	Acerv_evm.model.Segkk991_pilon.5
OG0004429	XP_020620250.1	Acerv_evm.model.Segkk1010_pilon.11
OG0004430	XP_020626717.1, XP_020626675.1	Acerv_evm.model.Segkk1011_pilon.38
OG0004431	XP_020625790.1	Acerv_evm.model.Segkk1011_pilon.39
OG0004432	XP_020618661.1, XP_020618660.1, XP_020618659.1	Acerv_evm.model.Segkk1011_pilon.23
OG0004433	XP_020625777.1, XP_020625776.1	Acerv_evm.model.Segkk1011_pilon.44, Acerv_evm.model.Segkk1011_pilon.43
OG0004434	XP_020625795.1	Acerv_evm.model.Segkk1011_pilon.46
OG0004435	XP_020628750.1, XP_020628751.1	Acerv_evm.model.Segkk1011_pilon.10, Acerv_evm.model.Segkk1011_pilon.11
OG0004436	XP_020622095.1, XP_020622096.1, XP_020622094.1	Acerv_evm.model.Segkk4360_pilon.7, Acerv_evm.model.Segkk1015_pilon.2
OG0004437	XP_020602756.1, XP_020602757.1	Acerv_evm.model.Segkk1029_pilon.11
OG0004438	XP_020618266.1, XP_020618360.1	Acerv_evm.model.Segkk1031_pilon.1
OG0004439	XP_020607436.1	Acerv_evm.model.Segkk1040_pilon.2
OG0004440	XP_020631817.1	Acerv_evm.model.Segkk1040_pilon.34
OG0004442	XP_020609420.1	Acerv_evm.model.Segkk1321_pilon.3
OG0004443	XP_020630820.1, XP_020630819.1	Acerv_evm.model.Segkk1048_pilon.13
OG0004444	XP_020616410.1	Acerv_evm.model.Segkk1048_pilon.27
OG0004445	XP_020624388.1	Acerv_evm.model.Segkk1050_pilon.19
OG0004447	XP_020629247.1, XP_020629246.1, XP_020629269.1	Acerv_evm.model.Segkk1071_pilon.9
OG0004448	XP_020629270.1	Acerv_evm.model.Segkk1071_pilon.4
OG0004449	XP_020629249.1, XP_020629248.1	Acerv_evm.model.Segkk1071_pilon.10, Acerv_evm.model.Segkk3152_pilon.4
OG0004450	XP_020632890.1	Acerv_evm.model.Segkk1072_pilon.13
OG0004451	XP_020632878.1	Acerv_evm.model.Segkk1072_pilon.17
OG0004452	XP_020624220.1, XP_020624223.1, XP_020624222.1, XP_020624221.1	Acerv_evm.model.Segkk1073_pilon.5
OG0004453	XP_020613003.1	Acerv_evm.model.Segkk1076_pilon.12, Acerv_evm.model.Segkk3398_pilon.5
OG0004454	XP_020606243.1, XP_020606396.1, XP_020606073.1	Acerv_evm.model.Segkk1077_pilon.14
OG0004455	XP_020612853.1	Acerv_evm.model.Segkk1078_pilon.45
OG0004457	XP_020626719.1	Acerv_evm.model.Segkk1080_pilon.2, Acerv_evm.model.Segkk3764_pilon.6
OG0004458	XP_020631044.1	Acerv_evm.model.Segkk4070_pilon.1
OG0004458	XP_020630725.1, XP_020630716.1, XP_020630724.1	Acerv_evm.model.Segkk1081_pilon.1
OG0004459	XP_020626277.1	Acerv_evm.model.Segkk1104_pilon.2, Acerv_evm.model.Segkk4332_pilon.10, Acerv_evm.model.Segkk1104_pilon.1
OG0004460	XP_020605691.1	Acerv_evm.model.Segkk1130_pilon.9, Acerv_evm.model.Segkk1130_pilon.8
OG0004461	XP_020627420.1, XP_020627422.1, XP_020627423.1	Acerv_evm.model.Segkk1140_pilon.17
OG0004462	XP_020627336.1, XP_020627338.1, XP_020627337.1	Acerv_evm.model.Segkk1140_pilon.21
OG0004464	XP_020619363.1, XP_020612092.1	Acerv_evm.model.Segkk1151_pilon.11, Acerv_evm.model.Segkk1151_pilon.41, Acerv_evm.model.Segkk1151_pilon.18
OG0004465	XP_020612329.1, XP_020612328.1	Acerv_evm.model.Segkk1152_pilon.16
OG0004466	XP_020612307.1, XP_020612303.1, XP_020612305.1, XP_020612306.1	Acerv_evm.model.Segkk1152_pilon.26
OG0004467	XP_020627132.1	Acerv_evm.model.Segkk1154_pilon.23, Acerv_evm.model.Segkk1154_pilon.22
OG0004468	XP_020613672.1	Acerv_evm.model.Segkk1154_pilon.26, Acerv_evm.model.Segkk3552_pilon.13
OG0004470	XP_020630933.1	Acerv_evm.model.Segkk1158_pilon.17
OG0004471	XP_020615222.1	Acerv_evm.model.Segkk1158_pilon.48
OG0004472	XP_020628914.1	Acerv_evm.model.Segkk1161_pilon.4
OG0004474	XP_020617489.1	Acerv_evm.model.Segkk1180_pilon.2, Acerv_evm.model.Segkk3009_pilon.20, Acerv_evm.model.Segkk3009_pilon.17
OG0004475	XP_020611841.1, XP_020611840.1, XP_020611839.1, XP_020611838.1	Acerv_evm.model.Segkk1185_pilon.11
OG0004476	XP_020611875.1, XP_020611874.1, XP_020611876.1	Acerv_evm.model.Segkk1185_pilon.8
OG0004477	XP_020622976.1	Acerv_evm.model.Segkk2086_pilon.5, Acerv_evm.model.Segkk1190_pilon.14, Acerv_evm.model.Segkk1190_pilon.9
OG0004478	XP_020629060.1	Acerv_evm.model.Segkk1194_pilon.7
OG0004479	XP_020631686.1, XP_020631684.1, XP_020631685.1, XP_020631687.1, XP_020631688.1	Acerv_evm.model.Segkk1202_pilon.1
OG0004481	XP_020629621.1	Acerv_evm.model.Segkk1209_pilon.9
OG0004482	XP_020619507.1, XP_020619506.1	Acerv_evm.model.Segkk2919_pilon.2, Acerv_evm.model.Segkk1215_pilon.3, Acerv_evm.model.Segkk1215_pilon.4
OG0004483	XP_020608445.1, XP_020608443.1, XP_020608444.1, XP_020608441.1	Acerv_evm.model.Segkk3778_pilon.25, Acerv_evm.model.Segkk1218_pilon.1
OG0004484	XP_020612976.1, XP_020612974.1, XP_020612975.1, XP_020612972.1	Acerv_evm.model.Segkk1221_pilon.10
OG0004485	XP_020612961.1	Acerv_evm.model.Segkk1221_pilon.9
OG0004487	XP_020606030.1, XP_020606103.1, XP_020606004.1	Acerv_evm.model.Segkk1235_pilon.26
OG0004488	XP_020620491.1, XP_020620490.1, XP_020620492.1	Acerv_evm.model.Segkk1237_pilon.8
OG0004489	XP_020602841.1	Acerv_evm.model.Segkk1252_pilon.10
OG0004490	XP_020608195.1	Acerv_evm.model.Segkk1258_pilon.1
OG0004491	XP_020615818.1, XP_020615786.1	Acerv_evm.model.Segkk1263_pilon.37
OG0004492	XP_020615808.1, XP_020615810.1, XP_020615807.1, XP_020615809.1	Acerv_evm.model.Segkk1263_pilon.32
OG0004493	XP_020615816.1	Acerv_evm.model.Segkk3352_pilon.5, Acerv_evm.model.Segkk2201_pilon.10, Acerv_evm.model.Segkk1882_pilon.2, Acerv_evm.model.Segkk1263_pilon.54
OG0004494	XP_020626882.1	Acerv_evm.model.Segkk1728_pilon.5, Acerv_evm.model.Segkk1263_pilon.4
OG0004495	XP_020626896.1, XP_020626895.1, XP_020626893.1, XP_020626894.1	Acerv_evm.model.Segkk1263_pilon.9
OG0004496	XP_020620087.1	Acerv_evm.model.Segkk1271_pilon.5
OG0004497	XP_020627435.1	Acerv_evm.model.Segkk1276_pilon.7
OG0004498	XP_020627348.1, XP_020627349.1	Acerv_evm.model.Segkk1276_pilon.2
OG0004499	XP_020627428.1, XP_020627429.1	Acerv_evm.model.Segkk1276_pilon.1
OG0004501	XP_020611263.1	Acerv_evm.model.Segkk1290_pilon.16, Acerv_evm.model.Segkk3995_pilon.16, Acerv_evm.model.Segkk3222_pilon.8
OG0004502	XP_020618676.1	Acerv_evm.model.Segkk3684_pilon.29
