Orthogroup	plut2v1.1.proteins	GCF_002042975.1_ofav_dov_v1_protein
OG0004381	plut2.m8.3703.m1	XP_020629613.1, XP_020629607.1, XP_020629599.1
OG0004382	plut2.m8.3708.m1	XP_020628865.1, XP_020628883.1, XP_020628891.1, XP_020628874.1
OG0004384	plut2.m8.9861.m1	XP_020619300.1
OG0004386	plut2.m8.19229.m1	XP_020601511.1, XP_020601513.1, XP_020601510.1, XP_020601512.1
OG0004387	plut2.m8.19212.m1	XP_020609322.1
OG0004388	plut2.m8.33426.m1	XP_020610730.1
OG0004389	plut2.m8.12379.m1	XP_020610663.1
OG0004391	plut2.m8.13397.m1	XP_020600858.1
OG0004392	plut2.m8.25801.m1	XP_020631097.1
OG0004393	plut2.m8.27588.m1	XP_020617716.1, XP_020617715.1
OG0004394	plut2.m8.2979.m1	XP_020609707.1, XP_020624662.1
OG0004395	plut2.m8.2987.m1	XP_020631892.1, XP_020631891.1
OG0004396	plut2.m8.2957.m1	XP_020631926.1, XP_020601755.1, XP_020601757.1, XP_020601756.1
OG0004397	plut2.m8.2960.m1	XP_020631876.1, XP_020631877.1, XP_020631927.1
OG0004398	plut2.m8.19799.m1, plut2.m8.19797.m1, plut2.m8.19798.m1	XP_020629782.1, XP_020629780.1
OG0004401	plut2.m8.6020.m1	XP_020627018.1
OG0004402	plut2.m8.163.m1	XP_020628467.1, XP_020628458.1
OG0004403	plut2.m8.10117.m1	XP_020618942.1, XP_020618943.1
OG0004404	plut2.m8.31690.m1	XP_020618948.1
OG0004405	plut2.m8.22672.m1, plut2.m8.28609.m1	XP_020612557.1
OG0004406	plut2.m8.19110.m1	XP_020612761.1, XP_020612762.1, XP_020612764.1, XP_020612760.1, XP_020612759.1
OG0004407	plut2.m8.21012.m1	XP_020610493.1, XP_020610463.1
OG0004408	plut2.m8.15228.m1	XP_020627454.1
OG0004409	plut2.m8.15225.m1	XP_020606908.1
OG0004410	plut2.m8.31405.m1	XP_020621074.1, XP_020632755.1
OG0004411	plut2.m8.2281.m1, plut2.m8.2279.m1	XP_020619534.1
OG0004413	plut2.m8.15584.m1	XP_020620965.1
OG0004414	plut2.m8.16842.m1	XP_020623969.1, XP_020622463.1
OG0004415	plut2.m8.15607.m1	XP_020615343.1, XP_020615359.1, XP_020615352.1
OG0004416	plut2.m8.8971.m1, plut2.m8.1681.m1, plut2.m8.15605.m1	XP_020615371.1
OG0004419	plut2.m8.8089.m1	XP_020630406.1
OG0004421	plut2.m8.2993.m1	XP_020631913.1, XP_020631914.1, XP_020631915.1
OG0004422	plut2.m8.20928.m1	XP_020625334.1, XP_020625332.1
OG0004423	plut2.m8.20930.m1, plut2.m8.20931.m1	XP_020625329.1, XP_020625327.1, XP_020625328.1
OG0004424	plut2.m8.12544.m1	XP_020614902.1, XP_020614903.1, XP_020614904.1
OG0004429	plut2.m8.1455.m1, plut2.m8.1456.m1, plut2.m8.1457.m1, plut2.m8.1450.m1	XP_020620250.1
OG0004430	plut2.m8.1596.m1, plut2.m8.1606.m1, plut2.m8.28538.m1, plut2.m8.28537.m1	XP_020626717.1, XP_020626675.1
OG0004431	plut2.m8.3409.m1	XP_020625791.1, XP_020625792.1, XP_020625786.1, XP_020625790.1
OG0004432	plut2.m8.17660.m1	XP_020618661.1, XP_020618660.1, XP_020618659.1
OG0004433	jamg1.model.Sc0000028.79, jamg1.model.xfSc0002220.1	XP_020625777.1, XP_020625776.1
OG0004434	plut2.m8.3405.m1	XP_020625795.1
OG0004434	plut2.m8.21822.m1	XP_020620409.1, XP_020625775.1
OG0004435	plut2.m8.17637.m1	XP_020628750.1, XP_020628751.1
OG0004436	plut2.m8.126.m1	XP_020622095.1, XP_020622096.1, XP_020622094.1
OG0004437	plut2.m8.7823.m1	XP_020602756.1, XP_020602757.1
OG0004438	plut2.m8.29289.m1	XP_020618266.1, XP_020618360.1
OG0004439	plut2.m8.24682.m1	XP_020607436.1
OG0004440	plut2.m8.13102.m1	XP_020631762.1
OG0004440	plut2.m8.13101.m1	XP_020631817.1
OG0004442	plut2.m8.15061.m1, plut2.m8.15062.m1	XP_020609420.1
OG0004443	plut2.m8.6294.m1	XP_020630820.1, XP_020630819.1
OG0004444	plut2.m8.21382.m1, plut2.m8.21400.m1	XP_020616410.1
OG0004445	plut2.m8.6143.m1	XP_020624388.1, XP_020624379.1
OG0004447	plut2.m8.19494.m1	XP_020629247.1, XP_020629246.1, XP_020629269.1
OG0004448	plut2.m8.19497.m1	XP_020629270.1
OG0004450	plut2.m8.24545.m1	XP_020632890.1
OG0004451	plut2.m8.20752.m1	XP_020632878.1
OG0004452	plut2.m8.25343.m1	XP_020624220.1, XP_020624223.1, XP_020624222.1, XP_020624221.1
OG0004453	plut2.m8.29099.m1	XP_020613003.1
OG0004454	plut2.m8.6675.m1	XP_020606243.1, XP_020606396.1, XP_020606073.1
OG0004455	plut2.m8.30952.m1	XP_020612853.1
OG0004457	plut2.m8.11902.m1	XP_020626719.1
OG0004458	plut2.m8.4086.m1	XP_020631044.1, XP_020630725.1, XP_020630716.1, XP_020630724.1
OG0004459	plut2.m8.20110.m1	XP_020626277.1
OG0004460	plut2.m8.16282.m1	XP_020605691.1
OG0004462	plut2.m8.28829.m1	XP_020627336.1, XP_020627338.1, XP_020627337.1
OG0004465	plut2.m8.8383.m1	XP_020612329.1, XP_020612328.1
OG0004466	plut2.m8.8399.m1	XP_020612307.1, XP_020612303.1, XP_020612305.1, XP_020612306.1
OG0004467	plut2.m8.9482.m1	XP_020627132.1
OG0004468	plut2.m8.9476.m1	XP_020613672.1
OG0004471	plut2.m8.10739.m1	XP_020615222.1
OG0004472	plut2.m8.21910.m1, plut2.m8.21905.m1	XP_020628914.1
OG0004474	plut2.m8.5013.m1	XP_020617489.1
OG0004475	plut2.m8.4039.m1	XP_020611841.1, XP_020611840.1, XP_020611839.1, XP_020611838.1
OG0004476	plut2.m8.4036.m1	XP_020611875.1, XP_020611874.1, XP_020611876.1
OG0004477	plut2.m8.19773.m1	XP_020618970.1, XP_020622976.1
OG0004478	plut2.m8.12289.m1, plut2.m8.12292.m1	XP_020629060.1
OG0004479	plut2.m8.11649.m1	XP_020631686.1, XP_020631684.1, XP_020631685.1, XP_020631687.1, XP_020631688.1
OG0004481	plut2.m8.21030.m1	XP_020629621.1
OG0004482	plut2.m8.2327.m1	XP_020619507.1, XP_020619506.1
OG0004484	plut2.m8.28884.m1	XP_020612976.1, XP_020612974.1, XP_020612975.1, XP_020612972.1
OG0004485	plut2.m8.32243.m1	XP_020612961.1
OG0004487	plut2.m8.22746.m1	XP_020606030.1, XP_020606103.1, XP_020606004.1
OG0004488	plut2.m8.5091.m1	XP_020620491.1, XP_020620490.1, XP_020620492.1
OG0004489	plut2.m8.5058.m1	XP_020602841.1
OG0004490	plut2.m8.28900.m1	XP_020608195.1
OG0004491	plut2.m8.13984.m1	XP_020615818.1, XP_020615786.1
OG0004492	plut2.m8.13987.m1	XP_020615808.1, XP_020615810.1, XP_020615807.1, XP_020615809.1
OG0004493	plut2.m8.13974.m1	XP_020615816.1
OG0004494	jamg1.model.Sc0000160.72, jamg1.model.xfSc0001622.2, jamg1.model.xfSc0001622.1	XP_020626882.1
OG0004495	plut2.m8.12367.m1	XP_020626896.1, XP_020626895.1, XP_020626893.1, XP_020626894.1
OG0004497	plut2.m8.9745.m1, plut2.m8.9746.m1	XP_020627435.1
OG0004498	plut2.m8.9749.m1	XP_020627348.1, XP_020627349.1
OG0004499	plut2.m8.9750.m1	XP_020627428.1, XP_020627429.1, XP_020627350.1
OG0004501	plut2.m8.22347.m1	XP_020611263.1
OG0004502	plut2.m8.32271.m1	XP_020618676.1, XP_020618603.1
OG0004503	plut2.m8.6489.m1	XP_020601841.1, XP_020601851.1
OG0004504	jamg1.model.xfSc0000019.42	XP_020602961.1
OG0004505	plut2.m8.3665.m1	XP_020624758.1, XP_020630731.1
OG0004506	plut2.m8.4059.m1	XP_020627380.1, XP_020612758.1
OG0004507	plut2.m8.9798.m1	XP_020623112.1, XP_020623073.1
OG0004508	plut2.m8.9799.m1	XP_020623075.1, XP_020616339.1, XP_020623076.1
OG0004509	plut2.m8.9810.m1	XP_020609210.1, XP_020609211.1, XP_020609209.1
OG0004512	plut2.m8.26614.m1	XP_020612235.1, XP_020612234.1, XP_020612233.1
OG0004514	plut2.m8.16588.m1, plut2.m8.1044.m1	XP_020607131.1, XP_020607132.1
OG0004515	plut2.m8.12812.m1	XP_020602719.1, XP_020602720.1
OG0004516	plut2.m8.17058.m1	XP_020622745.1, XP_020622744.1, XP_020622747.1
OG0004517	plut2.m8.17053.m1	XP_020622761.1
OG0004518	plut2.m8.14269.m1	XP_020631268.1, XP_020631243.1
OG0004519	plut2.m8.30570.m1, plut2.m8.30569.m1	XP_020605682.1
OG0004519	plut2.m8.30677.m1	XP_020605681.1
OG0004520	plut2.m8.11623.m1	XP_020605103.1, XP_020605092.1
OG0004521	plut2.m8.3883.m1	XP_020632008.1, XP_020632009.1
OG0004522	plut2.m8.12990.m1	XP_020617906.1
OG0004523	jamg1.model.Sc0000001.196	XP_020627697.1, XP_020627696.1, XP_020627695.1
OG0004524	plut2.m8.21310.m1	XP_020606058.1
OG0004525	plut2.m8.12029.m1	XP_020609826.1
OG0004526	plut2.m8.26888.m1	XP_020608144.1, XP_020608143.1
OG0004527	plut2.m8.31170.m1	XP_020618088.1
OG0004528	plut2.m8.11744.m1	XP_020622255.1, XP_020628951.1
OG0004529	plut2.m8.11195.m1	XP_020626749.1
OG0004530	plut2.m8.26522.m1	XP_020602327.1
OG0004531	plut2.m8.20531.m1, plut2.m8.20528.m1	XP_020628593.1
OG0004533	plut2.m8.6943.m1	XP_020604589.1, XP_020604657.1
OG0004534	jamg1.model.Sc0000068.49, jamg1.model.Sc0000068.48	XP_020604644.1
OG0004535	plut2.m8.6942.m1	XP_020604599.1, XP_020604600.1
OG0004536	plut2.m8.21.m1	XP_020609797.1, XP_020609798.1
OG0004538	plut2.m8.10503.m1	XP_020624004.1
OG0004540	plut2.m8.1712.m1, plut2.m8.5817.m1	XP_020624282.1
OG0004541	plut2.m8.14159.m1	XP_020632565.1, XP_020632566.1, XP_020632567.1
OG0004542	plut2.m8.4044.m1	XP_020611829.1, XP_020611898.1
OG0004543	plut2.m8.6184.m1	XP_020613239.1
OG0004544	plut2.m8.6181.m1, plut2.m8.6179.m1	XP_020618424.1
OG0004545	plut2.m8.6174.m1	XP_020618423.1
OG0004546	plut2.m8.16067.m1	XP_020623837.1, XP_020623835.1, XP_020623836.1
OG0004547	plut2.m8.27840.m1	XP_020606614.1, XP_020606605.1
OG0004548	plut2.m8.10840.m1	XP_020612386.1, XP_020612392.1
OG0004549	plut2.m8.5444.m1	XP_020615181.1
OG0004550	plut2.m8.10518.m1	XP_020615211.1, XP_020615212.1, XP_020615210.1
OG0004551	plut2.m8.24376.m1	XP_020610584.1, XP_020610535.1
OG0004552	plut2.m8.19281.m1	XP_020617185.1, XP_020602803.1
OG0004553	plut2.m8.20702.m1, plut2.m8.3892.m1	XP_020615655.1, XP_020615663.1
OG0004554	plut2.m8.14819.m1	XP_020631870.1
OG0004555	plut2.m8.5066.m1	XP_020614776.1
OG0004555	plut2.m8.5065.m1	XP_020614774.1
OG0004556	plut2.m8.10368.m1	XP_020623166.1, XP_020623181.1, XP_020623208.1
OG0004558	plut2.m8.11298.m1	XP_020611113.1, XP_020611112.1
OG0004559	plut2.m8.11295.m1	XP_020611047.1
OG0004560	plut2.m8.10444.m1	XP_020619011.1, XP_020619012.1, XP_020619010.1, XP_020619008.1
OG0004561	plut2.m8.3384.m1	XP_020608453.1
OG0004562	plut2.m8.10698.m1	XP_020613470.1, XP_020613471.1, XP_020613472.1, XP_020613469.1
OG0004563	plut2.m8.11433.m1	XP_020621148.1, XP_020621149.1, XP_020621150.1
OG0004564	plut2.m8.16006.m1	XP_020607400.1, XP_020607410.1
OG0004565	plut2.m8.9316.m1, plut2.m8.9317.m1	XP_020624631.1
OG0004566	plut2.m8.8968.m1	XP_020602037.1
OG0004567	plut2.m8.24205.m1	XP_020627768.1
OG0004569	plut2.m8.29905.m1	XP_020608214.1, XP_020608216.1, XP_020608215.1
OG0004570	plut2.m8.3889.m1	XP_020624983.1, XP_020624984.1
OG0004571	plut2.m8.3890.m1	XP_020624985.1
OG0004572	plut2.m8.5948.m1	XP_020614948.1, XP_020614946.1, XP_020614947.1
OG0004574	plut2.m8.33484.m1	XP_020624689.1, XP_020624638.1
OG0004575	plut2.m8.26720.m1	XP_020607482.1, XP_020607480.1, XP_020607481.1
OG0004576	jamg1.model.Sc0000145.44, jamg1.model.Sc0000145.43	XP_020618319.1
OG0004577	plut2.m8.2896.m1	XP_020622011.1
OG0004578	plut2.m8.1640.m1	XP_020611106.1, XP_020611105.1, XP_020611107.1
OG0004579	plut2.m8.7471.m1	XP_020603225.1
OG0004580	plut2.m8.7475.m1	XP_020603258.1
OG0004581	plut2.m8.6623.m1	XP_020603886.1, XP_020603810.1
OG0004582	plut2.m8.1782.m1	XP_020629556.1, XP_020629557.1, XP_020629558.1, XP_020629559.1
OG0004583	plut2.m8.1788.m1	XP_020629702.1, XP_020629563.1, XP_020629650.1
OG0004584	plut2.m8.1783.m1	XP_020629575.1
OG0004585	plut2.m8.10476.m1	XP_020606295.1
OG0004585	plut2.m8.10475.m1	XP_020606296.1
OG0004587	plut2.m8.25648.m1	XP_020625256.1
OG0004587	plut2.m8.25653.m1	XP_020625260.1
OG0004588	plut2.m8.22737.m1	XP_020632909.1, XP_020632911.1
OG0004589	plut2.m8.29176.m1	XP_020617668.1, XP_020617666.1
OG0004590	plut2.m8.26976.m1	XP_020617647.1
OG0004591	plut2.m8.26972.m1	XP_020617619.1, XP_020625563.1, XP_020628146.1, XP_020617604.1, XP_020617596.1
OG0004592	plut2.m8.5309.m1	XP_020607975.1, XP_020607977.1, XP_020607976.1
OG0004593	plut2.m8.5313.m1	XP_020627826.1
OG0004597	plut2.m8.18233.m1	XP_020626522.1, XP_020626521.1
OG0004598	plut2.m8.10200.m1	XP_020612291.1
OG0004599	plut2.m8.19001.m1, plut2.m8.19003.m1	XP_020608278.1, XP_020608279.1
OG0004600	plut2.m8.11008.m1	XP_020624039.1
OG0004601	plut2.m8.10999.m1	XP_020623946.1
OG0004603	plut2.m8.6355.m1	XP_020625235.1
OG0004604	plut2.m8.27758.m1	XP_020616571.1
OG0004605	plut2.m8.17709.m1	XP_020614867.1
OG0004606	plut2.m8.903.m1	XP_020616890.1
OG0004607	plut2.m8.908.m1	XP_020616915.1
OG0004608	plut2.m8.10152.m1	XP_020610391.1
OG0004609	plut2.m8.6838.m1	XP_020625124.1, XP_020625123.1, XP_020625125.1
OG0004612	plut2.m8.14433.m1	XP_020600548.1, XP_020600549.1
OG0004613	plut2.m8.2676.m1	XP_020602200.1
OG0004614	plut2.m8.17414.m1	XP_020630207.1, XP_020630205.1
OG0004615	plut2.m8.11574.m1	XP_020607771.1
OG0004616	plut2.m8.8563.m1	XP_020605095.1
OG0004618	plut2.m8.27375.m1	XP_020615203.1
OG0004620	plut2.m8.28390.m1	XP_020607985.1, XP_020607983.1, XP_020607982.1
OG0004621	plut2.m8.16449.m1	XP_020614935.1, XP_020614942.1
OG0004622	plut2.m8.14469.m1, plut2.m8.27274.m1	XP_020616699.1, XP_020616700.1
OG0004623	plut2.m8.9117.m1, plut2.m8.19669.m1, plut2.m8.10800.m1	XP_020625028.1
OG0004624	plut2.m8.10496.m1	XP_020627159.1, XP_020627160.1, XP_020627161.1
OG0004625	plut2.m8.10505.m1	XP_020627164.1, XP_020627165.1
OG0004626	plut2.m8.7621.m1	XP_020632045.1
OG0004627	plut2.m8.17903.m1	XP_020609059.1, XP_020609058.1, XP_020609060.1, XP_020608949.1
OG0004631	plut2.m8.20981.m1	XP_020621274.1
OG0004632	plut2.m8.722.m1	XP_020612632.1, XP_020612633.1
OG0004633	plut2.m8.729.m1	XP_020612669.1
OG0004633	plut2.m8.720.m1	XP_020612628.1
OG0004634	plut2.m8.8851.m1	XP_020631152.1, XP_020631151.1, XP_020631150.1
OG0004636	plut2.m8.22339.m1	XP_020610015.1, XP_020610014.1
OG0004637	plut2.m8.19285.m1	XP_020624876.1, XP_020624877.1
OG0004638	plut2.m8.24906.m1, plut2.m8.25094.m1, plut2.m8.24905.m1	XP_020614433.1
OG0004639	plut2.m8.27735.m1	XP_020612025.1, XP_020612024.1, XP_020612023.1
OG0004640	plut2.m8.4252.m1	XP_020629187.1, XP_020629185.1, XP_020629186.1
OG0004641	plut2.m8.4247.m1	XP_020629171.1, XP_020629172.1
OG0004642	plut2.m8.4258.m1	XP_020605783.1, XP_020629181.1, XP_020629180.1
OG0004643	plut2.m8.6218.m1	XP_020611377.1
OG0004644	plut2.m8.28419.m1	XP_020617878.1
OG0004645	plut2.m8.3551.m1	XP_020617857.1
OG0004645	plut2.m8.28411.m1	XP_020610317.1
OG0004646	plut2.m8.1166.m1	XP_020614677.1, XP_020614675.1, XP_020614676.1, XP_020614674.1
OG0004648	plut2.m8.31466.m1	XP_020616642.1
OG0004648	plut2.m8.25012.m1	XP_020616641.1
OG0004649	plut2.m8.7003.m1	XP_020629027.1
OG0004650	plut2.m8.7018.m1	XP_020601702.1, XP_020601701.1
OG0004651	plut2.m8.7175.m1	XP_020609683.1
OG0004653	plut2.m8.20588.m1	XP_020615891.1
OG0004654	plut2.m8.21687.m1	XP_020622168.1, XP_020622166.1, XP_020622169.1, XP_020622167.1
OG0004655	plut2.m8.21675.m1	XP_020622219.1, XP_020622220.1
OG0004656	plut2.m8.18240.m1	XP_020622163.1, XP_020622162.1
OG0004657	plut2.m8.18619.m1	XP_020632003.1, XP_020632004.1
OG0004658	plut2.m8.16262.m1	XP_020614582.1
OG0004659	plut2.m8.16251.m1	XP_020615465.1
OG0004660	plut2.m8.16261.m1	XP_020614544.1, XP_020614543.1
OG0004661	plut2.m8.18349.m1	XP_020618817.1
OG0004663	plut2.m8.6823.m1, plut2.m8.6824.m1	XP_020625071.1, XP_020625070.1
OG0004664	plut2.m8.6800.m1	XP_020610258.1, XP_020610256.1, XP_020610257.1
OG0004666	plut2.m8.14033.m1, plut2.m8.14031.m1, plut2.m8.14032.m1, plut2.m8.14034.m1	XP_020629655.1
OG0004667	plut2.m8.10553.m1	XP_020621189.1, XP_020621181.1
OG0004670	plut2.m8.10293.m1	XP_020617347.1
OG0004671	plut2.m8.12281.m1	XP_020603195.1
OG0004672	plut2.m8.19248.m1	XP_020615755.1, XP_020615750.1
OG0004673	plut2.m8.9569.m1	XP_020611295.1
OG0004674	plut2.m8.12863.m1	XP_020603010.1
OG0004675	plut2.m8.9556.m1	XP_020602401.1
OG0004677	plut2.m8.25226.m1, plut2.m8.25225.m1, plut2.m8.493.m1	XP_020607955.1, XP_020607956.1
OG0004678	plut2.m8.185.m1	XP_020628404.1, XP_020628390.1
OG0004679	plut2.m8.10861.m1	XP_020628595.1, XP_020628588.1, XP_020628574.1, XP_020628582.1
OG0004680	plut2.m8.10543.m1	XP_020621897.1, XP_020621904.1
OG0004681	plut2.m8.4096.m1, jamg1.model.Sc0000035.91, plut2.m8.20186.m1, jamg1.model.xfSc0000375.2	XP_020606624.1
OG0004682	plut2.m8.17055.m1	XP_020627344.1, XP_020627343.1
OG0004684	plut2.m8.1493.m1	XP_020616301.1, XP_020616300.1, XP_020616299.1, XP_020616303.1
OG0004685	plut2.m8.1489.m1	XP_020617080.1, XP_020617079.1, XP_020616298.1, XP_020616297.1
OG0004688	jamg1.model.Sc0000062.89, jamg1.model.Sc0000062.90, jamg1.model.Sc0000062.91, plut2.m8.767.m1	XP_020629947.1
OG0004689	jamg1.model.xpSc0007071.22, plut2.m8.32575.m1, plut2.m8.7198.m1	XP_020609165.1
OG0004690	plut2.m8.9973.m1	XP_020617018.1, XP_020616984.1, XP_020617019.1
OG0004691	plut2.m8.14782.m1	XP_020620303.1
OG0004692	plut2.m8.14783.m1	XP_020611619.1, XP_020611625.1
OG0004693	plut2.m8.24464.m1, plut2.m8.16913.m1	XP_020622171.1
OG0004694	plut2.m8.28860.m1	XP_020608570.1
OG0004695	plut2.m8.19264.m1	XP_020606638.1, XP_020606635.1, XP_020606634.1
OG0004696	plut2.m8.13077.m1	XP_020613453.1, XP_020613445.1, XP_020613461.1
OG0004697	plut2.m8.4325.m1	XP_020607351.1, XP_020607352.1
OG0004698	plut2.m8.12114.m1	XP_020629125.1
OG0004700	plut2.m8.12130.m1	XP_020608670.1
OG0004701	plut2.m8.15030.m1	XP_020600647.1
OG0004703	plut2.m8.14130.m1, plut2.m8.30484.m1	XP_020622861.1, XP_020622860.1
OG0004704	jamg1.model.Sc0000010.44	XP_020615896.1
OG0004705	plut2.m8.7789.m1	XP_020630663.1, XP_020630662.1, XP_020630664.1
OG0004706	plut2.m8.18429.m1	XP_020625813.1
OG0004707	plut2.m8.11193.m1	XP_020627252.1
OG0004708	plut2.m8.8331.m1	XP_020605184.1, XP_020605185.1, XP_020605216.1
OG0004709	plut2.m8.10482.m1	XP_020619120.1
OG0004711	plut2.m8.11059.m1	XP_020606492.1, XP_020606493.1, XP_020606494.1
OG0004712	plut2.m8.20488.m1	XP_020604857.1, XP_020604858.1, XP_020604856.1
OG0004714	plut2.m8.1085.m1	XP_020628121.1, XP_020628119.1, XP_020628120.1
OG0004715	plut2.m8.5857.m1	XP_020628129.1
OG0004716	plut2.m8.24039.m1, plut2.m8.14430.m1	XP_020606043.1
OG0004718	plut2.m8.1911.m1	XP_020621497.1, XP_020621498.1
OG0004719	plut2.m8.25048.m1, plut2.m8.25049.m1	XP_020616985.1, XP_020616987.1, XP_020616986.1
OG0004720	plut2.m8.8354.m1	XP_020618550.1
OG0004720	plut2.m8.8352.m1	XP_020618551.1
OG0004721	plut2.m8.8343.m1	XP_020618549.1
OG0004722	plut2.m8.9362.m1	XP_020618252.1, XP_020618367.1, XP_020618368.1
OG0004723	plut2.m8.12529.m1	XP_020611607.1
OG0004724	plut2.m8.4174.m1	XP_020623722.1
OG0004725	plut2.m8.33439.m1	XP_020623721.1
OG0004726	plut2.m8.11770.m1, plut2.m8.30602.m1	XP_020625276.1
OG0004728	plut2.m8.26953.m1	XP_020615633.1
OG0004729	plut2.m8.642.m1	XP_020610353.1, XP_020610354.1, XP_020610351.1, XP_020610352.1
OG0004730	plut2.m8.1342.m1	XP_020615491.1, XP_020615492.1
OG0004731	jamg1.model.Sc0000055.95	XP_020623218.1, XP_020623217.1
OG0004732	plut2.m8.17106.m1	XP_020631704.1
OG0004732	plut2.m8.17107.m1	XP_020631680.1, XP_020631679.1
OG0004733	plut2.m8.17109.m1	XP_020606805.1
OG0004734	plut2.m8.24427.m1	XP_020615328.1, XP_020612519.1, XP_020612531.1, XP_020615332.1
OG0004735	plut2.m8.7856.m1	XP_020605084.1, XP_020605074.1
OG0004736	plut2.m8.30644.m1	XP_020622439.1, XP_020622440.1
OG0004738	plut2.m8.16653.m1	XP_020622602.1, XP_020622601.1
OG0004740	plut2.m8.21250.m1	XP_020606916.1, XP_020606917.1, XP_020606918.1, XP_020606915.1
OG0004741	plut2.m8.21249.m1	XP_020606910.1, XP_020606911.1, XP_020606912.1, XP_020606914.1
OG0004742	plut2.m8.18644.m1	XP_020624574.1, XP_020624572.1, XP_020624566.1, XP_020624571.1
OG0004743	plut2.m8.19967.m1	XP_020619773.1, XP_020619796.1, XP_020619786.1
OG0004744	plut2.m8.3152.m1	XP_020618588.1, XP_020618587.1, XP_020618589.1
OG0004745	plut2.m8.3154.m1	XP_020608561.1, XP_020608554.1, XP_020608547.1, XP_020608540.1
OG0004747	plut2.m8.8781.m1	XP_020624544.1, XP_020624543.1
OG0004748	plut2.m8.12460.m1, plut2.m8.12459.m1	XP_020602103.1, XP_020602102.1, XP_020602075.1
OG0004749	plut2.m8.9449.m1, plut2.m8.17064.m1, plut2.m8.9448.m1, plut2.m8.9441.m1	XP_020628043.1
OG0004750	plut2.m8.9463.m1	XP_020628232.1, XP_020628187.1, XP_020628186.1
OG0004751	plut2.m8.9466.m1	XP_020627831.1, XP_020627834.1
OG0004752	plut2.m8.13038.m1	XP_020602668.1, XP_020602669.1
OG0004753	plut2.m8.12689.m1	XP_020601134.1
OG0004755	plut2.m8.9148.m1	XP_020606183.1
OG0004757	plut2.m8.6173.m1	XP_020613229.1, XP_020613226.1, XP_020613228.1
OG0004758	plut2.m8.6373.m1	XP_020625184.1, XP_020625183.1
OG0004759	plut2.m8.15916.m1	XP_020627212.1, XP_020627211.1
OG0004760	plut2.m8.15915.m1	XP_020608233.1, XP_020608234.1
OG0004761	plut2.m8.15924.m1	XP_020613118.1, XP_020613117.1
OG0004762	plut2.m8.9955.m1	XP_020606333.1
OG0004763	plut2.m8.3945.m1	XP_020623707.1
OG0004764	plut2.m8.3941.m1	XP_020623863.1
OG0004765	plut2.m8.11033.m1, plut2.m8.11035.m1	XP_020622950.1
OG0004766	plut2.m8.18303.m1	XP_020626225.1, XP_020626429.1, XP_020626424.1
OG0004767	plut2.m8.14768.m1, plut2.m8.14764.m1, plut2.m8.14767.m1	XP_020628885.1, XP_020628884.1
OG0004768	plut2.m8.390.m1	XP_020616136.1, XP_020616137.1, XP_020616119.1
OG0004769	plut2.m8.27745.m1	XP_020612055.1, XP_020612010.1, XP_020612011.1
OG0004770	plut2.m8.14263.m1	XP_020600868.1, XP_020622530.1
OG0004771	plut2.m8.13953.m1	XP_020603513.1
OG0004772	plut2.m8.14962.m1	XP_020601267.1, XP_020601268.1, XP_020601269.1
OG0004774	plut2.m8.15704.m1	XP_020624257.1, XP_020624256.1
OG0004775	plut2.m8.7546.m1	XP_020607413.1, XP_020607377.1
OG0004776	plut2.m8.22232.m1	XP_020604383.1
OG0004778	plut2.m8.20668.m1	XP_020603576.1, XP_020603449.1
OG0004780	plut2.m8.7385.m1	XP_020609884.1, XP_020609744.1, XP_020609680.1, XP_020609810.1
OG0004781	plut2.m8.20614.m1	XP_020616026.1, XP_020616061.1
OG0004782	plut2.m8.31665.m1	XP_020626394.1, XP_020626396.1, XP_020626395.1
OG0004783	plut2.m8.28397.m1	XP_020631852.1, XP_020631851.1, XP_020631853.1
OG0004784	plut2.m8.21933.m1	XP_020613019.1, XP_020613029.1
OG0004787	plut2.m8.20102.m1	XP_020626264.1, XP_020626341.1
OG0004789	plut2.m8.6862.m1	XP_020616798.1, XP_020616796.1, XP_020616795.1
OG0004790	plut2.m8.9175.m1	XP_020605243.1, XP_020605242.1, XP_020605244.1
OG0004791	plut2.m8.12739.m1	XP_020625574.1
OG0004792	plut2.m8.7653.m1	XP_020612994.1
OG0004793	plut2.m8.7654.m1	XP_020625525.1, XP_020625582.1
OG0004794	plut2.m8.7645.m1	XP_020625494.1
OG0004795	plut2.m8.1045.m1	XP_020613147.1, XP_020613146.1
OG0004796	plut2.m8.1041.m1	XP_020613145.1
OG0004797	plut2.m8.11127.m1	XP_020619171.1, XP_020619169.1, XP_020619170.1
OG0004798	plut2.m8.11164.m1, plut2.m8.11163.m1	XP_020622597.1, XP_020622665.1
OG0004799	plut2.m8.9350.m1	XP_020609131.1, XP_020609132.1
OG0004800	plut2.m8.13241.m1	XP_020620795.1, XP_020631207.1
OG0004802	plut2.m8.400.m1	XP_020616165.1, XP_020616164.1
OG0004803	plut2.m8.688.m1	XP_020612585.1
OG0004804	plut2.m8.706.m1	XP_020612640.1
OG0004805	plut2.m8.23972.m1	XP_020628323.1, XP_020628322.1, XP_020628324.1
OG0004806	plut2.m8.32517.m1	XP_020628340.1, XP_020628341.1, XP_020628342.1
OG0004807	plut2.m8.376.m1	XP_020606264.1, XP_020606265.1, XP_020606182.1
OG0004808	jamg1.model.Sc0000002.15	XP_020606171.1
