Orthogroup	Mcavernosa.maker.proteins	Acerv_assembly_v1.0.protein
OG0005469	Mcavernosa01869-RA, Mcavernosa01870-RA	Acerv_evm.model.Segkk383_pilon.6
OG0005470	Mcavernosa24505-RA, Mcavernosa24506-RA	Acerv_evm.model.Segkk384_pilon.8
OG0005471	Mcavernosa16447-RA	Acerv_evm.model.Segkk384_pilon.3
OG0005473	Mcavernosa03014-RA	Acerv_evm.model.Segkk386_pilon.4
OG0005474	Mcavernosa33518-RA, Mcavernosa03009-RA	Acerv_evm.model.Segkk386_pilon.3
OG0005476	Mcavernosa20569-RA, Mcavernosa27863-RA, Mcavernosa29100-RA, Mcavernosa27861-RA	Acerv_evm.model.Segkk389_pilon.1
OG0005478	Mcavernosa32017-RA	Acerv_evm.model.Segkk390_pilon.5
OG0005479	Mcavernosa33348-RA, Mcavernosa30505-RA	Acerv_evm.model.Segkk390_pilon.8
OG0005480	Mcavernosa13397-RA	Acerv_evm.model.Segkk392_pilon.8
OG0005481	Mcavernosa11186-RA	Acerv_evm.model.Segkk405_pilon.2
OG0005482	Mcavernosa15359-RA, Mcavernosa15362-RA	Acerv_evm.model.Segkk407_pilon.9
OG0005484	Mcavernosa24661-RA	Acerv_evm.model.Segkk1976_pilon.29, Acerv_evm.model.Segkk410_pilon.3
OG0005485	Mcavernosa24659-RA	Acerv_evm.model.Segkk1976_pilon.30, Acerv_evm.model.Segkk410_pilon.2
OG0005486	Mcavernosa13026-RA	Acerv_evm.model.Segkk413_pilon.8
OG0005487	Mcavernosa29034-RA, Mcavernosa30053-RA	Acerv_evm.model.Segkk414_pilon.3
OG0005488	Mcavernosa18076-RA	Acerv_evm.model.Segkk416_pilon.7
OG0005489	Mcavernosa03022-RA, Mcavernosa03021-RA	Acerv_evm.model.Segkk419_pilon.7
OG0005490	Mcavernosa22222-RA	Acerv_evm.model.Segkk423_pilon.6
OG0005491	Mcavernosa22223-RA	Acerv_evm.model.Segkk423_pilon.8
OG0005492	Mcavernosa12556-RA	Acerv_evm.model.Segkk424_pilon.1, Acerv_evm.model.Segkk1900_pilon.1
OG0005494	Mcavernosa31464-RA	Acerv_evm.model.Segkk429_pilon.3, Acerv_evm.model.Segkk429_pilon.2
OG0005496	Mcavernosa27687-RA, Mcavernosa12171-RA	Acerv_evm.model.Segkk435_pilon.34
OG0005497	Mcavernosa12174-RA, Mcavernosa12173-RA	Acerv_evm.model.Segkk435_pilon.33
OG0005498	Mcavernosa28557-RA, Mcavernosa28552-RA	Acerv_evm.model.Segkk435_pilon.31
OG0005499	Mcavernosa28546-RA	Acerv_evm.model.Segkk435_pilon.22
OG0005500	Mcavernosa20483-RA	Acerv_evm.model.Segkk435_pilon.10
OG0005501	Mcavernosa15514-RA	Acerv_evm.model.Segkk437_pilon.5
OG0005502	Mcavernosa24932-RA	Acerv_evm.model.Segkk438_pilon.15
OG0005503	Mcavernosa02979-RA	Acerv_evm.model.Segkk438_pilon.24
OG0005504	Mcavernosa02996-RA	Acerv_evm.model.Segkk438_pilon.21
OG0005505	Mcavernosa28170-RA	Acerv_evm.model.Segkk723_pilon.2, Acerv_evm.model.Segkk439_pilon.1
OG0005506	Mcavernosa28169-RA	Acerv_evm.model.Segkk439_pilon.6
OG0005507	Mcavernosa23175-RA, Mcavernosa23173-RA	Acerv_evm.model.Segkk441_pilon.13
OG0005508	Mcavernosa16781-RA, Mcavernosa32962-RA	Acerv_evm.model.Segkk442_pilon.11
OG0005509	Mcavernosa09392-RA	Acerv_evm.model.Segkk447_pilon.1
OG0005509	Mcavernosa09389-RA	Acerv_evm.model.Segkk3552_pilon.1, Acerv_evm.model.Segkk3237_pilon.1
OG0005510	Mcavernosa04002-RA	Acerv_evm.model.Segkk459_pilon.1
OG0005512	Mcavernosa14188-RA	Acerv_evm.model.Segkk463_pilon.11, Acerv_evm.model.Segkk663_pilon.12
OG0005513	Mcavernosa34819-RA	Acerv_evm.model.Segkk464_pilon.30
OG0005514	Mcavernosa25326-RA, Mcavernosa25318-RA	Acerv_evm.model.Segkk464_pilon.22
OG0005516	Mcavernosa27565-RA	Acerv_evm.model.Segkk469_pilon.14
OG0005520	Mcavernosa02400-RA	Acerv_evm.model.Segkk470_pilon.1
OG0005521	Mcavernosa02406-RA	Acerv_evm.model.Segkk470_pilon.11
OG0005522	Mcavernosa24968-RA	Acerv_evm.model.Segkk470_pilon.33
OG0005523	Mcavernosa02417-RA	Acerv_evm.model.Segkk470_pilon.24
OG0005524	Mcavernosa26198-RA	Acerv_evm.model.Segkk473_pilon.1
OG0005525	Mcavernosa22900-RA	Acerv_evm.model.Segkk473_pilon.5
OG0005526	Mcavernosa16448-RA	Acerv_evm.model.Segkk1140_pilon.1, Acerv_evm.model.Segkk475_pilon.1
OG0005527	Mcavernosa27200-RA	Acerv_evm.model.Segkk478_pilon.11
OG0005528	Mcavernosa29973-RA	Acerv_evm.model.Segkk4200_pilon.1, Acerv_evm.model.Segkk481_pilon.2
OG0005529	Mcavernosa07442-RA	Acerv_evm.model.Segkk487_pilon.11
OG0005530	Mcavernosa07410-RA	Acerv_evm.model.Segkk487_pilon.15
OG0005531	Mcavernosa07408-RA	Acerv_evm.model.Segkk487_pilon.17
OG0005533	Mcavernosa28200-RA	Acerv_evm.model.Segkk2764_pilon.15, Acerv_evm.model.Segkk489_pilon.1
OG0005534	Mcavernosa07183-RA	Acerv_evm.model.Segkk497_pilon.2, Acerv_evm.model.Segkk2026_pilon.1
OG0005536	Mcavernosa20632-RA	Acerv_evm.model.Segkk2196_pilon.3
OG0005536	Mcavernosa20631-RA	Acerv_evm.model.Segkk515_pilon.19
OG0005537	Mcavernosa04929-RA	Acerv_evm.model.Segkk524_pilon.15
OG0005538	Mcavernosa05289-RA	Acerv_evm.model.Segkk524_pilon.14
OG0005539	Mcavernosa10675-RA, Mcavernosa29286-RA	Acerv_evm.model.Segkk524_pilon.24
OG0005540	Mcavernosa12222-RA	Acerv_evm.model.Segkk524_pilon.7
OG0005541	Mcavernosa10643-RA	Acerv_evm.model.Segkk524_pilon.77, Acerv_evm.model.Segkk524_pilon.76
OG0005543	Mcavernosa27176-RA, Mcavernosa04963-RA	Acerv_evm.model.Segkk1838_pilon.5, Acerv_evm.model.Segkk527_pilon.6, Acerv_evm.model.Segkk4290_pilon.25
OG0005544	Mcavernosa06707-RA, Mcavernosa06708-RA	Acerv_evm.model.Segkk541_pilon.5
OG0005546	Mcavernosa26794-RA	Acerv_evm.model.Segkk543_pilon.12
OG0005547	Mcavernosa26790-RA	Acerv_evm.model.Segkk543_pilon.11
OG0005549	Mcavernosa33994-RA, Mcavernosa33071-RA, Mcavernosa24266-RA	Acerv_evm.model.Segkk549_pilon.12
OG0005550	Mcavernosa33494-RA	Acerv_evm.model.Segkk552_pilon.2
OG0005552	Mcavernosa28210-RA, Mcavernosa28202-RA	Acerv_evm.model.Segkk4120_pilon.10, Acerv_evm.model.Segkk552_pilon.30
OG0005553	Mcavernosa20053-RA	Acerv_evm.model.Segkk4120_pilon.11, Acerv_evm.model.Segkk552_pilon.31
OG0005555	Mcavernosa12205-RA	Acerv_evm.model.Segkk555_pilon.40
OG0005556	Mcavernosa01852-RA	Acerv_evm.model.Segkk555_pilon.48
OG0005558	Mcavernosa07633-RA	Acerv_evm.model.Segkk555_pilon.37
OG0005559	Mcavernosa07636-RA	Acerv_evm.model.Segkk555_pilon.36
OG0005561	Mcavernosa30449-RA	Acerv_evm.model.Segkk571_pilon.3
OG0005562	Mcavernosa32321-RA	Acerv_evm.model.Segkk572_pilon.3
OG0005563	Mcavernosa19994-RA	Acerv_evm.model.Segkk577_pilon.10
OG0005564	Mcavernosa02855-RA	Acerv_evm.model.Segkk578_pilon.7
OG0005565	Mcavernosa18304-RA	Acerv_evm.model.Segkk579_pilon.4
OG0005566	Mcavernosa11481-RA	Acerv_evm.model.Segkk579_pilon.1
OG0005567	Mcavernosa08663-RA	Acerv_evm.model.Segkk580_pilon.14
OG0005568	Mcavernosa10621-RA	Acerv_evm.model.Segkk581_pilon.60
OG0005568	Mcavernosa10626-RA	Acerv_evm.model.Segkk581_pilon.59
OG0005569	Mcavernosa13597-RA	Acerv_evm.model.Segkk585_pilon.2
OG0005571	Mcavernosa20091-RA	Acerv_evm.model.Segkk3071_pilon.1, Acerv_evm.model.Segkk591_pilon.2, Acerv_evm.model.Segkk3071_pilon.2
OG0005572	Mcavernosa00184-RA	Acerv_evm.model.Segkk599_pilon.3
OG0005573	Mcavernosa00177-RA	Acerv_evm.model.Segkk599_pilon.6
OG0005574	Mcavernosa23037-RA	Acerv_evm.model.Segkk604_pilon.2, Acerv_evm.model.Segkk4002_pilon.23
OG0005575	Mcavernosa20179-RA	Acerv_evm.model.Segkk607_pilon.13
OG0005576	Mcavernosa15642-RA	Acerv_evm.model.Segkk611_pilon.9
OG0005577	Mcavernosa15644-RA	Acerv_evm.model.Segkk611_pilon.10
OG0005579	Mcavernosa07151-RA	Acerv_evm.model.Segkk2765_pilon.10, Acerv_evm.model.Segkk999_pilon.5, Acerv_evm.model.Segkk615_pilon.3
OG0005580	Mcavernosa11171-RA	Acerv_evm.model.Segkk2913_pilon.1
OG0005581	Mcavernosa27881-RA	Acerv_evm.model.Segkk634_pilon.1
OG0005582	Mcavernosa27870-RA, Mcavernosa27872-RA	Acerv_evm.model.Segkk634_pilon.8
OG0005583	Mcavernosa02760-RA	Acerv_evm.model.Segkk641_pilon.4
OG0005584	Mcavernosa02762-RA, Mcavernosa02761-RA	Acerv_evm.model.Segkk641_pilon.3
OG0005585	Mcavernosa02749-RA	Acerv_evm.model.Segkk641_pilon.14
OG0005586	Mcavernosa03457-RA, Mcavernosa03454-RA	Acerv_evm.model.Segkk641_pilon.27
OG0005587	Mcavernosa12911-RA	Acerv_evm.model.Segkk642_pilon.21
OG0005588	Mcavernosa01598-RA	Acerv_evm.model.Segkk645_pilon.14
OG0005589	Mcavernosa01588-RA, Mcavernosa01589-RA, Mcavernosa01586-RA	Acerv_evm.model.Segkk645_pilon.9
OG0005590	Mcavernosa15879-RA	Acerv_evm.model.Segkk2521_pilon.9, Acerv_evm.model.Segkk648_pilon.3, Acerv_evm.model.Segkk648_pilon.6
OG0005592	Mcavernosa14787-RA	Acerv_evm.model.Segkk653_pilon.4
OG0005593	Mcavernosa22475-RA	Acerv_evm.model.Segkk659_pilon.2
OG0005595	Mcavernosa11451-RA	Acerv_evm.model.Segkk666_pilon.5
OG0005596	Mcavernosa02251-RA	Acerv_evm.model.Segkk668_pilon.2
OG0005597	Mcavernosa19635-RA, Mcavernosa33864-RA, Mcavernosa19642-RA	Acerv_evm.model.Segkk669_pilon.5
OG0005598	Mcavernosa19638-RA	Acerv_evm.model.Segkk669_pilon.2
OG0005601	Mcavernosa07576-RA, Mcavernosa07580-RA	Acerv_evm.model.Segkk670_pilon.19
OG0005602	Mcavernosa07568-RA	Acerv_evm.model.Segkk670_pilon.13
OG0005603	Mcavernosa07574-RA	Acerv_evm.model.Segkk670_pilon.16
OG0005604	Mcavernosa26546-RA	Acerv_evm.model.Segkk671_pilon.1
OG0005605	Mcavernosa26548-RA, Mcavernosa26547-RA	Acerv_evm.model.Segkk671_pilon.2
OG0005606	Mcavernosa18193-RA	Acerv_evm.model.Segkk1882_pilon.3, Acerv_evm.model.Segkk671_pilon.16
OG0005607	Mcavernosa18637-RA	Acerv_evm.model.Segkk673_pilon.8, Acerv_evm.model.Segkk673_pilon.9
OG0005609	Mcavernosa16662-RA	Acerv_evm.model.Segkk2660_pilon.1, Acerv_evm.model.Segkk1818_pilon.2, Acerv_evm.model.Segkk675_pilon.16, Acerv_evm.model.Segkk675_pilon.12
OG0005610	Mcavernosa29490-RA	Acerv_evm.model.Segkk677_pilon.7
OG0005611	Mcavernosa29492-RA	Acerv_evm.model.Segkk677_pilon.9
OG0005613	Mcavernosa21849-RA	Acerv_evm.model.Segkk685_pilon.2
OG0005615	Mcavernosa31968-RA, Mcavernosa31971-RA, Mcavernosa31970-RA	Acerv_evm.model.Segkk687_pilon.15
OG0005616	Mcavernosa28080-RA	Acerv_evm.model.Segkk687_pilon.3, Acerv_evm.model.Segkk1203_pilon.5, Acerv_evm.model.Segkk687_pilon.2, Acerv_evm.model.Segkk1203_pilon.4
OG0005617	Mcavernosa14001-RA	Acerv_evm.model.Segkk691_pilon.3
OG0005618	Mcavernosa06436-RA, Mcavernosa30691-RA, Mcavernosa25092-RA, Mcavernosa30689-RA, Mcavernosa08090-RA	Acerv_evm.model.Segkk694_pilon.1
OG0005619	Mcavernosa22445-RA	Acerv_evm.model.Segkk697_pilon.12
OG0005620	Mcavernosa22444-RA	Acerv_evm.model.Segkk697_pilon.9
OG0005621	Mcavernosa04325-RA	Acerv_evm.model.Segkk699_pilon.3
OG0005622	Mcavernosa16115-RA	Acerv_evm.model.Segkk700_pilon.1
OG0005623	Mcavernosa02722-RA	Acerv_evm.model.Segkk706_pilon.1, Acerv_evm.model.Segkk3858_pilon.12
OG0005625	Mcavernosa12491-RA	Acerv_evm.model.Segkk711_pilon.28
OG0005626	Mcavernosa12504-RA	Acerv_evm.model.Segkk711_pilon.38
OG0005628	Mcavernosa03977-RA, Mcavernosa03978-RA	Acerv_evm.model.Segkk713_pilon.13
OG0005629	Mcavernosa03976-RA	Acerv_evm.model.Segkk713_pilon.15
OG0005630	Mcavernosa03974-RA	Acerv_evm.model.Segkk713_pilon.17
OG0005631	Mcavernosa10082-RA	Acerv_evm.model.Segkk714_pilon.11
OG0005632	Mcavernosa33702-RA, Mcavernosa33703-RA	Acerv_evm.model.Segkk714_pilon.16
OG0005633	Mcavernosa05093-RA	Acerv_evm.model.Segkk717_pilon.4
OG0005635	Mcavernosa23148-RA	Acerv_evm.model.Segkk728_pilon.3
OG0005636	Mcavernosa03533-RA	Acerv_evm.model.Segkk732_pilon.2
OG0005637	Mcavernosa24411-RA	Acerv_evm.model.Segkk735_pilon.27, Acerv_evm.model.Segkk1935_pilon.1
OG0005638	Mcavernosa24422-RA, Mcavernosa24429-RA	Acerv_evm.model.Segkk735_pilon.1
OG0005639	Mcavernosa10287-RA	Acerv_evm.model.Segkk739_pilon.3
OG0005640	Mcavernosa00435-RA	Acerv_evm.model.Segkk742_pilon.13
OG0005641	Mcavernosa31299-RA	Acerv_evm.model.Segkk742_pilon.5
OG0005642	Mcavernosa24885-RA	Acerv_evm.model.Segkk745_pilon.2
OG0005644	Mcavernosa32014-RA	Acerv_evm.model.Segkk748_pilon.6, Acerv_evm.model.Segkk4129_pilon.2
OG0005645	Mcavernosa22810-RA	Acerv_evm.model.Segkk755_pilon.15, Acerv_evm.model.Segkk1149_pilon.3
OG0005646	Mcavernosa04683-RA, Mcavernosa23815-RA	Acerv_evm.model.Segkk757_pilon.4
OG0005647	Mcavernosa27113-RA	Acerv_evm.model.Segkk759_pilon.13
OG0005648	Mcavernosa03456-RA	Acerv_evm.model.Segkk759_pilon.15
OG0005649	Mcavernosa00342-RA	Acerv_evm.model.Segkk760_pilon.1
OG0005650	Mcavernosa02604-RA, Mcavernosa02605-RA	Acerv_evm.model.Segkk767_pilon.13
OG0005651	Mcavernosa09007-RA	Acerv_evm.model.Segkk779_pilon.3
OG0005652	Mcavernosa23463-RA	Acerv_evm.model.Segkk3374_pilon.2, Acerv_evm.model.Segkk781_pilon.3, Acerv_evm.model.Segkk1930_pilon.2
OG0005653	Mcavernosa03651-RA	Acerv_evm.model.Segkk782_pilon.22
OG0005655	Mcavernosa02485-RA	Acerv_evm.model.Segkk783_pilon.1
OG0005656	Mcavernosa10311-RA	Acerv_evm.model.Segkk785_pilon.16
OG0005657	Mcavernosa10310-RA	Acerv_evm.model.Segkk785_pilon.18
OG0005658	Mcavernosa04368-RA	Acerv_evm.model.Segkk2351_pilon.1, Acerv_evm.model.Segkk785_pilon.5
OG0005660	Mcavernosa21238-RA	Acerv_evm.model.Segkk786_pilon.8
OG0005661	Mcavernosa21164-RA	Acerv_evm.model.Segkk786_pilon.6
OG0005662	Mcavernosa12204-RA	Acerv_evm.model.Segkk789_pilon.53, Acerv_evm.model.Segkk789_pilon.52
OG0005663	Mcavernosa12126-RA	Acerv_evm.model.Segkk789_pilon.1
OG0005664	Mcavernosa04097-RA	Acerv_evm.model.Segkk789_pilon.42
OG0005665	Mcavernosa07369-RA	Acerv_evm.model.Segkk795_pilon.7
OG0005666	Mcavernosa24480-RA	Acerv_evm.model.Segkk812_pilon.9
OG0005667	Mcavernosa24473-RA, Mcavernosa24474-RA	Acerv_evm.model.Segkk812_pilon.3
OG0005668	Mcavernosa04941-RA	Acerv_evm.model.Segkk820_pilon.10
OG0005670	Mcavernosa13388-RA	Acerv_evm.model.Segkk826_pilon.45, Acerv_evm.model.Segkk826_pilon.46
OG0005671	Mcavernosa33870-RA	Acerv_evm.model.Segkk885_pilon.2, Acerv_evm.model.Segkk885_pilon.1, Acerv_evm.model.Segkk834_pilon.2
OG0005672	Mcavernosa03030-RA, Mcavernosa03034-RA	Acerv_evm.model.Segkk2204_pilon.18, Acerv_evm.model.Segkk837_pilon.13
OG0005675	Mcavernosa07845-RA, Mcavernosa07846-RA	Acerv_evm.model.Segkk845_pilon.17
OG0005676	Mcavernosa07841-RA	Acerv_evm.model.Segkk845_pilon.16
OG0005677	Mcavernosa00464-RA	Acerv_evm.model.Segkk847_pilon.10
OG0005677	Mcavernosa34043-RA	Acerv_evm.model.Segkk847_pilon.8
OG0005678	Mcavernosa11723-RA	Acerv_evm.model.Segkk859_pilon.3, Acerv_evm.model.Segkk1795_pilon.4
OG0005679	Mcavernosa19359-RA	Acerv_evm.model.Segkk862_pilon.5
OG0005680	Mcavernosa19973-RA	Acerv_evm.model.Segkk868_pilon.7
OG0005682	Mcavernosa00260-RA, Mcavernosa00263-RA	Acerv_evm.model.Segkk870_pilon.2
OG0005683	Mcavernosa30190-RA, Mcavernosa30604-RA	Acerv_evm.model.Segkk873_pilon.19
OG0005684	Mcavernosa31040-RA	Acerv_evm.model.Segkk886_pilon.8, Acerv_evm.model.Segkk886_pilon.11, Acerv_evm.model.Segkk2627_pilon.3
OG0005685	Mcavernosa31037-RA	Acerv_evm.model.Segkk886_pilon.7
OG0005686	Mcavernosa28123-RA	Acerv_evm.model.Segkk893_pilon.7
OG0005687	Mcavernosa28124-RA, Mcavernosa28125-RA	Acerv_evm.model.Segkk893_pilon.5
OG0005688	Mcavernosa28119-RA	Acerv_evm.model.Segkk893_pilon.12
OG0005689	Mcavernosa24605-RA, Mcavernosa24607-RA	Acerv_evm.model.Segkk894_pilon.10
OG0005690	Mcavernosa23334-RA	Acerv_evm.model.Segkk2170_pilon.1, Acerv_evm.model.Segkk894_pilon.13, Acerv_evm.model.Segkk4033_pilon.2
OG0005691	Mcavernosa24609-RA	Acerv_evm.model.Segkk894_pilon.8
OG0005692	Mcavernosa24613-RA	Acerv_evm.model.Segkk894_pilon.1, Acerv_evm.model.Segkk894_pilon.2
OG0005693	Mcavernosa02040-RA	Acerv_evm.model.Segkk895_pilon.10
OG0005694	Mcavernosa02019-RA, Mcavernosa02017-RA, Mcavernosa02018-RA	Acerv_evm.model.Segkk895_pilon.27
OG0005695	Mcavernosa02022-RA, Mcavernosa02023-RA	Acerv_evm.model.Segkk895_pilon.26
OG0005696	Mcavernosa02043-RA	Acerv_evm.model.Segkk895_pilon.7
OG0005697	Mcavernosa02012-RA	Acerv_evm.model.Segkk1358_pilon.2, Acerv_evm.model.Segkk895_pilon.30
OG0005698	Mcavernosa11177-RA, Mcavernosa10827-RA	Acerv_evm.model.Segkk896_pilon.9
OG0005699	Mcavernosa22494-RA	Acerv_evm.model.Segkk897_pilon.2
OG0005700	Mcavernosa17068-RA	Acerv_evm.model.Segkk898_pilon.6
OG0005701	Mcavernosa06281-RA	Acerv_evm.model.Segkk899_pilon.6
OG0005702	Mcavernosa23916-RA	Acerv_evm.model.Segkk903_pilon.4
OG0005703	Mcavernosa10542-RA	Acerv_evm.model.Segkk2420_pilon.6, Acerv_evm.model.Segkk906_pilon.1
OG0005705	Mcavernosa20733-RA	Acerv_evm.model.Segkk906_pilon.13
OG0005706	Mcavernosa19118-RA, Mcavernosa19121-RA	Acerv_evm.model.Segkk908_pilon.10
OG0005707	Mcavernosa17975-RA	Acerv_evm.model.Segkk911_pilon.5
OG0005708	Mcavernosa15525-RA, Mcavernosa01390-RA	Acerv_evm.model.Segkk915_pilon.2
OG0005709	Mcavernosa26865-RA	Acerv_evm.model.Segkk919_pilon.1, Acerv_evm.model.Segkk1993_pilon.1
OG0005710	Mcavernosa06552-RA	Acerv_evm.model.Segkk922_pilon.5, Acerv_evm.model.Segkk922_pilon.4
OG0005711	Mcavernosa01200-RA, Mcavernosa01202-RA	Acerv_evm.model.Segkk925_pilon.39
OG0005712	Mcavernosa31526-RA, Mcavernosa29876-RA	Acerv_evm.model.Segkk925_pilon.12
OG0005713	Mcavernosa06470-RA, Mcavernosa06471-RA	Acerv_evm.model.Segkk925_pilon.43
OG0005714	Mcavernosa06473-RA	Acerv_evm.model.Segkk925_pilon.45
OG0005715	Mcavernosa06475-RA	Acerv_evm.model.Segkk925_pilon.47
OG0005716	Mcavernosa01183-RA, Mcavernosa01184-RA	Acerv_evm.model.Segkk925_pilon.23
OG0005717	Mcavernosa08620-RA, Mcavernosa08623-RA	Acerv_evm.model.Segkk929_pilon.1
OG0005718	Mcavernosa15303-RA	Acerv_evm.model.Segkk937_pilon.1
OG0005718	Mcavernosa15305-RA	Acerv_evm.model.Segkk2329_pilon.7
OG0005719	Mcavernosa08269-RA	Acerv_evm.model.Segkk939_pilon.3
OG0005720	Mcavernosa01029-RA, Mcavernosa01030-RA	Acerv_evm.model.Segkk940_pilon.8
OG0005721	Mcavernosa22631-RA	Acerv_evm.model.Segkk942_pilon.2
OG0005722	Mcavernosa04003-RA	Acerv_evm.model.Segkk943_pilon.1, Acerv_evm.model.Segkk4062_pilon.1
OG0005723	Mcavernosa20543-RA	Acerv_evm.model.Segkk944_pilon.1
OG0005724	Mcavernosa25490-RA	Acerv_evm.model.Segkk946_pilon.2
OG0005725	Mcavernosa12402-RA	Acerv_evm.model.Segkk951_pilon.10
OG0005727	Mcavernosa09378-RA	Acerv_evm.model.Segkk956_pilon.10
OG0005727	Mcavernosa09376-RA	Acerv_evm.model.Segkk956_pilon.9
OG0005728	Mcavernosa25448-RA	Acerv_evm.model.Segkk958_pilon.2
OG0005729	Mcavernosa23358-RA	Acerv_evm.model.Segkk962_pilon.13
OG0005730	Mcavernosa30744-RA	Acerv_evm.model.Segkk3994_pilon.1
OG0005731	Mcavernosa28111-RA, Mcavernosa28112-RA	Acerv_evm.model.Segkk967_pilon.6
OG0005732	Mcavernosa02650-RA	Acerv_evm.model.Segkk968_pilon.46, Acerv_evm.model.Segkk968_pilon.45
OG0005733	Mcavernosa17402-RA	Acerv_evm.model.Segkk968_pilon.40
OG0005734	Mcavernosa30577-RA	Acerv_evm.model.Segkk968_pilon.12
OG0005735	Mcavernosa08573-RA	Acerv_evm.model.Segkk968_pilon.21
OG0005736	Mcavernosa02644-RA	Acerv_evm.model.Segkk968_pilon.23
OG0005737	Mcavernosa16160-RA	Acerv_evm.model.Segkk4037_pilon.8, Acerv_evm.model.Segkk968_pilon.2
OG0005740	Mcavernosa00294-RA, Mcavernosa33482-RA	Acerv_evm.model.Segkk971_pilon.65
OG0005742	Mcavernosa26512-RA	Acerv_evm.model.Segkk984_pilon.8
OG0005744	Mcavernosa05311-RA	Acerv_evm.model.Segkk985_pilon.3
OG0005745	Mcavernosa09537-RA, Mcavernosa04664-RA	Acerv_evm.model.Segkk993_pilon.29
OG0005745	Mcavernosa26488-RA	Acerv_evm.model.Segkk993_pilon.28
OG0005747	Mcavernosa20390-RA	Acerv_evm.model.Segkk3141_pilon.5, Acerv_evm.model.Segkk998_pilon.4
OG0005748	Mcavernosa06265-RA	Acerv_evm.model.Segkk1003_pilon.25
OG0005749	Mcavernosa27610-RA	Acerv_evm.model.Segkk1011_pilon.36
OG0005750	Mcavernosa08971-RA	Acerv_evm.model.Segkk1011_pilon.5
OG0005753	Mcavernosa12699-RA	Acerv_evm.model.Segkk1024_pilon.7
OG0005754	Mcavernosa18529-RA	Acerv_evm.model.Segkk1026_pilon.2
OG0005755	Mcavernosa09364-RA	Acerv_evm.model.Segkk1029_pilon.4, Acerv_evm.model.Segkk1029_pilon.3, Acerv_evm.model.Segkk1029_pilon.5
OG0005756	Mcavernosa03734-RA	Acerv_evm.model.Segkk1031_pilon.2
OG0005757	Mcavernosa03729-RA	Acerv_evm.model.Segkk1031_pilon.7
OG0005758	Mcavernosa03867-RA	Acerv_evm.model.Segkk3438_pilon.1, Acerv_evm.model.Segkk3731_pilon.11, Acerv_evm.model.Segkk1033_pilon.1
OG0005759	Mcavernosa20405-RA	Acerv_evm.model.Segkk3581_pilon.1
OG0005760	Mcavernosa22143-RA	Acerv_evm.model.Segkk1040_pilon.17
OG0005761	Mcavernosa03905-RA	Acerv_evm.model.Segkk1044_pilon.1
OG0005762	Mcavernosa18998-RA	Acerv_evm.model.Segkk1044_pilon.4
OG0005763	Mcavernosa31000-RA	Acerv_evm.model.Segkk1046_pilon.19
OG0005764	Mcavernosa14235-RA	Acerv_evm.model.Segkk1046_pilon.12
OG0005767	Mcavernosa08026-RA	Acerv_evm.model.Segkk1047_pilon.9
OG0005768	Mcavernosa22227-RA, Mcavernosa22229-RA	Acerv_evm.model.Segkk1048_pilon.7
OG0005769	Mcavernosa22232-RA, Mcavernosa22233-RA	Acerv_evm.model.Segkk1048_pilon.5, Acerv_evm.model.Segkk1048_pilon.4
OG0005770	Mcavernosa21280-RA	Acerv_evm.model.Segkk1048_pilon.12
OG0005771	Mcavernosa02675-RA	Acerv_evm.model.Segkk1048_pilon.26
OG0005772	Mcavernosa02669-RA	Acerv_evm.model.Segkk1048_pilon.28
OG0005773	Mcavernosa23490-RA, Mcavernosa23487-RA, Mcavernosa23489-RA	Acerv_evm.model.Segkk1049_pilon.4
OG0005774	Mcavernosa16911-RA	Acerv_evm.model.Segkk1050_pilon.11, Acerv_evm.model.Segkk1050_pilon.10
OG0005775	Mcavernosa16915-RA	Acerv_evm.model.Segkk1050_pilon.12
OG0005776	Mcavernosa16909-RA	Acerv_evm.model.Segkk1050_pilon.8
OG0005777	Mcavernosa04733-RA	Acerv_evm.model.Segkk1050_pilon.4
OG0005779	Mcavernosa18145-RA, Mcavernosa01129-RA, Mcavernosa01128-RA	Acerv_evm.model.Segkk1065_pilon.4
OG0005780	Mcavernosa14657-RA, Mcavernosa14658-RA	Acerv_evm.model.Segkk1065_pilon.6
OG0005783	Mcavernosa03574-RA	Acerv_evm.model.Segkk1070_pilon.2
OG0005784	Mcavernosa03569-RA	Acerv_evm.model.Segkk1070_pilon.1
OG0005784	Mcavernosa03570-RA	Acerv_evm.model.Segkk2390_pilon.34
OG0005785	Mcavernosa03750-RA, Mcavernosa03755-RA	Acerv_evm.model.Segkk1070_pilon.19
OG0005786	Mcavernosa03758-RA	Acerv_evm.model.Segkk1070_pilon.15
OG0005787	Mcavernosa09611-RA	Acerv_evm.model.Segkk1071_pilon.2
OG0005790	Mcavernosa30971-RA	Acerv_evm.model.Segkk1073_pilon.7
OG0005791	Mcavernosa25732-RA, Mcavernosa25733-RA	Acerv_evm.model.Segkk1075_pilon.9
OG0005792	Mcavernosa22111-RA, Mcavernosa22114-RA	Acerv_evm.model.Segkk1076_pilon.4
OG0005793	Mcavernosa22106-RA	Acerv_evm.model.Segkk1076_pilon.11
OG0005794	Mcavernosa08683-RA, Mcavernosa12576-RA	Acerv_evm.model.Segkk1077_pilon.13
OG0005796	Mcavernosa25186-RA	Acerv_evm.model.Segkk1078_pilon.17
