Orthogroup	plut2v1.1.proteins	Acerv_assembly_v1.0.protein
OG0005924	plut2.m8.19994.m1	Acerv_evm.model.Segkk1501_pilon.4
OG0005925	plut2.m8.9014.m1	Acerv_evm.model.Segkk1502_pilon.9
OG0005926	plut2.m8.10370.m1	Acerv_evm.model.Segkk1511_pilon.10
OG0005927	plut2.m8.32261.m1	Acerv_evm.model.Segkk1511_pilon.3
OG0005928	plut2.m8.10372.m1	Acerv_evm.model.Segkk1511_pilon.5
OG0005929	plut2.m8.10374.m1	Acerv_evm.model.Segkk1511_pilon.7
OG0005931	plut2.m8.18598.m1	Acerv_evm.model.Segkk1535_pilon.3
OG0005932	plut2.m8.18592.m1	Acerv_evm.model.Segkk1535_pilon.4
OG0005933	plut2.m8.4953.m1	Acerv_evm.model.Segkk1546_pilon.3
OG0005934	plut2.m8.4952.m1	Acerv_evm.model.Segkk1546_pilon.4
OG0005935	plut2.m8.5518.m1	Acerv_evm.model.Segkk1548_pilon.1, Acerv_evm.model.Segkk3101_pilon.2
OG0005936	plut2.m8.5510.m1	Acerv_evm.model.Segkk1548_pilon.4
OG0005937	plut2.m8.10452.m1	Acerv_evm.model.Segkk1550_pilon.7, Acerv_evm.model.Segkk1550_pilon.8
OG0005938	plut2.m8.27799.m1	Acerv_evm.model.Segkk1560_pilon.5
OG0005939	plut2.m8.27795.m1	Acerv_evm.model.Segkk1560_pilon.4
OG0005940	plut2.m8.17143.m1	Acerv_evm.model.Segkk1561_pilon.1
OG0005941	plut2.m8.10688.m1	Acerv_evm.model.Segkk4012_pilon.1, Acerv_evm.model.Segkk1563_pilon.15
OG0005942	plut2.m8.10085.m1	Acerv_evm.model.Segkk1564_pilon.9
OG0005943	plut2.m8.10073.m1	Acerv_evm.model.Segkk1564_pilon.16
OG0005944	plut2.m8.10079.m1	Acerv_evm.model.Segkk1564_pilon.12
OG0005945	plut2.m8.972.m1	Acerv_evm.model.Segkk1566_pilon.2, Acerv_evm.model.Segkk2490_pilon.2, Acerv_evm.model.Segkk3667_pilon.1
OG0005946	plut2.m8.973.m1	Acerv_evm.model.Segkk3667_pilon.3, Acerv_evm.model.Segkk2490_pilon.1, Acerv_evm.model.Segkk1566_pilon.1
OG0005947	plut2.m8.12983.m1	Acerv_evm.model.Segkk1570_pilon.2
OG0005948	plut2.m8.19046.m1	Acerv_evm.model.Segkk2110_pilon.3, Acerv_evm.model.Segkk1570_pilon.7
OG0005949	plut2.m8.18322.m1	Acerv_evm.model.Segkk1571_pilon.15
OG0005951	plut2.m8.19954.m1	Acerv_evm.model.Segkk1572_pilon.3, Acerv_evm.model.Segkk1572_pilon.9
OG0005952	plut2.m8.11442.m1, plut2.m8.11437.m1	Acerv_evm.model.Segkk1575_pilon.2
OG0005953	plut2.m8.15385.m1	Acerv_evm.model.Segkk1576_pilon.11
OG0005954	plut2.m8.15389.m1	Acerv_evm.model.Segkk1576_pilon.8
OG0005955	plut2.m8.10276.m1	Acerv_evm.model.Segkk2595_pilon.1, Acerv_evm.model.Segkk1577_pilon.3
OG0005956	plut2.m8.15992.m1	Acerv_evm.model.Segkk1579_pilon.15
OG0005958	plut2.m8.20589.m1	Acerv_evm.model.Segkk1580_pilon.3
OG0005959	plut2.m8.20586.m1	Acerv_evm.model.Segkk1580_pilon.2
OG0005960	plut2.m8.7442.m1	Acerv_evm.model.Segkk1584_pilon.2
OG0005961	plut2.m8.8959.m1	Acerv_evm.model.Segkk2511_pilon.1, Acerv_evm.model.Segkk1587_pilon.13
OG0005962	plut2.m8.3034.m1	Acerv_evm.model.Segkk1588_pilon.3
OG0005963	plut2.m8.12195.m1	Acerv_evm.model.Segkk1591_pilon.3
OG0005964	plut2.m8.12197.m1	Acerv_evm.model.Segkk1591_pilon.2
OG0005966	plut2.m8.21604.m1	Acerv_evm.model.Segkk1593_pilon.2, Acerv_evm.model.Segkk1593_pilon.4
OG0005968	plut2.m8.349.m1	Acerv_evm.model.Segkk1597_pilon.6
OG0005969	plut2.m8.22203.m1	Acerv_evm.model.Segkk1600_pilon.20
OG0005970	plut2.m8.25255.m1	Acerv_evm.model.Segkk1602_pilon.12, Acerv_evm.model.Segkk1602_pilon.9
OG0005971	plut2.m8.24198.m1	Acerv_evm.model.Segkk1602_pilon.3
OG0005972	plut2.m8.4971.m1	Acerv_evm.model.Segkk1605_pilon.5
OG0005973	plut2.m8.9069.m1	Acerv_evm.model.Segkk1613_pilon.21
OG0005974	plut2.m8.9341.m1	Acerv_evm.model.Segkk1629_pilon.2
OG0005975	plut2.m8.26716.m1, plut2.m8.26718.m1	Acerv_evm.model.Segkk1632_pilon.2
OG0005976	plut2.m8.26715.m1	Acerv_evm.model.Segkk1632_pilon.6
OG0005977	plut2.m8.3644.m1	Acerv_evm.model.Segkk1632_pilon.18
OG0005978	plut2.m8.26727.m1	Acerv_evm.model.Segkk1632_pilon.10
OG0005980	plut2.m8.20917.m1	Acerv_evm.model.Segkk1635_pilon.2
OG0005981	plut2.m8.11597.m1	Acerv_evm.model.Segkk1641_pilon.13
OG0005982	plut2.m8.11578.m1	Acerv_evm.model.Segkk1641_pilon.20
OG0005983	plut2.m8.12522.m1	Acerv_evm.model.Segkk1642_pilon.2
OG0005984	plut2.m8.7505.m1	Acerv_evm.model.Segkk1648_pilon.3
OG0005985	plut2.m8.15466.m1	Acerv_evm.model.Segkk1650_pilon.7
OG0005986	plut2.m8.15467.m1	Acerv_evm.model.Segkk1650_pilon.5
OG0005987	plut2.m8.19084.m1	Acerv_evm.model.Segkk1650_pilon.18, Acerv_evm.model.Segkk1650_pilon.17
OG0005988	plut2.m8.21297.m1	Acerv_evm.model.Segkk1650_pilon.10
OG0005989	plut2.m8.19091.m1	Acerv_evm.model.Segkk1650_pilon.19, Acerv_evm.model.Segkk1650_pilon.20
OG0005990	plut2.m8.19749.m1	Acerv_evm.model.Segkk1656_pilon.5, Acerv_evm.model.Segkk3939_pilon.3
OG0005991	plut2.m8.12820.m1	Acerv_evm.model.Segkk1657_pilon.1
OG0005992	plut2.m8.12830.m1	Acerv_evm.model.Segkk1657_pilon.7
OG0005993	plut2.m8.13889.m1	Acerv_evm.model.Segkk1659_pilon.2, Acerv_evm.model.Segkk1691_pilon.1, Acerv_evm.model.Segkk2056_pilon.45
OG0005994	jamg1.model.Sc0000013.148	Acerv_evm.model.Segkk2801_pilon.1, Acerv_evm.model.Segkk1666_pilon.22
OG0005995	plut2.m8.8082.m1	Acerv_evm.model.Segkk1672_pilon.4
OG0005996	plut2.m8.22730.m1	Acerv_evm.model.Segkk1675_pilon.12
OG0005997	plut2.m8.12936.m1	Acerv_evm.model.Segkk1676_pilon.5
OG0005998	plut2.m8.12944.m1	Acerv_evm.model.Segkk1676_pilon.4
OG0005999	plut2.m8.26051.m1	Acerv_evm.model.Segkk1678_pilon.4, Acerv_evm.model.Segkk3763_pilon.2
OG0006000	plut2.m8.29168.m1	Acerv_evm.model.Segkk1680_pilon.22
OG0006001	plut2.m8.26975.m1	Acerv_evm.model.Segkk1680_pilon.9
OG0006002	plut2.m8.5301.m1	Acerv_evm.model.Segkk1683_pilon.5
OG0006003	jamg1.model.Sc0000142.97	Acerv_evm.model.Segkk1684_pilon.9
OG0006004	plut2.m8.11410.m1	Acerv_evm.model.Segkk1684_pilon.12
OG0006005	plut2.m8.4456.m1	Acerv_evm.model.Segkk1692_pilon.2
OG0006006	plut2.m8.25067.m1	Acerv_evm.model.Segkk1692_pilon.4
OG0006007	plut2.m8.25077.m1	Acerv_evm.model.Segkk1692_pilon.10
OG0006009	plut2.m8.6405.m1	Acerv_evm.model.Segkk1705_pilon.5
OG0006010	plut2.m8.4317.m1	Acerv_evm.model.Segkk1707_pilon.18
OG0006011	plut2.m8.4324.m1	Acerv_evm.model.Segkk1707_pilon.14
OG0006012	plut2.m8.4300.m1	Acerv_evm.model.Segkk1707_pilon.26
OG0006013	plut2.m8.14713.m1	Acerv_evm.model.Segkk1707_pilon.1
OG0006014	plut2.m8.8283.m1	Acerv_evm.model.Segkk1732_pilon.62
OG0006015	plut2.m8.8260.m1, plut2.m8.8259.m1, jamg1.model.Sc0000088.29	Acerv_evm.model.Segkk1732_pilon.45
OG0006016	plut2.m8.5688.m1	Acerv_evm.model.Segkk1732_pilon.10
OG0006017	plut2.m8.5685.m1	Acerv_evm.model.Segkk1732_pilon.11
OG0006019	plut2.m8.25939.m1	Acerv_evm.model.Segkk1733_pilon.4
OG0006020	plut2.m8.27624.m1	Acerv_evm.model.Segkk1749_pilon.16
OG0006021	plut2.m8.5946.m1	Acerv_evm.model.Segkk1749_pilon.8
OG0006022	plut2.m8.27760.m1	Acerv_evm.model.Segkk2012_pilon.4, Acerv_evm.model.Segkk1751_pilon.1, Acerv_evm.model.Segkk2012_pilon.3
OG0006023	plut2.m8.26870.m1	Acerv_evm.model.Segkk1768_pilon.4
OG0006024	plut2.m8.1656.m1	Acerv_evm.model.Segkk1773_pilon.1
OG0006025	plut2.m8.11977.m1	Acerv_evm.model.Segkk1774_pilon.3
OG0006026	plut2.m8.2173.m1	Acerv_evm.model.Segkk1776_pilon.5
OG0006027	plut2.m8.2197.m1	Acerv_evm.model.Segkk1776_pilon.12
OG0006028	plut2.m8.914.m1	Acerv_evm.model.Segkk1777_pilon.16
OG0006029	plut2.m8.918.m1	Acerv_evm.model.Segkk1777_pilon.10
OG0006030	plut2.m8.6832.m1	Acerv_evm.model.Segkk1778_pilon.4
OG0006031	plut2.m8.5267.m1	Acerv_evm.model.Segkk1782_pilon.16
OG0006032	plut2.m8.8210.m1	Acerv_evm.model.Segkk1782_pilon.8
OG0006033	plut2.m8.2930.m1	Acerv_evm.model.Segkk1784_pilon.7
OG0006034	plut2.m8.18588.m1	Acerv_evm.model.Segkk1786_pilon.18
OG0006035	plut2.m8.10260.m1	Acerv_evm.model.Segkk1795_pilon.6
OG0006036	jamg1.model.Sc0000021.121	Acerv_evm.model.Segkk1796_pilon.12
OG0006037	plut2.m8.12701.m1	Acerv_evm.model.Segkk1797_pilon.4
OG0006038	plut2.m8.12700.m1	Acerv_evm.model.Segkk1797_pilon.8
OG0006039	plut2.m8.17419.m1	Acerv_evm.model.Segkk1799_pilon.5
OG0006040	plut2.m8.17420.m1	Acerv_evm.model.Segkk1799_pilon.12
OG0006041	plut2.m8.7101.m1	Acerv_evm.model.Segkk1800_pilon.6
OG0006042	plut2.m8.842.m1	Acerv_evm.model.Segkk1801_pilon.1
OG0006043	plut2.m8.11572.m1	Acerv_evm.model.Segkk1802_pilon.17
OG0006044	plut2.m8.3730.m1	Acerv_evm.model.Segkk1802_pilon.11
OG0006046	plut2.m8.11477.m1	Acerv_evm.model.Segkk1816_pilon.1
OG0006047	plut2.m8.26645.m1	Acerv_evm.model.Segkk1819_pilon.12, Acerv_evm.model.Segkk4265_pilon.2
OG0006048	plut2.m8.22426.m1	Acerv_evm.model.Segkk1825_pilon.3
OG0006049	plut2.m8.4857.m1	Acerv_evm.model.Segkk3546_pilon.1, Acerv_evm.model.Segkk1830_pilon.1
OG0006051	plut2.m8.29052.m1	Acerv_evm.model.Segkk1839_pilon.7
OG0006052	plut2.m8.24845.m1	Acerv_evm.model.Segkk1840_pilon.2, Acerv_evm.model.Segkk1840_pilon.1, Acerv_evm.model.Segkk3403_pilon.5
OG0006056	plut2.m8.6600.m1	Acerv_evm.model.Segkk1858_pilon.7
OG0006057	plut2.m8.29825.m1	Acerv_evm.model.Segkk1858_pilon.2
OG0006058	plut2.m8.16072.m1	Acerv_evm.model.Segkk1861_pilon.13
OG0006060	plut2.m8.17912.m1	Acerv_evm.model.Segkk1863_pilon.16
OG0006061	plut2.m8.17907.m1	Acerv_evm.model.Segkk1863_pilon.15
OG0006062	plut2.m8.17937.m1	Acerv_evm.model.Segkk1863_pilon.26, Acerv_evm.model.Segkk1981_pilon.1
OG0006063	plut2.m8.17936.m1, plut2.m8.17941.m1	Acerv_evm.model.Segkk1863_pilon.25
OG0006064	plut2.m8.17922.m1	Acerv_evm.model.Segkk1863_pilon.22
OG0006065	plut2.m8.30850.m1	Acerv_evm.model.Segkk1864_pilon.1, Acerv_evm.model.Segkk1864_pilon.2
OG0006066	plut2.m8.14724.m1	Acerv_evm.model.Segkk1865_pilon.7
OG0006067	plut2.m8.19521.m1	Acerv_evm.model.Segkk2391_pilon.1, Acerv_evm.model.Segkk1867_pilon.12
OG0006068	plut2.m8.1884.m1, plut2.m8.4056.m1	Acerv_evm.model.Segkk1869_pilon.1
OG0006069	plut2.m8.12444.m1	Acerv_evm.model.Segkk1870_pilon.15
OG0006070	plut2.m8.8609.m1	Acerv_evm.model.Segkk1874_pilon.8
OG0006071	plut2.m8.14298.m1	Acerv_evm.model.Segkk1877_pilon.14, Acerv_evm.model.Segkk3679_pilon.1
OG0006072	plut2.m8.14285.m1	Acerv_evm.model.Segkk1877_pilon.5, Acerv_evm.model.Segkk1877_pilon.7
OG0006073	plut2.m8.22336.m1	Acerv_evm.model.Segkk1883_pilon.16, Acerv_evm.model.Segkk3754_pilon.1
OG0006074	plut2.m8.11014.m1	Acerv_evm.model.Segkk1884_pilon.13
OG0006076	plut2.m8.26868.m1	Acerv_evm.model.Segkk1885_pilon.4
OG0006077	plut2.m8.26867.m1	Acerv_evm.model.Segkk1885_pilon.2, Acerv_evm.model.Segkk2437_pilon.2
OG0006078	plut2.m8.9629.m1	Acerv_evm.model.Segkk4263_pilon.11, Acerv_evm.model.Segkk1885_pilon.1
OG0006079	plut2.m8.1156.m1	Acerv_evm.model.Segkk1887_pilon.4, Acerv_evm.model.Segkk1887_pilon.5
OG0006080	plut2.m8.1179.m1	Acerv_evm.model.Segkk1887_pilon.10
OG0006081	plut2.m8.14280.m1	Acerv_evm.model.Segkk1893_pilon.1
OG0006082	plut2.m8.4245.m1	Acerv_evm.model.Segkk2323_pilon.3, Acerv_evm.model.Segkk1899_pilon.1
OG0006083	plut2.m8.4251.m1	Acerv_evm.model.Segkk1899_pilon.4
OG0006084	plut2.m8.25206.m1, plut2.m8.4262.m1	Acerv_evm.model.Segkk1899_pilon.13
OG0006085	plut2.m8.17966.m1	Acerv_evm.model.Segkk1907_pilon.2
OG0006086	plut2.m8.1821.m1, plut2.m8.1810.m1	Acerv_evm.model.Segkk1908_pilon.2
OG0006087	plut2.m8.28413.m1	Acerv_evm.model.Segkk1909_pilon.13
OG0006088	plut2.m8.28412.m1	Acerv_evm.model.Segkk1909_pilon.15
OG0006089	jamg1.model.xfSc0000048.7	Acerv_evm.model.Segkk1909_pilon.16
OG0006090	plut2.m8.10298.m1, plut2.m8.10287.m1	Acerv_evm.model.Segkk1911_pilon.3
OG0006091	plut2.m8.11401.m1	Acerv_evm.model.Segkk1916_pilon.1, Acerv_evm.model.Segkk3918_pilon.2
OG0006092	plut2.m8.2193.m1	Acerv_evm.model.Segkk1929_pilon.4
OG0006093	plut2.m8.5655.m1, plut2.m8.5654.m1	Acerv_evm.model.Segkk1929_pilon.9
OG0006094	plut2.m8.15963.m1	Acerv_evm.model.Segkk1944_pilon.3
OG0006095	plut2.m8.15958.m1	Acerv_evm.model.Segkk1944_pilon.2
OG0006096	plut2.m8.15954.m1	Acerv_evm.model.Segkk1947_pilon.5
OG0006097	plut2.m8.15946.m1	Acerv_evm.model.Segkk1947_pilon.1, Acerv_evm.model.Segkk1947_pilon.3, Acerv_evm.model.Segkk1947_pilon.2
OG0006098	plut2.m8.21805.m1	Acerv_evm.model.Segkk1949_pilon.2
OG0006099	plut2.m8.6653.m1	Acerv_evm.model.Segkk1960_pilon.2, Acerv_evm.model.Segkk1960_pilon.1, Acerv_evm.model.Segkk1960_pilon.3
OG0006100	plut2.m8.8090.m1	Acerv_evm.model.Segkk1964_pilon.1
OG0006101	plut2.m8.8502.m1	Acerv_evm.model.Segkk3491_pilon.1, Acerv_evm.model.Segkk1966_pilon.1
OG0006103	plut2.m8.7005.m1	Acerv_evm.model.Segkk1975_pilon.4
OG0006104	plut2.m8.7163.m1, plut2.m8.7164.m1	Acerv_evm.model.Segkk1976_pilon.21
OG0006105	plut2.m8.7140.m1	Acerv_evm.model.Segkk1976_pilon.10
OG0006106	plut2.m8.7142.m1	Acerv_evm.model.Segkk1976_pilon.11
OG0006107	plut2.m8.15005.m1	Acerv_evm.model.Segkk1979_pilon.6
OG0006108	plut2.m8.18474.m1	Acerv_evm.model.Segkk1982_pilon.4
OG0006109	jamg1.model.Sc0000560.11	Acerv_evm.model.Segkk1984_pilon.7, Acerv_evm.model.Segkk1984_pilon.6
OG0006110	plut2.m8.23904.m1	Acerv_evm.model.Segkk1984_pilon.5
OG0006111	plut2.m8.23898.m1	Acerv_evm.model.Segkk1984_pilon.1
OG0006114	plut2.m8.12526.m1	Acerv_evm.model.Segkk1987_pilon.1
OG0006115	plut2.m8.14658.m1	Acerv_evm.model.Segkk1988_pilon.14
OG0006116	plut2.m8.21686.m1	Acerv_evm.model.Segkk1991_pilon.24
OG0006117	plut2.m8.23814.m1	Acerv_evm.model.Segkk1991_pilon.2
OG0006118	plut2.m8.8252.m1	Acerv_evm.model.Segkk1991_pilon.17
OG0006119	plut2.m8.16265.m1, plut2.m8.16264.m1	Acerv_evm.model.Segkk1997_pilon.4
OG0006120	plut2.m8.18361.m1	Acerv_evm.model.Segkk2001_pilon.29
OG0006121	plut2.m8.18357.m1	Acerv_evm.model.Segkk2001_pilon.28
OG0006122	plut2.m8.30564.m1	Acerv_evm.model.Segkk2001_pilon.20
OG0006123	plut2.m8.18788.m1	Acerv_evm.model.Segkk2545_pilon.3, Acerv_evm.model.Segkk2006_pilon.1
OG0006124	plut2.m8.28888.m1	Acerv_evm.model.Segkk2008_pilon.12
OG0006125	plut2.m8.30012.m1	Acerv_evm.model.Segkk2009_pilon.1
OG0006126	plut2.m8.6817.m1, plut2.m8.6815.m1	Acerv_evm.model.Segkk2011_pilon.11
OG0006127	plut2.m8.23180.m1	Acerv_evm.model.Segkk2015_pilon.5
OG0006128	plut2.m8.15133.m1	Acerv_evm.model.Segkk2015_pilon.11
OG0006129	plut2.m8.11285.m1	Acerv_evm.model.Segkk2018_pilon.22
OG0006130	plut2.m8.2201.m1	Acerv_evm.model.Segkk2018_pilon.32
OG0006131	plut2.m8.32295.m1	Acerv_evm.model.Segkk2040_pilon.1
OG0006134	plut2.m8.26488.m1	Acerv_evm.model.Segkk2051_pilon.11
OG0006135	plut2.m8.27354.m1	Acerv_evm.model.Segkk2061_pilon.2
OG0006136	plut2.m8.19519.m1	Acerv_evm.model.Segkk3691_pilon.10, Acerv_evm.model.Segkk2064_pilon.1, Acerv_evm.model.Segkk2249_pilon.1
OG0006137	jamg1.model.Sc0000186.15, jamg1.model.Sc0000186.14	Acerv_evm.model.Segkk2069_pilon.20
OG0006138	plut2.m8.14027.m1	Acerv_evm.model.Segkk2069_pilon.17
OG0006139	plut2.m8.14026.m1	Acerv_evm.model.Segkk2069_pilon.19
OG0006140	plut2.m8.6329.m1	Acerv_evm.model.Segkk2069_pilon.5
OG0006141	plut2.m8.9379.m1	Acerv_evm.model.Segkk3578_pilon.1, Acerv_evm.model.Segkk2071_pilon.9
OG0006143	plut2.m8.1824.m1	Acerv_evm.model.Segkk2073_pilon.4
OG0006146	plut2.m8.30667.m1	Acerv_evm.model.Segkk2079_pilon.13
OG0006147	plut2.m8.24358.m1	Acerv_evm.model.Segkk2102_pilon.7
OG0006148	plut2.m8.16754.m1	Acerv_evm.model.Segkk2102_pilon.17, Acerv_evm.model.Segkk2102_pilon.16
OG0006149	plut2.m8.16752.m1	Acerv_evm.model.Segkk2102_pilon.14
OG0006150	plut2.m8.23261.m1	Acerv_evm.model.Segkk2107_pilon.2, Acerv_evm.model.Segkk2107_pilon.1
OG0006151	plut2.m8.23267.m1	Acerv_evm.model.Segkk2107_pilon.4, Acerv_evm.model.Segkk2107_pilon.5
OG0006152	plut2.m8.23259.m1	Acerv_evm.model.Segkk2107_pilon.6
OG0006153	plut2.m8.25253.m1	Acerv_evm.model.Segkk2109_pilon.10
OG0006154	plut2.m8.18041.m1, plut2.m8.18043.m1	Acerv_evm.model.Segkk2109_pilon.41, Acerv_evm.model.Segkk2109_pilon.42
OG0006155	plut2.m8.26905.m1	Acerv_evm.model.Segkk2109_pilon.29
OG0006157	plut2.m8.14917.m1, plut2.m8.6853.m1, plut2.m8.14920.m1, plut2.m8.25223.m1	Acerv_evm.model.Segkk2112_pilon.24
OG0006158	plut2.m8.10301.m1	Acerv_evm.model.Segkk2112_pilon.39
OG0006159	plut2.m8.10289.m1	Acerv_evm.model.Segkk2112_pilon.34
OG0006160	plut2.m8.23281.m1	Acerv_evm.model.Segkk2113_pilon.6
OG0006161	plut2.m8.6750.m1	Acerv_evm.model.Segkk2113_pilon.5
OG0006162	plut2.m8.19974.m1	Acerv_evm.model.Segkk2114_pilon.4
OG0006163	plut2.m8.19972.m1	Acerv_evm.model.Segkk2114_pilon.6
OG0006164	plut2.m8.31549.m1	Acerv_evm.model.Segkk2319_pilon.21
OG0006164	plut2.m8.9055.m1	Acerv_evm.model.Segkk2116_pilon.42
OG0006165	plut2.m8.12860.m1	Acerv_evm.model.Segkk2116_pilon.11
OG0006165	plut2.m8.12864.m1	Acerv_evm.model.Segkk2116_pilon.8
OG0006166	plut2.m8.188.m1	Acerv_evm.model.Segkk2118_pilon.11
OG0006167	plut2.m8.189.m1	Acerv_evm.model.Segkk2118_pilon.16
OG0006168	plut2.m8.168.m1	Acerv_evm.model.Segkk2118_pilon.26
OG0006169	plut2.m8.26617.m1	Acerv_evm.model.Segkk2122_pilon.16, Acerv_evm.model.Segkk2206_pilon.1
OG0006170	plut2.m8.15697.m1	Acerv_evm.model.Segkk2146_pilon.4
OG0006172	plut2.m8.1490.m1	Acerv_evm.model.Segkk2163_pilon.22
OG0006173	plut2.m8.1484.m1	Acerv_evm.model.Segkk2163_pilon.18
OG0006174	plut2.m8.1488.m1	Acerv_evm.model.Segkk2163_pilon.17
OG0006175	plut2.m8.1491.m1	Acerv_evm.model.Segkk2163_pilon.19
OG0006177	plut2.m8.20349.m1, plut2.m8.24748.m1	Acerv_evm.model.Segkk2165_pilon.46, Acerv_evm.model.Segkk2165_pilon.47
OG0006178	plut2.m8.2657.m1	Acerv_evm.model.Segkk2165_pilon.51
OG0006179	plut2.m8.2663.m1	Acerv_evm.model.Segkk2165_pilon.50
OG0006180	plut2.m8.20188.m1	Acerv_evm.model.Segkk2182_pilon.2
OG0006181	plut2.m8.11203.m1	Acerv_evm.model.Segkk2184_pilon.1
OG0006182	plut2.m8.17342.m1, plut2.m8.17359.m1	Acerv_evm.model.Segkk2189_pilon.6
OG0006183	plut2.m8.5927.m1	Acerv_evm.model.Segkk2193_pilon.4
OG0006184	plut2.m8.9984.m1	Acerv_evm.model.Segkk2194_pilon.24
OG0006185	plut2.m8.9978.m1	Acerv_evm.model.Segkk2194_pilon.25
OG0006186	plut2.m8.9999.m1	Acerv_evm.model.Segkk2194_pilon.6
OG0006187	plut2.m8.20554.m1	Acerv_evm.model.Segkk2199_pilon.2, Acerv_evm.model.Segkk2199_pilon.1
OG0006188	plut2.m8.28861.m1	Acerv_evm.model.Segkk2201_pilon.41
OG0006189	plut2.m8.9776.m1, plut2.m8.11737.m1	Acerv_evm.model.Segkk2737_pilon.22, Acerv_evm.model.Segkk2204_pilon.22, Acerv_evm.model.Segkk3905_pilon.5, Acerv_evm.model.Segkk2204_pilon.23
OG0006190	plut2.m8.4780.m1	Acerv_evm.model.Segkk2217_pilon.3, Acerv_evm.model.Segkk2217_pilon.6
OG0006191	plut2.m8.4781.m1	Acerv_evm.model.Segkk2217_pilon.1
OG0006192	plut2.m8.1148.m1	Acerv_evm.model.Segkk2218_pilon.4
OG0006193	plut2.m8.147.m1	Acerv_evm.model.Segkk2219_pilon.38
OG0006194	plut2.m8.12134.m1	Acerv_evm.model.Segkk2219_pilon.8
OG0006195	jamg1.model.Sc0000392.1	Acerv_evm.model.Segkk2222_pilon.4
OG0006196	plut2.m8.15694.m1	Acerv_evm.model.Segkk2222_pilon.8
OG0006197	plut2.m8.7605.m1	Acerv_evm.model.Segkk2223_pilon.3
OG0006198	plut2.m8.17286.m1, jamg1.model.Sc0000267.34	Acerv_evm.model.Segkk2223_pilon.5
OG0006199	plut2.m8.468.m1	Acerv_evm.model.Segkk2226_pilon.16
OG0006200	plut2.m8.5893.m1	Acerv_evm.model.Segkk2233_pilon.23
OG0006201	plut2.m8.18816.m1	Acerv_evm.model.Segkk2240_pilon.22
OG0006202	plut2.m8.18806.m1	Acerv_evm.model.Segkk2240_pilon.27
OG0006203	plut2.m8.18436.m1	Acerv_evm.model.Segkk2240_pilon.14
OG0006204	plut2.m8.18423.m1	Acerv_evm.model.Segkk2240_pilon.6
OG0006205	plut2.m8.3859.m1	Acerv_evm.model.Segkk2242_pilon.6
OG0006206	plut2.m8.23327.m1	Acerv_evm.model.Segkk2246_pilon.5
OG0006207	plut2.m8.1394.m1	Acerv_evm.model.Segkk2255_pilon.8
OG0006208	plut2.m8.8324.m1	Acerv_evm.model.Segkk2261_pilon.12
OG0006209	plut2.m8.27435.m1, plut2.m8.27432.m1	Acerv_evm.model.Segkk2264_pilon.39
OG0006210	plut2.m8.18555.m1	Acerv_evm.model.Segkk2270_pilon.6, Acerv_evm.model.Segkk2270_pilon.7
OG0006211	plut2.m8.5993.m1	Acerv_evm.model.Segkk2279_pilon.3
OG0006212	plut2.m8.7890.m1	Acerv_evm.model.Segkk2283_pilon.2, Acerv_evm.model.Segkk3417_pilon.35
OG0006213	plut2.m8.11626.m1	Acerv_evm.model.Segkk2286_pilon.2
OG0006214	plut2.m8.31525.m1, plut2.m8.20169.m1	Acerv_evm.model.Segkk2289_pilon.1, Acerv_evm.model.Segkk3062_pilon.2, Acerv_evm.model.Segkk3233_pilon.53
OG0006215	plut2.m8.22959.m1	Acerv_evm.model.Segkk2292_pilon.6
OG0006216	plut2.m8.22958.m1	Acerv_evm.model.Segkk2292_pilon.9
OG0006217	plut2.m8.27834.m1	Acerv_evm.model.Segkk2292_pilon.14
OG0006218	plut2.m8.28376.m1	Acerv_evm.model.Segkk2294_pilon.1
OG0006219	plut2.m8.6879.m1	Acerv_evm.model.Segkk2300_pilon.21
OG0006220	plut2.m8.5846.m1	Acerv_evm.model.Segkk2300_pilon.19, Acerv_evm.model.Segkk2300_pilon.18
OG0006221	plut2.m8.5849.m1	Acerv_evm.model.Segkk2300_pilon.12
OG0006222	plut2.m8.1867.m1	Acerv_evm.model.Segkk2303_pilon.10
OG0006223	plut2.m8.21677.m1	Acerv_evm.model.Segkk2355_pilon.19
OG0006223	plut2.m8.32938.m1	Acerv_evm.model.Segkk2305_pilon.14
OG0006224	plut2.m8.10985.m1	Acerv_evm.model.Segkk2306_pilon.33
OG0006226	jamg1.model.Sc0000295.12	Acerv_evm.model.Segkk2307_pilon.13
OG0006227	jamg1.model.Sc0000295.15	Acerv_evm.model.Segkk2307_pilon.16, Acerv_evm.model.Segkk2307_pilon.15
OG0006228	plut2.m8.26956.m1	Acerv_evm.model.Segkk2311_pilon.6
OG0006229	plut2.m8.11927.m1	Acerv_evm.model.Segkk2312_pilon.4
OG0006230	plut2.m8.15277.m1	Acerv_evm.model.Segkk2318_pilon.13
OG0006231	plut2.m8.32610.m1	Acerv_evm.model.Segkk2322_pilon.32, Acerv_evm.model.Segkk2322_pilon.31
OG0006232	plut2.m8.8353.m1	Acerv_evm.model.Segkk2322_pilon.25
OG0006233	plut2.m8.8344.m1	Acerv_evm.model.Segkk2322_pilon.15
OG0006234	plut2.m8.27332.m1, plut2.m8.27331.m1	Acerv_evm.model.Segkk2325_pilon.16
