Orthogroup	Mcavernosa.maker.proteins	plut2v1.1.proteins
OG0004803	Mcavernosa01441-RA	plut2.m8.688.m1
OG0004804	Mcavernosa07298-RA	plut2.m8.3260.m1
OG0004805	Mcavernosa12999-RA	plut2.m8.23972.m1
OG0004806	Mcavernosa12977-RA, Mcavernosa12978-RA	plut2.m8.32517.m1
OG0004810	Mcavernosa09206-RA	plut2.m8.24416.m1
OG0004811	Mcavernosa14966-RA	plut2.m8.30688.m1
OG0004812	Mcavernosa19576-RA	plut2.m8.6101.m1
OG0004813	Mcavernosa14176-RA	plut2.m8.999.m1, jamg1.model.Sc0000006.115
OG0004815	Mcavernosa27574-RA, Mcavernosa15190-RA	plut2.m8.424.m1
OG0004816	Mcavernosa34173-RA, Mcavernosa27648-RA, Mcavernosa24166-RA	plut2.m8.418.m1
OG0004818	Mcavernosa22281-RA	plut2.m8.23653.m1
OG0004819	Mcavernosa15400-RA, Mcavernosa15403-RA	plut2.m8.16398.m1, plut2.m8.9882.m1
OG0004820	Mcavernosa15379-RA	plut2.m8.16407.m1
OG0004821	Mcavernosa30287-RA	plut2.m8.30973.m1
OG0004822	Mcavernosa20650-RA	plut2.m8.32511.m1, plut2.m8.10051.m1, plut2.m8.32510.m1
OG0004823	Mcavernosa34668-RA, Mcavernosa22556-RA	plut2.m8.5961.m1
OG0004824	Mcavernosa13090-RA	plut2.m8.20330.m1
OG0004825	Mcavernosa19084-RA, Mcavernosa32655-RA, Mcavernosa26976-RA	plut2.m8.5021.m1
OG0004826	Mcavernosa02067-RA, Mcavernosa02073-RA	plut2.m8.18936.m1
OG0004827	Mcavernosa02068-RA	plut2.m8.18923.m1, plut2.m8.18925.m1
OG0004828	Mcavernosa02077-RA, Mcavernosa02075-RA	plut2.m8.18935.m1
OG0004829	Mcavernosa19383-RA	plut2.m8.14594.m1
OG0004830	Mcavernosa09015-RA	jamg1.model.Sc0000666.12
OG0004831	Mcavernosa00604-RA, Mcavernosa00616-RA	plut2.m8.3887.m1
OG0004832	Mcavernosa23075-RA	plut2.m8.5426.m1
OG0004833	Mcavernosa22925-RA	plut2.m8.21054.m1
OG0004834	Mcavernosa22922-RA	plut2.m8.21051.m1
OG0004835	Mcavernosa08988-RA	plut2.m8.13220.m1
OG0004836	Mcavernosa26868-RA	plut2.m8.26950.m1
OG0004837	Mcavernosa21953-RA	plut2.m8.29134.m1
OG0004838	Mcavernosa12277-RA	plut2.m8.27736.m1
OG0004839	Mcavernosa26038-RA, Mcavernosa26041-RA	plut2.m8.32291.m1
OG0004840	Mcavernosa09551-RA	plut2.m8.5274.m1
OG0004842	Mcavernosa31498-RA	plut2.m8.28290.m1
OG0004843	Mcavernosa31879-RA	plut2.m8.798.m1
OG0004844	Mcavernosa08765-RA, Mcavernosa08766-RA	plut2.m8.2548.m1
OG0004845	Mcavernosa00560-RA, Mcavernosa16112-RA	plut2.m8.14627.m1
OG0004846	Mcavernosa16338-RA	plut2.m8.14640.m1
OG0004847	Mcavernosa16334-RA	plut2.m8.14644.m1
OG0004848	Mcavernosa16322-RA	jamg1.model.Sc0000200.45
OG0004849	Mcavernosa16332-RA	plut2.m8.14646.m1
OG0004851	Mcavernosa26311-RA	plut2.m8.13407.m1
OG0004852	Mcavernosa28865-RA	plut2.m8.9535.m1
OG0004853	Mcavernosa21636-RA	plut2.m8.22318.m1
OG0004855	Mcavernosa06179-RA, Mcavernosa06180-RA	plut2.m8.21418.m1
OG0004856	Mcavernosa12309-RA	plut2.m8.16546.m1
OG0004857	Mcavernosa12691-RA	plut2.m8.3126.m1
OG0004858	Mcavernosa24800-RA, Mcavernosa24799-RA	plut2.m8.20965.m1
OG0004859	Mcavernosa27837-RA	plut2.m8.7345.m1
OG0004860	Mcavernosa34146-RA, Mcavernosa30567-RA	plut2.m8.19829.m1
OG0004862	Mcavernosa32346-RA	plut2.m8.12966.m1
OG0004863	Mcavernosa03280-RA	plut2.m8.15555.m1
OG0004864	Mcavernosa00594-RA	plut2.m8.3878.m1
OG0004865	Mcavernosa04916-RA	plut2.m8.10651.m1
OG0004866	Mcavernosa07241-RA, Mcavernosa07240-RA	plut2.m8.19873.m1
OG0004867	Mcavernosa16746-RA, Mcavernosa16748-RA, Mcavernosa16750-RA	plut2.m8.9451.m1
OG0004868	Mcavernosa29699-RA	plut2.m8.2335.m1
OG0004869	Mcavernosa27505-RA	plut2.m8.12410.m1
OG0004871	Mcavernosa28139-RA	plut2.m8.26114.m1
OG0004872	Mcavernosa10401-RA	plut2.m8.23273.m1, plut2.m8.23274.m1
OG0004873	Mcavernosa10391-RA, Mcavernosa10387-RA	plut2.m8.28577.m1
OG0004874	Mcavernosa17658-RA	plut2.m8.28429.m1
OG0004875	Mcavernosa33464-RA	plut2.m8.27310.m1
OG0004877	Mcavernosa07797-RA	plut2.m8.8645.m1, plut2.m8.8646.m1
OG0004878	Mcavernosa33738-RA, Mcavernosa18642-RA	plut2.m8.8650.m1
OG0004879	Mcavernosa22338-RA	plut2.m8.8644.m1, plut2.m8.8633.m1
OG0004880	Mcavernosa02427-RA, Mcavernosa21356-RA	plut2.m8.21962.m1
OG0004881	Mcavernosa16658-RA	plut2.m8.27807.m1
OG0004882	Mcavernosa12413-RA, Mcavernosa33569-RA	plut2.m8.10758.m1
OG0004884	Mcavernosa28776-RA	plut2.m8.16584.m1
OG0004885	Mcavernosa22193-RA, Mcavernosa16673-RA	plut2.m8.20378.m1, plut2.m8.20379.m1
OG0004886	Mcavernosa16682-RA	plut2.m8.20386.m1
OG0004887	Mcavernosa06458-RA	plut2.m8.24145.m1, plut2.m8.21393.m1
OG0004888	Mcavernosa27506-RA	plut2.m8.12411.m1
OG0004889	Mcavernosa10530-RA	plut2.m8.23834.m1
OG0004890	Mcavernosa10521-RA, Mcavernosa10517-RA	plut2.m8.19241.m1, plut2.m8.19239.m1
OG0004891	Mcavernosa03946-RA	plut2.m8.2502.m1
OG0004892	Mcavernosa07898-RA	plut2.m8.21653.m1
OG0004892	Mcavernosa07897-RA	plut2.m8.32465.m1
OG0004893	Mcavernosa34866-RA, Mcavernosa34865-RA	plut2.m8.6627.m1
OG0004894	Mcavernosa01802-RA, Mcavernosa00986-RA	plut2.m8.18389.m1
OG0004895	Mcavernosa16376-RA, Mcavernosa16375-RA	plut2.m8.23666.m1
OG0004896	Mcavernosa32506-RA	plut2.m8.96.m1, plut2.m8.95.m1
OG0004897	Mcavernosa22542-RA	plut2.m8.120.m1
OG0004898	Mcavernosa20754-RA, Mcavernosa20755-RA	plut2.m8.16456.m1
OG0004899	Mcavernosa02150-RA, Mcavernosa34498-RA	plut2.m8.1541.m1
OG0004900	Mcavernosa18594-RA	plut2.m8.13263.m1
OG0004901	Mcavernosa11859-RA	plut2.m8.29509.m1
OG0004903	Mcavernosa06401-RA	plut2.m8.31435.m1
OG0004903	Mcavernosa06398-RA	plut2.m8.10159.m1
OG0004904	Mcavernosa17381-RA	plut2.m8.18011.m1
OG0004905	Mcavernosa30383-RA, Mcavernosa30384-RA, Mcavernosa33950-RA	plut2.m8.18015.m1
OG0004906	Mcavernosa28234-RA	plut2.m8.26208.m1, plut2.m8.21187.m1
OG0004907	Mcavernosa05904-RA, Mcavernosa05905-RA	plut2.m8.9641.m1
OG0004908	Mcavernosa17111-RA	plut2.m8.16276.m1, plut2.m8.26318.m1
OG0004909	Mcavernosa04875-RA	plut2.m8.11376.m1
OG0004910	Mcavernosa06077-RA, Mcavernosa06078-RA	plut2.m8.1177.m1
OG0004911	Mcavernosa09603-RA, Mcavernosa09608-RA	plut2.m8.12511.m1
OG0004912	Mcavernosa10365-RA	plut2.m8.11344.m1
OG0004913	Mcavernosa27606-RA, Mcavernosa07230-RA, Mcavernosa11365-RA	plut2.m8.25195.m1
OG0004915	Mcavernosa16031-RA	plut2.m8.2809.m1
OG0004916	Mcavernosa16033-RA	plut2.m8.2810.m1
OG0004917	Mcavernosa08921-RA	jamg1.model.Sc0000156.61
OG0004917	Mcavernosa08920-RA	plut2.m8.12163.m1
OG0004918	Mcavernosa31713-RA	plut2.m8.2773.m1
OG0004918	Mcavernosa31707-RA	plut2.m8.2774.m1
OG0004919	Mcavernosa31715-RA, Mcavernosa25738-RA, Mcavernosa31716-RA, Mcavernosa31710-RA	plut2.m8.2771.m1
OG0004920	Mcavernosa19379-RA	plut2.m8.25766.m1, plut2.m8.31746.m1, plut2.m8.24320.m1
OG0004921	Mcavernosa26191-RA	plut2.m8.18743.m1
OG0004922	Mcavernosa21591-RA, Mcavernosa21592-RA	plut2.m8.18748.m1
OG0004923	Mcavernosa15542-RA	plut2.m8.18762.m1, plut2.m8.18765.m1
OG0004924	Mcavernosa30733-RA, Mcavernosa30735-RA, Mcavernosa30732-RA	plut2.m8.19393.m1
OG0004925	Mcavernosa21561-RA	plut2.m8.3468.m1, plut2.m8.3466.m1
OG0004926	Mcavernosa12789-RA	plut2.m8.20605.m1
OG0004928	Mcavernosa11398-RA	plut2.m8.16563.m1
OG0004929	Mcavernosa31248-RA	plut2.m8.18781.m1
OG0004930	Mcavernosa01065-RA	plut2.m8.12192.m1
OG0004931	Mcavernosa16542-RA	plut2.m8.10506.m1
OG0004933	Mcavernosa13789-RA	plut2.m8.10486.m1
OG0004934	Mcavernosa09938-RA	plut2.m8.3406.m1
OG0004935	Mcavernosa18798-RA	plut2.m8.23310.m1
OG0004935	Mcavernosa18797-RA	plut2.m8.23315.m1
OG0004936	Mcavernosa20290-RA	plut2.m8.8466.m1
OG0004937	Mcavernosa26732-RA	plut2.m8.4144.m1
OG0004938	Mcavernosa14843-RA, Mcavernosa14842-RA	plut2.m8.14689.m1
OG0004939	Mcavernosa14824-RA	plut2.m8.12560.m1, plut2.m8.12562.m1, plut2.m8.12558.m1
OG0004940	Mcavernosa14841-RA	plut2.m8.14691.m1
OG0004941	Mcavernosa13759-RA	plut2.m8.6970.m1
OG0004942	Mcavernosa10847-RA	plut2.m8.24385.m1
OG0004944	Mcavernosa17940-RA	plut2.m8.3520.m1
OG0004945	Mcavernosa01670-RA	plut2.m8.29634.m1
OG0004946	Mcavernosa01663-RA	plut2.m8.30815.m1, plut2.m8.30816.m1, plut2.m8.30818.m1
OG0004947	Mcavernosa01662-RA	plut2.m8.30817.m1, plut2.m8.26057.m1
OG0004948	Mcavernosa26892-RA, Mcavernosa26893-RA, Mcavernosa26889-RA	plut2.m8.4269.m1
OG0004949	Mcavernosa08247-RA, Mcavernosa08244-RA	plut2.m8.4287.m1
OG0004951	Mcavernosa17358-RA	plut2.m8.19667.m1
OG0004952	Mcavernosa32286-RA	plut2.m8.28755.m1
OG0004953	Mcavernosa33138-RA, Mcavernosa24052-RA, Mcavernosa32305-RA	plut2.m8.15197.m1, plut2.m8.15191.m1
OG0004954	Mcavernosa29914-RA	plut2.m8.24519.m1
OG0004955	Mcavernosa10072-RA	plut2.m8.21408.m1
OG0004956	Mcavernosa30943-RA, Mcavernosa25955-RA	plut2.m8.9524.m1
OG0004957	Mcavernosa06045-RA	plut2.m8.11259.m1
OG0004958	Mcavernosa21853-RA	plut2.m8.26480.m1
OG0004959	Mcavernosa03359-RA	plut2.m8.17462.m1, plut2.m8.17460.m1
OG0004960	Mcavernosa03352-RA, Mcavernosa33929-RA, Mcavernosa33928-RA	plut2.m8.14040.m1
OG0004961	Mcavernosa03383-RA	plut2.m8.17485.m1
OG0004962	Mcavernosa08261-RA	plut2.m8.3533.m1
OG0004963	Mcavernosa05506-RA, Mcavernosa05504-RA, Mcavernosa05503-RA, Mcavernosa05507-RA	plut2.m8.13966.m1
OG0004965	Mcavernosa01524-RA	plut2.m8.14880.m1
OG0004965	Mcavernosa01521-RA	plut2.m8.14874.m1
OG0004966	Mcavernosa17249-RA	plut2.m8.9257.m1
OG0004967	Mcavernosa10028-RA	plut2.m8.3229.m1
OG0004968	Mcavernosa26072-RA	plut2.m8.8147.m1
OG0004969	Mcavernosa25729-RA	plut2.m8.23793.m1
OG0004971	Mcavernosa10106-RA	plut2.m8.5037.m1
OG0004972	Mcavernosa09041-RA	plut2.m8.10397.m1
OG0004973	Mcavernosa15288-RA	plut2.m8.1893.m1
OG0004974	Mcavernosa17314-RA	plut2.m8.23198.m1, plut2.m8.24831.m1
OG0004975	Mcavernosa11679-RA	plut2.m8.4634.m1
OG0004976	Mcavernosa11678-RA	plut2.m8.4620.m1
OG0004977	Mcavernosa19648-RA	plut2.m8.2900.m1
OG0004978	Mcavernosa22225-RA	plut2.m8.2881.m1
OG0004979	Mcavernosa23962-RA	plut2.m8.15674.m1
OG0004980	Mcavernosa04644-RA	plut2.m8.21779.m1
OG0004981	Mcavernosa18747-RA, Mcavernosa18745-RA	plut2.m8.23254.m1
OG0004982	Mcavernosa11607-RA	plut2.m8.22158.m1
OG0004983	Mcavernosa15633-RA, Mcavernosa15635-RA	plut2.m8.21726.m1
OG0004984	Mcavernosa21446-RA	plut2.m8.22157.m1
OG0004985	Mcavernosa32498-RA	plut2.m8.85.m1
OG0004986	Mcavernosa27929-RA, Mcavernosa27927-RA	plut2.m8.77.m1
OG0004987	Mcavernosa26866-RA	plut2.m8.18614.m1
OG0004989	Mcavernosa05569-RA	plut2.m8.17002.m1
OG0004990	Mcavernosa05554-RA	plut2.m8.12946.m1
OG0004991	Mcavernosa23012-RA	plut2.m8.21714.m1
OG0004991	Mcavernosa23011-RA	plut2.m8.25765.m1
OG0004992	Mcavernosa23893-RA, Mcavernosa06934-RA	plut2.m8.15121.m1
OG0004993	Mcavernosa10823-RA	plut2.m8.28385.m1
OG0004995	Mcavernosa25280-RA	plut2.m8.856.m1
OG0004996	Mcavernosa08735-RA	plut2.m8.2572.m1
OG0004996	Mcavernosa08737-RA	plut2.m8.2537.m1
OG0004997	Mcavernosa08773-RA	plut2.m8.2542.m1
OG0004998	Mcavernosa02361-RA	plut2.m8.27616.m1
OG0004998	Mcavernosa02360-RA	plut2.m8.27619.m1
OG0004999	Mcavernosa10464-RA	plut2.m8.15900.m1
OG0005000	Mcavernosa09022-RA, Mcavernosa09023-RA	plut2.m8.17740.m1, plut2.m8.17741.m1
OG0005001	Mcavernosa21487-RA, Mcavernosa21483-RA, Mcavernosa21488-RA	plut2.m8.16133.m1
OG0005002	Mcavernosa35184-RA, Mcavernosa05108-RA	plut2.m8.3199.m1
OG0005003	Mcavernosa02851-RA, Mcavernosa02853-RA	plut2.m8.578.m1
OG0005004	Mcavernosa06835-RA, Mcavernosa34296-RA	plut2.m8.11220.m1
OG0005005	Mcavernosa10251-RA, Mcavernosa10250-RA	plut2.m8.25819.m1
OG0005006	Mcavernosa03558-RA	plut2.m8.26944.m1
OG0005007	Mcavernosa04902-RA, Mcavernosa04901-RA	plut2.m8.11386.m1
OG0005008	Mcavernosa18938-RA	plut2.m8.11639.m1
OG0005009	Mcavernosa12568-RA, Mcavernosa12569-RA	plut2.m8.5390.m1
OG0005011	Mcavernosa33741-RA	plut2.m8.7182.m1
OG0005011	Mcavernosa24658-RA, Mcavernosa24657-RA	plut2.m8.7183.m1
OG0005012	Mcavernosa03852-RA	plut2.m8.8413.m1
OG0005013	Mcavernosa11308-RA	plut2.m8.12569.m1
OG0005014	Mcavernosa28680-RA, Mcavernosa28679-RA	plut2.m8.26894.m1
OG0005015	Mcavernosa05331-RA	plut2.m8.8993.m1
OG0005017	Mcavernosa19413-RA, Mcavernosa19414-RA	plut2.m8.32844.m1
OG0005018	Mcavernosa06497-RA, Mcavernosa06496-RA	plut2.m8.11457.m1
OG0005019	Mcavernosa06506-RA	plut2.m8.11464.m1
OG0005020	Mcavernosa03897-RA, Mcavernosa03895-RA, Mcavernosa03899-RA	plut2.m8.22627.m1
OG0005021	Mcavernosa02440-RA, Mcavernosa02435-RA	plut2.m8.21966.m1
OG0005022	Mcavernosa31662-RA	plut2.m8.24095.m1
OG0005023	Mcavernosa05750-RA	plut2.m8.29328.m1
OG0005024	Mcavernosa18844-RA, Mcavernosa33002-RA, Mcavernosa18847-RA	plut2.m8.19468.m1
OG0005025	Mcavernosa22403-RA, Mcavernosa35225-RA	plut2.m8.7940.m1
OG0005026	Mcavernosa09116-RA	plut2.m8.36.m1
OG0005028	Mcavernosa16557-RA	plut2.m8.7415.m1
OG0005029	Mcavernosa02218-RA	plut2.m8.11790.m1
OG0005030	Mcavernosa02795-RA	plut2.m8.9743.m1
OG0005031	Mcavernosa02796-RA	plut2.m8.9739.m1, plut2.m8.9740.m1
OG0005032	Mcavernosa02791-RA	plut2.m8.9736.m1
OG0005033	Mcavernosa07553-RA, Mcavernosa07547-RA, Mcavernosa32963-RA	plut2.m8.10233.m1
OG0005035	Mcavernosa00158-RA	plut2.m8.22196.m1, plut2.m8.12755.m1
OG0005036	Mcavernosa00152-RA, Mcavernosa00151-RA, Mcavernosa00156-RA, Mcavernosa00150-RA	plut2.m8.12750.m1
OG0005037	Mcavernosa25220-RA	plut2.m8.17832.m1
OG0005038	Mcavernosa22248-RA	plut2.m8.19656.m1
OG0005039	Mcavernosa22253-RA	plut2.m8.25295.m1, plut2.m8.25294.m1, plut2.m8.25291.m1
OG0005040	Mcavernosa22250-RA, Mcavernosa19254-RA	plut2.m8.31454.m1
OG0005041	Mcavernosa22259-RA, Mcavernosa22258-RA	plut2.m8.6241.m1
OG0005042	Mcavernosa06068-RA	plut2.m8.11253.m1
OG0005043	Mcavernosa28748-RA, Mcavernosa28746-RA	plut2.m8.3837.m1
OG0005044	Mcavernosa28751-RA	plut2.m8.3838.m1
OG0005045	Mcavernosa13916-RA	plut2.m8.29924.m1, plut2.m8.29925.m1
OG0005047	Mcavernosa01124-RA	plut2.m8.17671.m1, plut2.m8.6542.m1
OG0005049	Mcavernosa06362-RA	plut2.m8.22982.m1, plut2.m8.22981.m1
OG0005050	Mcavernosa12102-RA	plut2.m8.10360.m1
OG0005052	Mcavernosa04024-RA, Mcavernosa04025-RA	plut2.m8.4068.m1
OG0005053	Mcavernosa33317-RA	plut2.m8.18709.m1
OG0005054	Mcavernosa09747-RA	plut2.m8.1702.m1
OG0005055	Mcavernosa26740-RA, Mcavernosa26738-RA	plut2.m8.4146.m1
OG0005056	Mcavernosa01658-RA, Mcavernosa01653-RA, Mcavernosa01654-RA	plut2.m8.15978.m1
OG0005057	Mcavernosa15586-RA	plut2.m8.28597.m1
OG0005058	Mcavernosa03109-RA	plut2.m8.28601.m1
OG0005059	Mcavernosa30033-RA	plut2.m8.32835.m1
OG0005062	Mcavernosa06537-RA	plut2.m8.8526.m1
OG0005063	Mcavernosa12784-RA	plut2.m8.12550.m1
OG0005064	Mcavernosa21049-RA	plut2.m8.15295.m1, plut2.m8.15296.m1
OG0005065	Mcavernosa02394-RA	plut2.m8.12373.m1
OG0005066	Mcavernosa35145-RA, Mcavernosa18699-RA	plut2.m8.2418.m1
OG0005067	Mcavernosa10734-RA	plut2.m8.8740.m1
OG0005068	Mcavernosa27717-RA, Mcavernosa19333-RA	plut2.m8.19762.m1
OG0005070	Mcavernosa04394-RA	plut2.m8.4761.m1, plut2.m8.4762.m1
OG0005071	Mcavernosa25463-RA	plut2.m8.32673.m1
OG0005072	Mcavernosa25369-RA, Mcavernosa25371-RA	plut2.m8.12803.m1
OG0005072	Mcavernosa25368-RA	plut2.m8.12806.m1
OG0005073	Mcavernosa30905-RA, Mcavernosa30904-RA	plut2.m8.13039.m1
OG0005074	Mcavernosa15942-RA	plut2.m8.22047.m1
OG0005076	Mcavernosa21222-RA	plut2.m8.25913.m1
OG0005076	Mcavernosa34634-RA	plut2.m8.24017.m1, plut2.m8.25178.m1
OG0005077	Mcavernosa02281-RA	plut2.m8.19054.m1
OG0005078	Mcavernosa21690-RA, Mcavernosa21689-RA	plut2.m8.19351.m1
OG0005079	Mcavernosa02291-RA	plut2.m8.24340.m1, plut2.m8.24875.m1
OG0005080	Mcavernosa06785-RA	plut2.m8.1351.m1
OG0005080	Mcavernosa06786-RA	jamg1.model.Sc0000009.157
OG0005082	Mcavernosa09150-RA	plut2.m8.19748.m1
OG0005084	Mcavernosa27443-RA, Mcavernosa27446-RA	plut2.m8.22906.m1
OG0005085	Mcavernosa21008-RA	plut2.m8.7065.m1
OG0005086	Mcavernosa00279-RA	plut2.m8.19939.m1
OG0005087	Mcavernosa04709-RA	plut2.m8.28847.m1
OG0005088	Mcavernosa07527-RA, Mcavernosa07528-RA	plut2.m8.6210.m1
OG0005089	Mcavernosa24364-RA	plut2.m8.11429.m1
OG0005090	Mcavernosa24371-RA	plut2.m8.11440.m1
OG0005091	Mcavernosa02240-RA	plut2.m8.13158.m1
OG0005092	Mcavernosa16928-RA	plut2.m8.12432.m1, plut2.m8.1266.m1
OG0005094	Mcavernosa21602-RA	plut2.m8.32870.m1
OG0005095	Mcavernosa24979-RA	plut2.m8.6013.m1
OG0005096	Mcavernosa19310-RA	plut2.m8.1941.m1, plut2.m8.1943.m1
OG0005097	Mcavernosa06218-RA	plut2.m8.18264.m1
OG0005098	Mcavernosa06192-RA, Mcavernosa06203-RA	plut2.m8.18284.m1
OG0005099	Mcavernosa25079-RA, Mcavernosa25074-RA	plut2.m8.27318.m1
OG0005100	Mcavernosa20106-RA	plut2.m8.460.m1
OG0005101	Mcavernosa19886-RA	plut2.m8.439.m1
OG0005101	Mcavernosa19887-RA	jamg1.model.Sc0000002.123
OG0005102	Mcavernosa09255-RA	plut2.m8.1985.m1
OG0005103	Mcavernosa09259-RA	plut2.m8.1976.m1
OG0005104	Mcavernosa21311-RA	plut2.m8.2941.m1
OG0005105	Mcavernosa08285-RA	plut2.m8.26593.m1
OG0005105	Mcavernosa08286-RA	plut2.m8.26592.m1
OG0005106	Mcavernosa28249-RA	plut2.m8.18110.m1
OG0005107	Mcavernosa28831-RA, Mcavernosa28829-RA	plut2.m8.61.m1
OG0005108	Mcavernosa28812-RA	plut2.m8.67.m1
OG0005109	Mcavernosa28819-RA, Mcavernosa28817-RA, Mcavernosa28818-RA	plut2.m8.66.m1
OG0005110	Mcavernosa28824-RA	jamg1.model.Sc0000000.92, jamg1.model.Sc0000000.93
OG0005111	Mcavernosa11314-RA	plut2.m8.12576.m1
OG0005112	Mcavernosa20612-RA	plut2.m8.17702.m1, plut2.m8.17704.m1, plut2.m8.17703.m1
OG0005113	Mcavernosa07684-RA, Mcavernosa07685-RA, Mcavernosa07681-RA	plut2.m8.15256.m1
OG0005115	Mcavernosa30963-RA	plut2.m8.13298.m1
OG0005116	Mcavernosa13169-RA	plut2.m8.28445.m1
OG0005117	Mcavernosa13165-RA	plut2.m8.19121.m1
OG0005117	Mcavernosa13166-RA	plut2.m8.19123.m1
OG0005119	Mcavernosa33021-RA	plut2.m8.19117.m1
OG0005120	Mcavernosa15969-RA, Mcavernosa27260-RA, Mcavernosa15970-RA	plut2.m8.19116.m1
OG0005121	Mcavernosa13953-RA	plut2.m8.1230.m1
OG0005122	Mcavernosa24650-RA	plut2.m8.3302.m1
OG0005123	Mcavernosa28854-RA	plut2.m8.4934.m1
OG0005124	Mcavernosa33733-RA	plut2.m8.21800.m1, plut2.m8.9282.m1
OG0005125	Mcavernosa20962-RA, Mcavernosa20963-RA	plut2.m8.4393.m1
OG0005126	Mcavernosa12743-RA	plut2.m8.23766.m1, plut2.m8.23771.m1
OG0005127	Mcavernosa12763-RA, Mcavernosa12764-RA, Mcavernosa12760-RA	plut2.m8.24175.m1
OG0005128	Mcavernosa02345-RA	plut2.m8.27428.m1
OG0005129	Mcavernosa11007-RA, Mcavernosa11012-RA	plut2.m8.1316.m1
OG0005130	Mcavernosa22776-RA	plut2.m8.1306.m1
OG0005131	Mcavernosa11975-RA, Mcavernosa11977-RA	plut2.m8.1285.m1
OG0005132	Mcavernosa10318-RA	plut2.m8.1276.m1
OG0005133	Mcavernosa29819-RA, Mcavernosa09428-RA, Mcavernosa18111-RA	plut2.m8.22205.m1
OG0005135	Mcavernosa17011-RA	plut2.m8.16233.m1, plut2.m8.16224.m1
OG0005136	Mcavernosa11049-RA	plut2.m8.30755.m1, plut2.m8.30757.m1, plut2.m8.25918.m1
OG0005137	Mcavernosa01355-RA	plut2.m8.17935.m1
OG0005138	Mcavernosa07002-RA	plut2.m8.7112.m1
OG0005139	Mcavernosa07019-RA, Mcavernosa07013-RA, Mcavernosa07014-RA	plut2.m8.7109.m1
OG0005140	Mcavernosa09160-RA, Mcavernosa34102-RA	plut2.m8.21290.m1
OG0005141	Mcavernosa07748-RA, Mcavernosa07747-RA	plut2.m8.10704.m1, plut2.m8.10705.m1
OG0005142	Mcavernosa26666-RA, Mcavernosa20361-RA	plut2.m8.14157.m1
OG0005143	Mcavernosa26660-RA	plut2.m8.10885.m1
OG0005144	Mcavernosa07577-RA	plut2.m8.3613.m1
OG0005145	Mcavernosa07103-RA	plut2.m8.3610.m1
OG0005146	Mcavernosa20743-RA, Mcavernosa20739-RA	plut2.m8.3604.m1
OG0005148	Mcavernosa26406-RA	plut2.m8.18645.m1
OG0005149	Mcavernosa02784-RA, Mcavernosa02783-RA	plut2.m8.9729.m1
OG0005150	Mcavernosa14525-RA	jamg1.model.Sc0000043.106
OG0005151	Mcavernosa15265-RA	plut2.m8.26589.m1
OG0005151	Mcavernosa15268-RA	plut2.m8.26588.m1
OG0005152	Mcavernosa31290-RA, Mcavernosa31292-RA	plut2.m8.32763.m1
OG0005153	Mcavernosa03961-RA	plut2.m8.2512.m1
OG0005154	Mcavernosa32403-RA	plut2.m8.2057.m1
OG0005155	Mcavernosa32408-RA	plut2.m8.2063.m1
OG0005156	Mcavernosa23336-RA, Mcavernosa23335-RA, Mcavernosa23342-RA	plut2.m8.9116.m1
OG0005157	Mcavernosa23347-RA, Mcavernosa23348-RA	plut2.m8.9120.m1
OG0005159	Mcavernosa17932-RA, Mcavernosa17927-RA	plut2.m8.23789.m1
OG0005160	Mcavernosa05909-RA	plut2.m8.9637.m1
OG0005161	Mcavernosa18841-RA	plut2.m8.21228.m1
OG0005162	Mcavernosa34374-RA, Mcavernosa34375-RA	plut2.m8.21208.m1, plut2.m8.21206.m1
OG0005163	Mcavernosa07261-RA, Mcavernosa07263-RA, Mcavernosa07259-RA	plut2.m8.17782.m1
OG0005164	Mcavernosa14532-RA	plut2.m8.4845.m1
OG0005165	Mcavernosa30842-RA, Mcavernosa32733-RA	plut2.m8.20755.m1
OG0005166	Mcavernosa20837-RA, Mcavernosa20840-RA	plut2.m8.31248.m1
OG0005167	Mcavernosa02134-RA	plut2.m8.6085.m1
OG0005168	Mcavernosa06563-RA	plut2.m8.6962.m1
OG0005168	Mcavernosa19798-RA	plut2.m8.6961.m1
OG0005169	Mcavernosa14412-RA	plut2.m8.6568.m1
OG0005170	Mcavernosa10092-RA, Mcavernosa10091-RA	plut2.m8.22836.m1
OG0005171	Mcavernosa31065-RA	plut2.m8.8795.m1
OG0005172	Mcavernosa31074-RA, Mcavernosa31071-RA	plut2.m8.8786.m1
OG0005173	Mcavernosa02636-RA, Mcavernosa02630-RA	plut2.m8.26465.m1
OG0005174	Mcavernosa16177-RA	plut2.m8.11261.m1
OG0005175	Mcavernosa16181-RA	plut2.m8.11247.m1
OG0005176	Mcavernosa16891-RA	plut2.m8.6161.m1
OG0005177	Mcavernosa15780-RA, Mcavernosa33683-RA	plut2.m8.23001.m1
OG0005178	Mcavernosa28719-RA	plut2.m8.15338.m1
OG0005180	Mcavernosa00094-RA	plut2.m8.21633.m1
OG0005181	Mcavernosa05197-RA	plut2.m8.23999.m1
OG0005182	Mcavernosa27569-RA	plut2.m8.9682.m1, plut2.m8.9678.m1
OG0005183	Mcavernosa18913-RA	plut2.m8.32401.m1
OG0005185	Mcavernosa27282-RA, Mcavernosa24430-RA, Mcavernosa34051-RA	plut2.m8.10403.m1
OG0005186	Mcavernosa30080-RA, Mcavernosa30075-RA	plut2.m8.5895.m1
