Orthogroup	Pocillopora_acuta_HIv1.genes.pep	Montipora_capitata_HIv2.genes.pep
OG0004542	Pocillopora_acuta_HIv1_PredGene_g1978.t1, Pocillopora_acuta_HIv1_PredGene_g1979.t1	Montipora_capitata_PredGene_g32315.t1
OG0004543	Pocillopora_acuta_HIv1_PredGene_28966_t, Pocillopora_acuta_HIv1_PredGene_g11187.t1	Montipora_capitata_PredGene_g70713.t1
OG0004544	Pocillopora_acuta_HIv1_PredGene_g10341.t1, Pocillopora_acuta_HIv1_PredGene_g11194.t1	Montipora_capitata_PredGene_g70712.t1
OG0004545	Pocillopora_acuta_HIv1_PredGene_g11195.t1, Pocillopora_acuta_HIv1_PredGene_g10342.t1, Pocillopora_acuta_HIv1_PredGene_28972_t, Pocillopora_acuta_HIv1_PredGene_29039_t	Montipora_capitata_PredGene_g70711.t1
OG0004546	Pocillopora_acuta_HIv1_PredGene_g31201.t1, Pocillopora_acuta_HIv1_PredGene_g32161.t1	Montipora_capitata_PredGene_g39032.t1
OG0004548	Pocillopora_acuta_HIv1_PredGene_g7807.t1	Montipora_capitata_PredGene_g53967.t1
OG0004549	Pocillopora_acuta_HIv1_PredGene_g22411.t1	Montipora_capitata_PredGene_adi2mcaRNA7540_R0.t1
OG0004550	Pocillopora_acuta_HIv1_PredGene_g22415.t1	Montipora_capitata_PredGene_g33994.t1
OG0004551	Pocillopora_acuta_HIv1_PredGene_g3573.t2, Pocillopora_acuta_HIv1_PredGene_g3573.t1	Montipora_capitata_PredGene_adi2mcaRNA17128_R1.t1
OG0004552	Pocillopora_acuta_HIv1_PredGene_g10172.t1	Montipora_capitata_PredGene_g46014.t1, Montipora_capitata_PredGene_g46018.t1
OG0004553	Pocillopora_acuta_HIv1_PredGene_19520_t, Pocillopora_acuta_HIv1_PredGene_g4294.t1	Montipora_capitata_PredGene_g37059.t1
OG0004556	Pocillopora_acuta_HIv1_PredGene_g8568.t1	Montipora_capitata_PredGene_g29216.t1
OG0004558	Pocillopora_acuta_HIv1_PredGene_g24148.t1, Pocillopora_acuta_HIv1_PredGene_g24148.t2, Pocillopora_acuta_HIv1_PredGene_32389_t	Montipora_capitata_PredGene_g46304.t1
OG0004559	Pocillopora_acuta_HIv1_PredGene_32388_t, Pocillopora_acuta_HIv1_PredGene_g10467.t1, Pocillopora_acuta_HIv1_PredGene_g24147.t1	Montipora_capitata_PredGene_g46305.t1
OG0004560	Pocillopora_acuta_HIv1_PredGene_g8504.t1	Montipora_capitata_PredGene_g23161.t1
OG0004561	Pocillopora_acuta_HIv1_PredGene_9700_t, Pocillopora_acuta_HIv1_PredGene_g11951.t1	Montipora_capitata_PredGene_adi2mcaRNA31924_R0.t1
OG0004562	Pocillopora_acuta_HIv1_PredGene_g25619.t1	Montipora_capitata_PredGene_g53636.t1
OG0004563	Pocillopora_acuta_HIv1_PredGene_g12145.t1	Montipora_capitata_PredGene_g15433.t1, Montipora_capitata_PredGene_g15432.t1
OG0004564	Pocillopora_acuta_HIv1_PredGene_g12678.t1	Montipora_capitata_PredGene_g68147.t1
OG0004565	Pocillopora_acuta_HIv1_PredGene_g10950.t1, Pocillopora_acuta_HIv1_PredGene_g28786.t1, Pocillopora_acuta_HIv1_PredGene_g1568.t1, Pocillopora_acuta_HIv1_PredGene_g20315.t1	Montipora_capitata_PredGene_g48168.t1
OG0004566	Pocillopora_acuta_HIv1_PredGene_g8873.t1, Pocillopora_acuta_HIv1_PredGene_g8873.t2	Montipora_capitata_PredGene_g65080.t1
OG0004567	Pocillopora_acuta_HIv1_PredGene_g5675.t1, Pocillopora_acuta_HIv1_PredGene_8639_t	Montipora_capitata_PredGene_g560.t1
OG0004568	Pocillopora_acuta_HIv1_PredGene_g16586.t1, Pocillopora_acuta_HIv1_PredGene_g16591.t1, Pocillopora_acuta_HIv1_PredGene_g16585.t1	Montipora_capitata_PredGene_g22311.t1, Montipora_capitata_PredGene_g18735.t1
OG0004569	Pocillopora_acuta_HIv1_PredGene_g23155.t1	Montipora_capitata_PredGene_g55642.t1
OG0004570	Pocillopora_acuta_HIv1_PredGene_g14363.t2, Pocillopora_acuta_HIv1_PredGene_g14363.t1	Montipora_capitata_PredGene_g37060.t1
OG0004571	Pocillopora_acuta_HIv1_PredGene_g14362.t1	Montipora_capitata_PredGene_g37061.t1
OG0004572	Pocillopora_acuta_HIv1_PredGene_g17263.t1, Pocillopora_acuta_HIv1_PredGene_g17263.t2, Pocillopora_acuta_HIv1_PredGene_g17263.t3	Montipora_capitata_PredGene_g48092.t1
OG0004573	Pocillopora_acuta_HIv1_PredGene_17569_t, Pocillopora_acuta_HIv1_PredGene_g3298.t1, Pocillopora_acuta_HIv1_PredGene_g3302.t1, Pocillopora_acuta_HIv1_PredGene_17573_t	Montipora_capitata_PredGene_g47119.t1
OG0004574	Pocillopora_acuta_HIv1_PredGene_g18932.t1, Pocillopora_acuta_HIv1_PredGene_g1907.t1	Montipora_capitata_PredGene_g11464.t1
OG0004575	Pocillopora_acuta_HIv1_PredGene_g28386.t1, Pocillopora_acuta_HIv1_PredGene_g26482.t1	Montipora_capitata_PredGene_g11977.t1
OG0004576	Pocillopora_acuta_HIv1_PredGene_g18822.t1, Pocillopora_acuta_HIv1_PredGene_g18821.t1	Montipora_capitata_PredGene_g55190.t1, Montipora_capitata_PredGene_g45588.t1
OG0004577	Pocillopora_acuta_HIv1_PredGene_g4149.t1, Pocillopora_acuta_HIv1_PredGene_3785_t, Pocillopora_acuta_HIv1_PredGene_g15432.t1	Montipora_capitata_PredGene_adi2mcaRNA9821_R0.t1
OG0004578	Pocillopora_acuta_HIv1_PredGene_g23211.t1, Pocillopora_acuta_HIv1_PredGene_g8716.t1	Montipora_capitata_PredGene_g52873.t1
OG0004579	Pocillopora_acuta_HIv1_PredGene_14126_t, Pocillopora_acuta_HIv1_PredGene_14403_t, Pocillopora_acuta_HIv1_PredGene_g12291.t1, Pocillopora_acuta_HIv1_PredGene_g26250.t1	Montipora_capitata_PredGene_g58600.t1
OG0004580	Pocillopora_acuta_HIv1_PredGene_14129_t, Pocillopora_acuta_HIv1_PredGene_14400_t, Pocillopora_acuta_HIv1_PredGene_g26254.t1, Pocillopora_acuta_HIv1_PredGene_g12288.t1	Montipora_capitata_PredGene_g58597.t1
OG0004581	Pocillopora_acuta_HIv1_PredGene_6001_t	Montipora_capitata_PredGene_g28575.t1, Montipora_capitata_PredGene_g28582.t1
OG0004582	Pocillopora_acuta_HIv1_PredGene_g5389.t1	Montipora_capitata_PredGene_g3368.t1
OG0004583	Pocillopora_acuta_HIv1_PredGene_g5391.t1	Montipora_capitata_PredGene_g3366.t1
OG0004584	Pocillopora_acuta_HIv1_PredGene_g5393.t1	Montipora_capitata_PredGene_g47375.t1, Montipora_capitata_PredGene_g47379.t1, Montipora_capitata_PredGene_g47374.t1, Montipora_capitata_PredGene_g47378.t1
OG0004586	Pocillopora_acuta_HIv1_PredGene_3140_t, Pocillopora_acuta_HIv1_PredGene_g8965.t1, Pocillopora_acuta_HIv1_PredGene_g8970.t1	Montipora_capitata_PredGene_g10730.t1
OG0004587	Pocillopora_acuta_HIv1_PredGene_g10515.t1	Montipora_capitata_PredGene_adi2mcaRNA15528_R0.t1
OG0004588	Pocillopora_acuta_HIv1_PredGene_g19653.t2, Pocillopora_acuta_HIv1_PredGene_g19653.t1	Montipora_capitata_PredGene_g8899.t1
OG0004589	Pocillopora_acuta_HIv1_PredGene_g9554.t1	Montipora_capitata_PredGene_g62273.t1, Montipora_capitata_PredGene_g67454.t1
OG0004590	Pocillopora_acuta_HIv1_PredGene_g9546.t1	Montipora_capitata_PredGene_g18337.t1
OG0004592	Pocillopora_acuta_HIv1_PredGene_g17094.t1, Pocillopora_acuta_HIv1_PredGene_g17094.t2	Montipora_capitata_PredGene_adi2mcaRNA25403_R0.t1
OG0004593	Pocillopora_acuta_HIv1_PredGene_g17098.t1	Montipora_capitata_PredGene_g290.t1
OG0004594	Pocillopora_acuta_HIv1_PredGene_g22895.t1	Montipora_capitata_PredGene_g36817.t1
OG0004596	Pocillopora_acuta_HIv1_PredGene_g16463.t1	Montipora_capitata_PredGene_adi2mcaRNA34880_R1.t1
OG0004596	Pocillopora_acuta_HIv1_PredGene_g17788.t1	Montipora_capitata_PredGene_g20611.t1, Montipora_capitata_PredGene_g20018.t1, Montipora_capitata_PredGene_g64836.t1, Montipora_capitata_PredGene_g64819.t1, Montipora_capitata_PredGene_adi2mcaRNA15003_R8.t1
OG0004597	Pocillopora_acuta_HIv1_PredGene_g19686.t1, Pocillopora_acuta_HIv1_PredGene_g29557.t1	Montipora_capitata_PredGene_g3599.t1
OG0004598	Pocillopora_acuta_HIv1_PredGene_23648_t, Pocillopora_acuta_HIv1_PredGene_g12124.t1	Montipora_capitata_PredGene_g37866.t1, Montipora_capitata_PredGene_g37858.t1, Montipora_capitata_PredGene_g7742.t1
OG0004599	Pocillopora_acuta_HIv1_PredGene_g17552.t1	Montipora_capitata_PredGene_g48045.t1, Montipora_capitata_PredGene_g48056.t1
OG0004600	Pocillopora_acuta_HIv1_PredGene_g17943.t1	Montipora_capitata_PredGene_adi2mcaRNA2378_R2.t1, Montipora_capitata_PredGene_g1642.t1
OG0004601	Pocillopora_acuta_HIv1_PredGene_g17942.t1	Montipora_capitata_PredGene_g35213.t1
OG0004602	Pocillopora_acuta_HIv1_PredGene_g16034.t1, Pocillopora_acuta_HIv1_PredGene_17050_t, Pocillopora_acuta_HIv1_PredGene_g16035.t1	Montipora_capitata_PredGene_g48034.t1
OG0004603	Pocillopora_acuta_HIv1_PredGene_g30579.t1, Pocillopora_acuta_HIv1_PredGene_25438_t	Montipora_capitata_PredGene_adi2mcaRNA25089_R0.t1
OG0004604	Pocillopora_acuta_HIv1_PredGene_g23716.t1	Montipora_capitata_PredGene_adi2mcaRNA16921_R0.t1
OG0004605	Pocillopora_acuta_HIv1_PredGene_9529_t, Pocillopora_acuta_HIv1_PredGene_g24501.t1, Pocillopora_acuta_HIv1_PredGene_g24389.t1	Montipora_capitata_PredGene_g30471.t1
OG0004606	Pocillopora_acuta_HIv1_PredGene_27060_t, Pocillopora_acuta_HIv1_PredGene_9412_t, Pocillopora_acuta_HIv1_PredGene_g19402.t1, Pocillopora_acuta_HIv1_PredGene_g24375.t1	Montipora_capitata_PredGene_g30462.t1
OG0004607	Pocillopora_acuta_HIv1_PredGene_g24373.t1, Pocillopora_acuta_HIv1_PredGene_g19400.t1, Pocillopora_acuta_HIv1_PredGene_9410_t, Pocillopora_acuta_HIv1_PredGene_27058_t	Montipora_capitata_PredGene_g30464.t1
OG0004609	Pocillopora_acuta_HIv1_PredGene_g462.t1, Pocillopora_acuta_HIv1_PredGene_g16004.t1	Montipora_capitata_PredGene_g50734.t1
OG0004612	Pocillopora_acuta_HIv1_PredGene_10569_t, Pocillopora_acuta_HIv1_PredGene_g5709.t1	Montipora_capitata_PredGene_g49886.t1
OG0004613	Pocillopora_acuta_HIv1_PredGene_g968.t1, Pocillopora_acuta_HIv1_PredGene_g968.t2, Pocillopora_acuta_HIv1_PredGene_g968.t3	Montipora_capitata_PredGene_g24020.t1
OG0004614	Pocillopora_acuta_HIv1_PredGene_g25426.t1, Pocillopora_acuta_HIv1_PredGene_g25423.t1	Montipora_capitata_PredGene_adi2mcaRNA6696_R0.t1
OG0004615	Pocillopora_acuta_HIv1_PredGene_g18809.t1	Montipora_capitata_PredGene_g21648.t1
OG0004616	Pocillopora_acuta_HIv1_PredGene_g29034.t1, Pocillopora_acuta_HIv1_PredGene_8284_t	Montipora_capitata_PredGene_g65050.t1
OG0004618	Pocillopora_acuta_HIv1_PredGene_g13935.t1	Montipora_capitata_PredGene_g37014.t1, Montipora_capitata_PredGene_g37018.t1, Montipora_capitata_PredGene_g37023.t1, Montipora_capitata_PredGene_g37008.t1
OG0004619	Pocillopora_acuta_HIv1_PredGene_g13411.t1	Montipora_capitata_PredGene_g52279.t1
OG0004619	Pocillopora_acuta_HIv1_PredGene_g2395.t1	Montipora_capitata_PredGene_g59655.t1, Montipora_capitata_PredGene_g21775.t1
OG0004620	Pocillopora_acuta_HIv1_PredGene_g17203.t2, Pocillopora_acuta_HIv1_PredGene_g17203.t1	Montipora_capitata_PredGene_g62407.t1
OG0004621	Pocillopora_acuta_HIv1_PredGene_g29563.t1	Montipora_capitata_PredGene_g36997.t1, Montipora_capitata_PredGene_adi2mcaRNA5543_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA5543_R0.t1
OG0004622	Pocillopora_acuta_HIv1_PredGene_g31766.t1, Pocillopora_acuta_HIv1_PredGene_g6204.t1	Montipora_capitata_PredGene_g25687.t1
OG0004623	Pocillopora_acuta_HIv1_PredGene_g15969.t1	Montipora_capitata_PredGene_g56128.t1
OG0004624	Pocillopora_acuta_HIv1_PredGene_g2330.t1, Pocillopora_acuta_HIv1_PredGene_g24.t1	Montipora_capitata_PredGene_g66464.t1
OG0004625	Pocillopora_acuta_HIv1_PredGene_g22.t1, Pocillopora_acuta_HIv1_PredGene_g2328.t1, Pocillopora_acuta_HIv1_PredGene_5382_t	Montipora_capitata_PredGene_g66471.t1
OG0004626	Pocillopora_acuta_HIv1_PredGene_g20896.t1	Montipora_capitata_PredGene_g41201.t1, Montipora_capitata_PredGene_g41203.t1, Montipora_capitata_PredGene_adi2mcaRNA34894_R1.t1
OG0004628	Pocillopora_acuta_HIv1_PredGene_g9140.t1, Pocillopora_acuta_HIv1_PredGene_g9143.t1, Pocillopora_acuta_HIv1_PredGene_g9142.t1, Pocillopora_acuta_HIv1_PredGene_g9144.t1	Montipora_capitata_PredGene_g51194.t1
OG0004630	Pocillopora_acuta_HIv1_PredGene_g29441.t1, Pocillopora_acuta_HIv1_PredGene_g29436.t1, Pocillopora_acuta_HIv1_PredGene_g29445.t1, Pocillopora_acuta_HIv1_PredGene_g29437.t1	Montipora_capitata_PredGene_g53859.t1, Montipora_capitata_PredGene_g44947.t1
OG0004631	Pocillopora_acuta_HIv1_PredGene_g25837.t1	Montipora_capitata_PredGene_g6795.t1
OG0004632	Pocillopora_acuta_HIv1_PredGene_g29434.t1	Montipora_capitata_PredGene_adi2mcaRNA2131_R0.t1
OG0004634	Pocillopora_acuta_HIv1_PredGene_2617_t, Pocillopora_acuta_HIv1_PredGene_g694.t1	Montipora_capitata_PredGene_g35936.t1
OG0004635	Pocillopora_acuta_HIv1_PredGene_2721_t, Pocillopora_acuta_HIv1_PredGene_g22621.t1, Pocillopora_acuta_HIv1_PredGene_g11674.t1	Montipora_capitata_PredGene_adi2mcaRNA12569_R1.t1, Montipora_capitata_PredGene_g59265.t1, Montipora_capitata_PredGene_g45993.t1, Montipora_capitata_PredGene_g45991.t1
OG0004636	Pocillopora_acuta_HIv1_PredGene_g11673.t1	Montipora_capitata_PredGene_adi2mcaRNA12571_R0.t1
OG0004637	Pocillopora_acuta_HIv1_PredGene_g30659.t1	Montipora_capitata_PredGene_g46007.t1
OG0004638	Pocillopora_acuta_HIv1_PredGene_g3339.t1	Montipora_capitata_PredGene_g45159.t1, Montipora_capitata_PredGene_g45154.t1
OG0004639	Pocillopora_acuta_HIv1_PredGene_g11788.t1, Pocillopora_acuta_HIv1_PredGene_g11788.t2	Montipora_capitata_PredGene_g48575.t1
OG0004640	Pocillopora_acuta_HIv1_PredGene_g26891.t1, Pocillopora_acuta_HIv1_PredGene_g26891.t2	Montipora_capitata_PredGene_g62705.t1
OG0004641	Pocillopora_acuta_HIv1_PredGene_g31952.t1, Pocillopora_acuta_HIv1_PredGene_g26855.t1, Pocillopora_acuta_HIv1_PredGene_7556_t	Montipora_capitata_PredGene_g62715.t1
OG0004642	Pocillopora_acuta_HIv1_PredGene_g26854.t1, Pocillopora_acuta_HIv1_PredGene_g31953.t1	Montipora_capitata_PredGene_g62717.t1
OG0004643	Pocillopora_acuta_HIv1_PredGene_g27751.t1	Montipora_capitata_PredGene_g62966.t1, Montipora_capitata_PredGene_g62962.t1, Montipora_capitata_PredGene_g16959.t1
OG0004644	Pocillopora_acuta_HIv1_PredGene_g3239.t1, Pocillopora_acuta_HIv1_PredGene_g27024.t1, Pocillopora_acuta_HIv1_PredGene_g12922.t1	Montipora_capitata_PredGene_g14555.t1
OG0004645	Pocillopora_acuta_HIv1_PredGene_g2270.t1, Pocillopora_acuta_HIv1_PredGene_g26997.t1	Montipora_capitata_PredGene_g4667.t1
OG0004646	Pocillopora_acuta_HIv1_PredGene_g9028.t1	Montipora_capitata_PredGene_adi2mcaRNA14811_R0.t1
OG0004648	Pocillopora_acuta_HIv1_PredGene_g17834.t1, Pocillopora_acuta_HIv1_PredGene_g17912.t1	Montipora_capitata_PredGene_adi2mcaRNA28461_R0.t1
OG0004649	Pocillopora_acuta_HIv1_PredGene_g7453.t1, Pocillopora_acuta_HIv1_PredGene_g7453.t2	Montipora_capitata_PredGene_g65475.t1
OG0004650	Pocillopora_acuta_HIv1_PredGene_g7348.t1, Pocillopora_acuta_HIv1_PredGene_g7348.t2	Montipora_capitata_PredGene_g51689.t1
OG0004651	Pocillopora_acuta_HIv1_PredGene_g3275.t1	Montipora_capitata_PredGene_g597.t1
OG0004651	Pocillopora_acuta_HIv1_PredGene_g3274.t1	Montipora_capitata_PredGene_g596.t1
OG0004653	Pocillopora_acuta_HIv1_PredGene_g10068.t1	Montipora_capitata_PredGene_g25203.t1
OG0004654	Pocillopora_acuta_HIv1_PredGene_g3971.t1	Montipora_capitata_PredGene_g17441.t1
OG0004655	Pocillopora_acuta_HIv1_PredGene_g3981.t1, Pocillopora_acuta_HIv1_PredGene_1362_t, Pocillopora_acuta_HIv1_PredGene_g3981.t2	Montipora_capitata_PredGene_g37101.t1
OG0004656	Pocillopora_acuta_HIv1_PredGene_g3968.t1	Montipora_capitata_PredGene_adi2mcaRNA5833_R0.t1, Montipora_capitata_PredGene_g62722.t1
OG0004657	Pocillopora_acuta_HIv1_PredGene_g21391.t1	Montipora_capitata_PredGene_g24518.t1
OG0004658	Pocillopora_acuta_HIv1_PredGene_30495_t, Pocillopora_acuta_HIv1_PredGene_g31101.t2, Pocillopora_acuta_HIv1_PredGene_g31101.t1, Pocillopora_acuta_HIv1_PredGene_30494_t	Montipora_capitata_PredGene_g63047.t1
OG0004659	Pocillopora_acuta_HIv1_PredGene_g12251.t1, Pocillopora_acuta_HIv1_PredGene_g4694.t1	Montipora_capitata_PredGene_g63053.t1
OG0004660	Pocillopora_acuta_HIv1_PredGene_g31096.t1, Pocillopora_acuta_HIv1_PredGene_30489_t	Montipora_capitata_PredGene_g63050.t1
OG0004661	Pocillopora_acuta_HIv1_PredGene_g18477.t1, Pocillopora_acuta_HIv1_PredGene_g1664.t1	Montipora_capitata_PredGene_g36664.t1, Montipora_capitata_PredGene_g36665.t1
OG0004662	Pocillopora_acuta_HIv1_PredGene_g16014.t1, Pocillopora_acuta_HIv1_PredGene_g471.t1, Pocillopora_acuta_HIv1_PredGene_3640_t	Montipora_capitata_PredGene_adi2mcaRNA19438_R1.t1
OG0004663	Pocillopora_acuta_HIv1_PredGene_g474.t1, Pocillopora_acuta_HIv1_PredGene_3642_t	Montipora_capitata_PredGene_g10579.t1
OG0004664	Pocillopora_acuta_HIv1_PredGene_3664_t, Pocillopora_acuta_HIv1_PredGene_g497.t1	Montipora_capitata_PredGene_g27150.t1
OG0004666	Pocillopora_acuta_HIv1_PredGene_g2586.t1	Montipora_capitata_PredGene_g22771.t1, Montipora_capitata_PredGene_g22760.t1
OG0004667	Pocillopora_acuta_HIv1_PredGene_g12998.t1	Montipora_capitata_PredGene_g33960.t1
OG0004670	Pocillopora_acuta_HIv1_PredGene_9390_t, Pocillopora_acuta_HIv1_PredGene_g24356.t1, Pocillopora_acuta_HIv1_PredGene_g19386.t1, Pocillopora_acuta_HIv1_PredGene_27042_t	Montipora_capitata_PredGene_g69052.t1
OG0004672	Pocillopora_acuta_HIv1_PredGene_g19526.t1	Montipora_capitata_PredGene_adi2mcaRNA34558_R0.t1
OG0004673	Pocillopora_acuta_HIv1_PredGene_g27596.t1, Pocillopora_acuta_HIv1_PredGene_11517_t, Pocillopora_acuta_HIv1_PredGene_g6712.t1	Montipora_capitata_PredGene_g22402.t1
OG0004674	Pocillopora_acuta_HIv1_PredGene_g29365.t2, Pocillopora_acuta_HIv1_PredGene_g29365.t1, Pocillopora_acuta_HIv1_PredGene_g29365.t3, Pocillopora_acuta_HIv1_PredGene_g29365.t4	Montipora_capitata_PredGene_g22428.t1
OG0004675	Pocillopora_acuta_HIv1_PredGene_g27580.t1, Pocillopora_acuta_HIv1_PredGene_g27584.t1, Pocillopora_acuta_HIv1_PredGene_g27589.t1, Pocillopora_acuta_HIv1_PredGene_11507_t	Montipora_capitata_PredGene_g22417.t1
OG0004676	Pocillopora_acuta_HIv1_PredGene_g1151.t1	Montipora_capitata_PredGene_g13825.t1
OG0004677	Pocillopora_acuta_HIv1_PredGene_g17178.t1	Montipora_capitata_PredGene_adi2mcaRNA24577_R1.t1
OG0004678	Pocillopora_acuta_HIv1_PredGene_g14931.t1, Pocillopora_acuta_HIv1_PredGene_g31619.t1, Pocillopora_acuta_HIv1_PredGene_g19365.t1	Montipora_capitata_PredGene_adi2mcaRNA304_R1.t1
OG0004679	Pocillopora_acuta_HIv1_PredGene_g14972.t1	Montipora_capitata_PredGene_g21753.t1
OG0004680	Pocillopora_acuta_HIv1_PredGene_g13007.t2, Pocillopora_acuta_HIv1_PredGene_25083_t, Pocillopora_acuta_HIv1_PredGene_g13007.t1	Montipora_capitata_PredGene_g33970.t1
OG0004681	Pocillopora_acuta_HIv1_PredGene_g25120.t1	Montipora_capitata_PredGene_g6456.t1
OG0004682	Pocillopora_acuta_HIv1_PredGene_g3456.t1	Montipora_capitata_PredGene_g28811.t1
OG0004682	Pocillopora_acuta_HIv1_PredGene_g3457.t1	Montipora_capitata_PredGene_g28812.t1
OG0004683	Pocillopora_acuta_HIv1_PredGene_g16724.t1, Pocillopora_acuta_HIv1_PredGene_g31131.t1, Pocillopora_acuta_HIv1_PredGene_g17243.t1, Pocillopora_acuta_HIv1_PredGene_g27140.t1, Pocillopora_acuta_HIv1_PredGene_g2632.t1, Pocillopora_acuta_HIv1_PredGene_g21247.t1	Montipora_capitata_PredGene_g61898.t1, Montipora_capitata_PredGene_g57981.t1
OG0004684	Pocillopora_acuta_HIv1_PredGene_g16267.t1	Montipora_capitata_PredGene_g42407.t1
OG0004685	Pocillopora_acuta_HIv1_PredGene_g16266.t1	Montipora_capitata_PredGene_g42405.t1
OG0004686	Pocillopora_acuta_HIv1_PredGene_g16274.t1	Montipora_capitata_PredGene_g42415.t1
OG0004687	Pocillopora_acuta_HIv1_PredGene_g6017.t1, Pocillopora_acuta_HIv1_PredGene_g12666.t1, Pocillopora_acuta_HIv1_PredGene_g4264.t1	Montipora_capitata_PredGene_g1722.t1, Montipora_capitata_PredGene_g18604.t1, Montipora_capitata_PredGene_g11468.t1, Montipora_capitata_PredGene_g33061.t1
OG0004688	Pocillopora_acuta_HIv1_PredGene_g898.t1	Montipora_capitata_PredGene_g41986.t1, Montipora_capitata_PredGene_g41985.t1
OG0004690	Pocillopora_acuta_HIv1_PredGene_g4392.t1, Pocillopora_acuta_HIv1_PredGene_11363_t	Montipora_capitata_PredGene_g33169.t1
OG0004691	Pocillopora_acuta_HIv1_PredGene_g11025.t1, Pocillopora_acuta_HIv1_PredGene_g11025.t2	Montipora_capitata_PredGene_adi2mcaRNA23911_R1.t1, Montipora_capitata_PredGene_g30690.t1
OG0004692	Pocillopora_acuta_HIv1_PredGene_g11027.t1, Pocillopora_acuta_HIv1_PredGene_g11033.t1	Montipora_capitata_PredGene_g29847.t1
OG0004693	Pocillopora_acuta_HIv1_PredGene_g28546.t1	Montipora_capitata_PredGene_adi2mcaRNA8088_R0.t1
OG0004694	Pocillopora_acuta_HIv1_PredGene_g6007.t1, Pocillopora_acuta_HIv1_PredGene_g33191.t1, Pocillopora_acuta_HIv1_PredGene_g7960.t1, Pocillopora_acuta_HIv1_PredGene_27154_t, Pocillopora_acuta_HIv1_PredGene_10251_t	Montipora_capitata_PredGene_g61028.t1
OG0004695	Pocillopora_acuta_HIv1_PredGene_g21909.t1	Montipora_capitata_PredGene_g61024.t1
OG0004696	Pocillopora_acuta_HIv1_PredGene_g13844.t1, Pocillopora_acuta_HIv1_PredGene_g13847.t1	Montipora_capitata_PredGene_g36917.t1
OG0004697	Pocillopora_acuta_HIv1_PredGene_g24273.t1, Pocillopora_acuta_HIv1_PredGene_g24273.t3, Pocillopora_acuta_HIv1_PredGene_g24273.t2	Montipora_capitata_PredGene_g66634.t1
OG0004698	Pocillopora_acuta_HIv1_PredGene_g31674.t1, Pocillopora_acuta_HIv1_PredGene_g26091.t1, Pocillopora_acuta_HIv1_PredGene_g26090.t1, Pocillopora_acuta_HIv1_PredGene_g31673.t1	Montipora_capitata_PredGene_g69369.t1, Montipora_capitata_PredGene_g69371.t1
OG0004699	Pocillopora_acuta_HIv1_PredGene_g26093.t1, Pocillopora_acuta_HIv1_PredGene_g31676.t1, Pocillopora_acuta_HIv1_PredGene_g26093.t2	Montipora_capitata_PredGene_g38041.t1
OG0004700	Pocillopora_acuta_HIv1_PredGene_7293_t	Montipora_capitata_PredGene_g38044.t1
OG0004701	Pocillopora_acuta_HIv1_PredGene_g4806.t1, Pocillopora_acuta_HIv1_PredGene_g33221.t1	Montipora_capitata_PredGene_g29284.t1
OG0004702	Pocillopora_acuta_HIv1_PredGene_g24723.t1	Montipora_capitata_PredGene_adi2mcaRNA10488_R0.t1
OG0004703	Pocillopora_acuta_HIv1_PredGene_g30806.t1, Pocillopora_acuta_HIv1_PredGene_14295_t	Montipora_capitata_PredGene_g26301.t1
OG0004704	Pocillopora_acuta_HIv1_PredGene_g363.t1	Montipora_capitata_PredGene_g50066.t1, Montipora_capitata_PredGene_g50060.t1, Montipora_capitata_PredGene_g50057.t1, Montipora_capitata_PredGene_g50089.t1, Montipora_capitata_PredGene_g15949.t1
OG0004705	Pocillopora_acuta_HIv1_PredGene_g7195.t1, Pocillopora_acuta_HIv1_PredGene_g7195.t2	Montipora_capitata_PredGene_g39884.t1
OG0004706	Pocillopora_acuta_HIv1_PredGene_g24603.t1, Pocillopora_acuta_HIv1_PredGene_g20340.t1, Pocillopora_acuta_HIv1_PredGene_g20330.t1, Pocillopora_acuta_HIv1_PredGene_g20346.t1	Montipora_capitata_PredGene_g60912.t1
OG0004707	Pocillopora_acuta_HIv1_PredGene_g4233.t1, Pocillopora_acuta_HIv1_PredGene_g21643.t1, Pocillopora_acuta_HIv1_PredGene_g21643.t2, Pocillopora_acuta_HIv1_PredGene_30698_t	Montipora_capitata_PredGene_adi2mcaRNA35189_R0.t1
OG0004708	Pocillopora_acuta_HIv1_PredGene_g10573.t1	Montipora_capitata_PredGene_g67981.t1
OG0004709	Pocillopora_acuta_HIv1_PredGene_g21785.t1, Pocillopora_acuta_HIv1_PredGene_g21785.t2	Montipora_capitata_PredGene_adi2mcaRNA3377_R0.t1
OG0004711	Pocillopora_acuta_HIv1_PredGene_g1172.t1	Montipora_capitata_PredGene_g66309.t1
OG0004712	Pocillopora_acuta_HIv1_PredGene_g19999.t1	Montipora_capitata_PredGene_adi2mcaRNA10333_R0.t1
OG0004713	Pocillopora_acuta_HIv1_PredGene_g30779.t2, Pocillopora_acuta_HIv1_PredGene_g20293.t2, Pocillopora_acuta_HIv1_PredGene_g30779.t1, Pocillopora_acuta_HIv1_PredGene_g20293.t3, Pocillopora_acuta_HIv1_PredGene_g20293.t1	Montipora_capitata_PredGene_adi2mcaRNA2388_R0.t1
