Orthogroup	Montipora_capitata_HIv2.genes.pep	Mcavernosa.maker.proteins
OG0006706	Montipora_capitata_PredGene_g14687.t1	Mcavernosa17195-RA
OG0006707	Montipora_capitata_PredGene_g39676.t1	Mcavernosa17191-RA, Mcavernosa17189-RA
OG0006708	Montipora_capitata_PredGene_g36311.t1	Mcavernosa09951-RA, Mcavernosa09956-RA
OG0006709	Montipora_capitata_PredGene_g36312.t1	Mcavernosa09950-RA, Mcavernosa09955-RA
OG0006710	Montipora_capitata_PredGene_g36310.t1	Mcavernosa09952-RA
OG0006711	Montipora_capitata_PredGene_g49202.t1	Mcavernosa15585-RA
OG0006712	Montipora_capitata_PredGene_g35015.t1	Mcavernosa28037-RA
OG0006713	Montipora_capitata_PredGene_g29641.t1	Mcavernosa05729-RA
OG0006714	Montipora_capitata_PredGene_adi2mcaRNA21299_R1.t1	Mcavernosa31525-RA
OG0006715	Montipora_capitata_PredGene_g53584.t1	Mcavernosa34843-RA
OG0006716	Montipora_capitata_PredGene_g55078.t1	Mcavernosa10699-RA
OG0006718	Montipora_capitata_PredGene_g32505.t1, Montipora_capitata_PredGene_g34823.t1	Mcavernosa28457-RA
OG0006719	Montipora_capitata_PredGene_g70991.t1	Mcavernosa04607-RA
OG0006720	Montipora_capitata_PredGene_g39291.t1, Montipora_capitata_PredGene_g70990.t1	Mcavernosa04605-RA
OG0006721	Montipora_capitata_PredGene_g8981.t1	Mcavernosa08038-RA
OG0006722	Montipora_capitata_PredGene_adi2mcaRNA894_R0.t1	Mcavernosa02393-RA
OG0006723	Montipora_capitata_PredGene_adi2mcaRNA8527_R1.t1	Mcavernosa07492-RA
OG0006725	Montipora_capitata_PredGene_g48276.t1	Mcavernosa07493-RA
OG0006726	Montipora_capitata_PredGene_adi2mcaRNA7495_R0.t1	Mcavernosa32121-RA
OG0006727	Montipora_capitata_PredGene_g41749.t1	Mcavernosa32122-RA
OG0006728	Montipora_capitata_PredGene_g24195.t1	Mcavernosa01258-RA
OG0006729	Montipora_capitata_PredGene_g57452.t1	Mcavernosa01257-RA
OG0006730	Montipora_capitata_PredGene_adi2mcaRNA12432_R0.t1	Mcavernosa22606-RA
OG0006731	Montipora_capitata_PredGene_g45229.t1	Mcavernosa22604-RA
OG0006732	Montipora_capitata_PredGene_g13199.t1, Montipora_capitata_PredGene_g13198.t1	Mcavernosa19317-RA
OG0006733	Montipora_capitata_PredGene_g62388.t1	Mcavernosa19320-RA
OG0006734	Montipora_capitata_PredGene_adi2mcaRNA10614_R0.t1	Mcavernosa02710-RA
OG0006735	Montipora_capitata_PredGene_adi2mcaRNA9622_R1.t1	Mcavernosa13317-RA
OG0006736	Montipora_capitata_PredGene_g14851.t1	Mcavernosa13321-RA, Mcavernosa13320-RA
OG0006737	Montipora_capitata_PredGene_g44787.t1, Montipora_capitata_PredGene_g44790.t1	Mcavernosa07769-RA
OG0006738	Montipora_capitata_PredGene_g55268.t1	Mcavernosa06442-RA
OG0006739	Montipora_capitata_PredGene_g55271.t1	Mcavernosa06447-RA
OG0006740	Montipora_capitata_PredGene_g41732.t1	Mcavernosa03167-RA, Mcavernosa03165-RA
OG0006742	Montipora_capitata_PredGene_adi2mcaRNA23535_R0.t1	Mcavernosa11558-RA
OG0006743	Montipora_capitata_PredGene_g25702.t1	Mcavernosa30739-RA
OG0006744	Montipora_capitata_PredGene_g42214.t1	Mcavernosa11641-RA
OG0006745	Montipora_capitata_PredGene_g43192.t1	Mcavernosa25459-RA, Mcavernosa25461-RA
OG0006746	Montipora_capitata_PredGene_adi2mcaRNA39968_R0.t1, Montipora_capitata_PredGene_g29469.t1	Mcavernosa18163-RA
OG0006747	Montipora_capitata_PredGene_g28338.t1	Mcavernosa15934-RA
OG0006749	Montipora_capitata_PredGene_g61770.t1	Mcavernosa08324-RA, Mcavernosa08326-RA
OG0006750	Montipora_capitata_PredGene_adi2mcaRNA13842_R0.t1	Mcavernosa08323-RA
OG0006752	Montipora_capitata_PredGene_adi2mcaRNA16448_R0.t1	Mcavernosa18212-RA
OG0006753	Montipora_capitata_PredGene_g21348.t1	Mcavernosa21220-RA
OG0006754	Montipora_capitata_PredGene_g64589.t1	Mcavernosa21217-RA
OG0006755	Montipora_capitata_PredGene_g51187.t1, Montipora_capitata_PredGene_g51186.t1	Mcavernosa13573-RA
OG0006756	Montipora_capitata_PredGene_adi2mcaRNA37022_R0.t1	Mcavernosa05443-RA
OG0006757	Montipora_capitata_PredGene_adi2mcaRNA37023_R0.t1	Mcavernosa05444-RA
OG0006758	Montipora_capitata_PredGene_g48765.t1	Mcavernosa23913-RA
OG0006759	Montipora_capitata_PredGene_g531.t1	Mcavernosa31933-RA
OG0006760	Montipora_capitata_PredGene_g2122.t1, Montipora_capitata_PredGene_g69460.t1, Montipora_capitata_PredGene_g11916.t1, Montipora_capitata_PredGene_g59484.t1	Mcavernosa07610-RA, Mcavernosa07615-RA
OG0006761	Montipora_capitata_PredGene_g13813.t1	Mcavernosa20867-RA
OG0006762	Montipora_capitata_PredGene_g69513.t1	Mcavernosa11442-RA
OG0006763	Montipora_capitata_PredGene_g69511.t1	Mcavernosa11444-RA
OG0006764	Montipora_capitata_PredGene_adi2mcaRNA23328_R0.t1, Montipora_capitata_PredGene_g2098.t1	Mcavernosa06783-RA
OG0006765	Montipora_capitata_PredGene_g68824.t1	Mcavernosa14262-RA
OG0006768	Montipora_capitata_PredGene_g30592.t1	Mcavernosa09139-RA
OG0006770	Montipora_capitata_PredGene_g38249.t1	Mcavernosa00120-RA
OG0006771	Montipora_capitata_PredGene_g64812.t1, Montipora_capitata_PredGene_g11241.t1	Mcavernosa14228-RA
OG0006772	Montipora_capitata_PredGene_adi2mcaRNA20392_R0.t1	Mcavernosa32854-RA, Mcavernosa08960-RA
OG0006774	Montipora_capitata_PredGene_g49134.t1	Mcavernosa05478-RA
OG0006775	Montipora_capitata_PredGene_g44844.t1	Mcavernosa25963-RA
OG0006776	Montipora_capitata_PredGene_adi2mcaRNA24514_R1.t1	Mcavernosa04924-RA
OG0006777	Montipora_capitata_PredGene_g44892.t1	Mcavernosa04919-RA
OG0006778	Montipora_capitata_PredGene_g3789.t1	Mcavernosa07532-RA, Mcavernosa07534-RA
OG0006779	Montipora_capitata_PredGene_g22487.t1	Mcavernosa32036-RA
OG0006780	Montipora_capitata_PredGene_adi2mcaRNA6103_R0.t1	Mcavernosa08780-RA
OG0006782	Montipora_capitata_PredGene_g42294.t1	Mcavernosa04926-RA
OG0006783	Montipora_capitata_PredGene_g42290.t1	Mcavernosa03660-RA
OG0006784	Montipora_capitata_PredGene_g42281.t1	Mcavernosa06659-RA
OG0006785	Montipora_capitata_PredGene_g42282.t1	Mcavernosa06662-RA, Mcavernosa06657-RA
OG0006786	Montipora_capitata_PredGene_g42289.t1	Mcavernosa03659-RA
OG0006787	Montipora_capitata_PredGene_g37588.t1	Mcavernosa24975-RA
OG0006788	Montipora_capitata_PredGene_g33573.t1	Mcavernosa06907-RA, Mcavernosa06901-RA
OG0006789	Montipora_capitata_PredGene_g39847.t1	Mcavernosa08363-RA
OG0006790	Montipora_capitata_PredGene_g47239.t1	Mcavernosa25086-RA
OG0006791	Montipora_capitata_PredGene_g47243.t1	Mcavernosa25071-RA
OG0006792	Montipora_capitata_PredGene_g47247.t1	Mcavernosa22969-RA, Mcavernosa05321-RA
OG0006793	Montipora_capitata_PredGene_g47252.t1	Mcavernosa15590-RA
OG0006794	Montipora_capitata_PredGene_g3018.t1	Mcavernosa09258-RA
OG0006795	Montipora_capitata_PredGene_g54285.t1	Mcavernosa03055-RA
OG0006796	Montipora_capitata_PredGene_g54279.t1	Mcavernosa03049-RA, Mcavernosa03046-RA
OG0006797	Montipora_capitata_PredGene_g39448.t1	Mcavernosa12945-RA
OG0006798	Montipora_capitata_PredGene_g9140.t1	Mcavernosa28827-RA
OG0006799	Montipora_capitata_PredGene_adi2mcaRNA16536_R0.t1, Montipora_capitata_PredGene_g9130.t1, Montipora_capitata_PredGene_g9129.t1	Mcavernosa28820-RA
OG0006801	Montipora_capitata_PredGene_adi2mcaRNA21731_R1.t1	Mcavernosa07706-RA
OG0006802	Montipora_capitata_PredGene_adi2mcaRNA21700_R0.t1	Mcavernosa07673-RA
OG0006803	Montipora_capitata_PredGene_g3211.t1	Mcavernosa07676-RA
OG0006804	Montipora_capitata_PredGene_g26847.t1, Montipora_capitata_PredGene_g25678.t1	Mcavernosa22254-RA
OG0006805	Montipora_capitata_PredGene_g25660.t1	Mcavernosa31349-RA
OG0006806	Montipora_capitata_PredGene_g25673.t1	Mcavernosa04951-RA
OG0006807	Montipora_capitata_PredGene_g29752.t1	Mcavernosa09403-RA
OG0006808	Montipora_capitata_PredGene_adi2mcaRNA25849_R0.t1	Mcavernosa09411-RA
OG0006811	Montipora_capitata_PredGene_g44164.t1, Montipora_capitata_PredGene_adi2mcaRNA38159_R1.t1	Mcavernosa13965-RA
OG0006812	Montipora_capitata_PredGene_g36088.t1	Mcavernosa02133-RA
OG0006813	Montipora_capitata_PredGene_g66566.t1	Mcavernosa14394-RA
OG0006814	Montipora_capitata_PredGene_g60830.t1	Mcavernosa10740-RA
OG0006815	Montipora_capitata_PredGene_g29728.t1, Montipora_capitata_PredGene_g20679.t1	Mcavernosa33974-RA
OG0006816	Montipora_capitata_PredGene_g16151.t1	Mcavernosa33976-RA
OG0006817	Montipora_capitata_PredGene_g48623.t1	Mcavernosa20948-RA
OG0006818	Montipora_capitata_PredGene_g6183.t1	Mcavernosa20960-RA
OG0006819	Montipora_capitata_PredGene_g55555.t1	Mcavernosa16170-RA
OG0006820	Montipora_capitata_PredGene_adi2mcaRNA16122_R3.t1	Mcavernosa11008-RA
OG0006821	Montipora_capitata_PredGene_adi2mcaRNA24602_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA24603_R1.t1	Mcavernosa33310-RA, Mcavernosa07661-RA
OG0006822	Montipora_capitata_PredGene_g24272.t1	Mcavernosa19730-RA
OG0006823	Montipora_capitata_PredGene_g66257.t1	Mcavernosa25685-RA
OG0006824	Montipora_capitata_PredGene_g66825.t1	Mcavernosa13355-RA
OG0006825	Montipora_capitata_PredGene_g25257.t1	Mcavernosa19903-RA
OG0006827	Montipora_capitata_PredGene_g21710.t1	Mcavernosa01023-RA
OG0006828	Montipora_capitata_PredGene_g64316.t1	Mcavernosa25849-RA
OG0006829	Montipora_capitata_PredGene_g64321.t1	Mcavernosa02306-RA, Mcavernosa02305-RA
OG0006830	Montipora_capitata_PredGene_g21441.t1	Mcavernosa04014-RA
OG0006831	Montipora_capitata_PredGene_g32100.t1	Mcavernosa18183-RA
OG0006832	Montipora_capitata_PredGene_g23828.t1	Mcavernosa18988-RA
OG0006833	Montipora_capitata_PredGene_g28327.t1	Mcavernosa15954-RA
OG0006837	Montipora_capitata_PredGene_g44803.t1	Mcavernosa07758-RA
OG0006838	Montipora_capitata_PredGene_g44805.t1	Mcavernosa35139-RA
OG0006839	Montipora_capitata_PredGene_g35272.t1	Mcavernosa32968-RA
OG0006840	Montipora_capitata_PredGene_adi2mcaRNA27872_R0.t1	Mcavernosa20746-RA
OG0006841	Montipora_capitata_PredGene_g42187.t1	Mcavernosa28669-RA
OG0006842	Montipora_capitata_PredGene_g42178.t1	Mcavernosa28671-RA
OG0006843	Montipora_capitata_PredGene_g43730.t1	Mcavernosa28754-RA
OG0006844	Montipora_capitata_PredGene_g32418.t1	Mcavernosa01913-RA
OG0006845	Montipora_capitata_PredGene_adi2mcaRNA17072_R0.t1	Mcavernosa16218-RA
OG0006846	Montipora_capitata_PredGene_g62874.t1	Mcavernosa13875-RA
OG0006850	Montipora_capitata_PredGene_g12317.t1	Mcavernosa32410-RA
OG0006851	Montipora_capitata_PredGene_g11061.t1	Mcavernosa03435-RA
OG0006853	Montipora_capitata_PredGene_g51639.t1	Mcavernosa05562-RA
OG0006854	Montipora_capitata_PredGene_g32689.t1	Mcavernosa28258-RA
OG0006855	Montipora_capitata_PredGene_adi2mcaRNA15941_R0.t1	Mcavernosa01118-RA
OG0006857	Montipora_capitata_PredGene_g39696.t1	Mcavernosa17157-RA, Mcavernosa17160-RA
OG0006858	Montipora_capitata_PredGene_g43037.t1	Mcavernosa05914-RA
OG0006859	Montipora_capitata_PredGene_adi2mcaRNA28446_R0.t1	Mcavernosa34949-RA, Mcavernosa28529-RA
OG0006860	Montipora_capitata_PredGene_g18847.t1	Mcavernosa18842-RA
OG0006861	Montipora_capitata_PredGene_g39141.t1	Mcavernosa07266-RA
OG0006862	Montipora_capitata_PredGene_g21655.t1	Mcavernosa26123-RA
OG0006863	Montipora_capitata_PredGene_g39844.t1	Mcavernosa35008-RA
OG0006864	Montipora_capitata_PredGene_g49973.t1	Mcavernosa00708-RA, Mcavernosa00717-RA
OG0006865	Montipora_capitata_PredGene_g45179.t1	Mcavernosa32543-RA, Mcavernosa14519-RA
OG0006866	Montipora_capitata_PredGene_g45174.t1	Mcavernosa14522-RA, Mcavernosa14523-RA
OG0006867	Montipora_capitata_PredGene_g18734.t1	Mcavernosa11305-RA
OG0006868	Montipora_capitata_PredGene_adi2mcaRNA30850_R0.t1	Mcavernosa30839-RA, Mcavernosa33340-RA
OG0006869	Montipora_capitata_PredGene_g22518.t1	Mcavernosa21800-RA
OG0006870	Montipora_capitata_PredGene_adi2mcaRNA25339_R1.t1	Mcavernosa21804-RA
OG0006872	Montipora_capitata_PredGene_g41242.t1	Mcavernosa06597-RA
OG0006873	Montipora_capitata_PredGene_adi2mcaRNA32464_R2.t1, Montipora_capitata_PredGene_g18298.t1	Mcavernosa22816-RA
OG0006874	Montipora_capitata_PredGene_adi2mcaRNA19002_R0.t1	Mcavernosa16976-RA, Mcavernosa16975-RA
OG0006875	Montipora_capitata_PredGene_g25115.t1	Mcavernosa31080-RA
OG0006876	Montipora_capitata_PredGene_g25120.t1	Mcavernosa31070-RA
OG0006877	Montipora_capitata_PredGene_adi2mcaRNA1829_R1.t1	Mcavernosa18764-RA
OG0006878	Montipora_capitata_PredGene_g66252.t1	Mcavernosa10742-RA
OG0006881	Montipora_capitata_PredGene_g46226.t1	Mcavernosa23991-RA
OG0006882	Montipora_capitata_PredGene_g33952.t1	Mcavernosa13623-RA
OG0006883	Montipora_capitata_PredGene_g3776.t1	Mcavernosa14464-RA
OG0006884	Montipora_capitata_PredGene_g18223.t1	Mcavernosa04282-RA, Mcavernosa04279-RA
OG0006885	Montipora_capitata_PredGene_g53963.t1	Mcavernosa16412-RA
OG0006886	Montipora_capitata_PredGene_g22624.t1	Mcavernosa00098-RA, Mcavernosa00097-RA
OG0006887	Montipora_capitata_PredGene_g19276.t1	Mcavernosa05201-RA
OG0006888	Montipora_capitata_PredGene_adi2mcaRNA24715_R0.t1	Mcavernosa23242-RA
OG0006890	Montipora_capitata_PredGene_g48872.t1	Mcavernosa30278-RA
OG0006891	Montipora_capitata_PredGene_g23055.t1	Mcavernosa30277-RA
OG0006892	Montipora_capitata_PredGene_g38017.t1	Mcavernosa15683-RA, Mcavernosa26289-RA
OG0006894	Montipora_capitata_PredGene_g68178.t1	Mcavernosa00581-RA
OG0006895	Montipora_capitata_PredGene_adi2mcaRNA9687_R0.t1	Mcavernosa00593-RA
OG0006896	Montipora_capitata_PredGene_g68175.t1	Mcavernosa00590-RA
OG0006897	Montipora_capitata_PredGene_g45492.t1	Mcavernosa33571-RA
OG0006898	Montipora_capitata_PredGene_adi2mcaRNA6247_R0.t1	Mcavernosa25739-RA
OG0006899	Montipora_capitata_PredGene_g51740.t1	Mcavernosa17732-RA
OG0006900	Montipora_capitata_PredGene_g59991.t1	Mcavernosa10467-RA, Mcavernosa10469-RA
OG0006901	Montipora_capitata_PredGene_g59992.t1	Mcavernosa10472-RA
OG0006902	Montipora_capitata_PredGene_g63285.t1, Montipora_capitata_PredGene_g63286.t1	Mcavernosa27241-RA
OG0006903	Montipora_capitata_PredGene_g60156.t1	Mcavernosa00677-RA, Mcavernosa00676-RA
OG0006904	Montipora_capitata_PredGene_g64765.t1	Mcavernosa14481-RA, Mcavernosa14482-RA
OG0006905	Montipora_capitata_PredGene_g56206.t1	Mcavernosa17683-RA
OG0006906	Montipora_capitata_PredGene_g53993.t1	Mcavernosa31588-RA, Mcavernosa31587-RA
OG0006907	Montipora_capitata_PredGene_adi2mcaRNA13589_R0.t1	Mcavernosa20133-RA
OG0006908	Montipora_capitata_PredGene_g33511.t1	Mcavernosa04049-RA
OG0006908	Montipora_capitata_PredGene_adi2mcaRNA3988_R0.t1	Mcavernosa04044-RA
OG0006912	Montipora_capitata_PredGene_g57653.t1	Mcavernosa20726-RA, Mcavernosa20725-RA
OG0006913	Montipora_capitata_PredGene_g831.t1	Mcavernosa00799-RA
OG0006917	Montipora_capitata_PredGene_g46478.t1	Mcavernosa31673-RA
OG0006918	Montipora_capitata_PredGene_g55482.t1, Montipora_capitata_PredGene_g55481.t1	Mcavernosa01453-RA
OG0006919	Montipora_capitata_PredGene_g3768.t1	Mcavernosa15825-RA
OG0006920	Montipora_capitata_PredGene_adi2mcaRNA31463_R1.t1	Mcavernosa10851-RA
OG0006921	Montipora_capitata_PredGene_g30998.t1	Mcavernosa31930-RA, Mcavernosa31928-RA, Mcavernosa25615-RA
OG0006922	Montipora_capitata_PredGene_g6744.t1	Mcavernosa12025-RA, Mcavernosa12024-RA
OG0006923	Montipora_capitata_PredGene_g23867.t1	Mcavernosa13218-RA, Mcavernosa13217-RA
OG0006924	Montipora_capitata_PredGene_g52097.t1	Mcavernosa34047-RA, Mcavernosa10769-RA, Mcavernosa10766-RA
OG0006925	Montipora_capitata_PredGene_g55269.t1	Mcavernosa06444-RA
OG0006926	Montipora_capitata_PredGene_g15677.t1	Mcavernosa17822-RA, Mcavernosa17823-RA
OG0006928	Montipora_capitata_PredGene_g6541.t1, Montipora_capitata_PredGene_g6534.t1	Mcavernosa00057-RA
OG0006930	Montipora_capitata_PredGene_g66819.t1	Mcavernosa34490-RA, Mcavernosa35222-RA, Mcavernosa34488-RA
OG0006931	Montipora_capitata_PredGene_g25048.t1	Mcavernosa32072-RA, Mcavernosa32035-RA, Mcavernosa32071-RA
OG0006933	Montipora_capitata_PredGene_adi2mcaRNA31656_R0.t1	Mcavernosa27279-RA, Mcavernosa27275-RA
OG0006936	Montipora_capitata_PredGene_g50632.t1	Mcavernosa16974-RA
OG0006939	Montipora_capitata_PredGene_g64242.t1	Mcavernosa16941-RA
OG0006941	Montipora_capitata_PredGene_g53166.t1	Mcavernosa33117-RA, Mcavernosa07605-RA, Mcavernosa07609-RA, Mcavernosa07606-RA
OG0006942	Montipora_capitata_PredGene_g18879.t1, Montipora_capitata_PredGene_g2565.t1, Montipora_capitata_PredGene_g24457.t1, Montipora_capitata_PredGene_g52169.t1, Montipora_capitata_PredGene_g49737.t1	Mcavernosa29707-RA
OG0006943	Montipora_capitata_PredGene_adi2mcaRNA33639_R0.t1, Montipora_capitata_PredGene_g24501.t1	Mcavernosa27058-RA, Mcavernosa13549-RA
OG0006944	Montipora_capitata_PredGene_g1948.t1, Montipora_capitata_PredGene_g1963.t1	Mcavernosa30437-RA, Mcavernosa30436-RA
OG0006945	Montipora_capitata_PredGene_g38248.t1	Mcavernosa00121-RA
OG0006947	Montipora_capitata_PredGene_g9123.t1, Montipora_capitata_PredGene_g14829.t1, Montipora_capitata_PredGene_g56815.t1, Montipora_capitata_PredGene_g59359.t1, Montipora_capitata_PredGene_adi2mcaRNA12310_R9.t1	Mcavernosa30453-RA
OG0006952	Montipora_capitata_PredGene_adi2mcaRNA23987_R2.t1	Mcavernosa18259-RA, Mcavernosa18260-RA
OG0006957	Montipora_capitata_PredGene_g38340.t1	Mcavernosa30374-RA, Mcavernosa30376-RA
OG0006958	Montipora_capitata_PredGene_g29314.t1, Montipora_capitata_PredGene_g29367.t1	Mcavernosa30934-RA, Mcavernosa32627-RA
OG0006959	Montipora_capitata_PredGene_g48512.t1	Mcavernosa11434-RA, Mcavernosa11433-RA
OG0006963	Montipora_capitata_PredGene_g59601.t1	Mcavernosa05432-RA, Mcavernosa11294-RA
OG0006964	Montipora_capitata_PredGene_adi2mcaRNA24862_R1.t1	Mcavernosa20903-RA
OG0006965	Montipora_capitata_PredGene_g15560.t1, Montipora_capitata_PredGene_g11968.t1, Montipora_capitata_PredGene_g15564.t1	Mcavernosa29052-RA
OG0006967	Montipora_capitata_PredGene_g49140.t1	Mcavernosa21013-RA
OG0006968	Montipora_capitata_PredGene_g63040.t1	Mcavernosa11051-RA
OG0006970	Montipora_capitata_PredGene_g19373.t1, Montipora_capitata_PredGene_g32274.t1	Mcavernosa09358-RA
OG0006971	Montipora_capitata_PredGene_g1754.t1	Mcavernosa14283-RA
OG0006971	Montipora_capitata_PredGene_adi2mcaRNA10569_R0.t1	Mcavernosa24300-RA
OG0006974	Montipora_capitata_PredGene_g50137.t1	Mcavernosa28949-RA, Mcavernosa14281-RA, Mcavernosa14279-RA
OG0006975	Montipora_capitata_PredGene_g61326.t1	Mcavernosa26664-RA
OG0006978	Montipora_capitata_PredGene_g26585.t1	Mcavernosa18563-RA, Mcavernosa18568-RA
OG0006982	Montipora_capitata_PredGene_g37743.t1	Mcavernosa24127-RA
OG0006985	Montipora_capitata_PredGene_g65806.t1	Mcavernosa20540-RA
OG0006985	Montipora_capitata_PredGene_g31790.t1	Mcavernosa20538-RA
OG0006987	Montipora_capitata_PredGene_g40982.t1, Montipora_capitata_PredGene_adi2mcaRNA21813_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA21807_R7.t1	Mcavernosa15504-RA
OG0006988	Montipora_capitata_PredGene_g30049.t1	Mcavernosa28102-RA
OG0006990	Montipora_capitata_PredGene_g25941.t1	Mcavernosa18956-RA
OG0006995	Montipora_capitata_PredGene_g6673.t1	Mcavernosa31619-RA
OG0006996	Montipora_capitata_PredGene_g67800.t1	Mcavernosa07060-RA
OG0006999	Montipora_capitata_PredGene_g44705.t1	Mcavernosa26659-RA, Mcavernosa26663-RA
OG0007001	Montipora_capitata_PredGene_adi2mcaRNA363_R0.t1	Mcavernosa08702-RA
OG0007002	Montipora_capitata_PredGene_g57274.t1, Montipora_capitata_PredGene_g44962.t1, Montipora_capitata_PredGene_g55096.t1, Montipora_capitata_PredGene_g1031.t1	Mcavernosa22740-RA, Mcavernosa30104-RA, Mcavernosa20429-RA
OG0007003	Montipora_capitata_PredGene_adi2mcaRNA38538_R4.t1	Mcavernosa02789-RA, Mcavernosa02790-RA
OG0007005	Montipora_capitata_PredGene_g18331.t1	Mcavernosa26344-RA
OG0007006	Montipora_capitata_PredGene_g31693.t1	Mcavernosa02397-RA
OG0007008	Montipora_capitata_PredGene_adi2mcaRNA11498_R1.t1	Mcavernosa06174-RA
OG0007009	Montipora_capitata_PredGene_g40981.t1	Mcavernosa18284-RA, Mcavernosa18285-RA
OG0007013	Montipora_capitata_PredGene_g6561.t1	Mcavernosa09880-RA
OG0007014	Montipora_capitata_PredGene_g22693.t1	Mcavernosa15870-RA
OG0007015	Montipora_capitata_PredGene_g70484.t1	Mcavernosa01528-RA
OG0007018	Montipora_capitata_PredGene_g48071.t1	Mcavernosa26196-RA
OG0007019	Montipora_capitata_PredGene_adi2mcaRNA5105_R0.t1	Mcavernosa23969-RA
OG0007022	Montipora_capitata_PredGene_g4388.t1	Mcavernosa15649-RA
OG0007027	Montipora_capitata_PredGene_g26825.t1	Mcavernosa11833-RA
OG0007028	Montipora_capitata_PredGene_g17927.t1, Montipora_capitata_PredGene_g52195.t1, Montipora_capitata_PredGene_g17929.t1, Montipora_capitata_PredGene_g52197.t1, Montipora_capitata_PredGene_g45534.t1, Montipora_capitata_PredGene_g65699.t1, Montipora_capitata_PredGene_g17924.t1	Mcavernosa05431-RA
OG0007030	Montipora_capitata_PredGene_adi2mcaRNA12036_R0.t1	Mcavernosa12481-RA
OG0007031	Montipora_capitata_PredGene_g60810.t1, Montipora_capitata_PredGene_g4629.t1, Montipora_capitata_PredGene_g20981.t1, Montipora_capitata_PredGene_g5771.t1, Montipora_capitata_PredGene_g67441.t1	Mcavernosa13452-RA
OG0007032	Montipora_capitata_PredGene_g56254.t1	Mcavernosa28562-RA
OG0007032	Montipora_capitata_PredGene_g66389.t1	Mcavernosa07170-RA
OG0007035	Montipora_capitata_PredGene_g29582.t1, Montipora_capitata_PredGene_g6917.t1, Montipora_capitata_PredGene_g36300.t1, Montipora_capitata_PredGene_g13197.t1, Montipora_capitata_PredGene_g4024.t1, Montipora_capitata_PredGene_g36939.t1	Mcavernosa11430-RA
OG0007037	Montipora_capitata_PredGene_g8808.t1, Montipora_capitata_PredGene_g69615.t1, Montipora_capitata_PredGene_g53670.t1, Montipora_capitata_PredGene_g42615.t1, Montipora_capitata_PredGene_g48402.t1, Montipora_capitata_PredGene_g20502.t1	Mcavernosa11226-RA, Mcavernosa19558-RA
OG0007038	Montipora_capitata_PredGene_g65891.t1	Mcavernosa20045-RA, Mcavernosa20046-RA, Mcavernosa20047-RA
OG0007039	Montipora_capitata_PredGene_g3250.t1, Montipora_capitata_PredGene_g838.t1, Montipora_capitata_PredGene_g3242.t1, Montipora_capitata_PredGene_g835.t1	Mcavernosa22369-RA
OG0007040	Montipora_capitata_PredGene_adi2mcaRNA22934_R8.t1	Mcavernosa26911-RA
OG0007041	Montipora_capitata_PredGene_g50474.t1	Mcavernosa29027-RA, Mcavernosa25565-RA
OG0007043	Montipora_capitata_PredGene_g27121.t1, Montipora_capitata_PredGene_g50049.t1, Montipora_capitata_PredGene_g21823.t1, Montipora_capitata_PredGene_g21574.t1, Montipora_capitata_PredGene_g55667.t1, Montipora_capitata_PredGene_g21822.t1, Montipora_capitata_PredGene_g33777.t1	Mcavernosa27487-RA
OG0007044	Montipora_capitata_PredGene_g68572.t1, Montipora_capitata_PredGene_g69635.t1, Montipora_capitata_PredGene_g7272.t1	Mcavernosa27529-RA
OG0007045	Montipora_capitata_PredGene_g63874.t1, Montipora_capitata_PredGene_g16251.t1, Montipora_capitata_PredGene_g19604.t1, Montipora_capitata_PredGene_g13743.t1, Montipora_capitata_PredGene_g39925.t1, Montipora_capitata_PredGene_g71462.t1	Mcavernosa35038-RA, Mcavernosa34502-RA
OG0007046	Montipora_capitata_PredGene_g59746.t1, Montipora_capitata_PredGene_g54533.t1, Montipora_capitata_PredGene_g54534.t1, Montipora_capitata_PredGene_g14021.t1, Montipora_capitata_PredGene_adi2mcaRNA6993_R1.t1, Montipora_capitata_PredGene_g57924.t1	Mcavernosa34750-RA
OG0007073	Montipora_capitata_PredGene_g28144.t1	Mcavernosa29966-RA
OG0007074	Montipora_capitata_PredGene_g28147.t1	Mcavernosa34034-RA
OG0007076	Montipora_capitata_PredGene_g23814.t1	Mcavernosa17028-RA
OG0007077	Montipora_capitata_PredGene_g23813.t1	Mcavernosa17029-RA
OG0007079	Montipora_capitata_PredGene_g46062.t1	Mcavernosa14116-RA
OG0007080	Montipora_capitata_PredGene_g46063.t1	Mcavernosa14115-RA
OG0007081	Montipora_capitata_PredGene_g46064.t1	Mcavernosa14114-RA
OG0007082	Montipora_capitata_PredGene_g22747.t1	Mcavernosa17506-RA
OG0007083	Montipora_capitata_PredGene_g46067.t1	Mcavernosa14112-RA
OG0007084	Montipora_capitata_PredGene_g27815.t1	Mcavernosa22786-RA
OG0007085	Montipora_capitata_PredGene_g27845.t1	Mcavernosa10501-RA
OG0007086	Montipora_capitata_PredGene_adi2mcaRNA10081_R0.t1	Mcavernosa10498-RA
OG0007087	Montipora_capitata_PredGene_g27841.t1	Mcavernosa10499-RA
OG0007088	Montipora_capitata_PredGene_g3328.t1	Mcavernosa19154-RA
OG0007089	Montipora_capitata_PredGene_g3322.t1	Mcavernosa19152-RA
