Orthogroup	Montipora_capitata_HIv2.genes.pep	GCF_002042975.1_ofav_dov_v1_protein
OG0005152	Montipora_capitata_PredGene_g41455.t1	XP_020623989.1
OG0005153	Montipora_capitata_PredGene_adi2mcaRNA27258_R0.t1	XP_020623063.1
OG0005154	Montipora_capitata_PredGene_g62585.t1	XP_020601742.1, XP_020601741.1, XP_020601740.1
OG0005155	Montipora_capitata_PredGene_g62576.t1	XP_020601676.1, XP_020601677.1, XP_020601678.1
OG0005156	Montipora_capitata_PredGene_g36352.t1	XP_020630327.1, XP_020630310.1
OG0005157	Montipora_capitata_PredGene_g36351.t1	XP_020630346.1, XP_020630347.1
OG0005159	Montipora_capitata_PredGene_g64135.t1	XP_020613978.1
OG0005160	Montipora_capitata_PredGene_adi2mcaRNA23087_R0.t1	XP_020626310.1, XP_020626311.1, XP_020626312.1
OG0005161	Montipora_capitata_PredGene_g67106.t1, Montipora_capitata_PredGene_g67102.t1	XP_020600660.1, XP_020600659.1
OG0005162	Montipora_capitata_PredGene_g67116.t1, Montipora_capitata_PredGene_g67117.t1	XP_020600615.1
OG0005163	Montipora_capitata_PredGene_g67826.t1	XP_020610162.1
OG0005164	Montipora_capitata_PredGene_g48845.t1	XP_020611722.1, XP_020611736.1, XP_020611716.1, XP_020611729.1
OG0005165	Montipora_capitata_PredGene_g22504.t1	XP_020603539.1
OG0005166	Montipora_capitata_PredGene_g36079.t1	XP_020618019.1, XP_020618017.1
OG0005167	Montipora_capitata_PredGene_g36087.t1	XP_020618078.1, XP_020617997.1, XP_020617990.1
OG0005168	Montipora_capitata_PredGene_g41255.t1	XP_020610776.1
OG0005169	Montipora_capitata_PredGene_g64473.t1	XP_020616346.1
OG0005170	Montipora_capitata_PredGene_g55098.t1	XP_020628077.1
OG0005171	Montipora_capitata_PredGene_adi2mcaRNA28487_R0.t1	XP_020616150.1, XP_020616149.1
OG0005172	Montipora_capitata_PredGene_g25119.t1	XP_020616242.1, XP_020616240.1, XP_020616241.1
OG0005173	Montipora_capitata_PredGene_g3006.t1	XP_020611459.1
OG0005174	Montipora_capitata_PredGene_adi2mcaRNA28709_R0.t1	XP_020615882.1, XP_020615881.1, XP_020615884.1
OG0005176	Montipora_capitata_PredGene_g7737.t1, Montipora_capitata_PredGene_g56368.t1, Montipora_capitata_PredGene_g46574.t1, Montipora_capitata_PredGene_g2956.t1	XP_020624386.1
OG0005177	Montipora_capitata_PredGene_g15266.t1	XP_020602162.1, XP_020602164.1, XP_020602165.1
OG0005178	Montipora_capitata_PredGene_g59048.t1	XP_020611884.1, XP_020611882.1, XP_020611883.1, XP_020611881.1
OG0005179	Montipora_capitata_PredGene_g29120.t1, Montipora_capitata_PredGene_g29119.t1	XP_020631429.1, XP_020631612.1
OG0005180	Montipora_capitata_PredGene_g22622.t1	XP_020605915.1, XP_020605913.1, XP_020605914.1
OG0005181	Montipora_capitata_PredGene_adi2mcaRNA5682_R1.t1	XP_020612106.1, XP_020612098.1, XP_020612112.1, XP_020612120.1
OG0005182	Montipora_capitata_PredGene_g50918.t1	XP_020619632.1, XP_020619633.1
OG0005183	Montipora_capitata_PredGene_g38014.t1, Montipora_capitata_PredGene_g38013.t1	XP_020606965.1
OG0005184	Montipora_capitata_PredGene_g67922.t1	XP_020606092.1, XP_020606469.1, XP_020606039.1
OG0005185	Montipora_capitata_PredGene_adi2mcaRNA19521_R0.t1	XP_020609033.1
OG0005187	Montipora_capitata_PredGene_g11815.t1, Montipora_capitata_PredGene_g60971.t1	XP_020615140.1
OG0005188	Montipora_capitata_PredGene_g56221.t1, Montipora_capitata_PredGene_g56222.t1	XP_020614330.1
OG0005189	Montipora_capitata_PredGene_g58758.t1, Montipora_capitata_PredGene_g58755.t1	XP_020603616.1
OG0005192	Montipora_capitata_PredGene_g40123.t1, Montipora_capitata_PredGene_g40125.t1, Montipora_capitata_PredGene_g21253.t1	XP_020625170.1, XP_020625179.1, XP_020622766.1, XP_020622758.1, XP_020600790.1
OG0005193	Montipora_capitata_PredGene_adi2mcaRNA35425_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA13570_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA12308_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA15536_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA15536_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA15536_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA15536_R2.t1	XP_020600833.1
OG0005194	Montipora_capitata_PredGene_g26398.t1	XP_020613504.1, XP_020600979.1, XP_020600978.1
OG0005199	Montipora_capitata_PredGene_g33887.t1	XP_020602621.1, XP_020602795.1
OG0005199	Montipora_capitata_PredGene_g62000.t1	XP_020607409.1, XP_020616447.1
OG0005201	Montipora_capitata_PredGene_g6753.t1, Montipora_capitata_PredGene_g6752.t1	XP_020602843.1, XP_020602842.1, XP_020602844.1
OG0005204	Montipora_capitata_PredGene_g47161.t1	XP_020604364.1
OG0005205	Montipora_capitata_PredGene_g43820.t1	XP_020605237.1, XP_020605238.1, XP_020605240.1, XP_020605239.1
OG0005206	Montipora_capitata_PredGene_adi2mcaRNA21048_R0.t1	XP_020605636.1
OG0005207	Montipora_capitata_PredGene_g25027.t1, Montipora_capitata_PredGene_g25035.t1	XP_020605692.1
OG0005208	Montipora_capitata_PredGene_adi2mcaRNA23538_R4.t1	XP_020620323.1, XP_020605704.1, XP_020605693.1
OG0005209	Montipora_capitata_PredGene_adi2mcaRNA6703_R4.t1	XP_020605697.1, XP_020605696.1, XP_020632857.1
OG0005213	Montipora_capitata_PredGene_g27053.t1	XP_020606692.1
OG0005214	Montipora_capitata_PredGene_g38020.t1, Montipora_capitata_PredGene_g38021.t1, Montipora_capitata_PredGene_g38022.t1	XP_020607033.1
OG0005216	Montipora_capitata_PredGene_g7187.t1	XP_020607469.1, XP_020607468.1, XP_020607470.1, XP_020624659.1, XP_020622504.1
OG0005217	Montipora_capitata_PredGene_g57613.t1	XP_020607721.1, XP_020607701.1, XP_020607700.1, XP_020607699.1
OG0005218	Montipora_capitata_PredGene_g55125.t1, Montipora_capitata_PredGene_g55123.t1, Montipora_capitata_PredGene_g55124.t1	XP_020608458.1
OG0005220	Montipora_capitata_PredGene_g19716.t1, Montipora_capitata_PredGene_g41055.t1, Montipora_capitata_PredGene_g10801.t1, Montipora_capitata_PredGene_g10793.t1, Montipora_capitata_PredGene_g17824.t1, Montipora_capitata_PredGene_g10804.t1	XP_020608622.1
OG0005221	Montipora_capitata_PredGene_g14635.t1	XP_020608751.1, XP_020608773.1, XP_020608752.1
OG0005222	Montipora_capitata_PredGene_g25697.t1	XP_020608804.1
OG0005223	Montipora_capitata_PredGene_g19517.t1, Montipora_capitata_PredGene_g25972.t1, Montipora_capitata_PredGene_g23445.t1	XP_020608806.1
OG0005224	Montipora_capitata_PredGene_g39201.t1	XP_020609139.1, XP_020609140.1
OG0005226	Montipora_capitata_PredGene_g42018.t1	XP_020632354.1, XP_020609836.1, XP_020632339.1
OG0005227	Montipora_capitata_PredGene_g55077.t1	XP_020609941.1, XP_020609940.1, XP_020609939.1
OG0005228	Montipora_capitata_PredGene_adi2mcaRNA34529_R0.t1	XP_020610232.1, XP_020610231.1, XP_020610233.1
OG0005230	Montipora_capitata_PredGene_g58513.t1	XP_020611489.1
OG0005231	Montipora_capitata_PredGene_g47994.t1	XP_020612543.1
OG0005232	Montipora_capitata_PredGene_g13933.t1, Montipora_capitata_PredGene_g7120.t1, Montipora_capitata_PredGene_g13936.t1	XP_020612969.1
OG0005233	Montipora_capitata_PredGene_g40881.t1, Montipora_capitata_PredGene_g34070.t1, Montipora_capitata_PredGene_g65897.t1	XP_020613996.1
OG0005234	Montipora_capitata_PredGene_g40305.t1	XP_020614245.1
OG0005235	Montipora_capitata_PredGene_adi2mcaRNA11302_R1.t1	XP_020614476.1, XP_020614521.1, XP_020614852.1, XP_020614954.1, XP_020615036.1, XP_020615025.1
OG0005236	Montipora_capitata_PredGene_adi2mcaRNA38616_R5.t1	XP_020614977.1
OG0005237	Montipora_capitata_PredGene_g39874.t1, Montipora_capitata_PredGene_g39870.t1	XP_020620928.1
OG0005237	Montipora_capitata_PredGene_g10927.t1	XP_020615176.1
OG0005238	Montipora_capitata_PredGene_adi2mcaRNA31951_R0.t1	XP_020629674.1, XP_020615439.1
OG0005243	Montipora_capitata_PredGene_g1660.t1	XP_020616835.1, XP_020616825.1
OG0005246	Montipora_capitata_PredGene_g61197.t1	XP_020632616.1, XP_020632648.1, XP_020632617.1, XP_020632618.1, XP_020625307.1
OG0005246	Montipora_capitata_PredGene_g61208.t1, Montipora_capitata_PredGene_g40102.t1	XP_020617705.1
OG0005249	Montipora_capitata_PredGene_adi2mcaRNA4511_R2.t1	XP_020618320.1, XP_020618318.1, XP_020618317.1
OG0005251	Montipora_capitata_PredGene_g43148.t1, Montipora_capitata_PredGene_g43153.t1, Montipora_capitata_PredGene_g43155.t1	XP_020618701.1, XP_020618575.1
OG0005252	Montipora_capitata_PredGene_g43138.t1, Montipora_capitata_PredGene_g43160.t1	XP_020618697.1
OG0005253	Montipora_capitata_PredGene_g45549.t1	XP_020618980.1
OG0005254	Montipora_capitata_PredGene_g55089.t1, Montipora_capitata_PredGene_g5125.t1	XP_020619005.1, XP_020619025.1, XP_020619024.1, XP_020619023.1, XP_020619026.1
OG0005255	Montipora_capitata_PredGene_g48278.t1	XP_020619373.1, XP_020619365.1, XP_020619381.1, XP_020619386.1, XP_020619394.1
OG0005256	Montipora_capitata_PredGene_g51355.t1, Montipora_capitata_PredGene_g50626.t1	XP_020619408.1, XP_020626006.1, XP_020626007.1
OG0005257	Montipora_capitata_PredGene_g26822.t1	XP_020619605.1, XP_020619616.1, XP_020619607.1, XP_020619617.1, XP_020619618.1
OG0005258	Montipora_capitata_PredGene_g71329.t1	XP_020619963.1
OG0005260	Montipora_capitata_PredGene_g21438.t1, Montipora_capitata_PredGene_g5925.t1, Montipora_capitata_PredGene_g35559.t1, Montipora_capitata_PredGene_g65544.t1, Montipora_capitata_PredGene_g5911.t1	XP_020620798.1, XP_020625168.1
OG0005261	Montipora_capitata_PredGene_g52589.t1, Montipora_capitata_PredGene_adi2mcaRNA13298_R1.t1	XP_020620974.1
OG0005262	Montipora_capitata_PredGene_g51112.t1	XP_020621987.1
OG0005262	Montipora_capitata_PredGene_g42447.t1	XP_020622051.1
OG0005263	Montipora_capitata_PredGene_g69888.t1, Montipora_capitata_PredGene_g28228.t1, Montipora_capitata_PredGene_g28231.t1, Montipora_capitata_PredGene_g28233.t1, Montipora_capitata_PredGene_g28232.t1, Montipora_capitata_PredGene_g28230.t1	XP_020622126.1
OG0005264	Montipora_capitata_PredGene_g44407.t1	XP_020622342.1, XP_020622341.1, XP_020622343.1, XP_020622340.1, XP_020622339.1
OG0005265	Montipora_capitata_PredGene_g61442.t1	XP_020622506.1
OG0005266	Montipora_capitata_PredGene_g56483.t1	XP_020623397.1
OG0005266	Montipora_capitata_PredGene_g35308.t1	XP_020622643.1, XP_020622650.1
OG0005268	Montipora_capitata_PredGene_g41222.t1	XP_020623196.1, XP_020623197.1
OG0005269	Montipora_capitata_PredGene_g34987.t1	XP_020623586.1, XP_020623603.1
OG0005271	Montipora_capitata_PredGene_g36172.t1, Montipora_capitata_PredGene_g22798.t1	XP_020624145.1, XP_020624127.1
OG0005273	Montipora_capitata_PredGene_g14596.t1, Montipora_capitata_PredGene_g14588.t1, Montipora_capitata_PredGene_g14591.t1, Montipora_capitata_PredGene_g17077.t1, Montipora_capitata_PredGene_g17075.t1, Montipora_capitata_PredGene_g14595.t1, Montipora_capitata_PredGene_g17076.t1	XP_020624425.1
OG0005274	Montipora_capitata_PredGene_g4927.t1, Montipora_capitata_PredGene_g4935.t1, Montipora_capitata_PredGene_g19503.t1, Montipora_capitata_PredGene_g4928.t1, Montipora_capitata_PredGene_g19507.t1	XP_020624434.1
OG0005275	Montipora_capitata_PredGene_g22725.t1	XP_020624481.1
OG0005275	Montipora_capitata_PredGene_adi2mcaRNA30876_R1.t1	XP_020632500.1
OG0005276	Montipora_capitata_PredGene_adi2mcaRNA2517_R0.t1	XP_020624688.1
OG0005277	Montipora_capitata_PredGene_g44887.t1, Montipora_capitata_PredGene_g44867.t1	XP_020624928.1
OG0005278	Montipora_capitata_PredGene_g31473.t1	XP_020625369.1, XP_020625372.1
OG0005279	Montipora_capitata_PredGene_g43625.t1, Montipora_capitata_PredGene_g43626.t1	XP_020625485.1, XP_020625484.1
OG0005280	Montipora_capitata_PredGene_g28865.t1	XP_020625774.1
OG0005281	Montipora_capitata_PredGene_adi2mcaRNA21877_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA21877_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA21877_R5.t1, Montipora_capitata_PredGene_g65704.t1, Montipora_capitata_PredGene_g46814.t1, Montipora_capitata_PredGene_g1482.t1, Montipora_capitata_PredGene_adi2mcaRNA21877_R4.t1	XP_020625890.1, XP_020625889.1
OG0005282	Montipora_capitata_PredGene_g43066.t1, Montipora_capitata_PredGene_g43062.t1	XP_020626399.1
OG0005285	Montipora_capitata_PredGene_g53712.t1, Montipora_capitata_PredGene_g8920.t1, Montipora_capitata_PredGene_g25338.t1, Montipora_capitata_PredGene_adi2mcaRNA26844_R1.t1	XP_020627174.1
OG0005286	Montipora_capitata_PredGene_g70694.t1, Montipora_capitata_PredGene_g39896.t1, Montipora_capitata_PredGene_adi2mcaRNA4452_R2.t1	XP_020628094.1
OG0005288	Montipora_capitata_PredGene_g4177.t1, Montipora_capitata_PredGene_g12818.t1	XP_020628701.1
OG0005290	Montipora_capitata_PredGene_g52451.t1	XP_020629263.1
OG0005292	Montipora_capitata_PredGene_adi2mcaRNA14268_R0.t1	XP_020630164.1
OG0005292	Montipora_capitata_PredGene_adi2mcaRNA14264_R0.t1	XP_020630165.1
OG0005293	Montipora_capitata_PredGene_g50698.t1	XP_020632110.1, XP_020632101.1, XP_020632088.1
OG0005294	Montipora_capitata_PredGene_g37537.t1	XP_020632959.1
OG0005328	Montipora_capitata_PredGene_g28143.t1	XP_020617909.1
OG0005329	Montipora_capitata_PredGene_g28145.t1	XP_020617901.1, XP_020617914.1
OG0005331	Montipora_capitata_PredGene_g46076.t1	XP_020607931.1
OG0005332	Montipora_capitata_PredGene_g34007.t1	XP_020615229.1, XP_020615230.1
OG0005333	Montipora_capitata_PredGene_g27843.t1	XP_020625290.1, XP_020622570.1
OG0005334	Montipora_capitata_PredGene_g47152.t1	XP_020631977.1
OG0005335	Montipora_capitata_PredGene_g31448.t1	XP_020632184.1
OG0005336	Montipora_capitata_PredGene_adi2mcaRNA24395_R1.t1	XP_020609424.1
OG0005337	Montipora_capitata_PredGene_g31441.t1	XP_020632209.1, XP_020632208.1
OG0005338	Montipora_capitata_PredGene_g62077.t1, Montipora_capitata_PredGene_adi2mcaRNA32096_R0.t1	XP_020610001.1
OG0005340	Montipora_capitata_PredGene_g34668.t1	XP_020615090.1
OG0005341	Montipora_capitata_PredGene_g41052.t1	XP_020627397.1, XP_020627395.1
OG0005342	Montipora_capitata_PredGene_g27201.t1	XP_020617267.1, XP_020617266.1, XP_020617265.1
OG0005344	Montipora_capitata_PredGene_g22831.t1	XP_020625171.1, XP_020625172.1
OG0005345	Montipora_capitata_PredGene_g22824.t1	XP_020625232.1, XP_020625230.1, XP_020625233.1
OG0005346	Montipora_capitata_PredGene_g22826.t1	XP_020625161.1, XP_020625216.1
OG0005348	Montipora_capitata_PredGene_adi2mcaRNA14721_R0.t1	XP_020630302.1
OG0005349	Montipora_capitata_PredGene_g25426.t1	XP_020603329.1
OG0005350	Montipora_capitata_PredGene_adi2mcaRNA20664_R0.t1	XP_020610747.1, XP_020610746.1
OG0005351	Montipora_capitata_PredGene_g25423.t1	XP_020603298.1, XP_020603291.1
OG0005352	Montipora_capitata_PredGene_g25434.t1	XP_020605093.1, XP_020605094.1
OG0005353	Montipora_capitata_PredGene_g25431.t1	XP_020603201.1, XP_020603193.1, XP_020603208.1, XP_020603413.1
OG0005355	Montipora_capitata_PredGene_g3965.t1	XP_020620397.1
OG0005356	Montipora_capitata_PredGene_g9383.t1	XP_020613250.1, XP_020613251.1
OG0005357	Montipora_capitata_PredGene_g2829.t1	XP_020602414.1
OG0005358	Montipora_capitata_PredGene_g12070.t1	XP_020608636.1, XP_020608635.1
OG0005359	Montipora_capitata_PredGene_g41427.t1	XP_020602900.1, XP_020602899.1
OG0005360	Montipora_capitata_PredGene_g41429.t1	XP_020602916.1
OG0005361	Montipora_capitata_PredGene_adi2mcaRNA15713_R0.t1	XP_020602822.1
OG0005362	Montipora_capitata_PredGene_g41414.t1	XP_020602852.1, XP_020602853.1
OG0005363	Montipora_capitata_PredGene_g41390.t1	XP_020602897.1
OG0005364	Montipora_capitata_PredGene_adi2mcaRNA2223_R0.t1	XP_020631417.1
OG0005365	Montipora_capitata_PredGene_adi2mcaRNA31200_R0.t1	XP_020611923.1, XP_020611836.1
OG0005366	Montipora_capitata_PredGene_g40346.t1	XP_020612700.1
OG0005367	Montipora_capitata_PredGene_adi2mcaRNA18845_R0.t1	XP_020604344.1
OG0005368	Montipora_capitata_PredGene_adi2mcaRNA26898_R1.t1	XP_020607152.1, XP_020607153.1, XP_020607154.1
OG0005369	Montipora_capitata_PredGene_g50677.t1	XP_020627506.1
OG0005370	Montipora_capitata_PredGene_g65412.t1	XP_020620476.1, XP_020624581.1
OG0005371	Montipora_capitata_PredGene_g51848.t1	XP_020625686.1, XP_020625687.1
OG0005372	Montipora_capitata_PredGene_adi2mcaRNA33139_R1.t1	XP_020631526.1
OG0005373	Montipora_capitata_PredGene_g35483.t1	XP_020630715.1, XP_020630577.1
OG0005374	Montipora_capitata_PredGene_g31933.t1	XP_020610958.1, XP_020610957.1, XP_020610930.1, XP_020610923.1
OG0005375	Montipora_capitata_PredGene_g23874.t1, Montipora_capitata_PredGene_g23873.t1	XP_020603040.1
OG0005376	Montipora_capitata_PredGene_g31757.t1	XP_020626114.1, XP_020626113.1, XP_020626112.1
OG0005377	Montipora_capitata_PredGene_g31759.t1	XP_020626107.1, XP_020626108.1
OG0005379	Montipora_capitata_PredGene_g40470.t1	XP_020613569.1, XP_020613572.1, XP_020613571.1
OG0005380	Montipora_capitata_PredGene_g38699.t1	XP_020612100.1, XP_020612099.1
OG0005381	Montipora_capitata_PredGene_g60394.t1, Montipora_capitata_PredGene_g60390.t1	XP_020625933.1
OG0005382	Montipora_capitata_PredGene_g4526.t1	XP_020625931.1
OG0005383	Montipora_capitata_PredGene_g56885.t1, Montipora_capitata_PredGene_g56886.t1	XP_020613039.1, XP_020613037.1, XP_020613038.1
OG0005384	Montipora_capitata_PredGene_g13113.t1	XP_020613012.1
OG0005385	Montipora_capitata_PredGene_g7082.t1, Montipora_capitata_PredGene_g7084.t1	XP_020605134.1
OG0005386	Montipora_capitata_PredGene_adi2mcaRNA3119_R1.t1	XP_020605155.1
OG0005388	Montipora_capitata_PredGene_g39687.t1	XP_020609761.1, XP_020609762.1
OG0005389	Montipora_capitata_PredGene_adi2mcaRNA22343_R0.t1	XP_020619668.1
OG0005390	Montipora_capitata_PredGene_g46431.t1	XP_020621142.1
OG0005394	Montipora_capitata_PredGene_g56569.t1, Montipora_capitata_PredGene_g56570.t1	XP_020621799.1
OG0005397	Montipora_capitata_PredGene_g57678.t1, Montipora_capitata_PredGene_g61879.t1, Montipora_capitata_PredGene_g8546.t1, Montipora_capitata_PredGene_g861.t1	XP_020628756.1
OG0005398	Montipora_capitata_PredGene_g8083.t1	XP_020610556.1, XP_020610555.1
OG0005399	Montipora_capitata_PredGene_g18960.t1	XP_020601414.1, XP_020601413.1
OG0005400	Montipora_capitata_PredGene_g27305.t1	XP_020624907.1, XP_020624909.1, XP_020624908.1
OG0005401	Montipora_capitata_PredGene_g30097.t1	XP_020620705.1
OG0005402	Montipora_capitata_PredGene_adi2mcaRNA38904_R0.t1	XP_020620683.1, XP_020620681.1, XP_020620684.1
OG0005403	Montipora_capitata_PredGene_adi2mcaRNA38903_R0.t1	XP_020620679.1, XP_020620391.1
OG0005404	Montipora_capitata_PredGene_g44025.t1	XP_020620623.1, XP_020620624.1
OG0005405	Montipora_capitata_PredGene_g65962.t1	XP_020622258.1
OG0005406	Montipora_capitata_PredGene_g65965.t1	XP_020622178.1, XP_020622179.1
OG0005407	Montipora_capitata_PredGene_g26919.t1	XP_020622213.1
OG0005408	Montipora_capitata_PredGene_g23864.t1	XP_020603006.1, XP_020603007.1
OG0005409	Montipora_capitata_PredGene_g23863.t1	XP_020602970.1
OG0005410	Montipora_capitata_PredGene_g61791.t1	XP_020604760.1, XP_020604761.1
OG0005411	Montipora_capitata_PredGene_g40908.t1	XP_020628447.1
OG0005413	Montipora_capitata_PredGene_g39267.t1	XP_020619525.1
OG0005414	Montipora_capitata_PredGene_g32475.t1	XP_020604524.1
OG0005415	Montipora_capitata_PredGene_g32481.t1	XP_020604517.1, XP_020618493.1
OG0005416	Montipora_capitata_PredGene_g43801.t1	XP_020602455.1, XP_020602412.1
OG0005417	Montipora_capitata_PredGene_adi2mcaRNA1469_R0.t1	XP_020627483.1, XP_020627482.1, XP_020627484.1
OG0005418	Montipora_capitata_PredGene_g55764.t1	XP_020600452.1, XP_020600453.1
OG0005419	Montipora_capitata_PredGene_adi2mcaRNA6730_R0.t1	XP_020615276.1
OG0005421	Montipora_capitata_PredGene_adi2mcaRNA32436_R0.t1	XP_020622579.1
OG0005422	Montipora_capitata_PredGene_g55756.t1	XP_020622754.1, XP_020622753.1
OG0005423	Montipora_capitata_PredGene_adi2mcaRNA20711_R0.t1	XP_020610489.1
OG0005424	Montipora_capitata_PredGene_g51505.t1	XP_020630127.1, XP_020630126.1
OG0005425	Montipora_capitata_PredGene_adi2mcaRNA6682_R1.t1	XP_020630125.1
OG0005426	Montipora_capitata_PredGene_g35249.t1	XP_020617151.1
OG0005427	Montipora_capitata_PredGene_g35254.t1	XP_020622664.1, XP_020622663.1
OG0005428	Montipora_capitata_PredGene_adi2mcaRNA34399_R1.t1	XP_020609886.1
OG0005429	Montipora_capitata_PredGene_g35292.t1	XP_020626621.1, XP_020626576.1, XP_020626620.1
OG0005430	Montipora_capitata_PredGene_g6229.t1	XP_020603754.1, XP_020603776.1
OG0005431	Montipora_capitata_PredGene_g67847.t1	XP_020611990.1, XP_020611968.1, XP_020611966.1
OG0005432	Montipora_capitata_PredGene_g36721.t1	XP_020608914.1
OG0005433	Montipora_capitata_PredGene_g18074.t1, Montipora_capitata_PredGene_g12661.t1	XP_020628585.1, XP_020628584.1
OG0005434	Montipora_capitata_PredGene_g22473.t1	XP_020628576.1, XP_020628575.1
OG0005436	Montipora_capitata_PredGene_adi2mcaRNA1408_R1.t1	XP_020628560.1, XP_020628559.1, XP_020628558.1
OG0005437	Montipora_capitata_PredGene_g62470.t1	XP_020604214.1
OG0005438	Montipora_capitata_PredGene_g42438.t1	XP_020616466.1, XP_020616465.1
OG0005439	Montipora_capitata_PredGene_g2725.t1	XP_020612575.1
OG0005440	Montipora_capitata_PredGene_g5390.t1	XP_020631029.1
OG0005441	Montipora_capitata_PredGene_adi2mcaRNA4517_R0.t1	XP_020618127.1
OG0005442	Montipora_capitata_PredGene_g50190.t1	XP_020625941.1, XP_020625942.1, XP_020625940.1
OG0005444	Montipora_capitata_PredGene_adi2mcaRNA22076_R0.t1	XP_020621797.1
OG0005445	Montipora_capitata_PredGene_g5416.t1	XP_020615682.1, XP_020615684.1, XP_020615683.1
OG0005446	Montipora_capitata_PredGene_g56133.t1	XP_020630752.1
OG0005447	Montipora_capitata_PredGene_g1595.t1	XP_020603301.1, XP_020603199.1
OG0005449	Montipora_capitata_PredGene_adi2mcaRNA11437_R1.t1	XP_020608798.1
OG0005450	Montipora_capitata_PredGene_g15069.t1	XP_020614285.1
OG0005452	Montipora_capitata_PredGene_g53877.t1	XP_020616749.1, XP_020616746.1
OG0005454	Montipora_capitata_PredGene_g26833.t1	XP_020625755.1, XP_020625754.1
OG0005455	Montipora_capitata_PredGene_g26849.t1	XP_020625760.1
OG0005456	Montipora_capitata_PredGene_g26837.t1	XP_020625741.1
OG0005457	Montipora_capitata_PredGene_g26824.t1	XP_020607680.1, XP_020607682.1
OG0005458	Montipora_capitata_PredGene_g67077.t1, Montipora_capitata_PredGene_g67073.t1	XP_020606256.1
OG0005459	Montipora_capitata_PredGene_g25245.t1	XP_020613650.1
OG0005460	Montipora_capitata_PredGene_g67789.t1	XP_020631848.1
OG0005461	Montipora_capitata_PredGene_g34801.t1	XP_020625408.1
OG0005463	Montipora_capitata_PredGene_g30158.t1	XP_020631964.1
OG0005464	Montipora_capitata_PredGene_g27564.t1	XP_020604235.1
OG0005466	Montipora_capitata_PredGene_g31456.t1	XP_020632154.1
OG0005467	Montipora_capitata_PredGene_g2208.t1	XP_020612408.1
OG0005469	Montipora_capitata_PredGene_g26773.t1	XP_020610890.1
OG0005470	Montipora_capitata_PredGene_g7286.t1	XP_020610387.1
OG0005471	Montipora_capitata_PredGene_adi2mcaRNA20459_R0.t1	XP_020610437.1
OG0005472	Montipora_capitata_PredGene_g36450.t1, Montipora_capitata_PredGene_g36445.t1	XP_020610447.1
OG0005473	Montipora_capitata_PredGene_g5223.t1	XP_020624527.1, XP_020624526.1, XP_020624525.1
OG0005474	Montipora_capitata_PredGene_g5222.t1	XP_020624535.1
OG0005476	Montipora_capitata_PredGene_g29760.t1	XP_020623864.1
OG0005477	Montipora_capitata_PredGene_g50711.t1, Montipora_capitata_PredGene_g39649.t1, Montipora_capitata_PredGene_g15734.t1, Montipora_capitata_PredGene_g30352.t1	XP_020607367.1
OG0005478	Montipora_capitata_PredGene_g13842.t1	XP_020624705.1, XP_020624697.1, XP_020624716.1
OG0005479	Montipora_capitata_PredGene_g13835.t1	XP_020601398.1
OG0005480	Montipora_capitata_PredGene_g55249.t1	XP_020600434.1, XP_020600435.1
OG0005481	Montipora_capitata_PredGene_g35260.t1	XP_020622687.1
OG0005482	Montipora_capitata_PredGene_g2950.t1	XP_020614047.1
OG0005484	Montipora_capitata_PredGene_g603.t1, Montipora_capitata_PredGene_g604.t1	XP_020609672.1
OG0005485	Montipora_capitata_PredGene_g606.t1	XP_020609670.1, XP_020609671.1
OG0005486	Montipora_capitata_PredGene_g25685.t1	XP_020616710.1, XP_020616709.1
OG0005487	Montipora_capitata_PredGene_g3317.t1	XP_020615149.1
OG0005488	Montipora_capitata_PredGene_g35314.t1	XP_020618413.1
OG0005489	Montipora_capitata_PredGene_g5231.t1	XP_020624519.1
OG0005490	Montipora_capitata_PredGene_g48116.t1	XP_020602925.1
OG0005491	Montipora_capitata_PredGene_adi2mcaRNA41310_R0.t1, Montipora_capitata_PredGene_g48113.t1	XP_020607844.1
OG0005492	Montipora_capitata_PredGene_g22808.t1	XP_020603759.1
OG0005493	Montipora_capitata_PredGene_g58838.t1, Montipora_capitata_PredGene_g58842.t1	XP_020601646.1
OG0005494	Montipora_capitata_PredGene_g58837.t1	XP_020601684.1
OG0005495	Montipora_capitata_PredGene_g1925.t1	XP_020608863.1, XP_020608862.1, XP_020608864.1
OG0005496	Montipora_capitata_PredGene_g48004.t1	XP_020605834.1, XP_020605824.1
OG0005497	Montipora_capitata_PredGene_g48005.t1	XP_020605872.1
OG0005499	Montipora_capitata_PredGene_g25263.t1	XP_020604376.1
OG0005500	Montipora_capitata_PredGene_g25286.t1	XP_020604244.1
OG0005501	Montipora_capitata_PredGene_g33215.t1	XP_020619045.1, XP_020618929.1
OG0005502	Montipora_capitata_PredGene_g41210.t1	XP_020632189.1, XP_020632188.1, XP_020632187.1, XP_020632186.1
