Orthogroup	Acerv_assembly_v1.0.protein	Mcavernosa.maker.proteins
OG0004338	Acerv_evm.model.Segkk689_pilon.4	Mcavernosa09927-RA, Mcavernosa15341-RA
OG0004339	Acerv_evm.model.Segkk698_pilon.6	Mcavernosa09036-RA
OG0004340	Acerv_evm.model.Segkk4363_pilon.1	Mcavernosa03652-RA
OG0004340	Acerv_evm.model.Segkk707_pilon.1	Mcavernosa03653-RA
OG0004341	Acerv_evm.model.Segkk1705_pilon.9	Mcavernosa35035-RA
OG0004341	Acerv_evm.model.Segkk708_pilon.22	Mcavernosa21871-RA
OG0004342	Acerv_evm.model.Segkk710_pilon.5	Mcavernosa10070-RA
OG0004343	Acerv_evm.model.Segkk711_pilon.31	Mcavernosa12494-RA
OG0004344	Acerv_evm.model.Segkk713_pilon.12	Mcavernosa08775-RA
OG0004345	Acerv_evm.model.Segkk713_pilon.20	Mcavernosa03969-RA
OG0004346	Acerv_evm.model.Segkk723_pilon.22	Mcavernosa28487-RA
OG0004347	Acerv_evm.model.Segkk2915_pilon.1, Acerv_evm.model.Segkk726_pilon.3, Acerv_evm.model.Segkk726_pilon.2	Mcavernosa14713-RA
OG0004348	Acerv_evm.model.Segkk735_pilon.23	Mcavernosa24416-RA
OG0004349	Acerv_evm.model.Segkk736_pilon.1	Mcavernosa02166-RA, Mcavernosa18608-RA
OG0004350	Acerv_evm.model.Segkk740_pilon.8	Mcavernosa12015-RA
OG0004351	Acerv_evm.model.Segkk745_pilon.8	Mcavernosa24881-RA
OG0004353	Acerv_evm.model.Segkk758_pilon.7, Acerv_evm.model.Segkk3025_pilon.3	Mcavernosa30690-RA, Mcavernosa06437-RA
OG0004354	Acerv_evm.model.Segkk766_pilon.3, Acerv_evm.model.Segkk4159_pilon.1, Acerv_evm.model.Segkk1797_pilon.3, Acerv_evm.model.Segkk2481_pilon.77, Acerv_evm.model.Segkk1240_pilon.1	Mcavernosa28674-RA
OG0004355	Acerv_evm.model.Segkk767_pilon.5	Mcavernosa02614-RA
OG0004356	Acerv_evm.model.Segkk767_pilon.18	Mcavernosa02601-RA, Mcavernosa02600-RA
OG0004357	Acerv_evm.model.Segkk782_pilon.15	Mcavernosa04742-RA
OG0004358	Acerv_evm.model.Segkk782_pilon.21	Mcavernosa16701-RA, Mcavernosa16702-RA, Mcavernosa16703-RA
OG0004360	Acerv_evm.model.Segkk786_pilon.10	Mcavernosa21241-RA
OG0004361	Acerv_evm.model.Segkk786_pilon.3, Acerv_evm.model.Segkk2318_pilon.5	Mcavernosa13412-RA
OG0004362	Acerv_evm.model.Segkk789_pilon.51	Mcavernosa04084-RA
OG0004363	Acerv_evm.model.Segkk789_pilon.32	Mcavernosa17383-RA, Mcavernosa04114-RA
OG0004364	Acerv_evm.model.Segkk789_pilon.37	Mcavernosa04106-RA
OG0004365	Acerv_evm.model.Segkk789_pilon.15	Mcavernosa21928-RA
OG0004366	Acerv_evm.model.Segkk795_pilon.4	Mcavernosa07511-RA, Mcavernosa33993-RA
OG0004368	Acerv_evm.model.Segkk812_pilon.1	Mcavernosa24471-RA
OG0004369	Acerv_evm.model.Segkk820_pilon.23	Mcavernosa20643-RA
OG0004370	Acerv_evm.model.Segkk826_pilon.1	Mcavernosa34180-RA, Mcavernosa13376-RA, Mcavernosa34179-RA
OG0004371	Acerv_evm.model.Segkk837_pilon.15	Mcavernosa23299-RA
OG0004372	Acerv_evm.model.Segkk837_pilon.21	Mcavernosa00360-RA
OG0004373	Acerv_evm.model.Segkk845_pilon.1, Acerv_evm.model.Segkk2587_pilon.13	Mcavernosa07822-RA
OG0004374	Acerv_evm.model.Segkk847_pilon.1	Mcavernosa18651-RA, Mcavernosa18650-RA, Mcavernosa18653-RA, Mcavernosa18652-RA
OG0004376	Acerv_evm.model.Segkk862_pilon.1, Acerv_evm.model.Segkk862_pilon.3	Mcavernosa19357-RA
OG0004377	Acerv_evm.model.Segkk865_pilon.2	Mcavernosa11162-RA
OG0004379	Acerv_evm.model.Segkk866_pilon.1	Mcavernosa15652-RA
OG0004381	Acerv_evm.model.Segkk894_pilon.4	Mcavernosa24611-RA
OG0004382	Acerv_evm.model.Segkk894_pilon.3	Mcavernosa24612-RA
OG0004383	Acerv_evm.model.Segkk3290_pilon.4, Acerv_evm.model.Segkk2965_pilon.1, Acerv_evm.model.Segkk896_pilon.4	Mcavernosa10834-RA
OG0004384	Acerv_evm.model.Segkk903_pilon.5	Mcavernosa23914-RA
OG0004385	Acerv_evm.model.Segkk906_pilon.4	Mcavernosa20722-RA, Mcavernosa20723-RA, Mcavernosa00470-RA, Mcavernosa05493-RA
OG0004387	Acerv_evm.model.Segkk906_pilon.18	Mcavernosa27185-RA, Mcavernosa08744-RA, Mcavernosa08743-RA
OG0004388	Acerv_evm.model.Segkk908_pilon.9	Mcavernosa23232-RA
OG0004389	Acerv_evm.model.Segkk908_pilon.8	Mcavernosa23234-RA
OG0004391	Acerv_evm.model.Segkk913_pilon.1	Mcavernosa26317-RA
OG0004391	Acerv_evm.model.Segkk2093_pilon.3	Mcavernosa19866-RA, Mcavernosa26322-RA
OG0004393	Acerv_evm.model.Segkk921_pilon.6	Mcavernosa34627-RA, Mcavernosa34626-RA
OG0004394	Acerv_evm.model.Segkk925_pilon.29	Mcavernosa01189-RA
OG0004394	Acerv_evm.model.Segkk925_pilon.30	Mcavernosa01190-RA
OG0004395	Acerv_evm.model.Segkk925_pilon.33	Mcavernosa01193-RA
OG0004396	Acerv_evm.model.Segkk925_pilon.2	Mcavernosa01168-RA, Mcavernosa01164-RA
OG0004397	Acerv_evm.model.Segkk925_pilon.5	Mcavernosa01159-RA
OG0004398	Acerv_evm.model.Segkk929_pilon.3	Mcavernosa27378-RA
OG0004399	Acerv_evm.model.Segkk933_pilon.8, Acerv_evm.model.Segkk933_pilon.7	Mcavernosa04756-RA, Mcavernosa17730-RA
OG0004401	Acerv_evm.model.Segkk935_pilon.1	Mcavernosa24987-RA, Mcavernosa24991-RA, Mcavernosa24985-RA
OG0004402	Acerv_evm.model.Segkk936_pilon.3	Mcavernosa21786-RA, Mcavernosa21785-RA
OG0004403	Acerv_evm.model.Segkk937_pilon.13, Acerv_evm.model.Segkk937_pilon.14	Mcavernosa15320-RA
OG0004404	Acerv_evm.model.Segkk937_pilon.9	Mcavernosa34038-RA, Mcavernosa15315-RA
OG0004405	Acerv_evm.model.Segkk938_pilon.12	Mcavernosa03116-RA
OG0004406	Acerv_evm.model.Segkk944_pilon.2	Mcavernosa14591-RA
OG0004407	Acerv_evm.model.Segkk2431_pilon.10, Acerv_evm.model.Segkk945_pilon.4, Acerv_evm.model.Segkk945_pilon.1	Mcavernosa25711-RA
OG0004408	Acerv_evm.model.Segkk946_pilon.6	Mcavernosa17846-RA
OG0004409	Acerv_evm.model.Segkk946_pilon.3	Mcavernosa23793-RA, Mcavernosa28936-RA
OG0004411	Acerv_evm.model.Segkk952_pilon.3, Acerv_evm.model.Segkk3801_pilon.5	Mcavernosa04609-RA
OG0004413	Acerv_evm.model.Segkk968_pilon.11	Mcavernosa17421-RA, Mcavernosa17417-RA
OG0004414	Acerv_evm.model.Segkk4037_pilon.9, Acerv_evm.model.Segkk968_pilon.1	Mcavernosa16161-RA, Mcavernosa16163-RA
OG0004415	Acerv_evm.model.Segkk968_pilon.36	Mcavernosa32739-RA
OG0004418	Acerv_evm.model.Segkk971_pilon.68	Mcavernosa21845-RA, Mcavernosa28260-RA
OG0004419	Acerv_evm.model.Segkk974_pilon.4	Mcavernosa11702-RA
OG0004421	Acerv_evm.model.Segkk983_pilon.3	Mcavernosa01210-RA
OG0004422	Acerv_evm.model.Segkk988_pilon.3	Mcavernosa30775-RA, Mcavernosa30777-RA
OG0004423	Acerv_evm.model.Segkk988_pilon.1	Mcavernosa30781-RA
OG0004424	Acerv_evm.model.Segkk991_pilon.5	Mcavernosa19990-RA
OG0004425	Acerv_evm.model.Segkk993_pilon.21	Mcavernosa23417-RA
OG0004426	Acerv_evm.model.Segkk993_pilon.74	Mcavernosa09299-RA
OG0004430	Acerv_evm.model.Segkk1011_pilon.38	Mcavernosa27613-RA
OG0004431	Acerv_evm.model.Segkk1011_pilon.39	Mcavernosa09932-RA
OG0004432	Acerv_evm.model.Segkk1011_pilon.23	Mcavernosa04519-RA
OG0004433	Acerv_evm.model.Segkk1011_pilon.44, Acerv_evm.model.Segkk1011_pilon.43	Mcavernosa09929-RA
OG0004435	Acerv_evm.model.Segkk1011_pilon.10, Acerv_evm.model.Segkk1011_pilon.11	Mcavernosa08975-RA
OG0004437	Acerv_evm.model.Segkk1029_pilon.11	Mcavernosa05168-RA
OG0004438	Acerv_evm.model.Segkk1031_pilon.1	Mcavernosa03736-RA, Mcavernosa03735-RA
OG0004439	Acerv_evm.model.Segkk1040_pilon.2	Mcavernosa28325-RA
OG0004440	Acerv_evm.model.Segkk1040_pilon.34	Mcavernosa01157-RA
OG0004442	Acerv_evm.model.Segkk1321_pilon.3, Acerv_evm.model.Segkk1045_pilon.6	Mcavernosa18860-RA
OG0004443	Acerv_evm.model.Segkk1048_pilon.13	Mcavernosa21281-RA
OG0004444	Acerv_evm.model.Segkk1048_pilon.27	Mcavernosa04691-RA
OG0004445	Acerv_evm.model.Segkk1050_pilon.19	Mcavernosa16913-RA
OG0004447	Acerv_evm.model.Segkk1071_pilon.9	Mcavernosa09621-RA
OG0004448	Acerv_evm.model.Segkk1071_pilon.4	Mcavernosa09618-RA
OG0004449	Acerv_evm.model.Segkk1071_pilon.10, Acerv_evm.model.Segkk3152_pilon.4	Mcavernosa09622-RA
OG0004450	Acerv_evm.model.Segkk1072_pilon.13	Mcavernosa21693-RA
OG0004452	Acerv_evm.model.Segkk1073_pilon.5	Mcavernosa11243-RA
OG0004453	Acerv_evm.model.Segkk1076_pilon.12, Acerv_evm.model.Segkk3398_pilon.5	Mcavernosa22105-RA
OG0004454	Acerv_evm.model.Segkk1077_pilon.14	Mcavernosa08689-RA, Mcavernosa08690-RA
OG0004455	Acerv_evm.model.Segkk1078_pilon.45	Mcavernosa07871-RA, Mcavernosa07870-RA
OG0004457	Acerv_evm.model.Segkk1080_pilon.2, Acerv_evm.model.Segkk3764_pilon.6	Mcavernosa22284-RA, Mcavernosa22287-RA
OG0004458	Acerv_evm.model.Segkk4070_pilon.1	Mcavernosa19304-RA
OG0004459	Acerv_evm.model.Segkk1104_pilon.2, Acerv_evm.model.Segkk4332_pilon.10, Acerv_evm.model.Segkk1104_pilon.1	Mcavernosa22155-RA
OG0004460	Acerv_evm.model.Segkk1130_pilon.9	Mcavernosa17107-RA
OG0004460	Acerv_evm.model.Segkk1130_pilon.8	Mcavernosa17108-RA
OG0004461	Acerv_evm.model.Segkk1140_pilon.17	Mcavernosa30332-RA
OG0004462	Acerv_evm.model.Segkk1140_pilon.21	Mcavernosa18265-RA
OG0004463	Acerv_evm.model.Segkk1150_pilon.5, Acerv_evm.model.Segkk2846_pilon.7, Acerv_evm.model.Segkk4020_pilon.7, Acerv_evm.model.Segkk2879_pilon.4	Mcavernosa23283-RA
OG0004465	Acerv_evm.model.Segkk1152_pilon.16	Mcavernosa16431-RA, Mcavernosa16432-RA
OG0004466	Acerv_evm.model.Segkk1152_pilon.26	Mcavernosa16417-RA
OG0004467	Acerv_evm.model.Segkk1154_pilon.23, Acerv_evm.model.Segkk1154_pilon.22	Mcavernosa16562-RA
OG0004468	Acerv_evm.model.Segkk1154_pilon.26, Acerv_evm.model.Segkk3552_pilon.13	Mcavernosa09098-RA, Mcavernosa30666-RA, Mcavernosa09096-RA
OG0004470	Acerv_evm.model.Segkk1158_pilon.17	Mcavernosa27971-RA
OG0004472	Acerv_evm.model.Segkk1161_pilon.4	Mcavernosa31802-RA
OG0004474	Acerv_evm.model.Segkk1180_pilon.2	Mcavernosa33576-RA, Mcavernosa34672-RA
OG0004475	Acerv_evm.model.Segkk1185_pilon.11	Mcavernosa17276-RA
OG0004476	Acerv_evm.model.Segkk1185_pilon.8	Mcavernosa20231-RA
OG0004477	Acerv_evm.model.Segkk2086_pilon.5, Acerv_evm.model.Segkk1190_pilon.14, Acerv_evm.model.Segkk1190_pilon.9	Mcavernosa19339-RA
OG0004478	Acerv_evm.model.Segkk1194_pilon.7	Mcavernosa22856-RA, Mcavernosa33988-RA
OG0004479	Acerv_evm.model.Segkk1202_pilon.1	Mcavernosa08056-RA
OG0004481	Acerv_evm.model.Segkk1209_pilon.9	Mcavernosa20342-RA
OG0004482	Acerv_evm.model.Segkk2919_pilon.2, Acerv_evm.model.Segkk1215_pilon.3, Acerv_evm.model.Segkk1215_pilon.4	Mcavernosa04556-RA
OG0004484	Acerv_evm.model.Segkk1221_pilon.10	Mcavernosa05655-RA
OG0004487	Acerv_evm.model.Segkk1235_pilon.26	Mcavernosa31949-RA
OG0004488	Acerv_evm.model.Segkk1237_pilon.8	Mcavernosa23816-RA
OG0004489	Acerv_evm.model.Segkk1252_pilon.10	Mcavernosa09969-RA
OG0004490	Acerv_evm.model.Segkk1258_pilon.1	Mcavernosa10577-RA
OG0004491	Acerv_evm.model.Segkk1263_pilon.37	Mcavernosa05534-RA
OG0004492	Acerv_evm.model.Segkk1263_pilon.32	Mcavernosa05536-RA
OG0004493	Acerv_evm.model.Segkk3352_pilon.5, Acerv_evm.model.Segkk2201_pilon.10, Acerv_evm.model.Segkk1882_pilon.2, Acerv_evm.model.Segkk1263_pilon.54	Mcavernosa05508-RA
OG0004495	Acerv_evm.model.Segkk1263_pilon.9	Mcavernosa02388-RA
OG0004496	Acerv_evm.model.Segkk1271_pilon.5	Mcavernosa14197-RA
OG0004497	Acerv_evm.model.Segkk1276_pilon.7	Mcavernosa02817-RA, Mcavernosa02818-RA
OG0004498	Acerv_evm.model.Segkk1276_pilon.2	Mcavernosa02807-RA, Mcavernosa02806-RA
OG0004501	Acerv_evm.model.Segkk1290_pilon.16, Acerv_evm.model.Segkk3995_pilon.16, Acerv_evm.model.Segkk3222_pilon.8	Mcavernosa26604-RA
OG0004502	Acerv_evm.model.Segkk3684_pilon.29	Mcavernosa22410-RA
OG0004502	Acerv_evm.model.Segkk1295_pilon.1	Mcavernosa22417-RA
OG0004503	Acerv_evm.model.Segkk3610_pilon.1	Mcavernosa13590-RA
OG0004504	Acerv_evm.model.Segkk1303_pilon.1	Mcavernosa29279-RA, Mcavernosa13234-RA
OG0004505	Acerv_evm.model.Segkk4011_pilon.8	Mcavernosa00378-RA
OG0004507	Acerv_evm.model.Segkk1317_pilon.4	Mcavernosa03936-RA
OG0004508	Acerv_evm.model.Segkk1317_pilon.3	Mcavernosa03935-RA
OG0004509	Acerv_evm.model.Segkk1317_pilon.10	Mcavernosa14148-RA
OG0004511	Acerv_evm.model.Segkk1343_pilon.14	Mcavernosa13862-RA
OG0004512	Acerv_evm.model.Segkk1343_pilon.16	Mcavernosa13858-RA
OG0004514	Acerv_evm.model.Segkk1732_pilon.3, Acerv_evm.model.Segkk1348_pilon.10	Mcavernosa03026-RA
OG0004515	Acerv_evm.model.Segkk1364_pilon.5	Mcavernosa25374-RA, Mcavernosa25370-RA
OG0004516	Acerv_evm.model.Segkk1377_pilon.3	Mcavernosa06884-RA
OG0004517	Acerv_evm.model.Segkk1377_pilon.2	Mcavernosa06885-RA
OG0004518	Acerv_evm.model.Segkk1380_pilon.21	Mcavernosa00488-RA, Mcavernosa00489-RA
OG0004520	Acerv_evm.model.Segkk1383_pilon.2	Mcavernosa11401-RA, Mcavernosa11405-RA
OG0004521	Acerv_evm.model.Segkk4107_pilon.1, Acerv_evm.model.Segkk1386_pilon.10	Mcavernosa00603-RA
OG0004522	Acerv_evm.model.Segkk1389_pilon.8	Mcavernosa26658-RA, Mcavernosa34779-RA, Mcavernosa26654-RA
OG0004523	Acerv_evm.model.Segkk1392_pilon.2	Mcavernosa24445-RA
OG0004524	Acerv_evm.model.Segkk1395_pilon.5	Mcavernosa13500-RA, Mcavernosa13508-RA
OG0004524	Acerv_evm.model.Segkk1395_pilon.4	Mcavernosa13511-RA
OG0004525	Acerv_evm.model.Segkk1402_pilon.2, Acerv_evm.model.Segkk1670_pilon.3	Mcavernosa21684-RA, Mcavernosa15012-RA
OG0004526	Acerv_evm.model.Segkk1404_pilon.5	Mcavernosa17871-RA
OG0004527	Acerv_evm.model.Segkk1412_pilon.7	Mcavernosa22735-RA
OG0004529	Acerv_evm.model.Segkk1424_pilon.16	Mcavernosa16607-RA
OG0004530	Acerv_evm.model.Segkk1430_pilon.10	Mcavernosa14315-RA
OG0004533	Acerv_evm.model.Segkk1438_pilon.9, Acerv_evm.model.Segkk2013_pilon.7	Mcavernosa28467-RA
OG0004534	Acerv_evm.model.Segkk1438_pilon.8, Acerv_evm.model.Segkk1438_pilon.7, Acerv_evm.model.Segkk2013_pilon.6	Mcavernosa27394-RA
OG0004535	Acerv_evm.model.Segkk1438_pilon.5, Acerv_evm.model.Segkk2013_pilon.5	Mcavernosa28466-RA
OG0004536	Acerv_evm.model.Segkk2971_pilon.4	Mcavernosa17050-RA
OG0004536	Acerv_evm.model.Segkk1451_pilon.68	Mcavernosa17052-RA
OG0004537	Acerv_evm.model.Segkk1880_pilon.16, Acerv_evm.model.Segkk1451_pilon.46	Mcavernosa32971-RA
OG0004538	Acerv_evm.model.Segkk1452_pilon.10	Mcavernosa20259-RA, Mcavernosa20254-RA, Mcavernosa20258-RA
OG0004539	Acerv_evm.model.Segkk1456_pilon.3	Mcavernosa13335-RA, Mcavernosa23511-RA
OG0004540	Acerv_evm.model.Segkk2579_pilon.22, Acerv_evm.model.Segkk1462_pilon.12	Mcavernosa10786-RA
OG0004541	Acerv_evm.model.Segkk1462_pilon.8	Mcavernosa28280-RA
OG0004542	Acerv_evm.model.Segkk1466_pilon.2	Mcavernosa14307-RA, Mcavernosa14305-RA
OG0004543	Acerv_evm.model.Segkk1469_pilon.11	Mcavernosa18067-RA
OG0004544	Acerv_evm.model.Segkk1469_pilon.10	Mcavernosa18070-RA
OG0004545	Acerv_evm.model.Segkk1469_pilon.9	Mcavernosa18072-RA
OG0004546	Acerv_evm.model.Segkk1475_pilon.6	Mcavernosa27883-RA
OG0004548	Acerv_evm.model.Segkk4329_pilon.2, Acerv_evm.model.Segkk1481_pilon.18, Acerv_evm.model.Segkk3309_pilon.1	Mcavernosa16409-RA
OG0004549	Acerv_evm.model.Segkk1488_pilon.19	Mcavernosa33677-RA, Mcavernosa22666-RA, Mcavernosa22673-RA, Mcavernosa22674-RA
OG0004550	Acerv_evm.model.Segkk1488_pilon.16, Acerv_evm.model.Segkk1488_pilon.17	Mcavernosa22678-RA
OG0004551	Acerv_evm.model.Segkk1489_pilon.10	Mcavernosa04485-RA, Mcavernosa04488-RA
OG0004552	Acerv_evm.model.Segkk1494_pilon.3, Acerv_evm.model.Segkk4124_pilon.1	Mcavernosa05719-RA
OG0004553	Acerv_evm.model.Segkk1497_pilon.2	Mcavernosa08846-RA
OG0004554	Acerv_evm.model.Segkk3132_pilon.4, Acerv_evm.model.Segkk1501_pilon.12	Mcavernosa07742-RA, Mcavernosa19396-RA, Mcavernosa18026-RA
OG0004555	Acerv_evm.model.Segkk1509_pilon.10	Mcavernosa30086-RA
OG0004556	Acerv_evm.model.Segkk1511_pilon.11	Mcavernosa31130-RA
OG0004558	Acerv_evm.model.Segkk1545_pilon.2	Mcavernosa25609-RA
OG0004559	Acerv_evm.model.Segkk4043_pilon.32, Acerv_evm.model.Segkk1545_pilon.1	Mcavernosa25607-RA
OG0004560	Acerv_evm.model.Segkk1550_pilon.1	Mcavernosa07199-RA
OG0004561	Acerv_evm.model.Segkk3426_pilon.5	Mcavernosa17595-RA
OG0004561	Acerv_evm.model.Segkk1553_pilon.5	Mcavernosa17589-RA
OG0004562	Acerv_evm.model.Segkk1563_pilon.13	Mcavernosa07714-RA
OG0004563	Acerv_evm.model.Segkk1575_pilon.6	Mcavernosa24379-RA
OG0004564	Acerv_evm.model.Segkk3522_pilon.31	Mcavernosa01610-RA, Mcavernosa32830-RA
OG0004566	Acerv_evm.model.Segkk1587_pilon.8	Mcavernosa12347-RA
OG0004567	Acerv_evm.model.Segkk1588_pilon.6	Mcavernosa22368-RA
OG0004568	Acerv_evm.model.Segkk1603_pilon.2	Mcavernosa11304-RA
OG0004569	Acerv_evm.model.Segkk1611_pilon.8	Mcavernosa00538-RA, Mcavernosa00539-RA
OG0004570	Acerv_evm.model.Segkk1612_pilon.2, Acerv_evm.model.Segkk1612_pilon.1	Mcavernosa23935-RA
OG0004571	Acerv_evm.model.Segkk2831_pilon.2	Mcavernosa00617-RA
OG0004571	Acerv_evm.model.Segkk1612_pilon.3	Mcavernosa23932-RA
OG0004574	Acerv_evm.model.Segkk4206_pilon.3, Acerv_evm.model.Segkk1629_pilon.1	Mcavernosa09319-RA
OG0004575	Acerv_evm.model.Segkk1632_pilon.4	Mcavernosa15811-RA
OG0004576	Acerv_evm.model.Segkk1641_pilon.19	Mcavernosa07472-RA
OG0004578	Acerv_evm.model.Segkk1646_pilon.7	Mcavernosa24174-RA
OG0004579	Acerv_evm.model.Segkk1657_pilon.29	Mcavernosa00864-RA
OG0004580	Acerv_evm.model.Segkk1657_pilon.26	Mcavernosa00867-RA
OG0004581	Acerv_evm.model.Segkk1661_pilon.2	Mcavernosa22446-RA
OG0004582	Acerv_evm.model.Segkk1666_pilon.1	Mcavernosa13270-RA
OG0004583	Acerv_evm.model.Segkk1666_pilon.2	Mcavernosa13261-RA, Mcavernosa13266-RA
OG0004584	Acerv_evm.model.Segkk1666_pilon.3	Mcavernosa13259-RA
OG0004585	Acerv_evm.model.Segkk2985_pilon.1	Mcavernosa02302-RA
OG0004585	Acerv_evm.model.Segkk1669_pilon.7	Mcavernosa02298-RA
OG0004586	Acerv_evm.model.Segkk1669_pilon.4	Mcavernosa29931-RA, Mcavernosa29932-RA
OG0004587	Acerv_evm.model.Segkk1674_pilon.1	Mcavernosa16210-RA, Mcavernosa16208-RA
OG0004588	Acerv_evm.model.Segkk1675_pilon.11	Mcavernosa14015-RA, Mcavernosa14018-RA
OG0004589	Acerv_evm.model.Segkk1680_pilon.14	Mcavernosa16094-RA
OG0004590	Acerv_evm.model.Segkk1680_pilon.1, Acerv_evm.model.Segkk1680_pilon.6	Mcavernosa11903-RA
OG0004590	Acerv_evm.model.Segkk1680_pilon.7	Mcavernosa11904-RA
OG0004592	Acerv_evm.model.Segkk1683_pilon.8	Mcavernosa02572-RA
OG0004593	Acerv_evm.model.Segkk1683_pilon.10	Mcavernosa02575-RA, Mcavernosa02578-RA, Mcavernosa02576-RA
OG0004594	Acerv_evm.model.Segkk1692_pilon.8	Mcavernosa12233-RA, Mcavernosa12236-RA
OG0004595	Acerv_evm.model.Segkk1783_pilon.3, Acerv_evm.model.Segkk3520_pilon.11	Mcavernosa27690-RA, Mcavernosa18261-RA
OG0004597	Acerv_evm.model.Segkk1717_pilon.1	Mcavernosa19372-RA, Mcavernosa27527-RA
OG0004598	Acerv_evm.model.Segkk1725_pilon.9	Mcavernosa02767-RA
OG0004599	Acerv_evm.model.Segkk1727_pilon.25	Mcavernosa20218-RA
OG0004600	Acerv_evm.model.Segkk1727_pilon.11	Mcavernosa00689-RA
OG0004600	Acerv_evm.model.Segkk1727_pilon.10	Mcavernosa00692-RA
OG0004601	Acerv_evm.model.Segkk1727_pilon.13, Acerv_evm.model.Segkk1727_pilon.18, Acerv_evm.model.Segkk1727_pilon.15, Acerv_evm.model.Segkk3871_pilon.2	Mcavernosa00687-RA
OG0004602	Acerv_evm.model.Segkk4131_pilon.2, Acerv_evm.model.Segkk1727_pilon.32	Mcavernosa08885-RA
OG0004603	Acerv_evm.model.Segkk1755_pilon.2	Mcavernosa19593-RA
OG0004604	Acerv_evm.model.Segkk1766_pilon.1, Acerv_evm.model.Segkk3632_pilon.2	Mcavernosa16010-RA
OG0004604	Acerv_evm.model.Segkk2012_pilon.2	Mcavernosa16008-RA
OG0004605	Acerv_evm.model.Segkk1777_pilon.32	Mcavernosa13444-RA
OG0004606	Acerv_evm.model.Segkk1777_pilon.26	Mcavernosa04184-RA
OG0004607	Acerv_evm.model.Segkk1777_pilon.28	Mcavernosa04187-RA
OG0004608	Acerv_evm.model.Segkk1778_pilon.32	Mcavernosa18298-RA
OG0004609	Acerv_evm.model.Segkk1778_pilon.3	Mcavernosa00927-RA
OG0004612	Acerv_evm.model.Segkk1786_pilon.13	Mcavernosa17624-RA
OG0004613	Acerv_evm.model.Segkk1796_pilon.16	Mcavernosa30031-RA, Mcavernosa26216-RA
OG0004614	Acerv_evm.model.Segkk1799_pilon.6	Mcavernosa03805-RA, Mcavernosa03804-RA
OG0004615	Acerv_evm.model.Segkk1802_pilon.18	Mcavernosa23759-RA, Mcavernosa23762-RA, Mcavernosa23764-RA, Mcavernosa32745-RA
OG0004616	Acerv_evm.model.Segkk1817_pilon.1	Mcavernosa09538-RA, Mcavernosa18522-RA, Mcavernosa09540-RA
OG0004618	Acerv_evm.model.Segkk1833_pilon.3	Mcavernosa21351-RA
OG0004620	Acerv_evm.model.Segkk1837_pilon.5	Mcavernosa10816-RA
OG0004621	Acerv_evm.model.Segkk1839_pilon.3	Mcavernosa20757-RA
OG0004622	Acerv_evm.model.Segkk1845_pilon.15	Mcavernosa13028-RA
OG0004623	Acerv_evm.model.Segkk1846_pilon.3	Mcavernosa00944-RA, Mcavernosa00940-RA
OG0004624	Acerv_evm.model.Segkk1849_pilon.2	Mcavernosa16578-RA
OG0004625	Acerv_evm.model.Segkk1849_pilon.1	Mcavernosa16569-RA
OG0004626	Acerv_evm.model.Segkk1862_pilon.9, Acerv_evm.model.Segkk2196_pilon.1	Mcavernosa32890-RA
OG0004627	Acerv_evm.model.Segkk1863_pilon.6	Mcavernosa26063-RA
OG0004628	Acerv_evm.model.Segkk1865_pilon.9	Mcavernosa05427-RA
OG0004630	Acerv_evm.model.Segkk1871_pilon.8	Mcavernosa29821-RA
OG0004631	Acerv_evm.model.Segkk3326_pilon.22	Mcavernosa01244-RA
OG0004631	Acerv_evm.model.Segkk1871_pilon.4	Mcavernosa21712-RA
OG0004632	Acerv_evm.model.Segkk1871_pilon.10	Mcavernosa29820-RA
OG0004632	Acerv_evm.model.Segkk1871_pilon.11	Mcavernosa23715-RA
OG0004633	Acerv_evm.model.Segkk1871_pilon.12	Mcavernosa23719-RA
OG0004634	Acerv_evm.model.Segkk1878_pilon.10	Mcavernosa14933-RA
OG0004636	Acerv_evm.model.Segkk1883_pilon.13	Mcavernosa21097-RA
OG0004637	Acerv_evm.model.Segkk1883_pilon.18	Mcavernosa06141-RA
OG0004638	Acerv_evm.model.Segkk1885_pilon.7	Mcavernosa08540-RA
OG0004639	Acerv_evm.model.Segkk1895_pilon.7	Mcavernosa12266-RA
OG0004640	Acerv_evm.model.Segkk1899_pilon.12	Mcavernosa28065-RA
OG0004641	Acerv_evm.model.Segkk1899_pilon.14	Mcavernosa28063-RA
OG0004642	Acerv_evm.model.Segkk1899_pilon.15	Mcavernosa28062-RA
OG0004643	Acerv_evm.model.Segkk1906_pilon.4, Acerv_evm.model.Segkk3640_pilon.2	Mcavernosa05699-RA
OG0004644	Acerv_evm.model.Segkk2994_pilon.19	Mcavernosa29791-RA
OG0004645	Acerv_evm.model.Segkk1909_pilon.9	Mcavernosa15925-RA
OG0004646	Acerv_evm.model.Segkk1936_pilon.10	Mcavernosa06090-RA
OG0004647	Acerv_evm.model.Segkk1946_pilon.42, Acerv_evm.model.Segkk3633_pilon.24	Mcavernosa04235-RA
OG0004649	Acerv_evm.model.Segkk1975_pilon.3	Mcavernosa05498-RA, Mcavernosa05495-RA, Mcavernosa05497-RA
OG0004650	Acerv_evm.model.Segkk1975_pilon.10	Mcavernosa32579-RA, Mcavernosa21019-RA
