Orthogroup	Mcavernosa.maker.proteins	Montipora_capitata_HIv2.genes.pep
OG0007653	Mcavernosa07842-RA, Mcavernosa07840-RA	Montipora_capitata_PredGene_adi2mcaRNA23963_R0.t1
OG0007654	Mcavernosa03483-RA	Montipora_capitata_PredGene_adi2mcaRNA15158_R0.t1
OG0007657	Mcavernosa05837-RA	Montipora_capitata_PredGene_g10385.t1
OG0007658	Mcavernosa25706-RA	Montipora_capitata_PredGene_g7175.t1
OG0007659	Mcavernosa05841-RA	Montipora_capitata_PredGene_g10384.t1
OG0007661	Mcavernosa11161-RA	Montipora_capitata_PredGene_g32201.t1
OG0007662	Mcavernosa15654-RA	Montipora_capitata_PredGene_g4391.t1
OG0007663	Mcavernosa00264-RA, Mcavernosa00261-RA	Montipora_capitata_PredGene_g2995.t1
OG0007664	Mcavernosa34444-RA	Montipora_capitata_PredGene_g48644.t1
OG0007665	Mcavernosa09701-RA, Mcavernosa34443-RA	Montipora_capitata_PredGene_g48645.t1
OG0007666	Mcavernosa09700-RA	Montipora_capitata_PredGene_g48648.t1
OG0007671	Mcavernosa02048-RA	Montipora_capitata_PredGene_g46944.t1
OG0007672	Mcavernosa19516-RA	Montipora_capitata_PredGene_g53779.t1
OG0007673	Mcavernosa17087-RA	Montipora_capitata_PredGene_g24990.t1
OG0007674	Mcavernosa17085-RA, Mcavernosa17082-RA	Montipora_capitata_PredGene_adi2mcaRNA24654_R0.t1
OG0007675	Mcavernosa17074-RA, Mcavernosa17069-RA	Montipora_capitata_PredGene_g24999.t1
OG0007676	Mcavernosa17075-RA, Mcavernosa17070-RA	Montipora_capitata_PredGene_g25000.t1
OG0007677	Mcavernosa06286-RA	Montipora_capitata_PredGene_g36890.t1
OG0007678	Mcavernosa20724-RA	Montipora_capitata_PredGene_g57652.t1
OG0007679	Mcavernosa08742-RA	Montipora_capitata_PredGene_adi2mcaRNA10298_R0.t1
OG0007680	Mcavernosa29986-RA	Montipora_capitata_PredGene_g61117.t1
OG0007681	Mcavernosa15712-RA, Mcavernosa15713-RA	Montipora_capitata_PredGene_g61115.t1
OG0007682	Mcavernosa23235-RA, Mcavernosa23228-RA	Montipora_capitata_PredGene_g61120.t1
OG0007683	Mcavernosa23239-RA	Montipora_capitata_PredGene_adi2mcaRNA14986_R0.t1
OG0007684	Mcavernosa08080-RA, Mcavernosa08081-RA	Montipora_capitata_PredGene_g40902.t1
OG0007686	Mcavernosa15390-RA	Montipora_capitata_PredGene_g15995.t1
OG0007687	Mcavernosa27784-RA	Montipora_capitata_PredGene_g46310.t1, Montipora_capitata_PredGene_adi2mcaRNA20062_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA20062_R6.t1, Montipora_capitata_PredGene_g49962.t1, Montipora_capitata_PredGene_g61039.t1
OG0007688	Mcavernosa15524-RA	Montipora_capitata_PredGene_g41319.t1
OG0007689	Mcavernosa34625-RA	Montipora_capitata_PredGene_g10402.t1
OG0007690	Mcavernosa06553-RA	Montipora_capitata_PredGene_g25404.t1
OG0007691	Mcavernosa01191-RA	Montipora_capitata_PredGene_g61977.t1
OG0007692	Mcavernosa29877-RA	Montipora_capitata_PredGene_g30202.t1
OG0007693	Mcavernosa06476-RA	Montipora_capitata_PredGene_g33797.t1
OG0007694	Mcavernosa01167-RA	Montipora_capitata_PredGene_g30191.t1
OG0007695	Mcavernosa06480-RA	Montipora_capitata_PredGene_g33795.t1
OG0007696	Mcavernosa27708-RA	Montipora_capitata_PredGene_g28806.t1
OG0007697	Mcavernosa29940-RA	Montipora_capitata_PredGene_g29887.t1
OG0007698	Mcavernosa01558-RA	Montipora_capitata_PredGene_g33226.t1
OG0007699	Mcavernosa25002-RA	Montipora_capitata_PredGene_g37557.t1, Montipora_capitata_PredGene_g37559.t1
OG0007700	Mcavernosa15308-RA	Montipora_capitata_PredGene_g4650.t1
OG0007701	Mcavernosa15311-RA	Montipora_capitata_PredGene_g4653.t1
OG0007702	Mcavernosa15317-RA	Montipora_capitata_PredGene_adi2mcaRNA32740_R1.t1
OG0007703	Mcavernosa15326-RA, Mcavernosa15328-RA	Montipora_capitata_PredGene_g35977.t1
OG0007704	Mcavernosa03122-RA	Montipora_capitata_PredGene_g24226.t1
OG0007705	Mcavernosa07380-RA	Montipora_capitata_PredGene_g45525.t1
OG0007706	Mcavernosa25710-RA	Montipora_capitata_PredGene_g7168.t1
OG0007707	Mcavernosa25708-RA	Montipora_capitata_PredGene_adi2mcaRNA6074_R0.t1
OG0007708	Mcavernosa15187-RA	Montipora_capitata_PredGene_g30652.t1
OG0007709	Mcavernosa17845-RA	Montipora_capitata_PredGene_adi2mcaRNA40465_R0.t1
OG0007713	Mcavernosa09366-RA	Montipora_capitata_PredGene_g32286.t1
OG0007714	Mcavernosa09369-RA, Mcavernosa09373-RA	Montipora_capitata_PredGene_g32289.t1
OG0007715	Mcavernosa09367-RA	Montipora_capitata_PredGene_g32287.t1
OG0007716	Mcavernosa09368-RA	Montipora_capitata_PredGene_g32288.t1
OG0007718	Mcavernosa13906-RA	Montipora_capitata_PredGene_g32299.t1
OG0007720	Mcavernosa19356-RA	Montipora_capitata_PredGene_g49613.t1
OG0007721	Mcavernosa18706-RA	Montipora_capitata_PredGene_g8126.t1, Montipora_capitata_PredGene_g8125.t1, Montipora_capitata_PredGene_g8120.t1, Montipora_capitata_PredGene_g8122.t1
OG0007722	Mcavernosa30751-RA	Montipora_capitata_PredGene_g10300.t1
OG0007723	Mcavernosa28118-RA	Montipora_capitata_PredGene_g58627.t1
OG0007724	Mcavernosa28114-RA	Montipora_capitata_PredGene_g58623.t1
OG0007725	Mcavernosa28110-RA	Montipora_capitata_PredGene_g30035.t1
OG0007726	Mcavernosa17404-RA	Montipora_capitata_PredGene_g26334.t1
OG0007727	Mcavernosa08572-RA	Montipora_capitata_PredGene_g38621.t1
OG0007728	Mcavernosa08569-RA	Montipora_capitata_PredGene_g38620.t1
OG0007729	Mcavernosa08578-RA, Mcavernosa08577-RA	Montipora_capitata_PredGene_g38615.t1
OG0007730	Mcavernosa02643-RA	Montipora_capitata_PredGene_g26353.t1
OG0007731	Mcavernosa20084-RA	Montipora_capitata_PredGene_g38594.t1
OG0007741	Mcavernosa22832-RA	Montipora_capitata_PredGene_g6446.t1
OG0007742	Mcavernosa05275-RA, Mcavernosa34423-RA	Montipora_capitata_PredGene_g33190.t1
OG0007743	Mcavernosa19983-RA	Montipora_capitata_PredGene_adi2mcaRNA26870_R0.t1
OG0007745	Mcavernosa18325-RA	Montipora_capitata_PredGene_g36304.t1
OG0007746	Mcavernosa34463-RA	Montipora_capitata_PredGene_g727.t1
OG0007747	Mcavernosa08040-RA	Montipora_capitata_PredGene_g69137.t1
OG0007748	Mcavernosa30613-RA, Mcavernosa30614-RA	Montipora_capitata_PredGene_adi2mcaRNA23244_R1.t1
OG0007749	Mcavernosa04514-RA, Mcavernosa04517-RA	Montipora_capitata_PredGene_g25504.t1
OG0007750	Mcavernosa04512-RA	Montipora_capitata_PredGene_g25503.t1
OG0007751	Mcavernosa08967-RA	Montipora_capitata_PredGene_g25480.t1
OG0007752	Mcavernosa28877-RA	Montipora_capitata_PredGene_g25475.t1
OG0007753	Mcavernosa09930-RA	Montipora_capitata_PredGene_g25544.t1
OG0007754	Mcavernosa08977-RA	Montipora_capitata_PredGene_g25444.t1
OG0007755	Mcavernosa08981-RA	Montipora_capitata_PredGene_g25439.t1, Montipora_capitata_PredGene_g25440.t1
OG0007756	Mcavernosa04524-RA	Montipora_capitata_PredGene_g25495.t1
OG0007757	Mcavernosa31379-RA	Montipora_capitata_PredGene_g51733.t1
OG0007758	Mcavernosa24596-RA	Montipora_capitata_PredGene_g34436.t1
OG0007759	Mcavernosa24614-RA	Montipora_capitata_PredGene_g34429.t1
OG0007760	Mcavernosa12700-RA	Montipora_capitata_PredGene_g20211.t1
OG0007761	Mcavernosa12694-RA, Mcavernosa12695-RA	Montipora_capitata_PredGene_g43094.t1
OG0007762	Mcavernosa12697-RA	Montipora_capitata_PredGene_g20214.t1
OG0007763	Mcavernosa12701-RA	Montipora_capitata_PredGene_g5036.t1
OG0007764	Mcavernosa08856-RA	Montipora_capitata_PredGene_g14963.t1
OG0007765	Mcavernosa05176-RA	Montipora_capitata_PredGene_adi2mcaRNA3572_R2.t1
OG0007766	Mcavernosa03731-RA	Montipora_capitata_PredGene_g47032.t1
OG0007767	Mcavernosa03730-RA	Montipora_capitata_PredGene_g47029.t1
OG0007768	Mcavernosa03726-RA	Montipora_capitata_PredGene_g47025.t1
OG0007769	Mcavernosa13446-RA	Montipora_capitata_PredGene_g15440.t1
OG0007770	Mcavernosa28321-RA	Montipora_capitata_PredGene_g15442.t1
OG0007771	Mcavernosa22145-RA	Montipora_capitata_PredGene_g5195.t1
OG0007772	Mcavernosa18046-RA	Montipora_capitata_PredGene_g5210.t1
OG0007773	Mcavernosa18048-RA	Montipora_capitata_PredGene_g5209.t1
OG0007774	Mcavernosa22142-RA	Montipora_capitata_PredGene_g71335.t1
OG0007775	Mcavernosa22121-RA	Montipora_capitata_PredGene_g1597.t1
OG0007776	Mcavernosa22131-RA	Montipora_capitata_PredGene_g1606.t1, Montipora_capitata_PredGene_g1604.t1
OG0007777	Mcavernosa22139-RA	Montipora_capitata_PredGene_g71328.t1
OG0007778	Mcavernosa14852-RA, Mcavernosa14849-RA	Montipora_capitata_PredGene_g5825.t1
OG0007779	Mcavernosa09066-RA	Montipora_capitata_PredGene_g27209.t1
OG0007780	Mcavernosa03906-RA	Montipora_capitata_PredGene_g22277.t1
OG0007781	Mcavernosa18732-RA	Montipora_capitata_PredGene_g22272.t1
OG0007782	Mcavernosa06968-RA	Montipora_capitata_PredGene_g55151.t1
OG0007783	Mcavernosa02672-RA	Montipora_capitata_PredGene_g26274.t1
OG0007784	Mcavernosa09557-RA, Mcavernosa09556-RA	Montipora_capitata_PredGene_g26273.t1
OG0007785	Mcavernosa23492-RA	Montipora_capitata_PredGene_g35952.t1
OG0007788	Mcavernosa14186-RA	Montipora_capitata_PredGene_g69703.t1
OG0007791	Mcavernosa03770-RA	Montipora_capitata_PredGene_g45334.t1
OG0007792	Mcavernosa03765-RA	Montipora_capitata_PredGene_g45326.t1
OG0007793	Mcavernosa09617-RA	Montipora_capitata_PredGene_g41644.t1
OG0007794	Mcavernosa09623-RA	Montipora_capitata_PredGene_g41654.t1
OG0007795	Mcavernosa21694-RA	Montipora_capitata_PredGene_g29674.t1
OG0007797	Mcavernosa21697-RA, Mcavernosa23590-RA	Montipora_capitata_PredGene_adi2mcaRNA20940_R0.t1
OG0007798	Mcavernosa30028-RA	Montipora_capitata_PredGene_g60895.t1
OG0007800	Mcavernosa18584-RA, Mcavernosa18585-RA	Montipora_capitata_PredGene_g41066.t1
OG0007802	Mcavernosa10506-RA	Montipora_capitata_PredGene_g27861.t1
OG0007803	Mcavernosa10505-RA	Montipora_capitata_PredGene_g27860.t1, Montipora_capitata_PredGene_g27851.t1
OG0007804	Mcavernosa24105-RA	Montipora_capitata_PredGene_adi2mcaRNA10132_R0.t1
OG0007805	Mcavernosa24109-RA, Mcavernosa24110-RA	Montipora_capitata_PredGene_g27883.t1
OG0007806	Mcavernosa25734-RA	Montipora_capitata_PredGene_g27881.t1
OG0007807	Mcavernosa23645-RA	Montipora_capitata_PredGene_g27864.t1
OG0007808	Mcavernosa08679-RA	Montipora_capitata_PredGene_g32973.t1
OG0007809	Mcavernosa20413-RA	Montipora_capitata_PredGene_g32971.t1
OG0007811	Mcavernosa25169-RA	Montipora_capitata_PredGene_adi2mcaRNA405_R0.t1
OG0007812	Mcavernosa25168-RA	Montipora_capitata_PredGene_g60355.t1
OG0007813	Mcavernosa07860-RA	Montipora_capitata_PredGene_g23065.t1
OG0007814	Mcavernosa07856-RA	Montipora_capitata_PredGene_adi2mcaRNA13020_R0.t1
OG0007815	Mcavernosa07854-RA	Montipora_capitata_PredGene_g24963.t1
OG0007817	Mcavernosa11785-RA	Montipora_capitata_PredGene_g24915.t1
OG0007819	Mcavernosa07877-RA, Mcavernosa07882-RA	Montipora_capitata_PredGene_g53513.t1
OG0007820	Mcavernosa31622-RA	Montipora_capitata_PredGene_g6670.t1
OG0007821	Mcavernosa31618-RA	Montipora_capitata_PredGene_g6674.t1
OG0007822	Mcavernosa09745-RA	Montipora_capitata_PredGene_g53469.t1
OG0007823	Mcavernosa05101-RA	Montipora_capitata_PredGene_g32454.t1
OG0007824	Mcavernosa03709-RA	Montipora_capitata_PredGene_g59301.t1
OG0007825	Mcavernosa08965-RA	Montipora_capitata_PredGene_g25484.t1
OG0007826	Mcavernosa23262-RA	Montipora_capitata_PredGene_g46334.t1
OG0007827	Mcavernosa23260-RA	Montipora_capitata_PredGene_g46332.t1
OG0007828	Mcavernosa22152-RA	Montipora_capitata_PredGene_g27646.t1
OG0007830	Mcavernosa33845-RA	Montipora_capitata_PredGene_g1752.t1
OG0007831	Mcavernosa19880-RA	Montipora_capitata_PredGene_g1748.t1
OG0007832	Mcavernosa14285-RA	Montipora_capitata_PredGene_g1758.t1
OG0007833	Mcavernosa17101-RA	Montipora_capitata_PredGene_g24981.t1
OG0007834	Mcavernosa16467-RA	Montipora_capitata_PredGene_g45867.t1
OG0007835	Mcavernosa16465-RA	Montipora_capitata_PredGene_g45866.t1
OG0007836	Mcavernosa22174-RA	Montipora_capitata_PredGene_g50144.t1, Montipora_capitata_PredGene_g54512.t1, Montipora_capitata_PredGene_g42966.t1, Montipora_capitata_PredGene_g21925.t1, Montipora_capitata_PredGene_g64436.t1
OG0007838	Mcavernosa16426-RA	Montipora_capitata_PredGene_g53947.t1
OG0007839	Mcavernosa24382-RA	Montipora_capitata_PredGene_g6314.t1
OG0007841	Mcavernosa07917-RA	Montipora_capitata_PredGene_adi2mcaRNA40367_R7.t1
OG0007842	Mcavernosa09496-RA	Montipora_capitata_PredGene_g70202.t1
OG0007843	Mcavernosa09498-RA	Montipora_capitata_PredGene_g68357.t1
OG0007844	Mcavernosa00014-RA	Montipora_capitata_PredGene_g29329.t1
OG0007845	Mcavernosa00015-RA	Montipora_capitata_PredGene_g29328.t1
OG0007846	Mcavernosa00007-RA	Montipora_capitata_PredGene_g29324.t1
OG0007847	Mcavernosa00017-RA	Montipora_capitata_PredGene_adi2mcaRNA32854_R0.t1
OG0007850	Mcavernosa31799-RA	Montipora_capitata_PredGene_g31834.t1, Montipora_capitata_PredGene_g20164.t1
OG0007851	Mcavernosa21367-RA	Montipora_capitata_PredGene_g55118.t1
OG0007852	Mcavernosa21370-RA	Montipora_capitata_PredGene_g16869.t1
OG0007854	Mcavernosa19599-RA	Montipora_capitata_PredGene_g17605.t1
OG0007855	Mcavernosa27942-RA	Montipora_capitata_PredGene_g35124.t1
OG0007857	Mcavernosa18390-RA	Montipora_capitata_PredGene_g15294.t1
OG0007859	Mcavernosa31882-RA	Montipora_capitata_PredGene_g67240.t1
OG0007860	Mcavernosa19335-RA	Montipora_capitata_PredGene_g49594.t1
OG0007862	Mcavernosa22848-RA, Mcavernosa22857-RA	Montipora_capitata_PredGene_g40033.t1
OG0007863	Mcavernosa22858-RA, Mcavernosa22849-RA	Montipora_capitata_PredGene_g40034.t1
OG0007864	Mcavernosa32600-RA, Mcavernosa22851-RA	Montipora_capitata_PredGene_g40037.t1
OG0007866	Mcavernosa35065-RA, Mcavernosa19560-RA, Mcavernosa27225-RA, Mcavernosa19057-RA, Mcavernosa19559-RA	Montipora_capitata_PredGene_g25607.t1
OG0007867	Mcavernosa27273-RA	Montipora_capitata_PredGene_g47488.t1
OG0007868	Mcavernosa27274-RA, Mcavernosa27280-RA	Montipora_capitata_PredGene_g47489.t1
OG0007873	Mcavernosa04559-RA	Montipora_capitata_PredGene_g39260.t1
OG0007875	Mcavernosa09166-RA	Montipora_capitata_PredGene_g47581.t1, Montipora_capitata_PredGene_g47580.t1
OG0007876	Mcavernosa09165-RA	Montipora_capitata_PredGene_adi2mcaRNA12377_R0.t1
OG0007877	Mcavernosa23226-RA	Montipora_capitata_PredGene_g52004.t1
OG0007879	Mcavernosa31947-RA	Montipora_capitata_PredGene_g32751.t1
OG0007880	Mcavernosa31946-RA	Montipora_capitata_PredGene_g32752.t1
OG0007881	Mcavernosa16345-RA	Montipora_capitata_PredGene_g32764.t1
OG0007882	Mcavernosa31943-RA	Montipora_capitata_PredGene_adi2mcaRNA15462_R0.t1
OG0007886	Mcavernosa24465-RA	Montipora_capitata_PredGene_g36419.t1
OG0007887	Mcavernosa24467-RA	Montipora_capitata_PredGene_g36422.t1
OG0007889	Mcavernosa23877-RA	Montipora_capitata_PredGene_adi2mcaRNA16857_R0.t1
OG0007890	Mcavernosa09970-RA	Montipora_capitata_PredGene_g34496.t1
OG0007891	Mcavernosa13578-RA	Montipora_capitata_PredGene_g34502.t1
OG0007892	Mcavernosa02974-RA	Montipora_capitata_PredGene_g29258.t1
OG0007893	Mcavernosa02905-RA	Montipora_capitata_PredGene_g29270.t1
OG0007894	Mcavernosa17559-RA	Montipora_capitata_PredGene_g26477.t1
OG0007896	Mcavernosa22971-RA	Montipora_capitata_PredGene_g41978.t1
OG0007897	Mcavernosa10578-RA	Montipora_capitata_PredGene_g26472.t1
OG0007898	Mcavernosa05540-RA	Montipora_capitata_PredGene_g43424.t1
OG0007899	Mcavernosa28432-RA	Montipora_capitata_PredGene_g43417.t1
OG0007900	Mcavernosa02368-RA	Montipora_capitata_PredGene_g43402.t1
OG0007901	Mcavernosa05532-RA	Montipora_capitata_PredGene_g43434.t1
OG0007902	Mcavernosa05513-RA	Montipora_capitata_PredGene_g37108.t1
OG0007904	Mcavernosa14651-RA	Montipora_capitata_PredGene_g34654.t1
OG0007905	Mcavernosa14652-RA	Montipora_capitata_PredGene_g34655.t1
OG0007906	Mcavernosa14654-RA	Montipora_capitata_PredGene_g34666.t1
OG0007907	Mcavernosa14653-RA	Montipora_capitata_PredGene_g34665.t1
OG0007908	Mcavernosa18648-RA	Montipora_capitata_PredGene_g33469.t1
OG0007909	Mcavernosa14195-RA	Montipora_capitata_PredGene_g26001.t1
OG0007910	Mcavernosa20516-RA, Mcavernosa20520-RA	Montipora_capitata_PredGene_g25997.t1
OG0007911	Mcavernosa28513-RA	Montipora_capitata_PredGene_g62625.t1
OG0007914	Mcavernosa00725-RA	Montipora_capitata_PredGene_g830.t1
OG0007915	Mcavernosa00800-RA	Montipora_capitata_PredGene_g2793.t1
OG0007916	Mcavernosa00801-RA	Montipora_capitata_PredGene_g2792.t1
OG0007917	Mcavernosa08587-RA, Mcavernosa08588-RA	Montipora_capitata_PredGene_adi2mcaRNA4492_R0.t1
OG0007919	Mcavernosa03925-RA	Montipora_capitata_PredGene_g22253.t1
OG0007920	Mcavernosa03926-RA	Montipora_capitata_PredGene_g22252.t1
OG0007921	Mcavernosa30616-RA	Montipora_capitata_PredGene_g39929.t1
OG0007922	Mcavernosa08582-RA	Montipora_capitata_PredGene_g64096.t1
OG0007923	Mcavernosa19697-RA	Montipora_capitata_PredGene_g64098.t1
OG0007924	Mcavernosa19693-RA	Montipora_capitata_PredGene_g7880.t1, Montipora_capitata_PredGene_g64102.t1
OG0007925	Mcavernosa00127-RA	Montipora_capitata_PredGene_g64493.t1
OG0007926	Mcavernosa27434-RA	Montipora_capitata_PredGene_g49538.t1
OG0007927	Mcavernosa07290-RA, Mcavernosa07292-RA	Montipora_capitata_PredGene_g27538.t1
OG0007928	Mcavernosa07289-RA	Montipora_capitata_PredGene_g27536.t1
OG0007929	Mcavernosa04298-RA	Montipora_capitata_PredGene_g44194.t1
OG0007930	Mcavernosa11184-RA	Montipora_capitata_PredGene_g35258.t1
OG0007931	Mcavernosa11185-RA	Montipora_capitata_PredGene_g35259.t1
OG0007932	Mcavernosa11181-RA	Montipora_capitata_PredGene_g35255.t1
OG0007934	Mcavernosa15749-RA	Montipora_capitata_PredGene_g69575.t1
OG0007935	Mcavernosa15745-RA, Mcavernosa15741-RA	Montipora_capitata_PredGene_g69572.t1
OG0007936	Mcavernosa15746-RA	Montipora_capitata_PredGene_g69573.t1
OG0007937	Mcavernosa29804-RA	Montipora_capitata_PredGene_g69577.t1
OG0007939	Mcavernosa28658-RA	Montipora_capitata_PredGene_g33966.t1
OG0007940	Mcavernosa15852-RA	Montipora_capitata_PredGene_g22740.t1
OG0007941	Mcavernosa09211-RA	Montipora_capitata_PredGene_adi2mcaRNA11212_R0.t1
OG0007942	Mcavernosa14433-RA	Montipora_capitata_PredGene_adi2mcaRNA31771_R1.t1
OG0007943	Mcavernosa31599-RA	Montipora_capitata_PredGene_g13005.t1
OG0007945	Mcavernosa25143-RA	Montipora_capitata_PredGene_g28265.t1
OG0007946	Mcavernosa04007-RA	Montipora_capitata_PredGene_g31416.t1
OG0007947	Mcavernosa26846-RA	Montipora_capitata_PredGene_g67442.t1
OG0007948	Mcavernosa12617-RA, Mcavernosa12616-RA	Montipora_capitata_PredGene_g40759.t1
OG0007949	Mcavernosa12627-RA, Mcavernosa12625-RA	Montipora_capitata_PredGene_adi2mcaRNA30890_R0.t1
OG0007950	Mcavernosa12601-RA, Mcavernosa30528-RA	Montipora_capitata_PredGene_adi2mcaRNA24840_R0.t1
OG0007951	Mcavernosa00504-RA	Montipora_capitata_PredGene_g22978.t1
OG0007952	Mcavernosa00500-RA	Montipora_capitata_PredGene_g22976.t1
OG0007953	Mcavernosa28520-RA	Montipora_capitata_PredGene_g53762.t1
OG0007954	Mcavernosa21091-RA	Montipora_capitata_PredGene_g4381.t1
OG0007955	Mcavernosa28294-RA	Montipora_capitata_PredGene_adi2mcaRNA3286_R0.t1
OG0007957	Mcavernosa34883-RA	Montipora_capitata_PredGene_g64081.t1
OG0007958	Mcavernosa29970-RA	Montipora_capitata_PredGene_g28150.t1
OG0007959	Mcavernosa29971-RA	Montipora_capitata_PredGene_g28149.t1
OG0007960	Mcavernosa26653-RA	Montipora_capitata_PredGene_g28154.t1
OG0007961	Mcavernosa06916-RA	Montipora_capitata_PredGene_g52713.t1
OG0007963	Mcavernosa21533-RA	Montipora_capitata_PredGene_g35169.t1
OG0007964	Mcavernosa32526-RA	Montipora_capitata_PredGene_g35170.t1
OG0007966	Mcavernosa17870-RA	Montipora_capitata_PredGene_g9814.t1
OG0007967	Mcavernosa17868-RA	Montipora_capitata_PredGene_g9815.t1
OG0007968	Mcavernosa15508-RA	Montipora_capitata_PredGene_g12050.t1
OG0007969	Mcavernosa22726-RA	Montipora_capitata_PredGene_g7925.t1
OG0007970	Mcavernosa03582-RA	Montipora_capitata_PredGene_adi2mcaRNA35177_R0.t1
OG0007971	Mcavernosa27002-RA	Montipora_capitata_PredGene_g56463.t1, Montipora_capitata_PredGene_g47454.t1
OG0007972	Mcavernosa27004-RA	Montipora_capitata_PredGene_adi2mcaRNA35168_R1.t1
OG0007974	Mcavernosa26899-RA	Montipora_capitata_PredGene_g37970.t1
OG0007975	Mcavernosa31414-RA	Montipora_capitata_PredGene_g66111.t1
OG0007976	Mcavernosa31417-RA	Montipora_capitata_PredGene_g66114.t1
OG0007977	Mcavernosa28410-RA	Montipora_capitata_PredGene_g42333.t1
OG0007978	Mcavernosa28412-RA	Montipora_capitata_PredGene_g42335.t1
OG0007979	Mcavernosa28413-RA	Montipora_capitata_PredGene_g42338.t1
OG0007980	Mcavernosa30204-RA, Mcavernosa27647-RA	Montipora_capitata_PredGene_g62947.t1
OG0007981	Mcavernosa27824-RA, Mcavernosa27825-RA	Montipora_capitata_PredGene_g36976.t1
OG0007982	Mcavernosa30624-RA	Montipora_capitata_PredGene_adi2mcaRNA37490_R0.t1
OG0007983	Mcavernosa30622-RA	Montipora_capitata_PredGene_g58328.t1
OG0007984	Mcavernosa30623-RA	Montipora_capitata_PredGene_g58329.t1
OG0007985	Mcavernosa26777-RA	Montipora_capitata_PredGene_adi2mcaRNA24725_R0.t1
OG0007986	Mcavernosa28519-RA	Montipora_capitata_PredGene_g53761.t1
OG0007987	Mcavernosa17058-RA	Montipora_capitata_PredGene_g42581.t1
OG0007988	Mcavernosa30063-RA	Montipora_capitata_PredGene_g47563.t1
OG0007989	Mcavernosa20263-RA, Mcavernosa20264-RA, Mcavernosa20265-RA	Montipora_capitata_PredGene_g61085.t1
OG0007990	Mcavernosa31224-RA	Montipora_capitata_PredGene_g38790.t1
OG0007991	Mcavernosa28278-RA	Montipora_capitata_PredGene_g56727.t1
OG0007994	Mcavernosa02210-RA	Montipora_capitata_PredGene_adi2mcaRNA38448_R0.t1
OG0007996	Mcavernosa00860-RA	Montipora_capitata_PredGene_g58602.t1
OG0007997	Mcavernosa16401-RA	Montipora_capitata_PredGene_g58566.t1
OG0007998	Mcavernosa18645-RA	Montipora_capitata_PredGene_g11826.t1
OG0008000	Mcavernosa11633-RA	Montipora_capitata_PredGene_g51254.t1
OG0008002	Mcavernosa22685-RA	Montipora_capitata_PredGene_adi2mcaRNA7550_R0.t1
OG0008003	Mcavernosa22662-RA	Montipora_capitata_PredGene_g34000.t1
OG0008004	Mcavernosa22672-RA	Montipora_capitata_PredGene_g33999.t1
OG0008006	Mcavernosa04495-RA	Montipora_capitata_PredGene_g33150.t1
OG0008007	Mcavernosa34307-RA, Mcavernosa34306-RA	Montipora_capitata_PredGene_g33229.t1
OG0008010	Mcavernosa14598-RA	Montipora_capitata_PredGene_g37041.t1
OG0008011	Mcavernosa14593-RA	Montipora_capitata_PredGene_g37039.t1
OG0008012	Mcavernosa14600-RA	Montipora_capitata_PredGene_g37043.t1
OG0008013	Mcavernosa14603-RA	Montipora_capitata_PredGene_g37050.t1
OG0008014	Mcavernosa10773-RA	Montipora_capitata_PredGene_g60982.t1
OG0008016	Mcavernosa26416-RA	Montipora_capitata_PredGene_g13754.t1
OG0008018	Mcavernosa29854-RA	Montipora_capitata_PredGene_adi2mcaRNA32214_R1.t1
OG0008019	Mcavernosa30085-RA	Montipora_capitata_PredGene_g34473.t1
OG0008020	Mcavernosa31132-RA	Montipora_capitata_PredGene_g29218.t1
OG0008021	Mcavernosa31135-RA	Montipora_capitata_PredGene_g29219.t1
OG0008022	Mcavernosa32430-RA	Montipora_capitata_PredGene_adi2mcaRNA3177_R3.t1
OG0008023	Mcavernosa23270-RA	Montipora_capitata_PredGene_g41211.t1
OG0008024	Mcavernosa13141-RA	Montipora_capitata_PredGene_g48504.t1
OG0008026	Mcavernosa25260-RA	Montipora_capitata_PredGene_g30057.t1
OG0008027	Mcavernosa15422-RA	Montipora_capitata_PredGene_g6352.t1, Montipora_capitata_PredGene_adi2mcaRNA6974_R2.t1
OG0008028	Mcavernosa13833-RA	Montipora_capitata_PredGene_g10225.t1
OG0008029	Mcavernosa06101-RA	Montipora_capitata_PredGene_g52825.t1
OG0008031	Mcavernosa00425-RA	Montipora_capitata_PredGene_g55597.t1
OG0008032	Mcavernosa19754-RA	Montipora_capitata_PredGene_g53109.t1
OG0008033	Mcavernosa21595-RA	Montipora_capitata_PredGene_g53116.t1
OG0008034	Mcavernosa26821-RA	Montipora_capitata_PredGene_g33275.t1
OG0008035	Mcavernosa26823-RA	Montipora_capitata_PredGene_g33272.t1
OG0008037	Mcavernosa17594-RA	Montipora_capitata_PredGene_g11206.t1
OG0008038	Mcavernosa11488-RA	Montipora_capitata_PredGene_g49921.t1
OG0008039	Mcavernosa28523-RA	Montipora_capitata_PredGene_g53764.t1
OG0008040	Mcavernosa10414-RA	Montipora_capitata_PredGene_g39424.t1
OG0008041	Mcavernosa23118-RA	Montipora_capitata_PredGene_g39419.t1
OG0008042	Mcavernosa10413-RA	Montipora_capitata_PredGene_g39423.t1
OG0008043	Mcavernosa07720-RA, Mcavernosa34947-RA	Montipora_capitata_PredGene_g53638.t1
OG0008044	Mcavernosa13640-RA, Mcavernosa13641-RA	Montipora_capitata_PredGene_g35991.t1
