Orthogroup	Mcavernosa.maker.proteins	Pocillopora_acuta_HIv1.genes.pep
OG0005447	Mcavernosa18469-RA, Mcavernosa18466-RA	Pocillopora_acuta_HIv1_PredGene_g26278.t1
OG0005449	Mcavernosa25058-RA	Pocillopora_acuta_HIv1_PredGene_g22704.t1, Pocillopora_acuta_HIv1_PredGene_2805_t
OG0005450	Mcavernosa25054-RA	Pocillopora_acuta_HIv1_PredGene_2801_t, Pocillopora_acuta_HIv1_PredGene_g22700.t2, Pocillopora_acuta_HIv1_PredGene_g22700.t1
OG0005453	Mcavernosa16510-RA, Mcavernosa16511-RA	Pocillopora_acuta_HIv1_PredGene_g2864.t1
OG0005454	Mcavernosa15005-RA	Pocillopora_acuta_HIv1_PredGene_g13460.t1, Pocillopora_acuta_HIv1_PredGene_g6056.t1
OG0005455	Mcavernosa14995-RA	Pocillopora_acuta_HIv1_PredGene_g1408.t1, Pocillopora_acuta_HIv1_PredGene_g6048.t1, Pocillopora_acuta_HIv1_PredGene_g12638.t1
OG0005456	Mcavernosa14998-RA	Pocillopora_acuta_HIv1_PredGene_g1406.t1, Pocillopora_acuta_HIv1_PredGene_g12636.t1, Pocillopora_acuta_HIv1_PredGene_g6050.t1
OG0005457	Mcavernosa00644-RA	Pocillopora_acuta_HIv1_PredGene_17688_t, Pocillopora_acuta_HIv1_PredGene_g13474.t1
OG0005458	Mcavernosa30003-RA	Pocillopora_acuta_HIv1_PredGene_g12274.t1, Pocillopora_acuta_HIv1_PredGene_g26649.t1
OG0005459	Mcavernosa20157-RA, Mcavernosa20155-RA	Pocillopora_acuta_HIv1_PredGene_g19990.t1
OG0005460	Mcavernosa07049-RA	Pocillopora_acuta_HIv1_PredGene_g2082.t1, Pocillopora_acuta_HIv1_PredGene_22269_t, Pocillopora_acuta_HIv1_PredGene_22268_t
OG0005461	Mcavernosa11846-RA	Pocillopora_acuta_HIv1_PredGene_g10394.t1, Pocillopora_acuta_HIv1_PredGene_g6393.t1
OG0005463	Mcavernosa01213-RA	Pocillopora_acuta_HIv1_PredGene_g5641.t1
OG0005464	Mcavernosa25198-RA	Pocillopora_acuta_HIv1_PredGene_10885_t, Pocillopora_acuta_HIv1_PredGene_g29742.t1, Pocillopora_acuta_HIv1_PredGene_g17294.t1
OG0005466	Mcavernosa05354-RA	Pocillopora_acuta_HIv1_PredGene_g31253.t1, Pocillopora_acuta_HIv1_PredGene_23835_t, Pocillopora_acuta_HIv1_PredGene_g19504.t1
OG0005467	Mcavernosa24339-RA, Mcavernosa24336-RA	Pocillopora_acuta_HIv1_PredGene_21933_t, Pocillopora_acuta_HIv1_PredGene_g26148.t1
OG0005468	Mcavernosa10166-RA	Pocillopora_acuta_HIv1_PredGene_g1944.t1
OG0005469	Mcavernosa01869-RA, Mcavernosa01870-RA	Pocillopora_acuta_HIv1_PredGene_g16130.t1, Pocillopora_acuta_HIv1_PredGene_31216_t
OG0005470	Mcavernosa24505-RA, Mcavernosa24506-RA	Pocillopora_acuta_HIv1_PredGene_g2993.t1, Pocillopora_acuta_HIv1_PredGene_10483_t
OG0005471	Mcavernosa16447-RA	Pocillopora_acuta_HIv1_PredGene_g2980.t1, Pocillopora_acuta_HIv1_PredGene_g2980.t2, Pocillopora_acuta_HIv1_PredGene_10469_t
OG0005473	Mcavernosa03014-RA	Pocillopora_acuta_HIv1_PredGene_g27931.t1
OG0005474	Mcavernosa33518-RA, Mcavernosa03009-RA	Pocillopora_acuta_HIv1_PredGene_13273_t, Pocillopora_acuta_HIv1_PredGene_g27930.t1
OG0005478	Mcavernosa32017-RA	Pocillopora_acuta_HIv1_PredGene_g30095.t1
OG0005479	Mcavernosa33348-RA	Pocillopora_acuta_HIv1_PredGene_12170_t
OG0005479	Mcavernosa30505-RA	Pocillopora_acuta_HIv1_PredGene_g30099.t1
OG0005480	Mcavernosa13397-RA	Pocillopora_acuta_HIv1_PredGene_g5125.t1
OG0005481	Mcavernosa11186-RA	Pocillopora_acuta_HIv1_PredGene_g9959.t1, Pocillopora_acuta_HIv1_PredGene_g9957.t1, Pocillopora_acuta_HIv1_PredGene_g9958.t1
OG0005482	Mcavernosa15359-RA, Mcavernosa15362-RA	Pocillopora_acuta_HIv1_PredGene_g13713.t1, Pocillopora_acuta_HIv1_PredGene_g22951.t1
OG0005484	Mcavernosa24661-RA	Pocillopora_acuta_HIv1_PredGene_g3283.t1
OG0005485	Mcavernosa24659-RA	Pocillopora_acuta_HIv1_PredGene_g3285.t1
OG0005486	Mcavernosa13026-RA	Pocillopora_acuta_HIv1_PredGene_g6208.t2, Pocillopora_acuta_HIv1_PredGene_g6208.t1
OG0005487	Mcavernosa29034-RA, Mcavernosa30053-RA, Mcavernosa29032-RA	Pocillopora_acuta_HIv1_PredGene_g22387.t1
OG0005488	Mcavernosa18076-RA	Pocillopora_acuta_HIv1_PredGene_g3714.t1, Pocillopora_acuta_HIv1_PredGene_g3714.t2
OG0005489	Mcavernosa03022-RA, Mcavernosa03021-RA	Pocillopora_acuta_HIv1_PredGene_13279_t, Pocillopora_acuta_HIv1_PredGene_g27935.t1
OG0005490	Mcavernosa22222-RA	Pocillopora_acuta_HIv1_PredGene_g31386.t1, Pocillopora_acuta_HIv1_PredGene_g31386.t3, Pocillopora_acuta_HIv1_PredGene_g31386.t2
OG0005491	Mcavernosa22223-RA	Pocillopora_acuta_HIv1_PredGene_g31388.t1
OG0005492	Mcavernosa12556-RA	Pocillopora_acuta_HIv1_PredGene_g4546.t1, Pocillopora_acuta_HIv1_PredGene_g30550.t1
OG0005494	Mcavernosa31464-RA	Pocillopora_acuta_HIv1_PredGene_g16803.t1, Pocillopora_acuta_HIv1_PredGene_15858_t
OG0005496	Mcavernosa27687-RA, Mcavernosa12171-RA	Pocillopora_acuta_HIv1_PredGene_g25729.t1
OG0005497	Mcavernosa12174-RA, Mcavernosa12173-RA	Pocillopora_acuta_HIv1_PredGene_g25730.t1
OG0005498	Mcavernosa28557-RA, Mcavernosa28552-RA	Pocillopora_acuta_HIv1_PredGene_g17342.t1, Pocillopora_acuta_HIv1_PredGene_g29680.t1
OG0005499	Mcavernosa28546-RA	Pocillopora_acuta_HIv1_PredGene_g29673.t1, Pocillopora_acuta_HIv1_PredGene_g17349.t1
OG0005500	Mcavernosa20483-RA	Pocillopora_acuta_HIv1_PredGene_1126_t, Pocillopora_acuta_HIv1_PredGene_g29656.t1, Pocillopora_acuta_HIv1_PredGene_g17374.t1
OG0005501	Mcavernosa15514-RA	Pocillopora_acuta_HIv1_PredGene_g21047.t1
OG0005502	Mcavernosa24932-RA	Pocillopora_acuta_HIv1_PredGene_g20902.t1
OG0005503	Mcavernosa02979-RA	Pocillopora_acuta_HIv1_PredGene_g20935.t1
OG0005504	Mcavernosa02996-RA	Pocillopora_acuta_HIv1_PredGene_g20926.t1, Pocillopora_acuta_HIv1_PredGene_g20925.t1
OG0005505	Mcavernosa28170-RA	Pocillopora_acuta_HIv1_PredGene_3287_t, Pocillopora_acuta_HIv1_PredGene_g9112.t1
OG0005506	Mcavernosa28169-RA	Pocillopora_acuta_HIv1_PredGene_g9114.t2, Pocillopora_acuta_HIv1_PredGene_3289_t, Pocillopora_acuta_HIv1_PredGene_g9114.t1
OG0005507	Mcavernosa23175-RA, Mcavernosa23173-RA	Pocillopora_acuta_HIv1_PredGene_g23013.t2, Pocillopora_acuta_HIv1_PredGene_g23013.t1
OG0005508	Mcavernosa16781-RA, Mcavernosa32962-RA	Pocillopora_acuta_HIv1_PredGene_g20643.t1, Pocillopora_acuta_HIv1_PredGene_26998_t, Pocillopora_acuta_HIv1_PredGene_g20643.t2
OG0005509	Mcavernosa09392-RA, Mcavernosa09389-RA	Pocillopora_acuta_HIv1_PredGene_g10503.t1
OG0005510	Mcavernosa04002-RA	Pocillopora_acuta_HIv1_PredGene_g13635.t1, Pocillopora_acuta_HIv1_PredGene_g31281.t1
OG0005512	Mcavernosa14188-RA	Pocillopora_acuta_HIv1_PredGene_g10022.t1
OG0005513	Mcavernosa34819-RA	Pocillopora_acuta_HIv1_PredGene_g364.t1
OG0005514	Mcavernosa25326-RA, Mcavernosa25318-RA	Pocillopora_acuta_HIv1_PredGene_g376.t1
OG0005516	Mcavernosa27565-RA	Pocillopora_acuta_HIv1_PredGene_26742_t, Pocillopora_acuta_HIv1_PredGene_g31830.t1
OG0005520	Mcavernosa02400-RA	Pocillopora_acuta_HIv1_PredGene_g27174.t2, Pocillopora_acuta_HIv1_PredGene_16846_t, Pocillopora_acuta_HIv1_PredGene_g27174.t1
OG0005521	Mcavernosa02406-RA	Pocillopora_acuta_HIv1_PredGene_g27183.t1
OG0005522	Mcavernosa24968-RA	Pocillopora_acuta_HIv1_PredGene_g33447.t1
OG0005523	Mcavernosa02417-RA	Pocillopora_acuta_HIv1_PredGene_16657_t, Pocillopora_acuta_HIv1_PredGene_g27199.t1, Pocillopora_acuta_HIv1_PredGene_g33472.t1, Pocillopora_acuta_HIv1_PredGene_16871_t
OG0005524	Mcavernosa26198-RA	Pocillopora_acuta_HIv1_PredGene_g4499.t1, Pocillopora_acuta_HIv1_PredGene_g25787.t1
OG0005525	Mcavernosa22900-RA	Pocillopora_acuta_HIv1_PredGene_4936_t, Pocillopora_acuta_HIv1_PredGene_g23359.t1
OG0005526	Mcavernosa16448-RA	Pocillopora_acuta_HIv1_PredGene_g2979.t1
OG0005527	Mcavernosa27200-RA	Pocillopora_acuta_HIv1_PredGene_g9489.t1
OG0005528	Mcavernosa29973-RA	Pocillopora_acuta_HIv1_PredGene_g9761.t1
OG0005529	Mcavernosa07442-RA	Pocillopora_acuta_HIv1_PredGene_12051_t, Pocillopora_acuta_HIv1_PredGene_g18844.t1
OG0005530	Mcavernosa07410-RA	Pocillopora_acuta_HIv1_PredGene_g18854.t1
OG0005531	Mcavernosa07408-RA	Pocillopora_acuta_HIv1_PredGene_12065_t
OG0005533	Mcavernosa28200-RA	Pocillopora_acuta_HIv1_PredGene_g9104.t1
OG0005534	Mcavernosa07183-RA	Pocillopora_acuta_HIv1_PredGene_g8515.t1
OG0005536	Mcavernosa20632-RA, Mcavernosa20631-RA	Pocillopora_acuta_HIv1_PredGene_g12837.t1
OG0005537	Mcavernosa04929-RA, Mcavernosa21623-RA	Pocillopora_acuta_HIv1_PredGene_g22884.t1
OG0005538	Mcavernosa05289-RA	Pocillopora_acuta_HIv1_PredGene_g5185.t1
OG0005539	Mcavernosa10675-RA, Mcavernosa29286-RA	Pocillopora_acuta_HIv1_PredGene_g22864.t1
OG0005540	Mcavernosa12222-RA	Pocillopora_acuta_HIv1_PredGene_g22906.t1, Pocillopora_acuta_HIv1_PredGene_6522_t, Pocillopora_acuta_HIv1_PredGene_g20088.t1
OG0005541	Mcavernosa10643-RA	Pocillopora_acuta_HIv1_PredGene_g18646.t1
OG0005544	Mcavernosa06707-RA, Mcavernosa06708-RA	Pocillopora_acuta_HIv1_PredGene_g18382.t1
OG0005546	Mcavernosa26794-RA	Pocillopora_acuta_HIv1_PredGene_29117_t, Pocillopora_acuta_HIv1_PredGene_g28878.t1, Pocillopora_acuta_HIv1_PredGene_g6374.t1
OG0005547	Mcavernosa26790-RA	Pocillopora_acuta_HIv1_PredGene_g6373.t1, Pocillopora_acuta_HIv1_PredGene_g28879.t1
OG0005549	Mcavernosa33994-RA, Mcavernosa33071-RA, Mcavernosa24266-RA	Pocillopora_acuta_HIv1_PredGene_g712.t1
OG0005550	Mcavernosa33494-RA	Pocillopora_acuta_HIv1_PredGene_g23067.t1, Pocillopora_acuta_HIv1_PredGene_g8430.t1, Pocillopora_acuta_HIv1_PredGene_11228_t
OG0005552	Mcavernosa28210-RA, Mcavernosa28202-RA	Pocillopora_acuta_HIv1_PredGene_g7520.t1
OG0005553	Mcavernosa20053-RA	Pocillopora_acuta_HIv1_PredGene_g7521.t2, Pocillopora_acuta_HIv1_PredGene_g7521.t1
OG0005555	Mcavernosa12205-RA	Pocillopora_acuta_HIv1_PredGene_g14078.t1
OG0005556	Mcavernosa01852-RA	Pocillopora_acuta_HIv1_PredGene_g9681.t1
OG0005558	Mcavernosa07633-RA	Pocillopora_acuta_HIv1_PredGene_g20591.t1, Pocillopora_acuta_HIv1_PredGene_g14189.t1, Pocillopora_acuta_HIv1_PredGene_g10784.t1
OG0005559	Mcavernosa07636-RA	Pocillopora_acuta_HIv1_PredGene_g20590.t1, Pocillopora_acuta_HIv1_PredGene_g10785.t1, Pocillopora_acuta_HIv1_PredGene_g14190.t1
OG0005561	Mcavernosa30449-RA	Pocillopora_acuta_HIv1_PredGene_g9805.t1, Pocillopora_acuta_HIv1_PredGene_g16181.t1
OG0005562	Mcavernosa32321-RA	Pocillopora_acuta_HIv1_PredGene_g22104.t1, Pocillopora_acuta_HIv1_PredGene_4343_t
OG0005563	Mcavernosa19994-RA	Pocillopora_acuta_HIv1_PredGene_19628_t, Pocillopora_acuta_HIv1_PredGene_g23105.t1
OG0005564	Mcavernosa02855-RA	Pocillopora_acuta_HIv1_PredGene_g1698.t1
OG0005565	Mcavernosa18304-RA	Pocillopora_acuta_HIv1_PredGene_g2664.t1, Pocillopora_acuta_HIv1_PredGene_g555.t1
OG0005566	Mcavernosa11481-RA	Pocillopora_acuta_HIv1_PredGene_g21606.t1, Pocillopora_acuta_HIv1_PredGene_g3043.t1
OG0005567	Mcavernosa08663-RA	Pocillopora_acuta_HIv1_PredGene_g11230.t1, Pocillopora_acuta_HIv1_PredGene_28048_t
OG0005568	Mcavernosa10621-RA, Mcavernosa10626-RA	Pocillopora_acuta_HIv1_PredGene_g3883.t1
OG0005569	Mcavernosa13597-RA	Pocillopora_acuta_HIv1_PredGene_g1266.t1
OG0005571	Mcavernosa20091-RA	Pocillopora_acuta_HIv1_PredGene_g4034.t1
OG0005572	Mcavernosa00184-RA	Pocillopora_acuta_HIv1_PredGene_g9855.t1
OG0005573	Mcavernosa00177-RA	Pocillopora_acuta_HIv1_PredGene_g9857.t1
OG0005574	Mcavernosa23037-RA	Pocillopora_acuta_HIv1_PredGene_g14801.t1, Pocillopora_acuta_HIv1_PredGene_15419_t
OG0005575	Mcavernosa20179-RA	Pocillopora_acuta_HIv1_PredGene_g9522.t1, Pocillopora_acuta_HIv1_PredGene_g32310.t1, Pocillopora_acuta_HIv1_PredGene_g9520.t1
OG0005576	Mcavernosa15642-RA	Pocillopora_acuta_HIv1_PredGene_g24944.t1, Pocillopora_acuta_HIv1_PredGene_g24944.t2
OG0005577	Mcavernosa15644-RA	Pocillopora_acuta_HIv1_PredGene_g24943.t1
OG0005579	Mcavernosa07151-RA	Pocillopora_acuta_HIv1_PredGene_g8631.t1
OG0005580	Mcavernosa34825-RA, Mcavernosa11171-RA	Pocillopora_acuta_HIv1_PredGene_g12829.t1
OG0005581	Mcavernosa27881-RA	Pocillopora_acuta_HIv1_PredGene_g31203.t1, Pocillopora_acuta_HIv1_PredGene_g32163.t1, Pocillopora_acuta_HIv1_PredGene_11110_t
OG0005582	Mcavernosa27870-RA, Mcavernosa27872-RA	Pocillopora_acuta_HIv1_PredGene_g32168.t1, Pocillopora_acuta_HIv1_PredGene_g31208.t1
OG0005583	Mcavernosa02760-RA	Pocillopora_acuta_HIv1_PredGene_g7758.t1
OG0005584	Mcavernosa02762-RA, Mcavernosa02761-RA	Pocillopora_acuta_HIv1_PredGene_g7757.t1
OG0005585	Mcavernosa02749-RA	Pocillopora_acuta_HIv1_PredGene_g7766.t1
OG0005586	Mcavernosa03457-RA, Mcavernosa03454-RA	Pocillopora_acuta_HIv1_PredGene_g7780.t1
OG0005587	Mcavernosa12911-RA	Pocillopora_acuta_HIv1_PredGene_g5357.t1, Pocillopora_acuta_HIv1_PredGene_14958_t
OG0005588	Mcavernosa01598-RA	Pocillopora_acuta_HIv1_PredGene_g9373.t1, Pocillopora_acuta_HIv1_PredGene_10740_t, Pocillopora_acuta_HIv1_PredGene_g21092.t1
OG0005589	Mcavernosa01588-RA, Mcavernosa01589-RA, Mcavernosa01586-RA	Pocillopora_acuta_HIv1_PredGene_g21087.t1, Pocillopora_acuta_HIv1_PredGene_g21087.t2
OG0005590	Mcavernosa15879-RA	Pocillopora_acuta_HIv1_PredGene_g2558.t1
OG0005592	Mcavernosa14787-RA	Pocillopora_acuta_HIv1_PredGene_g26026.t1
OG0005593	Mcavernosa22475-RA	Pocillopora_acuta_HIv1_PredGene_g28550.t1
OG0005595	Mcavernosa11451-RA	Pocillopora_acuta_HIv1_PredGene_g20016.t1, Pocillopora_acuta_HIv1_PredGene_g16627.t1, Pocillopora_acuta_HIv1_PredGene_g11074.t1
OG0005596	Mcavernosa02251-RA	Pocillopora_acuta_HIv1_PredGene_3866_t
OG0005596	Mcavernosa17835-RA	Pocillopora_acuta_HIv1_PredGene_g15520.t1
OG0005597	Mcavernosa19635-RA, Mcavernosa33864-RA, Mcavernosa19642-RA	Pocillopora_acuta_HIv1_PredGene_g9247.t1
OG0005598	Mcavernosa19638-RA	Pocillopora_acuta_HIv1_PredGene_g9264.t1, Pocillopora_acuta_HIv1_PredGene_g9261.t1, Pocillopora_acuta_HIv1_PredGene_7739_t
OG0005601	Mcavernosa07576-RA, Mcavernosa07580-RA	Pocillopora_acuta_HIv1_PredGene_g4520.t1, Pocillopora_acuta_HIv1_PredGene_24508_t
OG0005602	Mcavernosa07568-RA	Pocillopora_acuta_HIv1_PredGene_24519_t, Pocillopora_acuta_HIv1_PredGene_g4532.t1
OG0005603	Mcavernosa07574-RA	Pocillopora_acuta_HIv1_PredGene_g4526.t1
OG0005604	Mcavernosa26546-RA	Pocillopora_acuta_HIv1_PredGene_g21368.t1
OG0005605	Mcavernosa26548-RA, Mcavernosa26547-RA	Pocillopora_acuta_HIv1_PredGene_g21374.t1
OG0005606	Mcavernosa18193-RA	Pocillopora_acuta_HIv1_PredGene_g4743.t1
OG0005607	Mcavernosa18637-RA	Pocillopora_acuta_HIv1_PredGene_g12457.t1
OG0005610	Mcavernosa29490-RA	Pocillopora_acuta_HIv1_PredGene_g26707.t1
OG0005611	Mcavernosa29492-RA	Pocillopora_acuta_HIv1_PredGene_8974_t, Pocillopora_acuta_HIv1_PredGene_g26704.t1
OG0005613	Mcavernosa21849-RA	Pocillopora_acuta_HIv1_PredGene_g28730.t1, Pocillopora_acuta_HIv1_PredGene_g28730.t2
OG0005615	Mcavernosa31968-RA, Mcavernosa31971-RA, Mcavernosa31970-RA	Pocillopora_acuta_HIv1_PredGene_g26860.t1
OG0005616	Mcavernosa28080-RA	Pocillopora_acuta_HIv1_PredGene_g26883.t1
OG0005617	Mcavernosa14001-RA	Pocillopora_acuta_HIv1_PredGene_g31079.t1
OG0005619	Mcavernosa22445-RA	Pocillopora_acuta_HIv1_PredGene_g2542.t1, Pocillopora_acuta_HIv1_PredGene_g2542.t2
OG0005620	Mcavernosa22444-RA	Pocillopora_acuta_HIv1_PredGene_5996_t, Pocillopora_acuta_HIv1_PredGene_g2540.t1
OG0005621	Mcavernosa04325-RA	Pocillopora_acuta_HIv1_PredGene_g709.t1
OG0005622	Mcavernosa16115-RA	Pocillopora_acuta_HIv1_PredGene_g5008.t1, Pocillopora_acuta_HIv1_PredGene_17474_t
OG0005623	Mcavernosa02722-RA	Pocillopora_acuta_HIv1_PredGene_g32736.t1, Pocillopora_acuta_HIv1_PredGene_g32739.t1
OG0005625	Mcavernosa12491-RA	Pocillopora_acuta_HIv1_PredGene_g27288.t1
OG0005626	Mcavernosa12504-RA	Pocillopora_acuta_HIv1_PredGene_g26241.t1, Pocillopora_acuta_HIv1_PredGene_31914_t
OG0005628	Mcavernosa03977-RA, Mcavernosa03978-RA	Pocillopora_acuta_HIv1_PredGene_g21836.t1
OG0005629	Mcavernosa03976-RA	Pocillopora_acuta_HIv1_PredGene_g21835.t1
OG0005630	Mcavernosa03974-RA	Pocillopora_acuta_HIv1_PredGene_g17882.t1, Pocillopora_acuta_HIv1_PredGene_g21833.t1
OG0005631	Mcavernosa10082-RA	Pocillopora_acuta_HIv1_PredGene_g24445.t1
OG0005632	Mcavernosa33702-RA, Mcavernosa33703-RA	Pocillopora_acuta_HIv1_PredGene_g24442.t1
OG0005633	Mcavernosa05093-RA	Pocillopora_acuta_HIv1_PredGene_9785_t, Pocillopora_acuta_HIv1_PredGene_g12040.t1
OG0005635	Mcavernosa23148-RA	Pocillopora_acuta_HIv1_PredGene_26559_t, Pocillopora_acuta_HIv1_PredGene_g22582.t2, Pocillopora_acuta_HIv1_PredGene_g22582.t1
OG0005636	Mcavernosa03533-RA	Pocillopora_acuta_HIv1_PredGene_g31577.t1
OG0005637	Mcavernosa24411-RA	Pocillopora_acuta_HIv1_PredGene_g16491.t1
OG0005638	Mcavernosa24422-RA, Mcavernosa24429-RA	Pocillopora_acuta_HIv1_PredGene_g16485.t1
OG0005639	Mcavernosa10287-RA	Pocillopora_acuta_HIv1_PredGene_g1836.t1, Pocillopora_acuta_HIv1_PredGene_g1839.t1
OG0005640	Mcavernosa00435-RA	Pocillopora_acuta_HIv1_PredGene_g28867.t1, Pocillopora_acuta_HIv1_PredGene_g28523.t1, Pocillopora_acuta_HIv1_PredGene_g6383.t1
OG0005641	Mcavernosa31299-RA	Pocillopora_acuta_HIv1_PredGene_g25557.t1
OG0005642	Mcavernosa24885-RA	Pocillopora_acuta_HIv1_PredGene_g32066.t1, Pocillopora_acuta_HIv1_PredGene_g31456.t1
OG0005644	Mcavernosa32014-RA	Pocillopora_acuta_HIv1_PredGene_g30091.t1
OG0005645	Mcavernosa22810-RA	Pocillopora_acuta_HIv1_PredGene_g4840.t1
OG0005646	Mcavernosa04683-RA, Mcavernosa23815-RA	Pocillopora_acuta_HIv1_PredGene_g21877.t1
OG0005647	Mcavernosa27113-RA	Pocillopora_acuta_HIv1_PredGene_g30338.t1, Pocillopora_acuta_HIv1_PredGene_31829_t
OG0005648	Mcavernosa03456-RA	Pocillopora_acuta_HIv1_PredGene_9020_t, Pocillopora_acuta_HIv1_PredGene_g14055.t1
OG0005649	Mcavernosa00342-RA	Pocillopora_acuta_HIv1_PredGene_g6797.t1
OG0005650	Mcavernosa02604-RA	Pocillopora_acuta_HIv1_PredGene_g17111.t1
OG0005650	Mcavernosa02605-RA	Pocillopora_acuta_HIv1_PredGene_g17110.t1, Pocillopora_acuta_HIv1_PredGene_g17109.t1
OG0005651	Mcavernosa09007-RA	Pocillopora_acuta_HIv1_PredGene_g30441.t1
OG0005652	Mcavernosa23463-RA	Pocillopora_acuta_HIv1_PredGene_g20408.t1
OG0005653	Mcavernosa03651-RA	Pocillopora_acuta_HIv1_PredGene_12438_t, Pocillopora_acuta_HIv1_PredGene_g240.t1
OG0005655	Mcavernosa02485-RA	Pocillopora_acuta_HIv1_PredGene_g19763.t1, Pocillopora_acuta_HIv1_PredGene_g19763.t3, Pocillopora_acuta_HIv1_PredGene_g19763.t2
OG0005656	Mcavernosa10311-RA	Pocillopora_acuta_HIv1_PredGene_12359_t, Pocillopora_acuta_HIv1_PredGene_g10091.t1
OG0005657	Mcavernosa10310-RA	Pocillopora_acuta_HIv1_PredGene_12358_t, Pocillopora_acuta_HIv1_PredGene_g10090.t1, Pocillopora_acuta_HIv1_PredGene_g10087.t1, Pocillopora_acuta_HIv1_PredGene_12357_t
OG0005658	Mcavernosa04368-RA	Pocillopora_acuta_HIv1_PredGene_12366_t, Pocillopora_acuta_HIv1_PredGene_g10099.t1
OG0005659	Mcavernosa12231-RA	Pocillopora_acuta_HIv1_PredGene_g22896.t1
OG0005660	Mcavernosa21238-RA	Pocillopora_acuta_HIv1_PredGene_g31606.t1
OG0005661	Mcavernosa21164-RA	Pocillopora_acuta_HIv1_PredGene_g24320.t1
OG0005662	Mcavernosa12204-RA	Pocillopora_acuta_HIv1_PredGene_g19535.t1, Pocillopora_acuta_HIv1_PredGene_g19534.t1, Pocillopora_acuta_HIv1_PredGene_g19533.t1
OG0005663	Mcavernosa12126-RA	Pocillopora_acuta_HIv1_PredGene_g38.t1
OG0005664	Mcavernosa04097-RA	Pocillopora_acuta_HIv1_PredGene_g18007.t1
OG0005665	Mcavernosa07369-RA	Pocillopora_acuta_HIv1_PredGene_g18877.t1
OG0005666	Mcavernosa24480-RA	Pocillopora_acuta_HIv1_PredGene_10521_t, Pocillopora_acuta_HIv1_PredGene_g3024.t1, Pocillopora_acuta_HIv1_PredGene_g21623.t1
OG0005667	Mcavernosa24473-RA, Mcavernosa24474-RA	Pocillopora_acuta_HIv1_PredGene_g21618.t1, Pocillopora_acuta_HIv1_PredGene_g3029.t1
OG0005668	Mcavernosa04941-RA	Pocillopora_acuta_HIv1_PredGene_g18346.t1
OG0005670	Mcavernosa13388-RA	Pocillopora_acuta_HIv1_PredGene_g5121.t1, Pocillopora_acuta_HIv1_PredGene_16815_t
OG0005671	Mcavernosa33870-RA	Pocillopora_acuta_HIv1_PredGene_g12898.t1
OG0005674	Mcavernosa07828-RA	Pocillopora_acuta_HIv1_PredGene_g2487.t1
OG0005675	Mcavernosa07845-RA, Mcavernosa07846-RA	Pocillopora_acuta_HIv1_PredGene_g2476.t1, Pocillopora_acuta_HIv1_PredGene_g2476.t2
OG0005676	Mcavernosa07841-RA	Pocillopora_acuta_HIv1_PredGene_g2477.t1
OG0005677	Mcavernosa34043-RA	Pocillopora_acuta_HIv1_PredGene_g3083.t1
OG0005678	Mcavernosa11723-RA	Pocillopora_acuta_HIv1_PredGene_g27107.t1
OG0005679	Mcavernosa19359-RA	Pocillopora_acuta_HIv1_PredGene_g25335.t1
OG0005680	Mcavernosa19973-RA	Pocillopora_acuta_HIv1_PredGene_g792.t2, Pocillopora_acuta_HIv1_PredGene_g792.t1
OG0005682	Mcavernosa00260-RA, Mcavernosa00263-RA	Pocillopora_acuta_HIv1_PredGene_g9841.t1
OG0005683	Mcavernosa30190-RA, Mcavernosa30604-RA	Pocillopora_acuta_HIv1_PredGene_g15964.t1
OG0005684	Mcavernosa31040-RA	Pocillopora_acuta_HIv1_PredGene_g12943.t1
OG0005685	Mcavernosa31037-RA	Pocillopora_acuta_HIv1_PredGene_g12944.t1
OG0005686	Mcavernosa28123-RA	Pocillopora_acuta_HIv1_PredGene_g2617.t2, Pocillopora_acuta_HIv1_PredGene_g2617.t1, Pocillopora_acuta_HIv1_PredGene_6071_t
OG0005687	Mcavernosa28124-RA, Mcavernosa28125-RA	Pocillopora_acuta_HIv1_PredGene_g2618.t1
OG0005688	Mcavernosa28119-RA	Pocillopora_acuta_HIv1_PredGene_g23033.t1
OG0005689	Mcavernosa24605-RA	Pocillopora_acuta_HIv1_PredGene_g20370.t1
OG0005689	Mcavernosa24607-RA	Pocillopora_acuta_HIv1_PredGene_g20371.t1
OG0005690	Mcavernosa23334-RA	Pocillopora_acuta_HIv1_PredGene_g1921.t1
OG0005692	Mcavernosa24613-RA	Pocillopora_acuta_HIv1_PredGene_g20379.t1
OG0005693	Mcavernosa02040-RA	Pocillopora_acuta_HIv1_PredGene_g6439.t1, Pocillopora_acuta_HIv1_PredGene_g6439.t2
OG0005694	Mcavernosa02019-RA, Mcavernosa02017-RA, Mcavernosa02018-RA	Pocillopora_acuta_HIv1_PredGene_g14022.t1
OG0005695	Mcavernosa02023-RA	Pocillopora_acuta_HIv1_PredGene_g14020.t1
OG0005696	Mcavernosa02043-RA	Pocillopora_acuta_HIv1_PredGene_g6438.t1, Pocillopora_acuta_HIv1_PredGene_g6438.t2, Pocillopora_acuta_HIv1_PredGene_g6438.t3
OG0005697	Mcavernosa02012-RA	Pocillopora_acuta_HIv1_PredGene_g14027.t1
OG0005698	Mcavernosa11177-RA, Mcavernosa10827-RA	Pocillopora_acuta_HIv1_PredGene_g9391.t1
