Orthogroup	plut2v1.1.proteins	Mcavernosa.maker.proteins
OG0005126	plut2.m8.23766.m1, plut2.m8.23771.m1	Mcavernosa12743-RA
OG0005127	plut2.m8.24175.m1	Mcavernosa12763-RA, Mcavernosa12764-RA, Mcavernosa12760-RA
OG0005128	plut2.m8.27428.m1	Mcavernosa02345-RA
OG0005129	plut2.m8.1316.m1	Mcavernosa11007-RA, Mcavernosa11012-RA
OG0005130	plut2.m8.1306.m1	Mcavernosa22776-RA
OG0005131	plut2.m8.1285.m1	Mcavernosa11975-RA, Mcavernosa11977-RA
OG0005132	plut2.m8.1276.m1	Mcavernosa10318-RA
OG0005133	plut2.m8.22205.m1	Mcavernosa29819-RA, Mcavernosa09428-RA, Mcavernosa18111-RA
OG0005135	plut2.m8.16233.m1, plut2.m8.16224.m1	Mcavernosa17011-RA
OG0005136	plut2.m8.30755.m1, plut2.m8.30757.m1, plut2.m8.25918.m1	Mcavernosa11049-RA
OG0005137	plut2.m8.17935.m1	Mcavernosa01355-RA
OG0005138	plut2.m8.7112.m1	Mcavernosa07002-RA
OG0005139	plut2.m8.7109.m1	Mcavernosa07019-RA, Mcavernosa07013-RA, Mcavernosa07014-RA
OG0005140	plut2.m8.21290.m1	Mcavernosa09160-RA, Mcavernosa34102-RA
OG0005141	plut2.m8.10704.m1, plut2.m8.10705.m1	Mcavernosa07748-RA, Mcavernosa07747-RA
OG0005142	plut2.m8.14157.m1	Mcavernosa26666-RA, Mcavernosa20361-RA
OG0005143	plut2.m8.10885.m1	Mcavernosa26660-RA
OG0005144	plut2.m8.3613.m1	Mcavernosa07577-RA
OG0005145	plut2.m8.3610.m1	Mcavernosa07103-RA
OG0005146	plut2.m8.3604.m1	Mcavernosa20743-RA, Mcavernosa20739-RA
OG0005148	plut2.m8.18645.m1	Mcavernosa26406-RA
OG0005149	plut2.m8.9729.m1	Mcavernosa02784-RA, Mcavernosa02783-RA
OG0005150	jamg1.model.Sc0000043.106	Mcavernosa14525-RA
OG0005151	plut2.m8.26589.m1	Mcavernosa15265-RA
OG0005151	plut2.m8.26588.m1	Mcavernosa15268-RA
OG0005152	plut2.m8.32763.m1	Mcavernosa31290-RA, Mcavernosa31292-RA
OG0005153	plut2.m8.2512.m1	Mcavernosa03961-RA
OG0005154	plut2.m8.2057.m1	Mcavernosa32403-RA
OG0005155	plut2.m8.2063.m1	Mcavernosa32408-RA
OG0005156	plut2.m8.9116.m1	Mcavernosa23336-RA, Mcavernosa23335-RA, Mcavernosa23342-RA
OG0005157	plut2.m8.9120.m1	Mcavernosa23347-RA, Mcavernosa23348-RA
OG0005159	plut2.m8.23789.m1	Mcavernosa17932-RA, Mcavernosa17927-RA
OG0005160	plut2.m8.9637.m1	Mcavernosa05909-RA
OG0005161	plut2.m8.21228.m1	Mcavernosa18841-RA
OG0005162	plut2.m8.21208.m1, plut2.m8.21206.m1	Mcavernosa34374-RA, Mcavernosa34375-RA
OG0005163	plut2.m8.17782.m1	Mcavernosa07261-RA, Mcavernosa07263-RA, Mcavernosa07259-RA
OG0005164	plut2.m8.4845.m1	Mcavernosa14532-RA
OG0005165	plut2.m8.20755.m1	Mcavernosa30842-RA, Mcavernosa32733-RA
OG0005166	plut2.m8.31248.m1	Mcavernosa20837-RA, Mcavernosa20840-RA
OG0005167	plut2.m8.6085.m1	Mcavernosa02134-RA
OG0005168	plut2.m8.6962.m1	Mcavernosa06563-RA
OG0005168	plut2.m8.6961.m1	Mcavernosa19798-RA
OG0005169	plut2.m8.6568.m1	Mcavernosa14412-RA
OG0005170	plut2.m8.22836.m1	Mcavernosa10092-RA, Mcavernosa10091-RA
OG0005171	plut2.m8.8795.m1	Mcavernosa31065-RA
OG0005172	plut2.m8.8786.m1	Mcavernosa31074-RA, Mcavernosa31071-RA
OG0005173	plut2.m8.26465.m1	Mcavernosa02636-RA, Mcavernosa02630-RA
OG0005174	plut2.m8.11261.m1	Mcavernosa16177-RA
OG0005175	plut2.m8.11247.m1	Mcavernosa16181-RA
OG0005176	plut2.m8.6161.m1	Mcavernosa16891-RA
OG0005177	plut2.m8.23001.m1	Mcavernosa15780-RA, Mcavernosa33683-RA
OG0005178	plut2.m8.15338.m1	Mcavernosa28719-RA
OG0005180	plut2.m8.21633.m1	Mcavernosa00094-RA
OG0005181	plut2.m8.23999.m1	Mcavernosa05197-RA
OG0005182	plut2.m8.9682.m1, plut2.m8.9678.m1	Mcavernosa27569-RA
OG0005183	plut2.m8.32401.m1	Mcavernosa18913-RA
OG0005185	plut2.m8.10403.m1	Mcavernosa27282-RA, Mcavernosa24430-RA, Mcavernosa34051-RA
OG0005186	plut2.m8.5895.m1	Mcavernosa30080-RA, Mcavernosa30075-RA
OG0005187	plut2.m8.5473.m1, plut2.m8.5472.m1	Mcavernosa18622-RA
OG0005188	plut2.m8.4799.m1, plut2.m8.4802.m1	Mcavernosa14483-RA
OG0005189	plut2.m8.26508.m1	Mcavernosa32311-RA, Mcavernosa32312-RA
OG0005190	plut2.m8.14158.m1	Mcavernosa24104-RA, Mcavernosa24103-RA
OG0005194	plut2.m8.23114.m1, plut2.m8.31653.m1	Mcavernosa30959-RA
OG0005195	plut2.m8.22287.m1	Mcavernosa05385-RA
OG0005195	plut2.m8.32603.m1, plut2.m8.32602.m1	Mcavernosa32209-RA
OG0005196	plut2.m8.7118.m1	Mcavernosa07006-RA, Mcavernosa33133-RA, Mcavernosa07005-RA
OG0005199	plut2.m8.8426.m1	Mcavernosa08516-RA
OG0005201	plut2.m8.3800.m1, plut2.m8.3799.m1	Mcavernosa12030-RA
OG0005203	plut2.m8.23770.m1	Mcavernosa03107-RA, Mcavernosa03108-RA, Mcavernosa33854-RA
OG0005205	plut2.m8.9166.m1	Mcavernosa29491-RA
OG0005206	plut2.m8.2187.m1, plut2.m8.31573.m1	Mcavernosa08162-RA
OG0005207	plut2.m8.9399.m1, plut2.m8.23689.m1	Mcavernosa11579-RA, Mcavernosa11598-RA
OG0005208	plut2.m8.24276.m1, plut2.m8.24274.m1	Mcavernosa11569-RA, Mcavernosa23271-RA, Mcavernosa02234-RA
OG0005209	plut2.m8.18394.m1	Mcavernosa13461-RA, Mcavernosa28954-RA
OG0005211	plut2.m8.4925.m1, plut2.m8.4923.m1, plut2.m8.4922.m1	Mcavernosa13520-RA
OG0005212	plut2.m8.10765.m1	Mcavernosa27149-RA
OG0005213	plut2.m8.26581.m1	Mcavernosa15256-RA
OG0005216	plut2.m8.27838.m1	Mcavernosa26679-RA
OG0005217	plut2.m8.19235.m1	Mcavernosa10528-RA
OG0005218	plut2.m8.19905.m1	Mcavernosa31529-RA, Mcavernosa31528-RA, Mcavernosa31527-RA
OG0005219	plut2.m8.7323.m1, plut2.m8.33359.m1, plut2.m8.14905.m1, plut2.m8.14908.m1, plut2.m8.33016.m1	Mcavernosa31047-RA, Mcavernosa15009-RA
OG0005222	plut2.m8.20934.m1, plut2.m8.20936.m1, plut2.m8.20937.m1, plut2.m8.20938.m1, plut2.m8.30652.m1, plut2.m8.20935.m1	Mcavernosa30740-RA
OG0005223	plut2.m8.29305.m1	Mcavernosa04222-RA
OG0005223	plut2.m8.29306.m1	Mcavernosa26306-RA
OG0005224	plut2.m8.1990.m1	Mcavernosa26054-RA
OG0005225	plut2.m8.5185.m1	Mcavernosa31238-RA
OG0005226	plut2.m8.15940.m1	Mcavernosa15133-RA, Mcavernosa15130-RA
OG0005228	jamg1.model.Sc0000455.25, jamg1.model.Sc0000144.33	Mcavernosa18365-RA, Mcavernosa18366-RA
OG0005229	plut2.m8.21032.m1	Mcavernosa20671-RA, Mcavernosa20672-RA
OG0005230	plut2.m8.19065.m1	Mcavernosa11461-RA, Mcavernosa32668-RA, Mcavernosa32666-RA
OG0005231	plut2.m8.24486.m1, plut2.m8.24484.m1	Mcavernosa24038-RA, Mcavernosa24035-RA, Mcavernosa24037-RA
OG0005232	plut2.m8.24725.m1, plut2.m8.29103.m1	Mcavernosa22098-RA
OG0005234	jamg1.model.Sc0000003.2, jamg1.model.xfSc0000136.7	Mcavernosa15765-RA, Mcavernosa29388-RA, Mcavernosa15766-RA
OG0005236	plut2.m8.11899.m1	Mcavernosa10555-RA, Mcavernosa14246-RA
OG0005237	plut2.m8.22176.m1	Mcavernosa31643-RA
OG0005238	plut2.m8.3370.m1	Mcavernosa18309-RA, Mcavernosa09953-RA
OG0005240	plut2.m8.6598.m1	Mcavernosa08490-RA
OG0005241	plut2.m8.33345.m1, plut2.m8.33349.m1, plut2.m8.2100.m1	Mcavernosa24279-RA
OG0005242	plut2.m8.18247.m1, plut2.m8.18246.m1	Mcavernosa26051-RA, Mcavernosa23407-RA
OG0005243	plut2.m8.10752.m1	Mcavernosa12416-RA, Mcavernosa12417-RA, Mcavernosa32756-RA, Mcavernosa33956-RA
OG0005244	plut2.m8.877.m1, plut2.m8.31819.m1	Mcavernosa04225-RA
OG0005244	plut2.m8.32888.m1	Mcavernosa35087-RA
OG0005245	plut2.m8.15962.m1	Mcavernosa21765-RA, Mcavernosa29096-RA, Mcavernosa05253-RA, Mcavernosa34615-RA, Mcavernosa05251-RA, Mcavernosa21764-RA
OG0005248	plut2.m8.7248.m1	Mcavernosa28544-RA
OG0005248	plut2.m8.3326.m1, plut2.m8.3322.m1	Mcavernosa03710-RA, Mcavernosa08410-RA, Mcavernosa24652-RA, Mcavernosa24654-RA
OG0005249	plut2.m8.32444.m1	Mcavernosa09286-RA
OG0005253	plut2.m8.12152.m1	Mcavernosa05832-RA, Mcavernosa05831-RA
OG0005255	plut2.m8.21360.m1	Mcavernosa07491-RA
OG0005258	plut2.m8.20694.m1	Mcavernosa32602-RA, Mcavernosa33008-RA
OG0005259	plut2.m8.15439.m1	Mcavernosa35150-RA
OG0005261	plut2.m8.19119.m1	Mcavernosa13163-RA
OG0005261	plut2.m8.19114.m1	Mcavernosa13164-RA, Mcavernosa29963-RA
OG0005262	plut2.m8.2902.m1	Mcavernosa31827-RA, Mcavernosa31825-RA, Mcavernosa31824-RA
OG0005265	plut2.m8.838.m1	Mcavernosa16775-RA, Mcavernosa16773-RA
OG0005266	plut2.m8.7489.m1	Mcavernosa11107-RA
OG0005267	plut2.m8.22512.m1, plut2.m8.22510.m1	Mcavernosa02646-RA, Mcavernosa23832-RA
OG0005268	plut2.m8.15670.m1	Mcavernosa13695-RA
OG0005269	plut2.m8.30603.m1	Mcavernosa08658-RA, Mcavernosa08655-RA, Mcavernosa08657-RA, Mcavernosa08656-RA
OG0005270	plut2.m8.20798.m1, plut2.m8.24380.m1	Mcavernosa10832-RA
OG0005271	plut2.m8.25454.m1, plut2.m8.25455.m1	Mcavernosa08984-RA
OG0005272	plut2.m8.1748.m1	Mcavernosa20603-RA
OG0005274	plut2.m8.7813.m1	Mcavernosa22377-RA, Mcavernosa17708-RA
OG0005275	plut2.m8.15776.m1, plut2.m8.26204.m1	Mcavernosa25588-RA, Mcavernosa35069-RA, Mcavernosa35070-RA
OG0005276	plut2.m8.9339.m1, plut2.m8.9340.m1, plut2.m8.9343.m1	Mcavernosa09325-RA
OG0005277	plut2.m8.12512.m1	Mcavernosa12821-RA
OG0005278	plut2.m8.24694.m1	Mcavernosa28832-RA
OG0005279	plut2.m8.13154.m1	Mcavernosa02250-RA
OG0005280	plut2.m8.8268.m1, plut2.m8.8265.m1	Mcavernosa22493-RA
OG0005280	plut2.m8.8266.m1	Mcavernosa21833-RA
OG0005285	jamg1.model.xpSc0007111.1	Mcavernosa01459-RA
OG0005286	plut2.m8.1090.m1, plut2.m8.1086.m1, plut2.m8.25525.m1	Mcavernosa03606-RA, Mcavernosa03605-RA
OG0005287	plut2.m8.22473.m1	Mcavernosa02039-RA
OG0005288	plut2.m8.22497.m1	Mcavernosa14786-RA, Mcavernosa14784-RA
OG0005290	plut2.m8.30630.m1	Mcavernosa01545-RA
OG0005291	plut2.m8.10914.m1, plut2.m8.10913.m1, plut2.m8.10915.m1	Mcavernosa18136-RA, Mcavernosa18135-RA, Mcavernosa33409-RA, Mcavernosa18130-RA
OG0005292	plut2.m8.33333.m1	Mcavernosa03830-RA, Mcavernosa03834-RA
OG0005294	plut2.m8.23174.m1	Mcavernosa13387-RA, Mcavernosa14616-RA
OG0005295	plut2.m8.4227.m1, plut2.m8.9294.m1, plut2.m8.9289.m1	Mcavernosa33483-RA, Mcavernosa05366-RA
OG0005296	plut2.m8.25447.m1, plut2.m8.10134.m1	Mcavernosa12800-RA, Mcavernosa33438-RA
OG0005301	plut2.m8.18882.m1, plut2.m8.2883.m1, plut2.m8.21794.m1	Mcavernosa24091-RA
OG0005303	plut2.m8.11363.m1	Mcavernosa30725-RA, Mcavernosa29237-RA, Mcavernosa03428-RA
OG0005328	plut2.m8.13000.m1, plut2.m8.32048.m1	Mcavernosa34033-RA
OG0005329	plut2.m8.13001.m1	Mcavernosa29965-RA
OG0005330	plut2.m8.23520.m1	Mcavernosa32399-RA, Mcavernosa01254-RA
OG0005331	plut2.m8.27516.m1, plut2.m8.27515.m1	Mcavernosa14101-RA
OG0005332	plut2.m8.5445.m1	Mcavernosa19163-RA
OG0005333	plut2.m8.2631.m1	Mcavernosa10500-RA
OG0005334	plut2.m8.5285.m1	Mcavernosa02551-RA, Mcavernosa02547-RA
OG0005335	plut2.m8.7888.m1	Mcavernosa05341-RA
OG0005336	plut2.m8.16319.m1	Mcavernosa03031-RA
OG0005337	plut2.m8.24639.m1	Mcavernosa05340-RA
OG0005340	plut2.m8.15012.m1	Mcavernosa27703-RA
OG0005341	plut2.m8.28839.m1	Mcavernosa18281-RA
OG0005342	plut2.m8.6127.m1	Mcavernosa27741-RA
OG0005344	plut2.m8.6345.m1	Mcavernosa19606-RA, Mcavernosa33696-RA
OG0005345	plut2.m8.6342.m1	Mcavernosa19115-RA
OG0005348	plut2.m8.19243.m1	Mcavernosa18187-RA, Mcavernosa18186-RA
OG0005349	plut2.m8.8540.m1	Mcavernosa10754-RA, Mcavernosa10756-RA
OG0005350	plut2.m8.8503.m1	Mcavernosa06547-RA
OG0005351	plut2.m8.8539.m1	Mcavernosa10760-RA
OG0005352	plut2.m8.8547.m1	Mcavernosa17962-RA, Mcavernosa17961-RA
OG0005354	jamg1.model.xfSc0000025.12	Mcavernosa32229-RA
OG0005355	plut2.m8.32676.m1	Mcavernosa25465-RA
OG0005356	plut2.m8.18238.m1	Mcavernosa14758-RA
OG0005357	plut2.m8.17242.m1	Mcavernosa18381-RA
OG0005359	plut2.m8.3781.m1	Mcavernosa12048-RA
OG0005360	plut2.m8.3787.m1	Mcavernosa12046-RA
OG0005361	plut2.m8.17087.m1	Mcavernosa29475-RA, Mcavernosa32630-RA, Mcavernosa29471-RA
OG0005362	plut2.m8.3768.m1	Mcavernosa09710-RA
OG0005363	plut2.m8.17074.m1	Mcavernosa29748-RA
OG0005364	plut2.m8.22210.m1	Mcavernosa18108-RA, Mcavernosa18110-RA
OG0005365	plut2.m8.22258.m1	Mcavernosa18893-RA
OG0005366	plut2.m8.547.m1	Mcavernosa04144-RA
OG0005367	plut2.m8.13385.m1	Mcavernosa04470-RA, Mcavernosa34026-RA
OG0005369	plut2.m8.16576.m1, plut2.m8.31687.m1	Mcavernosa13574-RA
OG0005370	plut2.m8.8199.m1	Mcavernosa28421-RA, Mcavernosa18536-RA
OG0005371	plut2.m8.15693.m1	Mcavernosa18912-RA
OG0005372	plut2.m8.20810.m1	Mcavernosa08133-RA
OG0005373	plut2.m8.7791.m1	Mcavernosa07925-RA
OG0005375	plut2.m8.27406.m1	Mcavernosa13227-RA
OG0005376	plut2.m8.612.m1	Mcavernosa20015-RA
OG0005377	plut2.m8.617.m1	Mcavernosa20013-RA
OG0005378	plut2.m8.2762.m1	Mcavernosa21291-RA, Mcavernosa21290-RA
OG0005379	plut2.m8.2764.m1	Mcavernosa21297-RA
OG0005380	plut2.m8.23880.m1	Mcavernosa19100-RA, Mcavernosa19098-RA
OG0005381	plut2.m8.11407.m1, plut2.m8.11409.m1	Mcavernosa24407-RA
OG0005382	plut2.m8.32063.m1, plut2.m8.11408.m1	Mcavernosa24406-RA
OG0005383	plut2.m8.21930.m1	Mcavernosa10975-RA
OG0005384	plut2.m8.16344.m1	Mcavernosa32455-RA
OG0005385	plut2.m8.32498.m1	Mcavernosa30817-RA, Mcavernosa30810-RA
OG0005386	plut2.m8.32501.m1	Mcavernosa30808-RA
OG0005388	plut2.m8.6449.m1	Mcavernosa17168-RA
OG0005389	plut2.m8.5340.m1	Mcavernosa27306-RA, Mcavernosa27305-RA
OG0005390	plut2.m8.11441.m1	Mcavernosa24377-RA
OG0005391	plut2.m8.18290.m1	Mcavernosa30117-RA, Mcavernosa30118-RA
OG0005393	plut2.m8.18112.m1	Mcavernosa28236-RA
OG0005394	plut2.m8.18113.m1	Mcavernosa28237-RA
OG0005398	plut2.m8.13367.m1	Mcavernosa04479-RA, Mcavernosa04477-RA
OG0005399	plut2.m8.9765.m1	Mcavernosa10459-RA, Mcavernosa10460-RA
OG0005400	plut2.m8.20913.m1	Mcavernosa30791-RA
OG0005401	plut2.m8.5152.m1	Mcavernosa25235-RA, Mcavernosa25236-RA
OG0005403	plut2.m8.5108.m1	Mcavernosa24563-RA
OG0005404	plut2.m8.5098.m1	Mcavernosa24577-RA
OG0005405	plut2.m8.16730.m1	Mcavernosa23130-RA, Mcavernosa23134-RA
OG0005406	plut2.m8.16726.m1	Mcavernosa25276-RA
OG0005407	plut2.m8.16720.m1	Mcavernosa23127-RA, Mcavernosa23126-RA
OG0005408	plut2.m8.27396.m1	Mcavernosa13215-RA, Mcavernosa13214-RA
OG0005409	plut2.m8.27402.m1	Mcavernosa13213-RA
OG0005411	plut2.m8.18938.m1	Mcavernosa02083-RA
OG0005413	plut2.m8.2325.m1	Mcavernosa04569-RA
OG0005414	plut2.m8.3192.m1	Mcavernosa05117-RA
OG0005415	plut2.m8.3187.m1	Mcavernosa28528-RA
OG0005416	plut2.m8.17234.m1	Mcavernosa18373-RA
OG0005417	plut2.m8.13324.m1	Mcavernosa13577-RA
OG0005418	plut2.m8.1414.m1	Mcavernosa13373-RA
OG0005419	plut2.m8.20405.m1	Mcavernosa23559-RA
OG0005421	plut2.m8.5922.m1	Mcavernosa12830-RA
OG0005422	plut2.m8.17054.m1	Mcavernosa30208-RA
OG0005423	plut2.m8.11676.m1, plut2.m8.28272.m1	Mcavernosa15489-RA
OG0005424	plut2.m8.17407.m1	Mcavernosa03817-RA
OG0005425	plut2.m8.17406.m1, plut2.m8.17405.m1	Mcavernosa03819-RA
OG0005426	plut2.m8.16100.m1	Mcavernosa06954-RA, Mcavernosa06955-RA
OG0005427	plut2.m8.12908.m1	Mcavernosa11180-RA
OG0005428	plut2.m8.12016.m1	Mcavernosa21673-RA, Mcavernosa21669-RA
OG0005430	plut2.m8.2409.m1	Mcavernosa34780-RA
OG0005431	plut2.m8.18316.m1	Mcavernosa05999-RA
OG0005432	plut2.m8.23461.m1	Mcavernosa32103-RA
OG0005433	plut2.m8.21601.m1	Mcavernosa11378-RA
OG0005434	plut2.m8.21595.m1	Mcavernosa11377-RA, Mcavernosa11379-RA
OG0005436	plut2.m8.21596.m1	Mcavernosa11371-RA
OG0005437	plut2.m8.11086.m1	Mcavernosa04437-RA, Mcavernosa04439-RA
OG0005438	plut2.m8.6604.m1	Mcavernosa08498-RA, Mcavernosa08502-RA
OG0005439	plut2.m8.680.m1	Mcavernosa01450-RA, Mcavernosa01454-RA
OG0005440	plut2.m8.665.m1	Mcavernosa20940-RA
OG0005441	plut2.m8.20998.m1	Mcavernosa03740-RA
OG0005442	plut2.m8.11405.m1	Mcavernosa30308-RA
OG0005444	plut2.m8.21192.m1, plut2.m8.21194.m1	Mcavernosa20432-RA
OG0005445	plut2.m8.14056.m1	Mcavernosa29635-RA
OG0005446	plut2.m8.10804.m1	Mcavernosa29782-RA
OG0005447	plut2.m8.12811.m1	Mcavernosa18469-RA, Mcavernosa18466-RA
OG0005449	plut2.m8.32209.m1	Mcavernosa25058-RA
OG0005450	plut2.m8.32214.m1	Mcavernosa25054-RA
OG0005453	plut2.m8.12068.m1, plut2.m8.12733.m1	Mcavernosa16510-RA, Mcavernosa16511-RA
OG0005454	plut2.m8.5362.m1	Mcavernosa15005-RA
OG0005455	plut2.m8.5372.m1	Mcavernosa14995-RA
OG0005456	jamg1.model.Sc0000049.74	Mcavernosa14998-RA
OG0005457	plut2.m8.5361.m1	Mcavernosa00644-RA
OG0005458	plut2.m8.9146.m1	Mcavernosa30003-RA
OG0005459	plut2.m8.14621.m1	Mcavernosa20157-RA, Mcavernosa20155-RA
OG0005460	plut2.m8.52.m1	Mcavernosa07049-RA
OG0005461	plut2.m8.5326.m1	Mcavernosa11846-RA
OG0005463	plut2.m8.2997.m1	Mcavernosa01213-RA
OG0005464	plut2.m8.32378.m1	Mcavernosa25198-RA
OG0005466	plut2.m8.19253.m1	Mcavernosa05354-RA
OG0005467	plut2.m8.14986.m1	Mcavernosa24339-RA, Mcavernosa24336-RA
OG0005468	plut2.m8.20311.m1	Mcavernosa10166-RA
OG0005469	plut2.m8.17762.m1	Mcavernosa01869-RA, Mcavernosa01870-RA
OG0005470	plut2.m8.7994.m1	Mcavernosa24505-RA, Mcavernosa24506-RA
OG0005471	plut2.m8.25752.m1	Mcavernosa16447-RA
OG0005473	plut2.m8.4822.m1	Mcavernosa03014-RA
OG0005474	plut2.m8.4819.m1	Mcavernosa33518-RA, Mcavernosa03009-RA
OG0005476	plut2.m8.33488.m1	Mcavernosa20569-RA, Mcavernosa27863-RA, Mcavernosa29100-RA, Mcavernosa27861-RA
OG0005478	plut2.m8.24262.m1	Mcavernosa32017-RA
OG0005479	plut2.m8.24453.m1	Mcavernosa33348-RA, Mcavernosa30505-RA
OG0005480	plut2.m8.1432.m1	Mcavernosa13397-RA
OG0005481	plut2.m8.12920.m1	Mcavernosa11186-RA
OG0005482	plut2.m8.13895.m1	Mcavernosa15359-RA, Mcavernosa15362-RA
OG0005484	plut2.m8.7179.m1	Mcavernosa24661-RA
OG0005485	plut2.m8.7178.m1	Mcavernosa24659-RA
OG0005486	plut2.m8.14474.m1	Mcavernosa13026-RA
OG0005487	plut2.m8.5449.m1	Mcavernosa29034-RA, Mcavernosa30053-RA, Mcavernosa29032-RA
OG0005488	plut2.m8.14612.m1, plut2.m8.14585.m1	Mcavernosa18076-RA
OG0005489	plut2.m8.4820.m1	Mcavernosa03022-RA, Mcavernosa03021-RA
OG0005490	plut2.m8.5991.m1	Mcavernosa22222-RA
OG0005491	plut2.m8.5990.m1	Mcavernosa22223-RA
OG0005492	plut2.m8.6330.m1	Mcavernosa12556-RA
OG0005494	plut2.m8.2387.m1	Mcavernosa31464-RA
OG0005496	plut2.m8.7223.m1	Mcavernosa27687-RA, Mcavernosa12171-RA
OG0005497	plut2.m8.7226.m1	Mcavernosa12174-RA, Mcavernosa12173-RA
OG0005498	plut2.m8.7227.m1	Mcavernosa28557-RA, Mcavernosa28552-RA
OG0005499	plut2.m8.7242.m1	Mcavernosa28546-RA
OG0005500	plut2.m8.7271.m1	Mcavernosa20483-RA
OG0005501	plut2.m8.22131.m1	Mcavernosa15514-RA
OG0005503	plut2.m8.7586.m1	Mcavernosa02979-RA
OG0005504	plut2.m8.7909.m1	Mcavernosa02996-RA
OG0005505	plut2.m8.1236.m1	Mcavernosa28170-RA
OG0005506	plut2.m8.1242.m1	Mcavernosa28169-RA
OG0005507	plut2.m8.1632.m1	Mcavernosa23175-RA, Mcavernosa23173-RA
OG0005508	plut2.m8.825.m1	Mcavernosa16781-RA, Mcavernosa32962-RA
OG0005509	plut2.m8.25000.m1	Mcavernosa09392-RA, Mcavernosa09389-RA
OG0005510	plut2.m8.9009.m1	Mcavernosa04002-RA
OG0005512	plut2.m8.1020.m1	Mcavernosa14188-RA
OG0005513	jamg1.model.Sc0000091.8	Mcavernosa34819-RA
OG0005514	plut2.m8.9885.m1	Mcavernosa25326-RA, Mcavernosa25318-RA
OG0005516	plut2.m8.13898.m1	Mcavernosa27565-RA
OG0005520	plut2.m8.12361.m1	Mcavernosa02400-RA
OG0005521	plut2.m8.12343.m1	Mcavernosa02406-RA
OG0005522	plut2.m8.32032.m1, plut2.m8.368.m1	Mcavernosa24968-RA
OG0005523	jamg1.model.Sc0000160.24	Mcavernosa02417-RA
OG0005524	jamg1.model.Sc0000111.7	Mcavernosa26198-RA
OG0005525	plut2.m8.4668.m1	Mcavernosa22900-RA
OG0005526	plut2.m8.25753.m1	Mcavernosa16448-RA
OG0005527	plut2.m8.17718.m1	Mcavernosa27200-RA
OG0005528	plut2.m8.12989.m1	Mcavernosa29973-RA
OG0005529	plut2.m8.11605.m1	Mcavernosa07442-RA
OG0005530	plut2.m8.15755.m1, plut2.m8.13366.m1	Mcavernosa07410-RA
OG0005531	plut2.m8.15750.m1	Mcavernosa07408-RA
OG0005533	plut2.m8.1233.m1	Mcavernosa28200-RA
OG0005534	plut2.m8.10457.m1, plut2.m8.10456.m1	Mcavernosa07183-RA
OG0005536	plut2.m8.19451.m1	Mcavernosa20632-RA, Mcavernosa20631-RA
OG0005537	plut2.m8.18493.m1	Mcavernosa04929-RA, Mcavernosa21623-RA
OG0005538	plut2.m8.18495.m1	Mcavernosa05289-RA
OG0005539	plut2.m8.18507.m1	Mcavernosa10675-RA, Mcavernosa29286-RA
OG0005540	plut2.m8.25071.m1	Mcavernosa12222-RA
OG0005541	plut2.m8.20434.m1	Mcavernosa10643-RA
OG0005543	jamg1.model.Sc0000163.120	Mcavernosa27176-RA, Mcavernosa04963-RA
OG0005544	plut2.m8.1110.m1	Mcavernosa06707-RA, Mcavernosa06708-RA
OG0005546	plut2.m8.17944.m1	Mcavernosa26794-RA
OG0005547	plut2.m8.32762.m1	Mcavernosa26790-RA
OG0005549	plut2.m8.16893.m1	Mcavernosa33994-RA, Mcavernosa33071-RA, Mcavernosa24266-RA
OG0005550	plut2.m8.12525.m1	Mcavernosa33494-RA
OG0005553	plut2.m8.2738.m1	Mcavernosa20053-RA
OG0005555	plut2.m8.12951.m1	Mcavernosa12205-RA
OG0005556	plut2.m8.5916.m1	Mcavernosa01852-RA
OG0005558	plut2.m8.12964.m1	Mcavernosa07633-RA
OG0005559	plut2.m8.12965.m1	Mcavernosa07636-RA
OG0005561	plut2.m8.23041.m1	Mcavernosa30449-RA
OG0005562	plut2.m8.24961.m1	Mcavernosa32321-RA
OG0005563	plut2.m8.12554.m1	Mcavernosa19994-RA
OG0005564	plut2.m8.582.m1	Mcavernosa02855-RA
OG0005565	plut2.m8.10151.m1	Mcavernosa18304-RA
OG0005566	plut2.m8.7956.m1	Mcavernosa11481-RA
OG0005567	plut2.m8.16207.m1	Mcavernosa08663-RA
OG0005568	plut2.m8.15533.m1	Mcavernosa10621-RA, Mcavernosa10626-RA
OG0005569	jamg1.model.xpSc0007063.35	Mcavernosa13597-RA
OG0005571	plut2.m8.5648.m1	Mcavernosa20091-RA
OG0005572	plut2.m8.32332.m1	Mcavernosa00184-RA
OG0005573	plut2.m8.32315.m1, plut2.m8.12782.m1, plut2.m8.32301.m1, plut2.m8.32321.m1	Mcavernosa00177-RA
OG0005574	plut2.m8.8689.m1	Mcavernosa23037-RA
OG0005576	plut2.m8.28494.m1	Mcavernosa15642-RA
OG0005577	plut2.m8.28498.m1	Mcavernosa15644-RA
OG0005579	plut2.m8.23643.m1	Mcavernosa07151-RA
OG0005580	plut2.m8.19442.m1	Mcavernosa34825-RA, Mcavernosa11171-RA
OG0005581	plut2.m8.16074.m1	Mcavernosa27881-RA
OG0005582	plut2.m8.16084.m1	Mcavernosa27870-RA, Mcavernosa27872-RA
OG0005583	plut2.m8.10196.m1	Mcavernosa02760-RA
