gene_id,11_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,1_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,28_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,2_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,35_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,36_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,38_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,39_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,41_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,42_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,47_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,4_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
MSTRG.19033,152,95,54,20,142,88,118,141,243,128,61,125
MSTRG.19032,444,225,186,167,205,201,279,569,602,255,162,499
MSTRG.19031,386,111,62,20,130,72,88,234,406,173,94,355
MSTRG.19030,68,37,28,25,34,33,46,79,93,32,21,37
MSTRG.19037,398,139,43,149,135,276,157,344,248,155,102,335
MSTRG.19036,7,11,3,3,8,9,10,20,15,7,0,11
MSTRG.19035,87,49,36,13,51,37,62,105,143,50,30,106
MSTRG.19034,5934,1932,664,1215,2424,2362,2832,5586,5585,2216,1850,3830
MSTRG.19039,485,201,89,46,218,292,226,446,634,224,180,347
MSTRG.19038,113,50,50,20,106,56,48,132,129,74,31,97
Pocillopora_acuta_HIv1_PredGene_g4272.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6049,7,5,0,0,0,0,12,8,0,0,0,8
MSTRG.18926,112,83,49,26,83,57,69,184,251,87,55,113
MSTRG.18927,216,98,92,25,168,102,93,242,269,153,58,275
MSTRG.18924,0,1,0,2,3,1,1,0,2,3,0,0
MSTRG.18925,1,0,0,1,1,4,2,2,0,0,1,0
MSTRG.18922,177,82,63,53,133,77,130,310,327,142,64,135
MSTRG.18923,604,260,139,131,289,255,301,746,834,309,186,518
MSTRG.18920,285,125,75,39,151,119,141,315,400,132,60,181
MSTRG.18921,126,45,18,14,31,29,39,70,86,42,37,62
Pocillopora_acuta_HIv1_PredGene_g19226.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18928,85,54,25,26,30,57,69,102,143,58,43,132
MSTRG.18929,955,256,220,119,308,359,245,634,702,337,307,570
MSTRG.8072,187,56,38,14,107,63,50,204,208,86,40,117
MSTRG.8073,6,5,3,4,5,10,5,13,18,6,5,9
Pocillopora_acuta_HIv1_PredGene_g32743.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8071,100,53,34,23,50,62,52,110,81,42,45,67
MSTRG.8076,21,4,4,5,7,13,5,16,5,5,5,10
MSTRG.8077,23,13,10,10,17,17,14,28,40,13,20,21
MSTRG.8074,9,5,5,4,7,11,8,17,13,8,5,8
MSTRG.8075,11,4,5,4,7,15,4,8,13,5,5,15
MSTRG.8078,1046,359,306,487,356,299,401,1194,1194,623,374,1243
MSTRG.8079,45,43,23,13,32,34,54,25,49,32,25,52
Pocillopora_acuta_HIv1_PredGene_g25914.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28854.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g16469.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3576,672,203,146,251,222,350,245,466,523,256,240,805
MSTRG.3577,20,28,27,11,32,23,34,31,47,30,35,26
MSTRG.3574,7395,1454,907,888,1929,1705,1279,3781,5098,2209,1605,4444
MSTRG.3575,13,0,0,0,18,0,5,0,7,11,0,0
MSTRG.3572,114,55,45,12,78,64,80,115,113,91,25,57
Pocillopora_acuta_HIv1_PredGene_g158.t1,0,3,3,3,5,2,5,0,2,6,2,3
MSTRG.3570,23,3,5,2,3,11,4,8,5,3,2,20
MSTRG.3571,4546,984,700,602,1585,1939,1108,2785,2848,1383,799,3159
MSTRG.3578,242,450,334,61,456,143,840,1460,1076,558,638,355
MSTRG.3579,57,20,12,0,21,26,35,58,73,22,22,67
Pocillopora_acuta_HIv1_PredGene_g30251.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4270.t1,0,0,1,0,0,0,1,2,2,1,0,0
MSTRG.1312,275,226,89,0,221,215,249,358,637,216,201,344
MSTRG.1313,90,60,51,0,96,40,63,169,208,65,26,98
Pocillopora_acuta_HIv1_PredGene_g26439.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.2746,344,178,46,67,200,129,182,257,269,179,38,218
Pocillopora_acuta_HIv1_PredGene_g32353.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.1318,1069,894,728,694,670,571,1266,2221,2528,1069,565,2072
Pocillopora_acuta_HIv1_PredGene_g25916.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7996,65,10,15,18,9,9,3,36,82,25,21,56
Pocillopora_acuta_HIv1_PredGene_g29618.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.1319,377,175,159,23,209,111,155,450,548,261,120,398
MSTRG.7997,83,32,15,5,36,30,33,76,86,30,13,34
MSTRG.7990,54,29,23,38,23,25,46,83,42,33,18,55
MSTRG.2743,815,216,77,138,337,668,358,328,502,268,333,550
MSTRG.18074,14,0,0,7,0,0,9,13,10,0,13,22
MSTRG.1597,66,132,102,76,70,70,116,163,143,86,91,180
MSTRG.18076,23,9,6,0,9,7,5,20,29,5,7,13
MSTRG.1595,272,137,97,132,169,147,205,432,369,197,121,330
MSTRG.18070,93,70,39,12,41,74,92,127,155,60,44,116
MSTRG.1593,133,40,35,14,56,37,23,109,140,74,33,105
MSTRG.1590,229,93,59,28,155,137,104,207,281,138,73,184
MSTRG.1591,20,12,10,5,11,10,18,24,26,15,10,15
Pocillopora_acuta_HIv1_PredGene_g18489.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.2741,23,6,3,2,11,14,2,17,17,7,6,9
MSTRG.18078,501,261,126,154,226,250,305,537,553,254,150,397
MSTRG.18079,374,131,70,21,186,125,134,309,400,167,93,269
MSTRG.1598,148,75,44,43,68,47,86,191,197,121,67,144
MSTRG.1599,279,100,64,19,92,59,76,238,354,138,84,265
STRG.14354,4,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2013.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g30253.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.15085,2,4,3,3,4,3,4,3,4,3,0,10
STRG.16261,2,0,1,0,0,0,0,4,1,1,0,4
MSTRG.1628,53,24,11,14,18,36,36,39,37,25,11,56
MSTRG.1629,1802,590,344,610,598,763,659,1770,1368,730,481,1709
MSTRG.9037,26,17,8,0,18,19,15,11,13,14,13,29
MSTRG.9036,46,8,7,0,17,15,13,20,33,11,8,20
MSTRG.9031,200,81,47,37,61,58,82,131,140,70,65,189
MSTRG.9030,11,4,0,6,16,0,3,0,11,12,0,0
MSTRG.9033,134,59,36,59,70,68,63,125,125,62,53,165
MSTRG.9032,138,118,65,41,117,77,136,166,218,122,83,170
MSTRG.1620,909,503,297,451,439,481,609,1065,1387,607,302,914
MSTRG.1621,18,14,0,0,14,10,20,28,28,0,12,18
MSTRG.1622,498,334,235,138,260,356,406,619,612,327,317,617
MSTRG.1623,78,67,35,34,69,84,87,97,138,71,48,64
MSTRG.9039,1075,473,243,153,550,572,567,1008,1266,595,415,977
MSTRG.9038,2,0,0,5,0,6,2,0,2,1,0,13
MSTRG.1626,80,15,11,14,20,38,26,61,59,30,33,63
MSTRG.1627,304,148,88,35,242,160,144,345,364,256,94,235
Pocillopora_acuta_HIv1_PredGene_g3837.t1,0,2,1,1,2,0,2,1,3,1,1,0
Pocillopora_acuta_HIv1_PredGene_g27027.t1,0,1,0,0,1,0,5,6,2,1,1,0
STRG.12685,1,0,0,0,0,0,0,1,1,0,0,0
STRG.12684,1,0,0,0,0,1,0,1,0,0,1,0
STRG.9363,3,1,0,1,1,0,1,4,3,2,1,3
MSTRG.3290,191,286,158,30,475,95,302,655,991,311,46,494
Pocillopora_acuta_HIv1_PredGene_g25169.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23044.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24383.t1,0,3,0,1,1,2,1,2,0,1,2,2
Pocillopora_acuta_HIv1_PredGene_g6143.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.2478,4,0,0,2,0,2,1,0,0,0,1,6
STRG.2479,2,0,0,1,0,1,0,1,0,1,0,0
MSTRG.19802,24,16,0,20,22,19,24,44,31,42,34,73
MSTRG.19803,87,65,43,80,53,55,100,91,113,105,45,103
MSTRG.19800,3,6,5,3,4,2,2,7,4,6,6,13
MSTRG.19801,164,73,27,139,83,99,77,184,173,83,62,166
MSTRG.19806,796,293,203,90,315,486,365,757,645,347,381,706
MSTRG.19807,18,16,11,50,16,26,22,40,24,13,29,39
MSTRG.19804,300,235,127,95,189,141,200,494,549,314,144,365
MSTRG.19805,13,12,0,0,3,11,11,20,20,0,9,18
MSTRG.19808,982,253,252,161,360,597,233,572,703,324,382,671
MSTRG.19809,653,179,148,85,248,367,127,310,384,186,281,569
Pocillopora_acuta_HIv1_PredGene_g6602.t1,0,0,1,0,1,1,2,0,0,2,1,0
MSTRG.5624,2,4,3,0,4,1,5,7,7,2,2,2
MSTRG.5625,62,52,16,24,39,29,48,53,128,45,13,39
MSTRG.5626,65,4,2,8,1,9,2,13,11,5,5,9
MSTRG.5627,8,3,1,3,2,1,2,7,8,1,3,5
MSTRG.5620,0,0,0,1,0,0,0,2,0,0,0,0
MSTRG.5621,26,16,6,6,13,22,16,31,33,9,8,26
MSTRG.5622,156,46,15,17,29,53,41,90,131,52,47,75
MSTRG.5623,27,11,11,18,15,16,12,46,34,25,16,27
MSTRG.5628,7,18,6,6,13,3,19,37,24,18,9,18
MSTRG.5629,396,196,126,118,234,269,247,388,514,227,170,314
Pocillopora_acuta_HIv1_PredGene_g4749.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7668,185,112,79,35,112,135,114,210,237,144,78,215
MSTRG.11573,5,3,1,1,4,4,4,10,5,5,3,4
MSTRG.7666,117,91,53,17,150,96,101,234,246,117,74,93
MSTRG.7667,561,334,158,94,443,295,341,529,775,409,200,472
MSTRG.7664,257,98,40,45,150,93,114,281,324,92,66,225
MSTRG.7665,589,99,53,51,169,280,92,173,209,121,158,300
MSTRG.7662,43,0,0,18,0,18,0,0,0,0,0,0
MSTRG.7663,134,117,74,36,109,131,187,280,309,115,117,263
MSTRG.7660,1001,294,236,224,260,329,321,675,620,349,123,526
MSTRG.7661,955,381,296,280,334,395,451,743,723,386,78,742
Pocillopora_acuta_HIv1_PredGene_g8928.t1,0,0,0,0,0,0,0,1,1,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22850.t1,0,3,0,2,5,0,3,4,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g19261.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g19263.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7089,136,138,97,28,205,74,173,235,266,157,91,229
MSTRG.7082,295,86,63,43,133,114,44,282,243,170,73,352
MSTRG.7083,5,3,2,1,1,4,0,2,0,1,2,0
MSTRG.7080,1707,744,396,231,1041,1015,769,1487,1795,860,292,1283
Pocillopora_acuta_HIv1_PredGene_g19897.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7086,1,1,2,2,2,2,1,1,6,1,2,7
MSTRG.7087,5,1,0,2,3,6,1,0,3,1,0,1
MSTRG.7084,1,4,2,1,2,6,1,6,6,3,1,5
MSTRG.7085,4,1,1,0,0,2,2,0,5,1,2,0
Pocillopora_acuta_HIv1_PredGene_g27394.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g950.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17394.t1,0,0,0,0,0,0,1,0,0,0,0,0
STRG.22431,8,0,1,1,3,3,2,6,0,0,3,7
STRG.22432,3,0,1,0,0,0,0,0,0,0,0,0
STRG.13646,1,0,0,2,1,1,0,0,1,1,1,1
MSTRG.20323,258,94,38,19,67,45,67,277,282,122,64,273
MSTRG.17302,349,261,217,108,238,174,368,580,686,173,161,557
Pocillopora_acuta_HIv1_PredGene_g16353.t1,0,1,0,2,1,2,3,0,0,1,1,0
Pocillopora_acuta_HIv1_PredGene_g4904.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12578,18,7,3,3,14,5,9,25,27,9,5,22
Pocillopora_acuta_HIv1_PredGene_g1994.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14936,704,302,134,66,421,353,344,709,838,400,215,446
STRG.26227,3,0,0,0,1,2,0,0,0,0,1,0
Pocillopora_acuta_HIv1_PredGene_g27004.t1,0,13,8,0,4,8,19,6,28,5,16,35
STRG.26221,2,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20321,2,8,0,0,0,7,13,23,21,0,8,25
Pocillopora_acuta_HIv1_PredGene_g29823.t1,0,2,1,1,1,1,1,1,2,1,2,2
STRG.19111,1,1,1,0,1,1,1,1,1,1,0,1
Pocillopora_acuta_HIv1_PredGene_g6141.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18424,12,9,5,0,9,11,11,15,31,14,0,24
Pocillopora_acuta_HIv1_PredGene_g4906.t1,0,0,0,0,0,0,0,0,0,1,0,0
STRG.213,3,2,1,2,2,2,3,5,6,2,1,6
MSTRG.15917,34,16,6,4,13,16,12,28,34,14,8,14
Pocillopora_acuta_HIv1_PredGene_g13661.t1,0,0,0,0,0,0,0,0,0,1,0,0
MSTRG.240,21,15,42,4,92,7,10,168,175,14,10,91
MSTRG.241,120,94,54,39,89,95,128,164,178,104,71,149
MSTRG.242,172,116,48,24,124,106,126,236,276,117,77,155
MSTRG.243,1558,421,227,172,779,562,429,1150,1402,735,387,951
MSTRG.244,195,183,146,209,166,155,269,428,452,224,139,263
MSTRG.245,302,177,143,58,244,168,190,392,446,200,107,282
MSTRG.246,82,34,25,24,44,58,29,52,90,51,25,18
Pocillopora_acuta_HIv1_PredGene_g6496.t1,0,0,6,5,3,0,0,0,11,0,7,8
MSTRG.248,0,0,0,0,0,2,0,0,0,0,2,0
MSTRG.249,0,0,2,3,0,0,0,0,0,0,0,0
MSTRG.9844,34,20,16,19,25,36,24,57,49,25,11,38
MSTRG.21158,189,0,0,3,0,10,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27898.t1,0,0,0,0,0,0,0,0,0,0,0,2
MSTRG.9956,4,2,1,1,6,2,4,13,11,6,3,7
MSTRG.9957,74,43,18,14,40,28,61,70,107,29,17,58
MSTRG.9954,0,10,6,6,4,2,7,4,5,0,3,8
MSTRG.9955,32,10,2,11,9,23,22,18,13,7,11,17
MSTRG.9952,69,48,24,27,56,37,66,123,122,63,29,74
MSTRG.9953,133,47,27,20,42,46,45,132,162,64,48,177
MSTRG.9950,218,130,126,171,73,198,168,232,259,142,39,121
MSTRG.9951,3314,895,279,292,886,1162,1036,2023,2516,924,818,2162
STRG.17905,7,0,0,0,1,0,0,0,0,0,0,2
MSTRG.9958,1447,994,528,695,930,702,1337,2148,2819,1071,712,2061
MSTRG.9959,65,30,14,17,48,32,53,86,121,54,22,77
MSTRG.20385,271,118,91,75,142,131,161,333,295,152,80,223
MSTRG.20384,265,44,35,19,80,75,50,260,244,58,49,202
MSTRG.20387,13,9,5,5,11,11,11,23,23,10,8,11
MSTRG.20386,2433,696,513,720,485,1674,1190,1626,1127,674,306,700
MSTRG.20381,8,6,4,3,3,6,8,10,11,4,6,10
Pocillopora_acuta_HIv1_PredGene_g11253.t1,0,4,0,0,17,0,3,0,8,21,0,10
MSTRG.20383,129,132,136,98,132,131,228,470,417,184,108,388
MSTRG.20382,6,8,0,0,7,0,8,5,10,7,8,7
MSTRG.9843,19,7,6,14,14,9,13,32,28,18,5,19
MSTRG.20389,57,25,23,5,51,37,23,62,83,40,13,43
MSTRG.20388,38,38,21,8,56,15,33,81,103,41,23,61
Pocillopora_acuta_HIv1_PredGene_24664_t,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21714.t1,0,1,0,0,0,0,0,0,0,1,0,0
MSTRG.21156,20,14,9,4,8,13,11,11,27,6,10,11
STRG.1829,4,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2096.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2342.t1,0,0,0,0,0,0,1,0,0,0,0,0
MSTRG.7256,403,254,140,106,250,236,278,867,800,301,214,736
STRG.7370,4,1,0,1,0,0,1,6,4,0,1,0
STRG.7374,1,0,0,0,0,0,0,0,0,0,0,0
STRG.7375,3,2,2,0,0,2,3,6,5,2,3,0
Pocillopora_acuta_HIv1_PredGene_g16499.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13866,184,92,57,31,105,110,95,160,204,99,64,10
MSTRG.17364,468,36,18,71,40,188,27,93,96,27,161,297
MSTRG.13864,69,38,19,11,49,30,46,86,123,39,28,61
MSTRG.17366,386,19,0,61,22,147,13,21,29,16,106,130
MSTRG.13862,175,99,50,42,74,82,107,162,157,96,65,132
MSTRG.17360,104,81,68,34,127,42,71,217,208,89,30,207
MSTRG.17363,99,29,27,19,37,28,33,133,160,33,11,136
MSTRG.13861,48,13,15,4,30,21,16,30,44,26,9,14
MSTRG.17369,736,333,215,224,318,377,481,1043,946,460,280,893
MSTRG.17368,173,78,50,57,84,82,129,255,248,104,80,198
MSTRG.13868,93,47,39,57,68,42,60,123,145,66,48,91
MSTRG.13869,135,83,65,115,86,99,122,226,213,109,98,257
MSTRG.21474,483,177,108,140,212,216,187,270,313,226,146,361
MSTRG.21475,41,24,20,29,33,28,31,49,38,36,27,70
STRG.24488,1,2,1,0,1,1,1,2,2,2,1,1
STRG.24489,4,5,6,3,4,3,8,9,11,10,1,8
MSTRG.21470,1105,544,300,188,626,496,518,1126,1148,701,257,811
MSTRG.21471,83,104,52,48,52,82,131,226,196,129,106,181
MSTRG.21472,176,75,37,66,53,78,84,130,141,58,46,159
MSTRG.21473,152,126,83,45,93,93,138,302,328,138,85,187
Pocillopora_acuta_HIv1_PredGene_g23732.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21478,46,23,10,0,20,25,23,26,40,22,19,49
MSTRG.21479,65,7,4,22,10,28,6,47,44,15,14,118
Pocillopora_acuta_HIv1_PredGene_g1124.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5428,205,153,88,32,130,154,187,263,376,158,135,275
MSTRG.5429,477,275,201,274,342,400,328,962,728,396,496,1025
MSTRG.5426,917,506,337,404,570,565,803,1518,1715,763,616,1314
MSTRG.5427,25,0,3,13,14,10,21,49,15,12,3,15
MSTRG.5424,22,8,8,0,12,7,3,21,26,10,0,11
Pocillopora_acuta_HIv1_PredGene_g2302.t1,0,0,0,0,0,0,0,0,1,0,0,1
Pocillopora_acuta_HIv1_PredGene_g3816.t1,0,0,0,0,0,0,0,0,0,0,1,0
MSTRG.19975,0,4,2,0,4,0,4,7,5,4,0,1
MSTRG.5422,10,0,0,0,6,5,13,15,16,8,6,9
MSTRG.5423,113,87,52,53,96,63,127,287,213,115,73,99
STRG.17826,26,22,9,18,15,19,29,39,27,15,16,19
MSTRG.5420,44,12,16,7,11,28,19,29,50,16,13,67
MSTRG.19971,11,1,0,3,1,11,1,0,0,1,1,0
Pocillopora_acuta_HIv1_PredGene_g24100.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24344.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.23281,2,1,0,0,0,1,0,0,2,0,0,1
Pocillopora_acuta_HIv1_PredGene_g26752.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16094,160,93,61,92,132,92,132,292,316,122,68,209
MSTRG.16095,6,6,4,0,5,7,0,9,8,6,0,6
MSTRG.16096,33,19,5,14,14,15,23,25,35,19,11,51
MSTRG.16097,3,0,1,0,0,3,0,0,2,0,0,0
MSTRG.16090,285,77,40,38,120,116,77,184,177,111,59,119
MSTRG.16091,225,110,66,54,87,106,128,209,187,116,75,179
MSTRG.16092,358,137,131,92,171,197,197,390,347,209,114,325
MSTRG.16093,191,82,46,88,93,112,110,159,166,86,50,120
MSTRG.16098,2,0,2,0,0,0,2,0,2,0,0,0
MSTRG.16099,2,7,4,6,10,8,7,3,2,9,4,2
Pocillopora_acuta_HIv1_PredGene_g26750.t1,0,0,0,1,0,0,0,0,0,0,0,0
MSTRG.25388,4,5,4,3,4,3,7,8,15,6,3,13
MSTRG.25389,45,9,8,22,12,14,22,32,51,19,9,19
MSTRG.25386,20,11,9,3,6,8,20,13,24,7,4,6
MSTRG.25387,5,9,4,0,6,0,9,8,10,7,3,6
MSTRG.25384,11,0,0,0,0,0,0,17,19,0,0,5
MSTRG.25385,0,0,0,0,0,0,0,0,0,1,0,0
MSTRG.25382,27,53,32,7,42,31,97,89,119,54,13,126
MSTRG.25383,88,98,62,22,62,45,125,142,226,73,0,243
MSTRG.25380,8,7,0,0,10,6,10,15,14,8,7,23
MSTRG.25381,33,26,23,11,22,26,33,34,47,25,11,52
MSTRG.4740,92,56,49,34,89,120,126,120,166,77,48,110
Pocillopora_acuta_HIv1_PredGene_g4868.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9597,1018,718,514,211,621,626,796,1835,2080,799,636,1479
MSTRG.2025,138,152,125,133,128,92,197,297,345,156,96,337
MSTRG.9594,11,3,2,2,3,12,9,11,16,4,7,9
Pocillopora_acuta_HIv1_PredGene_g32256.t1,0,0,0,0,0,0,0,0,0,1,0,0
MSTRG.9595,0,0,4,4,0,25,0,0,0,0,0,0
MSTRG.16548,0,0,0,0,0,0,0,0,3,0,0,0
MSTRG.16549,2,0,0,0,0,0,1,0,3,0,0,2
MSTRG.16546,49,33,13,5,18,36,36,58,51,22,20,34
MSTRG.9592,10,2,6,4,3,3,4,8,9,3,5,24
MSTRG.16544,12,6,3,0,7,9,11,9,14,5,4,6
MSTRG.16545,61,24,12,11,27,29,16,57,63,21,20,38
MSTRG.16542,566,122,66,22,116,176,116,341,356,194,197,460
MSTRG.16543,62,44,50,41,29,58,76,90,120,54,46,135
MSTRG.16540,64,50,21,15,38,31,51,102,95,43,22,75
MSTRG.16541,18,12,7,3,14,11,14,32,39,20,0,0
MSTRG.4746,145,53,28,35,52,58,56,149,143,55,27,99
Pocillopora_acuta_HIv1_PredGene_g19344.t1,0,0,0,0,0,0,0,0,0,0,0,3
MSTRG.9591,858,100,0,0,0,184,80,659,634,91,125,549
Pocillopora_acuta_HIv1_PredGene_g16166.t2,0,1,1,0,0,1,1,0,1,0,0,1
Pocillopora_acuta_HIv1_PredGene_g16166.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11749,38,14,10,16,10,30,24,36,18,17,22,31
Pocillopora_acuta_HIv1_PredGene_9967_t,0,0,0,0,0,0,5,0,3,2,0,0
Pocillopora_acuta_HIv1_PredGene_g10643.t1,0,0,0,2,0,5,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18702.t1,0,1,1,1,1,1,1,1,0,1,2,0
Pocillopora_acuta_HIv1_PredGene_g21338.t1,0,0,0,1,0,1,0,0,0,0,0,0
MSTRG.11748,382,60,30,117,32,225,64,109,103,58,134,70
Pocillopora_acuta_HIv1_PredGene_g8879.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11622,36,7,0,7,10,21,0,14,12,0,0,18
Pocillopora_acuta_HIv1_PredGene_10542_t,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1544.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11623,55,11,25,9,14,56,23,20,30,16,41,34
MSTRG.11019,17,20,14,6,14,15,29,25,32,18,0,20
MSTRG.11018,413,224,104,84,225,205,275,373,508,264,98,381
Pocillopora_acuta_HIv1_PredGene_g10310.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11015,213,69,39,39,150,111,96,280,255,119,58,159
MSTRG.11014,43,30,17,7,30,28,36,58,90,36,24,50
MSTRG.11017,35,24,0,18,39,22,49,65,64,38,34,13
MSTRG.11016,86,41,44,47,42,55,74,110,147,66,41,83
MSTRG.11011,63,45,23,25,30,35,37,73,68,24,19,71
MSTRG.11010,155,78,2,172,427,72,66,72,102,155,37,34
MSTRG.11013,332,80,47,39,125,111,84,245,297,110,72,193
MSTRG.11012,572,211,82,150,169,280,240,417,430,209,78,413
Pocillopora_acuta_HIv1_PredGene_g18459.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22816,1294,725,373,176,1060,707,730,1466,1643,789,471,1045
MSTRG.22815,348,203,94,63,257,202,233,341,435,268,110,281
MSTRG.22814,190,72,56,48,124,81,77,173,205,101,40,114
MSTRG.22813,9,0,0,10,0,0,0,0,8,0,0,0
MSTRG.22812,328,215,136,115,199,276,421,419,453,230,173,401
MSTRG.22811,45,0,0,0,0,0,0,22,19,7,0,4
MSTRG.22810,100,16,10,13,37,26,28,40,52,28,8,7
MSTRG.22819,139,165,135,0,128,103,169,438,422,183,72,361
MSTRG.22818,18,12,11,0,15,7,13,19,18,9,0,16
MSTRG.26127,29,16,12,17,25,17,23,57,58,19,12,20
MSTRG.26126,712,273,237,211,321,352,377,824,722,358,199,612
MSTRG.26125,48,28,9,17,17,23,49,86,41,20,27,71
MSTRG.26124,69,46,19,7,43,41,41,79,119,44,40,47
MSTRG.26123,68,36,27,22,40,50,45,97,109,53,43,107
MSTRG.26122,1,1,1,1,1,1,1,3,4,1,1,2
MSTRG.26121,6,145,53,123,120,116,87,52,54,33,51,16
MSTRG.26120,5,11,7,0,12,8,13,10,15,12,5,18
Pocillopora_acuta_HIv1_PredGene_g24579.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25134.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26128,20,0,0,0,0,0,0,21,26,0,0,22
MSTRG.24419,36,21,19,11,25,17,20,35,45,22,21,63
MSTRG.24418,970,37,40,15,38,126,108,46,49,14,9,1521
MSTRG.24411,170,48,21,26,39,62,56,69,75,43,40,156
MSTRG.24410,7,7,3,2,4,6,4,7,7,8,2,6
Pocillopora_acuta_HIv1_PredGene_g24821.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24412,0,3,0,0,17,0,0,0,5,10,0,12
MSTRG.24415,27,2,3,5,3,11,2,5,4,4,3,15
MSTRG.24414,115,3,0,13,1,23,2,0,0,2,5,332
MSTRG.24417,301,52,30,55,65,156,82,43,53,58,76,77
MSTRG.24416,103,14,20,13,18,140,22,14,18,32,81,209
Pocillopora_acuta_HIv1_PredGene_g24140.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22433.t1,0,0,0,0,1,0,0,0,2,1,0,1
MSTRG.14791,55,38,17,10,62,62,44,65,117,57,33,49
MSTRG.14790,206,97,96,84,70,103,129,276,341,157,122,287
