gene_id,11_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,1_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,28_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,2_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,35_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,36_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,38_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,39_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,41_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,42_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,47_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,4_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
Pocillopora_acuta_HIv1_PredGene_g16901.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.3160,250,88,83,20,162,121,109,312,311,153,107,272
Pocillopora_acuta_HIv1_PredGene_20257_t,0,0,0,0,0,0,0,0,0,0,0,0
STRG.3164,447,164,90,76,175,151,185,430,478,198,124,375
Pocillopora_acuta_HIv1_PredGene_g1360.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_3559_t,0,228,118,0,231,0,0,573,618,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8726.t1,0,0,0,0,1,0,1,0,0,1,1,1
Pocillopora_acuta_HIv1_PredGene_g11721.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.23410,141,68,52,38,70,62,98,166,174,74,44,125
STRG.23411,3,6,2,2,4,4,8,8,5,4,7,12
STRG.23412,16,6,6,5,5,8,10,20,16,4,6,10
STRG.23413,76,21,23,8,35,37,23,67,71,26,30,54
Pocillopora_acuta_HIv1_PredGene_g2668.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.23415,48,65,37,26,51,51,82,105,170,67,40,110
STRG.23416,68,38,24,9,71,43,54,80,114,77,30,54
STRG.23417,8,0,0,0,0,0,0,1,0,0,0,3
STRG.10788,687,259,101,168,457,344,371,684,796,418,239,636
Pocillopora_acuta_HIv1_PredGene_g17239.t1,0,1,0,0,0,0,1,0,0,0,0,2
Pocillopora_acuta_HIv1_PredGene_g25532.t1,0,3,3,0,4,1,3,5,3,2,0,0
STRG.10789,70,27,17,21,36,27,31,31,54,29,14,0
Pocillopora_acuta_HIv1_PredGene_g3231.t1,0,2,2,1,3,1,2,0,5,1,2,3
STRG.21579,214,21,17,32,40,59,23,170,68,42,69,476
Pocillopora_acuta_HIv1_PredGene_g8445.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12598.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.10783,1,0,0,0,0,0,0,0,0,1,0,0
STRG.4013,881,628,292,198,662,536,775,1109,1478,670,325,1117
Pocillopora_acuta_HIv1_PredGene_g7896.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.22784,11,4,3,7,3,8,7,14,12,2,5,9
Pocillopora_acuta_HIv1_PredGene_g24014.t1,0,0,0,1,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_19703_t,0,98,43,0,113,0,181,318,210,109,119,198
Pocillopora_acuta_HIv1_PredGene_g327.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_3868_t,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22715.t3,0,4,3,0,3,0,76,3,301,2,0,985
Pocillopora_acuta_HIv1_PredGene_g10187.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g7732.t1,0,0,1,1,1,1,1,0,1,1,0,0
Pocillopora_acuta_HIv1_PredGene_g28117.t1,0,0,0,0,0,0,4,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27243.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3349.t1,0,0,0,0,0,0,3,0,3,0,0,6
STRG.5232,764,302,189,80,464,299,346,734,855,441,237,557
STRG.19930,36,20,15,42,31,36,27,20,18,31,23,29
STRG.1458,210,52,13,7,67,57,66,222,238,55,41,147
Pocillopora_acuta_HIv1_PredGene_g12789.t1,0,2,6,0,8,0,10,12,20,5,0,15
Pocillopora_acuta_HIv1_PredGene_g1935.t1,0,8,5,5,7,8,12,6,8,7,4,5
Pocillopora_acuta_HIv1_PredGene_g8447.t1,0,1,0,0,1,0,0,0,1,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27950.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_8589_t,0,281,125,132,0,0,53,0,0,0,171,10
STRG.19931,23,15,9,13,22,17,23,13,36,20,14,11
Pocillopora_acuta_HIv1_PredGene_g28115.t1,0,0,0,0,0,0,3,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g29556.t2,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_31765_t,0,7,5,6,0,0,8,13,7,0,6,23
Pocillopora_acuta_HIv1_PredGene_16140_t,0,0,0,0,0,0,0,1,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_14463_t,0,0,0,0,0,0,86,140,168,54,46,90
Pocillopora_acuta_HIv1_PredGene_g10185.t1,0,8,3,0,10,6,9,12,11,3,2,0
Pocillopora_acuta_HIv1_PredGene_g7730.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28501.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12206.t3,0,765,438,1458,810,610,0,168,0,926,0,11
Pocillopora_acuta_HIv1_PredGene_g12206.t2,0,1,0,0,1,1,5,5,8,1,2,0
Pocillopora_acuta_HIv1_PredGene_g23525.t1,0,0,0,0,0,0,1,0,1,0,1,0
Pocillopora_acuta_HIv1_PredGene_g3613.t1,0,0,0,0,0,0,0,8,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31640.t1,0,4,2,0,3,0,5,0,7,3,6,10
STRG.19935,108,74,75,78,92,97,97,184,171,101,87,128
STRG.9817,93,47,36,32,63,61,51,124,129,49,41,69
Pocillopora_acuta_HIv1_PredGene_g29320.t1,0,0,0,0,79,0,187,0,88,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22547.t1,0,0,1,0,0,0,0,0,0,2,0,0
Pocillopora_acuta_HIv1_PredGene_g32212.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2024.t1,0,0,0,3,0,0,22,0,5,5,0,0
Pocillopora_acuta_HIv1_PredGene_g10536.t4,0,0,22,0,12,0,29,55,50,14,0,46
Pocillopora_acuta_HIv1_PredGene_g33336.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18833.t1,0,0,1,1,1,1,0,1,5,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33334.t1,0,0,0,0,2,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8550.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13393.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g6525.t1,0,0,0,0,0,0,1,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27622.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21253.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15807.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14296.t1,0,0,0,0,0,3,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g19423.t1,0,1,1,0,1,2,1,4,5,3,1,0
Pocillopora_acuta_HIv1_PredGene_g24671.t1,0,0,0,0,0,0,0,0,0,0,0,1
Pocillopora_acuta_HIv1_PredGene_g17688.t2,0,0,0,0,0,0,0,31,274,0,0,0
Pocillopora_acuta_HIv1_PredGene_2460_t,0,0,0,1,0,0,0,0,30,11,0,26
Pocillopora_acuta_HIv1_PredGene_g22666.t1,0,1,0,0,1,1,0,1,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13391.t2,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13391.t1,0,0,1,0,2,0,4,0,7,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17403.t1,0,1,0,1,1,0,0,0,0,1,1,0
STRG.14371,136,112,101,32,198,102,86,234,246,115,59,215
Pocillopora_acuta_HIv1_PredGene_g11542.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31443.t1,0,0,17,0,0,21,0,60,39,0,14,22
Pocillopora_acuta_HIv1_PredGene_g17401.t1,0,0,0,0,0,0,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g21605.t1,0,19,20,0,0,12,25,37,48,21,0,12
Pocillopora_acuta_HIv1_PredGene_25775_t,0,4,0,0,0,2,5,4,3,4,4,2
Pocillopora_acuta_HIv1_PredGene_g32747.t1,0,0,0,0,0,1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g10225.t1,0,0,0,0,1,0,0,0,0,0,0,1
Pocillopora_acuta_HIv1_PredGene_2805_t,0,0,269,0,0,379,0,594,951,0,0,607
STRG.9822,797,419,207,92,437,448,535,731,1168,461,330,636
STRG.9823,83,32,20,10,44,50,52,59,68,33,32,65
STRG.9820,134,133,98,39,118,110,170,306,304,170,111,287
STRG.9821,170,103,66,47,154,104,163,271,354,120,86,180
Pocillopora_acuta_HIv1_PredGene_g9478.t1,0,1,1,1,1,2,1,0,0,1,0,4
Pocillopora_acuta_HIv1_PredGene_g7163.t1,0,0,0,0,0,0,0,319,384,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5960.t1,0,13,4,0,0,0,16,21,38,0,0,9
STRG.9825,1,5,3,1,4,5,6,1,2,4,4,1
STRG.9828,646,338,178,50,322,371,400,659,844,302,243,579
STRG.9829,192,60,38,42,87,103,72,150,168,62,60,134
Pocillopora_acuta_HIv1_PredGene_g30594.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.16905,252,0,106,50,162,125,73,242,260,115,58,210
Pocillopora_acuta_HIv1_PredGene_g21585.t1,0,0,0,0,0,0,2,0,0,0,0,19
STRG.1845,24360,7138,7171,10156,10092,10019,7119,17333,19457,10271,8533,16794
Pocillopora_acuta_HIv1_PredGene_g29197.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.9798,108,31,25,13,72,59,36,106,119,61,25,75
STRG.9799,207,93,61,30,148,104,87,217,296,123,69,130
STRG.16979,19,21,0,8,24,8,17,22,29,28,0,0
STRG.16978,171,35,24,11,58,71,41,79,123,63,8,33
Pocillopora_acuta_HIv1_PredGene_g1649.t1,0,1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3414.t2,0,0,0,0,0,0,0,0,0,0,0,0
STRG.16973,40,69,36,14,64,37,92,84,151,56,41,165
STRG.16972,26,13,4,0,0,12,23,16,18,8,10,18
STRG.9792,755,399,329,121,555,358,353,1061,1004,523,322,754
STRG.16970,358,169,159,48,158,200,159,321,375,271,211,446
STRG.9794,46,33,12,47,43,48,75,130,113,38,34,85
STRG.16976,76,43,18,9,50,37,45,127,97,35,16,56
STRG.16975,266,232,84,32,199,112,227,345,499,221,39,156
STRG.9797,320,159,109,16,261,240,184,318,510,228,173,333
Pocillopora_acuta_HIv1_PredGene_g32210.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.20538,369,240,143,76,193,210,289,551,558,216,168,490
STRG.20539,16,3,2,0,0,4,5,0,6,0,6,13
STRG.20536,1094,373,217,157,505,340,430,932,1319,515,284,736
Pocillopora_acuta_HIv1_PredGene_g6869.t1,0,2,1,2,1,0,0,2,0,0,1,0
STRG.20534,2,2,2,0,2,2,5,7,9,1,1,5
STRG.20535,28,11,0,0,21,13,13,37,32,0,16,30
STRG.20532,280,136,113,69,157,104,142,401,383,178,89,304
STRG.20533,6,0,3,7,2,2,3,0,0,0,0,8
STRG.20530,149,0,0,0,0,31,2,53,88,0,0,0
STRG.20531,13,11,8,19,12,15,20,37,34,20,11,32
Pocillopora_acuta_HIv1_PredGene_g17389.t1,0,0,0,0,0,0,1,0,0,0,0,0
STRG.21620,216,102,96,133,147,110,150,269,262,174,94,250
STRG.5749,447,31,6,189,21,277,36,49,57,18,18,29
STRG.5748,194,95,48,82,121,110,152,273,324,147,141,207
STRG.5747,767,271,149,289,337,362,370,682,641,240,200,391
Pocillopora_acuta_HIv1_PredGene_32095_t,0,0,0,0,0,0,0,60,0,0,0,0
STRG.5745,167,96,43,82,95,118,134,241,244,104,67,217
STRG.5744,169,91,49,59,117,89,122,250,280,111,97,280
STRG.5743,231,164,56,180,141,114,171,334,291,125,94,256
STRG.5742,21,4,0,0,0,0,0,0,0,0,0,0
STRG.5741,54,27,19,37,32,38,26,57,55,35,0,82
STRG.5740,2010,722,428,368,1066,1042,1060,1972,2000,988,590,1670
Pocillopora_acuta_HIv1_PredGene_2564_t,0,0,0,0,0,0,0,0,0,0,0,0
STRG.20280,3,3,7,5,7,6,4,6,2,6,6,5
STRG.20281,35,11,18,11,16,12,13,25,28,13,11,21
STRG.20282,143,84,44,19,89,86,84,176,188,93,85,127
Pocillopora_acuta_HIv1_PredGene_19740_t,0,294,172,178,1,227,3,5,2,2,180,4
STRG.20284,56,52,26,13,38,46,78,115,111,55,48,96
STRG.20285,36,19,15,25,20,16,20,30,40,19,16,28
STRG.20286,261,38,25,37,57,61,41,58,90,52,50,56
STRG.20287,191,155,122,43,168,48,174,443,508,193,171,382
STRG.20288,45,29,26,14,37,30,55,76,82,36,32,46
STRG.20289,599,306,217,63,515,344,309,764,789,381,266,585
STRG.2917,1,0,0,1,0,1,0,0,0,1,0,0
STRG.2916,26,10,4,0,8,11,9,19,14,0,0,18
Pocillopora_acuta_HIv1_PredGene_g1639.t2,0,0,0,0,0,0,0,0,12,0,0,0
STRG.2914,141,113,104,91,136,77,136,315,325,155,84,264
STRG.2913,113,48,42,16,94,61,44,125,171,66,38,102
STRG.2912,344,253,191,144,231,236,371,537,570,282,145,450
STRG.2911,490,136,121,157,105,398,250,388,380,190,121,216
STRG.2910,71,39,24,15,54,36,40,74,114,41,28,54
STRG.2919,95,30,17,37,24,82,52,77,39,17,16,38
STRG.2918,24,50,23,11,38,15,61,76,93,38,6,47
STRG.1842,91,50,24,11,92,40,40,104,100,71,24,75
Pocillopora_acuta_HIv1_PredGene_g11408.t1,0,0,0,0,1,0,0,2,6,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8104.t1,0,0,0,0,0,0,0,35,34,0,0,0
STRG.8043,104,38,20,9,96,50,52,93,118,85,38,64
STRG.8042,17123,3561,5134,2190,6482,6915,2908,11776,12398,5081,5200,14902
STRG.8041,515,269,144,62,246,330,328,561,647,282,281,407
STRG.8040,337,235,155,13,287,220,229,459,719,293,201,764
STRG.8047,214,97,51,33,109,82,103,314,261,118,66,159
STRG.8046,51,35,30,14,49,37,63,115,91,48,35,79
STRG.8045,278,113,53,48,128,145,159,230,284,131,82,214
STRG.8044,200,96,72,52,166,149,146,227,202,120,85,116
STRG.8049,53,54,28,31,36,45,84,88,118,63,29,61
STRG.8048,47,37,12,6,22,29,47,65,83,34,25,48
STRG.10980,185,83,43,45,90,91,125,223,241,100,68,180
STRG.10981,59,51,23,11,34,48,63,78,90,48,24,62
STRG.10982,968,451,256,222,612,438,571,1031,1264,593,272,670
STRG.10983,4,2,3,4,2,5,3,20,12,2,2,7
STRG.10984,211,135,76,50,144,125,202,211,359,170,112,318
STRG.10985,541,360,175,173,374,365,417,792,870,452,281,657
STRG.10986,100,51,37,58,49,56,117,96,115,51,41,110
STRG.10987,32,15,9,20,8,12,19,9,20,12,14,14
Pocillopora_acuta_HIv1_PredGene_g13362.t1,0,6,8,0,11,10,7,7,17,8,12,13
STRG.10989,134,94,49,6,72,86,108,124,137,79,64,122
STRG.14603,9384,2077,1026,1403,2853,2819,2237,6668,7286,2610,2066,4597
STRG.14602,107,63,46,171,58,59,151,190,122,58,71,225
STRG.14601,26,24,10,17,19,24,49,51,58,23,24,75
STRG.14600,341,172,117,28,220,208,181,361,519,239,147,330
STRG.14607,12,7,7,10,11,8,9,25,23,9,5,15
STRG.14606,46,34,22,38,36,37,62,69,82,36,26,86
STRG.14605,147,80,62,151,106,67,92,192,190,84,60,172
STRG.14604,770,317,258,398,408,377,412,874,980,445,245,822
STRG.14609,9,16,12,3,17,13,19,23,24,12,13,10
STRG.14608,97,25,24,66,24,43,44,118,90,37,22,91
STRG.11431,6,7,0,0,0,8,11,0,0,4,9,23
STRG.22316,153,116,65,27,115,101,145,220,289,125,65,190
STRG.22318,4,2,1,2,0,4,2,2,2,1,13,1
Pocillopora_acuta_HIv1_PredGene_g1787.t1,0,0,0,0,1,0,0,0,0,0,0,0
STRG.7631,85,72,49,32,83,48,78,158,208,81,40,122
STRG.7630,55,25,18,10,52,24,25,64,83,44,20,48
STRG.7633,480,198,117,129,235,194,238,448,544,284,140,379
STRG.7632,178,95,74,104,92,99,126,248,261,115,66,177
STRG.7635,253,152,95,19,148,160,105,296,466,196,145,260
STRG.7634,415,110,68,60,179,218,157,337,367,153,93,237
STRG.7637,674,768,721,439,528,603,990,1492,1619,795,607,1503
STRG.7636,342,211,161,392,170,175,249,652,653,313,206,669
STRG.7639,52,17,18,9,26,38,39,58,77,27,23,47
STRG.7638,311,90,63,44,100,184,116,293,230,105,87,292
STRG.3741,95,54,32,52,58,52,71,170,163,86,43,148
STRG.3740,63,23,8,26,25,34,23,45,40,25,38,38
STRG.3743,388,113,83,20,143,155,114,284,355,152,118,278
STRG.3742,101,74,57,52,76,93,118,191,222,88,64,142
STRG.3745,195,92,48,45,65,49,95,175,308,97,30,382
STRG.3744,210,136,112,93,178,125,205,346,410,210,88,288
STRG.3747,126,54,47,34,104,80,65,123,156,89,54,72
STRG.3746,6,1,2,1,1,1,2,5,6,2,1,5
STRG.3749,2,1,1,2,1,2,1,3,3,1,0,1
STRG.3748,1,0,1,0,0,1,1,0,1,1,0,0
STRG.6324,1,0,0,1,0,1,0,0,0,0,0,0
STRG.6325,57,27,27,15,22,44,44,100,100,43,26,72
STRG.6326,11,0,0,0,0,4,0,0,0,0,0,0
STRG.6327,5,1,1,0,1,0,1,2,4,2,1,3
Pocillopora_acuta_HIv1_PredGene_9798_t,0,0,0,0,32,59,28,93,74,24,24,0
STRG.6321,19,3,2,18,3,0,4,0,6,2,3,6
STRG.6322,14,0,9,5,9,9,18,23,22,12,8,9
Pocillopora_acuta_HIv1_PredGene_g30157.t1,0,6,2,1,2,9,2,0,3,0,8,13
Pocillopora_acuta_HIv1_PredGene_g33528.t1,0,0,0,0,0,2,1,0,0,2,0,0
STRG.6328,8,0,2,0,3,1,0,9,9,4,0,11
STRG.6329,14,0,0,0,0,0,0,0,0,0,0,4
STRG.1677,527,417,438,417,507,420,578,1037,1059,592,319,1005
STRG.18970,1,1,0,1,1,1,1,1,2,1,0,1
STRG.1675,138,69,57,29,110,94,74,152,195,70,52,139
STRG.18972,2,3,2,1,2,1,2,5,5,2,2,5
STRG.1673,257,134,77,50,103,117,146,246,295,131,97,371
STRG.1672,454,187,135,29,242,269,240,383,553,269,174,337
STRG.18977,278,131,95,36,173,109,138,296,238,136,85,201
STRG.18976,160,71,47,15,92,72,88,187,205,85,56,120
STRG.18979,5,0,0,1,0,1,0,0,0,0,2,2
STRG.18978,439,481,296,73,321,367,578,718,886,410,294,731
STRG.1679,1573,558,234,122,950,643,603,1294,1541,807,482,997
STRG.1678,130,70,42,62,81,57,114,210,203,115,60,117
STRG.7987,525,315,315,249,381,291,362,812,829,433,220,680
STRG.7986,399,153,126,55,290,221,144,396,427,196,134,244
STRG.7985,652,267,191,133,368,339,281,613,815,303,181,595
STRG.7984,805,505,220,191,393,442,577,899,937,435,335,845
Pocillopora_acuta_HIv1_PredGene_7675_t,0,0,0,0,0,0,0,0,0,0,0,0
STRG.7982,258,177,83,71,152,165,177,274,337,168,111,256
STRG.7981,241,141,62,31,80,91,135,309,295,135,69,274
STRG.7980,332,156,134,64,162,192,155,361,359,196,110,253
Pocillopora_acuta_HIv1_PredGene_g15375.t1,0,0,1,0,0,0,2,2,2,1,0,0
Pocillopora_acuta_HIv1_PredGene_g22744.t1,0,0,0,0,0,0,0,0,0,3,0,0
STRG.7989,89,32,38,24,64,40,44,128,158,58,31,88
STRG.24902,94,67,26,26,60,40,93,192,180,63,39,107
STRG.16115,20,13,16,28,8,21,22,21,18,9,22,40
STRG.16114,45,27,20,40,20,65,33,37,44,29,15,47
Pocillopora_acuta_HIv1_PredGene_g13399.t1,0,0,0,0,0,1,0,0,0,0,0,0
STRG.16116,65,7,7,20,0,41,12,6,13,5,16,27
STRG.3293,3,1,2,3,0,10,2,0,0,0,2,6
STRG.16110,76,78,61,45,51,85,85,134,135,0,52,161
STRG.16113,6,4,8,6,2,8,6,0,6,4,6,10
STRG.16112,15,9,8,5,9,7,6,16,7,7,6,17
Pocillopora_acuta_HIv1_PredGene_g23498.t1,0,0,0,1,0,3,0,0,0,0,0,0
STRG.16119,336,155,59,70,206,182,142,280,424,156,111,269
STRG.16118,151,100,51,26,89,105,150,190,279,123,82,160
STRG.3299,173,139,83,76,137,228,241,203,298,164,187,116
STRG.3298,96,39,15,18,14,178,81,27,11,18,57,140
STRG.12605,280,453,284,86,169,304,527,502,699,356,302,541
STRG.12604,12,0,6,0,6,0,11,29,20,0,7,23
STRG.12607,17,0,9,8,8,11,20,21,45,22,9,38
STRG.12606,282,138,90,43,287,153,139,341,387,242,117,219
STRG.12601,8,10,7,5,7,8,11,15,13,10,6,11
STRG.12600,2,3,5,2,6,6,5,3,3,6,3,6
STRG.12603,15,18,8,0,18,8,30,33,38,11,6,25
STRG.12602,70,0,0,0,0,0,0,66,73,0,0,77
STRG.19735,310,75,73,31,156,98,69,390,441,121,66,311
STRG.12609,10,3,3,0,2,3,7,13,9,3,2,8
STRG.12608,39,22,25,39,21,23,43,88,64,30,28,50
Pocillopora_acuta_HIv1_PredGene_g17801.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22746.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32258.t1,0,0,0,0,0,1,0,0,0,0,0,0
STRG.6580,90,51,40,57,49,64,61,122,124,65,32,88
STRG.6581,24,11,12,5,15,24,20,21,27,14,8,13
STRG.6582,80,38,34,53,38,59,50,92,79,55,25,57
STRG.6583,252,95,58,31,123,108,106,229,259,106,55,184
STRG.6584,179,118,78,29,222,117,147,288,351,150,51,141
STRG.6585,51,28,23,17,31,26,36,89,55,39,26,101
STRG.6586,156,75,49,87,97,49,92,241,327,105,69,227
STRG.6587,246,115,98,168,154,204,202,409,315,186,168,339
STRG.6588,35,35,11,2,15,20,37,41,50,24,20,45
STRG.6589,205,95,58,43,124,105,110,249,270,94,62,185
STRG.23160,3,0,0,4,0,10,2,0,1,0,6,0
STRG.23161,5,1,2,2,2,4,1,3,3,1,2,2
STRG.23162,67,0,0,4,2,0,0,0,0,0,1,0
STRG.23163,16,4,4,6,4,16,4,11,18,4,6,7
STRG.23164,3,0,0,0,0,0,0,1,0,0,1,2
STRG.23165,17,21,15,20,20,13,22,28,54,22,11,38
STRG.23166,27,11,8,4,10,10,14,20,28,8,5,20
STRG.23167,79,57,24,16,31,36,62,98,125,48,24,75
STRG.23168,9,2,0,6,2,9,2,0,4,1,3,3
STRG.23169,9,0,1,0,0,0,2,8,9,0,0,12
STRG.2908,42,5,0,2,11,3,1,0,13,8,2,6
Pocillopora_acuta_HIv1_PredGene_11834_t,0,0,50,42,65,82,89,0,55,0,0,36
STRG.2909,1153,450,289,118,828,357,460,1123,1277,702,348,904
Pocillopora_acuta_HIv1_PredGene_g30666.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_24418_t,0,0,0,0,0,0,0,0,2,0,0,0
STRG.17648,148,100,77,68,100,79,124,234,247,127,66,136
STRG.17649,11,9,6,8,16,10,11,6,7,7,2,3
STRG.17642,84,0,0,0,0,0,0,0,0,0,0,0
STRG.17643,47,34,24,17,26,28,40,82,111,31,28,26
STRG.17640,13,14,6,6,10,8,8,18,12,12,10,9
STRG.17641,10,6,0,7,7,5,3,9,12,6,0,32
STRG.17646,8,0,2,0,0,8,0,3,4,0,3,0
Pocillopora_acuta_HIv1_PredGene_g22927.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.17644,1,3,2,0,2,1,4,3,5,3,1,3
STRG.17645,44,28,18,8,25,37,34,71,89,31,20,30
STRG.2166,25,0,25,0,0,0,0,47,0,26,0,0
STRG.2167,21,0,0,5,0,13,0,0,0,2,0,12
STRG.2164,2079,1532,1245,238,2402,864,1523,3817,3163,1681,346,4122
STRG.2165,5,8,5,3,4,11,10,17,13,5,8,6
STRG.2162,5,0,0,0,0,10,0,0,0,0,0,0
STRG.1588,6,0,0,0,0,0,0,5,12,0,0,0
STRG.2160,95,114,129,101,87,120,203,270,289,142,98,298
STRG.2161,161,68,35,56,85,80,85,184,206,92,62,162
STRG.1585,98,19,30,31,27,29,75,113,104,32,29,85
STRG.1584,1035,407,187,161,361,324,441,1097,1134,424,353,1129
STRG.1587,42,31,16,16,33,37,34,85,80,43,27,52
STRG.1586,45,27,24,15,33,28,58,72,75,37,20,73
STRG.1581,12,0,0,0,0,17,3,5,0,0,7,26
STRG.1580,23,15,5,4,9,38,33,30,19,11,22,16
STRG.2168,20,9,6,9,8,11,12,20,14,14,13,9
STRG.2169,2,0,1,0,1,5,0,4,2,1,0,0
STRG.19738,150,152,78,0,147,123,207,332,343,164,107,248
STRG.19739,659,338,128,163,409,377,479,869,972,343,316,543
Pocillopora_acuta_HIv1_PredGene_g18851.t1,0,0,0,0,0,0,5,0,0,0,0,0
STRG.19730,1,1,1,0,1,1,1,0,1,1,2,1
STRG.19731,1,1,1,1,1,1,1,2,4,1,2,3
STRG.19732,272,139,71,14,204,116,119,312,468,202,120,240
STRG.19733,12,12,2,0,6,0,10,19,7,6,0,37
STRG.19734,150,46,40,66,56,15,26,183,239,57,42,170
Pocillopora_acuta_HIv1_PredGene_g590.t1,0,0,0,0,0,0,0,0,4,0,0,0
STRG.19736,45,26,5,10,16,15,16,48,21,12,9,43
STRG.19737,81,48,29,23,62,51,55,128,169,58,39,66
STRG.2906,178,95,71,21,161,143,98,219,233,105,78,152
STRG.20298,7,2,2,2,2,4,1,0,6,1,0,0
Pocillopora_acuta_HIv1_PredGene_g2656.t1,0,14,19,4,24,3,15,47,49,29,18,11
Pocillopora_acuta_HIv1_PredGene_g31853.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21688.t1,0,0,0,0,0,0,1,1,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3678.t1,0,0,0,0,0,0,4,6,10,6,0,9
Pocillopora_acuta_HIv1_PredGene_g238.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9602.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g7443.t1,0,0,0,0,0,0,0,0,0,0,0,0
