,gene_id,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,length,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Treatment_Compare
448,Acerv_evm.model.Segkk2909_pilon.1,GO:0060548,0.039230804,0.99647995,2,14,negative regulation of cell death,BP,1560,208.0237362,0.696595103,0.186555835,3.733976503,0.00018848,0.017750505,CvsT2
953,Acerv_evm.model.Segkk4318_pilon.2,GO:0060548,0.039230804,0.99647995,2,14,negative regulation of cell death,BP,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
283,Acerv_evm.model.Segkk20_pilon.1,GO:0045596,0.030148793,0.997702214,2,12,negative regulation of cell differentiation,BP,2294,212.1092734,1.120741572,0.195331601,5.737635713,9.60E-09,5.43E-06,CvsT2
282,Acerv_evm.model.Segkk20_pilon.1,GO:0045596,0.030148793,0.997702214,2,12,negative regulation of cell differentiation,BP,2294,212.1092734,1.105598305,0.196332462,5.631255741,1.79E-08,1.01E-05,CvsT3
280,Acerv_evm.model.Segkk20_pilon.1,GO:0045596,0.030148793,0.997702214,2,12,negative regulation of cell differentiation,BP,2294,212.1092734,1.048949103,0.210874909,4.974271751,6.55E-07,0.000311645,CvsT4
281,Acerv_evm.model.Segkk20_pilon.1,GO:0045596,0.030148793,0.997702214,2,12,negative regulation of cell differentiation,BP,2294,212.1092734,0.966221449,0.21900738,4.411821418,1.03E-05,0.003195671,CvsT1
125,Acerv_evm.model.Segkk1945_pilon.2,GO:0045596,0.030148793,0.997702214,2,12,negative regulation of cell differentiation,BP,1350,16.8033195,-2.495587387,0.600891203,-4.153143487,3.28E-05,0.00470295,CvsT2
127,Acerv_evm.model.Segkk1945_pilon.2,GO:0045596,0.030148793,0.997702214,2,12,negative regulation of cell differentiation,BP,1350,16.8033195,-2.953644154,0.645065098,-4.578831136,4.68E-06,0.001690962,CvsT1
126,Acerv_evm.model.Segkk1945_pilon.2,GO:0045596,0.030148793,0.997702214,2,12,negative regulation of cell differentiation,BP,1350,16.8033195,-2.971983022,0.590917609,-5.029437229,4.92E-07,0.000211784,CvsT3
912,Acerv_evm.model.Segkk4124_pilon.3,GO:0030308,0.023418679,0.996840132,3,27,negative regulation of cell growth,BP,3327,1690.290979,1.96437116,0.483641615,4.061625592,4.87E-05,0.017452579,T1vsT2
603,Acerv_evm.model.Segkk3209_pilon.11,GO:0030308,0.023418679,0.996840132,3,27,negative regulation of cell growth,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
898,Acerv_evm.model.Segkk4124_pilon.10,GO:0030308,0.023418679,0.996840132,3,27,negative regulation of cell growth,BP,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
439,Acerv_evm.model.Segkk2763_pilon.1,GO:0001953,0.028053253,1,1,1,negative regulation of cell-matrix adhesion,BP,561,24.81613423,-1.575710714,0.418774459,-3.76267148,0.000168108,0.024513937,CvsT1
457,Acerv_evm.model.Segkk2909_pilon.1,GO:0032269,0.004842216,0.999890538,2,5,negative regulation of cellular protein metabolic process,BP,1560,208.0237362,0.696595103,0.186555835,3.733976503,0.00018848,0.017750505,CvsT2
944,Acerv_evm.model.Segkk4318_pilon.2,GO:0032269,0.004842216,0.999890538,2,5,negative regulation of cellular protein metabolic process,BP,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
564,Acerv_evm.model.Segkk3209_pilon.11,GO:2000655,0.023199075,1,1,1,negative regulation of cellular response to testosterone stimulus,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
893,Acerv_evm.model.Segkk4124_pilon.10,GO:1902731,0.031712692,1,1,1,negative regulation of chondrocyte proliferation,BP,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
531,Acerv_evm.model.Segkk3095_pilon.35,GO:0001818,0.045218401,0.992004936,3,34,negative regulation of cytokine production,BP,1827,174.0645345,-1.437017836,0.406844501,-3.53210584,0.000412264,0.049522199,T1vsT2
313,Acerv_evm.model.Segkk2117_pilon.21,GO:0001818,0.045218401,0.992004936,3,34,negative regulation of cytokine production,BP,351,32.34892208,-1.633484954,0.357205117,-4.572960676,4.81E-06,0.001449213,CvsT4
314,Acerv_evm.model.Segkk2117_pilon.21,GO:0001818,0.045218401,0.992004936,3,34,negative regulation of cytokine production,BP,351,32.34892208,-1.661191533,0.343435918,-4.8369767,1.32E-06,0.00049661,CvsT3
312,Acerv_evm.model.Segkk2117_pilon.21,GO:0001818,0.045218401,0.992004936,3,34,negative regulation of cytokine production,BP,351,32.34892208,-1.820670862,0.337522375,-5.394222721,6.88E-08,3.27E-05,CvsT2
25,Acerv_evm.model.Segkk1022_pilon.1,GO:0001818,0.045218401,0.992004936,3,34,negative regulation of cytokine production,BP,2385,16.754313,-1.925826755,0.529597611,-3.636396224,0.000276479,0.045581587,CvsT3
26,Acerv_evm.model.Segkk1022_pilon.1,GO:0001818,0.045218401,0.992004936,3,34,negative regulation of cytokine production,BP,2385,16.754313,-2.29057356,0.514700022,-4.450307869,8.57E-06,0.001685307,CvsT2
27,Acerv_evm.model.Segkk1022_pilon.1,GO:0001818,0.045218401,0.992004936,3,34,negative regulation of cytokine production,BP,2385,16.754313,-2.491016805,0.53678803,-4.640596782,3.47E-06,0.001208032,CvsT4
604,Acerv_evm.model.Segkk3209_pilon.11,GO:0043518,0.047219471,0.999431674,1,2,"negative regulation of DNA damage response, signal transduction by p53 class mediator",BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
780,Acerv_evm.model.Segkk3450_pilon.3,GO:0010951,0.003187129,0.999949918,2,4,negative regulation of endopeptidase activity,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
781,Acerv_evm.model.Segkk3450_pilon.3,GO:0010951,0.003187129,0.999949918,2,4,negative regulation of endopeptidase activity,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
429,Acerv_evm.model.Segkk2725_pilon.8,GO:0010951,0.003187129,0.999949918,2,4,negative regulation of endopeptidase activity,BP,3309,32.40558954,-2.081832918,0.508348423,-4.09528745,4.22E-05,0.00796593,CvsT4
427,Acerv_evm.model.Segkk2725_pilon.8,GO:0010951,0.003187129,0.999949918,2,4,negative regulation of endopeptidase activity,BP,3309,32.40558954,-2.09188726,0.52405875,-3.991703716,6.56E-05,0.011629261,CvsT1
428,Acerv_evm.model.Segkk2725_pilon.8,GO:0010951,0.003187129,0.999949918,2,4,negative regulation of endopeptidase activity,BP,3309,32.40558954,-2.164869116,0.470308142,-4.603086622,4.16E-06,0.000940886,CvsT2
36,Acerv_evm.model.Segkk1411_pilon.4,GO:2000697,0.021409242,1,1,1,negative regulation of epithelial cell differentiation involved in kidney development,BP,2148,1185.112898,1.042310734,0.273681776,3.808476946,0.000139825,0.031101355,T1vsT2
877,Acerv_evm.model.Segkk4047_pilon.16,GO:0010629,0.036726776,0.991764584,4,54,negative regulation of gene expression,BP,1962,752.0005367,2.504049974,0.568759444,4.402652125,1.07E-05,0.027846019,T2vsT3
37,Acerv_evm.model.Segkk1424_pilon.6,GO:0010629,0.036726776,0.991764584,4,54,negative regulation of gene expression,BP,855,213.4661704,1.550610759,0.359293924,4.315716617,1.59E-05,0.009909287,T1vsT2
415,Acerv_evm.model.Segkk2585_pilon.5,GO:0010629,0.036726776,0.991764584,4,54,negative regulation of gene expression,BP,954,48.56308022,-1.227653055,0.354670479,-3.461390579,0.000537393,0.037119122,CvsT2
876,Acerv_evm.model.Segkk4047_pilon.16,GO:0010629,0.036726776,0.991764584,4,54,negative regulation of gene expression,BP,1962,752.0005367,-2.129740896,0.566738525,-3.757889754,0.000171352,0.016658027,CvsT2
878,Acerv_evm.model.Segkk4047_pilon.16,GO:0010629,0.036726776,0.991764584,4,54,negative regulation of gene expression,BP,1962,752.0005367,-2.782061204,0.636669833,-4.369707909,1.24E-05,0.009909287,T1vsT2
894,Acerv_evm.model.Segkk4124_pilon.10,GO:0010629,0.036726776,0.991764584,4,54,negative regulation of gene expression,BP,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
586,Acerv_evm.model.Segkk3209_pilon.11,GO:0060125,0.048778735,0.999393027,1,2,negative regulation of growth hormone secretion,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
577,Acerv_evm.model.Segkk3209_pilon.11,GO:0051097,0.023199075,1,1,1,negative regulation of helicase activity,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
416,Acerv_evm.model.Segkk2585_pilon.5,GO:1901842,0.023378402,1,1,1,negative regulation of high voltage-gated calcium channel activity,BP,954,48.56308022,-1.227653055,0.354670479,-3.461390579,0.000537393,0.037119122,CvsT2
576,Acerv_evm.model.Segkk3209_pilon.11,GO:0071441,0.023199075,1,1,1,negative regulation of histone H3-K14 acetylation,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
650,Acerv_evm.model.Segkk3394_pilon.16,GO:2001161,0.021414665,1,1,1,negative regulation of histone H3-K79 methylation,BP,1854,232.3246725,-5.146010627,0.368281642,-13.97303054,2.28E-44,1.03E-40,CvsT3
649,Acerv_evm.model.Segkk3394_pilon.16,GO:2001161,0.021414665,1,1,1,negative regulation of histone H3-K79 methylation,BP,1854,232.3246725,-5.21903369,0.39763161,-13.1252988,2.36E-39,1.07E-35,CvsT1
648,Acerv_evm.model.Segkk3394_pilon.16,GO:2001161,0.021414665,1,1,1,negative regulation of histone H3-K79 methylation,BP,1854,232.3246725,-5.367576715,0.367063506,-14.62301926,2.00E-48,9.06E-45,CvsT2
647,Acerv_evm.model.Segkk3394_pilon.16,GO:2001161,0.021414665,1,1,1,negative regulation of histone H3-K79 methylation,BP,1854,232.3246725,-5.668645984,0.393565825,-14.40329833,4.93E-47,2.23E-43,CvsT4
599,Acerv_evm.model.Segkk3209_pilon.11,GO:1900113,0.042755269,0.999535135,1,2,negative regulation of histone H3-K9 trimethylation,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
588,Acerv_evm.model.Segkk3209_pilon.11,GO:2000619,0.045177814,0.99948031,1,2,negative regulation of histone H4-K16 acetylation,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
862,Acerv_evm.model.Segkk4047_pilon.16,GO:0060336,0.043761092,0.999512751,1,2,negative regulation of interferon-gamma-mediated signaling pathway,BP,1962,752.0005367,2.504049974,0.568759444,4.402652125,1.07E-05,0.027846019,T2vsT3
861,Acerv_evm.model.Segkk4047_pilon.16,GO:0060336,0.043761092,0.999512751,1,2,negative regulation of interferon-gamma-mediated signaling pathway,BP,1962,752.0005367,-2.129740896,0.566738525,-3.757889754,0.000171352,0.016658027,CvsT2
863,Acerv_evm.model.Segkk4047_pilon.16,GO:0060336,0.043761092,0.999512751,1,2,negative regulation of interferon-gamma-mediated signaling pathway,BP,1962,752.0005367,-2.782061204,0.636669833,-4.369707909,1.24E-05,0.009909287,T1vsT2
762,Acerv_evm.model.Segkk3450_pilon.3,GO:0032701,0.02140892,1,1,1,negative regulation of interleukin-18 production,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
763,Acerv_evm.model.Segkk3450_pilon.3,GO:0032701,0.02140892,1,1,1,negative regulation of interleukin-18 production,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
583,Acerv_evm.model.Segkk3209_pilon.11,GO:1902166,0.023199075,1,1,1,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
705,Acerv_evm.model.Segkk3422_pilon.23,GO:0040013,0.022310891,1,1,1,negative regulation of locomotion,BP,1131,501.4147614,-6.312290118,0.317141514,-19.9037018,3.78E-88,3.42E-84,CvsT2
704,Acerv_evm.model.Segkk3422_pilon.23,GO:0040013,0.022310891,1,1,1,negative regulation of locomotion,BP,1131,501.4147614,-6.433317876,0.336652167,-19.10968802,2.10E-81,1.90E-77,CvsT4
703,Acerv_evm.model.Segkk3422_pilon.23,GO:0040013,0.022310891,1,1,1,negative regulation of locomotion,BP,1131,501.4147614,-6.500485914,0.338080461,-19.22762969,2.17E-82,1.96E-78,CvsT1
702,Acerv_evm.model.Segkk3422_pilon.23,GO:0040013,0.022310891,1,1,1,negative regulation of locomotion,BP,1131,501.4147614,-6.571409273,0.316934902,-20.73425564,1.70E-95,1.54E-91,CvsT3
794,Acerv_evm.model.Segkk3450_pilon.3,GO:2000110,0.02140892,1,1,1,negative regulation of macrophage apoptotic process,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
795,Acerv_evm.model.Segkk3450_pilon.3,GO:2000110,0.02140892,1,1,1,negative regulation of macrophage apoptotic process,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
482,Acerv_evm.model.Segkk30_pilon.11,GO:1902957,0.029949103,1,1,1,"negative regulation of mitochondrial electron transport, NADH to ubiquinone",BP,444,101.7098226,0.982072088,0.267764082,3.667676709,0.000244764,0.033028579,CvsT4
447,Acerv_evm.model.Segkk2909_pilon.1,GO:0044092,0.019317243,0.998897711,2,9,negative regulation of molecular function,BP,1560,208.0237362,0.696595103,0.186555835,3.733976503,0.00018848,0.017750505,CvsT2
933,Acerv_evm.model.Segkk4318_pilon.2,GO:0044092,0.019317243,0.998897711,2,9,negative regulation of molecular function,BP,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
880,Acerv_evm.model.Segkk4047_pilon.16,GO:0032088,0.015181716,0.99829108,3,22,negative regulation of NF-kappaB transcription factor activity,BP,1962,752.0005367,2.504049974,0.568759444,4.402652125,1.07E-05,0.027846019,T2vsT3
560,Acerv_evm.model.Segkk3209_pilon.11,GO:0032088,0.015181716,0.99829108,3,22,negative regulation of NF-kappaB transcription factor activity,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
732,Acerv_evm.model.Segkk3450_pilon.3,GO:0032088,0.015181716,0.99829108,3,22,negative regulation of NF-kappaB transcription factor activity,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
733,Acerv_evm.model.Segkk3450_pilon.3,GO:0032088,0.015181716,0.99829108,3,22,negative regulation of NF-kappaB transcription factor activity,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
879,Acerv_evm.model.Segkk4047_pilon.16,GO:0032088,0.015181716,0.99829108,3,22,negative regulation of NF-kappaB transcription factor activity,BP,1962,752.0005367,-2.129740896,0.566738525,-3.757889754,0.000171352,0.016658027,CvsT2
881,Acerv_evm.model.Segkk4047_pilon.16,GO:0032088,0.015181716,0.99829108,3,22,negative regulation of NF-kappaB transcription factor activity,BP,1962,752.0005367,-2.782061204,0.636669833,-4.369707909,1.24E-05,0.009909287,T1vsT2
330,Acerv_evm.model.Segkk2166_pilon.1,GO:0032240,0.032049452,1,1,1,negative regulation of nucleobase-containing compound transport,BP,323,106.6697326,-1.136195707,0.264768492,-4.291279901,1.78E-05,0.004907944,CvsT1
591,Acerv_evm.model.Segkk3209_pilon.11,GO:1902176,0.044108662,0.999504891,1,2,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
432,Acerv_evm.model.Segkk2725_pilon.8,GO:0010466,0.045201483,0.999479759,1,2,negative regulation of peptidase activity,BP,3309,32.40558954,-2.081832918,0.508348423,-4.09528745,4.22E-05,0.00796593,CvsT4
430,Acerv_evm.model.Segkk2725_pilon.8,GO:0010466,0.045201483,0.999479759,1,2,negative regulation of peptidase activity,BP,3309,32.40558954,-2.09188726,0.52405875,-3.991703716,6.56E-05,0.011629261,CvsT1
431,Acerv_evm.model.Segkk2725_pilon.8,GO:0010466,0.045201483,0.999479759,1,2,negative regulation of peptidase activity,BP,3309,32.40558954,-2.164869116,0.470308142,-4.603086622,4.16E-06,0.000940886,CvsT2
602,Acerv_evm.model.Segkk3209_pilon.11,GO:0031393,0.023199075,1,1,1,negative regulation of prostaglandin biosynthetic process,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
413,Acerv_evm.model.Segkk2585_pilon.5,GO:1902915,0.023378402,1,1,1,negative regulation of protein polyubiquitination,BP,954,48.56308022,-1.227653055,0.354670479,-3.461390579,0.000537393,0.037119122,CvsT2
746,Acerv_evm.model.Segkk3450_pilon.3,GO:0010955,0.042535074,0.999539963,1,2,negative regulation of protein processing,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
747,Acerv_evm.model.Segkk3450_pilon.3,GO:0010955,0.042535074,0.999539963,1,2,negative regulation of protein processing,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
990,Acerv_evm.model.Segkk984_pilon.10,GO:1904893,0.026197771,1,1,1,negative regulation of receptor signaling pathway via STAT,BP,689,115.5148163,1.217256192,0.290528784,4.189795504,2.79E-05,0.006310753,CvsT4
991,Acerv_evm.model.Segkk984_pilon.10,GO:1904893,0.026197771,1,1,1,negative regulation of receptor signaling pathway via STAT,BP,689,115.5148163,0.941687851,0.266052673,3.539479007,0.000400918,0.029710627,CvsT2
619,Acerv_evm.model.Segkk3209_pilon.7,GO:0045590,0.023448705,1,1,1,negative regulation of regulatory T cell differentiation,BP,945,32.35072136,-1.557406948,0.387723708,-4.016795768,5.90E-05,0.010862838,CvsT4
618,Acerv_evm.model.Segkk3209_pilon.7,GO:0045590,0.023448705,1,1,1,negative regulation of regulatory T cell differentiation,BP,945,32.35072136,-1.751596105,0.364078911,-4.811034228,1.50E-06,0.00039927,CvsT2
620,Acerv_evm.model.Segkk3209_pilon.7,GO:0045590,0.023448705,1,1,1,negative regulation of regulatory T cell differentiation,BP,945,32.35072136,-1.907713729,0.362800964,-5.258292895,1.45E-07,6.92E-05,CvsT3
445,Acerv_evm.model.Segkk2909_pilon.1,GO:0048585,0.029278108,0.995674373,3,29,negative regulation of response to stimulus,BP,1560,208.0237362,0.696595103,0.186555835,3.733976503,0.00018848,0.017750505,CvsT2
936,Acerv_evm.model.Segkk4318_pilon.2,GO:0048585,0.029278108,0.995674373,3,29,negative regulation of response to stimulus,BP,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
316,Acerv_evm.model.Segkk2117_pilon.21,GO:0048585,0.029278108,0.995674373,3,29,negative regulation of response to stimulus,BP,351,32.34892208,-1.633484954,0.357205117,-4.572960676,4.81E-06,0.001449213,CvsT4
317,Acerv_evm.model.Segkk2117_pilon.21,GO:0048585,0.029278108,0.995674373,3,29,negative regulation of response to stimulus,BP,351,32.34892208,-1.661191533,0.343435918,-4.8369767,1.32E-06,0.00049661,CvsT3
315,Acerv_evm.model.Segkk2117_pilon.21,GO:0048585,0.029278108,0.995674373,3,29,negative regulation of response to stimulus,BP,351,32.34892208,-1.820670862,0.337522375,-5.394222721,6.88E-08,3.27E-05,CvsT2
654,Acerv_evm.model.Segkk3394_pilon.16,GO:0035811,0.021414665,1,1,1,negative regulation of urine volume,BP,1854,232.3246725,-5.146010627,0.368281642,-13.97303054,2.28E-44,1.03E-40,CvsT3
653,Acerv_evm.model.Segkk3394_pilon.16,GO:0035811,0.021414665,1,1,1,negative regulation of urine volume,BP,1854,232.3246725,-5.21903369,0.39763161,-13.1252988,2.36E-39,1.07E-35,CvsT1
652,Acerv_evm.model.Segkk3394_pilon.16,GO:0035811,0.021414665,1,1,1,negative regulation of urine volume,BP,1854,232.3246725,-5.367576715,0.367063506,-14.62301926,2.00E-48,9.06E-45,CvsT2
651,Acerv_evm.model.Segkk3394_pilon.16,GO:0035811,0.021414665,1,1,1,negative regulation of urine volume,BP,1854,232.3246725,-5.668645984,0.393565825,-14.40329833,4.93E-47,2.23E-43,CvsT4
528,Acerv_evm.model.Segkk3091_pilon.8,GO:0006638,0.023669888,1,1,1,neutral lipid metabolic process,BP,918,3969.373921,-1.831256115,0.511817679,-3.577946192,0.000346305,0.043619104,T1vsT2
84,Acerv_evm.model.Segkk1851_pilon.3,GO:0071035,0.043180453,0.999525739,1,2,nuclear polyadenylation-dependent rRNA catabolic process,BP,2100,33.16443655,-1.663676546,0.389960677,-4.266267454,1.99E-05,0.003267425,CvsT2
88,Acerv_evm.model.Segkk1851_pilon.3,GO:0071048,0.021409265,1,1,1,nuclear retention of unspliced pre-mRNA at the site of transcription,BP,2100,33.16443655,-1.663676546,0.389960677,-4.266267454,1.99E-05,0.003267425,CvsT2
776,Acerv_evm.model.Segkk3450_pilon.3,GO:0070431,0.02140892,1,1,1,nucleotide-binding oligomerization domain containing 2 signaling pathway,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
777,Acerv_evm.model.Segkk3450_pilon.3,GO:0070431,0.02140892,1,1,1,nucleotide-binding oligomerization domain containing 2 signaling pathway,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
74,Acerv_evm.model.Segkk1821_pilon.34,GO:0048477,0.02890184,0.997910127,2,10,oogenesis,BP,276,23.20158406,-1.68612304,0.422156883,-3.994067393,6.49E-05,0.011629261,CvsT1
542,Acerv_evm.model.Segkk3158_pilon.3,GO:0048477,0.02890184,0.997910127,2,10,oogenesis,BP,855,18.51500511,-1.782289602,0.434795732,-4.099142357,4.15E-05,0.005433561,CvsT2
540,Acerv_evm.model.Segkk3158_pilon.3,GO:0048477,0.02890184,0.997910127,2,10,oogenesis,BP,855,18.51500511,-1.782543561,0.451222397,-3.950476691,7.80E-05,0.013304888,CvsT4
541,Acerv_evm.model.Segkk3158_pilon.3,GO:0048477,0.02890184,0.997910127,2,10,oogenesis,BP,855,18.51500511,-1.843570483,0.480869161,-3.833829726,0.000126163,0.0200113,CvsT1
259,Acerv_evm.model.Segkk20_pilon.1,GO:0001744,0.021408568,1,1,1,optic lobe placode formation,BP,2294,212.1092734,1.120741572,0.195331601,5.737635713,9.60E-09,5.43E-06,CvsT2
258,Acerv_evm.model.Segkk20_pilon.1,GO:0001744,0.021408568,1,1,1,optic lobe placode formation,BP,2294,212.1092734,1.105598305,0.196332462,5.631255741,1.79E-08,1.01E-05,CvsT3
256,Acerv_evm.model.Segkk20_pilon.1,GO:0001744,0.021408568,1,1,1,optic lobe placode formation,BP,2294,212.1092734,1.048949103,0.210874909,4.974271751,6.55E-07,0.000311645,CvsT4
257,Acerv_evm.model.Segkk20_pilon.1,GO:0001744,0.021408568,1,1,1,optic lobe placode formation,BP,2294,212.1092734,0.966221449,0.21900738,4.411821418,1.03E-05,0.003195671,CvsT1
983,Acerv_evm.model.Segkk905_pilon.19,GO:0070925,0.013872272,0.999353701,2,8,organelle assembly,BP,1851,186.159216,-0.769307136,0.20309269,-3.787960741,0.000151889,0.031101355,T1vsT2
525,Acerv_evm.model.Segkk3091_pilon.8,GO:0070925,0.013872272,0.999353701,2,8,organelle assembly,BP,918,3969.373921,-1.831256115,0.511817679,-3.577946192,0.000346305,0.043619104,T1vsT2
46,Acerv_evm.model.Segkk1509_pilon.11,GO:0006996,0.003994456,0.99955402,4,28,organelle organization,BP,387,283.7801189,0.996634902,0.287947659,3.461166888,0.000537839,0.037119122,CvsT2
459,Acerv_evm.model.Segkk2909_pilon.1,GO:0006996,0.003994456,0.99955402,4,28,organelle organization,BP,1560,208.0237362,0.696595103,0.186555835,3.733976503,0.00018848,0.017750505,CvsT2
202,Acerv_evm.model.Segkk1991_pilon.4,GO:0006996,0.003994456,0.99955402,4,28,organelle organization,BP,537,115.7966242,-1.171529562,0.340101952,-3.444642279,0.000571816,0.03869906,CvsT2
948,Acerv_evm.model.Segkk4318_pilon.2,GO:0006996,0.003994456,0.99955402,4,28,organelle organization,BP,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
203,Acerv_evm.model.Segkk1991_pilon.4,GO:0006996,0.003994456,0.99955402,4,28,organelle organization,BP,537,115.7966242,-1.554017345,0.373186108,-4.164188621,3.12E-05,0.006726111,CvsT4
903,Acerv_evm.model.Segkk4124_pilon.10,GO:0001550,0.031712692,1,1,1,ovarian cumulus expansion,BP,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
326,Acerv_evm.model.Segkk2119_pilon.10,GO:0033339,0.030458925,1,1,1,pectoral fin development,BP,414,50.52616569,1.170245445,0.282248923,4.146146722,3.38E-05,0.00470295,CvsT2
327,Acerv_evm.model.Segkk2119_pilon.10,GO:0033339,0.030458925,1,1,1,pectoral fin development,BP,414,50.52616569,1.026515941,0.288714559,3.555469952,0.000377304,0.047726234,CvsT4
469,Acerv_evm.model.Segkk2909_pilon.1,GO:0018193,0.014025163,0.999342788,2,8,peptidyl-amino acid modification,BP,1560,208.0237362,0.696595103,0.186555835,3.733976503,0.00018848,0.017750505,CvsT2
951,Acerv_evm.model.Segkk4318_pilon.2,GO:0018193,0.014025163,0.999342788,2,8,peptidyl-amino acid modification,BP,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
572,Acerv_evm.model.Segkk3209_pilon.11,GO:0034983,0.044116784,0.999504707,1,2,peptidyl-lysine deacetylation,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
291,Acerv_evm.model.Segkk20_pilon.1,GO:0048935,0.042367032,0.999543631,1,2,peripheral nervous system neuron development,BP,2294,212.1092734,1.120741572,0.195331601,5.737635713,9.60E-09,5.43E-06,CvsT2
290,Acerv_evm.model.Segkk20_pilon.1,GO:0048935,0.042367032,0.999543631,1,2,peripheral nervous system neuron development,BP,2294,212.1092734,1.105598305,0.196332462,5.631255741,1.79E-08,1.01E-05,CvsT3
288,Acerv_evm.model.Segkk20_pilon.1,GO:0048935,0.042367032,0.999543631,1,2,peripheral nervous system neuron development,BP,2294,212.1092734,1.048949103,0.210874909,4.974271751,6.55E-07,0.000311645,CvsT4
289,Acerv_evm.model.Segkk20_pilon.1,GO:0048935,0.042367032,0.999543631,1,2,peripheral nervous system neuron development,BP,2294,212.1092734,0.966221449,0.21900738,4.411821418,1.03E-05,0.003195671,CvsT1
267,Acerv_evm.model.Segkk20_pilon.1,GO:0043282,0.021408568,1,1,1,pharyngeal muscle development,BP,2294,212.1092734,1.120741572,0.195331601,5.737635713,9.60E-09,5.43E-06,CvsT2
266,Acerv_evm.model.Segkk20_pilon.1,GO:0043282,0.021408568,1,1,1,pharyngeal muscle development,BP,2294,212.1092734,1.105598305,0.196332462,5.631255741,1.79E-08,1.01E-05,CvsT3
264,Acerv_evm.model.Segkk20_pilon.1,GO:0043282,0.021408568,1,1,1,pharyngeal muscle development,BP,2294,212.1092734,1.048949103,0.210874909,4.974271751,6.55E-07,0.000311645,CvsT4
265,Acerv_evm.model.Segkk20_pilon.1,GO:0043282,0.021408568,1,1,1,pharyngeal muscle development,BP,2294,212.1092734,0.966221449,0.21900738,4.411821418,1.03E-05,0.003195671,CvsT1
