"","Group.1","x"
"8687","Acerv_evm.model.Segkk3493_pilon.2","GO:0006259;GO:0003677;GO:0006310;GO:0015074;GO:0042981"
"8688","Acerv_evm.model.Segkk3493_pilon.4","GO:0008168;GO:0008610"
"8689","Acerv_evm.model.Segkk3496_pilon.3","GO:0003676;GO:0003677;GO:0046872"
"8690","Acerv_evm.model.Segkk3496_pilon.8","GO:0000166;GO:0003677;GO:0003887;GO:0006260;GO:0003676"
"8691","Acerv_evm.model.Segkk3497_pilon.2","GO:0004252;GO:0006508"
"8692","Acerv_evm.model.Segkk3497_pilon.4","GO:0007018;GO:0008569;GO:0030286;GO:0005524"
"8693","Acerv_evm.model.Segkk3497_pilon.5","GO:0005524"
"8694","Acerv_evm.model.Segkk3497_pilon.6","GO:0016429;GO:0030488;GO:0031515"
"8695","Acerv_evm.model.Segkk3497_pilon.7","GO:0005230;GO:0006811;GO:0016021;GO:0004888;GO:0005216;GO:0034220"
"8696","Acerv_evm.model.Segkk3497_pilon.8","GO:0004888;GO:0005216;GO:0016021;GO:0034220;GO:0005230;GO:0006811"
"8697","Acerv_evm.model.Segkk3497_pilon.9","GO:0005524;GO:0006457;GO:0051082"
"8698","Acerv_evm.model.Segkk35_pilon.1","GO:0004672;GO:0005524;GO:0006468"
"8699","Acerv_evm.model.Segkk350_pilon.1","GO:0005096"
"8700","Acerv_evm.model.Segkk350_pilon.3","GO:0046872"
"8701","Acerv_evm.model.Segkk350_pilon.4","GO:0003677;GO:0005524;GO:0006281;GO:0008094"
"8702","Acerv_evm.model.Segkk350_pilon.5","GO:0005515"
"8703","Acerv_evm.model.Segkk350_pilon.6","GO:0016491;GO:0055114;GO:0010181"
"8704","Acerv_evm.model.Segkk3501_pilon.1","GO:0035556"
"8705","Acerv_evm.model.Segkk3501_pilon.2","GO:0019239;GO:0009168"
"8706","Acerv_evm.model.Segkk3501_pilon.3","GO:0016021"
"8707","Acerv_evm.model.Segkk3501_pilon.5","GO:0016021"
"8708","Acerv_evm.model.Segkk3501_pilon.8","GO:0005515"
"8709","Acerv_evm.model.Segkk3502_pilon.1","GO:0016021;GO:0004930;GO:0007186"
"8710","Acerv_evm.model.Segkk3502_pilon.3","GO:0016021"
"8711","Acerv_evm.model.Segkk3504_pilon.1","GO:0005515;GO:0007165"
"8712","Acerv_evm.model.Segkk3505_pilon.1","GO:0003824"
"8713","Acerv_evm.model.Segkk3507_pilon.1","GO:0003924;GO:0005200;GO:0005525;GO:0005874;GO:0007017"
"8714","Acerv_evm.model.Segkk3507_pilon.2","GO:0005509"
"8715","Acerv_evm.model.Segkk3507_pilon.3","GO:0005524;GO:0006457;GO:0051082"
"8716","Acerv_evm.model.Segkk3507_pilon.4","GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"8717","Acerv_evm.model.Segkk3507_pilon.6","GO:0046872"
"8718","Acerv_evm.model.Segkk3508_pilon.5","GO:0004252;GO:0006508"
"8719","Acerv_evm.model.Segkk3508_pilon.8","GO:0003676;GO:0006139;GO:0008408"
"8720","Acerv_evm.model.Segkk3509_pilon.8","GO:0003676;GO:0004190;GO:0006508;GO:0015074;GO:0003964;GO:0004519"
"8721","Acerv_evm.model.Segkk351_pilon.1","GO:0008218"
"8722","Acerv_evm.model.Segkk351_pilon.2","GO:0008218"
"8723","Acerv_evm.model.Segkk351_pilon.3","GO:0008218"
"8724","Acerv_evm.model.Segkk351_pilon.4","GO:0003676;GO:0005524"
"8725","Acerv_evm.model.Segkk351_pilon.5","GO:0008218"
"8726","Acerv_evm.model.Segkk3510_pilon.2","GO:0005515"
"8727","Acerv_evm.model.Segkk3511_pilon.3","GO:0004602;GO:0006979;GO:0055114"
"8728","Acerv_evm.model.Segkk3511_pilon.4","GO:0005515"
"8729","Acerv_evm.model.Segkk3511_pilon.5","GO:0030008;GO:0048193"
"8730","Acerv_evm.model.Segkk3512_pilon.1","GO:0005515"
"8731","Acerv_evm.model.Segkk3512_pilon.2","GO:0007165"
"8732","Acerv_evm.model.Segkk3512_pilon.3","GO:0004725;GO:0016311;GO:0008138;GO:0016791;GO:0006470"
"8733","Acerv_evm.model.Segkk3512_pilon.5","GO:0051260;GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0005515;GO:0005249;GO:0006813;GO:0008076"
"8734","Acerv_evm.model.Segkk3513_pilon.1","GO:0005509;GO:0016020"
"8735","Acerv_evm.model.Segkk3514_pilon.1","GO:0043531"
"8736","Acerv_evm.model.Segkk3514_pilon.2","GO:0043531"
"8737","Acerv_evm.model.Segkk3515_pilon.1","GO:0006904;GO:0016192"
"8738","Acerv_evm.model.Segkk3515_pilon.4","GO:0005515"
"8739","Acerv_evm.model.Segkk3515_pilon.5","GO:0016021"
"8740","Acerv_evm.model.Segkk3517_pilon.1","GO:0004144;GO:0045017"
"8741","Acerv_evm.model.Segkk3517_pilon.10","GO:0005515;GO:0006396;GO:0005634;GO:0006397"
"8742","Acerv_evm.model.Segkk3517_pilon.11","GO:0017174"
"8743","Acerv_evm.model.Segkk3517_pilon.2","GO:0016603"
"8744","Acerv_evm.model.Segkk3517_pilon.4","GO:0005515"
"8745","Acerv_evm.model.Segkk3518_pilon.1","GO:0003676;GO:0008270"
"8746","Acerv_evm.model.Segkk3518_pilon.2","GO:0003676;GO:0008270"
"8747","Acerv_evm.model.Segkk3518_pilon.20","GO:0003964;GO:0006278"
"8748","Acerv_evm.model.Segkk3518_pilon.21","GO:0046983"
"8749","Acerv_evm.model.Segkk3518_pilon.35","GO:0046983"
"8750","Acerv_evm.model.Segkk3518_pilon.4","GO:0005515"
"8751","Acerv_evm.model.Segkk3518_pilon.41","GO:0046983"
"8752","Acerv_evm.model.Segkk3519_pilon.1","GO:0003824;GO:0009116"
"8753","Acerv_evm.model.Segkk352_pilon.1","GO:0008146"
"8754","Acerv_evm.model.Segkk352_pilon.2","GO:0008146"
"8755","Acerv_evm.model.Segkk352_pilon.3","GO:0008146"
"8756","Acerv_evm.model.Segkk352_pilon.4","GO:0008289"
"8757","Acerv_evm.model.Segkk3520_pilon.1","GO:0016810"
"8758","Acerv_evm.model.Segkk3520_pilon.11","GO:0003676;GO:0003677;GO:0016020;GO:0016021;GO:0046872"
"8759","Acerv_evm.model.Segkk3520_pilon.14","GO:0016491;GO:0055114;GO:0005515"
"8760","Acerv_evm.model.Segkk3520_pilon.3","GO:0005515"
"8761","Acerv_evm.model.Segkk3520_pilon.4","GO:0003677;GO:0006355"
"8762","Acerv_evm.model.Segkk3520_pilon.6","GO:0003735;GO:0005840;GO:0006412"
"8763","Acerv_evm.model.Segkk3521_pilon.1","GO:0003677;GO:0000981;GO:0006355"
"8764","Acerv_evm.model.Segkk3522_pilon.11","GO:0008270"
"8765","Acerv_evm.model.Segkk3522_pilon.12","GO:0004888;GO:0005216;GO:0016021;GO:0034220;GO:0004890;GO:0006821;GO:0007214;GO:0006811;GO:0005230"
"8766","Acerv_evm.model.Segkk3522_pilon.13","GO:0003953"
"8767","Acerv_evm.model.Segkk3522_pilon.14","GO:0046373;GO:0046556"
"8768","Acerv_evm.model.Segkk3522_pilon.15","GO:0046373;GO:0046556"
"8769","Acerv_evm.model.Segkk3522_pilon.16","GO:0046373;GO:0046556"
"8770","Acerv_evm.model.Segkk3522_pilon.18","GO:0046373;GO:0046556"
"8771","Acerv_evm.model.Segkk3522_pilon.24","GO:0046373;GO:0046556"
"8772","Acerv_evm.model.Segkk3522_pilon.28","GO:0004672;GO:0005524;GO:0006468"
"8773","Acerv_evm.model.Segkk3522_pilon.3","GO:0005680;GO:0030071;GO:0031145"
"8774","Acerv_evm.model.Segkk3522_pilon.30","GO:0006807"
"8775","Acerv_evm.model.Segkk3522_pilon.5","GO:0004672;GO:0005524;GO:0006468"
"8776","Acerv_evm.model.Segkk3522_pilon.6","GO:0016746"
"8777","Acerv_evm.model.Segkk3523_pilon.1","GO:0005515;GO:0043531"
"8778","Acerv_evm.model.Segkk3523_pilon.3","GO:0005515;GO:0007165"
"8779","Acerv_evm.model.Segkk3523_pilon.4","GO:0005524;GO:0016887;GO:0005515"
"8780","Acerv_evm.model.Segkk3525_pilon.1","GO:0005515"
"8781","Acerv_evm.model.Segkk3525_pilon.10","GO:0003857;GO:0006631;GO:0016491;GO:0055114"
"8782","Acerv_evm.model.Segkk3525_pilon.3","GO:0000439;GO:0006289;GO:0006367"
"8783","Acerv_evm.model.Segkk3525_pilon.5","GO:0005515"
"8784","Acerv_evm.model.Segkk3525_pilon.6","GO:0004930;GO:0007186;GO:0016021"
"8785","Acerv_evm.model.Segkk3526_pilon.2","GO:0005515"
"8786","Acerv_evm.model.Segkk3526_pilon.3","GO:0004672;GO:0005524;GO:0006468;GO:0004713"
"8787","Acerv_evm.model.Segkk3527_pilon.1","GO:0016020;GO:0022857;GO:0055085"
"8788","Acerv_evm.model.Segkk3527_pilon.4","GO:0016020;GO:0022857;GO:0055085"
"8789","Acerv_evm.model.Segkk3529_pilon.2","GO:0003723"
"8790","Acerv_evm.model.Segkk3529_pilon.3","GO:0032266;GO:0043130"
"8791","Acerv_evm.model.Segkk3529_pilon.4","GO:0000287;GO:0008897"
"8792","Acerv_evm.model.Segkk353_pilon.10","GO:0003676;GO:0015074"
"8793","Acerv_evm.model.Segkk353_pilon.5","GO:0003676;GO:0015074"
"8794","Acerv_evm.model.Segkk353_pilon.6","GO:0003676;GO:0008270"
"8795","Acerv_evm.model.Segkk353_pilon.8","GO:0008270"
"8796","Acerv_evm.model.Segkk3533_pilon.1","GO:0004672;GO:0005524;GO:0006468;GO:0016301;GO:0016310"
"8797","Acerv_evm.model.Segkk3535_pilon.1","GO:0005515"
"8798","Acerv_evm.model.Segkk3537_pilon.1","GO:0005515"
"8799","Acerv_evm.model.Segkk3537_pilon.10","GO:0005249;GO:0006813;GO:0016020;GO:0005216;GO:0006811;GO:0055085"
"8800","Acerv_evm.model.Segkk3537_pilon.11","GO:0004342;GO:0006044;GO:0005975"
"8801","Acerv_evm.model.Segkk3537_pilon.12","GO:0005515;GO:0005634;GO:0006260;GO:0006281;GO:0033557"
"8802","Acerv_evm.model.Segkk3537_pilon.13","GO:0016810;GO:0006044;GO:0008448;GO:0016787"
"8803","Acerv_evm.model.Segkk3537_pilon.15","GO:0008270"
"8804","Acerv_evm.model.Segkk3537_pilon.16","GO:0005739;GO:0016021;GO:0033617"
"8805","Acerv_evm.model.Segkk3537_pilon.17","GO:0003755;GO:0006457;GO:0000413"
"8806","Acerv_evm.model.Segkk3537_pilon.2","GO:0005524;GO:0016887"
"8807","Acerv_evm.model.Segkk3537_pilon.21","GO:0005515"
"8808","Acerv_evm.model.Segkk3537_pilon.23","GO:0000178;GO:0006396"
"8809","Acerv_evm.model.Segkk3537_pilon.3","GO:0005515"
"8810","Acerv_evm.model.Segkk3537_pilon.4","GO:0005509;GO:0005515"
"8811","Acerv_evm.model.Segkk3537_pilon.6","GO:0005515;GO:0005509"
"8812","Acerv_evm.model.Segkk3537_pilon.7","GO:0008083"
"8813","Acerv_evm.model.Segkk3537_pilon.8","GO:0005515"
"8814","Acerv_evm.model.Segkk3537_pilon.9","GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0005249;GO:0006813"
"8815","Acerv_evm.model.Segkk3539_pilon.1","GO:0005515"
"8816","Acerv_evm.model.Segkk354_pilon.1","GO:0008270;GO:0005515"
"8817","Acerv_evm.model.Segkk354_pilon.2","GO:0005515"
"8818","Acerv_evm.model.Segkk354_pilon.3","GO:0008270;GO:0005515;GO:0007165;GO:0042981"
"8819","Acerv_evm.model.Segkk354_pilon.4","GO:0016021"
"8820","Acerv_evm.model.Segkk3541_pilon.3","GO:0005515"
"8821","Acerv_evm.model.Segkk3543_pilon.2","GO:0004674;GO:0005524;GO:0006468;GO:0004672"
"8822","Acerv_evm.model.Segkk3544_pilon.1","GO:0004803;GO:0006313"
"8823","Acerv_evm.model.Segkk3545_pilon.1","GO:0005515"
"8824","Acerv_evm.model.Segkk3545_pilon.3","GO:0005515"
"8825","Acerv_evm.model.Segkk3546_pilon.3","GO:0016021;GO:0004930;GO:0007186"
"8826","Acerv_evm.model.Segkk3546_pilon.4","GO:0004930;GO:0007186;GO:0016021"
"8827","Acerv_evm.model.Segkk3546_pilon.5","GO:0016021;GO:0004930;GO:0007186"
"8828","Acerv_evm.model.Segkk3548_pilon.3","GO:0000062;GO:0005515"
"8829","Acerv_evm.model.Segkk3548_pilon.4","GO:0003824;GO:0004655;GO:0033014;GO:0046872"
"8830","Acerv_evm.model.Segkk3548_pilon.5","GO:0005515"
"8831","Acerv_evm.model.Segkk3549_pilon.1","GO:0005515"
"8832","Acerv_evm.model.Segkk3549_pilon.10","GO:0016020"
"8833","Acerv_evm.model.Segkk3549_pilon.12","GO:0005515"
"8834","Acerv_evm.model.Segkk3549_pilon.14","GO:0004672;GO:0006468;GO:0005515;GO:0005524"
"8835","Acerv_evm.model.Segkk3549_pilon.2","GO:0016021;GO:0004930;GO:0007186"
"8836","Acerv_evm.model.Segkk3549_pilon.4","GO:0016020"
"8837","Acerv_evm.model.Segkk3549_pilon.5","GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"8838","Acerv_evm.model.Segkk3549_pilon.6","GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"8839","Acerv_evm.model.Segkk3549_pilon.7","GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"8840","Acerv_evm.model.Segkk3549_pilon.8","GO:0006355;GO:0008270;GO:0003700;GO:0043565"
"8841","Acerv_evm.model.Segkk3549_pilon.9","GO:0016788;GO:0004518;GO:0003677;GO:0003824;GO:0035312;GO:0005515"
"8842","Acerv_evm.model.Segkk355_pilon.10","GO:0042981"
"8843","Acerv_evm.model.Segkk355_pilon.13","GO:0003700;GO:0005634;GO:0006355;GO:0043565;NA"
"8844","Acerv_evm.model.Segkk355_pilon.18","GO:0055114"
"8845","Acerv_evm.model.Segkk355_pilon.19","GO:0031267;GO:0005768;GO:0015031;GO:0016020;GO:0017137"
"8846","Acerv_evm.model.Segkk355_pilon.2","GO:0016540;GO:0007267;GO:0007275;GO:0016539"
"8847","Acerv_evm.model.Segkk355_pilon.20","GO:0004553;GO:0005975;GO:1901136;NA;GO:0003824"
"8848","Acerv_evm.model.Segkk355_pilon.7","GO:0005524"
"8849","Acerv_evm.model.Segkk355_pilon.8","GO:0003700;GO:0006355;GO:0003677;GO:0005634"
"8850","Acerv_evm.model.Segkk3550_pilon.1","GO:0003774;GO:0005524;GO:0016459"
"8851","Acerv_evm.model.Segkk3550_pilon.3","GO:0015074;GO:0003676"
"8852","Acerv_evm.model.Segkk3551_pilon.1","GO:0016021;GO:0004930;GO:0007186"
"8853","Acerv_evm.model.Segkk3551_pilon.10","GO:0003676;GO:0008270;GO:0015074"
"8854","Acerv_evm.model.Segkk3551_pilon.16","GO:0005576;GO:0008061;GO:0005509"
"8855","Acerv_evm.model.Segkk3551_pilon.18","GO:0005509"
"8856","Acerv_evm.model.Segkk3551_pilon.28","GO:0005509"
"8857","Acerv_evm.model.Segkk3551_pilon.4","GO:0016021;GO:0004930;GO:0007186"
"8858","Acerv_evm.model.Segkk3552_pilon.11","GO:0009966"
"8859","Acerv_evm.model.Segkk3552_pilon.12","GO:0003700;GO:0006355;GO:0003677;GO:0000981"
"8860","Acerv_evm.model.Segkk3552_pilon.13","GO:0005789;GO:0006506"
"8861","Acerv_evm.model.Segkk3552_pilon.14","GO:0003677;GO:0000981;GO:0006355"
"8862","Acerv_evm.model.Segkk3552_pilon.2","GO:0005515"
"8863","Acerv_evm.model.Segkk3552_pilon.4","GO:0004553;GO:0005975;GO:0004565"
"8864","Acerv_evm.model.Segkk3552_pilon.8","GO:0006777"
"8865","Acerv_evm.model.Segkk3554_pilon.2","GO:0005515"
"8866","Acerv_evm.model.Segkk3554_pilon.6","GO:0004930;GO:0016020"
"8867","Acerv_evm.model.Segkk3555_pilon.3","GO:0046983"
"8868","Acerv_evm.model.Segkk3556_pilon.1","GO:0016773;GO:0004001;GO:0006166"
"8869","Acerv_evm.model.Segkk3556_pilon.3","GO:0006904;GO:0016192"
"8870","Acerv_evm.model.Segkk3557_pilon.1","GO:0005515;GO:0007165"
"8871","Acerv_evm.model.Segkk3557_pilon.4","GO:0008270;GO:0005515"
"8872","Acerv_evm.model.Segkk3557_pilon.5","GO:0007165;GO:0008270;GO:0042981;GO:0005515"
"8873","Acerv_evm.model.Segkk3558_pilon.10","GO:0004672;GO:0005524;GO:0006468"
"8874","Acerv_evm.model.Segkk3558_pilon.4","GO:0003924;GO:0005525;GO:0005802;GO:0006895;GO:0032456;GO:0042742;GO:0045335;GO:0055037;GO:0090382"
"8875","Acerv_evm.model.Segkk3558_pilon.5","GO:0005515"
"8876","Acerv_evm.model.Segkk3558_pilon.6","GO:0005515"
"8877","Acerv_evm.model.Segkk3558_pilon.9","GO:0005839;GO:0051603;GO:0004298"
"8878","Acerv_evm.model.Segkk3559_pilon.1","GO:0003676;GO:0008270"
"8879","Acerv_evm.model.Segkk356_pilon.2","GO:0005515"
"8880","Acerv_evm.model.Segkk356_pilon.3","GO:0005515"
"8881","Acerv_evm.model.Segkk356_pilon.5","GO:0000209;GO:0008270;GO:0043161;GO:0061630;NA;GO:0005515"
"8882","Acerv_evm.model.Segkk356_pilon.6","GO:0008171"
"8883","Acerv_evm.model.Segkk3561_pilon.3","GO:0003676"
"8884","Acerv_evm.model.Segkk3563_pilon.5","GO:0003676"
"8885","Acerv_evm.model.Segkk3565_pilon.1","GO:0005515"
"8886","Acerv_evm.model.Segkk3569_pilon.1","GO:0005272;GO:0006814;GO:0016020"
"8887","Acerv_evm.model.Segkk3569_pilon.2","GO:0005272;GO:0006814;GO:0016020"
"8888","Acerv_evm.model.Segkk3571_pilon.1","GO:0005525;GO:0003924"
"8889","Acerv_evm.model.Segkk3572_pilon.11","GO:0003676;GO:0008270;GO:0015074"
"8890","Acerv_evm.model.Segkk3572_pilon.15","GO:0008270"
"8891","Acerv_evm.model.Segkk3572_pilon.16","GO:0008270"
"8892","Acerv_evm.model.Segkk3574_pilon.2","GO:0007165;GO:0016301;GO:0003951;GO:0004143;GO:0007205"
"8893","Acerv_evm.model.Segkk3574_pilon.3","GO:0003755"
"8894","Acerv_evm.model.Segkk3574_pilon.5","GO:0030001;GO:0046872;GO:0006801"
"8895","Acerv_evm.model.Segkk3576_pilon.2","GO:0004842"
"8896","Acerv_evm.model.Segkk3577_pilon.1","GO:0005515"
"8897","Acerv_evm.model.Segkk3577_pilon.2","GO:0005515"
"8898","Acerv_evm.model.Segkk3577_pilon.3","GO:0005515"
"8899","Acerv_evm.model.Segkk3577_pilon.6","GO:0005515"
"8900","Acerv_evm.model.Segkk3578_pilon.10","GO:0006139;GO:0016787;GO:0003676"
"8901","Acerv_evm.model.Segkk3578_pilon.11","GO:0005509;GO:0005576;GO:0007160"
"8902","Acerv_evm.model.Segkk3578_pilon.14","GO:0004252;GO:0006508"
"8903","Acerv_evm.model.Segkk3578_pilon.15","GO:0004252;GO:0006508"
"8904","Acerv_evm.model.Segkk3578_pilon.18","GO:0005515"
"8905","Acerv_evm.model.Segkk3578_pilon.19","GO:0005515;GO:0005509;GO:0007160"
"8906","Acerv_evm.model.Segkk3578_pilon.2","GO:0003677;GO:0046983;GO:0000981;GO:0000987;GO:0045944"
"8907","Acerv_evm.model.Segkk3578_pilon.21","GO:0005515;GO:0016020;GO:0005044"
"8908","Acerv_evm.model.Segkk3578_pilon.3","GO:0005515"
"8909","Acerv_evm.model.Segkk3578_pilon.6","GO:0008297;GO:0043504"
"8910","Acerv_evm.model.Segkk3578_pilon.8","GO:0016021;GO:0003756;GO:0005783;GO:0016671;GO:0055114"
"8911","Acerv_evm.model.Segkk3578_pilon.9","GO:0016020"
"8912","Acerv_evm.model.Segkk3579_pilon.10","GO:0008270;GO:0004842;GO:0046872;GO:0005515;GO:0016567"
"8913","Acerv_evm.model.Segkk3579_pilon.11","GO:0004222;GO:0008270"
"8914","Acerv_evm.model.Segkk3579_pilon.12","GO:0005515"
"8915","Acerv_evm.model.Segkk3579_pilon.14","GO:0005515"
"8916","Acerv_evm.model.Segkk3579_pilon.2","GO:0005515"
"8917","Acerv_evm.model.Segkk3579_pilon.20","GO:0005515;GO:0004843;GO:0016579;GO:0006511"
"8918","Acerv_evm.model.Segkk3579_pilon.21","GO:0003676;GO:0005524;GO:0004386"
"8919","Acerv_evm.model.Segkk3579_pilon.4","GO:0005515;GO:0042981"
"8920","Acerv_evm.model.Segkk3579_pilon.5","GO:0008270"
"8921","Acerv_evm.model.Segkk358_pilon.1","GO:0005515;GO:0042981"
"8922","Acerv_evm.model.Segkk3581_pilon.1","GO:0004386;GO:0003676;GO:0005524"
"8923","Acerv_evm.model.Segkk3581_pilon.3","GO:0003677;GO:0000981;GO:0006355"
"8924","Acerv_evm.model.Segkk3583_pilon.2","GO:0003677;GO:0006310;GO:0015074"
"8925","Acerv_evm.model.Segkk3584_pilon.1","GO:0007099"
"8926","Acerv_evm.model.Segkk3586_pilon.2","GO:0005509"
"8927","Acerv_evm.model.Segkk3586_pilon.3","GO:0005509"
"8928","Acerv_evm.model.Segkk3586_pilon.5","GO:0005509"
"8929","Acerv_evm.model.Segkk3586_pilon.6","GO:0005509;GO:0016020;GO:0016021;GO:0042995"
"8930","Acerv_evm.model.Segkk3587_pilon.1","GO:0003676;GO:0008270"
"8931","Acerv_evm.model.Segkk3588_pilon.1","GO:0004930;GO:0007186;GO:0016021"
"8932","Acerv_evm.model.Segkk3589_pilon.1","GO:0005515"
"8933","Acerv_evm.model.Segkk3589_pilon.2","GO:0005515"
"8934","Acerv_evm.model.Segkk359_pilon.2","GO:0003676;GO:0015074"
"8935","Acerv_evm.model.Segkk359_pilon.6","GO:0003964;GO:0006278"
"8936","Acerv_evm.model.Segkk3591_pilon.13","GO:0004930;GO:0007186;GO:0016021"
"8937","Acerv_evm.model.Segkk3591_pilon.14","GO:0004930;GO:0007186;GO:0016021"
"8938","Acerv_evm.model.Segkk3591_pilon.15","GO:0016021;GO:0004930;GO:0007186"
"8939","Acerv_evm.model.Segkk3591_pilon.17","GO:0005507;GO:0008131;GO:0009308;GO:0048038;GO:0055114"
"8940","Acerv_evm.model.Segkk3591_pilon.18","GO:0009190;GO:0035556;GO:0004383;GO:0006182;GO:0016849;GO:0020037"
"8941","Acerv_evm.model.Segkk3591_pilon.19","GO:0009190;GO:0035556;GO:0020037;GO:0004383;GO:0006182"
"8942","Acerv_evm.model.Segkk3591_pilon.2","GO:0016491;GO:0046872;GO:0055114"
"8943","Acerv_evm.model.Segkk3591_pilon.20","GO:0005515;GO:0005086;GO:0032012"
"8944","Acerv_evm.model.Segkk3591_pilon.22","GO:0047429"
"8945","Acerv_evm.model.Segkk3591_pilon.23","GO:0046983"
"8946","Acerv_evm.model.Segkk3591_pilon.24","GO:0046983"
"8947","Acerv_evm.model.Segkk3591_pilon.25","GO:0003700;GO:0005634;GO:0006355"
"8948","Acerv_evm.model.Segkk3591_pilon.26","GO:0006508;GO:0008237;GO:0008270;GO:0004222"
"8949","Acerv_evm.model.Segkk3591_pilon.3","GO:0055114;GO:0016491"
"8950","Acerv_evm.model.Segkk3591_pilon.4","GO:0046983"
"8951","Acerv_evm.model.Segkk3591_pilon.7","GO:0005515"
"8952","Acerv_evm.model.Segkk3592_pilon.10","GO:0016021"
"8953","Acerv_evm.model.Segkk3592_pilon.11","GO:0005247;GO:0006821;GO:0016020;GO:0055085"
"8954","Acerv_evm.model.Segkk3592_pilon.2","GO:0008146;GO:0016021"
"8955","Acerv_evm.model.Segkk3592_pilon.3","GO:0003676"
"8956","Acerv_evm.model.Segkk3592_pilon.4","GO:0003712;GO:0006357;GO:0016592"
"8957","Acerv_evm.model.Segkk3592_pilon.5","GO:0005506;GO:0016705;GO:0031418;GO:0055114;GO:0016491"
"8958","Acerv_evm.model.Segkk3592_pilon.6","GO:0016491;GO:0055114"
"8959","Acerv_evm.model.Segkk3594_pilon.4","GO:0005507;GO:0055070"
"8960","Acerv_evm.model.Segkk3596_pilon.2","GO:0005262;GO:0016020;GO:0070588;GO:0005216;GO:0006811;GO:0055085;GO:0005515"
"8961","Acerv_evm.model.Segkk3597_pilon.2","GO:0005509;GO:0007156;GO:0016020"
"8962","Acerv_evm.model.Segkk36_pilon.1","GO:0003676"
"8963","Acerv_evm.model.Segkk36_pilon.2","GO:0003723"
"8964","Acerv_evm.model.Segkk360_pilon.10","GO:0003676;GO:0008270"
"8965","Acerv_evm.model.Segkk360_pilon.2","GO:0005515"
"8966","Acerv_evm.model.Segkk3600_pilon.1","GO:0005515"
"8967","Acerv_evm.model.Segkk3601_pilon.1","GO:0005515"
"8968","Acerv_evm.model.Segkk3601_pilon.3","GO:0005096"
"8969","Acerv_evm.model.Segkk3601_pilon.4","GO:0005509"
"8970","Acerv_evm.model.Segkk3606_pilon.1","GO:0005515"
"8971","Acerv_evm.model.Segkk3606_pilon.2","GO:0005515"
"8972","Acerv_evm.model.Segkk361_pilon.1","GO:0016853;GO:0003755"
"8973","Acerv_evm.model.Segkk361_pilon.2","GO:0000398;GO:0005687;GO:0071011;GO:0097526;NA"
"8974","Acerv_evm.model.Segkk361_pilon.3","GO:0008380;GO:0030532"
"8975","Acerv_evm.model.Segkk361_pilon.4","GO:0005509"
"8976","Acerv_evm.model.Segkk3612_pilon.1","GO:0006400;GO:0016763"
"8977","Acerv_evm.model.Segkk3612_pilon.2","GO:0003676;GO:0005524"
"8978","Acerv_evm.model.Segkk3615_pilon.1","GO:0005524;GO:0016887"
"8979","Acerv_evm.model.Segkk3615_pilon.10","GO:0055114"
"8980","Acerv_evm.model.Segkk3615_pilon.11","GO:0004129"
"8981","Acerv_evm.model.Segkk3615_pilon.14","GO:0005509"
"8982","Acerv_evm.model.Segkk3615_pilon.2","GO:0005515"
"8983","Acerv_evm.model.Segkk3615_pilon.3","GO:0016021;GO:0000166;GO:0005388;GO:0006816"
"8984","Acerv_evm.model.Segkk3615_pilon.4","GO:0008484;GO:0003824"
"8985","Acerv_evm.model.Segkk3615_pilon.9","GO:0005515;GO:0042981"
"8986","Acerv_evm.model.Segkk3618_pilon.5","GO:0005515"
"8987","Acerv_evm.model.Segkk3618_pilon.6","GO:0005515"
"8988","Acerv_evm.model.Segkk3618_pilon.7","GO:0005515"
"8989","Acerv_evm.model.Segkk3619_pilon.2","GO:0003756"
"8990","Acerv_evm.model.Segkk3619_pilon.3","GO:0004422;GO:0006166;GO:0009116"
"8991","Acerv_evm.model.Segkk3619_pilon.5","GO:0004888;GO:0007166;GO:0016021;GO:0004930;GO:0016020;GO:0007186"
"8992","Acerv_evm.model.Segkk3619_pilon.7","GO:0003676;GO:0008270"
"8993","Acerv_evm.model.Segkk3619_pilon.8","GO:0005515"
"8994","Acerv_evm.model.Segkk3621_pilon.3","GO:0005509"
"8995","Acerv_evm.model.Segkk3627_pilon.1","GO:0004620"
"8996","Acerv_evm.model.Segkk3628_pilon.2","GO:0004930;GO:0007186;GO:0016021"
"8997","Acerv_evm.model.Segkk3628_pilon.3","GO:0004930;GO:0007186;GO:0016021"
"8998","Acerv_evm.model.Segkk3629_pilon.1","GO:0016021;GO:0004930;GO:0007186"
"8999","Acerv_evm.model.Segkk363_pilon.1","GO:0004843;GO:0016579;GO:0006511"
"9000","Acerv_evm.model.Segkk363_pilon.3","GO:0005515"
"9001","Acerv_evm.model.Segkk3633_pilon.13","GO:0003964;GO:0006278"
"9002","Acerv_evm.model.Segkk3633_pilon.21","GO:0004672;GO:0005524;GO:0006468"
"9003","Acerv_evm.model.Segkk3633_pilon.4","GO:0003676;GO:0008270;GO:0015074;GO:0006278"
"9004","Acerv_evm.model.Segkk3635_pilon.4","GO:0008270;GO:0070290"
