"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","X6_1","X7_1","X8_1","X9_1","X21_1","X22_1","X23_1","X25_1","X26_1","X27_1","X29_1","X34_1","length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare"
"276","plut2.m8.23282","GO:2000809",0.00799025393237928,1,1,1,"positive regulation of synaptic vesicle clustering","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.41733879702941,0.538519299947797,4.48886195399821,7.16046781665121e-06,0.0185900065455899,"MidvsHigh"
"277","plut2.m8.23282","GO:2000809",0.00799025393237928,1,1,1,"positive regulation of synaptic vesicle clustering","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.27575356246326,0.53422584505205,4.25990914430868,2.04510017831407e-05,0.00561124361424922,"CvsHigh"
"278","plut2.m8.23282","GO:1990646",0.0159647986016381,0.999936188178146,1,2,"cellular response to prolactin","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.41733879702941,0.538519299947797,4.48886195399821,7.16046781665121e-06,0.0185900065455899,"MidvsHigh"
"279","plut2.m8.23282","GO:1990646",0.0159647986016381,0.999936188178146,1,2,"cellular response to prolactin","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.27575356246326,0.53422584505205,4.25990914430868,2.04510017831407e-05,0.00561124361424922,"CvsHigh"
"280","plut2.m8.23282","GO:1900452",0.0159739125134064,0.999936115003554,1,2,"regulation of long-term synaptic depression","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.41733879702941,0.538519299947797,4.48886195399821,7.16046781665121e-06,0.0185900065455899,"MidvsHigh"
"281","plut2.m8.23282","GO:1900452",0.0159739125134064,0.999936115003554,1,2,"regulation of long-term synaptic depression","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.27575356246326,0.53422584505205,4.25990914430868,2.04510017831407e-05,0.00561124361424922,"CvsHigh"
"282","plut2.m8.23282","GO:1900118",0.00799025393237928,1,1,1,"negative regulation of execution phase of apoptosis","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.41733879702941,0.538519299947797,4.48886195399821,7.16046781665121e-06,0.0185900065455899,"MidvsHigh"
"283","plut2.m8.23282","GO:1900118",0.00799025393237928,1,1,1,"negative regulation of execution phase of apoptosis","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.27575356246326,0.53422584505205,4.25990914430868,2.04510017831407e-05,0.00561124361424922,"CvsHigh"
"284","plut2.m8.23282","GO:0046902",0.0241675940035822,0.999853154226046,1,2,"regulation of mitochondrial membrane permeability","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.41733879702941,0.538519299947797,4.48886195399821,7.16046781665121e-06,0.0185900065455899,"MidvsHigh"
"285","plut2.m8.23282","GO:0046902",0.0241675940035822,0.999853154226046,1,2,"regulation of mitochondrial membrane permeability","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.27575356246326,0.53422584505205,4.25990914430868,2.04510017831407e-05,0.00561124361424922,"CvsHigh"
